Time,pizza_near_me
2024-09-23,22.988420677100876
2024-09-24,21.809527309044423
2024-09-25,24.167314045157333
2024-09-26,26.525100781270243
2024-09-27,36.54569440975011
2024-09-28,51.281861510455805
2024-09-29,43.02960793406062
2024-09-30,23.577867361129105
2024-10-01,24.167314045157333
2024-10-02,22.988420677100876
2024-10-03,25.34620741321379
2024-10-04,34.187907673637206
2024-10-05,51.281861510455805
2024-10-06,41.850714566004164
2024-10-07,24.167314045157333
2024-10-08,24.75676072918556
2024-10-09,27.7039941493267
2024-10-10,28.29344083335493
2024-10-11,38.314034461834794
2024-10-12,54.81854161462517
2024-10-13,48.334628090314666
2024-10-14,27.11454746529847
2024-10-15,22.988420677100876
2024-10-16,24.167314045157333
2024-10-17,24.167314045157333
2024-10-18,35.366801041693655
2024-10-19,49.51352145837112
2024-10-20,42.44016125003239
2024-10-21,23.577867361129105
2024-10-22,21.809527309044423
2024-10-23,22.39897399307265
2024-10-24,25.935654097242015
2024-10-25,31.830120937524292
2024-10-26,48.92407477434289
2024-10-27,40.08237451391948
2024-10-28,24.75676072918556
2024-10-29,21.809527309044423
2024-10-30,22.39897399307265
2024-10-31,32.41956762155252
2024-11-01,37.135141093778344
2024-11-02,45.38739467017353
2024-11-03,38.314034461834794
2024-11-04,21.809527309044423
2024-11-05,21.220080625016195
2024-11-06,18.862293888903285
2024-11-07,24.75676072918556
2024-11-08,31.830120937524292
2024-11-09,45.38739467017353
2024-11-10,39.49292782989125
2024-11-11,24.75676072918556
2024-11-12,20.630633940987966
2024-11-13,21.809527309044423
2024-11-14,22.39897399307265
2024-11-15,28.882887517383153
2024-11-16,42.44016125003239
2024-11-17,38.314034461834794
2024-11-18,21.809527309044423
2024-11-19,19.451740572931513
2024-11-20,21.809527309044423
2024-11-21,23.577867361129105
2024-11-22,29.472334201411382
2024-11-23,42.44016125003239
2024-11-24,40.67182119794771
2024-11-25,25.935654097242015
2024-11-26,25.935654097242015
2024-11-27,31.240674253496064
2024-11-28,34.187907673637206
2024-11-29,33.00901430558075
2024-11-30,42.44016125003239
2024-12-01,37.135141093778344
2024-12-02,21.220080625016195
2024-12-03,20.630633940987966
2024-12-04,20.630633940987966
2024-12-05,21.809527309044423
2024-12-06,30.65122756946784
2024-12-07,43.619054618088846
2024-12-08,38.903481145863026
2024-12-09,23.577867361129105
2024-12-10,21.809527309044423
2024-12-11,21.809527309044423
2024-12-12,22.988420677100876
2024-12-13,27.11454746529847
2024-12-14,43.02960793406062
2024-12-15,40.08237451391948
2024-12-16,24.167314045157333
2024-12-17,21.809527309044423
2024-12-18,23.577867361129105
2024-12-19,26.525100781270243
2024-12-20,33.00901430558075
2024-12-21,41.26126788197593
2024-12-22,42.44016125003239
2024-12-23,33.598460989608974
2024-12-24,41.26126788197593
2024-12-25,57.76577503476631
2024-12-26,40.67182119794771
2024-12-27,40.08237451391948
2024-12-28,43.619054618088846
2024-12-29,44.7979479861453
2024-12-30,34.187907673637206
2024-12-31,40.67182119794771
2025-01-01,58.944668402822764
2025-01-02,28.882887517383153
2025-01-03,28.882887517383153
2025-01-04,38.903481145863026
2025-01-05,37.135141093778344
2025-01-06,25.34620741321379
2025-01-07,21.809527309044423
2025-01-08,21.220080625016195
2025-01-09,21.220080625016195
2025-01-10,28.29344083335493
2025-01-11,38.903481145863026
2025-01-12,35.366801041693655
2025-01-13,23.577867361129105
2025-01-14,21.809527309044423
2025-01-15,20.630633940987966
2025-01-16,22.39897399307265
2025-01-17,30.06178088543961
2025-01-18,42.44016125003239
2025-01-19,42.44016125003239
2025-01-20,28.882887517383153
2025-01-21,21.809527309044423
2025-01-22,22.988420677100876
2025-01-23,23.577867361129105
2025-01-24,31.830120937524292
2025-01-25,40.67182119794771
2025-01-26,39.49292782989125
2025-01-27,22.988420677100876
2025-01-28,22.39897399307265
2025-01-29,22.39897399307265
2025-01-30,22.988420677100876
2025-01-31,30.65122756946784
2025-02-01,44.20850130211707
2025-02-02,38.903481145863026
2025-02-03,21.220080625016195
2025-02-04,23.577867361129105
2025-02-05,20.04118725695974
2025-02-06,22.988420677100876
2025-02-07,31.830120937524292
2025-02-08,41.850714566004164
2025-02-09,56.58688166670986
2025-02-10,20.04118725695974
2025-02-11,20.04118725695974
2025-02-12,22.39897399307265
2025-02-13,25.935654097242015
2025-02-14,43.02960793406062
2025-02-15,51.281861510455805
2025-02-16,44.20850130211707
2025-02-17,26.525100781270243
2025-02-18,22.988420677100876
2025-02-19,22.988420677100876
2025-02-20,24.167314045157333
2025-02-21,29.472334201411382
2025-02-22,44.20850130211707
2025-02-23,40.67182119794771
2025-02-24,23.577867361129105
2025-02-25,21.809527309044423
2025-02-26,24.75676072918556
2025-02-27,23.577867361129105
2025-02-28,30.06178088543961
2025-03-01,45.38739467017353
2025-03-02,43.02960793406062
2025-03-03,23.577867361129105
2025-03-04,23.577867361129105
2025-03-05,23.577867361129105
2025-03-06,24.167314045157333
2025-03-07,29.472334201411382
2025-03-08,44.20850130211707
2025-03-09,40.67182119794771
2025-03-10,24.167314045157333
2025-03-11,24.167314045157333
2025-03-12,25.34620741321379
2025-03-13,23.577867361129105
2025-03-14,41.850714566004164
2025-03-15,50.69241482642758
2025-03-16,43.02960793406062
2025-03-17,24.167314045157333
2025-03-18,23.577867361129105
2025-03-19,25.34620741321379
2025-03-20,26.525100781270243
2025-03-21,32.41956762155252
2025-03-22,50.69241482642758
2025-03-23,40.08237451391948
2025-03-24,24.75676072918556
2025-03-25,22.39897399307265
2025-03-26,24.75676072918556
2025-03-27,26.525100781270243
2025-03-28,34.187907673637206
2025-03-29,48.334628090314666
2025-03-30,43.619054618088846
2025-03-31,23.577867361129105
2025-04-01,24.75676072918556
2025-04-02,24.167314045157333
2025-04-03,24.167314045157333
2025-04-04,30.06178088543961
2025-04-05,48.334628090314666
2025-04-06,43.02960793406062
2025-04-07,22.988420677100876
2025-04-08,21.809527309044423
2025-04-09,23.577867361129105
2025-04-10,25.935654097242015
2025-04-11,32.41956762155252
2025-04-12,45.38739467017353
2025-04-13,38.903481145863026
2025-04-14,22.39897399307265
2025-04-15,23.577867361129105
2025-04-16,25.34620741321379
2025-04-17,27.11454746529847
2025-04-18,36.54569440975011
2025-04-19,43.02960793406062
2025-04-20,44.7979479861453
2025-04-21,23.577867361129105
2025-04-22,22.988420677100876
2025-04-23,24.75676072918556
2025-04-24,25.935654097242015
2025-04-25,31.830120937524292
2025-04-26,43.619054618088846
2025-04-27,41.26126788197593
2025-04-28,22.39897399307265
2025-04-29,26.525100781270243
2025-04-30,24.75676072918556
2025-05-01,25.34620741321379
2025-05-02,31.240674253496064
2025-05-03,45.38739467017353
2025-05-04,43.02960793406062
2025-05-05,20.630633940987966
2025-05-06,20.630633940987966
2025-05-07,20.630633940987966
2025-05-08,25.34620741321379
2025-05-09,30.65122756946784
2025-05-10,41.850714566004164
2025-05-11,41.26126788197593
2025-05-12,23.577867361129105
2025-05-13,23.577867361129105
2025-05-14,22.988420677100876
2025-05-15,23.577867361129105
2025-05-16,30.06178088543961
2025-05-17,45.38739467017353
2025-05-18,41.850714566004164
2025-05-19,22.988420677100876
2025-05-20,22.39897399307265
2025-05-21,27.11454746529847
2025-05-22,25.935654097242015
2025-05-23,33.00901430558075
2025-05-24,43.02960793406062
2025-05-25,47.15573472225821
2025-05-26,40.67182119794771
2025-05-27,22.39897399307265
2025-05-28,24.75676072918556
2025-05-29,25.935654097242015
2025-05-30,33.00901430558075
2025-05-31,45.97684135420175
2025-06-01,41.850714566004164
2025-06-02,24.75676072918556
2025-06-03,27.7039941493267
2025-06-04,26.525100781270243
2025-06-05,27.11454746529847
2025-06-06,35.366801041693655
2025-06-07,41.850714566004164
2025-06-08,39.49292782989125
2025-06-09,25.935654097242015
2025-06-10,23.577867361129105
2025-06-11,25.34620741321379
2025-06-12,29.472334201411382
2025-06-13,33.598460989608974
2025-06-14,43.02960793406062
2025-06-15,41.26126788197593
2025-06-16,26.525100781270243
2025-06-17,25.34620741321379
2025-06-18,28.29344083335493
2025-06-19,29.472334201411382
2025-06-20,34.187907673637206
2025-06-21,44.20850130211707
2025-06-22,42.44016125003239
2025-06-23,31.240674253496064
2025-06-24,25.935654097242015
2025-06-25,25.935654097242015
2025-06-26,28.882887517383153
2025-06-27,36.54569440975011
2025-06-28,49.51352145837112
2025-06-29,44.20850130211707
2025-06-30,28.29344083335493
2025-07-01,27.7039941493267
2025-07-02,31.240674253496064
2025-07-03,34.77735435766543
2025-07-04,49.51352145837112
2025-07-05,51.87130819448403
2025-07-06,47.15573472225821
2025-07-07,27.7039941493267
2025-07-08,34.77735435766543
2025-07-09,31.240674253496064
2025-07-10,29.472334201411382
2025-07-11,35.95624772572189
2025-07-12,49.51352145837112
2025-07-13,44.7979479861453
2025-07-14,30.06178088543961
2025-07-15,32.41956762155252
2025-07-16,32.41956762155252
2025-07-17,27.7039941493267
2025-07-18,38.314034461834794
2025-07-19,49.51352145837112
2025-07-20,48.334628090314666
2025-07-21,28.882887517383153
2025-07-22,31.240674253496064
2025-07-23,37.72458777780657
2025-07-24,28.882887517383153
2025-07-25,35.95624772572189
2025-07-26,45.97684135420175
2025-07-27,45.97684135420175
2025-07-28,25.935654097242015
2025-07-29,29.472334201411382
2025-07-30,25.34620741321379
2025-07-31,28.882887517383153
2025-08-01,34.77735435766543
2025-08-02,47.15573472225821
2025-08-03,45.97684135420175
2025-08-04,27.7039941493267
2025-08-05,30.65122756946784
2025-08-06,27.11454746529847
2025-08-07,33.598460989608974
2025-08-08,35.366801041693655
2025-08-09,43.619054618088846
2025-08-10,45.97684135420175
2025-08-11,28.29344083335493
2025-08-12,27.11454746529847
2025-08-13,28.882887517383153
2025-08-14,25.935654097242015
2025-08-15,37.135141093778344
2025-08-16,44.7979479861453
2025-08-17,45.97684135420175
2025-08-18,25.935654097242015
2025-08-19,23.577867361129105
2025-08-20,25.935654097242015
2025-08-21,27.7039941493267
2025-08-22,31.240674253496064
2025-08-23,44.20850130211707
2025-08-24,45.97684135420175
2025-08-25,23.577867361129105
2025-08-26,22.988420677100876
2025-08-27,25.34620741321379
2025-08-28,22.39897399307265
2025-08-29,33.00901430558075
2025-08-30,45.38739467017353
2025-08-31,50.69241482642758
2025-09-01,38.314034461834794
2025-09-02,21.809527309044423
2025-09-03,20.630633940987966
2025-09-04,22.39897399307265
2025-09-05,31.830120937524292
2025-09-06,35.366801041693655
2025-09-07,37.135141093778344
2025-09-08,21.809527309044423
2025-09-09,21.809527309044423
2025-09-10,23.577867361129105
2025-09-11,23.577867361129105
2025-09-12,28.882887517383153
2025-09-13,37.72458777780657
2025-09-14,40.08237451391948
2025-09-15,22.988420677100876
2025-09-16,20.04118725695974
2025-09-17,25.34620741321379
2025-09-18,22.39897399307265
2025-09-19,30.06178088543961
2025-09-20,42.44016125003239
2025-09-21,40.08237451391948
2025-09-22,21.809527309044423
2025-09-23,20.630633940987966
2025-09-24,22.39897399307265
2025-09-25,22.988420677100876
2025-09-26,34.187907673637206
2025-09-27,40.08237451391948
2025-09-28,40.67182119794771
2025-09-29,21.220080625016195
2025-09-30,22.988420677100876
2025-10-01,25.34620741321379
2025-10-02,22.39897399307265
2025-10-03,29.472334201411382
2025-10-04,40.67182119794771
2025-10-05,35.95624772572189
2025-10-06,21.220080625016195
2025-10-07,21.220080625016195
2025-10-08,22.988420677100876
2025-10-09,23.577867361129105
2025-10-10,36.54569440975011
2025-10-11,41.850714566004164
2025-10-12,39.49292782989125
2025-10-13,25.34620741321379
2025-10-14,21.220080625016195
2025-10-15,24.167314045157333
2025-10-16,24.167314045157333
2025-10-17,33.00901430558075
2025-10-18,44.20850130211707
2025-10-19,38.314034461834794
2025-10-20,21.220080625016195
2025-10-21,20.04118725695974
2025-10-22,24.75676072918556
2025-10-23,22.988420677100876
2025-10-24,31.240674253496064
2025-10-25,42.44016125003239
2025-10-26,35.366801041693655
2025-10-27,21.809527309044423
2025-10-28,20.04118725695974
2025-10-29,25.935654097242015
2025-10-30,22.988420677100876
2025-10-31,39.49292782989125
2025-11-01,47.74518140628644
2025-11-02,34.187907673637206
2025-11-03,21.809527309044423
2025-11-04,19.451740572931513
2025-11-05,23.577867361129105
2025-11-06,22.39897399307265
2025-11-07,30.06178088543961
2025-11-08,45.38739467017353
2025-11-09,34.77735435766543
2025-11-10,21.809527309044423
2025-11-11,22.988420677100876
2025-11-12,20.630633940987966
2025-11-13,23.577867361129105
2025-11-14,27.7039941493267
2025-11-15,39.49292782989125
2025-11-16,36.54569440975011
2025-11-17,20.630633940987966
2025-11-18,21.220080625016195
2025-11-19,22.39897399307265
2025-11-20,26.525100781270243
2025-11-21,29.472334201411382
2025-11-22,41.26126788197593
2025-11-23,35.95624772572189
2025-11-24,24.75676072918556
2025-11-25,27.11454746529847
2025-11-26,33.598460989608974
2025-11-27,33.00901430558075
2025-11-28,30.06178088543961
2025-11-29,37.72458777780657
2025-11-30,38.903481145863026
2025-12-01,22.988420677100876
2025-12-02,23.577867361129105
2025-12-03,25.935654097242015
2025-12-04,25.935654097242015
2025-12-05,32.41956762155252
2025-12-06,45.97684135420175
2025-12-07,39.49292782989125
2025-12-08,24.167314045157333
2025-12-09,24.75676072918556
2025-12-10,27.11454746529847
2025-12-11,26.04938448904415
2025-12-12,32.8564539533193
2025-12-13,46.584668209868724
2025-12-14,43.181133477731144
2025-12-15,26.75290650107149
2025-12-16,23.64409511094803
2025-12-17,29.158195879167614
2025-12-18,29.45291922118173
2025-12-19,37.66703270951156
2025-12-20,39.777598745593565
2025-12-21,37.66703270951156
2025-12-22,31.85820859927785
2025-12-23,29.45291922118173
2025-12-24,49.988202942006296
2025-12-25,53.09701433212976
2025-12-26,48.69523424595073
2025-12-27,43.47585681974526
2025-12-28,44.88290084379993
2025-12-29,35.965265343442766
2025-12-30,33.55997596534664
2025-12-31,49.988202942006296
2026-01-01,58.90583844236346
2026-01-02,40.07232208760768
2026-01-03,43.47585681974526
2026-01-04,39.777598745593565
2026-01-05,22.94057309892069
2026-01-06,23.938818452962142
2026-01-07,26.04938448904415
2026-01-08,27.047629843085602
2026-01-09,36.6687873554701
2026-01-10,49.87343774161324
2026-01-11,43.33265902140167
2026-01-12,28.61590690092563
2026-01-13,28.61590690092563
2026-01-14,30.251101580978524
2026-01-15,31.06869892100497
2026-01-16,34.339088281110755
2026-01-17,46.603048381507456
2026-01-18,45.78545104148101
2026-01-19,38.42707498124299
2026-01-20,25.345517540819845
2026-01-21,29.433504240952075
2026-01-22,37.60947764121654
2026-01-23,33.52149094108431
2026-01-24,43.33265902140167
2026-01-25,44.15025636142811
2026-01-26,35.1566856211372
2026-01-27,29.433504240952075
2026-01-28,25.345517540819845
2026-01-29,31.886296261031415
2026-01-30,39.244672321269434
2026-01-31,49.05584040158679
2026-02-01,52.32622976169258
2026-02-02,32.703893601057864
2026-02-03,31.886296261031415
2026-02-04,42.51506168137522
2026-02-05,56.414216461824815
2026-02-06,53.96142444174547
2026-02-07,66.22538454214217
2026-02-08,77.67174730251243
2026-02-09,66.22538454214217
2026-02-10,61.319800501983494
2026-02-11,35.97428296116365
2026-02-12,32.703893601057864
2026-02-13,61.319800501983494
2026-02-14,79.30694198256532
2026-02-15,73.5837606023802
2026-02-16,64.59018986208928
2026-02-17,71.9485659223273
2026-02-18,49.87343774161324
2026-02-19,46.603048381507456
2026-02-20,44.96785370145456
2026-02-21,58.86700848190415
2026-02-22,54.779021781771924
2026-02-23,42.51506168137522
2026-02-24,32.703893601057864
2026-02-25,37.60947764121654
2026-02-26,52.32622976169258
2026-02-27,57.23181380185126
2026-02-28,44.96785370145456
2026-03-01,36.7918803011901
2026-03-02,26.16311488084629
2026-03-03,24.527920200793396
2026-03-04,26.980712220872736
2026-03-05,24.527920200793396
2026-03-06,32.703893601057864
2026-03-07,45.78545104148101
2026-03-08,42.51506168137522
2026-03-09,26.980712220872736
2026-03-10,24.527920200793396
2026-03-11,25.345517540819845
2026-03-12,26.980712220872736
2026-03-13,34.339088281110755
2026-03-14,48.23824306156035
2026-03-15,43.33265902140167
2026-03-16,26.980712220872736
2026-03-17,26.16311488084629
2026-03-18,26.980712220872736
2026-03-19,30.251101580978524
2026-03-20,38.42707498124299
2026-03-21,45.78545104148101
2026-03-22,38.42707498124299
2026-03-23,29.433504240952075
2026-03-24,23.71032286076695
2026-03-25,40.87986700132233
2026-03-26,36.7918803011901
2026-03-27,62.13739784200994
2026-03-28,76.03655262245952
2026-03-29,81.75973400264466
2026-03-30,59.6846058219306
2026-03-31,33.52149094108431
2026-04-01,26.980712220872736
2026-04-02,29.433504240952075
2026-04-03,41.69746434134878
2026-04-04,42.51506168137522
2026-04-05,44.96785370145456
2026-04-06,29.433504240952075
2026-04-07,30.251101580978524
2026-04-08,30.251101580978524
2026-04-09,40.87986700132233
2026-04-10,39.244672321269434
2026-04-11,49.05584040158679
2026-04-12,38.42707498124299
2026-04-13,24.527920200793396
2026-04-14,26.16311488084629
2026-04-15,27.798309560899185
2026-04-16,26.980712220872736
2026-04-17,35.1566856211372
2026-04-18,53.96142444174547
2026-04-19,48.23824306156035
2026-04-20,28.61590690092563
2026-04-21,26.980712220872736
2026-04-22,26.16311488084629
2026-04-23,28.61590690092563
2026-04-24,37.60947764121654
2026-04-25,46.603048381507456
2026-04-26,43.33265902140167
2026-04-27,25.345517540819845
2026-04-28,26.16311488084629
2026-04-29,26.16311488084629
2026-04-30,31.06869892100497
2026-05-01,41.69746434134878
2026-05-02,56.414216461824815
2026-05-03,53.143827101719026
2026-05-04,33.52149094108431
2026-05-05,27.798309560899185
2026-05-06,26.16311488084629
2026-05-07,29.433504240952075
2026-05-08,39.244672321269434
2026-05-09,44.15025636142811
2026-05-10,42.51506168137522
2026-05-11,26.16311488084629
2026-05-12,26.980712220872736
2026-05-13,26.16311488084629
2026-05-14,29.433504240952075
2026-05-15,35.97428296116365
2026-05-16,49.05584040158679
2026-05-17,44.96785370145456
2026-05-18,27.798309560899185
2026-05-19,28.61590690092563
2026-05-20,30.251101580978524
2026-05-21,31.886296261031415
2026-05-22,40.87986700132233
2026-05-23,56.414216461824815
2026-05-24,58.049411141877705
2026-05-25,52.32622976169258
2026-05-26,31.886296261031415
2026-05-27,28.61590690092563
2026-05-28,35.1566856211372
2026-05-29,44.15025636142811
2026-05-30,61.319800501983494
2026-05-31,53.143827101719026
