Time,bed_bath_and_beyond
2024-09-27,3.422091303251255
2024-09-28,4.888701861787507
2024-09-29,5.377572047966258
2024-09-30,3.9109614894300058
2024-10-01,3.5443088497959425
2024-10-02,3.422091303251255
2024-10-03,3.6665263963406303
2024-10-04,4.155396582519381
2024-10-05,4.399831675608756
2024-10-06,4.76648431524282
2024-10-07,3.9109614894300058
2024-10-08,3.788743942885318
2024-10-09,3.2998737567065675
2024-10-10,3.2998737567065675
2024-10-11,4.033179035974693
2024-10-12,4.644266768698132
2024-10-13,5.499789594510945
2024-10-14,5.010919408332195
2024-10-15,4.888701861787507
2024-10-16,4.644266768698132
2024-10-17,4.277614129064069
2024-10-18,4.399831675608756
2024-10-19,5.010919408332195
2024-10-20,5.377572047966258
2024-10-21,4.399831675608756
2024-10-22,4.155396582519381
2024-10-23,4.399831675608756
2024-10-24,3.9109614894300058
2024-10-25,3.6665263963406303
2024-10-26,4.888701861787507
2024-10-27,5.744224687600321
2024-10-28,4.277614129064069
2024-10-29,4.033179035974693
2024-10-30,3.9109614894300058
2024-10-31,3.788743942885318
2024-11-01,4.522049222153444
2024-11-02,5.744224687600321
2024-11-03,6.84418260650251
2024-11-04,4.888701861787507
2024-11-05,3.6665263963406303
2024-11-06,2.688786023983129
2024-11-07,3.9109614894300058
2024-11-08,4.277614129064069
2024-11-09,5.988659780689696
2024-11-10,6.233094873779072
2024-11-11,5.133136954876883
2024-11-12,4.155396582519381
2024-11-13,4.644266768698132
2024-11-14,3.9109614894300058
2024-11-15,4.522049222153444
2024-11-16,5.744224687600321
2024-11-17,6.966400153047198
2024-11-18,5.133136954876883
2024-11-19,4.76648431524282
2024-11-20,4.644266768698132
2024-11-21,5.133136954876883
2024-11-22,5.133136954876883
2024-11-23,6.599747513413135
2024-11-24,7.210835246136573
2024-11-25,5.622007141055633
2024-11-26,5.377572047966258
2024-11-27,5.622007141055633
2024-11-28,5.988659780689696
2024-11-29,12.221754654468768
2024-11-30,10.02183881666439
2024-12-01,9.044098444306888
2024-12-02,7.699705432315324
2024-12-03,6.721965059957823
2024-12-04,5.133136954876883
2024-12-05,5.377572047966258
2024-12-06,6.477529966868447
2024-12-07,8.43301071158345
2024-12-08,7.210835246136573
2024-12-09,5.255354501421571
2024-12-10,5.133136954876883
2024-12-11,5.255354501421571
2024-12-12,5.744224687600321
2024-12-13,5.255354501421571
2024-12-14,7.210835246136573
2024-12-15,6.84418260650251
2024-12-16,5.499789594510945
2024-12-17,5.377572047966258
2024-12-18,5.622007141055633
2024-12-19,5.255354501421571
2024-12-20,6.233094873779072
2024-12-21,6.966400153047198
2024-12-22,6.84418260650251
2024-12-23,6.966400153047198
2024-12-24,6.477529966868447
2024-12-25,4.277614129064069
2024-12-26,6.233094873779072
2024-12-27,6.233094873779072
2024-12-28,5.988659780689696
2024-12-29,6.599747513413135
2024-12-30,5.255354501421571
2024-12-31,4.644266768698132
2025-01-01,4.522049222153444
2025-01-02,5.133136954876883
2025-01-03,4.76648431524282
2025-01-04,6.110877327234384
2025-01-05,5.622007141055633
2025-01-06,4.155396582519381
2025-01-07,3.788743942885318
2025-01-08,3.788743942885318
2025-01-09,3.5443088497959425
2025-01-10,3.788743942885318
2025-01-11,4.888701861787507
2025-01-12,5.499789594510945
2025-01-13,3.9109614894300058
2025-01-14,3.422091303251255
2025-01-15,3.422091303251255
2025-01-16,3.5443088497959425
2025-01-17,3.6665263963406303
2025-01-18,4.644266768698132
2025-01-19,4.888701861787507
2025-01-20,4.399831675608756
2025-01-21,3.2998737567065675
2025-01-22,3.1776562101618797
2025-01-23,3.422091303251255
2025-01-24,3.2998737567065675
2025-01-25,4.522049222153444
2025-01-26,5.255354501421571
2025-01-27,3.6665263963406303
2025-01-28,3.2998737567065675
2025-01-29,3.2998737567065675
2025-01-30,3.055438663617192
2025-01-31,3.422091303251255
2025-02-01,4.522049222153444
2025-02-02,4.888701861787507
2025-02-03,3.9109614894300058
2025-02-04,3.1776562101618797
2025-02-05,3.422091303251255
2025-02-06,3.5443088497959425
2025-02-07,3.422091303251255
2025-02-08,4.522049222153444
2025-02-09,5.010919408332195
2025-02-10,3.5443088497959425
2025-02-11,3.1776562101618797
2025-02-12,3.6665263963406303
2025-02-13,3.2998737567065675
2025-02-14,3.5443088497959425
2025-02-15,4.888701861787507
2025-02-16,5.255354501421571
2025-02-17,4.888701861787507
2025-02-18,4.033179035974693
2025-02-19,3.5443088497959425
2025-02-20,3.5443088497959425
2025-02-21,3.1776562101618797
2025-02-22,4.888701861787507
2025-02-23,5.133136954876883
2025-02-24,3.5443088497959425
2025-02-25,3.6665263963406303
2025-02-26,3.422091303251255
2025-02-27,3.5443088497959425
2025-02-28,3.5443088497959425
2025-03-01,5.010919408332195
2025-03-02,5.255354501421571
2025-03-03,3.788743942885318
2025-03-04,3.422091303251255
2025-03-05,3.1776562101618797
2025-03-06,3.2998737567065675
2025-03-07,3.5443088497959425
2025-03-08,4.76648431524282
2025-03-09,5.133136954876883
2025-03-10,3.6665263963406303
2025-03-11,3.5443088497959425
2025-03-12,3.422091303251255
2025-03-13,4.033179035974693
2025-03-14,3.6665263963406303
2025-03-15,4.888701861787507
2025-03-16,5.010919408332195
2025-03-17,3.6665263963406303
2025-03-18,3.422091303251255
2025-03-19,3.422091303251255
2025-03-20,3.1776562101618797
2025-03-21,3.422091303251255
2025-03-22,4.522049222153444
2025-03-23,4.888701861787507
2025-03-24,3.6665263963406303
2025-03-25,3.788743942885318
2025-03-26,3.2998737567065675
2025-03-27,3.055438663617192
2025-03-28,3.5443088497959425
2025-03-29,4.76648431524282
2025-03-30,4.522049222153444
2025-03-31,3.5443088497959425
2025-04-01,3.5443088497959425
2025-04-02,3.2998737567065675
2025-04-03,3.6665263963406303
2025-04-04,3.788743942885318
2025-04-05,4.277614129064069
2025-04-06,4.76648431524282
2025-04-07,3.1776562101618797
2025-04-08,3.2998737567065675
2025-04-09,3.2998737567065675
2025-04-10,3.2998737567065675
2025-04-11,3.2998737567065675
2025-04-12,4.277614129064069
2025-04-13,4.522049222153444
2025-04-14,3.422091303251255
2025-04-15,3.3113316516951317
2025-04-16,3.3724404249674755
2025-04-17,3.4278202507455373
2025-04-18,3.5443088497959425
2025-04-19,4.182131670826031
2025-04-20,4.476217642199186
2025-04-21,3.6054176230682864
2025-04-22,3.1948430526447265
2025-04-23,3.4278202507455373
2025-04-24,3.1394632268666647
2025-04-25,3.6054176230682864
2025-04-26,4.35972904314878
2025-04-27,4.648086067027654
2025-04-28,3.660797448846348
2025-04-29,3.5443088497959425
2025-04-30,3.4278202507455373
2025-05-01,3.660797448846348
2025-05-02,3.7772860478967534
2025-05-03,4.648086067027654
2025-05-04,5.058660637451213
2025-05-05,3.7772860478967534
2025-05-06,3.3113316516951317
2025-05-07,3.6054176230682864
2025-05-08,3.4889290240178807
2025-05-09,3.3724404249674755
2025-05-10,4.531597467977248
2025-05-11,4.531597467977248
2025-05-12,3.5443088497959425
2025-05-13,3.5443088497959425
2025-05-14,3.3113316516951317
2025-05-15,3.1012702435714496
2025-05-16,3.3227895466836963
2025-05-17,4.098107107576559
2025-05-18,4.651905365357175
2025-05-19,3.6550685013520656
2025-05-20,3.4335491982398194
2025-05-21,3.6550685013520656
2025-05-22,3.3227895466836963
2025-05-23,3.5443088497959425
2025-05-24,4.984184320025544
2025-05-25,5.648742229362283
2025-05-26,5.53798257780616
2025-05-27,4.098107107576559
2025-05-28,3.7658281529081887
2025-05-29,3.6550685013520656
2025-05-30,3.2120298951275728
2025-05-31,4.651905365357175
2025-06-01,4.873424668469421
2025-06-02,3.6550685013520656
2025-06-03,3.8765878044643123
2025-06-04,3.6550685013520656
2025-06-05,3.4335491982398194
2025-06-06,3.6550685013520656
2025-06-07,4.098107107576559
2025-06-08,4.319626410688805
2025-06-09,3.6550685013520656
2025-06-10,3.2120298951275728
2025-06-11,3.5443088497959425
2025-06-12,3.5443088497959425
2025-06-13,3.4335491982398194
2025-06-14,4.208866759132682
2025-06-15,3.9873474560204354
2025-06-16,4.098107107576559
2025-06-17,3.7658281529081887
2025-06-18,3.6550685013520656
2025-06-19,3.6550685013520656
2025-06-20,3.6550685013520656
2025-06-21,4.430386062244928
2025-06-22,4.319626410688805
2025-06-23,3.4335491982398194
2025-06-24,3.8765878044643123
2025-06-25,3.3227895466836963
2025-06-26,3.4335491982398194
2025-06-27,3.6550685013520656
2025-06-28,4.208866759132682
2025-06-29,4.651905365357175
2025-06-30,3.9873474560204354
2025-07-01,3.4335491982398194
2025-07-02,3.9873474560204354
2025-07-03,4.208866759132682
2025-07-04,4.098107107576559
2025-07-05,4.762665016913298
2025-07-06,5.205703623137791
2025-07-07,4.319626410688805
2025-07-08,4.208866759132682
2025-07-09,4.098107107576559
2025-07-10,3.8765878044643123
2025-07-11,3.6550685013520656
2025-07-12,4.762665016913298
2025-07-13,4.430386062244928
2025-07-14,4.098107107576559
2025-07-15,3.7658281529081887
2025-07-16,3.8765878044643123
2025-07-17,3.5443088497959425
2025-07-18,4.208866759132682
2025-07-19,4.541145713801051
2025-07-20,4.430386062244928
2025-07-21,4.098107107576559
2025-07-22,3.8765878044643123
2025-07-23,3.5443088497959425
2025-07-24,3.4335491982398194
2025-07-25,3.8765878044643123
2025-07-26,4.208866759132682
2025-07-27,4.541145713801051
2025-07-28,3.6550685013520656
2025-07-29,3.8765878044643123
2025-07-30,4.208866759132682
2025-07-31,4.098107107576559
2025-08-01,4.541145713801051
2025-08-02,5.981021184030653
2025-08-03,5.427222926250037
2025-08-04,4.762665016913298
2025-08-05,4.651905365357175
2025-08-06,4.208866759132682
2025-08-07,4.208866759132682
2025-08-08,7.5316563058163775
2025-08-09,7.420896654260255
2025-08-10,7.310137002704131
2025-08-11,5.3164632746939136
2025-08-12,4.651905365357175
2025-08-13,4.319626410688805
2025-08-14,4.319626410688805
2025-08-15,4.319626410688805
2025-08-16,5.648742229362283
2025-08-17,5.205703623137791
2025-08-18,3.8765878044643123
2025-08-19,3.9873474560204354
2025-08-20,6.313300138699023
2025-08-21,11.07596515561232
2025-08-22,6.313300138699023
2025-08-23,5.8702615324745295
2025-08-24,6.091780835586777
2025-08-25,4.651905365357175
2025-08-26,3.8765878044643123
2025-08-27,4.098107107576559
2025-08-28,3.3227895466836963
2025-08-29,3.9873474560204354
2025-08-30,4.984184320025544
2025-08-31,5.759501880918407
2025-09-01,6.313300138699023
2025-09-02,4.651905365357175
2025-09-03,4.098107107576559
2025-09-04,3.7658281529081887
2025-09-05,3.4335491982398194
2025-09-06,4.541145713801051
2025-09-07,4.873424668469421
2025-09-08,3.5443088497959425
2025-09-09,3.3227895466836963
2025-09-10,3.1012702435714496
2025-09-11,2.8797509404592034
2025-09-12,3.1012702435714496
2025-09-13,4.430386062244928
2025-09-14,4.319626410688805
2025-09-15,3.5443088497959425
2025-09-16,3.2120298951275728
2025-09-17,3.1012702435714496
2025-09-18,2.76899128890308
2025-09-19,3.2120298951275728
2025-09-20,3.8765878044643123
2025-09-21,3.9873474560204354
2025-09-22,3.2120298951275728
2025-09-23,2.9905105920153265
2025-09-24,3.2120298951275728
2025-09-25,3.3227895466836963
2025-09-26,3.2120298951275728
2025-09-27,4.430386062244928
2025-09-28,4.098107107576559
2025-09-29,3.3227895466836963
2025-09-30,3.2120298951275728
2025-10-01,2.76899128890308
2025-10-02,2.9905105920153265
2025-10-03,3.2120298951275728
2025-10-04,4.098107107576559
2025-10-05,3.9873474560204354
2025-10-06,3.2120298951275728
2025-10-07,3.3227895466836963
2025-10-08,3.2120298951275728
2025-10-09,3.2120298951275728
2025-10-10,3.3227895466836963
2025-10-11,3.7658281529081887
2025-10-12,3.8765878044643123
2025-10-13,3.4335491982398194
2025-10-14,3.4335491982398194
2025-10-15,3.3227895466836963
2025-10-16,3.1012702435714496
2025-10-17,3.1012702435714496
2025-10-18,3.6550685013520656
2025-10-19,4.098107107576559
2025-10-20,3.5443088497959425
2025-10-21,3.1012702435714496
2025-10-22,3.2120298951275728
2025-10-23,3.2120298951275728
2025-10-24,3.1012702435714496
2025-10-25,4.208866759132682
2025-10-26,4.651905365357175
2025-10-27,3.7658281529081887
2025-10-28,3.6550685013520656
2025-10-29,2.9905105920153265
2025-10-30,3.1012702435714496
2025-10-31,3.4335491982398194
2025-11-01,4.208866759132682
2025-11-02,4.762665016913298
2025-11-03,3.8765878044643123
2025-11-04,3.6550685013520656
2025-11-05,3.2120298951275728
2025-11-06,3.2120298951275728
2025-11-07,3.6550685013520656
2025-11-08,4.873424668469421
2025-11-09,5.3164632746939136
2025-11-10,4.208866759132682
2025-11-11,4.319626410688805
2025-11-12,3.7658281529081887
2025-11-13,3.8765878044643123
2025-11-14,3.9873474560204354
2025-11-15,4.762665016913298
2025-11-16,5.3164632746939136
2025-11-17,4.208866759132682
2025-11-18,4.208866759132682
2025-11-19,4.208866759132682
2025-11-20,4.098107107576559
2025-11-21,4.098107107576559
2025-11-22,5.427222926250037
2025-11-23,5.759501880918407
2025-11-24,4.762665016913298
2025-11-25,4.319626410688805
2025-11-26,4.208866759132682
2025-11-27,4.651905365357175
2025-11-28,9.525330033826595
2025-11-29,7.753175608928625
2025-11-30,6.867098396479639
2025-12-01,6.091780835586777
2025-12-02,5.3164632746939136
2025-12-03,4.541145713801051
2025-12-04,4.984184320025544
2025-12-05,5.427222926250037
2025-12-06,6.534819441811269
2025-12-07,6.313300138699023
2025-12-08,5.094943971581667
2025-12-09,4.541145713801051
2025-12-10,4.541145713801051
2025-12-11,4.207943357035461
2025-12-12,4.767403527675352
2025-12-13,5.649981532176975
2025-12-14,6.296217199900437
2025-12-15,4.736007856369843
2025-12-16,4.736007856369843
2025-12-17,4.617836687980763
2025-12-18,4.412890022508112
2025-12-19,4.617836687980763
2025-12-20,5.445034866704324
2025-12-21,5.649981532176975
2025-12-22,4.767403527675352
2025-12-23,4.854179024758923
2025-12-24,4.854179024758923
2025-12-25,3.443536520922919
2025-12-26,5.090521361537084
2025-12-27,5.240088201231673
2025-12-28,5.326863698315243
2025-12-29,4.444285693813621
2025-12-30,4.326114525424542
2025-12-31,4.121167859951891
2026-01-01,4.089772188646381
2026-01-02,4.5310611908971925
2026-01-03,5.177296858620655
2026-01-04,5.531810363787894
2026-01-05,4.649232359286272
2026-01-06,3.8848255231737303
2026-01-07,3.3253653525338387
2026-01-08,3.356761023839348
2026-01-09,3.356761023839348
2026-01-10,4.960516066270462
2026-01-11,4.64655935321537
2026-01-12,3.516315186217037
2026-01-13,3.076775787939907
2026-01-14,3.076775787939907
2026-01-15,3.1395671305509256
2026-01-16,3.5791065288280555
2026-01-17,4.583768010604351
2026-01-18,4.64655935321537
2026-01-19,3.9558545844941664
2026-01-20,3.076775787939907
2026-01-21,3.2651498157729626
2026-01-22,3.076775787939907
2026-01-23,2.95119310271787
2026-01-24,3.7046892140500924
2026-01-25,3.893063241883148
2026-01-26,3.453523843606018
2026-01-27,3.202358473161944
2026-01-28,3.202358473161944
2026-01-29,3.202358473161944
2026-01-30,3.076775787939907
2026-01-31,4.144228612327222
2026-02-01,4.395393982771296
2026-02-02,3.453523843606018
2026-02-03,2.8884017601068517
2026-02-04,2.825610417495833
2026-02-05,2.95119310271787
2026-02-06,2.825610417495833
2026-02-07,3.641897871439074
2026-02-08,2.8884017601068517
2026-02-09,2.448862361829722
2026-02-10,2.825610417495833
2026-02-11,2.5744450470517592
2026-02-12,2.825610417495833
2026-02-13,3.5791065288280555
2026-02-14,4.018645927105185
2026-02-15,4.20701995493824
2026-02-16,4.20701995493824
2026-02-17,3.202358473161944
2026-02-18,3.2651498157729626
2026-02-19,2.825610417495833
2026-02-20,3.202358473161944
2026-02-21,4.395393982771296
2026-02-22,4.081437269716203
2026-02-23,3.076775787939907
2026-02-24,3.202358473161944
2026-02-25,3.327941158383981
2026-02-26,3.1395671305509256
2026-02-27,3.202358473161944
2026-02-28,4.20701995493824
2026-03-01,4.20701995493824
2026-03-02,3.1395671305509256
2026-03-03,3.2651498157729626
2026-03-04,3.202358473161944
2026-03-05,3.076775787939907
2026-03-06,3.3907325009949996
2026-03-07,4.520976667993333
2026-03-08,4.458185325382314
2026-03-09,3.202358473161944
2026-03-10,2.6372363896627777
2026-03-11,3.202358473161944
2026-03-12,3.516315186217037
2026-03-13,3.2651498157729626
2026-03-14,4.332602640160277
2026-03-15,4.458185325382314
2026-03-16,3.7046892140500924
2026-03-17,3.2651498157729626
2026-03-18,3.2651498157729626
2026-03-19,3.0139844453288887
2026-03-20,3.2651498157729626
2026-03-21,4.081437269716203
2026-03-22,4.332602640160277
2026-03-23,3.453523843606018
2026-03-24,2.95119310271787
2026-03-25,3.076775787939907
2026-03-26,2.8884017601068517
2026-03-27,3.1395671305509256
2026-03-28,4.081437269716203
2026-03-29,4.395393982771296
2026-03-30,2.8884017601068517
2026-03-31,3.0139844453288887
2026-04-01,2.95119310271787
2026-04-02,3.1395671305509256
2026-04-03,3.516315186217037
2026-04-04,3.767480556661111
2026-04-05,3.767480556661111
2026-04-06,3.641897871439074
2026-04-07,3.076775787939907
2026-04-08,3.2651498157729626
2026-04-09,3.1395671305509256
2026-04-10,3.2651498157729626
2026-04-11,4.332602640160277
2026-04-12,4.018645927105185
2026-04-13,3.1395671305509256
2026-04-14,2.825610417495833
2026-04-15,2.825610417495833
2026-04-16,3.0139844453288887
2026-04-17,3.327941158383981
2026-04-18,3.893063241883148
2026-04-19,4.20701995493824
2026-04-20,3.076775787939907
2026-04-21,3.3907325009949996
2026-04-22,3.076775787939907
2026-04-23,3.202358473161944
2026-04-24,3.453523843606018
2026-04-25,3.9558545844941664
2026-04-26,4.458185325382314
2026-04-27,3.5791065288280555
2026-04-28,3.453523843606018
2026-04-29,3.327941158383981
2026-04-30,3.453523843606018
2026-05-01,3.5791065288280555
2026-05-02,4.269811297549259
2026-05-03,4.897724723659444
2026-05-04,4.018645927105185
2026-05-05,3.327941158383981
2026-05-06,4.081437269716203
2026-05-07,3.7046892140500924
2026-05-08,3.5791065288280555
2026-05-09,4.458185325382314
2026-05-10,4.144228612327222
2026-05-11,3.5791065288280555
2026-05-12,3.2651498157729626
2026-05-13,3.202358473161944
2026-05-14,3.327941158383981
2026-05-15,3.641897871439074
2026-05-16,4.332602640160277
2026-05-17,4.395393982771296
2026-05-18,3.767480556661111
2026-05-19,3.327941158383981
2026-05-20,3.7046892140500924
2026-05-21,3.5791065288280555
2026-05-22,3.641897871439074
2026-05-23,4.772142038437407
2026-05-24,4.960516066270462
2026-05-25,5.714012177602685
2026-05-26,4.144228612327222
2026-05-27,3.5791065288280555
2026-05-28,3.3907325009949996
2026-05-29,3.7046892140500924
2026-05-30,4.081437269716203
2026-05-31,4.709350695826388
