Time,carvana
2022-05-15,45.0
2022-05-16,46.0
2022-05-17,50.0
2022-05-18,47.0
2022-05-19,49.0
2022-05-20,47.0
2022-05-21,46.0
2022-05-22,46.0
2022-05-23,44.0
2022-05-24,45.0
2022-05-25,43.0
2022-05-26,43.0
2022-05-27,42.0
2022-05-28,43.0
2022-05-29,42.0
2022-05-30,43.0
2022-05-31,41.0
2022-06-01,44.0
2022-06-02,43.0
2022-06-03,44.0
2022-06-04,44.0
2022-06-05,41.0
2022-06-06,46.0
2022-06-07,42.0
2022-06-08,45.0
2022-06-09,49.0
2022-06-10,42.0
2022-06-11,44.0
2022-06-12,42.0
2022-06-13,44.0
2022-06-14,43.0
2022-06-15,56.0
2022-06-16,42.0
2022-06-17,42.0
2022-06-18,44.0
2022-06-19,42.0
2022-06-20,42.0
2022-06-21,43.0
2022-06-22,45.0
2022-06-23,43.0
2022-06-24,41.0
2022-06-25,43.0
2022-06-26,44.0
2022-06-27,43.0
2022-06-28,43.0
2022-06-29,45.0
2022-06-30,43.0
2022-07-01,42.0
2022-07-02,43.0
2022-07-03,37.0
2022-07-04,39.0
2022-07-05,42.0
2022-07-06,44.0
2022-07-07,42.0
2022-07-08,42.0
2022-07-09,43.0
2022-07-10,43.0
2022-07-11,44.0
2022-07-12,41.0
2022-07-13,41.0
2022-07-14,42.0
2022-07-15,41.0
2022-07-16,43.0
2022-07-17,44.0
2022-07-18,43.0
2022-07-19,46.0
2022-07-20,43.0
2022-07-21,44.0
2022-07-22,40.0
2022-07-23,43.0
2022-07-24,40.0
2022-07-25,42.0
2022-07-26,42.0
2022-07-27,45.0
2022-07-28,42.0
2022-07-29,41.0
2022-07-30,40.0
2022-07-31,38.0
2022-08-01,40.0
2022-08-02,45.0
2022-08-03,45.0
2022-08-04,44.0
2022-08-05,42.0
2022-08-06,41.0
2022-08-07,42.0
2022-08-08,44.0
2022-08-09,44.0
2022-08-10,45.0
2022-08-11,45.0
2022-08-12,43.0
2022-08-13,45.0
2022-08-14,45.0
2022-08-15,44.0
2022-08-16,53.0
2022-08-17,41.0
2022-08-18,41.0
2022-08-19,38.0
2022-08-20,41.0
2022-08-21,41.0
2022-08-22,40.0
2022-08-23,44.0
2022-08-24,39.0
2022-08-25,41.0
2022-08-26,40.0
2022-08-27,42.0
2022-08-28,41.0
2022-08-29,38.13697847208992
2022-08-30,37.09020765860164
2022-08-31,37.36359306534578
2022-09-01,36.043436845113355
2022-09-02,36.8168222518575
2022-09-03,36.043436845113355
2022-09-04,34.99666603162507
2022-09-05,39.1837492855782
2022-09-06,35.270051438369215
2022-09-07,36.8168222518575
2022-09-08,33.17650981139265
2022-09-09,33.17650981139265
2022-09-10,37.09020765860164
2022-09-11,33.94989521813679
2022-09-12,36.3168222518575
2022-09-13,36.8168222518575
2022-09-14,38.91036387883406
2022-09-15,37.86359306534578
2022-09-16,36.8168222518575
2022-09-17,41.003905505810636
2022-09-18,34.99666603162507
2022-09-19,37.36359306534578
2022-09-20,37.86359306534578
2022-09-21,37.86359306534578
2022-09-22,34.99666603162507
2022-09-23,34.22328062488093
2022-09-24,37.09020765860164
2022-09-25,34.72328062488093
2022-09-26,35.770051438369215
2022-09-27,37.86359306534578
2022-09-28,34.99333206325014
2022-09-29,36.633644503715
2022-09-30,34.99333206325014
2022-10-01,36.08687369022671
2022-10-02,34.44656124976186
2022-10-03,36.08687369022671
2022-10-04,37.18041531720328
2022-10-05,34.99333206325014
2022-10-06,38.273956944179844
2022-10-07,36.633644503715
2022-10-08,37.18041531720328
2022-10-09,36.08687369022671
2022-10-10,38.82072775766813
2022-10-11,37.18041531720328
2022-10-12,37.18041531720328
2022-10-13,36.633644503715
2022-10-14,37.18041531720328
2022-10-15,35.54010287673843
2022-10-16,34.44656124976186
2022-10-17,37.727186130691564
2022-10-18,37.18041531720328
2022-10-19,37.18041531720328
2022-10-20,36.08687369022671
2022-10-21,37.18041531720328
2022-10-22,37.727186130691564
2022-10-23,33.89979043627358
2022-10-24,36.08687369022671
2022-10-25,37.18041531720328
2022-10-26,36.633644503715
2022-10-27,35.54010287673843
2022-10-28,34.44656124976186
2022-10-29,34.44656124976186
2022-10-30,33.89979043627358
2022-10-31,32.80624880929701
2022-11-01,33.35301962278529
2022-11-02,33.35301962278529
2022-11-03,37.18041531720328
2022-11-04,48.66260240045723
2022-11-05,50.849685654410365
2022-11-06,42.64812345208611
2022-11-07,45.92874833301581
2022-11-08,45.38197751952753
2022-11-09,36.08687369022671
2022-11-10,39.36749857115641
2022-11-11,38.82072775766813
2022-11-12,37.727186130691564
2022-11-13,33.89979043627358
2022-11-14,34.44656124976186
2022-11-15,39.36749857115641
2022-11-16,40.46104019813298
2022-11-17,38.273956944179844
2022-11-18,47.569060773480665
2022-11-19,45.92874833301581
2022-11-20,42.10135263859783
2022-11-21,41.007811011621264
2022-11-22,38.273956944179844
2022-11-23,36.08687369022671
2022-11-24,26.24499904743761
2022-11-25,31.712707182320443
2022-11-26,26.791769860925893
2022-11-27,29.52562392836731
2022-11-28,28.432082301390743
2022-11-29,31.16593636883216
2022-11-30,32.25947799580872
2022-12-01,32.80624880929701
2022-12-02,32.80624880929701
2022-12-03,31.712707182320443
2022-12-04,29.52562392836731
2022-12-05,32.80624880929701
2022-12-06,30.619165555343876
2022-12-07,54.67708134882835
2022-12-08,53.583539721851785
2022-12-09,44.288435892550964
2022-12-10,39.9142693846447
2022-12-11,33.35301962278529
2022-12-12,38.273956944179844
2022-12-13,38.273956944179844
2022-12-14,36.08687369022671
2022-12-15,34.99333206325014
2022-12-16,32.80624880929701
2022-12-17,34.99333206325014
2022-12-18,33.89979043627358
2022-12-19,35.54010287673843
2022-12-20,36.633644503715
2022-12-21,36.08687369022671
2022-12-22,35.54010287673843
2022-12-23,33.35301962278529
2022-12-24,27.338540674414176
2022-12-25,23.51114497999619
2022-12-26,35.54010287673843
2022-12-27,47.569060773480665
2022-12-28,45.38197751952753
2022-12-29,42.10135263859783
2022-12-30,48.115831586968945
2022-12-31,34.44656124976186
2023-01-01,29.52562392836731
2023-01-02,38.273956944179844
2023-01-03,35.54010287673843
2023-01-04,37.727186130691564
2023-01-05,37.727186130691564
2023-01-06,36.633644503715
2023-01-07,37.18041531720328
2023-01-08,37.727186130691564
2023-01-09,36.08687369022671
2023-01-10,35.54010287673843
2023-01-11,37.727186130691564
2023-01-12,38.82072775766813
2023-01-13,41.007811011621264
2023-01-14,40.46104019813298
2023-01-15,36.633644503715
2023-01-16,37.727186130691564
2023-01-17,41.007811011621264
2023-01-18,38.273956944179844
2023-01-19,33.89979043627358
2023-01-20,34.44656124976186
2023-01-21,36.633644503715
2023-01-22,32.80624880929701
2023-01-23,34.99333206325014
2023-01-24,34.99333206325014
2023-01-25,33.35301962278529
2023-01-26,33.89979043627358
2023-01-27,33.35301962278529
2023-01-28,37.727186130691564
2023-01-29,33.35301962278529
2023-01-30,37.18041531720328
2023-01-31,38.273956944179844
2023-02-01,37.18041531720328
2023-02-02,43.1948942655744
2023-02-03,37.727186130691564
2023-02-04,33.89979043627358
2023-02-05,31.712707182320443
2023-02-06,37.18041531720328
2023-02-07,35.54010287673843
2023-02-08,34.99333206325014
2023-02-09,33.89979043627358
2023-02-10,34.99333206325014
2023-02-11,35.54010287673843
2023-02-12,31.16593636883216
2023-02-13,27.338540674414176
2023-02-14,30.072394741855593
2023-02-15,31.712707182320443
2023-02-16,31.712707182320443
2023-02-17,35.54010287673843
2023-02-18,34.44656124976186
2023-02-19,34.99333206325014
2023-02-20,36.633644503715
2023-02-21,36.08687369022671
2023-02-22,37.727186130691564
2023-02-23,38.82072775766813
2023-02-24,43.1948942655744
2023-02-25,39.9142693846447
2023-02-26,37.727186130691564
2023-02-27,35.54010287673843
2023-02-28,37.727186130691564
2023-03-01,34.44656124976186
2023-03-02,31.712707182320443
2023-03-03,32.25947799580872
2023-03-04,32.80624880929701
2023-03-05,31.712707182320443
2023-03-06,34.44656124976186
2023-03-07,33.89979043627358
2023-03-08,33.35301962278529
2023-03-09,32.80624880929701
2023-03-10,33.89979043627358
2023-03-11,33.35301962278529
2023-03-12,33.35301962278529
2023-03-13,32.25947799580872
2023-03-14,31.712707182320443
2023-03-15,29.52562392836731
2023-03-16,33.35301962278529
2023-03-17,31.712707182320443
2023-03-18,32.80624880929701
2023-03-19,31.712707182320443
2023-03-20,34.44656124976186
2023-03-21,34.44656124976186
2023-03-22,36.08687369022671
2023-03-23,35.54010287673843
2023-03-24,34.44656124976186
2023-03-25,36.08687369022671
2023-03-26,32.80624880929701
2023-03-27,32.80624880929701
2023-03-28,32.25947799580872
2023-03-29,31.712707182320443
2023-03-30,31.712707182320443
2023-03-31,29.52562392836731
2023-04-01,30.619165555343876
2023-04-02,29.52562392836731
2023-04-03,29.52562392836731
2023-04-04,28.978853114879026
2023-04-05,28.978853114879026
2023-04-06,28.978853114879026
2023-04-07,30.619165555343876
2023-04-08,30.072394741855593
2023-04-09,26.24499904743761
2023-04-10,31.16593636883216
2023-04-11,33.35301962278529
2023-04-12,33.89979043627358
2023-04-13,30.619165555343876
2023-04-14,32.80624880929701
2023-04-15,32.25947799580872
2023-04-16,32.25947799580872
2023-04-17,31.16593636883216
2023-04-18,32.25947799580872
2023-04-19,31.16593636883216
2023-04-20,30.072394741855593
2023-04-21,28.978853114879026
2023-04-22,32.25947799580872
2023-04-23,30.619165555343876
2023-04-24,30.072394741855593
2023-04-25,31.712707182320443
2023-04-26,31.65515235984799
2023-04-27,29.391329342598254
2023-04-28,30.249855444478982
2023-04-29,30.815811198791415
2023-04-30,30.815811198791415
2023-05-01,31.38176695310385
2023-05-02,30.52324085122312
2023-05-03,31.089196605535555
2023-05-04,31.94772270741628
2023-05-05,31.94772270741628
2023-05-06,31.65515235984799
2023-05-07,31.38176695310385
2023-05-08,33.91897537709772
2023-05-09,35.05088688572259
2023-05-10,33.35301962278528
2023-05-11,31.94772270741628
2023-05-12,31.089196605535555
2023-05-13,32.221108114160415
2023-05-14,30.815811198791415
2023-05-15,31.65515235984799
2023-05-16,32.221108114160415
2023-05-17,33.35301962278528
2023-05-18,34.48493113141015
2023-05-19,31.65515235984799
2023-05-20,33.35301962278528
2023-05-21,31.38176695310385
2023-05-22,32.221108114160415
2023-05-23,33.07963421604114
2023-05-24,29.957285096910688
2023-05-25,32.787063868472856
2023-05-26,31.01245684223895
2023-05-27,31.597597537375535
2023-05-28,29.842175451965783
2023-05-29,32.182738232512115
2023-05-30,33.93816031792187
2023-05-31,34.52330101305845
2023-06-01,33.93816031792187
2023-06-02,32.7678789276487
2023-06-03,32.7678789276487
2023-06-04,33.35301962278528
2023-06-05,32.182738232512115
2023-06-06,32.7678789276487
2023-06-07,32.7678789276487
2023-06-08,39.20442657415113
2023-06-09,40.374707964424296
2023-06-10,33.93816031792187
2023-06-11,32.182738232512115
2023-06-12,35.69358240333162
2023-06-13,35.10844170819504
2023-06-14,33.35301962278528
2023-06-15,33.93816031792187
2023-06-16,33.35301962278528
2023-06-17,32.182738232512115
2023-06-18,29.2570347568292
2023-06-19,32.182738232512115
2023-06-20,34.52330101305845
2023-06-21,35.10844170819504
2023-06-22,31.01245684223895
2023-06-23,32.182738232512115
2023-06-24,33.35301962278528
2023-06-25,31.597597537375535
2023-06-26,33.93816031792187
2023-06-27,32.182738232512115
2023-06-28,31.597597537375535
2023-06-29,31.597597537375535
2023-06-30,29.842175451965783
2023-07-01,26.91647197628286
2023-07-02,26.331331281146277
2023-07-03,29.2570347568292
2023-07-04,26.331331281146277
2023-07-05,31.597597537375535
2023-07-06,35.69358240333162
2023-07-07,34.52330101305845
2023-07-08,35.10844170819504
2023-07-09,31.597597537375535
2023-07-10,35.69358240333162
2023-07-11,36.278723098468205
2023-07-12,40.959848659560876
2023-07-13,38.03414518387796
2023-07-14,36.863863793604786
2023-07-15,36.863863793604786
2023-07-16,33.35301962278528
2023-07-17,37.44900448874137
2023-07-18,38.03414518387796
2023-07-19,58.5140695136584
2023-07-20,50.32209978174622
2023-07-21,39.20442657415113
2023-07-22,36.278723098468205
2023-07-23,32.7678789276487
2023-07-24,37.44900448874137
2023-07-25,39.78956726928771
2023-07-26,36.278723098468205
2023-07-27,34.52330101305845
2023-07-28,34.52330101305845
2023-07-29,35.10844170819504
2023-07-30,33.35301962278528
2023-07-31,33.35301962278528
2023-08-01,32.7678789276487
2023-08-02,33.35301962278528
2023-08-03,33.93816031792187
2023-08-04,33.93816031792187
2023-08-05,31.597597537375535
2023-08-06,33.93816031792187
2023-08-07,33.35301962278528
2023-08-08,33.35301962278528
2023-08-09,33.35301962278528
2023-08-10,32.182738232512115
2023-08-11,33.35301962278528
2023-08-12,32.7678789276487
2023-08-13,31.597597537375535
2023-08-14,33.35301962278528
2023-08-15,32.7678789276487
2023-08-16,34.52330101305845
2023-08-17,33.93816031792187
2023-08-18,33.93816031792187
2023-08-19,34.52330101305845
2023-08-20,32.182738232512115
2023-08-21,35.10844170819504
2023-08-22,33.93816031792187
2023-08-23,32.182738232512115
2023-08-24,32.182738232512115
2023-08-25,31.01245684223895
2023-08-26,32.7678789276487
2023-08-27,32.182738232512115
2023-08-28,33.35301962278528
2023-08-29,31.597597537375535
2023-08-30,31.597597537375535
2023-08-31,29.842175451965783
2023-09-01,30.427316147102367
2023-09-02,29.842175451965783
2023-09-03,28.671894061692615
2023-09-04,29.2570347568292
2023-09-05,28.08675336655603
2023-09-06,28.671894061692615
2023-09-07,25.746190586009693
2023-09-08,26.91647197628286
2023-09-09,27.501612671419444
2023-09-10,24.575909195736525
2023-09-11,28.08675336655603
2023-09-12,29.842175451965783
2023-09-13,30.427316147102367
2023-09-14,30.427316147102367
2023-09-15,26.91647197628286
2023-09-16,31.01245684223895
2023-09-17,27.501612671419444
2023-09-18,29.2570347568292
2023-09-19,29.842175451965783
2023-09-20,28.671894061692615
2023-09-21,26.91647197628286
2023-09-22,24.575909195736525
2023-09-23,26.91647197628286
2023-09-24,24.575909195736525
2023-09-25,27.501612671419444
2023-09-26,30.427316147102367
2023-09-27,28.671894061692615
2023-09-28,29.2570347568292
2023-09-29,28.671894061692615
2023-09-30,28.671894061692615
2023-10-01,27.501612671419444
2023-10-02,26.91647197628286
2023-10-03,26.331331281146277
2023-10-04,26.331331281146277
2023-10-05,23.99076850059994
2023-10-06,23.99076850059994
2023-10-07,26.331331281146277
2023-10-08,21.650205720053606
2023-10-09,26.91647197628286
2023-10-10,25.746190586009693
2023-10-11,28.08675336655603
2023-10-12,26.91647197628286
2023-10-13,28.08675336655603
2023-10-14,28.08675336655603
2023-10-15,28.08675336655603
2023-10-16,26.331331281146277
2023-10-17,26.91647197628286
2023-10-18,26.331331281146277
2023-10-19,25.16104989087311
2023-10-20,26.331331281146277
2023-10-21,25.16104989087311
2023-10-22,25.16104989087311
2023-10-23,27.501612671419444
2023-10-24,28.671894061692615
2023-10-25,29.842175451965783
2023-10-26,26.91647197628286
2023-10-27,27.501612671419444
2023-10-28,26.331331281146277
2023-10-29,26.331331281146277
2023-10-30,27.501612671419444
2023-10-31,28.08675336655603
2023-11-01,27.501612671419444
2023-11-02,31.01245684223895
2023-11-03,29.2570347568292
2023-11-04,28.671894061692615
2023-11-05,26.331331281146277
2023-11-06,27.501612671419444
2023-11-07,29.2570347568292
2023-11-08,27.501612671419444
2023-11-09,26.331331281146277
2023-11-10,29.2570347568292
2023-11-11,28.08675336655603
2023-11-12,28.08675336655603
2023-11-13,26.331331281146277
2023-11-14,28.08675336655603
2023-11-15,28.08675336655603
2023-11-16,26.331331281146277
2023-11-17,26.91647197628286
2023-11-18,27.501612671419444
2023-11-19,27.501612671419444
2023-11-20,25.16104989087311
2023-11-21,24.575909195736525
2023-11-22,23.405627805463357
2023-11-23,17.55422085409752
2023-11-24,22.23534641519019
2023-11-25,22.820487110326773
2023-11-26,22.820487110326773
2023-11-27,25.746190586009693
2023-11-28,26.91647197628286
2023-11-29,27.501612671419444
2023-11-30,26.91647197628286
2023-12-01,24.575909195736525
2023-12-02,26.91647197628286
2023-12-03,24.575909195736525
2023-12-04,26.91647197628286
2023-12-05,26.331331281146277
2023-12-06,27.501612671419444
2023-12-07,25.746190586009693
2023-12-08,26.91647197628286
2023-12-09,26.91647197628286
2023-12-10,26.331331281146277
2023-12-11,25.746190586009693
2023-12-12,27.501612671419444
2023-12-13,26.91647197628286
2023-12-14,26.91647197628286
2023-12-15,26.331331281146277
2023-12-16,29.2570347568292
2023-12-17,26.331331281146277
2023-12-18,26.331331281146277
2023-12-19,28.08675336655603
2023-12-20,29.2570347568292
2023-12-21,28.671894061692615
2023-12-22,28.743840635495324
2023-12-23,31.00562911702978
2023-12-24,21.229302006819147
2023-12-25,18.02003892295962
2023-12-26,27.285494267349705
2023-12-27,28.743840635495324
2023-12-28,30.27645593295697
2023-12-29,29.254712401315874
2023-12-30,26.992923919781415
2023-12-31,23.4910904883536
2024-01-01,20.500128822746337
2024-01-02,26.992923919781415
2024-01-03,31.73480230110259
2024-01-04,29.254712401315874
2024-01-05,28.232968869674774
2024-01-06,29.98388558538868
2024-01-07,29.036410983063618
2024-01-08,25.023705785815253
2024-01-09,24.5128340199947
2024-01-10,25.023705785815253
2024-01-11,25.023705785815253
2024-01-12,25.75287896988806
2024-01-13,28.743840635495324
2024-01-14,24.001962254174153
2024-01-15,26.77462250152916
2024-01-16,27.503795685601965
2024-01-17,27.503795685601965
2024-01-18,26.263750735708605
2024-01-19,26.77462250152916
2024-01-20,30.27645593295697
2024-01-21,30.99880139182061
2024-01-22,26.196170190270937
2024-01-23,28.815787209298033
2024-01-24,28.379184372793517
2024-01-25,27.505978699784485
2024-01-26,27.942581536289
2024-01-27,30.562198555316094
2024-01-28,27.942581536289
2024-01-29,28.815787209298033
2024-01-30,30.99880139182061
2024-01-31,30.562198555316094
2024-02-01,28.815787209298033
2024-02-02,29.688992882307065
2024-02-03,33.6184184108477
2024-02-04,33.18181557434319
2024-02-05,28.379184372793517
2024-02-06,27.942581536289
2024-02-07,26.632773026775453
2024-02-08,25.759567353766425
2024-02-09,26.196170190270937
2024-02-10,30.99880139182061
2024-02-11,25.759567353766425
2024-02-12,24.449758844252877
2024-02-13,29.25239004580255
2024-02-14,28.815787209298033
2024-02-15,29.25239004580255
2024-02-16,31.872007064829642
2024-02-17,35.36482975686577
2024-02-18,36.2380354298748
2024-02-19,36.2380354298748
2024-02-20,34.491624083856735
2024-02-21,34.928226920361254
2024-02-22,41.04066663142447
2024-02-23,43.66028365045157
2024-02-24,41.04066663142447
2024-02-25,39.29425528540641
2024-02-26,35.801432593370286
2024-02-27,32.74521273783867
2024-02-28,33.18181557434319
2024-02-29,31.872007064829642
2024-03-01,30.562198555316094
2024-03-02,31.435404228325126
2024-03-03,32.74521273783867
2024-03-04,31.435404228325126
2024-03-05,32.74521273783867
2024-03-06,33.18181557434319
2024-03-07,31.872007064829642
2024-03-08,32.30860990133416
2024-03-09,37.11124110288383
2024-03-10,33.18181557434319
2024-03-11,31.872007064829642
2024-03-12,31.435404228325126
2024-03-13,30.99880139182061
2024-03-14,30.125595718811578
2024-03-15,29.688992882307065
2024-03-16,30.99880139182061
2024-03-17,30.562198555316094
2024-03-18,32.74521273783867
2024-03-19,32.30860990133416
2024-03-20,32.30860990133416
2024-03-21,30.99880139182061
2024-03-22,30.99880139182061
2024-03-23,35.36482975686577
2024-03-24,33.18181557434319
2024-03-25,32.30860990133416
2024-03-26,32.74521273783867
2024-03-27,31.872007064829642
2024-03-28,31.872007064829642
2024-03-29,30.125595718811578
2024-03-30,32.74521273783867
2024-03-31,30.562198555316094
2024-04-01,31.872007064829642
2024-04-02,31.435404228325126
2024-04-03,32.30860990133416
2024-04-04,30.125595718811578
2024-04-05,32.30860990133416
2024-04-06,31.872007064829642
2024-04-07,31.435404228325126
2024-04-08,26.632773026775453
2024-04-09,27.942581536289
2024-04-10,28.815787209298033
2024-04-11,28.379184372793517
2024-04-12,30.99880139182061
2024-04-13,31.435404228325126
2024-04-14,28.815787209298033
2024-04-15,30.562198555316094
2024-04-16,31.435404228325126
2024-04-17,31.872007064829642
2024-04-18,31.435404228325126
2024-04-19,30.99880139182061
2024-04-20,32.30860990133416
2024-04-21,32.30860990133416
2024-04-22,32.30860990133416
2024-04-23,30.562198555316094
2024-04-24,30.125595718811578
2024-04-25,30.99880139182061
2024-04-26,28.379184372793517
2024-04-27,29.688992882307065
2024-04-28,29.688992882307065
2024-04-29,29.25239004580255
2024-04-30,32.30860990133416
2024-05-01,35.36482975686577
2024-05-02,43.22368081394705
2024-05-03,37.54784393938834
2024-05-04,35.36482975686577
2024-05-05,31.435404228325126
2024-05-06,34.491624083856735
2024-05-07,32.74521273783867
2024-05-08,31.435404228325126
2024-05-09,31.872007064829642
2024-05-10,28.815787209298033
2024-05-11,30.99880139182061
2024-05-12,29.688992882307065
2024-05-13,31.435404228325126
2024-05-14,32.74521273783867
2024-05-15,34.491624083856735
2024-05-16,34.928226920361254
2024-05-17,33.6184184108477
2024-05-18,35.36482975686577
2024-05-19,33.6184184108477
2024-05-20,31.872007064829642
2024-05-21,31.435404228325126
2024-05-22,32.74521273783867
2024-05-23,31.872007064829642
2024-05-24,32.30860990133416
2024-05-25,32.30860990133416
2024-05-26,28.815787209298033
2024-05-27,34.928226920361254
2024-05-28,35.36482975686577
2024-05-29,34.928226920361254
2024-05-30,34.05502124735222
2024-05-31,33.6184184108477
2024-06-01,36.67463826637931
2024-06-02,33.18181557434319
2024-06-03,30.562198555316094
2024-06-04,31.435404228325126
2024-06-05,31.435404228325126
2024-06-06,29.688992882307065
2024-06-07,29.688992882307065
2024-06-08,30.562198555316094
2024-06-09,28.815787209298033
2024-06-10,31.435404228325126
2024-06-11,34.491624083856735
2024-06-12,35.36482975686577
2024-06-13,34.491624083856735
2024-06-14,33.18181557434319
2024-06-15,34.05502124735222
2024-06-16,31.872007064829642
2024-06-17,35.801432593370286
2024-06-18,34.05502124735222
2024-06-19,34.05502124735222
2024-06-20,30.562198555316094
2024-06-21,32.74521273783867
2024-06-22,34.05502124735222
2024-06-23,30.562198555316094
2024-06-24,31.872007064829642
2024-06-25,34.928226920361254
2024-06-26,34.05502124735222
2024-06-27,34.05502124735222
2024-06-28,33.6184184108477
2024-06-29,34.928226920361254
2024-06-30,30.99880139182061
2024-07-01,31.872007064829642
2024-07-02,30.562198555316094
2024-07-03,30.125595718811578
2024-07-04,28.815787209298033
2024-07-05,28.379184372793517
2024-07-06,30.125595718811578
2024-07-07,29.25239004580255
2024-07-08,32.30860990133416
2024-07-09,34.05502124735222
2024-07-10,34.05502124735222
2024-07-11,34.491624083856735
2024-07-12,34.928226920361254
2024-07-13,36.2380354298748
2024-07-14,29.25239004580255
2024-07-15,28.815787209298033
2024-07-16,30.562198555316094
2024-07-17,30.99880139182061
2024-07-18,30.562198555316094
2024-07-19,30.562198555316094
2024-07-20,29.25239004580255
2024-07-21,28.379184372793517
2024-07-22,31.435404228325126
2024-07-23,35.36482975686577
2024-07-24,34.928226920361254
2024-07-25,36.2380354298748
2024-07-26,34.928226920361254
2024-07-27,36.2380354298748
2024-07-28,33.6184184108477
2024-07-29,33.18181557434319
2024-07-30,31.435404228325126
2024-07-31,34.05502124735222
2024-08-01,34.928226920361254
2024-08-02,31.872007064829642
2024-08-03,31.435404228325126
2024-08-04,30.99880139182061
2024-08-05,32.74521273783867
2024-08-06,31.872007064829642
2024-08-07,34.491624083856735
2024-08-08,31.872007064829642
2024-08-09,34.05502124735222
2024-08-10,34.928226920361254
2024-08-11,33.6184184108477
2024-08-12,33.18181557434319
2024-08-13,34.05502124735222
2024-08-14,34.05502124735222
2024-08-15,30.99880139182061
2024-08-16,31.872007064829642
2024-08-17,33.18181557434319
2024-08-18,32.64703990617632
2024-08-19,31.813499666324073
2024-08-20,36.179669567259175
2024-08-21,33.262278727776305
2024-08-22,33.063810026102445
2024-08-23,33.67904884770243
2024-08-24,38.04521874863754
2024-08-25,32.428738487924065
2024-08-26,34.51258908755468
2024-08-27,32.2302697862502
2024-08-28,32.845508607850185
2024-08-29,30.979959426471826
2024-08-30,28.896108826841207
2024-08-31,31.39672954639795
2024-09-01,29.312878946767334
2024-09-02,31.39672954639795
2024-09-03,29.729649066693455
2024-09-04,33.063810026102445
2024-09-05,30.14641918661958
2024-09-06,29.947950484945714
2024-09-07,30.76165800821957
2024-09-08,29.53118036501959
2024-09-09,29.312878946767334
2024-09-10,29.312878946767334
2024-09-11,27.44732976538897
2024-09-12,29.729649066693455
2024-09-13,27.8640998853151
2024-09-14,30.979959426471826
2024-09-15,27.44732976538897
2024-09-16,29.312878946767334
2024-09-17,32.151929671166236
2024-09-18,31.754992267818505
2024-09-19,28.976430444384384
2024-09-20,31.754992267818505
2024-09-21,33.34274188120943
2024-09-22,30.56418005777531
2024-09-23,27.785618234341193
