Time,disney_world
2022-05-04,56.0
2022-05-05,49.0
2022-05-06,50.0
2022-05-07,59.0
2022-05-08,63.0
2022-05-09,59.0
2022-05-10,53.0
2022-05-11,52.0
2022-05-12,55.0
2022-05-13,54.0
2022-05-14,58.0
2022-05-15,67.0
2022-05-16,55.0
2022-05-17,57.0
2022-05-18,54.0
2022-05-19,52.0
2022-05-20,56.0
2022-05-21,60.0
2022-05-22,59.0
2022-05-23,57.0
2022-05-24,53.0
2022-05-25,51.0
2022-05-26,52.0
2022-05-27,49.0
2022-05-28,64.0
2022-05-29,63.0
2022-05-30,65.0
2022-05-31,56.0
2022-06-01,54.0
2022-06-02,54.0
2022-06-03,57.0
2022-06-04,62.0
2022-06-05,62.0
2022-06-06,59.0
2022-06-07,61.0
2022-06-08,68.0
2022-06-09,61.0
2022-06-10,57.0
2022-06-11,67.0
2022-06-12,70.0
2022-06-13,61.0
2022-06-14,60.0
2022-06-15,56.0
2022-06-16,59.0
2022-06-17,60.0
2022-06-18,61.0
2022-06-19,63.0
2022-06-20,62.0
2022-06-21,60.0
2022-06-22,58.0
2022-06-23,62.0
2022-06-24,56.0
2022-06-25,57.0
2022-06-26,65.0
2022-06-27,62.0
2022-06-28,56.0
2022-06-29,56.0
2022-06-30,56.0
2022-07-01,57.0
2022-07-02,61.0
2022-07-03,64.0
2022-07-04,65.0
2022-07-05,59.0
2022-07-06,56.0
2022-07-07,57.0
2022-07-08,54.0
2022-07-09,58.0
2022-07-10,70.0
2022-07-11,56.0
2022-07-12,53.0
2022-07-13,57.0
2022-07-14,56.0
2022-07-15,62.0
2022-07-16,66.0
2022-07-17,68.0
2022-07-18,60.0
2022-07-19,58.0
2022-07-20,59.0
2022-07-21,71.0
2022-07-22,72.0
2022-07-23,70.0
2022-07-24,69.0
2022-07-25,63.0
2022-07-26,60.0
2022-07-27,59.0
2022-07-28,57.0
2022-07-29,53.0
2022-07-30,66.0
2022-07-31,66.0
2022-08-01,56.0
2022-08-02,53.0
2022-08-03,54.0
2022-08-04,52.0
2022-08-05,53.0
2022-08-06,69.0
2022-08-07,70.0
2022-08-08,58.0
2022-08-09,52.0
2022-08-10,51.0
2022-08-11,57.0
2022-08-12,56.0
2022-08-13,57.0
2022-08-14,62.0
2022-08-15,54.0
2022-08-16,53.0
2022-08-17,53.0
2022-08-18,49.0
2022-08-19,48.0
2022-08-20,54.0
2022-08-21,60.0
2022-08-22,48.0
2022-08-23,55.0
2022-08-24,55.0
2022-08-25,56.0
2022-08-26,46.0
2022-08-27,58.0
2022-08-28,66.0
2022-08-29,51.348837209302324
2022-08-30,47.36046511627907
2022-08-31,52.51162790697674
2022-09-01,48.52325581395348
2022-09-02,51.848837209302324
2022-09-03,53.01162790697674
2022-09-04,57.0
2022-09-05,60.98837209302326
2022-09-06,50.68604651162791
2022-09-07,51.848837209302324
2022-09-08,55.837209302325576
2022-09-09,46.69767441860465
2022-09-10,54.674418604651166
2022-09-11,58.16279069767442
2022-09-12,55.837209302325576
2022-09-13,51.348837209302324
2022-09-14,49.02325581395348
2022-09-15,46.69767441860465
2022-09-16,62.15116279069767
2022-09-17,60.48837209302326
2022-09-18,62.15116279069767
2022-09-19,50.68604651162791
2022-09-20,53.01162790697674
2022-09-21,51.848837209302324
2022-09-22,47.86046511627907
2022-09-23,46.19767441860465
2022-09-24,57.0
2022-09-25,60.98837209302326
2022-09-26,58.66279069767442
2022-09-27,84.41860465116278
2022-09-28,96.76744186046511
2022-09-29,132.5581395348837
2022-09-30,106.04651162790697
2022-10-01,70.25581395348837
2022-10-02,66.27906976744185
2022-10-03,59.65116279069767
2022-10-04,54.348837209302324
2022-10-05,56.99999999999999
2022-10-06,50.37209302325581
2022-10-07,49.04651162790697
2022-10-08,53.02325581395348
2022-10-09,56.99999999999999
2022-10-10,51.69767441860465
2022-10-11,51.69767441860465
2022-10-12,47.72093023255814
2022-10-13,50.37209302325581
2022-10-14,49.04651162790697
2022-10-15,50.37209302325581
2022-10-16,55.67441860465116
2022-10-17,50.37209302325581
2022-10-18,49.04651162790697
2022-10-19,51.69767441860465
2022-10-20,49.04651162790697
2022-10-21,47.72093023255814
2022-10-22,50.37209302325581
2022-10-23,54.348837209302324
2022-10-24,50.37209302325581
2022-10-25,51.69767441860465
2022-10-26,49.04651162790697
2022-10-27,47.72093023255814
2022-10-28,47.72093023255814
2022-10-29,50.37209302325581
2022-10-30,54.348837209302324
2022-10-31,45.06976744186046
2022-11-01,46.3953488372093
2022-11-02,49.04651162790697
2022-11-03,53.02325581395348
2022-11-04,47.72093023255814
2022-11-05,55.67441860465116
2022-11-06,60.97674418604651
2022-11-07,53.02325581395348
2022-11-08,53.02325581395348
2022-11-09,54.348837209302324
2022-11-10,56.99999999999999
2022-11-11,47.72093023255814
2022-11-12,51.69767441860465
2022-11-13,54.348837209302324
2022-11-14,49.04651162790697
2022-11-15,47.72093023255814
2022-11-16,53.02325581395348
2022-11-17,53.02325581395348
2022-11-18,54.348837209302324
2022-11-19,55.67441860465116
2022-11-20,62.302325581395344
2022-11-21,60.97674418604651
2022-11-22,54.348837209302324
2022-11-23,55.67441860465116
2022-11-24,59.65116279069767
2022-11-25,62.302325581395344
2022-11-26,62.302325581395344
2022-11-27,66.27906976744185
2022-11-28,59.65116279069767
2022-11-29,54.348837209302324
2022-11-30,53.02325581395348
2022-12-01,53.02325581395348
2022-12-02,53.02325581395348
2022-12-03,63.627906976744185
2022-12-04,66.27906976744185
2022-12-05,53.02325581395348
2022-12-06,54.348837209302324
2022-12-07,47.72093023255814
2022-12-08,51.69767441860465
2022-12-09,50.37209302325581
2022-12-10,56.99999999999999
2022-12-11,54.348837209302324
2022-12-12,47.72093023255814
2022-12-13,46.3953488372093
2022-12-14,47.72093023255814
2022-12-15,45.06976744186046
2022-12-16,47.72093023255814
2022-12-17,53.02325581395348
2022-12-18,58.325581395348834
2022-12-19,51.69767441860465
2022-12-20,53.02325581395348
2022-12-21,47.72093023255814
2022-12-22,46.3953488372093
2022-12-23,53.02325581395348
2022-12-24,62.302325581395344
2022-12-25,76.88372093023256
2022-12-26,72.90697674418604
2022-12-27,72.90697674418604
2022-12-28,70.25581395348837
2022-12-29,76.88372093023256
2022-12-30,68.93023255813954
2022-12-31,66.27906976744185
2023-01-01,78.20930232558139
2023-01-02,87.48837209302324
2023-01-03,68.93023255813954
2023-01-04,75.55813953488372
2023-01-05,78.20930232558139
2023-01-06,71.5813953488372
2023-01-07,84.83720930232558
2023-01-08,86.16279069767441
2023-01-09,67.60465116279069
2023-01-10,71.5813953488372
2023-01-11,74.23255813953487
2023-01-12,67.60465116279069
2023-01-13,59.65116279069767
2023-01-14,66.27906976744185
2023-01-15,71.5813953488372
2023-01-16,72.90697674418604
2023-01-17,56.99999999999999
2023-01-18,56.99999999999999
2023-01-19,54.348837209302324
2023-01-20,54.348837209302324
2023-01-21,67.60465116279069
2023-01-22,68.93023255813954
2023-01-23,75.55813953488372
2023-01-24,70.25581395348837
2023-01-25,59.65116279069767
2023-01-26,64.95348837209302
2023-01-27,59.65116279069767
2023-01-28,67.60465116279069
2023-01-29,68.93023255813954
2023-01-30,59.65116279069767
2023-01-31,59.65116279069767
2023-02-01,54.348837209302324
2023-02-02,53.02325581395348
2023-02-03,54.348837209302324
2023-02-04,68.93023255813954
2023-02-05,75.55813953488372
2023-02-06,56.99999999999999
2023-02-07,55.67441860465116
2023-02-08,54.348837209302324
2023-02-09,53.02325581395348
2023-02-10,58.325581395348834
2023-02-11,67.60465116279069
2023-02-12,70.25581395348837
2023-02-13,55.67441860465116
2023-02-14,54.348837209302324
2023-02-15,50.37209302325581
2023-02-16,62.302325581395344
2023-02-17,58.325581395348834
2023-02-18,60.97674418604651
2023-02-19,71.5813953488372
2023-02-20,68.93023255813954
2023-02-21,58.325581395348834
2023-02-22,55.67441860465116
2023-02-23,56.99999999999999
2023-02-24,51.69767441860465
2023-02-25,62.302325581395344
2023-02-26,66.27906976744185
2023-02-27,62.302325581395344
2023-02-28,62.302325581395344
2023-03-01,51.69767441860465
2023-03-02,51.69767441860465
2023-03-03,55.67441860465116
2023-03-04,60.97674418604651
2023-03-05,68.93023255813954
2023-03-06,56.99999999999999
2023-03-07,56.99999999999999
2023-03-08,54.348837209302324
2023-03-09,55.67441860465116
2023-03-10,55.67441860465116
2023-03-11,62.302325581395344
2023-03-12,70.25581395348837
2023-03-13,64.95348837209302
2023-03-14,55.67441860465116
2023-03-15,56.99999999999999
2023-03-16,54.348837209302324
2023-03-17,53.02325581395348
2023-03-18,56.99999999999999
2023-03-19,67.60465116279069
2023-03-20,54.348837209302324
2023-03-21,55.67441860465116
2023-03-22,58.325581395348834
2023-03-23,54.348837209302324
2023-03-24,54.348837209302324
2023-03-25,59.65116279069767
2023-03-26,67.60465116279069
2023-03-27,58.325581395348834
2023-03-28,56.99999999999999
2023-03-29,55.67441860465116
2023-03-30,58.325581395348834
2023-03-31,51.69767441860465
2023-04-01,64.95348837209302
2023-04-02,68.93023255813954
2023-04-03,56.99999999999999
2023-04-04,56.99999999999999
2023-04-05,53.02325581395348
2023-04-06,56.99999999999999
2023-04-07,63.627906976744185
2023-04-08,71.5813953488372
2023-04-09,68.93023255813954
2023-04-10,59.65116279069767
2023-04-11,54.348837209302324
2023-04-12,55.67441860465116
2023-04-13,51.69767441860465
2023-04-14,50.37209302325581
2023-04-15,54.348837209302324
2023-04-16,59.65116279069767
2023-04-17,55.67441860465116
2023-04-18,55.67441860465116
2023-04-19,66.27906976744185
2023-04-20,78.20930232558139
2023-04-21,60.97674418604651
2023-04-22,71.5813953488372
2023-04-23,79.53488372093022
2023-04-24,62.302325581395344
2023-04-25,64.95348837209302
2023-04-26,64.90016492502147
2023-04-27,59.90514039415693
2023-04-28,54.12882861657011
2023-04-29,59.51449677079579
2023-04-30,71.33926740028272
2023-05-01,57.016984505363524
2023-05-02,57.016984505363524
2023-05-03,59.90514039415693
2023-05-04,63.456086980624775
2023-05-05,54.519472239931254
2023-05-06,55.572906560966814
2023-05-07,60.9585747151925
2023-05-08,57.016984505363524
2023-05-09,59.51449677079579
2023-05-10,58.461062449760234
2023-05-11,49.52444770906671
2023-05-12,50.57788203010227
2023-05-13,62.012009036228065
2023-05-14,61.34921833855364
2023-05-15,63.84673060398591
2023-05-16,63.456086980624775
2023-05-17,67.39767719045375
2023-05-18,64.90016492502147
2023-05-19,59.51449677079579
2023-05-20,78.16901349890512
2023-05-21,74.22742328907614
2023-05-22,54.519472239931254
2023-05-23,55.96355018432796
2023-05-24,54.12882861657011
2023-05-25,55.96355018432796
2023-05-26,52.34624553039332
2023-05-27,60.1591179976162
2023-05-28,59.377830750893914
2023-05-29,64.06555423122764
2023-05-30,60.1591179976162
2023-05-31,72.65971394517281
2023-06-01,60.94040524433849
2023-06-02,59.377830750893914
2023-06-03,61.72169249106078
2023-06-04,63.28426698450536
2023-06-05,58.59654350417163
2023-06-06,54.69010727056018
2023-06-07,53.9088200238379
2023-06-08,53.9088200238379
2023-06-09,50.78367103694874
2023-06-10,54.69010727056018
2023-06-11,63.28426698450536
2023-06-12,58.59654350417163
2023-06-13,56.25268176400476
2023-06-14,53.9088200238379
2023-06-15,58.59654350417163
2023-06-16,54.69010727056018
2023-06-17,55.47139451728247
2023-06-18,64.06555423122764
2023-06-19,60.94040524433849
2023-06-20,53.9088200238379
2023-06-21,53.9088200238379
2023-06-22,51.56495828367103
2023-06-23,52.34624553039332
2023-06-24,54.69010727056018
2023-06-25,59.377830750893914
2023-06-26,53.9088200238379
2023-06-27,53.127532777115604
2023-06-28,53.127532777115604
2023-06-29,50.00238379022645
2023-06-30,48.439809296781874
2023-07-01,50.78367103694874
2023-07-02,59.377830750893914
2023-07-03,50.00238379022645
2023-07-04,60.1591179976162
2023-07-05,60.1591179976162
2023-07-06,53.127532777115604
2023-07-07,51.56495828367103
2023-07-08,60.1591179976162
2023-07-09,66.40941597139451
2023-07-10,57.815256257449334
2023-07-11,55.47139451728247
2023-07-12,53.127532777115604
2023-07-13,51.56495828367103
2023-07-14,51.56495828367103
2023-07-15,57.03396901072705
2023-07-16,65.62812872467222
2023-07-17,55.47139451728247
2023-07-18,54.69010727056018
2023-07-19,51.56495828367103
2023-07-20,56.25268176400476
2023-07-21,53.127532777115604
2023-07-22,54.69010727056018
2023-07-23,60.1591179976162
2023-07-24,52.34624553039332
2023-07-25,49.22109654350417
2023-07-26,49.22109654350417
2023-07-27,49.22109654350417
2023-07-28,46.8772348033373
2023-07-29,55.47139451728247
2023-07-30,62.502979737783065
2023-07-31,51.56495828367103
2023-08-01,52.34624553039332
2023-08-02,46.8772348033373
2023-08-03,50.78367103694874
2023-08-04,48.439809296781874
2023-08-05,51.56495828367103
2023-08-06,60.1591179976162
2023-08-07,50.78367103694874
2023-08-08,47.65852205005959
2023-08-09,45.31466030989272
2023-08-10,44.53337306317044
2023-08-11,45.31466030989272
2023-08-12,50.00238379022645
2023-08-13,58.59654350417163
2023-08-14,50.00238379022645
2023-08-15,46.09594755661501
2023-08-16,51.56495828367103
2023-08-17,44.53337306317044
2023-08-18,43.752085816448144
2023-08-19,49.22109654350417
2023-08-20,60.1591179976162
2023-08-21,45.31466030989272
2023-08-22,47.65852205005959
2023-08-23,42.97079856972586
2023-08-24,42.18951132300357
2023-08-25,41.40822407628128
2023-08-26,47.65852205005959
2023-08-27,54.69010727056018
2023-08-28,47.65852205005959
2023-08-29,51.56495828367103
2023-08-30,55.47139451728247
2023-08-31,42.18951132300357
2023-09-01,42.97079856972586
2023-09-02,46.09594755661501
2023-09-03,53.9088200238379
2023-09-04,64.06555423122764
2023-09-05,46.8772348033373
2023-09-06,44.53337306317044
2023-09-07,42.18951132300357
2023-09-08,42.18951132300357
2023-09-09,50.00238379022645
2023-09-10,63.28426698450536
2023-09-11,50.00238379022645
2023-09-12,49.22109654350417
2023-09-13,46.8772348033373
2023-09-14,43.752085816448144
2023-09-15,46.8772348033373
2023-09-16,49.22109654350417
2023-09-17,54.69010727056018
2023-09-18,57.03396901072705
2023-09-19,55.47139451728247
2023-09-20,47.65852205005959
2023-09-21,47.65852205005959
2023-09-22,42.97079856972586
2023-09-23,52.34624553039332
2023-09-24,56.25268176400476
2023-09-25,49.22109654350417
2023-09-26,50.78367103694874
2023-09-27,50.78367103694874
2023-09-28,45.31466030989272
2023-09-29,46.8772348033373
2023-09-30,48.439809296781874
2023-10-01,56.25268176400476
2023-10-02,47.65852205005959
2023-10-03,47.65852205005959
2023-10-04,48.439809296781874
2023-10-05,50.00238379022645
2023-10-06,47.65852205005959
2023-10-07,50.78367103694874
2023-10-08,57.03396901072705
2023-10-09,50.00238379022645
2023-10-10,46.8772348033373
2023-10-11,54.69010727056018
2023-10-12,47.65852205005959
2023-10-13,43.752085816448144
2023-10-14,56.25268176400476
2023-10-15,58.59654350417163
2023-10-16,53.127532777115604
2023-10-17,46.8772348033373
2023-10-18,46.09594755661501
2023-10-19,45.31466030989272
2023-10-20,47.65852205005959
2023-10-21,53.9088200238379
2023-10-22,60.1591179976162
2023-10-23,46.8772348033373
2023-10-24,45.31466030989272
2023-10-25,44.53337306317044
2023-10-26,48.439809296781874
2023-10-27,46.8772348033373
2023-10-28,46.8772348033373
2023-10-29,53.127532777115604
2023-10-30,46.09594755661501
2023-10-31,42.18951132300357
2023-11-01,41.40822407628128
2023-11-02,44.53337306317044
2023-11-03,46.09594755661501
2023-11-04,55.47139451728247
2023-11-05,54.69010727056018
2023-11-06,75.78486293206197
2023-11-07,60.94040524433849
2023-11-08,53.127532777115604
2023-11-09,53.9088200238379
2023-11-10,50.00238379022645
2023-11-11,55.47139451728247
2023-11-12,57.815256257449334
2023-11-13,46.8772348033373
2023-11-14,47.65852205005959
2023-11-15,47.65852205005959
2023-11-16,47.65852205005959
2023-11-17,45.31466030989272
2023-11-18,51.56495828367103
2023-11-19,53.127532777115604
2023-11-20,46.8772348033373
2023-11-21,43.752085816448144
2023-11-22,42.18951132300357
2023-11-23,48.439809296781874
2023-11-24,50.00238379022645
2023-11-25,49.22109654350417
2023-11-26,53.127532777115604
2023-11-27,51.56495828367103
2023-11-28,46.8772348033373
2023-11-29,46.09594755661501
2023-11-30,42.18951132300357
2023-12-01,40.62693682955899
2023-12-02,46.8772348033373
2023-12-03,48.439809296781874
2023-12-04,45.31466030989272
2023-12-05,46.8772348033373
2023-12-06,43.752085816448144
2023-12-07,44.53337306317044
2023-12-08,40.62693682955899
2023-12-09,47.65852205005959
2023-12-10,52.34624553039332
2023-12-11,42.18951132300357
2023-12-12,43.752085816448144
2023-12-13,42.18951132300357
2023-12-14,41.40822407628128
2023-12-15,49.22109654350417
2023-12-16,47.65852205005959
2023-12-17,53.127532777115604
2023-12-18,45.31466030989272
2023-12-19,46.8772348033373
2023-12-20,46.09594755661501
2023-12-21,46.09594755661501
2023-12-22,47.03730340998285
2023-12-23,51.650269574026076
2023-12-24,48.72623242625568
2023-12-25,62.565130918385364
2023-12-26,68.022561590565
2023-12-27,69.25766972206259
2023-12-28,67.1780970824286
2023-12-29,67.63191796720386
2023-12-30,66.33363257429218
2023-12-31,60.87620190211254
2024-01-01,68.41320521392615
2024-01-02,65.48916806615577
2024-01-03,78.09295842678789
2024-01-04,65.48916806615577
2024-01-05,60.87620190211254
2024-01-06,68.022561590565
2024-01-07,66.33363257429218
2024-01-08,60.031737393976115
2024-01-09,56.263235738069305
2024-01-10,57.107700246205724
2024-01-11,57.952164754342135
2024-01-12,51.650269574026076
2024-01-13,60.87620190211254
2024-01-14,63.40959542652179
2024-01-15,57.107700246205724
2024-01-16,53.729842213660056
2024-01-17,54.574306721796475
2024-01-18,49.961340557753246
2024-01-19,50.80580506588966
2024-01-20,60.87620190211254
2024-01-21,65.35020740763932
2024-01-22,55.366147942583304
2024-01-23,49.92029732528003
2024-01-24,54.45850617303276
2024-01-25,51.73558086438112
2024-01-26,50.827939094830576
2024-01-27,74.42662510314477
2024-01-28,68.07313271629094
2024-01-29,55.366147942583304
2024-01-30,54.45850617303276
2024-01-31,56.27378971213385
2024-02-01,50.827939094830576
2024-02-02,48.10501378617894
2024-02-03,62.62728209898767
2024-02-04,66.25784917718985
2024-02-05,50.827939094830576
2024-02-06,54.45850617303276
2024-02-07,52.643222633931664
2024-02-08,49.92029732528003
2024-02-09,51.73558086438112
2024-02-10,57.1814314816844
2024-02-11,59.90435679033604
2024-02-12,49.92029732528003
2024-02-13,54.45850617303276
2024-02-14,47.19737201662839
2024-02-15,51.73558086438112
2024-02-16,55.366147942583304
2024-02-17,63.53492386853822
2024-02-18,74.42662510314477
2024-02-19,62.62728209898767
2024-02-20,58.08907325123494
2024-02-21,53.550864403482215
2024-02-22,51.73558086438112
2024-02-23,53.550864403482215
2024-02-24,66.25784917718985
2024-02-25,90.7641769550546
2024-02-26,66.25784917718985
2024-02-27,73.51898333359422
2024-02-28,61.71964032943713
2024-02-29,78.05719218134695
2024-03-01,52.643222633931664
2024-03-02,62.62728209898767
2024-03-03,68.07313271629094
2024-03-04,58.08907325123494
2024-03-05,55.366147942583304
2024-03-06,53.550864403482215
2024-03-07,50.827939094830576
2024-03-08,60.81199855988658
2024-03-09,58.99671502078549
2024-03-10,69.88841625539204
2024-03-11,70.79605802494258
2024-03-12,62.62728209898767
2024-03-13,53.550864403482215
2024-03-14,55.366147942583304
2024-03-15,56.27378971213385
2024-03-16,59.90435679033604
2024-03-17,60.81199855988658
2024-03-18,53.550864403482215
2024-03-19,52.643222633931664
2024-03-20,49.01265555572948
2024-03-21,49.92029732528003
2024-03-22,47.19737201662839
2024-03-23,59.90435679033604
2024-03-24,72.61134156404368
2024-03-25,52.643222633931664
2024-03-26,51.73558086438112
2024-03-27,52.643222633931664
2024-03-28,51.73558086438112
2024-03-29,53.550864403482215
2024-03-30,58.08907325123494
2024-03-31,58.08907325123494
2024-04-01,52.643222633931664
2024-04-02,54.45850617303276
2024-04-03,51.73558086438112
2024-04-04,49.92029732528003
2024-04-05,49.01265555572948
2024-04-06,55.366147942583304
2024-04-07,59.90435679033604
2024-04-08,49.01265555572948
2024-04-09,53.550864403482215
2024-04-10,55.366147942583304
2024-04-11,60.81199855988658
2024-04-12,49.92029732528003
2024-04-13,56.27378971213385
2024-04-14,62.62728209898767
2024-04-15,50.827939094830576
2024-04-16,46.28973024707785
2024-04-17,49.01265555572948
2024-04-18,47.19737201662839
2024-04-19,46.28973024707785
2024-04-20,56.27378971213385
2024-04-21,62.62728209898767
2024-04-22,51.73558086438112
2024-04-23,50.827939094830576
2024-04-24,52.643222633931664
2024-04-25,48.10501378617894
2024-04-26,47.19737201662839
2024-04-27,50.827939094830576
2024-04-28,57.1814314816844
2024-04-29,66.25784917718985
2024-04-30,52.643222633931664
2024-05-01,47.19737201662839
2024-05-02,48.10501378617894
2024-05-03,49.01265555572948
2024-05-04,56.27378971213385
2024-05-05,58.99671502078549
2024-05-06,53.550864403482215
2024-05-07,53.550864403482215
2024-05-08,56.27378971213385
2024-05-09,49.01265555572948
2024-05-10,48.10501378617894
2024-05-11,52.643222633931664
2024-05-12,58.99671502078549
2024-05-13,58.08907325123494
2024-05-14,52.643222633931664
2024-05-15,58.99671502078549
2024-05-16,53.550864403482215
2024-05-17,56.27378971213385
2024-05-18,55.366147942583304
2024-05-19,58.99671502078549
2024-05-20,50.827939094830576
2024-05-21,53.550864403482215
2024-05-22,50.827939094830576
2024-05-23,48.10501378617894
2024-05-24,48.10501378617894
2024-05-25,53.550864403482215
2024-05-26,58.99671502078549
2024-05-27,65.35020740763932
2024-05-28,53.550864403482215
2024-05-29,51.73558086438112
2024-05-30,52.643222633931664
2024-05-31,49.01265555572948
2024-06-01,59.90435679033604
2024-06-02,67.1654909467404
2024-06-03,50.827939094830576
2024-06-04,54.45850617303276
2024-06-05,55.366147942583304
2024-06-06,52.643222633931664
2024-06-07,52.643222633931664
2024-06-08,55.366147942583304
2024-06-09,60.81199855988658
2024-06-10,56.27378971213385
2024-06-11,52.643222633931664
2024-06-12,56.27378971213385
2024-06-13,51.73558086438112
2024-06-14,49.01265555572948
2024-06-15,52.643222633931664
2024-06-16,60.81199855988658
2024-06-17,58.99671502078549
2024-06-18,51.73558086438112
2024-06-19,59.90435679033604
2024-06-20,51.73558086438112
2024-06-21,50.827939094830576
2024-06-22,58.99671502078549
2024-06-23,67.1654909467404
2024-06-24,54.45850617303276
2024-06-25,57.1814314816844
2024-06-26,53.550864403482215
2024-06-27,57.1814314816844
2024-06-28,50.827939094830576
2024-06-29,56.27378971213385
2024-06-30,60.81199855988658
2024-07-01,52.643222633931664
2024-07-02,54.45850617303276
2024-07-03,50.827939094830576
2024-07-04,61.71964032943713
2024-07-05,58.08907325123494
2024-07-06,57.1814314816844
2024-07-07,63.53492386853822
2024-07-08,53.550864403482215
2024-07-09,53.550864403482215
2024-07-10,50.827939094830576
2024-07-11,51.73558086438112
2024-07-12,49.92029732528003
2024-07-13,53.550864403482215
2024-07-14,56.27378971213385
2024-07-15,48.10501378617894
2024-07-16,49.01265555572948
2024-07-17,56.27378971213385
2024-07-18,49.92029732528003
2024-07-19,49.92029732528003
2024-07-20,54.45850617303276
2024-07-21,58.99671502078549
2024-07-22,49.01265555572948
2024-07-23,54.45850617303276
2024-07-24,55.366147942583304
2024-07-25,52.643222633931664
2024-07-26,46.28973024707785
2024-07-27,53.550864403482215
2024-07-28,55.366147942583304
2024-07-29,58.08907325123494
2024-07-30,50.827939094830576
2024-07-31,49.92029732528003
2024-08-01,44.47444670797675
2024-08-02,45.3820884775273
2024-08-03,54.45850617303276
2024-08-04,60.81199855988658
2024-08-05,52.643222633931664
2024-08-06,47.19737201662839
2024-08-07,50.827939094830576
2024-08-08,46.28973024707785
2024-08-09,50.827939094830576
2024-08-10,52.643222633931664
2024-08-11,82.59540102909969
2024-08-12,61.71964032943713
2024-08-13,56.27378971213385
2024-08-14,52.643222633931664
2024-08-15,51.73558086438112
2024-08-16,51.73558086438112
2024-08-17,57.1814314816844
2024-08-18,60.84981696695119
2024-08-19,50.63884705950755
2024-08-20,48.86138192747106
2024-08-21,50.63884705950755
2024-08-22,45.306451663398086
2024-08-23,45.76027254817336
2024-08-24,53.28613555402997
2024-08-25,59.0723518349147
2024-08-26,51.962491306768754
2024-08-27,46.63009591065931
2024-08-28,45.306451663398086
2024-08-29,42.20534228410038
2024-08-30,54.19377732358052
2024-08-31,52.41631219154403
2024-09-01,59.0723518349147
2024-09-02,59.52617271968998
2024-09-03,45.76027254817336
2024-09-04,46.63009591065931
2024-09-05,41.751521399325114
2024-09-06,41.751521399325114
2024-09-07,48.40756104269579
2024-09-08,56.84106581810294
2024-09-09,50.18502617473227
2024-09-10,44.85263077862281
2024-09-11,41.751521399325114
2024-09-12,45.306451663398086
2024-09-13,46.63009591065931
2024-09-14,53.73995643880525
2024-09-15,55.517421570841734
2024-09-16,52.41631219154403
2024-09-17,53.92904847412828
2024-09-18,45.230814849268874
2024-09-19,45.230814849268874
2024-09-20,43.491168124297
2024-09-21,52.189401749156396
2024-09-22,60.887635374015794
2024-09-23,48.710108299212635
