Time,weather
2022-12-12,60.66740007334067
2022-12-13,60.66740007334067
2022-12-14,65.21745507884123
2022-12-15,72.8008800880088
2022-12-16,60.66740007334067
2022-12-17,54.600660066006604
2022-12-18,57.634030069673635
2022-12-19,69.76751008434177
2022-12-20,81.9009900990099
2022-12-21,94.03447011367804
2022-12-22,133.46828016134947
2022-12-23,151.66850018335168
2022-12-24,107.68463513017969
2022-12-25,74.31756508984232
2022-12-26,75.83425009167584
2022-12-27,74.31756508984232
2022-12-28,62.18408507517419
2022-12-29,60.66740007334067
2022-12-30,59.15071507150715
2022-12-31,59.15071507150715
2023-01-01,54.600660066006604
2023-01-02,66.73414008067473
2023-01-03,68.25082508250826
2023-01-04,68.25082508250826
2023-01-05,63.700770077007704
2023-01-06,53.08397506417309
2023-01-07,51.567290062339566
2023-01-08,53.08397506417309
2023-01-09,53.08397506417309
2023-01-10,57.634030069673635
2023-01-11,54.600660066006604
2023-01-12,66.73414008067473
2023-01-13,60.66740007334067
2023-01-14,60.66740007334067
2023-01-15,59.15071507150715
2023-01-16,59.15071507150715
2023-01-17,56.11734506784012
2023-01-18,60.66740007334067
2023-01-19,60.66740007334067
2023-01-20,51.567290062339566
2023-01-21,50.05060506050605
2023-01-22,56.11734506784012
2023-01-23,59.15071507150715
2023-01-24,68.25082508250826
2023-01-25,74.31756508984232
2023-01-26,54.600660066006604
2023-01-27,48.533920058672535
2023-01-28,53.08397506417309
2023-01-29,62.18408507517419
2023-01-30,75.83425009167584
2023-01-31,72.8008800880088
2023-02-01,63.700770077007704
2023-02-02,60.66740007334067
2023-02-03,63.700770077007704
2023-02-04,65.21745507884123
2023-02-05,54.600660066006604
2023-02-06,47.01723505683902
2023-02-07,47.01723505683902
2023-02-08,50.05060506050605
2023-02-09,53.08397506417309
2023-02-10,51.567290062339566
2023-02-11,56.11734506784012
2023-02-12,53.08397506417309
2023-02-13,50.05060506050605
2023-02-14,57.634030069673635
2023-02-15,62.18408507517419
2023-02-16,72.8008800880088
2023-02-17,59.15071507150715
2023-02-18,51.567290062339566
2023-02-19,51.567290062339566
2023-02-20,56.11734506784012
2023-02-21,72.8008800880088
2023-02-22,89.48441510817749
2023-02-23,81.9009900990099
2023-02-24,72.8008800880088
2023-02-25,75.83425009167584
2023-02-26,69.76751008434177
2023-02-27,83.41767510084343
2023-02-28,66.73414008067473
2023-03-01,68.25082508250826
2023-03-02,75.83425009167584
2023-03-03,80.38430509717638
2023-03-04,62.18408507517419
2023-03-05,51.567290062339566
2023-03-06,54.600660066006604
2023-03-07,53.08397506417309
2023-03-08,54.600660066006604
2023-03-09,65.21745507884123
2023-03-10,72.8008800880088
2023-03-11,66.73414008067473
2023-03-12,65.21745507884123
2023-03-13,74.31756508984232
2023-03-14,74.31756508984232
2023-03-15,63.700770077007704
2023-03-16,68.25082508250826
2023-03-17,63.700770077007704
2023-03-18,57.634030069673635
2023-03-19,65.21745507884123
2023-03-20,63.700770077007704
2023-03-21,63.700770077007704
2023-03-22,63.700770077007704
2023-03-23,65.21745507884123
2023-03-24,65.21745507884123
2023-03-25,69.76751008434177
2023-03-26,60.66740007334067
2023-03-27,63.700770077007704
2023-03-28,59.15071507150715
2023-03-29,62.18408507517419
2023-03-30,65.21745507884123
2023-03-31,84.93436010267693
2023-04-01,89.48441510817749
2023-04-02,60.66740007334067
2023-04-03,63.700770077007704
2023-04-04,84.93436010267693
2023-04-05,86.45104510451046
2023-04-06,69.76751008434177
2023-04-07,63.700770077007704
2023-04-08,62.18408507517419
2023-04-09,53.08397506417309
2023-04-10,57.634030069673635
2023-04-11,53.08397506417309
2023-04-12,53.08397506417309
2023-04-13,62.18408507517419
2023-04-14,60.66740007334067
2023-04-15,72.8008800880088
2023-04-16,71.28419508617529
2023-04-17,59.15071507150715
2023-04-18,50.05060506050605
2023-04-19,56.11734506784012
2023-04-20,65.21745507884123
2023-04-21,63.700770077007704
2023-04-22,69.76751008434177
2023-04-23,63.700770077007704
2023-04-24,53.08397506417309
2023-04-25,56.11734506784012
2023-04-26,65.17306984992314
2023-04-27,63.29181899347181
2023-04-28,66.49286652860718
2023-04-29,69.69391406374254
2023-04-30,68.3741173850585
2023-05-01,56.131381422284306
2023-05-02,54.811584743600264
2023-05-03,55.56992724451702
2023-05-04,59.33242895741968
2023-05-05,58.01263227873564
2023-05-06,62.53347649255505
2023-05-07,66.49286652860718
2023-05-08,60.65222563610372
2023-05-09,54.811584743600264
2023-05-10,56.131381422284306
2023-05-11,56.131381422284306
2023-05-12,63.29181899347181
2023-05-13,72.89496159887793
2023-05-14,58.77097477965239
2023-05-15,57.45117810096835
2023-05-16,58.77097477965239
2023-05-17,52.93033388714893
2023-05-18,56.131381422284306
2023-05-19,63.29181899347181
2023-05-20,66.49286652860718
2023-05-21,51.61053720846489
2023-05-22,47.089692994645475
2023-05-23,48.970943851096806
2023-05-24,51.61053720846489
2023-05-25,48.40948967332952
2023-05-26,48.2850592879865
2023-05-27,53.899601065659354
2023-05-28,53.899601065659354
2023-05-29,50.53087599905564
2023-05-30,46.03924257691736
2023-05-31,47.16215093245193
2023-06-01,49.40796764352107
2023-06-02,55.022509421193924
2023-06-03,59.5141428433322
2023-06-04,61.75995955440134
2023-06-05,48.2850592879865
2023-06-06,53.899601065659354
2023-06-07,52.77669271012478
2023-06-08,55.022509421193924
2023-06-09,50.53087599905564
2023-06-10,61.75995955440134
2023-06-11,68.49740968760875
2023-06-12,65.12868462100505
2023-06-13,58.39123448779763
2023-06-14,61.75995955440134
2023-06-15,59.5141428433322
2023-06-16,69.62031804314333
2023-06-17,64.00577626547047
2023-06-18,62.88286790993591
2023-06-19,61.75995955440134
2023-06-20,59.5141428433322
2023-06-21,60.63705119886677
2023-06-22,61.75995955440134
2023-06-23,66.25159297653961
2023-06-24,67.37450133207419
2023-06-25,80.84940159848902
2023-06-26,70.74322639867789
2023-06-27,64.00577626547047
2023-06-28,52.77669271012478
2023-06-29,58.39123448779763
2023-06-30,59.5141428433322
2023-07-01,74.1119514652816
2023-07-02,78.60358488741988
2023-07-03,70.74322639867789
2023-07-04,72.98904310974704
2023-07-05,62.88286790993591
2023-07-06,60.63705119886677
2023-07-07,59.5141428433322
2023-07-08,71.86613475421247
2023-07-09,69.62031804314333
2023-07-10,57.26832613226306
2023-07-11,51.65378435459021
2023-07-12,53.899601065659354
2023-07-13,59.5141428433322
2023-07-14,75.23485982081618
2023-07-15,77.48067653188532
2023-07-16,71.86613475421247
2023-07-17,57.26832613226306
2023-07-18,56.14541777672849
2023-07-19,59.5141428433322
2023-07-20,56.14541777672849
2023-07-21,58.39123448779763
2023-07-22,53.899601065659354
2023-07-23,56.14541777672849
2023-07-24,51.65378435459021
2023-07-25,53.899601065659354
2023-07-26,53.899601065659354
2023-07-27,58.39123448779763
2023-07-28,64.00577626547047
2023-07-29,75.23485982081618
2023-07-30,50.53087599905564
2023-07-31,47.16215093245193
2023-08-01,41.54760915477908
2023-08-02,42.67051751031365
2023-08-03,50.53087599905564
2023-08-04,53.899601065659354
2023-08-05,55.022509421193924
2023-08-06,64.00577626547047
2023-08-07,71.86613475421247
2023-08-08,52.77669271012478
2023-08-09,50.53087599905564
2023-08-10,60.63705119886677
2023-08-11,52.77669271012478
2023-08-12,59.5141428433322
2023-08-13,58.39123448779763
2023-08-14,59.5141428433322
2023-08-15,60.63705119886677
2023-08-16,49.40796764352107
2023-08-17,57.26832613226306
2023-08-18,56.14541777672849
2023-08-19,61.75995955440134
2023-08-20,76.35776817635075
2023-08-21,62.88286790993591
2023-08-22,52.77669271012478
2023-08-23,51.65378435459021
2023-08-24,59.5141428433322
2023-08-25,60.63705119886677
2023-08-26,55.022509421193924
2023-08-27,57.26832613226306
2023-08-28,61.75995955440134
2023-08-29,66.25159297653961
2023-08-30,74.1119514652816
2023-08-31,47.16215093245193
2023-09-01,46.03924257691736
2023-09-02,48.2850592879865
2023-09-03,47.16215093245193
2023-09-04,44.91633422138279
2023-09-05,43.79342586584822
2023-09-06,47.16215093245193
2023-09-07,50.53087599905564
2023-09-08,56.14541777672849
2023-09-09,61.75995955440134
2023-09-10,58.39123448779763
2023-09-11,58.39123448779763
2023-09-12,51.65378435459021
2023-09-13,50.53087599905564
2023-09-14,46.03924257691736
2023-09-15,49.40796764352107
2023-09-16,57.26832613226306
2023-09-17,50.53087599905564
2023-09-18,48.2850592879865
2023-09-19,42.67051751031365
2023-09-20,44.91633422138279
2023-09-21,48.2850592879865
2023-09-22,53.899601065659354
2023-09-23,62.88286790993591
2023-09-24,55.022509421193924
2023-09-25,52.77669271012478
2023-09-26,49.40796764352107
2023-09-27,44.91633422138279
2023-09-28,44.91633422138279
2023-09-29,50.53087599905564
2023-09-30,44.91633422138279
2023-10-01,38.17888408817537
2023-10-02,35.933067377106234
2023-10-03,41.54760915477908
2023-10-04,49.40796764352107
2023-10-05,53.899601065659354
2023-10-06,56.14541777672849
2023-10-07,57.26832613226306
2023-10-08,48.2850592879865
2023-10-09,49.40796764352107
2023-10-10,46.03924257691736
2023-10-11,53.899601065659354
2023-10-12,52.77669271012478
2023-10-13,51.65378435459021
2023-10-14,55.022509421193924
2023-10-15,48.2850592879865
2023-10-16,44.91633422138279
2023-10-17,40.42470079924451
2023-10-18,40.42470079924451
2023-10-19,44.91633422138279
2023-10-20,50.53087599905564
2023-10-21,46.03924257691736
2023-10-22,46.03924257691736
2023-10-23,49.40796764352107
2023-10-24,48.2850592879865
2023-10-25,50.53087599905564
2023-10-26,49.40796764352107
2023-10-27,50.53087599905564
2023-10-28,53.899601065659354
2023-10-29,56.14541777672849
2023-10-30,56.14541777672849
2023-10-31,52.77669271012478
2023-11-01,49.40796764352107
2023-11-02,42.67051751031365
2023-11-03,42.67051751031365
2023-11-04,44.91633422138279
2023-11-05,41.54760915477908
2023-11-06,42.67051751031365
2023-11-07,42.67051751031365
2023-11-08,43.79342586584822
2023-11-09,51.65378435459021
2023-11-10,50.53087599905564
2023-11-11,44.91633422138279
2023-11-12,44.91633422138279
2023-11-13,42.67051751031365
2023-11-14,42.67051751031365
2023-11-15,50.53087599905564
2023-11-16,50.53087599905564
2023-11-17,49.40796764352107
2023-11-18,51.65378435459021
2023-11-19,47.16215093245193
2023-11-20,50.53087599905564
2023-11-21,51.65378435459021
2023-11-22,46.03924257691736
2023-11-23,39.30179244370994
2023-11-24,44.91633422138279
2023-11-25,48.2850592879865
2023-11-26,58.39123448779763
2023-11-27,47.16215093245193
2023-11-28,48.2850592879865
2023-11-29,47.16215093245193
2023-11-30,51.65378435459021
2023-12-01,52.77669271012478
2023-12-02,49.40796764352107
2023-12-03,48.2850592879865
2023-12-04,41.54760915477908
2023-12-05,40.42470079924451
2023-12-06,41.54760915477908
2023-12-07,42.67051751031365
2023-12-08,40.42470079924451
2023-12-09,53.899601065659354
2023-12-10,64.00577626547047
2023-12-11,48.2850592879865
2023-12-12,37.0559757326408
2023-12-13,37.0559757326408
2023-12-14,40.42470079924451
2023-12-15,43.79342586584822
2023-12-16,51.65378435459021
2023-12-17,59.5141428433322
2023-12-18,59.5141428433322
2023-12-19,48.2850592879865
2023-12-20,48.2850592879865
2023-12-21,44.91633422138279
2023-12-22,49.40796764352107
2023-12-23,49.40796764352107
2023-12-24,49.40796764352107
2023-12-25,52.77669271012478
2023-12-26,53.899601065659354
2023-12-27,51.65378435459021
2023-12-28,49.40796764352107
2023-12-29,48.2850592879865
2023-12-30,49.40796764352107
2023-12-31,42.67051751031365
2024-01-01,43.79342586584822
2024-01-02,48.2850592879865
2024-01-03,55.022509421193924
2024-01-04,55.022509421193924
2024-01-05,61.75995955440134
2024-01-06,79.72649324295446
2024-01-07,68.49740968760875
2024-01-08,81.9723099540236
2024-01-09,112.29083555345699
2024-01-10,77.48067653188532
2024-01-11,79.72649324295446
2024-01-12,104.43047706471499
2024-01-13,99.93884364257671
2024-01-14,103.30756870918042
2024-01-15,110.04501884238785
2024-01-16,108.92211048685327
2024-01-17,87.58685173169644
2024-01-18,84.21812666509274
2024-01-19,86.46394337616188
2024-01-20,71.86613475421247
2024-01-21,71.86613475421247
2024-01-22,74.1119514652816
2024-01-23,65.12868462100505
2024-01-24,60.63705119886677
2024-01-25,53.899601065659354
2024-01-26,46.03924257691736
2024-01-27,43.79342586584822
2024-01-28,47.16215093245193
2024-01-29,41.54760915477908
2024-01-30,38.17888408817537
2024-01-31,41.54760915477908
2024-02-01,43.79342586584822
2024-02-02,43.79342586584822
2024-02-03,44.91633422138279
2024-02-04,52.77669271012478
2024-02-05,50.53087599905564
2024-02-06,42.67051751031365
2024-02-07,40.42470079924451
2024-02-08,42.67051751031365
2024-02-09,44.91633422138279
2024-02-10,47.16215093245193
2024-02-11,43.79342586584822
2024-02-12,52.77669271012478
2024-02-13,51.65378435459021
2024-02-14,38.17888408817537
2024-02-15,44.91633422138279
2024-02-16,49.40796764352107
2024-02-17,53.899601065659354
2024-02-18,47.16215093245193
2024-02-19,43.79342586584822
2024-02-20,41.54760915477908
2024-02-21,38.17888408817537
2024-02-22,40.42470079924451
2024-02-23,42.67051751031365
2024-02-24,41.54760915477908
2024-02-25,38.17888408817537
2024-02-26,47.16215093245193
2024-02-27,53.899601065659354
2024-02-28,61.75995955440134
2024-02-29,48.2850592879865
2024-03-01,50.53087599905564
2024-03-02,56.14541777672849
2024-03-03,53.899601065659354
2024-03-04,50.53087599905564
2024-03-05,49.40796764352107
2024-03-06,49.40796764352107
2024-03-07,47.16215093245193
2024-03-08,50.53087599905564
2024-03-09,48.2850592879865
2024-03-10,44.91633422138279
2024-03-11,41.54760915477908
2024-03-12,42.67051751031365
2024-03-13,46.03924257691736
2024-03-14,57.26832613226306
2024-03-15,59.5141428433322
2024-03-16,50.53087599905564
2024-03-17,49.40796764352107
2024-03-18,46.03924257691736
2024-03-19,40.42470079924451
2024-03-20,46.03924257691736
2024-03-21,47.16215093245193
2024-03-22,57.26832613226306
2024-03-23,58.39123448779763
2024-03-24,56.14541777672849
2024-03-25,51.65378435459021
2024-03-26,51.65378435459021
2024-03-27,48.2850592879865
2024-03-28,47.16215093245193
2024-03-29,43.79342586584822
2024-03-30,51.65378435459021
2024-03-31,49.40796764352107
2024-04-01,56.14541777672849
2024-04-02,66.25159297653961
2024-04-03,61.75995955440134
2024-04-04,52.77669271012478
2024-04-05,50.53087599905564
2024-04-06,46.03924257691736
2024-04-07,47.16215093245193
2024-04-08,49.40796764352107
2024-04-09,49.40796764352107
2024-04-10,55.022509421193924
2024-04-11,55.022509421193924
2024-04-12,49.40796764352107
2024-04-13,47.16215093245193
2024-04-14,48.2850592879865
2024-04-15,46.03924257691736
2024-04-16,49.40796764352107
2024-04-17,49.40796764352107
2024-04-18,47.16215093245193
2024-04-19,44.91633422138279
2024-04-20,52.77669271012478
2024-04-21,49.40796764352107
2024-04-22,41.54760915477908
2024-04-23,46.03924257691736
2024-04-24,43.79342586584822
2024-04-25,44.91633422138279
2024-04-26,52.77669271012478
2024-04-27,59.5141428433322
2024-04-28,57.26832613226306
2024-04-29,49.40796764352107
2024-04-30,48.2850592879865
2024-05-01,44.91633422138279
2024-05-02,49.40796764352107
2024-05-03,53.899601065659354
2024-05-04,61.75995955440134
2024-05-05,57.26832613226306
2024-05-06,52.77669271012478
2024-05-07,56.14541777672849
2024-05-08,61.75995955440134
2024-05-09,64.00577626547047
2024-05-10,52.77669271012478
2024-05-11,49.40796764352107
2024-05-12,49.40796764352107
2024-05-13,56.14541777672849
2024-05-14,53.899601065659354
2024-05-15,50.53087599905564
2024-05-16,52.77669271012478
2024-05-17,53.899601065659354
2024-05-18,56.14541777672849
2024-05-19,48.2850592879865
2024-05-20,46.03924257691736
2024-05-21,51.65378435459021
2024-05-22,51.65378435459021
2024-05-23,55.022509421193924
2024-05-24,55.022509421193924
2024-05-25,58.39123448779763
2024-05-26,70.74322639867789
2024-05-27,66.25159297653961
2024-05-28,55.022509421193924
2024-05-29,48.2850592879865
2024-05-30,44.91633422138279
2024-05-31,48.2850592879865
2024-06-01,51.65378435459021
2024-06-02,51.65378435459021
2024-06-03,44.91633422138279
2024-06-04,48.2850592879865
2024-06-05,59.5141428433322
2024-06-06,50.53087599905564
2024-06-07,42.67051751031365
2024-06-08,48.2850592879865
2024-06-09,47.16215093245193
2024-06-10,44.91633422138279
2024-06-11,42.67051751031365
2024-06-12,42.67051751031365
2024-06-13,46.03924257691736
2024-06-14,48.2850592879865
2024-06-15,43.79342586584822
2024-06-16,43.79342586584822
2024-06-17,50.53087599905564
2024-06-18,50.53087599905564
2024-06-19,50.53087599905564
2024-06-20,48.2850592879865
2024-06-21,51.65378435459021
2024-06-22,57.26832613226306
2024-06-23,58.39123448779763
2024-06-24,46.03924257691736
2024-06-25,50.53087599905564
2024-06-26,57.26832613226306
2024-06-27,50.53087599905564
2024-06-28,43.79342586584822
2024-06-29,58.39123448779763
2024-06-30,64.00577626547047
2024-07-01,47.16215093245193
2024-07-02,43.79342586584822
2024-07-03,50.53087599905564
2024-07-04,61.75995955440134
2024-07-05,66.25159297653961
2024-07-06,60.63705119886677
2024-07-07,57.26832613226306
2024-07-08,59.5141428433322
2024-07-09,56.14541777672849
2024-07-10,55.022509421193924
2024-07-11,48.2850592879865
2024-07-12,50.53087599905564
2024-07-13,47.16215093245193
2024-07-14,44.91633422138279
2024-07-15,50.53087599905564
2024-07-16,52.77669271012478
2024-07-17,55.022509421193924
2024-07-18,47.16215093245193
2024-07-19,40.42470079924451
2024-07-20,49.40796764352107
2024-07-21,50.53087599905564
2024-07-22,50.53087599905564
2024-07-23,49.40796764352107
2024-07-24,49.40796764352107
2024-07-25,44.91633422138279
2024-07-26,39.30179244370994
2024-07-27,39.30179244370994
2024-07-28,44.91633422138279
2024-07-29,48.2850592879865
2024-07-30,44.91633422138279
2024-07-31,47.16215093245193
2024-08-01,46.03924257691736
2024-08-02,55.022509421193924
2024-08-03,57.26832613226306
2024-08-04,59.5141428433322
2024-08-05,53.899601065659354
2024-08-06,56.14541777672849
2024-08-07,53.899601065659354
2024-08-08,51.65378435459021
2024-08-09,50.53087599905564
2024-08-10,39.30179244370994
2024-08-11,37.0559757326408
2024-08-12,38.17888408817537
2024-08-13,34.810159021571664
2024-08-14,35.933067377106234
2024-08-15,39.30179244370994
2024-08-16,42.67051751031365
2024-08-17,51.65378435459021
2024-08-18,50.9519666323811
2024-08-19,41.82833624366272
2024-08-20,37.0559757326408
2024-08-21,33.687250666037095
2024-08-22,35.65234028822259
2024-08-23,37.0559757326408
2024-08-24,38.038520543733554
2024-08-25,37.0559757326408
2024-08-26,40.42470079924451
2024-08-27,43.79342586584822
2024-08-28,44.77597067694097
2024-08-29,46.179606121359186
2024-08-30,48.14469574354467
2024-08-31,46.179606121359186
2024-09-01,47.16215093245193
2024-09-02,42.38979042143001
2024-09-03,37.0559757326408
2024-09-04,37.0559757326408
2024-09-05,43.79342586584822
2024-09-06,49.54833118796289
2024-09-07,48.14469574354467
2024-09-08,40.42470079924451
2024-09-09,39.44215598815176
2024-09-10,39.44215598815176
2024-09-11,39.44215598815176
2024-09-12,40.845791432569975
2024-09-13,39.0210653548263
2024-09-14,39.44215598815176
2024-09-15,36.07343092154805
2024-09-16,41.82833624366272
2024-09-17,38.740338265942654
2024-09-18,37.0559757326408
2024-09-19,35.371613199338945
2024-09-20,36.21379446598987
2024-09-21,42.10906333254636
2024-09-22,43.79342586584822
