Time,wbc
2022-07-25,74.0
2022-07-26,82.0
2022-07-27,84.0
2022-07-28,80.0
2022-07-29,77.0
2022-07-30,63.0
2022-07-31,60.0
2022-08-01,73.0
2022-08-02,80.0
2022-08-03,82.0
2022-08-04,76.0
2022-08-05,76.0
2022-08-06,59.0
2022-08-07,45.0
2022-08-08,62.0
2022-08-09,77.0
2022-08-10,80.0
2022-08-11,80.0
2022-08-12,84.0
2022-08-13,76.0
2022-08-14,55.0
2022-08-15,70.0
2022-08-16,82.0
2022-08-17,82.0
2022-08-18,81.0
2022-08-19,81.0
2022-08-20,63.0
2022-08-21,52.0
2022-08-22,76.0
2022-08-23,85.0
2022-08-24,88.0
2022-08-25,92.0
2022-08-26,90.0
2022-08-27,77.0
2022-08-28,57.0
2022-08-29,66.4920634920635
2022-08-30,92.23809523809524
2022-08-31,93.23809523809524
2022-09-01,91.23809523809524
2022-09-02,72.4920634920635
2022-09-03,63.492063492063494
2022-09-04,57.492063492063494
2022-09-05,63.492063492063494
2022-09-06,67.4920634920635
2022-09-07,71.9920634920635
2022-09-08,72.9920634920635
2022-09-09,69.9920634920635
2022-09-10,66.4920634920635
2022-09-11,57.992063492063494
2022-09-12,69.4920634920635
2022-09-13,89.73809523809524
2022-09-14,93.23809523809524
2022-09-15,90.73809523809524
2022-09-16,92.23809523809524
2022-09-17,69.4920634920635
2022-09-18,64.9920634920635
2022-09-19,70.9920634920635
2022-09-20,91.23809523809524
2022-09-21,92.73809523809524
2022-09-22,93.73809523809524
2022-09-23,71.4920634920635
2022-09-24,62.492063492063494
2022-09-25,56.992063492063494
2022-09-26,65.4920634920635
2022-09-27,89.23809523809524
2022-09-28,94.47619047619048
2022-09-29,94.47619047619048
2022-09-30,62.98412698412699
2022-10-01,62.98412698412699
2022-10-02,62.98412698412699
2022-10-03,62.98412698412699
2022-10-04,94.47619047619048
2022-10-05,94.47619047619048
2022-10-06,94.47619047619048
2022-10-07,62.98412698412699
2022-10-08,62.98412698412699
2022-10-09,62.98412698412699
2022-10-10,62.98412698412699
2022-10-11,62.98412698412699
2022-10-12,62.98412698412699
2022-10-13,94.47619047619048
2022-10-14,94.47619047619048
2022-10-15,62.98412698412699
2022-10-16,62.98412698412699
2022-10-17,62.98412698412699
2022-10-18,94.47619047619048
2022-10-19,94.47619047619048
2022-10-20,94.47619047619048
2022-10-21,94.47619047619048
2022-10-22,62.98412698412699
2022-10-23,62.98412698412699
2022-10-24,62.98412698412699
2022-10-25,94.47619047619048
2022-10-26,94.47619047619048
2022-10-27,94.47619047619048
2022-10-28,62.98412698412699
2022-10-29,62.98412698412699
2022-10-30,62.98412698412699
2022-10-31,62.98412698412699
2022-11-01,62.98412698412699
2022-11-02,94.47619047619048
2022-11-03,94.47619047619048
2022-11-04,94.47619047619048
2022-11-05,62.98412698412699
2022-11-06,62.98412698412699
2022-11-07,62.98412698412699
2022-11-08,62.98412698412699
2022-11-09,62.98412698412699
2022-11-10,94.47619047619048
2022-11-11,94.47619047619048
2022-11-12,62.98412698412699
2022-11-13,62.98412698412699
2022-11-14,62.98412698412699
2022-11-15,62.98412698412699
2022-11-16,94.47619047619048
2022-11-17,94.47619047619048
2022-11-18,94.47619047619048
2022-11-19,62.98412698412699
2022-11-20,62.98412698412699
2022-11-21,62.98412698412699
2022-11-22,94.47619047619048
2022-11-23,62.98412698412699
2022-11-24,62.98412698412699
2022-11-25,62.98412698412699
2022-11-26,62.98412698412699
2022-11-27,62.98412698412699
2022-11-28,62.98412698412699
2022-11-29,94.47619047619048
2022-11-30,94.47619047619048
2022-12-01,94.47619047619048
2022-12-02,94.47619047619048
2022-12-03,62.98412698412699
2022-12-04,62.98412698412699
2022-12-05,62.98412698412699
2022-12-06,94.47619047619048
2022-12-07,94.47619047619048
2022-12-08,94.47619047619048
2022-12-09,62.98412698412699
2022-12-10,62.98412698412699
2022-12-11,62.98412698412699
2022-12-12,62.98412698412699
2022-12-13,62.98412698412699
2022-12-14,94.47619047619048
2022-12-15,94.47619047619048
2022-12-16,62.98412698412699
2022-12-17,62.98412698412699
2022-12-18,62.98412698412699
2022-12-19,62.98412698412699
2022-12-20,94.47619047619048
2022-12-21,94.47619047619048
2022-12-22,62.98412698412699
2022-12-23,62.98412698412699
2022-12-24,31.492063492063494
2022-12-25,31.492063492063494
2022-12-26,31.492063492063494
2022-12-27,62.98412698412699
2022-12-28,62.98412698412699
2022-12-29,94.47619047619048
2022-12-30,62.98412698412699
2022-12-31,62.98412698412699
2023-01-01,31.492063492063494
2023-01-02,62.98412698412699
2023-01-03,62.98412698412699
2023-01-04,94.47619047619048
2023-01-05,62.98412698412699
2023-01-06,94.47619047619048
2023-01-07,62.98412698412699
2023-01-08,62.98412698412699
2023-01-09,62.98412698412699
2023-01-10,94.47619047619048
2023-01-11,94.47619047619048
2023-01-12,94.47619047619048
2023-01-13,94.47619047619048
2023-01-14,62.98412698412699
2023-01-15,62.98412698412699
2023-01-16,62.98412698412699
2023-01-17,94.47619047619048
2023-01-18,125.96825396825398
2023-01-19,125.96825396825398
2023-01-20,125.96825396825398
2023-01-21,94.47619047619048
2023-01-22,62.98412698412699
2023-01-23,94.47619047619048
2023-01-24,125.96825396825398
2023-01-25,94.47619047619048
2023-01-26,94.47619047619048
2023-01-27,94.47619047619048
2023-01-28,94.47619047619048
2023-01-29,62.98412698412699
2023-01-30,94.47619047619048
2023-01-31,94.47619047619048
2023-02-01,94.47619047619048
2023-02-02,125.96825396825398
2023-02-03,94.47619047619048
2023-02-04,94.47619047619048
2023-02-05,94.47619047619048
2023-02-06,125.96825396825398
2023-02-07,125.96825396825398
2023-02-08,125.96825396825398
2023-02-09,125.96825396825398
2023-02-10,220.44444444444446
2023-02-11,157.46031746031747
2023-02-12,94.47619047619048
2023-02-13,125.96825396825398
2023-02-14,125.96825396825398
2023-02-15,125.96825396825398
2023-02-16,125.96825396825398
2023-02-17,125.96825396825398
2023-02-18,125.96825396825398
2023-02-19,94.47619047619048
2023-02-20,125.96825396825398
2023-02-21,125.96825396825398
2023-02-22,157.46031746031747
2023-02-23,125.96825396825398
2023-02-24,125.96825396825398
2023-02-25,125.96825396825398
2023-02-26,157.46031746031747
2023-02-27,125.96825396825398
2023-02-28,125.96825396825398
2023-03-01,125.96825396825398
2023-03-02,157.46031746031747
2023-03-03,188.95238095238096
2023-03-04,157.46031746031747
2023-03-05,157.46031746031747
2023-03-06,283.42857142857144
2023-03-07,409.3968253968254
2023-03-08,850.2857142857143
2023-03-09,913.2698412698413
2023-03-10,787.3015873015873
2023-03-11,1322.6666666666667
2023-03-12,2393.3968253968255
2023-03-13,1763.5555555555557
2023-03-14,1480.126984126984
2023-03-15,1448.6349206349207
2023-03-16,2141.4603174603176
2023-03-17,881.7777777777778
2023-03-18,1637.5873015873017
2023-03-19,2582.3492063492067
2023-03-20,2078.476190476191
2023-03-21,3149.2063492063494
2023-03-22,2865.777777777778
2023-03-23,346.41269841269843
2023-03-24,220.44444444444446
2023-03-25,157.46031746031747
2023-03-26,157.46031746031747
2023-03-27,125.96825396825398
2023-03-28,125.96825396825398
2023-03-29,125.96825396825398
2023-03-30,125.96825396825398
2023-03-31,125.96825396825398
2023-04-01,94.47619047619048
2023-04-02,94.47619047619048
2023-04-03,94.47619047619048
2023-04-04,94.47619047619048
2023-04-05,94.47619047619048
2023-04-06,94.47619047619048
2023-04-07,94.47619047619048
2023-04-08,94.47619047619048
2023-04-09,62.98412698412699
2023-04-10,94.47619047619048
2023-04-11,94.47619047619048
2023-04-12,125.96825396825398
2023-04-13,94.47619047619048
2023-04-14,94.47619047619048
2023-04-15,94.47619047619048
2023-04-16,62.98412698412699
2023-04-17,94.47619047619048
2023-04-18,94.47619047619048
2023-04-19,94.47619047619048
2023-04-20,94.47619047619048
2023-04-21,94.47619047619048
2023-04-22,94.47619047619048
2023-04-23,62.98412698412699
2023-04-24,94.47619047619048
2023-04-25,94.47619047619048
2023-04-26,97.44544217687076
2023-04-27,97.44544217687076
2023-04-28,92.04680272108845
2023-04-29,67.12308390022676
2023-04-30,63.34403628117914
2023-05-01,89.34748299319729
2023-05-02,95.82585034013607
2023-05-03,99.06503401360546
2023-05-04,94.20625850340137
2023-05-05,89.88734693877552
2023-05-06,70.36226757369616
2023-05-07,67.12308390022676
2023-05-08,89.34748299319729
2023-05-09,90.96707482993199
2023-05-10,95.28598639455782
2023-05-11,90.96707482993199
2023-05-12,92.58666666666667
2023-05-13,68.20281179138323
2023-05-14,61.72444444444445
2023-05-15,72.52172335600908
2023-05-16,92.04680272108845
2023-05-17,92.04680272108845
2023-05-18,93.1265306122449
2023-05-19,93.1265306122449
2023-05-20,68.20281179138323
2023-05-21,62.80417233560091
2023-05-22,71.44199546485262
2023-05-23,91.5069387755102
2023-05-24,95.28598639455782
2023-05-25,94.7461224489796
2023-05-26,91.77687074829933
2023-05-27,66.94312925170068
2023-05-28,56.145850340136064
2023-05-29,58.30530612244899
2023-05-30,82.05931972789116
2023-05-31,89.61741496598641
2023-06-01,93.93632653061226
2023-06-02,87.45795918367348
2023-06-03,76.66068027210885
2023-06-04,57.22557823129252
2023-06-05,75.5809523809524
2023-06-06,98.25523809523811
2023-06-07,95.01605442176871
2023-06-08,93.93632653061226
2023-06-09,85.29850340136055
2023-06-10,75.5809523809524
2023-06-11,59.38503401360545
2023-06-12,82.05931972789116
2023-06-13,90.69714285714286
2023-06-14,98.25523809523811
2023-06-15,90.69714285714286
2023-06-16,88.53768707482995
2023-06-17,77.74040816326531
2023-06-18,65.86340136054423
2023-06-19,83.13904761904763
2023-06-20,82.05931972789116
2023-06-21,93.93632653061226
2023-06-22,97.17551020408165
2023-06-23,93.93632653061226
2023-06-24,72.341768707483
2023-06-25,60.464761904761914
2023-06-26,73.42149659863946
2023-06-27,99.33496598639456
2023-06-28,95.01605442176871
2023-06-29,93.93632653061226
2023-06-30,85.29850340136055
2023-07-01,72.341768707483
2023-07-02,62.62421768707484
2023-07-03,70.18231292517008
2023-07-04,61.54448979591837
2023-07-05,75.5809523809524
2023-07-06,93.93632653061226
2023-07-07,95.01605442176871
2023-07-08,77.74040816326531
2023-07-09,60.464761904761914
2023-07-10,78.82013605442178
2023-07-11,96.09578231292518
2023-07-12,97.17551020408165
2023-07-13,88.53768707482995
2023-07-14,88.53768707482995
2023-07-15,71.26204081632655
2023-07-16,61.54448979591837
2023-07-17,74.50122448979593
2023-07-18,95.01605442176871
2023-07-19,91.77687074829933
2023-07-20,84.2187755102041
2023-07-21,83.13904761904763
2023-07-22,74.50122448979593
2023-07-23,53.98639455782314
2023-07-24,82.05931972789116
2023-07-25,90.69714285714286
2023-07-26,95.01605442176871
2023-07-27,88.53768707482995
2023-07-28,88.53768707482995
2023-07-29,64.78367346938776
2023-07-30,66.94312925170068
2023-07-31,79.89986394557825
2023-08-01,87.45795918367348
2023-08-02,84.2187755102041
2023-08-03,93.93632653061226
2023-08-04,89.61741496598641
2023-08-05,59.38503401360545
2023-08-06,64.78367346938776
2023-08-07,71.26204081632655
2023-08-08,92.8565986394558
2023-08-09,91.77687074829933
2023-08-10,89.61741496598641
2023-08-11,89.61741496598641
2023-08-12,72.341768707483
2023-08-13,57.22557823129252
2023-08-14,74.50122448979593
2023-08-15,86.37823129251701
2023-08-16,88.53768707482995
2023-08-17,82.05931972789116
2023-08-18,92.8565986394558
2023-08-19,72.341768707483
2023-08-20,56.145850340136064
2023-08-21,83.13904761904763
2023-08-22,80.9795918367347
2023-08-23,100.41469387755103
2023-08-24,93.93632653061226
2023-08-25,78.82013605442178
2023-08-26,66.94312925170068
2023-08-27,60.464761904761914
2023-08-28,75.5809523809524
2023-08-29,95.01605442176871
2023-08-30,95.01605442176871
2023-08-31,84.2187755102041
2023-09-01,92.8565986394558
2023-09-02,68.02285714285715
2023-09-03,53.98639455782314
2023-09-04,56.145850340136064
2023-09-05,65.86340136054423
2023-09-06,98.25523809523811
2023-09-07,87.45795918367348
2023-09-08,79.89986394557825
2023-09-09,70.18231292517008
2023-09-10,59.38503401360545
2023-09-11,82.05931972789116
2023-09-12,90.69714285714286
2023-09-13,98.25523809523811
2023-09-14,98.25523809523811
2023-09-15,87.45795918367348
2023-09-16,70.18231292517008
2023-09-17,53.98639455782314
2023-09-18,82.05931972789116
2023-09-19,97.17551020408165
2023-09-20,98.25523809523811
2023-09-21,95.01605442176871
2023-09-22,84.2187755102041
2023-09-23,74.50122448979593
2023-09-24,62.62421768707484
2023-09-25,86.37823129251701
2023-09-26,95.01605442176871
2023-09-27,102.57414965986396
2023-09-28,95.01605442176871
2023-09-29,90.69714285714286
2023-09-30,76.66068027210885
2023-10-01,76.66068027210885
2023-10-02,79.89986394557825
2023-10-03,95.01605442176871
2023-10-04,102.57414965986396
2023-10-05,93.93632653061226
2023-10-06,93.93632653061226
2023-10-07,71.26204081632655
2023-10-08,57.22557823129252
2023-10-09,83.13904761904763
2023-10-10,89.61741496598641
2023-10-11,98.25523809523811
2023-10-12,93.93632653061226
2023-10-13,90.69714285714286
2023-10-14,66.94312925170068
2023-10-15,58.30530612244899
2023-10-16,82.05931972789116
2023-10-17,91.77687074829933
2023-10-18,101.4944217687075
2023-10-19,95.01605442176871
2023-10-20,95.01605442176871
2023-10-21,74.50122448979593
2023-10-22,61.54448979591837
2023-10-23,79.89986394557825
2023-10-24,96.09578231292518
2023-10-25,92.8565986394558
2023-10-26,88.53768707482995
2023-10-27,87.45795918367348
2023-10-28,77.74040816326531
2023-10-29,73.42149659863946
2023-10-30,84.2187755102041
2023-10-31,99.33496598639456
2023-11-01,98.25523809523811
2023-11-02,103.65387755102043
2023-11-03,85.29850340136055
2023-11-04,73.42149659863946
2023-11-05,60.464761904761914
2023-11-06,87.45795918367348
2023-11-07,92.8565986394558
2023-11-08,101.4944217687075
2023-11-09,103.65387755102043
2023-11-10,93.93632653061226
2023-11-11,71.26204081632655
2023-11-12,60.464761904761914
2023-11-13,84.2187755102041
2023-11-14,96.09578231292518
2023-11-15,99.33496598639456
2023-11-16,107.97278911564628
2023-11-17,87.45795918367348
2023-11-18,72.341768707483
2023-11-19,62.62421768707484
2023-11-20,79.89986394557825
2023-11-21,90.69714285714286
2023-11-22,92.8565986394558
2023-11-23,59.38503401360545
2023-11-24,49.66748299319728
2023-11-25,55.0661224489796
2023-11-26,48.58775510204082
2023-11-27,75.5809523809524
2023-11-28,91.77687074829933
2023-11-29,91.77687074829933
2023-11-30,92.8565986394558
2023-12-01,87.45795918367348
2023-12-02,76.66068027210885
2023-12-03,53.98639455782314
2023-12-04,73.42149659863946
2023-12-05,92.8565986394558
2023-12-06,97.17551020408165
2023-12-07,102.57414965986396
2023-12-08,97.17551020408165
2023-12-09,80.9795918367347
2023-12-10,64.78367346938776
2023-12-11,78.82013605442178
2023-12-12,91.77687074829933
2023-12-13,92.8565986394558
2023-12-14,82.05931972789116
2023-12-15,87.45795918367348
2023-12-16,65.86340136054423
2023-12-17,50.74721088435375
2023-12-18,66.94312925170068
2023-12-19,85.29850340136055
2023-12-20,84.2187755102041
2023-12-21,83.13904761904763
2023-12-22,85.73039455782313
2023-12-23,61.54448979591838
2023-12-24,52.06987755102042
2023-12-25,40.51678911564626
2023-12-26,64.1628299319728
2023-12-27,72.32827210884355
2023-12-28,81.80288435374152
2023-12-29,72.32827210884355
2023-12-30,71.78840816326533
2023-12-31,46.293333333333344
2024-01-01,43.13512925170069
2024-01-02,71.78840816326533
2024-01-03,83.11205442176873
2024-01-04,79.95385034013607
2024-01-05,86.27025850340138
2024-01-06,67.32103401360544
2024-01-07,52.06987755102042
2024-01-08,61.54448979591838
2024-01-09,88.11929251700681
2024-01-10,95.2050068027211
2024-01-11,86.27025850340138
2024-01-12,84.42122448979595
2024-01-13,66.01186394557826
2024-01-14,46.293333333333344
2024-01-15,61.54448979591838
2024-01-16,74.94661224489798
2024-01-17,90.73763265306124
2024-01-18,91.27749659863947
2024-01-19,92.58666666666669
2024-01-20,72.32827210884355
2024-01-21,58.467265306122464
2024-01-22,81.54644897959186
2024-01-23,95.39395918367349
2024-01-24,101.54840816326534
2024-01-25,93.85534693877554
2024-01-26,92.31673469387758
2024-01-27,81.54644897959186
2024-01-28,61.54448979591838
2024-01-29,78.46922448979593
2024-01-30,93.85534693877554
2024-01-31,101.54840816326534
2024-02-01,103.08702040816328
2024-02-02,93.85534693877554
2024-02-03,80.0078367346939
2024-02-04,69.23755102040818
2024-02-05,87.70089795918369
2024-02-06,100.00979591836737
2024-02-07,98.47118367346941
2024-02-08,101.54840816326534
2024-02-09,100.00979591836737
2024-02-10,78.46922448979593
2024-02-11,60.005877551020426
2024-02-12,78.46922448979593
2024-02-13,95.39395918367349
2024-02-14,103.08702040816328
2024-02-15,93.85534693877554
2024-02-16,95.39395918367349
2024-02-17,89.23951020408165
2024-02-18,69.23755102040818
2024-02-19,83.08506122448982
2024-02-20,98.47118367346941
2024-02-21,106.16424489795921
2024-02-22,100.00979591836737
2024-02-23,101.54840816326534
2024-02-24,84.62367346938778
2024-02-25,56.9286530612245
2024-02-26,87.70089795918369
2024-02-27,101.54840816326534
2024-02-28,101.54840816326534
2024-02-29,101.54840816326534
2024-03-01,100.00979591836737
2024-03-02,80.0078367346939
2024-03-03,60.005877551020426
2024-03-04,83.08506122448982
2024-03-05,103.08702040816328
2024-03-06,95.39395918367349
2024-03-07,104.62563265306125
2024-03-08,95.39395918367349
2024-03-09,78.46922448979593
2024-03-10,63.08310204081634
2024-03-11,78.46922448979593
2024-03-12,93.85534693877554
2024-03-13,96.93257142857145
2024-03-14,92.31673469387758
2024-03-15,95.39395918367349
2024-03-16,70.77616326530614
2024-03-17,56.9286530612245
2024-03-18,87.70089795918369
2024-03-19,103.08702040816328
2024-03-20,107.70285714285717
2024-03-21,86.16228571428573
2024-03-22,92.31673469387758
2024-03-23,81.54644897959186
2024-03-24,67.69893877551021
2024-03-25,87.70089795918369
2024-03-26,96.93257142857145
2024-03-27,100.00979591836737
2024-03-28,107.70285714285717
2024-03-29,89.23951020408165
2024-03-30,70.77616326530614
2024-03-31,64.6217142857143
2024-04-01,80.0078367346939
2024-04-02,92.31673469387758
2024-04-03,104.62563265306125
2024-04-04,96.93257142857145
2024-04-05,87.70089795918369
2024-04-06,72.3147755102041
2024-04-07,60.005877551020426
2024-04-08,78.46922448979593
2024-04-09,95.39395918367349
2024-04-10,98.47118367346941
2024-04-11,98.47118367346941
2024-04-12,92.31673469387758
2024-04-13,80.0078367346939
2024-04-14,67.69893877551021
2024-04-15,86.16228571428573
2024-04-16,98.47118367346941
2024-04-17,101.54840816326534
2024-04-18,98.47118367346941
2024-04-19,92.31673469387758
2024-04-20,80.0078367346939
2024-04-21,83.08506122448982
2024-04-22,96.93257142857145
2024-04-23,96.93257142857145
2024-04-24,107.70285714285717
2024-04-25,95.39395918367349
2024-04-26,92.31673469387758
2024-04-27,76.93061224489797
2024-04-28,60.005877551020426
2024-04-29,89.23951020408165
2024-04-30,92.31673469387758
2024-05-01,96.93257142857145
2024-05-02,92.31673469387758
2024-05-03,95.39395918367349
2024-05-04,78.46922448979593
2024-05-05,73.85338775510206
2024-05-06,81.54644897959186
2024-05-07,93.85534693877554
2024-05-08,98.47118367346941
2024-05-09,93.85534693877554
2024-05-10,98.47118367346941
2024-05-11,64.6217142857143
2024-05-12,56.9286530612245
2024-05-13,83.08506122448982
2024-05-14,93.85534693877554
2024-05-15,95.39395918367349
2024-05-16,95.39395918367349
2024-05-17,89.23951020408165
2024-05-18,73.85338775510206
2024-05-19,67.69893877551021
2024-05-20,76.93061224489797
2024-05-21,93.85534693877554
2024-05-22,90.77812244897962
2024-05-23,90.77812244897962
2024-05-24,92.31673469387758
2024-05-25,72.3147755102041
2024-05-26,49.235591836734706
2024-05-27,53.851428571428585
2024-05-28,73.85338775510206
2024-05-29,92.31673469387758
2024-05-30,92.31673469387758
2024-05-31,86.16228571428573
2024-06-01,73.85338775510206
2024-06-02,52.31281632653062
2024-06-03,73.85338775510206
2024-06-04,87.70089795918369
2024-06-05,92.31673469387758
2024-06-06,101.54840816326534
2024-06-07,86.16228571428573
2024-06-08,72.3147755102041
2024-06-09,52.31281632653062
2024-06-10,81.54644897959186
2024-06-11,98.47118367346941
2024-06-12,90.77812244897962
2024-06-13,98.47118367346941
2024-06-14,93.85534693877554
2024-06-15,69.23755102040818
2024-06-16,66.16032653061227
2024-06-17,86.16228571428573
2024-06-18,92.31673469387758
2024-06-19,89.23951020408165
2024-06-20,92.31673469387758
2024-06-21,84.62367346938778
2024-06-22,67.69893877551021
2024-06-23,52.31281632653062
2024-06-24,78.46922448979593
2024-06-25,93.85534693877554
2024-06-26,95.39395918367349
2024-06-27,92.31673469387758
2024-06-28,86.16228571428573
2024-06-29,63.08310204081634
2024-06-30,56.9286530612245
2024-07-01,81.54644897959186
2024-07-02,89.23951020408165
2024-07-03,96.93257142857145
2024-07-04,69.23755102040818
2024-07-05,153.86122448979594
2024-07-06,84.62367346938778
2024-07-07,73.85338775510206
2024-07-08,75.39200000000002
2024-07-09,92.31673469387758
2024-07-10,95.39395918367349
2024-07-11,89.23951020408165
2024-07-12,95.39395918367349
2024-07-13,67.69893877551021
2024-07-14,50.77420408163267
2024-07-15,78.46922448979593
2024-07-16,93.85534693877554
2024-07-17,96.93257142857145
2024-07-18,95.39395918367349
2024-07-19,84.62367346938778
2024-07-20,64.6217142857143
2024-07-21,50.77420408163267
2024-07-22,84.62367346938778
2024-07-23,90.77812244897962
2024-07-24,92.31673469387758
2024-07-25,92.31673469387758
2024-07-26,81.54644897959186
2024-07-27,70.77616326530614
2024-07-28,55.39004081632655
2024-07-29,80.0078367346939
2024-07-30,86.16228571428573
2024-07-31,92.31673469387758
2024-08-01,87.70089795918369
2024-08-02,83.08506122448982
2024-08-03,72.3147755102041
2024-08-04,61.54448979591838
2024-08-05,75.39200000000002
2024-08-06,81.54644897959186
2024-08-07,95.39395918367349
2024-08-08,86.16228571428573
2024-08-09,80.0078367346939
2024-08-10,69.23755102040818
2024-08-11,55.39004081632655
2024-08-12,75.39200000000002
2024-08-13,86.16228571428573
2024-08-14,95.39395918367349
2024-08-15,90.77812244897962
2024-08-16,86.16228571428573
2024-08-17,66.16032653061227
2024-08-18,50.38955102040818
2024-08-19,72.6994285714286
2024-08-20,88.85485714285716
2024-08-21,94.04767346938777
2024-08-22,92.31673469387758
2024-08-23,84.62367346938777
2024-08-24,65.77567346938778
2024-08-25,55.58236734693879
2024-08-26,73.46873469387756
2024-08-27,86.35461224489798
2024-08-28,84.62367346938777
2024-08-29,94.04767346938777
2024-08-30,84.62367346938777
2024-08-31,63.27542857142859
2024-09-01,53.851428571428585
2024-09-02,50.38955102040818
2024-09-03,68.4682448979592
2024-09-04,84.62367346938777
2024-09-05,86.35461224489798
2024-09-06,82.89273469387757
2024-09-07,72.6994285714286
2024-09-08,53.851428571428585
2024-09-09,75.19967346938778
2024-09-10,86.35461224489798
2024-09-11,91.5474285714286
2024-09-12,90.58579591836737
2024-09-13,86.35461224489798
2024-09-14,69.23755102040818
2024-09-15,62.31379591836736
2024-09-16,82.89273469387757
2024-09-17,96.16326530612247
2024-09-18,103.85632653061226
2024-09-19,94.24000000000002
2024-09-20,88.47020408163267
2024-09-21,76.93061224489797
2024-09-22,55.77469387755103
