Time,you_people
2022-04-25,92.0
2022-04-26,94.0
2022-04-27,91.0
2022-04-28,96.0
2022-04-29,85.0
2022-04-30,69.0
2022-05-01,70.0
2022-05-02,100.0
2022-05-03,89.0
2022-05-04,90.0
2022-05-05,91.0
2022-05-06,82.0
2022-05-07,67.0
2022-05-08,68.0
2022-05-09,95.0
2022-05-10,91.0
2022-05-11,97.0
2022-05-12,92.0
2022-05-13,80.0
2022-05-14,63.0
2022-05-15,62.0
2022-05-16,86.0
2022-05-17,88.0
2022-05-18,81.0
2022-05-19,84.0
2022-05-20,74.0
2022-05-21,64.0
2022-05-22,67.0
2022-05-23,77.0
2022-05-24,80.0
2022-05-25,72.0
2022-05-26,74.0
2022-05-27,65.0
2022-05-28,64.0
2022-05-29,64.0
2022-05-30,64.0
2022-05-31,68.0
2022-06-01,64.0
2022-06-02,67.0
2022-06-03,69.0
2022-06-04,60.0
2022-06-05,70.0
2022-06-06,67.0
2022-06-07,69.0
2022-06-08,69.0
2022-06-09,68.0
2022-06-10,66.0
2022-06-11,61.0
2022-06-12,61.0
2022-06-13,64.0
2022-06-14,68.0
2022-06-15,67.0
2022-06-16,63.0
2022-06-17,58.0
2022-06-18,63.0
2022-06-19,66.0
2022-06-20,63.0
2022-06-21,67.0
2022-06-22,64.0
2022-06-23,69.0
2022-06-24,64.0
2022-06-25,70.0
2022-06-26,67.0
2022-06-27,67.0
2022-06-28,61.0
2022-06-29,64.0
2022-06-30,63.0
2022-07-01,62.0
2022-07-02,61.0
2022-07-03,64.0
2022-07-04,66.0
2022-07-05,64.0
2022-07-06,61.0
2022-07-07,64.0
2022-07-08,59.0
2022-07-09,75.0
2022-07-10,62.0
2022-07-11,69.0
2022-07-12,64.0
2022-07-13,65.0
2022-07-14,62.0
2022-07-15,62.0
2022-07-16,64.0
2022-07-17,72.0
2022-07-18,67.0
2022-07-19,65.0
2022-07-20,64.0
2022-07-21,63.0
2022-07-22,61.0
2022-07-23,61.0
2022-07-24,65.0
2022-07-25,63.0
2022-07-26,64.0
2022-07-27,61.0
2022-07-28,59.0
2022-07-29,62.0
2022-07-30,61.0
2022-07-31,64.0
2022-08-01,60.0
2022-08-02,63.0
2022-08-03,57.0
2022-08-04,61.0
2022-08-05,62.0
2022-08-06,60.0
2022-08-07,67.0
2022-08-08,62.0
2022-08-09,62.0
2022-08-10,58.0
2022-08-11,58.0
2022-08-12,62.0
2022-08-13,54.0
2022-08-14,61.0
2022-08-15,57.0
2022-08-16,61.0
2022-08-17,66.0
2022-08-18,65.0
2022-08-19,61.0
2022-08-20,62.0
2022-08-21,61.0
2022-08-22,67.0
2022-08-23,71.0
2022-08-24,70.0
2022-08-25,78.0
2022-08-26,70.0
2022-08-27,63.0
2022-08-28,67.0
2022-08-29,74.4
2022-08-30,74.9
2022-08-31,75.4
2022-09-01,70.69999999999999
2022-09-02,71.19999999999999
2022-09-03,61.099999999999994
2022-09-04,64.8
2022-09-05,68.0
2022-09-06,77.6
2022-09-07,74.4
2022-09-08,78.1
2022-09-09,78.6
2022-09-10,61.599999999999994
2022-09-11,64.8
2022-09-12,85.0
2022-09-13,78.6
2022-09-14,81.8
2022-09-15,88.69999999999999
2022-09-16,74.9
2022-09-17,67.0
2022-09-18,64.8
2022-09-19,90.9
2022-09-20,85.0
2022-09-21,84.5
2022-09-22,85.0
2022-09-23,75.4
2022-09-24,60.599999999999994
2022-09-25,68.5
2022-09-26,85.5
2022-09-27,80.8
2022-09-28,81.6
2022-09-29,78.2
2022-09-30,78.2
2022-10-01,61.199999999999996
2022-10-02,64.6
2022-10-03,85.0
2022-10-04,85.0
2022-10-05,85.0
2022-10-06,85.0
2022-10-07,78.2
2022-10-08,64.6
2022-10-09,71.39999999999999
2022-10-10,85.0
2022-10-11,85.0
2022-10-12,88.39999999999999
2022-10-13,91.8
2022-10-14,81.6
2022-10-15,64.6
2022-10-16,64.6
2022-10-17,85.0
2022-10-18,85.0
2022-10-19,85.0
2022-10-20,81.6
2022-10-21,78.2
2022-10-22,64.6
2022-10-23,68.0
2022-10-24,88.39999999999999
2022-10-25,88.39999999999999
2022-10-26,88.39999999999999
2022-10-27,91.8
2022-10-28,74.8
2022-10-29,61.199999999999996
2022-10-30,64.6
2022-10-31,85.0
2022-11-01,88.39999999999999
2022-11-02,91.8
2022-11-03,91.8
2022-11-04,88.39999999999999
2022-11-05,64.6
2022-11-06,64.6
2022-11-07,91.8
2022-11-08,85.0
2022-11-09,78.2
2022-11-10,81.6
2022-11-11,64.6
2022-11-12,57.8
2022-11-13,64.6
2022-11-14,88.39999999999999
2022-11-15,85.0
2022-11-16,85.0
2022-11-17,95.2
2022-11-18,85.0
2022-11-19,57.8
2022-11-20,64.6
2022-11-21,71.39999999999999
2022-11-22,71.39999999999999
2022-11-23,64.6
2022-11-24,61.199999999999996
2022-11-25,57.8
2022-11-26,54.4
2022-11-27,64.6
2022-11-28,74.8
2022-11-29,78.2
2022-11-30,88.39999999999999
2022-12-01,85.0
2022-12-02,81.6
2022-12-03,57.8
2022-12-04,61.199999999999996
2022-12-05,98.6
2022-12-06,98.6
2022-12-07,95.2
2022-12-08,95.2
2022-12-09,85.0
2022-12-10,64.6
2022-12-11,61.199999999999996
2022-12-12,91.8
2022-12-13,88.39999999999999
2022-12-14,85.0
2022-12-15,85.0
2022-12-16,71.39999999999999
2022-12-17,61.199999999999996
2022-12-18,57.8
2022-12-19,64.6
2022-12-20,68.0
2022-12-21,68.0
2022-12-22,57.8
2022-12-23,61.199999999999996
2022-12-24,57.8
2022-12-25,54.4
2022-12-26,54.4
2022-12-27,61.199999999999996
2022-12-28,61.199999999999996
2022-12-29,61.199999999999996
2022-12-30,61.199999999999996
2022-12-31,61.199999999999996
2023-01-01,57.8
2023-01-02,64.6
2023-01-03,64.6
2023-01-04,71.39999999999999
2023-01-05,81.6
2023-01-06,91.8
2023-01-07,71.39999999999999
2023-01-08,68.0
2023-01-09,85.0
2023-01-10,81.6
2023-01-11,85.0
2023-01-12,88.39999999999999
2023-01-13,85.0
2023-01-14,61.199999999999996
2023-01-15,64.6
2023-01-16,64.6
2023-01-17,102.0
2023-01-18,95.2
2023-01-19,98.6
2023-01-20,95.2
2023-01-21,78.2
2023-01-22,91.8
2023-01-23,98.6
2023-01-24,108.8
2023-01-25,102.0
2023-01-26,112.2
2023-01-27,176.79999999999998
2023-01-28,340.0
2023-01-29,329.8
2023-01-30,238.0
2023-01-31,214.2
2023-02-01,187.0
2023-02-02,163.2
2023-02-03,156.4
2023-02-04,180.2
2023-02-05,187.0
2023-02-06,142.79999999999998
2023-02-07,136.0
2023-02-08,125.8
2023-02-09,125.8
2023-02-10,115.6
2023-02-11,105.39999999999999
2023-02-12,105.39999999999999
2023-02-13,102.0
2023-02-14,95.2
2023-02-15,108.8
2023-02-16,102.0
2023-02-17,95.2
2023-02-18,88.39999999999999
2023-02-19,88.39999999999999
2023-02-20,91.8
2023-02-21,95.2
2023-02-22,95.2
2023-02-23,98.6
2023-02-24,95.2
2023-02-25,74.8
2023-02-26,81.6
2023-02-27,105.39999999999999
2023-02-28,95.2
2023-03-01,95.2
2023-03-02,95.2
2023-03-03,88.39999999999999
2023-03-04,71.39999999999999
2023-03-05,68.0
2023-03-06,98.6
2023-03-07,98.6
2023-03-08,95.2
2023-03-09,95.2
2023-03-10,85.0
2023-03-11,64.6
2023-03-12,71.39999999999999
2023-03-13,85.0
2023-03-14,85.0
2023-03-15,85.0
2023-03-16,81.6
2023-03-17,78.2
2023-03-18,61.199999999999996
2023-03-19,68.0
2023-03-20,91.8
2023-03-21,85.0
2023-03-22,91.8
2023-03-23,91.8
2023-03-24,91.8
2023-03-25,64.6
2023-03-26,68.0
2023-03-27,95.2
2023-03-28,88.39999999999999
2023-03-29,95.2
2023-03-30,95.2
2023-03-31,74.8
2023-04-01,61.199999999999996
2023-04-02,68.0
2023-04-03,95.2
2023-04-04,85.0
2023-04-05,85.0
2023-04-06,85.0
2023-04-07,68.0
2023-04-08,64.6
2023-04-09,68.0
2023-04-10,78.2
2023-04-11,91.8
2023-04-12,88.39999999999999
2023-04-13,88.39999999999999
2023-04-14,78.2
2023-04-15,71.39999999999999
2023-04-16,71.39999999999999
2023-04-17,91.8
2023-04-18,91.8
2023-04-19,88.39999999999999
2023-04-20,95.2
2023-04-21,81.6
2023-04-22,68.0
2023-04-23,71.39999999999999
2023-04-24,95.2
2023-04-25,91.8
2023-04-26,92.48636265863627
2023-04-27,91.97442460744246
2023-04-28,85.50279630027963
2023-04-29,65.57597332759732
2023-04-30,67.78791137879114
2023-05-01,95.21023876102387
2023-05-02,91.46248655624865
2023-05-03,91.46248655624865
2023-05-04,98.9579909657991
2023-05-05,85.50279630027963
2023-05-06,64.04015917401591
2023-05-07,61.82822112282211
2023-05-08,95.72217681221768
2023-05-09,92.48636265863627
2023-05-10,87.71473435147342
2023-05-11,88.22667240266723
2023-05-12,84.47892019789202
2023-05-13,60.804345020434496
2023-05-14,61.82822112282211
2023-05-15,81.7550440955044
2023-05-16,84.99085824908582
2023-05-17,84.99085824908582
2023-05-18,87.71473435147342
2023-05-19,78.00729189072919
2023-05-20,61.82822112282211
2023-05-21,67.27597332759733
2023-05-22,81.2431060443106
2023-05-23,78.51922994192299
2023-05-24,78.51922994192299
2023-05-25,75.28341578834159
2023-05-26,62.45644224564422
2023-05-27,58.36093783609378
2023-05-28,63.48031834803183
2023-05-29,64.50419445041945
2023-05-30,68.59969885996988
2023-05-31,72.69520326952032
2023-06-01,69.6235749623575
2023-06-02,65.52807055280705
2023-06-03,62.45644224564422
2023-06-04,61.43256614325661
2023-06-05,69.6235749623575
2023-06-06,67.57582275758227
2023-06-07,69.6235749623575
2023-06-08,68.59969885996988
2023-06-09,63.48031834803183
2023-06-10,62.45644224564422
2023-06-11,65.52807055280705
2023-06-12,68.59969885996988
2023-06-13,63.48031834803183
2023-06-14,66.55194665519466
2023-06-15,64.50419445041945
2023-06-16,61.43256614325661
2023-06-17,58.36093783609378
2023-06-18,61.43256614325661
2023-06-19,67.57582275758227
2023-06-20,65.52807055280705
2023-06-21,64.50419445041945
2023-06-22,66.55194665519466
2023-06-23,62.45644224564422
2023-06-24,60.408690040869
2023-06-25,65.52807055280705
2023-06-26,64.50419445041945
2023-06-27,66.55194665519466
2023-06-28,63.48031834803183
2023-06-29,67.57582275758227
2023-06-30,59.38481393848139
2023-07-01,58.36093783609378
2023-07-02,68.59969885996988
2023-07-03,58.36093783609378
2023-07-04,58.36093783609378
2023-07-05,61.43256614325661
2023-07-06,63.48031834803183
2023-07-07,63.48031834803183
2023-07-08,63.48031834803183
2023-07-09,68.59969885996988
2023-07-10,64.50419445041945
2023-07-11,63.48031834803183
2023-07-12,58.36093783609378
2023-07-13,62.45644224564422
2023-07-14,62.45644224564422
2023-07-15,66.55194665519466
2023-07-16,66.55194665519466
2023-07-17,63.48031834803183
2023-07-18,65.52807055280705
2023-07-19,62.45644224564422
2023-07-20,61.43256614325661
2023-07-21,58.36093783609378
2023-07-22,59.38481393848139
2023-07-23,66.55194665519466
2023-07-24,63.48031834803183
2023-07-25,67.57582275758227
2023-07-26,62.45644224564422
2023-07-27,66.55194665519466
2023-07-28,60.408690040869
2023-07-29,59.38481393848139
2023-07-30,61.43256614325661
2023-07-31,61.43256614325661
2023-08-01,59.38481393848139
2023-08-02,57.33706173370617
2023-08-03,63.48031834803183
2023-08-04,59.38481393848139
2023-08-05,57.33706173370617
2023-08-06,60.408690040869
2023-08-07,61.43256614325661
2023-08-08,62.45644224564422
2023-08-09,62.45644224564422
2023-08-10,62.45644224564422
2023-08-11,62.45644224564422
2023-08-12,58.36093783609378
2023-08-13,65.52807055280705
2023-08-14,64.50419445041945
2023-08-15,62.45644224564422
2023-08-16,66.55194665519466
2023-08-17,67.57582275758227
2023-08-18,65.52807055280705
2023-08-19,58.36093783609378
2023-08-20,62.45644224564422
2023-08-21,67.57582275758227
2023-08-22,68.59969885996988
2023-08-23,73.71907937190794
2023-08-24,75.76683157668316
2023-08-25,73.71907937190794
2023-08-26,58.36093783609378
2023-08-27,68.59969885996988
2023-08-28,79.86233598623359
2023-08-29,80.8862120886212
2023-08-30,81.91008819100881
2023-08-31,76.79070767907076
2023-09-01,73.71907937190794
2023-09-02,59.38481393848139
2023-09-03,64.50419445041945
2023-09-04,69.6235749623575
2023-09-05,79.86233598623359
2023-09-06,82.93396429339643
2023-09-07,84.98171649817165
2023-09-08,76.79070767907076
2023-09-09,63.48031834803183
2023-09-10,67.57582275758227
2023-09-11,93.17272531727252
2023-09-12,84.98171649817165
2023-09-13,89.07722090772208
2023-09-14,94.19660141966014
2023-09-15,79.86233598623359
2023-09-16,64.50419445041945
2023-09-17,62.45644224564422
2023-09-18,97.26822972682297
2023-09-19,94.19660141966014
2023-09-20,96.24435362443536
2023-09-21,98.29210582921058
2023-09-22,86.00559260055925
2023-09-23,67.57582275758227
2023-09-24,70.6474510647451
2023-09-25,96.24435362443536
2023-09-26,96.24435362443536
2023-09-27,95.22047752204774
2023-09-28,98.29210582921058
2023-09-29,83.95784039578403
2023-09-30,61.43256614325661
2023-10-01,66.55194665519466
2023-10-02,92.14884921488492
2023-10-03,93.17272531727252
2023-10-04,97.26822972682297
2023-10-05,92.14884921488492
2023-10-06,81.91008819100881
2023-10-07,65.52807055280705
2023-10-08,62.45644224564422
2023-10-09,93.17272531727252
2023-10-10,88.05334480533448
2023-10-11,89.07722090772208
2023-10-12,90.1010970101097
2023-10-13,77.81458378145837
2023-10-14,62.45644224564422
2023-10-15,68.59969885996988
2023-10-16,91.1249731124973
2023-10-17,94.19660141966014
2023-10-18,92.14884921488492
2023-10-19,100.33985803398579
2023-10-20,87.02946870294687
2023-10-21,66.55194665519466
2023-10-22,63.48031834803183
2023-10-23,98.29210582921058
2023-10-24,95.22047752204774
2023-10-25,92.14884921488492
2023-10-26,94.19660141966014
2023-10-27,86.00559260055925
2023-10-28,58.36093783609378
2023-10-29,63.48031834803183
2023-10-30,98.29210582921058
2023-10-31,91.1249731124973
2023-11-01,90.1010970101097
2023-11-02,97.26822972682297
2023-11-03,88.05334480533448
2023-11-04,62.45644224564422
2023-11-05,68.59969885996988
2023-11-06,101.36373413637341
2023-11-07,98.29210582921058
2023-11-08,95.22047752204774
2023-11-09,91.1249731124973
2023-11-10,76.79070767907076
2023-11-11,65.52807055280705
2023-11-12,63.48031834803183
2023-11-13,98.29210582921058
2023-11-14,99.31598193159819
2023-11-15,101.36373413637341
2023-11-16,99.31598193159819
2023-11-17,94.19660141966014
2023-11-18,64.50419445041945
2023-11-19,62.45644224564422
2023-11-20,83.95784039578403
2023-11-21,71.67132716713272
2023-11-22,63.48031834803183
2023-11-23,58.36093783609378
2023-11-24,55.28930952893095
2023-11-25,58.36093783609378
2023-11-26,66.55194665519466
2023-11-27,88.05334480533448
2023-11-28,97.26822972682297
2023-11-29,102.38761023876101
2023-11-30,99.31598193159819
2023-12-01,86.00559260055925
2023-12-02,62.45644224564422
2023-12-03,66.55194665519466
2023-12-04,101.36373413637341
2023-12-05,98.29210582921058
2023-12-06,98.29210582921058
2023-12-07,99.31598193159819
2023-12-08,93.17272531727252
2023-12-09,60.408690040869
2023-12-10,67.57582275758227
2023-12-11,91.1249731124973
2023-12-12,93.17272531727252
2023-12-13,93.17272531727252
2023-12-14,99.31598193159819
2023-12-15,83.95784039578403
2023-12-16,62.45644224564422
2023-12-17,67.57582275758227
2023-12-18,71.67132716713272
2023-12-19,75.76683157668316
2023-12-20,70.6474510647451
2023-12-21,65.52807055280705
2023-12-22,64.16891578415861
2023-12-23,65.781433785661
2023-12-24,61.53252168026861
2023-12-25,56.22138154852813
2023-12-26,57.28360957487622
2023-12-27,60.47029365392051
2023-12-28,61.53252168026861
2023-12-29,64.16891578415861
2023-12-30,63.656977732964805
2023-12-31,63.106687757810505
2024-01-01,61.53252168026861
2024-01-02,59.92000367876622
2024-01-03,66.84366181200909
2024-01-04,76.36536212518146
2024-01-05,72.66673999494338
2024-01-06,59.40806562757241
2024-01-07,63.656977732964805
2024-01-08,75.85342407398767
2024-01-09,75.85342407398767
2024-01-10,90.17432646770672
2024-01-11,98.1218607033372
2024-01-12,83.80095830961814
2024-01-13,65.2311438105067
2024-01-14,60.982231705114316
2024-01-15,62.5947497066167
2024-01-16,77.97788012668386
2024-01-17,84.86318633596625
2024-01-18,92.29878252040291
2024-01-19,84.86318633596625
2024-01-20,68.41782788955098
2024-01-21,73.738856670675
2024-01-22,93.54929577622948
2024-01-23,94.64987572653807
2024-01-24,102.35393537869815
2024-01-25,105.6556752296239
2024-01-26,86.945816074378
2024-01-27,68.2359569191321
2024-01-28,69.33653686944068
2024-01-29,102.35393537869815
2024-01-30,107.85683513024107
2024-01-31,105.6556752296239
2024-02-01,100.15277547808098
2024-02-02,93.54929577622948
2024-02-03,68.2359569191321
2024-02-04,75.94001657129218
2024-02-05,102.35393537869815
2024-02-06,100.15277547808098
2024-02-07,104.55509527931531
2024-02-08,107.85683513024107
2024-02-09,95.75045567684666
2024-02-10,68.2359569191321
2024-02-11,72.63827672036643
2024-02-12,95.75045567684666
2024-02-13,104.55509527931531
2024-02-14,88.04639602468657
2024-02-15,100.15277547808098
2024-02-16,92.44871582592091
2024-02-17,71.53769677005785
2024-02-18,81.44291632283509
2024-02-19,81.44291632283509
2024-02-20,102.35393537869815
2024-02-21,102.35393537869815
2024-02-22,100.15277547808098
2024-02-23,97.95161557746383
2024-02-24,71.53769677005785
2024-02-25,74.83943662098359
2024-02-26,107.85683513024107
2024-02-27,107.85683513024107
2024-02-28,102.35393537869815
2024-02-29,110.05799503085822
2024-03-01,99.0521955277724
2024-03-02,72.63827672036643
2024-03-03,79.24175642221792
2024-03-04,106.75625517993248
2024-03-05,101.25335542838957
2024-03-06,105.6556752296239
2024-03-07,105.6556752296239
2024-03-08,96.85103562715524
2024-03-09,61.63247721728061
2024-03-10,75.94001657129218
2024-03-11,94.64987572653807
2024-03-12,93.54929577622948
2024-03-13,90.24755592530374
2024-03-14,91.34813587561233
2024-03-15,81.44291632283509
2024-03-16,70.43711681974926
2024-03-17,77.04059652160076
2024-03-18,104.55509527931531
2024-03-19,99.0521955277724
2024-03-20,97.95161557746383
2024-03-21,96.85103562715524
2024-03-22,89.14697597499516
2024-03-23,69.33653686944068
2024-03-24,72.63827672036643
2024-03-25,94.64987572653807
2024-03-26,94.64987572653807
2024-03-27,93.54929577622948
2024-03-28,89.14697597499516
2024-03-29,72.63827672036643
2024-03-30,68.2359569191321
2024-03-31,69.33653686944068
2024-04-01,78.14117647190933
2024-04-02,92.44871582592091
2024-04-03,93.54929577622948
2024-04-04,93.54929577622948
2024-04-05,86.945816074378
2024-04-06,67.13537696882352
2024-04-07,69.33653686944068
2024-04-08,100.15277547808098
2024-04-09,100.15277547808098
2024-04-10,100.15277547808098
2024-04-11,103.45451532900672
2024-04-12,93.54929577622948
2024-04-13,72.63827672036643
2024-04-14,68.2359569191321
2024-04-15,104.55509527931531
2024-04-16,102.35393537869815
2024-04-17,105.6556752296239
2024-04-18,104.55509527931531
2024-04-19,92.44871582592091
2024-04-20,69.33653686944068
2024-04-21,75.94001657129218
2024-04-22,110.05799503085822
2024-04-23,102.35393537869815
2024-04-24,102.35393537869815
2024-04-25,105.6556752296239
2024-04-26,91.34813587561233
2024-04-27,70.43711681974926
2024-04-28,74.83943662098359
2024-04-29,106.75625517993248
2024-04-30,100.15277547808098
2024-05-01,105.6556752296239
2024-05-02,100.15277547808098
2024-05-03,91.34813587561233
2024-05-04,64.93421706820635
2024-05-05,73.738856670675
2024-05-06,103.45451532900672
2024-05-07,96.85103562715524
2024-05-08,107.85683513024107
2024-05-09,102.35393537869815
2024-05-10,94.64987572653807
2024-05-11,73.738856670675
2024-05-12,67.13537696882352
2024-05-13,92.44871582592091
2024-05-14,85.84523612406942
2024-05-15,93.54929577622948
2024-05-16,90.24755592530374
2024-05-17,84.74465617376083
2024-05-18,67.13537696882352
2024-05-19,70.43711681974926
2024-05-20,86.945816074378
2024-05-21,82.54349627314367
2024-05-22,83.64407622345225
2024-05-23,80.3423363725265
2024-05-24,71.53769677005785
2024-05-25,73.738856670675
2024-05-26,68.2359569191321
2024-05-27,69.33653686944068
2024-05-28,75.94001657129218
2024-05-29,80.3423363725265
2024-05-30,78.14117647190933
2024-05-31,68.2359569191321
2024-06-01,67.13537696882352
2024-06-02,78.14117647190933
2024-06-03,70.43711681974926
2024-06-04,73.738856670675
2024-06-05,77.04059652160076
2024-06-06,79.24175642221792
2024-06-07,70.43711681974926
2024-06-08,64.93421706820635
2024-06-09,70.43711681974926
2024-06-10,75.94001657129218
2024-06-11,78.14117647190933
2024-06-12,80.3423363725265
2024-06-13,73.738856670675
2024-06-14,68.2359569191321
2024-06-15,62.73305716758919
2024-06-16,69.33653686944068
2024-06-17,72.63827672036643
2024-06-18,71.53769677005785
2024-06-19,70.43711681974926
2024-06-20,69.33653686944068
2024-06-21,68.2359569191321
2024-06-22,69.33653686944068
2024-06-23,69.33653686944068
2024-06-24,68.2359569191321
2024-06-25,63.83363711789777
2024-06-26,68.2359569191321
2024-06-27,74.83943662098359
2024-06-28,66.03479701851494
2024-06-29,68.2359569191321
2024-06-30,71.53769677005785
2024-07-01,68.2359569191321
2024-07-02,69.33653686944068
2024-07-03,67.13537696882352
2024-07-04,70.43711681974926
2024-07-05,66.03479701851494
2024-07-06,63.83363711789777
2024-07-07,70.43711681974926
2024-07-08,71.53769677005785
2024-07-09,67.13537696882352
2024-07-10,69.33653686944068
2024-07-11,68.2359569191321
2024-07-12,68.2359569191321
2024-07-13,66.03479701851494
2024-07-14,67.13537696882352
2024-07-15,68.2359569191321
2024-07-16,71.53769677005785
2024-07-17,67.13537696882352
2024-07-18,69.33653686944068
2024-07-19,66.03479701851494
2024-07-20,64.93421706820635
2024-07-21,70.43711681974926
2024-07-22,67.13537696882352
2024-07-23,68.2359569191321
2024-07-24,68.2359569191321
2024-07-25,67.13537696882352
2024-07-26,68.2359569191321
2024-07-27,67.13537696882352
2024-07-28,69.33653686944068
2024-07-29,58.33073736635486
2024-07-30,61.63247721728061
2024-07-31,66.03479701851494
2024-08-01,66.03479701851494
2024-08-02,64.93421706820635
2024-08-03,64.93421706820635
2024-08-04,66.03479701851494
2024-08-05,63.83363711789777
2024-08-06,67.13537696882352
2024-08-07,66.03479701851494
2024-08-08,66.03479701851494
2024-08-09,64.93421706820635
2024-08-10,64.93421706820635
2024-08-11,67.13537696882352
2024-08-12,67.13537696882352
2024-08-13,68.2359569191321
2024-08-14,72.63827672036643
2024-08-15,71.53769677005785
2024-08-16,69.33653686944068
2024-08-17,66.03479701851494
2024-08-18,67.09316540393058
2024-08-19,71.97636345810926
2024-08-20,78.63065100098689
2024-08-21,73.74745294680821
2024-08-22,76.18905197389756
2024-08-23,74.96825246035289
2024-08-24,68.86425489262955
2024-08-25,73.74745294680821
2024-08-26,87.05602803256349
2024-08-27,90.04791703480711
2024-08-28,91.26871654835178
2024-08-29,88.27682754610814
2024-08-30,85.83522851901881
2024-08-31,71.30585391971888
2024-09-01,73.74745294680821
2024-09-02,76.73934194905185
2024-09-03,87.60631800771776
2024-09-04,89.49762705965281
2024-09-05,94.93111508898578
2024-09-06,91.26871654835178
2024-09-07,65.87236589038592
2024-09-08,76.73934194905185
2024-09-09,101.58540263186342
2024-09-10,102.1356926070177
2024-09-11,99.14380360477406
2024-09-12,100.91489309347304
2024-09-13,94.2606055505954
2024-09-14,69.53476443101992
2024-09-15,70.08505440617421
2024-09-16,107.01889066119637
2024-09-17,103.258468912118
2024-09-18,111.30458337280253
2024-09-19,101.91744983533725
2024-09-20,92.53031629787198
2024-09-21,71.07401106937992
2024-09-22,73.75604922294143
2024-09-23,105.94050706567951
2024-09-24,103.258468912118
2024-09-25,97.89439260499499
2024-09-26,96.55337352821424
2024-09-27,92.53031629787198
2024-09-28,71.07401106937992
2024-09-29,69.73299199259917
2024-09-30,103.258468912118
2024-10-01,107.28152614246027
2024-10-02,103.258468912118
2024-10-03,103.258468912118
2024-10-04,95.21235445143348
2024-10-05,72.41503014616067
2024-10-06,73.75604922294143
2024-10-07,100.5764307585565
2024-10-08,96.55337352821424
2024-10-09,97.89439260499499
2024-10-10,96.55337352821424
2024-10-11,79.12012553006444
2024-10-12,72.41503014616067
2024-10-13,73.75604922294143
2024-10-14,99.23541168177574
2024-10-15,100.5764307585565
2024-10-16,100.5764307585565
2024-10-17,103.258468912118
2024-10-18,93.87133537465273
2024-10-19,71.07401106937992
2024-10-20,73.75604922294143
2024-10-21,109.96356429602177
2024-10-22,108.62254521924102
2024-10-23,108.62254521924102
2024-10-24,107.28152614246027
2024-10-25,97.89439260499499
2024-10-26,75.09706829972218
2024-10-27,88.50725906752972
2024-10-28,111.30458337280253
2024-10-29,111.30458337280253
2024-10-30,109.96356429602177
2024-10-31,100.5764307585565
2024-11-01,89.84827814431047
2024-11-02,72.41503014616067
2024-11-03,75.09706829972218
2024-11-04,108.62254521924102
2024-11-05,96.55337352821424
2024-11-06,91.18929722109122
2024-11-07,108.62254521924102
2024-11-08,95.21235445143348
2024-11-09,72.41503014616067
2024-11-10,73.75604922294143
2024-11-11,104.59948798889876
2024-11-12,108.62254521924102
