Time,connections
2025-12-11,79
2025-12-12,84
2025-12-13,79
2025-12-14,72
2025-12-15,82
2025-12-16,84
2025-12-17,82
2025-12-18,74
2025-12-19,73
2025-12-20,71
2025-12-21,74
2025-12-22,74
2025-12-23,76
2025-12-24,80
2025-12-25,83
2025-12-26,80
2025-12-27,72
2025-12-28,64
2025-12-29,59
2025-12-30,59
2025-12-31,64
2026-01-01,72
2026-01-02,71
2026-01-03,74
2026-01-04,60
2026-01-05,77
2026-01-06,97
2026-01-07,82
2026-01-08,79
2026-01-09,88
2026-01-10,66
2026-01-11,59
2026-01-12,68
2026-01-13,72
2026-01-14,78
2026-01-15,75
2026-01-16,85
2026-01-17,63
2026-01-18,56
2026-01-19,68
2026-01-20,79
2026-01-21,88
2026-01-22,82
2026-01-23,79
2026-01-24,70
2026-01-25,68
2026-01-26,84
2026-01-27,92
2026-01-28,82
2026-01-29,77
2026-01-30,74
2026-01-31,59
2026-02-01,74
2026-02-02,80
2026-02-03,81
2026-02-04,84
2026-02-05,77
2026-02-06,83
2026-02-07,74
2026-02-08,68
2026-02-09,68
2026-02-10,77
2026-02-11,84
2026-02-12,91
2026-02-13,87
2026-02-14,70
2026-02-15,65
2026-02-16,83
2026-02-17,79
2026-02-18,69
2026-02-19,72
2026-02-20,89
2026-02-21,70
2026-02-22,58
2026-02-23,74
2026-02-24,81
2026-02-25,85
2026-02-26,92
2026-02-27,77
2026-02-28,66
2026-03-01,57
2026-03-02,74
2026-03-03,82
2026-03-04,88
2026-03-05,87
2026-03-06,83
2026-03-07,65
2026-03-08,82
2026-03-09,83
2026-03-10,77
2026-03-11,81
2026-03-12,82
2026-03-13,79
2026-03-14,75
2026-03-15,74
2026-03-16,78
2026-03-17,80
2026-03-18,90
2026-03-19,77
2026-03-20,85
2026-03-21,76
2026-03-22,67
2026-03-23,86
2026-03-24,94
2026-03-25,88
2026-03-26,88
2026-03-27,81
2026-03-28,70
2026-03-29,65
2026-03-30,78
2026-03-31,87
2026-04-01,100
2026-04-02,96
2026-04-03,78
2026-04-04,67
2026-04-05,79
2026-04-06,94
2026-04-07,84
2026-04-08,73
2026-04-09,79
2026-04-10,78
2026-04-11,60
2026-04-12,56
2026-04-13,78
2026-04-14,90
2026-04-15,77
2026-04-16,91
2026-04-17,82
2026-04-18,54
2026-04-19,79
2026-04-20,85
2026-04-21,85
2026-04-22,94
2026-04-23,97
2026-04-24,95
2026-04-25,72
2026-04-26,64
2026-04-27,88
2026-04-28,92
2026-04-29,85
2026-04-30,87
2026-05-01,81
2026-05-02,49
2026-05-03,60
2026-05-04,91
2026-05-05,85
2026-05-06,93
2026-05-07,87
2026-05-08,76
2026-05-09,61
2026-05-10,63
2026-05-11,85
2026-05-12,98
2026-05-13,81
2026-05-14,83
2026-05-15,84
2026-05-16,67
2026-05-17,60
2026-05-18,78
2026-05-19,92
2026-05-20,79
2026-05-21,94
2026-05-22,73
2026-05-23,63
2026-05-24,67
2026-05-25,71
2026-05-26,77
2026-05-27,84
2026-05-28,75
2026-05-29,83
2026-05-30,77
2026-05-31,78
