Time,connections
2022-01-01,36
2022-01-02,42
2022-01-03,71
2022-01-04,87
2022-01-05,82
2022-01-06,66
2022-01-07,75
2022-01-08,50
2022-01-09,36
2022-01-10,74
2022-01-11,81
2022-01-12,76
2022-01-13,77
2022-01-14,60
2022-01-15,48
2022-01-16,36
2022-01-17,60
2022-01-18,79
2022-01-19,76
2022-01-20,73
2022-01-21,70
2022-01-22,49
2022-01-23,41
2022-01-24,100
2022-01-25,79
2022-01-26,72
2022-01-27,67
2022-01-28,76
2022-01-29,48
2022-01-30,43
2022-01-31,77
2022-02-01,84
2022-02-02,81
2022-02-03,80
2022-02-04,76
2022-02-05,48
2022-02-06,49
2022-02-07,90
2022-02-08,94
2022-02-09,77
2022-02-10,67
2022-02-11,78
2022-02-12,46
2022-02-13,44
2022-02-14,75
2022-02-15,85
2022-02-16,91
2022-02-17,89
2022-02-18,82
2022-02-19,50
2022-02-20,50
2022-02-21,74
2022-02-22,84
2022-02-23,80
2022-02-24,79
2022-02-25,78
2022-02-26,54
2022-02-27,46
2022-02-28,85
2022-03-01,90
2022-03-02,82
2022-03-03,86
2022-03-04,78
2022-03-05,52
2022-03-06,49
2022-03-07,80
2022-03-08,78
2022-03-09,81
2022-03-10,83
2022-03-11,69
2022-03-12,44
2022-03-13,45
2022-03-14,72
2022-03-15,81
2022-03-16,75
2022-03-17,79
2022-03-18,67
2022-03-19,51
2022-03-20,45
2022-03-21,81
2022-03-22,79
2022-03-23,78
2022-03-24,79
2022-03-25,75
2022-03-26,49
2022-03-27,53
2022-03-28,86
2022-03-29,91
2022-03-30,75
2022-03-31,86
2022-04-01,80
2022-04-02,56
2022-04-03,52
2022-04-04,90
2022-04-05,88
2022-04-06,83
2022-04-07,84
2022-04-08,79
2022-04-09,52
2022-04-10,49
2022-04-11,90
2022-04-12,81
2022-04-13,80
2022-04-14,82
2022-04-15,68
2022-04-16,48
2022-04-17,47
2022-04-18,85
2022-04-19,87
2022-04-20,86
2022-04-21,91
2022-04-22,81
2022-04-23,52
2022-04-24,51
2022-04-25,89
2022-04-26,92
2022-04-27,92
2022-04-28,87
2022-04-29,77
2022-04-30,53
2022-05-01,51
2022-05-02,90
2022-05-03,88
2022-05-04,82
2022-05-05,84
2022-05-06,77
2022-05-07,52
2022-05-08,44
2022-05-09,85
2022-05-10,86
2022-05-11,87
2022-05-12,83
2022-05-13,76
2022-05-14,46
2022-05-15,46
2022-05-16,83
2022-05-17,86
2022-05-18,81
2022-05-19,78
2022-05-20,75
2022-05-21,48
2022-05-22,47
2022-05-23,75
2022-05-24,86
2022-05-25,80
2022-05-26,76
2022-05-27,70
2022-05-28,43
2022-05-29,45
2022-05-30,56
2022-05-31,83
2022-06-01,87
2022-06-02,79
2022-06-03,74
2022-06-04,48
2022-06-05,48
2022-06-06,75
2022-06-07,81
2022-06-08,80
2022-06-09,75
2022-06-10,75
2022-06-11,43
2022-06-12,44
2022-06-13,74
2022-06-14,78
2022-06-15,74
2022-06-16,72
2022-06-17,60
2022-06-18,40
2022-06-19,42
2022-06-20,74
2022-06-21,68
2022-06-22,75
2022-06-23,75
2022-06-24,61
2022-06-25,42
2022-06-26,46
2022-06-27,72
2022-06-28,73
2022-06-29,75
2022-06-30,73
2022-07-01,65
2022-07-02,48
2022-07-03,40
2022-07-04,46
2022-07-05,76
2022-07-06,78
2022-07-07,76
2022-07-08,68
2022-07-09,46
2022-07-10,42
2022-07-11,77
2022-07-12,71
2022-07-13,76
2022-07-14,73
2022-07-15,69
2022-07-16,46
2022-07-17,51
2022-07-18,76
2022-07-19,84
2022-07-20,78
2022-07-21,75
2022-07-22,70
2022-07-23,43
2022-07-24,47
2022-07-25,77
2022-07-26,84
2022-07-27,75
2022-07-28,78
2022-07-29,73
2022-07-30,45
2022-07-31,47
2022-08-01,82
2022-08-02,84
2022-08-03,81
2022-08-04,77
2022-08-05,76
2022-08-06,46
2022-08-07,47
2022-08-08,82
2022-08-09,91
2022-08-10,87
2022-08-11,82
2022-08-12,75
2022-08-13,45
2022-08-14,43
2022-08-15,92
2022-08-16,95
2022-08-17,91
2022-08-18,89
2022-08-19,78
2022-08-20,49
2022-08-21,49
2022-08-22,88
2022-08-23,97
2022-08-24,91
2022-08-25,93
2022-08-26,79
2022-08-27,48
2022-08-28,47
2022-08-29,92
2022-08-30,94
2022-08-31,93
2022-09-01,91
2022-09-02,78
2022-09-03,45
2022-09-04,47
2022-09-05,60
2022-09-06,96
2022-09-07,94
2022-09-08,90
2022-09-09,82
2022-09-10,51
2022-09-11,48
2022-09-12,91
2022-09-13,93
2022-09-14,95
2022-09-15,91
2022-09-16,87
2022-09-17,47
2022-09-18,52
2022-09-19,99
2022-09-20,99
2022-09-21,94
2022-09-22,91
2022-09-23,82
2022-09-24,50
2022-09-25,53
2022-09-26,89
2022-09-27,95
