Time,connections
2022-08-29,88
2022-08-30,90
2022-08-31,89
2022-09-01,87
2022-09-02,75
2022-09-03,43
2022-09-04,45
2022-09-05,58
2022-09-06,92
2022-09-07,90
2022-09-08,87
2022-09-09,79
2022-09-10,49
2022-09-11,46
2022-09-12,88
2022-09-13,90
2022-09-14,91
2022-09-15,87
2022-09-16,83
2022-09-17,45
2022-09-18,50
2022-09-19,95
2022-09-20,95
2022-09-21,91
2022-09-22,88
2022-09-23,79
2022-09-24,48
2022-09-25,51
2022-09-26,85
2022-09-27,91
2022-09-28,87
2022-09-29,81
2022-09-30,81
2022-10-01,44
2022-10-02,50
2022-10-03,93
2022-10-04,89
2022-10-05,89
2022-10-06,87
2022-10-07,77
2022-10-08,51
2022-10-09,46
2022-10-10,84
2022-10-11,91
2022-10-12,87
2022-10-13,87
2022-10-14,75
2022-10-15,43
2022-10-16,45
2022-10-17,89
2022-10-18,88
2022-10-19,88
2022-10-20,80
2022-10-21,77
2022-10-22,46
2022-10-23,47
2022-10-24,82
2022-10-25,87
2022-10-26,88
2022-10-27,81
2022-10-28,71
2022-10-29,51
2022-10-30,43
2022-10-31,80
2022-11-01,79
2022-11-02,85
2022-11-03,82
2022-11-04,77
2022-11-05,48
2022-11-06,41
2022-11-07,87
2022-11-08,80
2022-11-09,76
2022-11-10,82
2022-11-11,69
2022-11-12,43
2022-11-13,44
2022-11-14,89
2022-11-15,87
2022-11-16,87
2022-11-17,90
2022-11-18,74
2022-11-19,45
2022-11-20,45
2022-11-21,71
2022-11-22,74
2022-11-23,63
2022-11-24,37
2022-11-25,43
2022-11-26,41
2022-11-27,41
2022-11-28,78
2022-11-29,82
2022-11-30,85
2022-12-01,84
2022-12-02,73
2022-12-03,42
2022-12-04,44
2022-12-05,87
2022-12-06,82
2022-12-07,83
2022-12-08,81
2022-12-09,74
2022-12-10,44
2022-12-11,42
2022-12-12,79
2022-12-13,82
2022-12-14,75
2022-12-15,77
2022-12-16,67
2022-12-17,43
2022-12-18,37
2022-12-19,65
2022-12-20,65
2022-12-21,63
2022-12-22,60
2022-12-23,53
2022-12-24,37
2022-12-25,32
2022-12-26,57
2022-12-27,61
2022-12-28,63
2022-12-29,63
2022-12-30,58
2022-12-31,42
2023-01-01,40
2023-01-02,61
2023-01-03,75
2023-01-04,83
2023-01-05,79
2023-01-06,77
2023-01-07,45
2023-01-08,44
2023-01-09,83
2023-01-10,86
2023-01-11,88
2023-01-12,89
2023-01-13,79
2023-01-14,45
2023-01-15,42
2023-01-16,69
2023-01-17,89
2023-01-18,91
2023-01-19,90
2023-01-20,84
2023-01-21,49
2023-01-22,44
2023-01-23,85
2023-01-24,93
2023-01-25,86
2023-01-26,87
2023-01-27,78
2023-01-28,46
2023-01-29,47
2023-01-30,85
2023-01-31,88
2023-02-01,89
2023-02-02,90
2023-02-03,77
2023-02-04,53
2023-02-05,52
2023-02-06,89
2023-02-07,93
2023-02-08,87
2023-02-09,90
2023-02-10,78
2023-02-11,51
2023-02-12,51
2023-02-13,81
2023-02-14,87
2023-02-15,91
2023-02-16,88
2023-02-17,82
2023-02-18,53
2023-02-19,53
2023-02-20,74
2023-02-21,87
2023-02-22,91
2023-02-23,93
2023-02-24,100
2023-02-25,55
2023-02-26,54
2023-02-27,95
2023-02-28,91
2023-03-01,88
2023-03-02,91
2023-03-03,86
2023-03-04,51
2023-03-05,46
2023-03-06,93
2023-03-07,89
2023-03-08,88
2023-03-09,91
2023-03-10,78
2023-03-11,48
2023-03-12,49
2023-03-13,83
2023-03-14,83
2023-03-15,79
2023-03-16,84
2023-03-17,71
2023-03-18,43
2023-03-19,46
2023-03-20,90
2023-03-21,87
2023-03-22,84
2023-03-23,87
2023-03-24,75
2023-03-25,45
2023-03-26,46
2023-03-27,87
2023-03-28,90
2023-03-29,83
2023-03-30,85
2023-03-31,74
2023-04-01,45
2023-04-02,50
2023-04-03,85
2023-04-04,83
2023-04-05,77
2023-04-06,82
2023-04-07,70
2023-04-08,45
2023-04-09,42
2023-04-10,87
2023-04-11,87
2023-04-12,87
2023-04-13,84
2023-04-14,83
2023-04-15,54
2023-04-16,50
2023-04-17,88
2023-04-18,84
2023-04-19,89
2023-04-20,81
2023-04-21,78
2023-04-22,47
2023-04-23,52
2023-04-24,92
2023-04-25,93
2023-04-26,91
2023-04-27,85
2023-04-28,76
2023-04-29,50
2023-04-30,49
2023-05-01,89
2023-05-02,88
2023-05-03,84
2023-05-04,86
2023-05-05,72
2023-05-06,47
2023-05-07,45
2023-05-08,90
2023-05-09,85
2023-05-10,89
2023-05-11,80
2023-05-12,78
2023-05-13,44
2023-05-14,38
2023-05-15,85
2023-05-16,90
2023-05-17,86
2023-05-18,81
2023-05-19,74
2023-05-20,45
2023-05-21,45
2023-05-22,80
2023-05-23,86
2023-05-24,81
2023-05-25,79
