Time,connections
2023-04-26,7
2023-04-27,6
2023-04-28,6
2023-04-29,4
2023-04-30,4
2023-05-01,7
2023-05-02,7
2023-05-03,6
2023-05-04,6
2023-05-05,5
2023-05-06,4
2023-05-07,3
2023-05-08,7
2023-05-09,6
2023-05-10,7
2023-05-11,6
2023-05-12,6
2023-05-13,3
2023-05-14,3
2023-05-15,6
2023-05-16,7
2023-05-17,6
2023-05-18,6
2023-05-19,6
2023-05-20,3
2023-05-21,3
2023-05-22,6
2023-05-23,6
2023-05-24,6
2023-05-25,6
2023-05-26,5
2023-05-27,3
2023-05-28,3
2023-05-29,4
2023-05-30,6
2023-05-31,7
2023-06-01,6
2023-06-02,6
2023-06-03,3
2023-06-04,3
2023-06-05,6
2023-06-06,6
2023-06-07,6
2023-06-08,5
2023-06-09,6
2023-06-10,4
2023-06-11,3
2023-06-12,6
2023-06-13,6
2023-06-14,7
2023-06-15,7
2023-06-16,11
2023-06-17,10
2023-06-18,13
2023-06-19,13
2023-06-20,16
2023-06-21,16
2023-06-22,16
2023-06-23,16
2023-06-24,16
2023-06-25,17
2023-06-26,19
2023-06-27,20
2023-06-28,21
2023-06-29,21
2023-06-30,20
2023-07-01,21
2023-07-02,24
2023-07-03,24
2023-07-04,24
2023-07-05,25
2023-07-06,26
2023-07-07,27
2023-07-08,26
2023-07-09,26
2023-07-10,26
2023-07-11,26
2023-07-12,25
2023-07-13,28
2023-07-14,27
2023-07-15,25
2023-07-16,26
2023-07-17,29
2023-07-18,34
2023-07-19,35
2023-07-20,34
2023-07-21,31
2023-07-22,30
2023-07-23,34
2023-07-24,32
2023-07-25,34
2023-07-26,35
2023-07-27,35
2023-07-28,36
2023-07-29,33
2023-07-30,35
2023-07-31,33
2023-08-01,33
2023-08-02,34
2023-08-03,34
2023-08-04,36
2023-08-05,38
2023-08-06,38
2023-08-07,34
2023-08-08,39
2023-08-09,38
2023-08-10,35
2023-08-11,40
2023-08-12,44
2023-08-13,45
2023-08-14,39
2023-08-15,41
2023-08-16,44
2023-08-17,41
2023-08-18,43
2023-08-19,40
2023-08-20,41
2023-08-21,43
2023-08-22,41
2023-08-23,42
2023-08-24,40
2023-08-25,40
2023-08-26,44
2023-08-27,45
2023-08-28,39
2023-08-29,49
2023-08-30,48
2023-08-31,44
2023-09-01,47
2023-09-02,41
2023-09-03,44
2023-09-04,43
2023-09-05,41
2023-09-06,43
2023-09-07,44
2023-09-08,48
2023-09-09,46
2023-09-10,47
2023-09-11,55
2023-09-12,50
2023-09-13,48
2023-09-14,44
2023-09-15,46
2023-09-16,48
2023-09-17,52
2023-09-18,51
2023-09-19,52
2023-09-20,51
2023-09-21,53
2023-09-22,57
2023-09-23,49
2023-09-24,51
2023-09-25,57
2023-09-26,53
2023-09-27,53
2023-09-28,54
2023-09-29,49
2023-09-30,48
2023-10-01,50
2023-10-02,53
2023-10-03,51
2023-10-04,50
2023-10-05,55
2023-10-06,58
2023-10-07,58
2023-10-08,60
2023-10-09,62
2023-10-10,67
2023-10-11,54
2023-10-12,64
2023-10-13,60
2023-10-14,49
2023-10-15,50
2023-10-16,57
2023-10-17,64
2023-10-18,61
2023-10-19,66
2023-10-20,62
2023-10-21,61
2023-10-22,63
2023-10-23,62
2023-10-24,61
2023-10-25,62
2023-10-26,66
2023-10-27,66
2023-10-28,50
2023-10-29,55
2023-10-30,67
2023-10-31,71
2023-11-01,64
2023-11-02,61
2023-11-03,73
2023-11-04,62
2023-11-05,61
2023-11-06,75
2023-11-07,67
2023-11-08,70
2023-11-09,70
2023-11-10,57
2023-11-11,69
2023-11-12,62
2023-11-13,65
2023-11-14,60
2023-11-15,71
2023-11-16,74
2023-11-17,65
2023-11-18,58
2023-11-19,56
2023-11-20,64
2023-11-21,64
2023-11-22,73
2023-11-23,74
2023-11-24,74
2023-11-25,66
2023-11-26,60
2023-11-27,59
2023-11-28,70
2023-11-29,75
2023-11-30,83
2023-12-01,67
2023-12-02,65
2023-12-03,63
2023-12-04,65
2023-12-05,75
2023-12-06,82
2023-12-07,81
2023-12-08,85
2023-12-09,68
2023-12-10,74
2023-12-11,76
2023-12-12,80
2023-12-13,79
2023-12-14,65
2023-12-15,66
2023-12-16,58
2023-12-17,71
2023-12-18,69
2023-12-19,71
2023-12-20,69
2023-12-21,76
2023-12-22,74
2023-12-23,73
2023-12-24,83
2023-12-25,86
2023-12-26,84
2023-12-27,79
2023-12-28,71
2023-12-29,78
2023-12-30,81
2023-12-31,78
2024-01-01,64
2024-01-02,69
2024-01-03,77
2024-01-04,78
2024-01-05,80
2024-01-06,78
2024-01-07,80
2024-01-08,74
2024-01-09,76
2024-01-10,73
2024-01-11,68
2024-01-12,81
2024-01-13,80
2024-01-14,69
2024-01-15,73
2024-01-16,82
2024-01-17,100
2024-01-18,89
2024-01-19,85
2024-01-20,80
