Time,daily mail
2023-04-26,80
2023-04-27,69
2023-04-28,68
2023-04-29,72
2023-04-30,68
2023-05-01,71
2023-05-02,74
2023-05-03,74
2023-05-04,75
2023-05-05,74
2023-05-06,87
2023-05-07,82
2023-05-08,76
2023-05-09,77
2023-05-10,78
2023-05-11,77
2023-05-12,77
2023-05-13,68
2023-05-14,72
2023-05-15,77
2023-05-16,76
2023-05-17,77
2023-05-18,85
2023-05-19,76
2023-05-20,70
2023-05-21,71
2023-05-22,72
2023-05-23,75
2023-05-24,73
2023-05-25,82
2023-05-26,73
2023-05-27,77
2023-05-28,73
2023-05-29,70
2023-05-30,74
2023-05-31,67
2023-06-01,73
2023-06-02,74
2023-06-03,67
2023-06-04,70
2023-06-05,74
2023-06-06,74
2023-06-07,74
2023-06-08,74
2023-06-09,72
2023-06-10,69
2023-06-11,74
2023-06-12,75
2023-06-13,77
2023-06-14,74
2023-06-15,73
2023-06-16,71
2023-06-17,73
2023-06-18,72
2023-06-19,75
2023-06-20,82
2023-06-21,90
2023-06-22,100
2023-06-23,80
2023-06-24,81
2023-06-25,77
2023-06-26,78
2023-06-27,75
2023-06-28,75
2023-06-29,77
2023-06-30,75
2023-07-01,71
2023-07-02,79
2023-07-03,73
2023-07-04,77
2023-07-05,86
2023-07-06,82
2023-07-07,74
2023-07-08,74
2023-07-09,70
2023-07-10,75
2023-07-11,76
2023-07-12,76
2023-07-13,77
2023-07-14,75
2023-07-15,69
2023-07-16,69
2023-07-17,78
2023-07-18,76
2023-07-19,73
2023-07-20,74
2023-07-21,71
2023-07-22,69
2023-07-23,73
2023-07-24,79
2023-07-25,73
2023-07-26,74
2023-07-27,72
2023-07-28,75
2023-07-29,78
2023-07-30,65
2023-07-31,76
2023-08-01,76
2023-08-02,71
2023-08-03,77
2023-08-04,74
2023-08-05,66
2023-08-06,68
2023-08-07,72
2023-08-08,71
2023-08-09,72
2023-08-10,77
2023-08-11,75
2023-08-12,67
2023-08-13,70
2023-08-14,76
2023-08-15,85
2023-08-16,78
2023-08-17,72
2023-08-18,75
2023-08-19,68
2023-08-20,76
2023-08-21,71
2023-08-22,74
2023-08-23,75
2023-08-24,77
2023-08-25,73
2023-08-26,63
2023-08-27,66
2023-08-28,70
2023-08-29,73
2023-08-30,72
2023-08-31,73
2023-09-01,72
2023-09-02,68
2023-09-03,65
2023-09-04,68
2023-09-05,70
2023-09-06,72
2023-09-07,69
2023-09-08,70
2023-09-09,65
2023-09-10,65
2023-09-11,71
2023-09-12,68
2023-09-13,70
2023-09-14,68
2023-09-15,72
2023-09-16,67
2023-09-17,70
2023-09-18,68
2023-09-19,68
2023-09-20,71
2023-09-21,69
2023-09-22,69
2023-09-23,66
2023-09-24,63
2023-09-25,73
2023-09-26,69
2023-09-27,66
2023-09-28,72
2023-09-29,69
2023-09-30,63
2023-10-01,63
2023-10-02,71
2023-10-03,72
2023-10-04,70
2023-10-05,72
2023-10-06,76
2023-10-07,69
2023-10-08,75
2023-10-09,78
2023-10-10,74
2023-10-11,75
2023-10-12,75
2023-10-13,78
2023-10-14,73
2023-10-15,75
2023-10-16,78
2023-10-17,76
2023-10-18,73
2023-10-19,73
2023-10-20,75
2023-10-21,69
2023-10-22,75
2023-10-23,68
2023-10-24,77
2023-10-25,71
2023-10-26,82
2023-10-27,75
2023-10-28,73
2023-10-29,77
2023-10-30,79
2023-10-31,79
2023-11-01,72
2023-11-02,72
2023-11-03,65
2023-11-04,67
2023-11-05,69
2023-11-06,74
2023-11-07,72
2023-11-08,79
2023-11-09,67
2023-11-10,70
2023-11-11,68
2023-11-12,72
2023-11-13,70
2023-11-14,68
2023-11-15,71
2023-11-16,69
2023-11-17,64
2023-11-18,70
2023-11-19,64
2023-11-20,67
2023-11-21,71
2023-11-22,71
2023-11-23,65
2023-11-24,65
2023-11-25,65
2023-11-26,66
2023-11-27,66
2023-11-28,69
2023-11-29,66
2023-11-30,65
2023-12-01,68
2023-12-02,69
2023-12-03,66
2023-12-04,69
2023-12-05,70
2023-12-06,67
2023-12-07,71
2023-12-08,66
2023-12-09,70
2023-12-10,74
2023-12-11,69
2023-12-12,71
2023-12-13,73
2023-12-14,71
2023-12-15,72
2023-12-16,66
2023-12-17,71
2023-12-18,69
2023-12-19,81
2023-12-20,83
2023-12-21,72
2023-12-22,72
2023-12-23,68
2023-12-24,67
2023-12-25,72
2023-12-26,74
2023-12-27,74
2023-12-28,70
2023-12-29,70
2023-12-30,68
2023-12-31,71
2024-01-01,76
2024-01-02,73
2024-01-03,78
2024-01-04,94
2024-01-05,69
2024-01-06,65
2024-01-07,73
2024-01-08,72
2024-01-09,69
2024-01-10,72
2024-01-11,69
2024-01-12,68
2024-01-13,64
2024-01-14,82
2024-01-15,72
2024-01-16,70
2024-01-17,78
2024-01-18,69
2024-01-19,70
2024-01-20,71
