Time,daily mail
2025-12-11,59
2025-12-12,61
2025-12-13,54
2025-12-14,63
2025-12-15,76
2025-12-16,67
2025-12-17,64
2025-12-18,66
2025-12-19,70
2025-12-20,57
2025-12-21,56
2025-12-22,61
2025-12-23,63
2025-12-24,56
2025-12-25,54
2025-12-26,59
2025-12-27,55
2025-12-28,55
2025-12-29,62
2025-12-30,62
2025-12-31,61
2026-01-01,60
2026-01-02,64
2026-01-03,59
2026-01-04,57
2026-01-05,62
2026-01-06,59
2026-01-07,65
2026-01-08,65
2026-01-09,64
2026-01-10,59
2026-01-11,57
2026-01-12,64
2026-01-13,64
2026-01-14,64
2026-01-15,63
2026-01-16,60
2026-01-17,54
2026-01-18,51
2026-01-19,59
2026-01-20,61
2026-01-21,65
2026-01-22,62
2026-01-23,57
2026-01-24,58
2026-01-25,58
2026-01-26,60
2026-01-27,61
2026-01-28,59
2026-01-29,56
2026-01-30,59
2026-01-31,53
2026-02-01,54
2026-02-02,64
2026-02-03,68
2026-02-04,65
2026-02-05,67
2026-02-06,66
2026-02-07,62
2026-02-08,60
2026-02-09,65
2026-02-10,72
2026-02-11,75
2026-02-12,68
2026-02-13,65
2026-02-14,64
2026-02-15,62
2026-02-16,68
2026-02-17,63
2026-02-18,62
2026-02-19,69
2026-02-20,67
2026-02-21,59
2026-02-22,57
2026-02-23,64
2026-02-24,67
2026-02-25,66
2026-02-26,60
2026-02-27,60
2026-02-28,67
2026-03-01,72
2026-03-02,73
2026-03-03,68
2026-03-04,68
2026-03-05,65
2026-03-06,66
2026-03-07,62
2026-03-08,59
2026-03-09,67
2026-03-10,68
2026-03-11,66
2026-03-12,67
2026-03-13,63
2026-03-14,57
2026-03-15,58
2026-03-16,63
2026-03-17,61
2026-03-18,61
2026-03-19,63
2026-03-20,63
2026-03-21,59
2026-03-22,55
2026-03-23,66
2026-03-24,67
2026-03-25,63
2026-03-26,59
2026-03-27,61
2026-03-28,53
2026-03-29,57
2026-03-30,60
2026-03-31,96
2026-04-01,100
2026-04-02,79
2026-04-03,67
2026-04-04,60
2026-04-05,59
2026-04-06,64
2026-04-07,63
2026-04-08,61
2026-04-09,60
2026-04-10,58
2026-04-11,54
2026-04-12,58
2026-04-13,60
2026-04-14,59
2026-04-15,57
2026-04-16,59
2026-04-17,57
2026-04-18,50
2026-04-19,54
2026-04-20,56
2026-04-21,62
2026-04-22,61
2026-04-23,63
2026-04-24,60
2026-04-25,52
2026-04-26,69
2026-04-27,62
2026-04-28,64
2026-04-29,58
2026-04-30,63
2026-05-01,58
2026-05-02,52
2026-05-03,49
2026-05-04,54
2026-05-05,59
2026-05-06,57
2026-05-07,57
2026-05-08,58
2026-05-09,50
2026-05-10,48
2026-05-11,55
2026-05-12,57
2026-05-13,57
2026-05-14,56
2026-05-15,52
2026-05-16,50
2026-05-17,48
2026-05-18,56
2026-05-19,57
2026-05-20,54
2026-05-21,55
2026-05-22,51
2026-05-23,55
2026-05-24,51
2026-05-25,51
2026-05-26,55
2026-05-27,55
2026-05-28,57
2026-05-29,58
2026-05-30,49
2026-05-31,50
