Time,dairy_queen
2022-04-02,58.0
2022-04-03,64.0
2022-04-04,35.0
2022-04-05,33.0
2022-04-06,31.0
2022-04-07,30.0
2022-04-08,35.0
2022-04-09,53.0
2022-04-10,64.0
2022-04-11,38.0
2022-04-12,35.0
2022-04-13,35.0
2022-04-14,35.0
2022-04-15,43.0
2022-04-16,48.0
2022-04-17,71.0
2022-04-18,35.0
2022-04-19,29.0
2022-04-20,27.0
2022-04-21,31.0
2022-04-22,34.0
2022-04-23,54.0
2022-04-24,73.0
2022-04-25,41.0
2022-04-26,32.0
2022-04-27,32.0
2022-04-28,32.0
2022-04-29,35.0
2022-04-30,55.0
2022-05-01,68.0
2022-05-02,38.0
2022-05-03,32.0
2022-05-04,31.0
2022-05-05,33.0
2022-05-06,36.0
2022-05-07,55.0
2022-05-08,73.0
2022-05-09,40.0
2022-05-10,36.0
2022-05-11,35.0
2022-05-12,39.0
2022-05-13,41.0
2022-05-14,61.0
2022-05-15,73.0
2022-05-16,41.0
2022-05-17,35.0
2022-05-18,35.0
2022-05-19,38.0
2022-05-20,41.0
2022-05-21,57.0
2022-05-22,69.0
2022-05-23,42.0
2022-05-24,35.0
2022-05-25,36.0
2022-05-26,37.0
2022-05-27,42.0
2022-05-28,54.0
2022-05-29,68.0
2022-05-30,86.0
2022-05-31,48.0
2022-06-01,40.0
2022-06-02,43.0
2022-06-03,44.0
2022-06-04,53.0
2022-06-05,68.0
2022-06-06,44.0
2022-06-07,42.0
2022-06-08,38.0
2022-06-09,41.0
2022-06-10,41.0
2022-06-11,54.0
2022-06-12,71.0
2022-06-13,42.0
2022-06-14,48.0
2022-06-15,43.0
2022-06-16,43.0
2022-06-17,46.0
2022-06-18,57.0
2022-06-19,76.0
2022-06-20,50.0
2022-06-21,41.0
2022-06-22,44.0
2022-06-23,40.0
2022-06-24,46.0
2022-06-25,56.0
2022-06-26,67.0
2022-06-27,45.0
2022-06-28,43.0
2022-06-29,40.0
2022-06-30,44.0
2022-07-01,45.0
2022-07-02,53.0
2022-07-03,62.0
2022-07-04,88.0
2022-07-05,49.0
2022-07-06,39.0
2022-07-07,42.0
2022-07-08,41.0
2022-07-09,51.0
2022-07-10,64.0
2022-07-11,43.0
2022-07-12,40.0
2022-07-13,39.0
2022-07-14,40.0
2022-07-15,43.0
2022-07-16,52.0
2022-07-17,75.0
2022-07-18,47.0
2022-07-19,40.0
2022-07-20,41.0
2022-07-21,40.0
2022-07-22,42.0
2022-07-23,52.0
2022-07-24,63.0
2022-07-25,45.0
2022-07-26,42.0
2022-07-27,39.0
2022-07-28,45.0
2022-07-29,41.0
2022-07-30,47.0
2022-07-31,57.0
2022-08-01,41.0
2022-08-02,37.0
2022-08-03,39.0
2022-08-04,37.0
2022-08-05,42.0
2022-08-06,51.0
2022-08-07,55.0
2022-08-08,40.0
2022-08-09,37.0
2022-08-10,36.0
2022-08-11,35.0
2022-08-12,39.0
2022-08-13,49.0
2022-08-14,52.0
2022-08-15,39.0
2022-08-16,35.0
2022-08-17,34.0
2022-08-18,34.0
2022-08-19,37.0
2022-08-20,47.0
2022-08-21,52.0
2022-08-22,33.0
2022-08-23,32.0
2022-08-24,31.0
2022-08-25,32.0
2022-08-26,33.0
2022-08-27,50.0
2022-08-28,53.0
2022-08-29,35.1260483473113
2022-08-30,32.86704489393192
2022-08-31,36.755550074000986
2022-09-01,33.49654662062161
2022-09-02,37.385051800690675
2022-09-03,51.809570794277256
2022-09-04,56.82757770103601
2022-09-05,57.9570794277257
2022-09-06,32.36704489393192
2022-09-07,30.60804144055254
2022-09-08,28.97853971386285
2022-09-09,30.10804144055254
2022-09-10,44.03256043413912
2022-09-11,44.53256043413912
2022-09-12,28.97853971386285
2022-09-13,27.349037987173162
2022-09-14,31.73754316724223
2022-09-15,31.23754316724223
2022-09-16,32.36704489393192
2022-09-17,44.03256043413912
2022-09-18,46.7915638875185
2022-09-19,31.23754316724223
2022-09-20,26.219536260483473
2022-09-21,26.219536260483473
2022-09-22,26.719536260483473
2022-09-23,28.47853971386285
2022-09-24,37.885051800690675
2022-09-25,45.66206216082881
2022-09-26,29.47853971386285
2022-09-27,25.090034533793784
2022-09-28,25.180069067587567
2022-09-29,26.439072520966945
2022-09-30,28.957079427725702
2022-10-01,37.77010360138135
2022-10-02,39.02910705476073
2022-10-03,26.439072520966945
2022-10-04,23.92106561420819
2022-10-05,25.180069067587567
2022-10-06,25.180069067587567
2022-10-07,28.957079427725702
2022-10-08,39.02910705476073
2022-10-09,45.32412432165762
2022-10-10,41.547113961519486
2022-10-11,25.180069067587567
2022-10-12,25.180069067587567
2022-10-13,25.180069067587567
2022-10-14,27.698075974346324
2022-10-15,36.51110014800197
2022-10-16,41.547113961519486
2022-10-17,25.180069067587567
2022-10-18,21.403058707449432
2022-10-19,21.403058707449432
2022-10-20,22.66206216082881
2022-10-21,26.439072520966945
2022-10-22,36.51110014800197
2022-10-23,40.28811050814011
2022-10-24,25.180069067587567
2022-10-25,21.403058707449432
2022-10-26,21.403058707449432
2022-10-27,25.180069067587567
2022-10-28,25.180069067587567
2022-10-29,33.993093241243216
2022-10-30,33.993093241243216
2022-10-31,22.66206216082881
2022-11-01,21.403058707449432
2022-11-02,20.144055254070054
2022-11-03,21.403058707449432
2022-11-04,23.92106561420819
2022-11-05,33.993093241243216
2022-11-06,36.51110014800197
2022-11-07,22.66206216082881
2022-11-08,21.403058707449432
2022-11-09,20.144055254070054
2022-11-10,21.403058707449432
2022-11-11,26.439072520966945
2022-11-12,31.47508633448446
2022-11-13,31.47508633448446
2022-11-14,21.403058707449432
2022-11-15,20.144055254070054
2022-11-16,18.885051800690675
2022-11-17,20.144055254070054
2022-11-18,18.885051800690675
2022-11-19,28.957079427725702
2022-11-20,30.21608288110508
2022-11-21,21.403058707449432
2022-11-22,21.403058707449432
2022-11-23,25.180069067587567
2022-11-24,25.180069067587567
2022-11-25,20.144055254070054
2022-11-26,25.180069067587567
2022-11-27,31.47508633448446
2022-11-28,18.885051800690675
2022-11-29,18.885051800690675
2022-11-30,20.144055254070054
2022-12-01,20.144055254070054
2022-12-02,21.403058707449432
2022-12-03,28.957079427725702
2022-12-04,32.73408978786384
2022-12-05,21.403058707449432
2022-12-06,18.885051800690675
2022-12-07,20.144055254070054
2022-12-08,20.144055254070054
2022-12-09,21.403058707449432
2022-12-10,28.957079427725702
2022-12-11,31.47508633448446
2022-12-12,21.403058707449432
2022-12-13,18.885051800690675
2022-12-14,18.885051800690675
2022-12-15,20.144055254070054
2022-12-16,21.403058707449432
2022-12-17,26.439072520966945
2022-12-18,28.957079427725702
2022-12-19,22.66206216082881
2022-12-20,21.403058707449432
2022-12-21,21.403058707449432
2022-12-22,20.144055254070054
2022-12-23,20.144055254070054
2022-12-24,23.92106561420819
2022-12-25,22.66206216082881
2022-12-26,21.403058707449432
2022-12-27,23.92106561420819
2022-12-28,25.180069067587567
2022-12-29,28.957079427725702
2022-12-30,30.21608288110508
2022-12-31,37.77010360138135
2023-01-01,41.547113961519486
2023-01-02,37.77010360138135
2023-01-03,23.92106561420819
2023-01-04,22.66206216082881
2023-01-05,21.403058707449432
2023-01-06,23.92106561420819
2023-01-07,33.993093241243216
2023-01-08,39.02910705476073
2023-01-09,25.180069067587567
2023-01-10,21.403058707449432
2023-01-11,20.144055254070054
2023-01-12,22.66206216082881
2023-01-13,22.66206216082881
2023-01-14,33.993093241243216
2023-01-15,36.51110014800197
2023-01-16,32.73408978786384
2023-01-17,21.403058707449432
2023-01-18,20.144055254070054
2023-01-19,21.403058707449432
2023-01-20,23.92106561420819
2023-01-21,32.73408978786384
2023-01-22,36.51110014800197
2023-01-23,22.66206216082881
2023-01-24,20.144055254070054
2023-01-25,21.403058707449432
2023-01-26,21.403058707449432
2023-01-27,22.66206216082881
2023-01-28,32.73408978786384
2023-01-29,32.73408978786384
2023-01-30,22.66206216082881
2023-01-31,21.403058707449432
2023-02-01,23.92106561420819
2023-02-02,23.92106561420819
2023-02-03,27.698075974346324
2023-02-04,41.547113961519486
2023-02-05,45.32412432165762
2023-02-06,28.957079427725702
2023-02-07,22.66206216082881
2023-02-08,23.92106561420819
2023-02-09,23.92106561420819
2023-02-10,27.698075974346324
2023-02-11,37.77010360138135
2023-02-12,42.806117414898864
2023-02-13,22.66206216082881
2023-02-14,25.180069067587567
2023-02-15,23.92106561420819
2023-02-16,21.403058707449432
2023-02-17,25.180069067587567
2023-02-18,33.993093241243216
2023-02-19,40.28811050814011
2023-02-20,32.73408978786384
2023-02-21,22.66206216082881
2023-02-22,22.66206216082881
2023-02-23,23.92106561420819
2023-02-24,26.439072520966945
2023-02-25,35.252096694622594
2023-02-26,41.547113961519486
2023-02-27,27.698075974346324
2023-02-28,22.66206216082881
2023-03-01,26.439072520966945
2023-03-02,26.439072520966945
2023-03-03,28.957079427725702
2023-03-04,42.806117414898864
2023-03-05,44.06512086827824
2023-03-06,30.21608288110508
2023-03-07,26.439072520966945
2023-03-08,27.698075974346324
2023-03-09,28.957079427725702
2023-03-10,28.957079427725702
2023-03-11,39.02910705476073
2023-03-12,45.32412432165762
2023-03-13,31.47508633448446
2023-03-14,28.957079427725702
2023-03-15,30.21608288110508
2023-03-16,31.47508633448446
2023-03-17,32.73408978786384
2023-03-18,41.547113961519486
2023-03-19,50.360138135175134
2023-03-20,125.90034533793784
2023-03-21,65.46817957572767
2023-03-22,30.21608288110508
2023-03-23,30.21608288110508
2023-03-24,32.73408978786384
2023-03-25,44.06512086827824
2023-03-26,55.39615194869265
2023-03-27,33.993093241243216
2023-03-28,33.993093241243216
2023-03-29,37.77010360138135
2023-03-30,42.806117414898864
2023-03-31,40.28811050814011
2023-04-01,54.13714849531327
2023-04-02,67.98618648248643
2023-04-03,41.547113961519486
2023-04-04,40.28811050814011
2023-04-05,36.51110014800197
2023-04-06,36.51110014800197
2023-04-07,42.806117414898864
2023-04-08,50.360138135175134
2023-04-09,71.76319684262457
2023-04-10,55.39615194869265
2023-04-11,51.61914158855451
2023-04-12,49.101134681795756
2023-04-13,45.32412432165762
2023-04-14,49.101134681795756
2023-04-15,59.17316230883078
2023-04-16,74.28120374938332
2023-04-17,36.51110014800197
2023-04-18,32.73408978786384
2023-04-19,35.252096694622594
2023-04-20,36.51110014800197
2023-04-21,41.547113961519486
2023-04-22,52.87814504193389
2023-04-23,57.914158855451404
2023-04-24,33.993093241243216
2023-04-25,30.21608288110508
2023-04-26,30.12824543086931
2023-04-27,31.548284209680936
2023-04-28,32.57305446243159
2023-04-29,45.19236814630396
2023-04-30,50.08198620942853
2023-05-01,35.41313202005484
2023-05-02,31.548284209680936
2023-05-03,31.15301568361997
2023-05-04,32.57305446243159
2023-05-05,35.01786349399387
2023-05-06,50.08198620942853
2023-05-07,58.20695035623731
2023-05-08,37.85794105161712
2023-05-09,33.993093241243216
2023-05-10,33.993093241243216
2023-05-11,36.4379022728055
2023-05-12,40.69801860924037
2023-05-13,55.76214132467503
2023-05-14,71.85103429286033
2023-05-15,40.302750083179404
2023-05-16,33.993093241243216
2023-05-17,33.993093241243216
2023-05-18,35.41313202005484
2023-05-19,37.46267252555616
2023-05-20,53.94683401980244
2023-05-21,59.62698913504893
2023-05-22,38.882711304367774
2023-05-23,35.01786349399387
2023-05-24,36.4379022728055
2023-05-25,39.27797983042875
2023-05-26,42.6890008145845
2023-05-27,52.175445440047724
2023-05-28,64.03350122187676
2023-05-29,79.05370521219352
2023-05-30,40.3173896582187
2023-05-31,37.94577850185289
2023-06-01,42.6890008145845
2023-06-02,42.6890008145845
2023-06-03,52.175445440047724
2023-06-04,64.8240382739987
2023-06-05,40.3173896582187
2023-06-06,36.364704397609025
2023-06-07,35.57416734548708
2023-06-08,37.15524144973096
2023-06-09,37.15524144973096
2023-06-10,49.80383428368192
2023-06-11,57.709204804901276
2023-06-12,38.736315553974826
2023-06-13,34.78363029336515
2023-06-14,40.3173896582187
2023-06-15,37.94577850185289
2023-06-16,38.736315553974826
2023-06-17,48.22276017943805
2023-06-18,64.8240382739987
2023-06-19,48.22276017943805
2023-06-20,37.94577850185289
2023-06-21,35.57416734548708
2023-06-22,34.78363029336515
2023-06-23,41.89846376246257
2023-06-24,52.965982492169665
2023-06-25,57.709204804901276
2023-06-26,41.89846376246257
2023-06-27,38.736315553974826
2023-06-28,41.107926710340635
2023-06-29,41.107926710340635
2023-06-30,39.52685260609676
2023-07-01,50.59437133580386
2023-07-02,52.965982492169665
2023-07-03,52.965982492169665
2023-07-04,77.47263110794965
2023-07-05,48.22276017943805
2023-07-06,37.94577850185289
2023-07-07,40.3173896582187
2023-07-08,53.7565195442916
2023-07-09,57.709204804901276
2023-07-10,42.6890008145845
2023-07-11,38.736315553974826
2023-07-12,37.15524144973096
2023-07-13,37.94577850185289
2023-07-14,45.06061197095031
2023-07-15,48.22276017943805
2023-07-16,62.45242711763289
2023-07-17,42.6890008145845
2023-07-18,37.94577850185289
2023-07-19,36.364704397609025
2023-07-20,38.736315553974826
2023-07-21,38.736315553974826
2023-07-22,49.80383428368192
2023-07-23,59.290278909145144
2023-07-24,38.736315553974826
2023-07-25,34.78363029336515
2023-07-26,34.78363029336515
2023-07-27,41.89846376246257
2023-07-28,39.52685260609676
2023-07-29,45.851149023072246
2023-07-30,52.965982492169665
2023-07-31,37.15524144973096
2023-08-01,34.78363029336515
2023-08-02,34.78363029336515
2023-08-03,34.78363029336515
2023-08-04,37.15524144973096
2023-08-05,47.432223127316114
2023-08-06,49.01329723155999
2023-08-07,37.15524144973096
2023-08-08,34.78363029336515
2023-08-09,31.62148208487741
2023-08-10,32.41201913699935
2023-08-11,35.57416734548708
2023-08-12,44.27007491882837
2023-08-13,52.965982492169665
2023-08-14,34.78363029336515
2023-08-15,30.04040798063354
2023-08-16,31.62148208487741
2023-08-17,32.41201913699935
2023-08-18,34.78363029336515
2023-08-19,46.64168607519418
2023-08-20,49.01329723155999
2023-08-21,32.41201913699935
2023-08-22,30.830945032755476
2023-08-23,32.41201913699935
2023-08-24,29.249870928511605
2023-08-25,32.41201913699935
2023-08-26,40.3173896582187
2023-08-27,46.64168607519418
2023-08-28,30.830945032755476
2023-08-29,45.851149023072246
2023-08-30,47.432223127316114
2023-08-31,44.27007491882837
2023-09-01,42.6890008145845
2023-09-02,51.38490838792579
2023-09-03,58.49974185702321
2023-09-04,67.98618648248643
2023-09-05,37.15524144973096
2023-09-06,32.41201913699935
2023-09-07,31.62148208487741
2023-09-08,30.04040798063354
2023-09-09,45.851149023072246
2023-09-10,49.01329723155999
2023-09-11,42.6890008145845
2023-09-12,44.27007491882837
2023-09-13,43.47953786670644
2023-09-14,35.57416734548708
2023-09-15,37.15524144973096
2023-09-16,45.06061197095031
2023-09-17,55.33759364853547
2023-09-18,38.736315553974826
2023-09-19,37.94577850185289
2023-09-20,32.41201913699935
2023-09-21,32.41201913699935
2023-09-22,33.993093241243216
2023-09-23,45.851149023072246
2023-09-24,49.01329723155999
2023-09-25,29.249870928511605
2023-09-26,25.29718566790193
2023-09-27,25.29718566790193
2023-09-28,26.8782597721458
2023-09-29,29.249870928511605
2023-09-30,40.3173896582187
2023-10-01,45.851149023072246
2023-10-02,27.668796824267734
2023-10-03,23.716111563658057
2023-10-04,25.29718566790193
2023-10-05,24.506648615779994
2023-10-06,26.087722720023862
2023-10-07,36.364704397609025
2023-10-08,45.06061197095031
2023-10-09,27.668796824267734
2023-10-10,22.135037459414185
2023-10-11,22.925574511536123
2023-10-12,22.925574511536123
2023-10-13,24.506648615779994
2023-10-14,33.993093241243216
2023-10-15,37.94577850185289
2023-10-16,23.716111563658057
2023-10-17,21.34450040729225
2023-10-18,21.34450040729225
2023-10-19,22.135037459414185
2023-10-20,24.506648615779994
2023-10-21,32.41201913699935
2023-10-22,35.57416734548708
2023-10-23,24.506648615779994
2023-10-24,21.34450040729225
2023-10-25,20.553963355170318
2023-10-26,21.34450040729225
2023-10-27,22.135037459414185
2023-10-28,30.04040798063354
2023-10-29,30.04040798063354
2023-10-30,18.972889250926446
2023-10-31,15.810741042438705
2023-11-01,17.391815146682575
2023-11-02,17.391815146682575
2023-11-03,22.135037459414185
2023-11-04,31.62148208487741
2023-11-05,33.20255618912128
2023-11-06,21.34450040729225
2023-11-07,19.76342630304838
2023-11-08,19.76342630304838
2023-11-09,20.553963355170318
2023-11-10,24.506648615779994
2023-11-11,33.993093241243216
2023-11-12,33.993093241243216
2023-11-13,22.135037459414185
2023-11-14,18.972889250926446
2023-11-15,20.553963355170318
2023-11-16,18.972889250926446
2023-11-17,21.34450040729225
2023-11-18,30.830945032755476
2023-11-19,31.62148208487741
2023-11-20,22.925574511536123
2023-11-21,22.135037459414185
2023-11-22,24.506648615779994
2023-11-23,25.29718566790193
2023-11-24,19.76342630304838
2023-11-25,22.135037459414185
2023-11-26,27.668796824267734
2023-11-27,17.391815146682575
2023-11-28,17.391815146682575
2023-11-29,17.391815146682575
2023-11-30,18.972889250926446
2023-12-01,20.553963355170318
2023-12-02,28.45933387638967
2023-12-03,31.62148208487741
2023-12-04,21.34450040729225
2023-12-05,18.972889250926446
2023-12-06,18.972889250926446
2023-12-07,18.972889250926446
2023-12-08,19.76342630304838
2023-12-09,28.45933387638967
2023-12-10,30.04040798063354
2023-12-11,20.553963355170318
2023-12-12,18.972889250926446
2023-12-13,18.972889250926446
2023-12-14,18.972889250926446
2023-12-15,19.76342630304838
2023-12-16,26.8782597721458
2023-12-17,30.04040798063354
2023-12-18,20.553963355170318
2023-12-19,18.182352198804512
2023-12-20,20.553963355170318
2023-12-21,21.34450040729225
2023-12-22,22.91238373218541
2023-12-23,27.34221132172254
2023-12-24,31.34947911757654
2023-12-25,24.916017630112414
2023-12-26,21.304018360319382
2023-12-27,24.125480577990476
2023-12-28,24.125480577990476
2023-12-29,26.524383001978443
2023-12-30,28.13274837384448
2023-12-31,35.77930670711366
2024-01-01,41.81749966851683
2024-01-02,28.950576693588573
2024-01-03,22.91238373218541
2024-01-04,22.91238373218541
2024-01-05,24.125480577990476
2024-01-06,32.562575963381605
2024-01-07,32.95784448944257
2024-01-08,22.517115206124444
2024-01-09,17.69201909052635
2024-01-10,18.087287616587318
2024-01-11,19.695652988453347
2024-01-12,20.908749834258415
2024-01-13,27.34221132172254
2024-01-14,27.737479847783508
2024-01-15,24.520749104051447
2024-01-16,16.478922244721286
2024-01-17,18.482556142648285
2024-01-18,19.695652988453347
2024-01-19,19.695652988453347
2024-01-20,28.950576693588573
2024-01-21,31.07747615027567
2024-01-22,21.26353631334651
2024-01-23,17.992223034370124
2024-01-24,19.627879673858317
2024-01-25,21.26353631334651
2024-01-26,22.899192952834703
2024-01-27,34.34878942925205
2024-01-28,35.98444606874025
2024-01-29,24.534849592322896
2024-01-30,22.899192952834703
2024-01-31,21.26353631334651
2024-02-01,22.899192952834703
2024-02-02,26.17050623181109
2024-02-03,35.98444606874025
2024-02-04,45.798385905669406
2024-02-05,24.534849592322896
2024-02-06,22.899192952834703
2024-02-07,22.899192952834703
2024-02-08,24.534849592322896
2024-02-09,27.806162871299282
2024-02-10,39.255759347716634
2024-02-11,35.98444606874025
2024-02-12,21.26353631334651
2024-02-13,22.899192952834703
2024-02-14,22.899192952834703
2024-02-15,22.899192952834703
2024-02-16,22.899192952834703
2024-02-17,31.07747615027567
2024-02-18,37.620102708228444
2024-02-19,31.07747615027567
2024-02-20,22.899192952834703
2024-02-21,22.899192952834703
2024-02-22,22.899192952834703
2024-02-23,24.534849592322896
2024-02-24,37.620102708228444
2024-02-25,44.162729266181216
2024-02-26,31.07747615027567
2024-02-27,27.806162871299282
2024-02-28,27.806162871299282
2024-02-29,29.441819510787475
2024-03-01,37.620102708228444
2024-03-02,45.798385905669406
2024-03-03,55.612325742598564
2024-03-04,37.620102708228444
2024-03-05,32.71313278976386
2024-03-06,29.441819510787475
2024-03-07,32.71313278976386
2024-03-08,32.71313278976386
2024-03-09,45.798385905669406
2024-03-10,50.70535582413399
2024-03-11,34.34878942925205
2024-03-12,34.34878942925205
2024-03-13,35.98444606874025
2024-03-14,34.34878942925205
2024-03-15,35.98444606874025
2024-03-16,55.612325742598564
2024-03-17,60.51929566106314
2024-03-18,42.52707262669302
2024-03-19,163.5656639488193
2024-03-20,86.68980189287423
2024-03-21,35.98444606874025
2024-03-22,37.620102708228444
2024-03-23,47.434042545157595
2024-03-24,55.612325742598564
2024-03-25,39.255759347716634
2024-03-26,37.620102708228444
2024-03-27,35.98444606874025
2024-03-28,35.98444606874025
2024-03-29,42.52707262669302
2024-03-30,47.434042545157595
2024-03-31,55.612325742598564
2024-04-01,40.89141598720482
2024-04-02,39.255759347716634
2024-04-03,37.620102708228444
2024-04-04,35.98444606874025
2024-04-05,37.620102708228444
2024-04-06,53.97666910311037
2024-04-07,62.15495230055134
2024-04-08,40.89141598720482
2024-04-09,37.620102708228444
2024-04-10,35.98444606874025
2024-04-11,34.34878942925205
2024-04-12,37.620102708228444
2024-04-13,52.34101246362218
2024-04-14,75.24020541645689
2024-04-15,44.162729266181216
2024-04-16,35.98444606874025
2024-04-17,34.34878942925205
2024-04-18,32.71313278976386
2024-04-19,35.98444606874025
2024-04-20,50.70535582413399
2024-04-21,62.15495230055134
2024-04-22,37.620102708228444
2024-04-23,32.71313278976386
2024-04-24,31.07747615027567
2024-04-25,31.07747615027567
2024-04-26,34.34878942925205
2024-04-27,49.06969918464579
2024-04-28,58.88363902157495
2024-04-29,39.255759347716634
2024-04-30,34.34878942925205
2024-05-01,37.620102708228444
2024-05-02,34.34878942925205
2024-05-03,40.89141598720482
2024-05-04,52.34101246362218
2024-05-05,57.24798238208676
2024-05-06,39.255759347716634
2024-05-07,34.34878942925205
2024-05-08,35.98444606874025
2024-05-09,34.34878942925205
2024-05-10,37.620102708228444
2024-05-11,49.06969918464579
2024-05-12,67.06192221901591
2024-05-13,42.52707262669302
2024-05-14,31.07747615027567
2024-05-15,32.71313278976386
2024-05-16,35.98444606874025
2024-05-17,37.620102708228444
2024-05-18,50.70535582413399
2024-05-19,58.88363902157495
2024-05-20,40.89141598720482
2024-05-21,35.98444606874025
2024-05-22,35.98444606874025
2024-05-23,39.255759347716634
2024-05-24,40.89141598720482
2024-05-25,53.97666910311037
2024-05-26,62.15495230055134
2024-05-27,63.79060894003953
2024-05-28,37.620102708228444
2024-05-29,34.34878942925205
2024-05-30,35.98444606874025
2024-05-31,40.89141598720482
2024-06-01,52.34101246362218
2024-06-02,58.88363902157495
2024-06-03,40.89141598720482
2024-06-04,37.620102708228444
2024-06-05,37.620102708228444
2024-06-06,39.255759347716634
2024-06-07,40.89141598720482
2024-06-08,50.70535582413399
2024-06-09,52.34101246362218
2024-06-10,40.89141598720482
2024-06-11,37.620102708228444
2024-06-12,37.620102708228444
2024-06-13,39.255759347716634
2024-06-14,40.89141598720482
2024-06-15,50.70535582413399
2024-06-16,60.51929566106314
2024-06-17,42.52707262669302
2024-06-18,37.620102708228444
2024-06-19,40.89141598720482
2024-06-20,37.620102708228444
2024-06-21,42.52707262669302
2024-06-22,53.97666910311037
2024-06-23,52.34101246362218
2024-06-24,44.162729266181216
2024-06-25,37.620102708228444
2024-06-26,39.255759347716634
2024-06-27,35.98444606874025
2024-06-28,37.620102708228444
2024-06-29,47.434042545157595
2024-06-30,50.70535582413399
2024-07-01,40.89141598720482
2024-07-02,39.255759347716634
2024-07-03,39.255759347716634
2024-07-04,63.79060894003953
2024-07-05,49.06969918464579
2024-07-06,52.34101246362218
2024-07-07,58.88363902157495
2024-07-08,40.89141598720482
2024-07-09,37.620102708228444
2024-07-10,35.98444606874025
2024-07-11,37.620102708228444
2024-07-12,37.620102708228444
2024-07-13,47.434042545157595
2024-07-14,50.70535582413399
2024-07-15,44.162729266181216
2024-07-16,37.620102708228444
2024-07-17,35.98444606874025
2024-07-18,35.98444606874025
2024-07-19,37.620102708228444
2024-07-20,44.162729266181216
2024-07-21,63.79060894003953
2024-07-22,44.162729266181216
2024-07-23,34.34878942925205
2024-07-24,35.98444606874025
2024-07-25,37.620102708228444
2024-07-26,39.255759347716634
2024-07-27,44.162729266181216
2024-07-28,52.34101246362218
2024-07-29,37.620102708228444
2024-07-30,34.34878942925205
2024-07-31,32.71313278976386
2024-08-01,35.98444606874025
2024-08-02,37.620102708228444
2024-08-03,45.798385905669406
2024-08-04,52.34101246362218
2024-08-05,42.52707262669302
2024-08-06,31.07747615027567
2024-08-07,31.07747615027567
2024-08-08,31.07747615027567
2024-08-09,34.34878942925205
2024-08-10,40.89141598720482
2024-08-11,49.06969918464579
2024-08-12,35.98444606874025
2024-08-13,31.07747615027567
2024-08-14,32.71313278976386
2024-08-15,31.07747615027567
2024-08-16,34.34878942925205
2024-08-17,45.798385905669406
2024-08-18,54.9989545027905
2024-08-19,31.281933230211692
2024-08-20,29.032905350915428
2024-08-21,31.281933230211692
2024-08-22,29.032905350915428
2024-08-23,32.09976154995579
2024-08-24,45.798385905669406
2024-08-25,57.24798238208676
2024-08-26,33.530961109507956
2024-08-27,31.281933230211692
2024-08-28,32.09976154995579
2024-08-29,32.09976154995579
2024-08-30,34.34878942925205
2024-08-31,45.798385905669406
2024-09-01,57.24798238208676
2024-09-02,60.31483858112712
2024-09-03,31.281933230211692
2024-09-04,25.966049151875065
2024-09-05,25.966049151875065
2024-09-06,28.215077031171333
2024-09-07,40.482501827332776
2024-09-08,44.98055758592531
2024-09-09,31.281933230211692
2024-09-10,28.215077031171333
2024-09-11,26.783877471619164
2024-09-12,29.032905350915428
2024-09-13,32.09976154995579
2024-09-14,42.73152970662905
2024-09-15,43.54935802637314
2024-09-16,28.215077031171333
2024-09-17,25.76159207193904
2024-09-18,25.76159207193904
2024-09-19,28.62399119104338
2024-09-20,28.62399119104338
2024-09-21,40.07358766746073
2024-09-22,42.93598678656507
