Time,donald_trump
2022-06-01,13.0
2022-06-02,12.0
2022-06-03,12.0
2022-06-04,12.0
2022-06-05,13.0
2022-06-06,12.0
2022-06-07,13.0
2022-06-08,13.0
2022-06-09,14.0
2022-06-10,29.0
2022-06-11,20.0
2022-06-12,19.0
2022-06-13,23.0
2022-06-14,31.0
2022-06-15,24.0
2022-06-16,21.0
2022-06-17,20.0
2022-06-18,20.0
2022-06-19,19.0
2022-06-20,18.0
2022-06-21,21.0
2022-06-22,19.0
2022-06-23,19.0
2022-06-24,23.0
2022-06-25,21.0
2022-06-26,20.0
2022-06-27,17.0
2022-06-28,29.0
2022-06-29,31.0
2022-06-30,21.0
2022-07-01,18.0
2022-07-02,17.0
2022-07-03,17.0
2022-07-04,18.0
2022-07-05,17.0
2022-07-06,16.0
2022-07-07,17.0
2022-07-08,18.0
2022-07-09,18.0
2022-07-10,20.0
2022-07-11,18.0
2022-07-12,25.0
2022-07-13,27.0
2022-07-14,88.0
2022-07-15,95.0
2022-07-16,51.0
2022-07-17,31.0
2022-07-18,24.0
2022-07-19,22.0
2022-07-20,28.0
2022-07-21,38.0
2022-07-22,41.0
2022-07-23,30.0
2022-07-24,24.0
2022-07-25,19.0
2022-07-26,20.0
2022-07-27,21.0
2022-07-28,21.0
2022-07-29,23.0
2022-07-30,20.0
2022-07-31,22.0
2022-08-01,21.0
2022-08-02,20.0
2022-08-03,17.0
2022-08-04,17.0
2022-08-05,16.0
2022-08-06,19.0
2022-08-07,18.0
2022-08-08,25.0
2022-08-09,100.0
2022-08-10,55.0
2022-08-11,39.0
2022-08-12,60.0
2022-08-13,40.0
2022-08-14,37.0
2022-08-15,33.0
2022-08-16,30.0
2022-08-17,32.0
2022-08-18,29.0
2022-08-19,23.0
2022-08-20,21.0
2022-08-21,20.0
2022-08-22,19.0
2022-08-23,23.0
2022-08-24,21.0
2022-08-25,21.0
2022-08-26,26.0
2022-08-27,27.0
2022-08-28,22.0
2022-08-29,20.5
2022-08-30,22.8125
2022-08-31,25.625
2022-09-01,23.3125
2022-09-02,25.625
2022-09-03,21.0
2022-09-04,23.8125
2022-09-05,21.0
2022-09-06,18.1875
2022-09-07,20.5
2022-09-08,21.5
2022-09-09,21.0
2022-09-10,18.6875
2022-09-11,20.5
2022-09-12,28.9375
2022-09-13,20.5
2022-09-14,18.6875
2022-09-15,18.1875
2022-09-16,16.375
2022-09-17,15.875
2022-09-18,18.1875
2022-09-19,21.0
2022-09-20,18.6875
2022-09-21,31.75
2022-09-22,29.4375
2022-09-23,23.8125
2022-09-24,18.6875
2022-09-25,16.375
2022-09-26,16.375
2022-09-27,15.875
2022-09-28,15.75
2022-09-29,15.75
2022-09-30,15.75
2022-10-01,15.75
2022-10-02,15.75
2022-10-03,15.75
2022-10-04,15.75
2022-10-05,15.75
2022-10-06,15.75
2022-10-07,15.75
2022-10-08,13.125
2022-10-09,15.75
2022-10-10,18.375
2022-10-11,15.75
2022-10-12,15.75
2022-10-13,23.625
2022-10-14,23.625
2022-10-15,15.75
2022-10-16,15.75
2022-10-17,18.375
2022-10-18,15.75
2022-10-19,18.375
2022-10-20,15.75
2022-10-21,18.375
2022-10-22,15.75
2022-10-23,15.75
2022-10-24,15.75
2022-10-25,15.75
2022-10-26,15.75
2022-10-27,15.75
2022-10-28,26.25
2022-10-29,23.625
2022-10-30,18.375
2022-10-31,26.25
2022-11-01,23.625
2022-11-02,28.875
2022-11-03,23.625
2022-11-04,23.625
2022-11-05,21.0
2022-11-06,21.0
2022-11-07,23.625
2022-11-08,31.5
2022-11-09,39.375
2022-11-10,28.875
2022-11-11,31.5
2022-11-12,26.25
2022-11-13,34.125
2022-11-14,28.875
2022-11-15,60.375
2022-11-16,175.875
2022-11-17,39.375
2022-11-18,26.25
2022-11-19,28.875
2022-11-20,76.125
2022-11-21,34.125
2022-11-22,26.25
2022-11-23,21.0
2022-11-24,18.375
2022-11-25,18.375
2022-11-26,18.375
2022-11-27,18.375
2022-11-28,15.75
2022-11-29,18.375
2022-11-30,18.375
2022-12-01,18.375
2022-12-02,15.75
2022-12-03,15.75
2022-12-04,21.0
2022-12-05,21.0
2022-12-06,26.25
2022-12-07,28.875
2022-12-08,21.0
2022-12-09,18.375
2022-12-10,15.75
2022-12-11,15.75
2022-12-12,15.75
2022-12-13,15.75
2022-12-14,15.75
2022-12-15,31.5
2022-12-16,39.375
2022-12-17,26.25
2022-12-18,21.0
2022-12-19,28.875
2022-12-20,26.25
2022-12-21,28.875
2022-12-22,21.0
2022-12-23,18.375
2022-12-24,18.375
2022-12-25,21.0
2022-12-26,23.625
2022-12-27,18.375
2022-12-28,15.75
2022-12-29,15.75
2022-12-30,23.625
2022-12-31,21.0
2023-01-01,18.375
2023-01-02,15.75
2023-01-03,15.75
2023-01-04,18.375
2023-01-05,21.0
2023-01-06,21.0
2023-01-07,15.75
2023-01-08,13.125
2023-01-09,13.125
2023-01-10,13.125
2023-01-11,13.125
2023-01-12,13.125
2023-01-13,13.125
2023-01-14,10.5
2023-01-15,10.5
2023-01-16,10.5
2023-01-17,13.125
2023-01-18,13.125
2023-01-19,13.125
2023-01-20,13.125
2023-01-21,13.125
2023-01-22,13.125
2023-01-23,10.5
2023-01-24,13.125
2023-01-25,13.125
2023-01-26,13.125
2023-01-27,13.125
2023-01-28,13.125
2023-01-29,13.125
2023-01-30,13.125
2023-01-31,13.125
2023-02-01,13.125
2023-02-02,10.5
2023-02-03,13.125
2023-02-04,15.75
2023-02-05,15.75
2023-02-06,13.125
2023-02-07,13.125
2023-02-08,18.375
2023-02-09,13.125
2023-02-10,13.125
2023-02-11,13.125
2023-02-12,13.125
2023-02-13,18.375
2023-02-14,13.125
2023-02-15,15.75
2023-02-16,15.75
2023-02-17,15.75
2023-02-18,13.125
2023-02-19,13.125
2023-02-20,15.75
2023-02-21,15.75
2023-02-22,18.375
2023-02-23,15.75
2023-02-24,13.125
2023-02-25,13.125
2023-02-26,13.125
2023-02-27,13.125
2023-02-28,13.125
2023-03-01,13.125
2023-03-02,13.125
2023-03-03,13.125
2023-03-04,15.75
2023-03-05,18.375
2023-03-06,15.75
2023-03-07,13.125
2023-03-08,13.125
2023-03-09,13.125
2023-03-10,15.75
2023-03-11,13.125
2023-03-12,15.75
2023-03-13,13.125
2023-03-14,15.75
2023-03-15,13.125
2023-03-16,13.125
2023-03-17,15.75
2023-03-18,81.375
2023-03-19,60.375
2023-03-20,60.375
2023-03-21,183.75
2023-03-22,126.0
2023-03-23,60.375
2023-03-24,36.75
2023-03-25,31.5
2023-03-26,28.875
2023-03-27,23.625
2023-03-28,23.625
2023-03-29,21.0
2023-03-30,99.75
2023-03-31,168.0
2023-04-01,63.0
2023-04-02,42.0
2023-04-03,55.125
2023-04-04,262.5
2023-04-05,202.125
2023-04-06,68.25
2023-04-07,39.375
2023-04-08,31.5
2023-04-09,39.375
2023-04-10,31.5
2023-04-11,26.25
2023-04-12,23.625
2023-04-13,23.625
2023-04-14,21.0
2023-04-15,21.0
2023-04-16,18.375
2023-04-17,18.375
2023-04-18,21.0
2023-04-19,18.375
2023-04-20,18.375
2023-04-21,18.375
2023-04-22,18.375
2023-04-23,15.75
2023-04-24,21.0
2023-04-25,23.625
2023-04-26,23.33689024390244
2023-04-27,22.02439024390244
2023-04-28,18.791158536585368
2023-04-29,15.557926829268293
2023-04-30,15.557926829268293
2023-05-01,16.870426829268293
2023-05-02,16.870426829268293
2023-05-03,18.791158536585368
2023-05-04,18.791158536585368
2023-05-05,18.791158536585368
2023-05-06,15.557926829268293
2023-05-07,15.557926829268293
2023-05-08,18.791158536585368
2023-05-09,54.452743902439025
2023-05-10,45.36128048780488
2023-05-11,37.582317073170735
2023-05-12,26.570121951219512
2023-05-13,20.103658536585368
2023-05-14,20.103658536585368
2023-05-15,18.791158536585368
2023-05-16,18.791158536585368
2023-05-17,15.557926829268293
2023-05-18,15.557926829268293
2023-05-19,15.557926829268293
2023-05-20,14.245426829268293
2023-05-21,14.245426829268293
2023-05-22,14.245426829268293
2023-05-23,15.557926829268293
2023-05-24,15.557926829268293
2023-05-25,18.791158536585368
2023-05-26,15.365853658536588
2023-05-27,15.365853658536588
2023-05-28,15.365853658536588
2023-05-29,15.365853658536588
2023-05-30,15.365853658536588
2023-05-31,15.365853658536588
2023-06-01,19.207317073170735
2023-06-02,19.207317073170735
2023-06-03,15.365853658536588
2023-06-04,15.365853658536588
2023-06-05,15.365853658536588
2023-06-06,15.365853658536588
2023-06-07,19.207317073170735
2023-06-08,23.048780487804883
2023-06-09,84.51219512195124
2023-06-10,49.939024390243915
2023-06-11,30.731707317073177
2023-06-12,30.731707317073177
2023-06-13,96.03658536585368
2023-06-14,84.51219512195124
2023-06-15,34.57317073170732
2023-06-16,26.89024390243903
2023-06-17,23.048780487804883
2023-06-18,19.207317073170735
2023-06-19,19.207317073170735
2023-06-20,23.048780487804883
2023-06-21,19.207317073170735
2023-06-22,15.365853658536588
2023-06-23,15.365853658536588
2023-06-24,15.365853658536588
2023-06-25,15.365853658536588
2023-06-26,15.365853658536588
2023-06-27,19.207317073170735
2023-06-28,19.207317073170735
2023-06-29,15.365853658536588
2023-06-30,15.365853658536588
2023-07-01,15.365853658536588
2023-07-02,15.365853658536588
2023-07-03,15.365853658536588
2023-07-04,15.365853658536588
2023-07-05,19.207317073170735
2023-07-06,19.207317073170735
2023-07-07,15.365853658536588
2023-07-08,15.365853658536588
2023-07-09,19.207317073170735
2023-07-10,15.365853658536588
2023-07-11,15.365853658536588
2023-07-12,11.524390243902442
2023-07-13,15.365853658536588
2023-07-14,11.524390243902442
2023-07-15,15.365853658536588
2023-07-16,15.365853658536588
2023-07-17,15.365853658536588
2023-07-18,19.207317073170735
2023-07-19,19.207317073170735
2023-07-20,19.207317073170735
2023-07-21,19.207317073170735
2023-07-22,15.365853658536588
2023-07-23,15.365853658536588
2023-07-24,15.365853658536588
2023-07-25,15.365853658536588
2023-07-26,15.365853658536588
2023-07-27,19.207317073170735
2023-07-28,19.207317073170735
2023-07-29,19.207317073170735
2023-07-30,19.207317073170735
2023-07-31,23.048780487804883
2023-08-01,30.731707317073177
2023-08-02,38.41463414634147
2023-08-03,46.09756097560977
2023-08-04,42.25609756097562
2023-08-05,30.731707317073177
2023-08-06,26.89024390243903
2023-08-07,26.89024390243903
2023-08-08,23.048780487804883
2023-08-09,23.048780487804883
2023-08-10,19.207317073170735
2023-08-11,19.207317073170735
2023-08-12,19.207317073170735
2023-08-13,19.207317073170735
2023-08-14,19.207317073170735
2023-08-15,57.621951219512205
2023-08-16,34.57317073170732
2023-08-17,26.89024390243903
2023-08-18,26.89024390243903
2023-08-19,23.048780487804883
2023-08-20,19.207317073170735
2023-08-21,23.048780487804883
2023-08-22,30.731707317073177
2023-08-23,34.57317073170732
2023-08-24,126.76829268292686
2023-08-25,384.14634146341473
2023-08-26,111.40243902439026
2023-08-27,61.46341463414635
2023-08-28,42.25609756097562
2023-08-29,34.57317073170732
2023-08-30,30.731707317073177
2023-08-31,30.731707317073177
2023-09-01,26.89024390243903
2023-09-02,23.048780487804883
2023-09-03,23.048780487804883
2023-09-04,19.207317073170735
2023-09-05,23.048780487804883
2023-09-06,23.048780487804883
2023-09-07,19.207317073170735
2023-09-08,23.048780487804883
2023-09-09,23.048780487804883
2023-09-10,19.207317073170735
2023-09-11,19.207317073170735
2023-09-12,19.207317073170735
2023-09-13,19.207317073170735
2023-09-14,19.207317073170735
2023-09-15,19.207317073170735
2023-09-16,15.365853658536588
2023-09-17,19.207317073170735
2023-09-18,19.207317073170735
2023-09-19,19.207317073170735
2023-09-20,34.57317073170732
2023-09-21,23.048780487804883
2023-09-22,19.207317073170735
2023-09-23,15.365853658536588
2023-09-24,15.365853658536588
2023-09-25,19.207317073170735
2023-09-26,23.048780487804883
2023-09-27,26.89024390243903
2023-09-28,30.731707317073177
2023-09-29,23.048780487804883
2023-09-30,23.048780487804883
2023-10-01,19.207317073170735
2023-10-02,30.731707317073177
2023-10-03,30.731707317073177
2023-10-04,34.57317073170732
2023-10-05,26.89024390243903
2023-10-06,23.048780487804883
2023-10-07,19.207317073170735
2023-10-08,19.207317073170735
2023-10-09,19.207317073170735
2023-10-10,19.207317073170735
2023-10-11,19.207317073170735
2023-10-12,23.048780487804883
2023-10-13,19.207317073170735
2023-10-14,15.365853658536588
2023-10-15,15.365853658536588
2023-10-16,19.207317073170735
2023-10-17,19.207317073170735
2023-10-18,19.207317073170735
2023-10-19,19.207317073170735
2023-10-20,19.207317073170735
2023-10-21,15.365853658536588
2023-10-22,15.365853658536588
2023-10-23,15.365853658536588
2023-10-24,19.207317073170735
2023-10-25,23.048780487804883
2023-10-26,19.207317073170735
2023-10-27,19.207317073170735
2023-10-28,15.365853658536588
2023-10-29,15.365853658536588
2023-10-30,19.207317073170735
2023-10-31,19.207317073170735
2023-11-01,23.048780487804883
2023-11-02,26.89024390243903
2023-11-03,23.048780487804883
2023-11-04,15.365853658536588
2023-11-05,15.365853658536588
2023-11-06,26.89024390243903
2023-11-07,26.89024390243903
2023-11-08,23.048780487804883
2023-11-09,26.89024390243903
2023-11-10,19.207317073170735
2023-11-11,15.365853658536588
2023-11-12,19.207317073170735
2023-11-13,30.731707317073177
2023-11-14,23.048780487804883
2023-11-15,19.207317073170735
2023-11-16,19.207317073170735
2023-11-17,19.207317073170735
2023-11-18,15.365853658536588
2023-11-19,15.365853658536588
2023-11-20,19.207317073170735
2023-11-21,19.207317073170735
2023-11-22,15.365853658536588
2023-11-23,19.207317073170735
2023-11-24,15.365853658536588
2023-11-25,15.365853658536588
2023-11-26,19.207317073170735
2023-11-27,15.365853658536588
2023-11-28,19.207317073170735
2023-11-29,19.207317073170735
2023-11-30,19.207317073170735
2023-12-01,15.365853658536588
2023-12-02,15.365853658536588
2023-12-03,15.365853658536588
2023-12-04,19.207317073170735
2023-12-05,19.207317073170735
2023-12-06,19.207317073170735
2023-12-07,23.048780487804883
2023-12-08,19.207317073170735
2023-12-09,15.365853658536588
2023-12-10,15.365853658536588
2023-12-11,15.365853658536588
2023-12-12,15.365853658536588
2023-12-13,19.207317073170735
2023-12-14,15.365853658536588
2023-12-15,15.365853658536588
2023-12-16,19.207317073170735
2023-12-17,19.207317073170735
2023-12-18,15.365853658536588
2023-12-19,23.048780487804883
2023-12-20,49.939024390243915
2023-12-21,26.89024390243903
2023-12-22,23.048780487804883
2023-12-23,21.12804878048781
2023-12-24,21.12804878048781
2023-12-25,21.12804878048781
2023-12-26,21.12804878048781
2023-12-27,23.048780487804883
2023-12-28,21.12804878048781
2023-12-29,24.969512195121958
2023-12-30,21.12804878048781
2023-12-31,21.12804878048781
2024-01-01,21.12804878048781
2024-01-02,21.12804878048781
2024-01-03,21.12804878048781
2024-01-04,24.969512195121958
2024-01-05,24.969512195121958
2024-01-06,23.048780487804883
2024-01-07,21.12804878048781
2024-01-08,21.12804878048781
2024-01-09,23.048780487804883
2024-01-10,24.969512195121958
2024-01-11,32.65243902439025
2024-01-12,23.048780487804883
2024-01-13,23.048780487804883
2024-01-14,23.048780487804883
2024-01-15,24.969512195121958
2024-01-16,59.542682926829286
2024-01-17,34.57317073170732
2024-01-18,26.890243902439032
2024-01-19,26.890243902439032
2024-01-20,24.969512195121958
2024-01-21,34.57317073170732
2024-01-22,34.57317073170732
2024-01-23,34.57317073170732
2024-01-24,57.62195121951221
2024-01-25,34.57317073170732
2024-01-26,34.57317073170732
2024-01-27,46.09756097560977
2024-01-28,34.57317073170732
2024-01-29,23.048780487804883
2024-01-30,23.048780487804883
2024-01-31,23.048780487804883
2024-02-01,23.048780487804883
2024-02-02,23.048780487804883
2024-02-03,23.048780487804883
2024-02-04,23.048780487804883
2024-02-05,23.048780487804883
2024-02-06,23.048780487804883
2024-02-07,23.048780487804883
2024-02-08,23.048780487804883
2024-02-09,34.57317073170732
2024-02-10,23.048780487804883
2024-02-11,23.048780487804883
2024-02-12,23.048780487804883
2024-02-13,23.048780487804883
2024-02-14,23.048780487804883
2024-02-15,23.048780487804883
2024-02-16,46.09756097560977
2024-02-17,46.09756097560977
2024-02-18,57.62195121951221
2024-02-19,46.09756097560977
2024-02-20,34.57317073170732
2024-02-21,34.57317073170732
2024-02-22,34.57317073170732
2024-02-23,34.57317073170732
2024-02-24,34.57317073170732
2024-02-25,46.09756097560977
2024-02-26,34.57317073170732
2024-02-27,34.57317073170732
2024-02-28,34.57317073170732
2024-02-29,23.048780487804883
2024-03-01,23.048780487804883
2024-03-02,23.048780487804883
2024-03-03,23.048780487804883
2024-03-04,34.57317073170732
2024-03-05,34.57317073170732
2024-03-06,69.14634146341464
2024-03-07,34.57317073170732
2024-03-08,57.62195121951221
2024-03-09,34.57317073170732
2024-03-10,34.57317073170732
2024-03-11,46.09756097560977
2024-03-12,23.048780487804883
2024-03-13,34.57317073170732
2024-03-14,23.048780487804883
2024-03-15,23.048780487804883
2024-03-16,23.048780487804883
2024-03-17,23.048780487804883
2024-03-18,23.048780487804883
2024-03-19,34.57317073170732
2024-03-20,34.57317073170732
2024-03-21,23.048780487804883
2024-03-22,23.048780487804883
2024-03-23,23.048780487804883
2024-03-24,23.048780487804883
2024-03-25,34.57317073170732
2024-03-26,34.57317073170732
2024-03-27,34.57317073170732
2024-03-28,34.57317073170732
2024-03-29,23.048780487804883
2024-03-30,23.048780487804883
2024-03-31,23.048780487804883
2024-04-01,34.57317073170732
2024-04-02,23.048780487804883
2024-04-03,23.048780487804883
2024-04-04,23.048780487804883
2024-04-05,23.048780487804883
2024-04-06,23.048780487804883
2024-04-07,23.048780487804883
2024-04-08,23.048780487804883
2024-04-09,23.048780487804883
2024-04-10,23.048780487804883
2024-04-11,23.048780487804883
2024-04-12,23.048780487804883
2024-04-13,23.048780487804883
2024-04-14,23.048780487804883
2024-04-15,34.57317073170732
2024-04-16,34.57317073170732
2024-04-17,23.048780487804883
2024-04-18,23.048780487804883
2024-04-19,23.048780487804883
2024-04-20,23.048780487804883
2024-04-21,23.048780487804883
2024-04-22,23.048780487804883
2024-04-23,34.57317073170732
2024-04-24,23.048780487804883
2024-04-25,23.048780487804883
2024-04-26,23.048780487804883
2024-04-27,23.048780487804883
2024-04-28,23.048780487804883
2024-04-29,23.048780487804883
2024-04-30,23.048780487804883
2024-05-01,23.048780487804883
2024-05-02,23.048780487804883
2024-05-03,23.048780487804883
2024-05-04,23.048780487804883
2024-05-05,23.048780487804883
2024-05-06,23.048780487804883
2024-05-07,34.57317073170732
2024-05-08,23.048780487804883
2024-05-09,23.048780487804883
2024-05-10,23.048780487804883
2024-05-11,23.048780487804883
2024-05-12,23.048780487804883
2024-05-13,23.048780487804883
2024-05-14,23.048780487804883
2024-05-15,23.048780487804883
2024-05-16,23.048780487804883
2024-05-17,23.048780487804883
2024-05-18,23.048780487804883
2024-05-19,23.048780487804883
2024-05-20,23.048780487804883
2024-05-21,23.048780487804883
2024-05-22,23.048780487804883
2024-05-23,23.048780487804883
2024-05-24,23.048780487804883
2024-05-25,23.048780487804883
2024-05-26,23.048780487804883
2024-05-27,23.048780487804883
2024-05-28,23.048780487804883
2024-05-29,46.09756097560977
2024-05-30,288.10975609756105
2024-05-31,276.5853658536586
2024-06-01,92.19512195121953
2024-06-02,57.62195121951221
2024-06-03,34.57317073170732
2024-06-04,34.57317073170732
2024-06-05,34.57317073170732
2024-06-06,34.57317073170732
2024-06-07,34.57317073170732
2024-06-08,34.57317073170732
2024-06-09,34.57317073170732
2024-06-10,23.048780487804883
2024-06-11,23.048780487804883
2024-06-12,23.048780487804883
2024-06-13,23.048780487804883
2024-06-14,46.09756097560977
2024-06-15,46.09756097560977
2024-06-16,23.048780487804883
2024-06-17,23.048780487804883
2024-06-18,23.048780487804883
2024-06-19,23.048780487804883
2024-06-20,23.048780487804883
2024-06-21,23.048780487804883
2024-06-22,23.048780487804883
2024-06-23,23.048780487804883
2024-06-24,23.048780487804883
2024-06-25,23.048780487804883
2024-06-26,23.048780487804883
2024-06-27,34.57317073170732
2024-06-28,161.34146341463418
2024-06-29,46.09756097560977
2024-06-30,34.57317073170732
2024-07-01,46.09756097560977
2024-07-02,34.57317073170732
2024-07-03,34.57317073170732
2024-07-04,34.57317073170732
2024-07-05,34.57317073170732
2024-07-06,34.57317073170732
2024-07-07,34.57317073170732
2024-07-08,23.048780487804883
2024-07-09,34.57317073170732
2024-07-10,34.57317073170732
2024-07-11,34.57317073170732
2024-07-12,34.57317073170732
2024-07-13,875.8536585365856
2024-07-14,1152.4390243902442
2024-07-15,299.63414634146346
2024-07-16,207.43902439024396
2024-07-17,161.34146341463418
2024-07-18,242.01219512195127
2024-07-19,265.06097560975616
2024-07-20,92.19512195121953
2024-07-21,126.76829268292686
2024-07-22,103.71951219512198
2024-07-23,92.19512195121953
2024-07-24,80.67073170731709
2024-07-25,69.14634146341464
2024-07-26,69.14634146341464
2024-07-27,69.14634146341464
2024-07-28,69.14634146341464
2024-07-29,218.9634146341464
2024-07-30,195.9146341463415
2024-07-31,103.71951219512198
2024-08-01,80.67073170731709
2024-08-02,57.62195121951221
2024-08-03,46.09756097560977
2024-08-04,46.09756097560977
2024-08-05,46.09756097560977
2024-08-06,46.09756097560977
2024-08-07,46.09756097560977
2024-08-08,46.09756097560977
2024-08-09,46.09756097560977
2024-08-10,46.09756097560977
2024-08-11,46.09756097560977
2024-08-12,46.09756097560977
2024-08-13,69.14634146341464
2024-08-14,46.09756097560977
2024-08-15,34.57317073170732
2024-08-16,46.09756097560977
2024-08-17,34.57317073170732
2024-08-18,45.10407905803197
2024-08-19,50.86627417998319
2024-08-20,56.628469301934416
2024-08-21,76.29941126997478
2024-08-22,82.061606391926
2024-08-23,82.061606391926
2024-08-24,50.86627417998319
2024-08-25,50.86627417998319
2024-08-26,31.195332211942816
2024-08-27,45.10407905803197
2024-08-28,45.10407905803197
2024-08-29,45.10407905803197
2024-08-30,31.195332211942816
2024-08-31,31.195332211942816
2024-09-01,31.195332211942816
2024-09-02,31.195332211942816
2024-09-03,31.195332211942816
2024-09-04,31.195332211942816
2024-09-05,31.195332211942816
2024-09-06,31.195332211942816
2024-09-07,31.195332211942816
2024-09-08,31.195332211942816
2024-09-09,31.195332211942816
2024-09-10,50.86627417998319
2024-09-11,203.46509671993277
2024-09-12,76.29941126997478
2024-09-13,70.53721614802356
2024-09-14,56.628469301934416
2024-09-15,183.7941547518924
2024-09-16,158.3610176619008
2024-09-17,83.45248107653492
2024-09-18,55.63498738435662
2024-09-19,55.63498738435662
2024-09-20,55.63498738435662
2024-09-21,55.63498738435662
2024-09-22,55.63498738435662
2024-09-23,55.63498738435662
2024-09-24,55.63498738435662
2024-09-25,27.81749369217831
2024-09-26,27.81749369217831
2024-09-27,27.81749369217831
2024-09-28,27.81749369217831
2024-09-29,55.63498738435662
2024-09-30,27.81749369217831
2024-10-01,55.63498738435662
2024-10-02,55.63498738435662
2024-10-03,55.63498738435662
2024-10-04,55.63498738435662
2024-10-05,55.63498738435662
2024-10-06,55.63498738435662
2024-10-07,27.81749369217831
2024-10-08,55.63498738435662
2024-10-09,27.81749369217831
2024-10-10,55.63498738435662
2024-10-11,55.63498738435662
2024-10-12,55.63498738435662
2024-10-13,55.63498738435662
2024-10-14,55.63498738435662
2024-10-15,55.63498738435662
2024-10-16,55.63498738435662
2024-10-17,55.63498738435662
2024-10-18,55.63498738435662
2024-10-19,55.63498738435662
2024-10-20,83.45248107653492
2024-10-21,83.45248107653492
2024-10-22,83.45248107653492
2024-10-23,83.45248107653492
2024-10-24,83.45248107653492
2024-10-25,83.45248107653492
2024-10-26,111.26997476871324
2024-10-27,83.45248107653492
2024-10-28,111.26997476871324
2024-10-29,111.26997476871324
2024-10-30,83.45248107653492
2024-10-31,83.45248107653492
2024-11-01,111.26997476871324
2024-11-02,111.26997476871324
2024-11-03,111.26997476871324
2024-11-04,139.08746846089156
2024-11-05,751.0723296888144
2024-11-06,2781.749369217831
2024-11-07,472.89739276703125
2024-11-08,278.1749369217831
2024-11-09,222.53994953742648
2024-11-10,166.90496215306985
2024-11-11,111.26997476871324
2024-11-12,111.26997476871324
2024-11-13,111.26997476871324
2024-11-14,83.45248107653492
2024-11-15,83.45248107653492
2024-11-16,55.63498738435662
2024-11-17,83.45248107653492
2024-11-18,55.63498738435662
2024-11-19,55.63498738435662
2024-11-20,55.63498738435662
2024-11-21,55.63498738435662
2024-11-22,55.63498738435662
2024-11-23,55.63498738435662
2024-11-24,27.81749369217831
