Time,nhl scores
2023-12-22,44
2023-12-23,49
2023-12-24,53
2023-12-25,14
2023-12-26,12
2023-12-27,14
2023-12-28,49
2023-12-29,31
2023-12-30,48
2023-12-31,50
2024-01-01,42
2024-01-02,17
2024-01-03,42
2024-01-04,25
2024-01-05,45
2024-01-06,38
2024-01-07,50
2024-01-08,19
2024-01-09,31
2024-01-10,32
2024-01-11,28
2024-01-12,39
2024-01-13,37
2024-01-14,55
2024-01-15,34
2024-01-16,25
2024-01-17,32
2024-01-18,22
2024-01-19,41
2024-01-20,42
2024-01-21,52
2024-01-22,27
2024-01-23,31
2024-01-24,36
2024-01-25,35
2024-01-26,32
2024-01-27,42
2024-01-28,41
2024-01-29,13
2024-01-30,12
2024-01-31,16
2024-02-01,14
2024-02-02,6
2024-02-03,8
2024-02-04,8
2024-02-05,5
2024-02-06,16
2024-02-07,28
2024-02-08,20
2024-02-09,23
2024-02-10,38
2024-02-11,33
2024-02-12,10
2024-02-13,21
2024-02-14,28
2024-02-15,20
2024-02-16,32
2024-02-17,36
2024-02-18,48
2024-02-19,39
2024-02-20,20
2024-02-21,31
2024-02-22,30
2024-02-23,37
2024-02-24,42
2024-02-25,50
2024-02-26,24
2024-02-27,24
2024-02-28,31
2024-02-29,23
2024-03-01,32
2024-03-02,36
2024-03-03,47
2024-03-04,21
2024-03-05,26
2024-03-06,30
2024-03-07,24
2024-03-08,34
2024-03-09,40
2024-03-10,54
2024-03-11,19
2024-03-12,25
2024-03-13,30
2024-03-14,26
2024-03-15,32
2024-03-16,40
2024-03-17,54
2024-03-18,19
2024-03-19,24
2024-03-20,36
2024-03-21,24
2024-03-22,33
2024-03-23,42
2024-03-24,51
2024-03-25,22
2024-03-26,23
2024-03-27,37
2024-03-28,25
2024-03-29,38
2024-03-30,39
2024-03-31,46
2024-04-01,15
2024-04-02,33
2024-04-03,31
2024-04-04,32
2024-04-05,34
2024-04-06,55
2024-04-07,52
2024-04-08,26
2024-04-09,29
2024-04-10,40
2024-04-11,27
2024-04-12,40
2024-04-13,58
2024-04-14,64
2024-04-15,27
2024-04-16,53
2024-04-17,55
2024-04-18,28
2024-04-19,28
2024-04-20,31
2024-04-21,85
2024-04-22,51
2024-04-23,61
2024-04-24,63
2024-04-25,61
2024-04-26,52
2024-04-27,95
2024-04-28,100
2024-04-29,56
2024-04-30,59
2024-05-01,68
2024-05-02,62
2024-05-03,67
2024-05-04,68
2024-05-05,95
2024-05-06,49
2024-05-07,47
2024-05-08,63
2024-05-09,61
2024-05-10,69
2024-05-11,80
2024-05-12,86
2024-05-13,59
2024-05-14,62
2024-05-15,64
2024-05-16,63
2024-05-17,79
2024-05-18,87
2024-05-19,64
2024-05-20,24
2024-05-21,47
2024-05-22,22
2024-05-23,50
2024-05-24,53
2024-05-25,67
2024-05-26,77
2024-05-27,37
2024-05-28,47
2024-05-29,55
2024-05-30,49
2024-05-31,59
2024-06-01,59
2024-06-02,76
2024-06-03,44
2024-06-04,9
2024-06-05,8
2024-06-06,7
2024-06-07,9
2024-06-08,15
2024-06-09,53
2024-06-10,14
2024-06-11,51
2024-06-12,13
2024-06-13,18
2024-06-14,47
2024-06-15,17
2024-06-16,59
2024-06-17,14
2024-06-18,17
2024-06-19,58
2024-06-20,14
2024-06-21,20
2024-06-22,70
2024-06-23,16
2024-06-24,15
2024-06-25,71
2024-06-26,4
2024-06-27,2
2024-06-28,2
2024-06-29,3
2024-06-30,1
2024-07-01,1
2024-07-02,1
2024-07-03,1
2024-07-04,1
2024-07-05,1
2024-07-06,1
2024-07-07,1
2024-07-08,1
2024-07-09,1
2024-07-10,1
2024-07-11,1
2024-07-12,0
2024-07-13,0
2024-07-14,1
2024-07-15,0
2024-07-16,1
2024-07-17,1
2024-07-18,1
2024-07-19,0
2024-07-20,1
2024-07-21,1
2024-07-22,0
2024-07-23,0
2024-07-24,0
2024-07-25,1
2024-07-26,0
2024-07-27,0
2024-07-28,1
2024-07-29,0
2024-07-30,0
2024-07-31,0
2024-08-01,0
2024-08-02,0
2024-08-03,0
2024-08-04,0
2024-08-05,0
2024-08-06,0
2024-08-07,0
2024-08-08,0
2024-08-09,0
2024-08-10,0
2024-08-11,1
2024-08-12,0
2024-08-13,0
2024-08-14,0
2024-08-15,0
2024-08-16,0
2024-08-17,0
2024-08-18,1
2024-08-19,0
2024-08-20,0
2024-08-21,0
2024-08-22,0
2024-08-23,0
2024-08-24,0
2024-08-25,1
2024-08-26,0
2024-08-27,0
2024-08-28,0
2024-08-29,1
2024-08-30,1
2024-08-31,0
2024-09-01,0
2024-09-02,0
2024-09-03,0
2024-09-04,0
2024-09-05,0
2024-09-06,1
2024-09-07,1
2024-09-08,1
2024-09-09,1
2024-09-10,0
2024-09-11,0
2024-09-12,0
2024-09-13,0
2024-09-14,1
2024-09-15,2
2024-09-16,1
