Time,jalen_ramsey
2023-02-08,3.414634146341464
2023-02-09,3.414634146341464
2023-02-10,3.414634146341464
2023-02-11,1.707317073170732
2023-02-12,3.414634146341464
2023-02-13,3.414634146341464
2023-02-14,1.707317073170732
2023-02-15,3.414634146341464
2023-02-16,8.536585365853659
2023-02-17,10.243902439024392
2023-02-18,8.536585365853659
2023-02-19,6.829268292682928
2023-02-20,5.121951219512196
2023-02-21,6.829268292682928
2023-02-22,6.829268292682928
2023-02-23,5.121951219512196
2023-02-24,5.121951219512196
2023-02-25,29.02439024390244
2023-02-26,20.487804878048784
2023-02-27,13.658536585365855
2023-02-28,10.243902439024392
2023-03-01,10.243902439024392
2023-03-02,8.536585365853659
2023-03-03,6.829268292682928
2023-03-04,5.121951219512196
2023-03-05,5.121951219512196
2023-03-06,5.121951219512196
2023-03-07,5.121951219512196
2023-03-08,6.829268292682928
2023-03-09,5.121951219512196
2023-03-10,6.829268292682928
2023-03-11,5.121951219512196
2023-03-12,170.7317073170732
2023-03-13,75.1219512195122
2023-03-14,25.60975609756098
2023-03-15,15.365853658536587
2023-03-16,13.658536585365855
2023-03-17,8.536585365853659
2023-03-18,6.829268292682928
2023-03-19,6.829268292682928
2023-03-20,5.121951219512196
2023-03-21,5.121951219512196
2023-03-22,5.121951219512196
2023-03-23,3.414634146341464
2023-03-24,3.414634146341464
2023-03-25,3.414634146341464
2023-03-26,1.707317073170732
2023-03-27,3.414634146341464
2023-03-28,1.707317073170732
2023-03-29,1.707317073170732
2023-03-30,1.707317073170732
2023-03-31,1.707317073170732
2023-04-01,1.707317073170732
2023-04-02,1.707317073170732
2023-04-03,1.707317073170732
2023-04-04,1.707317073170732
2023-04-05,1.707317073170732
2023-04-06,1.707317073170732
2023-04-07,1.707317073170732
2023-04-08,1.707317073170732
2023-04-09,1.707317073170732
2023-04-10,1.707317073170732
2023-04-11,1.707317073170732
2023-04-12,1.707317073170732
2023-04-13,3.414634146341464
2023-04-14,1.707317073170732
2023-04-15,1.707317073170732
2023-04-16,1.707317073170732
2023-04-17,3.414634146341464
2023-04-18,3.414634146341464
2023-04-19,1.707317073170732
2023-04-20,1.707317073170732
2023-04-21,1.707317073170732
2023-04-22,1.707317073170732
2023-04-23,1.707317073170732
2023-04-24,1.707317073170732
2023-04-25,1.707317073170732
2023-04-26,1.707317073170732
2023-04-27,3.130081300813009
2023-04-28,6.544715447154473
2023-04-29,6.544715447154473
2023-04-30,3.130081300813009
2023-05-01,1.9918699186991873
2023-05-02,1.707317073170732
2023-05-03,1.707317073170732
2023-05-04,1.9918699186991873
2023-05-05,1.707317073170732
2023-05-06,1.707317073170732
2023-05-07,1.707317073170732
2023-05-08,1.707317073170732
2023-05-09,1.4227642276422765
2023-05-10,1.4227642276422765
2023-05-11,1.707317073170732
2023-05-12,2.845528455284553
2023-05-13,3.414634146341464
2023-05-14,1.707317073170732
2023-05-15,1.707317073170732
2023-05-16,1.9918699186991873
2023-05-17,1.4227642276422765
2023-05-18,1.9918699186991873
2023-05-19,0.28455284552845533
2023-05-20,1.707317073170732
2023-05-21,0.28455284552845533
2023-05-22,6.544715447154473
2023-05-23,3.130081300813009
2023-05-24,3.130081300813009
2023-05-25,1.9918699186991873
2023-05-26,1.707317073170732
2023-05-27,1.1382113821138213
2023-05-28,2.8455284552845534
2023-05-29,2.2764227642276427
2023-05-30,1.707317073170732
2023-05-31,1.707317073170732
2023-06-01,1.707317073170732
2023-06-02,1.707317073170732
2023-06-03,1.1382113821138213
2023-06-04,1.1382113821138213
2023-06-05,1.1382113821138213
2023-06-06,1.707317073170732
2023-06-07,2.8455284552845534
2023-06-08,2.2764227642276427
2023-06-09,2.2764227642276427
2023-06-10,1.707317073170732
2023-06-11,1.1382113821138213
2023-06-12,1.1382113821138213
2023-06-13,1.707317073170732
2023-06-14,1.707317073170732
2023-06-15,1.707317073170732
2023-06-16,1.1382113821138213
2023-06-17,0.5691056910569107
2023-06-18,1.707317073170732
2023-06-19,1.1382113821138213
2023-06-20,1.1382113821138213
2023-06-21,1.1382113821138213
2023-06-22,1.1382113821138213
2023-06-23,1.1382113821138213
2023-06-24,1.1382113821138213
2023-06-25,1.1382113821138213
2023-06-26,1.1382113821138213
2023-06-27,1.1382113821138213
2023-06-28,0.5691056910569107
2023-06-29,1.1382113821138213
2023-06-30,5.691056910569107
2023-07-01,3.414634146341464
2023-07-02,2.2764227642276427
2023-07-03,2.2764227642276427
2023-07-04,1.1382113821138213
2023-07-05,1.1382113821138213
2023-07-06,1.1382113821138213
2023-07-07,1.1382113821138213
2023-07-08,1.707317073170732
2023-07-09,1.1382113821138213
2023-07-10,1.1382113821138213
2023-07-11,1.707317073170732
2023-07-12,1.1382113821138213
2023-07-13,1.1382113821138213
2023-07-14,1.1382113821138213
2023-07-15,1.707317073170732
2023-07-16,1.707317073170732
2023-07-17,1.707317073170732
2023-07-18,2.2764227642276427
2023-07-19,1.1382113821138213
2023-07-20,2.8455284552845534
2023-07-21,1.707317073170732
2023-07-22,2.2764227642276427
2023-07-23,1.707317073170732
2023-07-24,1.707317073170732
2023-07-25,2.2764227642276427
2023-07-26,2.2764227642276427
2023-07-27,56.91056910569107
2023-07-28,36.42276422764228
2023-07-29,14.227642276422767
2023-07-30,7.967479674796749
2023-07-31,5.121951219512196
2023-08-01,3.9837398373983746
2023-08-02,2.8455284552845534
2023-08-03,3.414634146341464
2023-08-04,3.414634146341464
2023-08-05,2.8455284552845534
2023-08-06,2.8455284552845534
2023-08-07,2.2764227642276427
2023-08-08,2.2764227642276427
2023-08-09,2.8455284552845534
2023-08-10,2.2764227642276427
2023-08-11,2.2764227642276427
2023-08-12,2.2764227642276427
2023-08-13,3.414634146341464
2023-08-14,2.8455284552845534
2023-08-15,2.2764227642276427
2023-08-16,2.2764227642276427
2023-08-17,2.2764227642276427
2023-08-18,2.8455284552845534
2023-08-19,3.414634146341464
2023-08-20,2.2764227642276427
2023-08-21,1.707317073170732
2023-08-22,2.2764227642276427
2023-08-23,2.2764227642276427
2023-08-24,2.2764227642276427
2023-08-25,2.2764227642276427
2023-08-26,3.9837398373983746
2023-08-27,5.121951219512196
2023-08-28,3.9837398373983746
2023-08-29,2.8455284552845534
2023-08-30,3.414634146341464
2023-08-31,3.414634146341464
2023-09-01,2.8455284552845534
2023-09-02,2.8455284552845534
2023-09-03,3.414634146341464
2023-09-04,5.121951219512196
2023-09-05,3.414634146341464
2023-09-06,4.552845528455285
2023-09-07,4.552845528455285
2023-09-08,3.9837398373983746
2023-09-09,2.8455284552845534
2023-09-10,12.520325203252035
2023-09-11,7.398373983739838
2023-09-12,4.552845528455285
2023-09-13,3.9837398373983746
2023-09-14,2.8455284552845534
2023-09-15,2.2764227642276427
2023-09-16,2.8455284552845534
2023-09-17,6.829268292682928
2023-09-18,13.089430894308945
2023-09-19,2.8455284552845534
2023-09-20,2.8455284552845534
2023-09-21,4.552845528455285
2023-09-22,3.414634146341464
2023-09-23,3.414634146341464
2023-09-24,6.829268292682928
2023-09-25,6.829268292682928
2023-09-26,11.382113821138214
2023-09-27,3.9837398373983746
2023-09-28,3.9837398373983746
2023-09-29,4.552845528455285
2023-09-30,3.9837398373983746
2023-10-01,10.243902439024392
2023-10-02,4.552845528455285
2023-10-03,3.9837398373983746
2023-10-04,3.414634146341464
2023-10-05,2.8455284552845534
2023-10-06,3.414634146341464
2023-10-07,2.8455284552845534
2023-10-08,6.829268292682928
2023-10-09,4.552845528455285
2023-10-10,3.9837398373983746
2023-10-11,2.8455284552845534
2023-10-12,3.414634146341464
2023-10-13,3.9837398373983746
2023-10-14,2.8455284552845534
2023-10-15,7.398373983739838
2023-10-16,4.552845528455285
2023-10-17,3.9837398373983746
2023-10-18,8.53658536585366
2023-10-19,6.260162601626018
2023-10-20,5.121951219512196
2023-10-21,3.9837398373983746
2023-10-22,9.10569105691057
2023-10-23,13.658536585365855
2023-10-24,4.552845528455285
2023-10-25,3.414634146341464
2023-10-26,3.414634146341464
2023-10-27,6.829268292682928
2023-10-28,5.691056910569107
2023-10-29,26.747967479674802
2023-10-30,12.520325203252035
2023-10-31,6.260162601626018
2023-11-01,3.9837398373983746
2023-11-02,3.414634146341464
2023-11-03,3.414634146341464
2023-11-04,3.414634146341464
2023-11-05,7.398373983739838
2023-11-06,2.2764227642276427
2023-11-07,1.707317073170732
2023-11-08,1.1382113821138213
2023-11-09,1.707317073170732
2023-11-10,1.707317073170732
2023-11-11,1.707317073170732
2023-11-12,2.2764227642276427
2023-11-13,1.707317073170732
2023-11-14,2.2764227642276427
2023-11-15,2.2764227642276427
2023-11-16,1.707317073170732
2023-11-17,1.707317073170732
2023-11-18,1.707317073170732
2023-11-19,14.796747967479677
2023-11-20,11.951219512195124
2023-11-21,5.691056910569107
2023-11-22,6.260162601626018
2023-11-23,6.260162601626018
2023-11-24,8.53658536585366
2023-11-25,3.9837398373983746
2023-11-26,4.552845528455285
2023-11-27,3.414634146341464
2023-11-28,3.414634146341464
2023-11-29,3.414634146341464
2023-11-30,3.414634146341464
2023-12-01,3.414634146341464
2023-12-02,2.2764227642276427
2023-12-03,4.552845528455285
2023-12-04,5.691056910569107
2023-12-05,3.9837398373983746
2023-12-06,2.8455284552845534
2023-12-07,2.8455284552845534
2023-12-08,2.2764227642276427
2023-12-09,1.707317073170732
2023-12-10,3.414634146341464
2023-12-11,2.8455284552845534
2023-12-12,7.398373983739838
2023-12-13,3.414634146341464
2023-12-14,2.2764227642276427
2023-12-15,2.2764227642276427
2023-12-16,2.8455284552845534
2023-12-17,5.121951219512196
2023-12-18,2.2764227642276427
2023-12-19,2.8455284552845534
2023-12-20,2.2764227642276427
2023-12-21,2.8455284552845534
2023-12-22,3.4210768522779573
2023-12-23,2.865930357416782
2023-12-24,8.972541800889708
2023-12-25,5.086516336861482
2023-12-26,2.310783862555607
2023-12-27,2.865930357416782
2023-12-28,2.865930357416782
2023-12-29,3.4210768522779573
2023-12-30,3.511274735388864
2023-12-31,7.2169044331952765
2024-01-01,3.4210768522779573
2024-01-02,2.130388096333794
2024-01-03,2.310783862555607
2024-01-04,3.511274735388864
2024-01-05,2.310783862555607
2024-01-06,2.775732474305876
2024-01-07,3.240681086056144
2024-01-08,8.417395306028535
2024-01-09,2.2205859794447003
2024-01-10,1.755637367694432
2024-01-11,2.130388096333794
2024-01-12,1.8458352508053384
2024-01-13,2.775732474305876
2024-01-14,11.373523546556221
2024-01-15,3.9762233471391326
2024-01-16,2.775732474305876
2024-01-17,1.6654394845835254
2024-01-18,1.755637367694432
2024-01-19,2.2205859794447003
2024-01-20,3.795827580917319
2024-01-21,2.3451449608835713
2024-01-22,1.984353428439945
2024-01-23,1.803957662218132
2024-01-24,1.803957662218132
2024-01-25,2.1647491946617583
2024-01-26,1.984353428439945
2024-01-27,1.4431661297745055
2024-01-28,1.4431661297745055
2024-01-29,1.4431661297745055
2024-01-30,1.4431661297745055
2024-01-31,1.4431661297745055
2024-02-01,1.2627703635526923
2024-02-02,2.1647491946617583
2024-02-03,1.984353428439945
2024-02-04,1.6235618959963187
2024-02-05,1.2627703635526923
2024-02-06,1.2627703635526923
2024-02-07,1.0823745973308792
2024-02-08,1.0823745973308792
2024-02-09,1.6235618959963187
2024-02-10,1.2627703635526923
2024-02-11,1.4431661297745055
2024-02-12,1.803957662218132
2024-02-13,1.2627703635526923
2024-02-14,1.2627703635526923
2024-02-15,1.0823745973308792
2024-02-16,1.6235618959963187
2024-02-17,1.6235618959963187
2024-02-18,1.803957662218132
2024-02-19,1.2627703635526923
2024-02-20,1.984353428439945
2024-02-21,1.4431661297745055
2024-02-22,0.901978831109066
2024-02-23,1.6235618959963187
2024-02-24,2.5255407271053847
2024-02-25,1.803957662218132
2024-02-26,1.4431661297745055
2024-02-27,1.2627703635526923
2024-02-28,0.901978831109066
2024-02-29,1.2627703635526923
2024-03-01,1.2627703635526923
2024-03-02,1.0823745973308792
2024-03-03,1.2627703635526923
2024-03-04,0.901978831109066
2024-03-05,0.901978831109066
2024-03-06,1.0823745973308792
2024-03-07,1.4431661297745055
2024-03-08,0.901978831109066
2024-03-09,0.7215830648872528
2024-03-10,0.901978831109066
2024-03-11,1.803957662218132
2024-03-12,2.1647491946617583
2024-03-13,1.6235618959963187
2024-03-14,1.6235618959963187
2024-03-15,1.6235618959963187
2024-03-16,2.705936493327198
2024-03-17,3.066728025770824
2024-03-18,2.5255407271053847
2024-03-19,1.2627703635526923
2024-03-20,1.4431661297745055
2024-03-21,0.901978831109066
2024-03-22,1.4431661297745055
2024-03-23,1.984353428439945
2024-03-24,1.0823745973308792
2024-03-25,1.2627703635526923
2024-03-26,1.2627703635526923
2024-03-27,1.6235618959963187
2024-03-28,1.0823745973308792
2024-03-29,1.0823745973308792
2024-03-30,1.2627703635526923
2024-03-31,1.984353428439945
2024-04-01,1.2627703635526923
2024-04-02,0.901978831109066
2024-04-03,1.2627703635526923
2024-04-04,0.7215830648872528
2024-04-05,0.901978831109066
2024-04-06,0.7215830648872528
2024-04-07,0.901978831109066
2024-04-08,0.7215830648872528
2024-04-09,0.5411872986654396
2024-04-10,1.0823745973308792
2024-04-11,1.0823745973308792
2024-04-12,1.2627703635526923
2024-04-13,0.5411872986654396
2024-04-14,0.7215830648872528
2024-04-15,0.7215830648872528
2024-04-16,1.2627703635526923
2024-04-17,0.901978831109066
2024-04-18,0.901978831109066
2024-04-19,0.901978831109066
2024-04-20,1.2627703635526923
2024-04-21,1.4431661297745055
2024-04-22,1.2627703635526923
2024-04-23,1.0823745973308792
2024-04-24,2.3451449608835713
2024-04-25,1.803957662218132
2024-04-26,3.066728025770824
2024-04-27,1.803957662218132
2024-04-28,1.4431661297745055
2024-04-29,1.4431661297745055
2024-04-30,1.0823745973308792
2024-05-01,1.2627703635526923
2024-05-02,0.901978831109066
2024-05-03,2.1647491946617583
2024-05-04,1.2627703635526923
2024-05-05,1.803957662218132
2024-05-06,1.2627703635526923
2024-05-07,1.0823745973308792
2024-05-08,1.0823745973308792
2024-05-09,0.7215830648872528
2024-05-10,0.901978831109066
2024-05-11,0.0
2024-05-12,1.2627703635526923
2024-05-13,1.4431661297745055
2024-05-14,1.0823745973308792
2024-05-15,1.0823745973308792
2024-05-16,0.7215830648872528
2024-05-17,0.7215830648872528
2024-05-18,0.901978831109066
2024-05-19,0.7215830648872528
2024-05-20,1.2627703635526923
2024-05-21,1.2627703635526923
2024-05-22,1.0823745973308792
2024-05-23,0.7215830648872528
2024-05-24,0.901978831109066
2024-05-25,0.0
2024-05-26,1.0823745973308792
2024-05-27,1.0823745973308792
2024-05-28,0.901978831109066
2024-05-29,1.2627703635526923
2024-05-30,0.901978831109066
2024-05-31,1.0823745973308792
2024-06-01,1.0823745973308792
2024-06-02,1.0823745973308792
2024-06-03,1.2627703635526923
2024-06-04,1.0823745973308792
2024-06-05,1.0823745973308792
2024-06-06,0.5411872986654396
2024-06-07,1.0823745973308792
2024-06-08,1.0823745973308792
2024-06-09,0.7215830648872528
2024-06-10,0.901978831109066
2024-06-11,0.7215830648872528
2024-06-12,0.7215830648872528
2024-06-13,1.0823745973308792
2024-06-14,0.901978831109066
2024-06-15,0.0
2024-06-16,1.4431661297745055
2024-06-17,0.901978831109066
2024-06-18,0.901978831109066
2024-06-19,1.2627703635526923
2024-06-20,0.901978831109066
2024-06-21,0.7215830648872528
2024-06-22,0.901978831109066
2024-06-23,0.901978831109066
2024-06-24,0.901978831109066
2024-06-25,1.0823745973308792
2024-06-26,0.7215830648872528
2024-06-27,0.901978831109066
2024-06-28,1.4431661297745055
2024-06-29,0.901978831109066
2024-06-30,1.0823745973308792
2024-07-01,1.0823745973308792
2024-07-02,0.7215830648872528
2024-07-03,0.7215830648872528
2024-07-04,0.7215830648872528
2024-07-05,0.901978831109066
2024-07-06,1.2627703635526923
2024-07-07,0.901978831109066
2024-07-08,0.901978831109066
2024-07-09,1.0823745973308792
2024-07-10,1.0823745973308792
2024-07-11,0.7215830648872528
2024-07-12,1.4431661297745055
2024-07-13,1.4431661297745055
2024-07-14,1.0823745973308792
2024-07-15,1.2627703635526923
2024-07-16,0.901978831109066
2024-07-17,1.0823745973308792
2024-07-18,1.0823745973308792
2024-07-19,1.6235618959963187
2024-07-20,1.2627703635526923
2024-07-21,0.7215830648872528
2024-07-22,1.0823745973308792
2024-07-23,1.0823745973308792
2024-07-24,1.2627703635526923
2024-07-25,1.803957662218132
2024-07-26,1.2627703635526923
2024-07-27,1.4431661297745055
2024-07-28,0.5411872986654396
2024-07-29,1.2627703635526923
2024-07-30,1.2627703635526923
2024-07-31,1.984353428439945
2024-08-01,1.6235618959963187
2024-08-02,1.6235618959963187
2024-08-03,0.901978831109066
2024-08-04,1.803957662218132
2024-08-05,1.2627703635526923
2024-08-06,1.0823745973308792
2024-08-07,1.2627703635526923
2024-08-08,1.2627703635526923
2024-08-09,0.901978831109066
2024-08-10,1.984353428439945
2024-08-11,1.4431661297745055
2024-08-12,1.4431661297745055
2024-08-13,1.6235618959963187
2024-08-14,1.2627703635526923
2024-08-15,1.984353428439945
2024-08-16,1.984353428439945
2024-08-17,2.1647491946617583
2024-08-18,1.4792452830188683
2024-08-19,1.569443166129775
2024-08-20,2.0023930050621264
2024-08-21,1.4792452830188683
2024-08-22,2.0023930050621264
2024-08-23,1.352968246663599
2024-08-24,2.5255407271053847
2024-08-25,3.481638288080995
2024-08-26,1.569443166129775
2024-08-27,1.4792452830188683
2024-08-28,1.7859180855959507
2024-08-29,1.4792452830188683
2024-08-30,1.569443166129775
2024-08-31,1.4792452830188683
2024-09-01,1.569443166129775
2024-09-02,2.0925908881730333
2024-09-03,3.355361251725726
