Time,disney_plus
2022-08-08,45.0
2022-08-09,42.0
2022-08-10,47.0
2022-08-11,58.0
2022-08-12,51.0
2022-08-13,56.0
2022-08-14,60.0
2022-08-15,48.0
2022-08-16,43.0
2022-08-17,48.0
2022-08-18,48.0
2022-08-19,57.0
2022-08-20,58.0
2022-08-21,64.0
2022-08-22,46.0
2022-08-23,45.0
2022-08-24,42.0
2022-08-25,45.0
2022-08-26,49.0
2022-08-27,50.0
2022-08-28,54.0
2022-08-29,38.951219512195124
2022-08-30,41.292682926829265
2022-08-31,40.6219512195122
2022-09-01,47.475609756097555
2022-09-02,53.829268292682926
2022-09-03,63.02439024390243
2022-09-04,60.68292682926829
2022-09-05,59.512195121951216
2022-09-06,49.3170731707317
2022-09-07,52.65853658536585
2022-09-08,88.76829268292683
2022-09-09,83.08536585365853
2022-09-10,85.92682926829268
2022-09-11,81.91463414634146
2022-09-12,56.670731707317074
2022-09-13,50.98780487804878
2022-09-14,42.96341463414634
2022-09-15,46.975609756097555
2022-09-16,55.0
2022-09-17,68.20731707317073
2022-09-18,63.02439024390243
2022-09-19,56.170731707317074
2022-09-20,60.18292682926829
2022-09-21,52.15853658536585
2022-09-22,55.0
2022-09-23,57.34146341463415
2022-09-24,60.68292682926829
2022-09-25,62.52439024390243
2022-09-26,49.3170731707317
2022-09-27,55.0
2022-09-28,54.99999999999999
2022-09-29,59.02439024390243
2022-09-30,115.36585365853658
2022-10-01,134.14634146341461
2022-10-02,100.60975609756096
2022-10-03,65.73170731707316
2022-10-04,61.70731707317073
2022-10-05,50.975609756097555
2022-10-06,57.68292682926829
2022-10-07,61.70731707317073
2022-10-08,64.39024390243901
2022-10-09,63.04878048780487
2022-10-10,56.34146341463414
2022-10-11,56.34146341463414
2022-10-12,45.60975609756097
2022-10-13,52.3170731707317
2022-10-14,60.36585365853658
2022-10-15,56.34146341463414
2022-10-16,65.73170731707316
2022-10-17,46.95121951219512
2022-10-18,48.292682926829265
2022-10-19,45.60975609756097
2022-10-20,45.60975609756097
2022-10-21,48.292682926829265
2022-10-22,48.292682926829265
2022-10-23,54.99999999999999
2022-10-24,41.58536585365853
2022-10-25,48.292682926829265
2022-10-26,45.60975609756097
2022-10-27,50.975609756097555
2022-10-28,63.04878048780487
2022-10-29,50.975609756097555
2022-10-30,59.02439024390243
2022-10-31,63.04878048780487
2022-11-01,48.292682926829265
2022-11-02,42.92682926829268
2022-11-03,42.92682926829268
2022-11-04,54.99999999999999
2022-11-05,50.975609756097555
2022-11-06,48.292682926829265
2022-11-07,40.24390243902439
2022-11-08,46.95121951219512
2022-11-09,37.56097560975609
2022-11-10,46.95121951219512
2022-11-11,60.36585365853658
2022-11-12,67.07317073170731
2022-11-13,68.41463414634146
2022-11-14,50.975609756097555
2022-11-15,56.34146341463414
2022-11-16,53.65853658536585
2022-11-17,53.65853658536585
2022-11-18,68.41463414634146
2022-11-19,69.7560975609756
2022-11-20,72.4390243902439
2022-11-21,72.4390243902439
2022-11-22,68.41463414634146
2022-11-23,64.39024390243901
2022-11-24,71.09756097560975
2022-11-25,69.7560975609756
2022-11-26,71.09756097560975
2022-11-27,71.09756097560975
2022-11-28,54.99999999999999
2022-11-29,48.292682926829265
2022-11-30,46.95121951219512
2022-12-01,52.3170731707317
2022-12-02,53.65853658536585
2022-12-03,57.68292682926829
2022-12-04,63.04878048780487
2022-12-05,49.634146341463406
2022-12-06,44.26829268292683
2022-12-07,53.65853658536585
2022-12-08,60.36585365853658
2022-12-09,63.04878048780487
2022-12-10,65.73170731707316
2022-12-11,63.04878048780487
2022-12-12,53.65853658536585
2022-12-13,48.292682926829265
2022-12-14,56.34146341463414
2022-12-15,65.73170731707316
2022-12-16,76.46341463414633
2022-12-17,63.04878048780487
2022-12-18,61.70731707317073
2022-12-19,65.73170731707316
2022-12-20,67.07317073170731
2022-12-21,71.09756097560975
2022-12-22,72.4390243902439
2022-12-23,73.78048780487804
2022-12-24,72.4390243902439
2022-12-25,80.48780487804878
2022-12-26,77.80487804878048
2022-12-27,63.04878048780487
2022-12-28,63.04878048780487
2022-12-29,59.02439024390243
2022-12-30,53.65853658536585
2022-12-31,63.04878048780487
2023-01-01,73.78048780487804
2023-01-02,73.78048780487804
2023-01-03,53.65853658536585
2023-01-04,53.65853658536585
2023-01-05,45.60975609756097
2023-01-06,48.292682926829265
2023-01-07,56.34146341463414
2023-01-08,57.68292682926829
2023-01-09,44.26829268292683
2023-01-10,41.58536585365853
2023-01-11,41.58536585365853
2023-01-12,40.24390243902439
2023-01-13,48.292682926829265
2023-01-14,54.99999999999999
2023-01-15,63.04878048780487
2023-01-16,53.65853658536585
2023-01-17,45.60975609756097
2023-01-18,38.90243902439024
2023-01-19,38.90243902439024
2023-01-20,46.95121951219512
2023-01-21,57.68292682926829
2023-01-22,59.02439024390243
2023-01-23,38.90243902439024
2023-01-24,40.24390243902439
2023-01-25,40.24390243902439
2023-01-26,42.92682926829268
2023-01-27,48.292682926829265
2023-01-28,49.634146341463406
2023-01-29,54.99999999999999
2023-01-30,42.92682926829268
2023-01-31,41.58536585365853
2023-02-01,57.68292682926829
2023-02-02,57.68292682926829
2023-02-03,56.34146341463414
2023-02-04,61.70731707317073
2023-02-05,61.70731707317073
2023-02-06,38.90243902439024
2023-02-07,36.21951219512195
2023-02-08,37.56097560975609
2023-02-09,38.90243902439024
2023-02-10,41.58536585365853
2023-02-11,48.292682926829265
2023-02-12,56.34146341463414
2023-02-13,34.8780487804878
2023-02-14,37.56097560975609
2023-02-15,37.56097560975609
2023-02-16,37.56097560975609
2023-02-17,49.634146341463406
2023-02-18,52.3170731707317
2023-02-19,49.634146341463406
2023-02-20,42.92682926829268
2023-02-21,33.536585365853654
2023-02-22,36.21951219512195
2023-02-23,37.56097560975609
2023-02-24,42.92682926829268
2023-02-25,46.95121951219512
2023-02-26,48.292682926829265
2023-02-27,37.56097560975609
2023-02-28,36.21951219512195
2023-03-01,45.60975609756097
2023-03-02,49.634146341463406
2023-03-03,46.95121951219512
2023-03-04,50.975609756097555
2023-03-05,49.634146341463406
2023-03-06,37.56097560975609
2023-03-07,34.8780487804878
2023-03-08,38.90243902439024
2023-03-09,42.92682926829268
2023-03-10,49.634146341463406
2023-03-11,45.60975609756097
2023-03-12,53.65853658536585
2023-03-13,41.58536585365853
2023-03-14,36.21951219512195
2023-03-15,41.58536585365853
2023-03-16,41.58536585365853
2023-03-17,42.92682926829268
2023-03-18,44.26829268292683
2023-03-19,49.634146341463406
2023-03-20,37.56097560975609
2023-03-21,36.21951219512195
2023-03-22,41.58536585365853
2023-03-23,46.95121951219512
2023-03-24,49.634146341463406
2023-03-25,45.60975609756097
2023-03-26,49.634146341463406
2023-03-27,37.56097560975609
2023-03-28,46.95121951219512
2023-03-29,53.65853658536585
2023-03-30,54.99999999999999
2023-03-31,60.36585365853658
2023-04-01,57.68292682926829
2023-04-02,56.34146341463414
2023-04-03,42.92682926829268
2023-04-04,38.90243902439024
2023-04-05,45.60975609756097
2023-04-06,48.292682926829265
2023-04-07,46.95121951219512
2023-04-08,48.292682926829265
2023-04-09,48.292682926829265
2023-04-10,38.90243902439024
2023-04-11,34.8780487804878
2023-04-12,34.8780487804878
2023-04-13,37.56097560975609
2023-04-14,37.56097560975609
2023-04-15,40.24390243902439
2023-04-16,46.95121951219512
2023-04-17,36.21951219512195
2023-04-18,36.21951219512195
2023-04-19,50.975609756097555
2023-04-20,45.60975609756097
2023-04-21,50.975609756097555
2023-04-22,56.34146341463414
2023-04-23,57.68292682926829
2023-04-24,41.58536585365853
2023-04-25,36.21951219512195
2023-04-26,36.521270628101725
2023-04-27,38.50875209643905
2023-04-28,48.372018477284044
2023-04-29,43.10501943320301
2023-04-30,50.68250897247296
2023-05-01,41.14225161847956
2023-05-02,37.515011362270386
2023-05-03,36.19826160125014
2023-05-04,44.09876016737168
2023-05-05,49.04275018460111
2023-05-06,42.78201040635142
2023-05-07,45.73851895524352
2023-05-08,40.471519911162495
2023-05-09,39.15477015014224
2023-05-10,39.825501857459315
2023-05-11,44.42176919422327
2023-05-12,51.99925873349322
2023-05-13,51.00551799932455
2023-05-14,49.365759211452705
2023-05-15,46.73225968941219
2023-05-16,48.372018477284044
2023-05-17,47.05526871626378
2023-05-18,47.05526871626378
2023-05-19,56.272517043405585
2023-05-20,47.05526871626378
2023-05-21,44.09876016737168
2023-05-22,46.73225968941219
2023-05-23,48.372018477284044
2023-05-24,48.372018477284044
2023-05-25,54.63275825553373
2023-05-26,58.787642886989765
2023-05-27,55.55755261847384
2023-05-28,53.61949845736429
2023-05-29,52.97348040366111
2023-05-30,47.80533597403563
2023-05-31,43.929227651816525
2023-06-01,42.63719154441016
2023-06-02,46.51329986662926
2023-06-03,49.097372081442
2023-06-04,52.97348040366111
2023-06-05,46.51329986662926
2023-06-06,43.283209598113345
2023-06-07,46.51329986662926
2023-06-08,46.51329986662926
2023-06-09,44.57524570551971
2023-06-10,45.86728181292608
2023-06-11,51.03542624255155
2023-06-12,43.283209598113345
2023-06-13,41.34515543700379
2023-06-14,40.05311932959742
2023-06-15,42.63719154441016
2023-06-16,42.63719154441016
2023-06-17,45.86728181292608
2023-06-18,49.097372081442
2023-06-19,46.51329986662926
2023-06-20,40.6991373833006
2023-06-21,45.22126375922289
2023-06-22,41.99117349070698
2023-06-23,45.86728181292608
2023-06-24,47.15931792033245
2023-06-25,51.03542624255155
2023-06-26,40.6991373833006
2023-06-27,38.761083222191054
2023-06-28,38.761083222191054
2023-06-29,36.8230290610815
2023-06-30,38.11506516848787
2023-07-01,44.57524570551971
2023-07-02,46.51329986662926
2023-07-03,42.63719154441016
2023-07-04,45.22126375922289
2023-07-05,38.11506516848787
2023-07-06,40.05311932959742
2023-07-07,47.80533597403563
2023-07-08,61.3717151018025
2023-07-09,57.4956067795834
2023-07-10,43.929227651816525
2023-07-11,38.761083222191054
2023-07-12,38.761083222191054
2023-07-13,40.6991373833006
2023-07-14,41.34515543700379
2023-07-15,48.451354027738816
2023-07-16,47.15931792033245
2023-07-17,43.283209598113345
2023-07-18,34.88497489997195
2023-07-19,35.53099295367513
2023-07-20,44.57524570551971
2023-07-21,39.407101275894235
2023-07-22,40.6991373833006
2023-07-23,41.99117349070698
2023-07-24,35.53099295367513
2023-07-25,36.8230290610815
2023-07-26,40.05311932959742
2023-07-27,40.6991373833006
2023-07-28,41.34515543700379
2023-07-29,47.80533597403563
2023-07-30,43.929227651816525
2023-07-31,36.17701100737832
2023-08-01,34.88497489997195
2023-08-02,36.8230290610815
2023-08-03,38.11506516848787
2023-08-04,36.8230290610815
2023-08-05,43.929227651816525
2023-08-06,44.57524570551971
2023-08-07,37.469047114784686
2023-08-08,33.592938792565576
2023-08-09,34.23895684626876
2023-08-10,37.469047114784686
2023-08-11,39.407101275894235
2023-08-12,38.11506516848787
2023-08-13,43.929227651816525
2023-08-14,36.8230290610815
2023-08-15,40.05311932959742
2023-08-16,40.6991373833006
2023-08-17,34.88497489997195
2023-08-18,38.11506516848787
2023-08-19,41.99117349070698
2023-08-20,47.15931792033245
2023-08-21,36.17701100737832
2023-08-22,36.8230290610815
2023-08-23,43.283209598113345
2023-08-24,34.88497489997195
2023-08-25,40.6991373833006
2023-08-26,46.51329986662926
2023-08-27,48.451354027738816
2023-08-28,34.88497489997195
2023-08-29,35.53099295367513
2023-08-30,37.469047114784686
2023-08-31,34.88497489997195
2023-09-01,48.451354027738816
2023-09-02,56.84958872588021
2023-09-03,50.38940818884837
2023-09-04,50.38940818884837
2023-09-05,36.17701100737832
2023-09-06,41.34515543700379
2023-09-07,41.99117349070698
2023-09-08,52.97348040366111
2023-09-09,62.01773315550568
2023-09-10,52.97348040366111
2023-09-11,38.11506516848787
2023-09-12,41.99117349070698
2023-09-13,42.63719154441016
2023-09-14,39.407101275894235
2023-09-15,41.34515543700379
2023-09-16,47.15931792033245
2023-09-17,47.80533597403563
2023-09-18,33.592938792565576
2023-09-19,36.17701100737832
2023-09-20,38.11506516848787
2023-09-21,35.53099295367513
2023-09-22,40.6991373833006
2023-09-23,48.451354027738816
2023-09-24,43.283209598113345
2023-09-25,36.17701100737832
2023-09-26,35.53099295367513
2023-09-27,39.407101275894235
2023-09-28,35.53099295367513
2023-09-29,40.05311932959742
2023-09-30,43.929227651816525
2023-10-01,61.3717151018025
2023-10-02,35.53099295367513
2023-10-03,34.88497489997195
2023-10-04,41.99117349070698
2023-10-05,41.34515543700379
2023-10-06,49.097372081442
2023-10-07,47.15931792033245
2023-10-08,54.911534564770655
2023-10-09,45.86728181292608
2023-10-10,38.11506516848787
2023-10-11,41.99117349070698
2023-10-12,36.8230290610815
2023-10-13,44.57524570551971
2023-10-14,45.86728181292608
2023-10-15,46.51329986662926
2023-10-16,37.469047114784686
2023-10-17,34.88497489997195
2023-10-18,36.17701100737832
2023-10-19,34.88497489997195
2023-10-20,41.34515543700379
2023-10-21,41.34515543700379
2023-10-22,40.6991373833006
2023-10-23,32.946920738862396
2023-10-24,32.30090268515921
2023-10-25,35.53099295367513
2023-10-26,35.53099295367513
2023-10-27,43.283209598113345
2023-10-28,41.34515543700379
2023-10-29,38.761083222191054
2023-10-30,36.8230290610815
2023-10-31,51.03542624255155
2023-11-01,40.05311932959742
2023-11-02,36.17701100737832
2023-11-03,40.05311932959742
2023-11-04,42.63719154441016
2023-11-05,37.469047114784686
2023-11-06,34.88497489997195
2023-11-07,31.00886657775284
2023-11-08,32.30090268515921
2023-11-09,35.53099295367513
2023-11-10,38.761083222191054
2023-11-11,46.51329986662926
2023-11-12,44.57524570551971
2023-11-13,45.22126375922289
2023-11-14,32.946920738862396
2023-11-15,36.17701100737832
2023-11-16,34.23895684626876
2023-11-17,43.929227651816525
2023-11-18,38.761083222191054
2023-11-19,43.283209598113345
2023-11-20,39.407101275894235
2023-11-21,50.38940818884837
2023-11-22,53.61949845736429
2023-11-23,51.68144429625474
2023-11-24,51.03542624255155
2023-11-25,58.787642886989765
2023-11-26,59.433660940692945
2023-11-27,41.34515543700379
2023-11-28,39.407101275894235
2023-11-29,35.53099295367513
2023-11-30,34.23895684626876
2023-12-01,37.469047114784686
2023-12-02,40.6991373833006
2023-12-03,40.05311932959742
2023-12-04,32.946920738862396
2023-12-05,31.654884631456028
2023-12-06,36.8230290610815
2023-12-07,34.23895684626876
2023-12-08,36.8230290610815
2023-12-09,41.34515543700379
2023-12-10,43.283209598113345
2023-12-11,32.946920738862396
2023-12-12,32.946920738862396
2023-12-13,32.946920738862396
2023-12-14,36.17701100737832
2023-12-15,43.929227651816525
2023-12-16,36.8230290610815
2023-12-17,42.63719154441016
2023-12-18,39.407101275894235
2023-12-19,43.283209598113345
2023-12-20,62.01773315550568
2023-12-21,64.60180537031842
2023-12-22,60.5453201428992
2023-12-23,45.40147779588558
2023-12-24,45.09349339161162
2023-12-25,53.60439240051796
2023-12-26,44.77048436476002
2023-12-27,43.50849750250889
2023-12-28,40.676539373732645
2023-12-29,40.04554594260708
2023-12-30,40.04554594260708
2023-12-31,40.676539373732645
2024-01-01,48.55644495151343
2024-01-02,40.04554594260708
2024-01-03,39.41455251148151
2024-01-04,34.997598493602545
2024-01-05,36.89057878697925
2024-01-06,39.41455251148151
2024-01-07,40.04554594260708
2024-01-08,32.1656403648263
2024-01-09,33.10461820022584
2024-01-10,44.46249996048605
2024-01-11,36.25958535585367
2024-01-12,40.04554594260708
2024-01-13,41.93852623598378
2024-01-14,43.200513098234914
2024-01-15,38.152565649230375
2024-01-16,36.89057878697925
2024-01-17,39.41455251148151
2024-01-18,33.42762722707744
2024-01-19,36.89057878697925
2024-01-20,42.56951966710935
2024-01-21,40.65394136416469
2024-01-22,33.26231566158929
2024-01-23,32.64634685304134
2024-01-24,35.11022208723314
2024-01-25,33.26231566158929
2024-01-26,35.72619089578109
2024-01-27,40.65394136416469
2024-01-28,38.190066129972884
2024-01-29,32.64634685304134
2024-01-30,31.41440923594544
2024-01-31,31.41440923594544
2024-02-01,32.03037804449339
2024-02-02,36.342159704329035
2024-02-03,39.422003747068786
2024-02-04,42.50184778980854
2024-02-05,30.798440427397487
2024-02-06,30.18247161884954
2024-02-07,33.87828447013724
2024-02-08,36.342159704329035
2024-02-09,40.03797255561673
2024-02-10,44.96572302400033
2024-02-11,35.11022208723314
2024-02-12,31.41440923594544
2024-02-13,30.18247161884954
2024-02-14,32.64634685304134
2024-02-15,30.798440427397487
2024-02-16,38.80603493852084
2024-02-17,36.95812851287699
2024-02-18,40.03797255561673
2024-02-19,33.26231566158929
2024-02-20,28.95053400175364
2024-02-21,29.56650281030159
2024-02-22,29.56650281030159
2024-02-23,32.03037804449339
2024-02-24,39.422003747068786
2024-02-25,36.95812851287699
2024-02-26,29.56650281030159
2024-02-27,28.33456519320569
2024-02-28,32.64634685304134
2024-02-29,32.64634685304134
2024-03-01,32.03037804449339
2024-03-02,37.57409732142494
2024-03-03,36.95812851287699
2024-03-04,30.798440427397487
2024-03-05,29.56650281030159
2024-03-06,30.18247161884954
2024-03-07,29.56650281030159
2024-03-08,33.87828447013724
2024-03-09,36.95812851287699
2024-03-10,35.11022208723314
2024-03-11,29.56650281030159
2024-03-12,32.64634685304134
2024-03-13,32.03037804449339
2024-03-14,45.58169183254828
2024-03-15,61.596880854794975
2024-03-16,43.117816598356484
2024-03-17,42.50184778980854
2024-03-18,32.03037804449339
2024-03-19,29.56650281030159
2024-03-20,29.56650281030159
2024-03-21,33.26231566158929
2024-03-22,38.190066129972884
2024-03-23,40.03797255561673
2024-03-24,39.422003747068786
2024-03-25,31.41440923594544
2024-03-26,29.56650281030159
2024-03-27,35.72619089578109
2024-03-28,36.342159704329035
2024-03-29,36.342159704329035
2024-03-30,38.190066129972884
2024-03-31,40.03797255561673
2024-04-01,32.64634685304134
2024-04-02,30.18247161884954
2024-04-03,29.56650281030159
2024-04-04,29.56650281030159
2024-04-05,34.494253278685186
2024-04-06,43.73378540690443
2024-04-07,36.95812851287699
2024-04-08,29.56650281030159
2024-04-09,28.95053400175364
2024-04-10,30.18247161884954
2024-04-11,30.18247161884954
2024-04-12,33.26231566158929
2024-04-13,32.03037804449339
2024-04-14,36.342159704329035
2024-04-15,29.56650281030159
2024-04-16,28.33456519320569
2024-04-17,29.56650281030159
2024-04-18,28.33456519320569
2024-04-19,32.03037804449339
2024-04-20,32.64634685304134
2024-04-21,37.57409732142494
2024-04-22,29.56650281030159
2024-04-23,31.41440923594544
2024-04-24,29.56650281030159
2024-04-25,30.798440427397487
2024-04-26,32.03037804449339
2024-04-27,32.64634685304134
2024-04-28,33.26231566158929
2024-04-29,28.33456519320569
2024-04-30,27.71859638465774
2024-05-01,29.56650281030159
2024-05-02,35.11022208723314
2024-05-03,32.64634685304134
2024-05-04,35.72619089578109
2024-05-05,35.72619089578109
2024-05-06,35.72619089578109
2024-05-07,29.56650281030159
2024-05-08,32.03037804449339
2024-05-09,35.72619089578109
2024-05-10,37.57409732142494
2024-05-11,38.80603493852084
2024-05-12,34.494253278685186
2024-05-13,33.26231566158929
2024-05-14,35.11022208723314
2024-05-15,34.494253278685186
2024-05-16,35.72619089578109
2024-05-17,38.80603493852084
2024-05-18,30.798440427397487
2024-05-19,32.64634685304134
2024-05-20,36.342159704329035
2024-05-21,36.95812851287699
2024-05-22,36.95812851287699
2024-05-23,35.11022208723314
2024-05-24,36.342159704329035
2024-05-25,32.03037804449339
2024-05-26,31.41440923594544
2024-05-27,36.342159704329035
2024-05-28,34.494253278685186
2024-05-29,31.41440923594544
2024-05-30,32.64634685304134
2024-05-31,33.87828447013724
2024-06-01,34.494253278685186
2024-06-02,34.494253278685186
2024-06-03,31.41440923594544
2024-06-04,33.26231566158929
2024-06-05,37.57409732142494
2024-06-06,35.72619089578109
2024-06-07,36.342159704329035
2024-06-08,33.26231566158929
2024-06-09,36.342159704329035
2024-06-10,34.494253278685186
2024-06-11,33.87828447013724
2024-06-12,34.494253278685186
2024-06-13,35.72619089578109
2024-06-14,44.96572302400033
2024-06-15,41.88587898126058
2024-06-16,43.117816598356484
2024-06-17,36.95812851287699
2024-06-18,33.87828447013724
2024-06-19,35.11022208723314
2024-06-20,33.87828447013724
2024-06-21,36.342159704329035
2024-06-22,41.88587898126058
2024-06-23,42.50184778980854
2024-06-24,36.342159704329035
2024-06-25,35.11022208723314
2024-06-26,36.342159704329035
2024-06-27,36.95812851287699
2024-06-28,36.342159704329035
2024-06-29,36.95812851287699
2024-06-30,42.50184778980854
2024-07-01,36.342159704329035
2024-07-02,32.03037804449339
2024-07-03,34.494253278685186
2024-07-04,35.72619089578109
2024-07-05,35.72619089578109
2024-07-06,38.190066129972884
2024-07-07,40.03797255561673
2024-07-08,36.95812851287699
2024-07-09,37.57409732142494
2024-07-10,31.41440923594544
2024-07-11,34.494253278685186
2024-07-12,39.422003747068786
2024-07-13,38.190066129972884
2024-07-14,36.342159704329035
2024-07-15,30.798440427397487
2024-07-16,32.03037804449339
2024-07-17,33.87828447013724
2024-07-18,34.494253278685186
2024-07-19,36.342159704329035
2024-07-20,38.190066129972884
2024-07-21,36.342159704329035
2024-07-22,30.798440427397487
2024-07-23,31.41440923594544
2024-07-24,30.18247161884954
2024-07-25,35.11022208723314
2024-07-26,36.95812851287699
2024-07-27,41.88587898126058
2024-07-28,45.58169183254828
2024-07-29,36.342159704329035
2024-07-30,33.26231566158929
2024-07-31,32.03037804449339
2024-08-01,40.65394136416469
2024-08-02,33.87828447013724
2024-08-03,43.117816598356484
2024-08-04,45.58169183254828
2024-08-05,35.11022208723314
2024-08-06,32.03037804449339
2024-08-07,34.494253278685186
2024-08-08,33.87828447013724
2024-08-09,35.72619089578109
2024-08-10,42.50184778980854
2024-08-11,47.42959825819213
2024-08-12,36.95812851287699
2024-08-13,32.03037804449339
2024-08-14,35.11022208723314
2024-08-15,38.190066129972884
2024-08-16,38.190066129972884
2024-08-17,44.349754215452386
2024-08-18,45.70220746900331
2024-08-19,36.422503461965725
2024-08-20,36.422503461965725
2024-08-21,37.42680043242434
2024-08-22,35.72619089578109
2024-08-23,37.81512859433501
2024-08-24,49.103426542289824
2024-08-25,44.30958233663404
2024-08-26,35.72619089578109
2024-08-27,33.3292687929532
2024-08-28,30.54401852821464
2024-08-29,33.3292687929532
2024-08-30,38.81942556479362
2024-08-31,44.30958233663404
2024-09-01,47.40281700564657
2024-09-02,49.49175470420049
2024-09-03,35.02987832959645
2024-09-04,31.24033109439928
2024-09-05,34.02558135913783
2024-09-06,35.72619089578109
2024-09-07,45.70220746900331
2024-09-08,45.31387930709265
2024-09-09,33.3292687929532
2024-09-10,35.02987832959645
2024-09-11,34.33356576341181
2024-09-12,35.02987832959645
2024-09-13,38.81942556479362
2024-09-14,49.79973910847446
2024-09-15,46.70650443946193
2024-09-16,35.72619089578109
2024-09-17,43.49275413399437
2024-09-18,40.386128838709055
2024-09-19,39.60947251488773
2024-09-20,41.93944148635171
2024-09-21,55.919255315135615
2024-09-22,50.48266104838632
2024-09-23,37.27950354342374
