Time,ixl
2024-11-27,17.252803462522134
2024-11-28,7.962832367317908
2024-11-29,7.962832367317908
2024-11-30,7.962832367317908
2024-12-01,10.617109823090544
2024-12-02,83.60973985683803
2024-12-03,98.20826586358754
2024-12-04,86.26401731261068
2024-12-05,100.86254331936017
2024-12-06,87.591156040497
2024-12-07,11.944248550976862
2024-12-08,13.27138727886318
2024-12-09,86.26401731261068
2024-12-10,98.20826586358754
2024-12-11,91.57257222415595
2024-12-12,91.57257222415595
2024-12-13,87.591156040497
2024-12-14,13.27138727886318
2024-12-15,13.27138727886318
2024-12-16,84.93687858472435
2024-12-17,80.9554624010654
2024-12-18,80.9554624010654
2024-12-19,67.68407512220222
2024-12-20,30.524190741385315
2024-12-21,7.962832367317908
2024-12-22,7.962832367317908
2024-12-23,7.962832367317908
2024-12-24,6.63569363943159
2024-12-25,5.308554911545272
2024-12-26,7.962832367317908
2024-12-27,6.63569363943159
2024-12-28,6.63569363943159
2024-12-29,6.63569363943159
2024-12-30,7.962832367317908
2024-12-31,7.962832367317908
2025-01-01,7.962832367317908
2025-01-02,22.561358374067407
2025-01-03,23.888497101953725
2025-01-04,7.962832367317908
2025-01-05,9.289971095204226
2025-01-06,58.394104026997994
2025-01-07,82.28260112895171
2025-01-08,86.26401731261068
2025-01-09,92.89971095204226
2025-01-10,78.30118494529276
2025-01-11,13.27138727886318
2025-01-12,13.27138727886318
2025-01-13,99.53540459147385
2025-01-14,104.84395950301912
2025-01-15,104.84395950301912
2025-01-16,104.84395950301912
2025-01-17,86.26401731261068
2025-01-18,11.944248550976862
2025-01-19,10.617109823090544
2025-01-20,18.579942190408453
2025-01-21,75.64690748952013
2025-01-22,86.26401731261068
2025-01-23,96.88112713570122
2025-01-24,103.5168207751328
2025-01-25,11.944248550976862
2025-01-26,13.27138727886318
2025-01-27,96.88112713570122
2025-01-28,104.84395950301912
2025-01-29,103.5168207751328
2025-01-30,104.84395950301912
2025-01-31,104.84395950301912
2025-02-01,13.27138727886318
2025-02-02,14.598526006749498
2025-02-03,92.89971095204226
2025-02-04,98.20826586358754
2025-02-05,102.18968204724649
2025-02-06,91.57257222415595
2025-02-07,96.88112713570122
2025-02-08,13.27138727886318
2025-02-09,13.27138727886318
2025-02-10,91.57257222415595
2025-02-11,100.86254331936017
2025-02-12,98.20826586358754
2025-02-13,95.5539884078149
2025-02-14,66.35693639431591
2025-02-15,11.944248550976862
2025-02-16,10.617109823090544
2025-02-17,30.524190741385315
2025-02-18,84.93687858472435
2025-02-19,80.9554624010654
2025-02-20,83.60973985683803
2025-02-21,90.24543349626963
2025-02-22,11.944248550976862
2025-02-23,14.598526006749498
2025-02-24,102.18968204724649
2025-02-25,110.1525144145644
2025-02-26,114.13393059822334
2025-02-27,111.47965314245072
2025-02-28,96.88112713570122
2025-03-01,13.27138727886318
2025-03-02,14.598526006749498
2025-03-03,99.53540459147385
2025-03-04,106.17109823090544
2025-03-05,100.86254331936017
2025-03-06,103.5168207751328
2025-03-07,91.57257222415595
2025-03-08,13.27138727886318
2025-03-09,13.27138727886318
2025-03-10,94.22684967992858
2025-03-11,102.18968204724649
2025-03-12,92.89971095204226
2025-03-13,98.20826586358754
2025-03-14,69.01121385008854
2025-03-15,11.944248550976862
2025-03-16,11.944248550976862
2025-03-17,78.30118494529276
2025-03-18,90.24543349626963
2025-03-19,94.22684967992858
2025-03-20,90.24543349626963
2025-03-21,78.30118494529276
2025-03-22,11.944248550976862
2025-03-23,11.944248550976862
2025-03-24,82.28260112895171
2025-03-25,91.57257222415595
2025-03-26,83.60973985683803
2025-03-27,94.22684967992858
2025-03-28,80.9554624010654
2025-03-29,11.944248550976862
2025-03-30,13.27138727886318
2025-03-31,80.9554624010654
2025-04-01,94.22684967992858
2025-04-02,94.22684967992858
2025-04-03,106.17109823090544
2025-04-04,88.9182947683833
2025-04-05,13.27138727886318
2025-04-06,13.27138727886318
2025-04-07,100.86254331936017
2025-04-08,100.86254331936017
2025-04-09,99.53540459147385
2025-04-10,98.20826586358754
2025-04-11,91.57257222415595
2025-04-12,11.944248550976862
2025-04-13,11.944248550976862
2025-04-14,92.89971095204226
2025-04-15,88.88766849004747
2025-04-16,91.60319850249178
2025-04-17,82.09884345893668
2025-04-18,31.892164507052748
2025-04-19,8.146590037332937
2025-04-20,9.504355043555094
2025-04-21,73.28868405766059
2025-04-22,90.24543349626963
2025-04-23,91.60319850249178
2025-04-24,87.52990348382531
2025-04-25,82.09884345893668
2025-04-26,11.525689413720407
2025-04-27,12.883454419942563
2025-04-28,101.10755354604687
2025-04-29,96.34006288510142
2025-04-30,90.24543349626963
2025-05-01,95.67649352115825
2025-05-02,84.814373471381
2025-05-03,10.86212004977725
2025-05-04,13.577650062221561
2025-05-05,90.24543349626963
2025-05-06,87.52990348382531
2025-05-07,86.17213847760316
2025-05-08,84.814373471381
2025-05-09,71.93091905143842
2025-05-10,9.504355043555094
2025-05-11,9.504355043555094
2025-05-12,88.88766849004747
2025-05-13,80.74107845271453
2025-05-14,75.31001842782591
2025-05-15,79.13830321980566
2025-05-16,62.47760780510974
2025-05-17,9.71873899190596
2025-05-18,9.71873899190596
2025-05-19,69.41956422789971
2025-05-20,66.64278165878372
2025-05-21,58.31243395143576
2025-05-22,54.14726009776177
2025-05-23,37.48656468306584
2025-05-24,6.941956422789971
2025-05-25,8.330347707347965
2025-05-26,11.107130276463954
2025-05-27,48.5936949595298
2025-05-28,45.81691239041381
2025-05-29,43.04012982129782
2025-05-30,33.32139082939186
2025-05-31,8.330347707347965
2025-06-01,9.71873899190596
2025-06-02,37.48656468306584
2025-06-03,37.48656468306584
2025-06-04,33.32139082939186
2025-06-05,27.767825691159885
2025-06-06,19.43747798381192
2025-06-07,6.941956422789971
2025-06-08,8.330347707347965
2025-06-09,26.37943440660189
2025-06-10,26.37943440660189
2025-06-11,23.6026518374859
2025-06-12,19.43747798381192
2025-06-13,16.66069541469593
2025-06-14,6.941956422789971
2025-06-15,5.553565138231977
2025-06-16,19.43747798381192
2025-06-17,19.43747798381192
2025-06-18,16.66069541469593
2025-06-19,12.495521561021947
2025-06-20,11.107130276463954
2025-06-21,6.941956422789971
2025-06-22,6.941956422789971
2025-06-23,13.883912845579943
2025-06-24,15.272304130137936
2025-06-25,13.883912845579943
2025-06-26,13.883912845579943
2025-06-27,9.71873899190596
2025-06-28,5.553565138231977
2025-06-29,6.941956422789971
2025-06-30,12.495521561021947
2025-07-01,12.495521561021947
2025-07-02,13.883912845579943
2025-07-03,11.107130276463954
2025-07-04,6.941956422789971
2025-07-05,6.941956422789971
2025-07-06,5.553565138231977
2025-07-07,13.883912845579943
2025-07-08,13.883912845579943
2025-07-09,12.495521561021947
2025-07-10,12.495521561021947
2025-07-11,9.71873899190596
2025-07-12,5.553565138231977
2025-07-13,6.941956422789971
2025-07-14,13.883912845579943
2025-07-15,13.883912845579943
2025-07-16,12.495521561021947
2025-07-17,12.495521561021947
2025-07-18,9.71873899190596
2025-07-19,5.553565138231977
2025-07-20,6.941956422789971
2025-07-21,12.495521561021947
2025-07-22,12.495521561021947
2025-07-23,12.495521561021947
2025-07-24,12.495521561021947
2025-07-25,8.330347707347965
2025-07-26,5.553565138231977
2025-07-27,6.941956422789971
2025-07-28,13.883912845579943
2025-07-29,13.883912845579943
2025-07-30,13.883912845579943
2025-07-31,13.883912845579943
2025-08-01,12.495521561021947
2025-08-02,6.941956422789971
2025-08-03,6.941956422789971
2025-08-04,16.66069541469593
2025-08-05,19.43747798381192
2025-08-06,22.214260552927907
2025-08-07,24.991043122043894
2025-08-08,24.991043122043894
2025-08-09,6.941956422789971
2025-08-10,8.330347707347965
2025-08-11,31.932999544833866
2025-08-12,43.04012982129782
2025-08-13,49.98208624408779
2025-08-14,61.089216520551744
2025-08-15,62.47760780510974
2025-08-16,11.107130276463954
2025-08-17,11.107130276463954
2025-08-18,72.19634679701569
2025-08-19,76.36152065068968
2025-08-20,83.30347707347966
2025-08-21,87.46865092715363
2025-08-22,91.63382478082762
2025-08-23,12.495521561021947
2025-08-24,13.883912845579943
2025-08-25,94.4106073499436
2025-08-26,99.96417248817558
2025-08-27,106.90612891096555
2025-08-28,111.07130276463954
2025-08-29,93.0222160653856
2025-08-30,11.107130276463954
2025-08-31,12.495521561021947
2025-09-01,18.049086699253923
2025-09-02,105.51773762640757
2025-09-03,116.62486790287151
2025-09-04,129.12038946389347
2025-09-05,115.23647661831352
2025-09-06,13.883912845579943
2025-09-07,16.66069541469593
2025-09-08,118.01325918742951
2025-09-09,134.67395460212543
2025-09-10,118.01325918742951
2025-09-11,119.40165047198751
2025-09-12,111.07130276463954
2025-09-13,15.272304130137936
2025-09-14,18.049086699253923
2025-09-15,118.01325918742951
2025-09-16,111.07130276463954
2025-09-17,119.40165047198751
2025-09-18,118.01325918742951
2025-09-19,102.74095505729157
2025-09-20,13.883912845579943
2025-09-21,15.272304130137936
2025-09-22,105.51773762640757
2025-09-23,109.68291148008154
2025-09-24,108.29452019552355
2025-09-25,115.23647661831352
2025-09-26,97.1873899190596
2025-09-27,13.883912845579943
2025-09-28,18.049086699253923
2025-09-29,105.51773762640757
2025-09-30,113.84808533375552
2025-10-01,109.68291148008154
2025-10-02,95.7989986345016
2025-10-03,99.96417248817558
2025-10-04,13.883912845579943
2025-10-05,16.66069541469593
2025-10-06,98.5757812036176
2025-10-07,99.96417248817558
2025-10-08,99.96417248817558
2025-10-09,101.35256377273357
2025-10-10,77.74991193524768
2025-10-11,12.495521561021947
2025-10-12,13.883912845579943
2025-10-13,62.47760780510974
2025-10-14,97.1873899190596
2025-10-15,138.83912845579943
2025-10-16,105.51773762640757
2025-10-17,81.91508578892166
2025-10-18,12.495521561021947
2025-10-19,16.66069541469593
2025-10-20,124.95521561021948
2025-10-21,104.12934634184957
2025-10-22,106.90612891096555
2025-10-23,108.29452019552355
2025-10-24,94.4106073499436
2025-10-25,13.883912845579943
2025-10-26,15.272304130137936
2025-10-27,94.4106073499436
2025-10-28,99.96417248817558
2025-10-29,106.90612891096555
2025-10-30,99.96417248817558
2025-10-31,69.41956422789971
2025-11-01,12.495521561021947
2025-11-02,15.272304130137936
2025-11-03,97.1873899190596
2025-11-04,91.63382478082762
2025-11-05,93.0222160653856
2025-11-06,102.74095505729157
2025-11-07,91.63382478082762
2025-11-08,13.883912845579943
2025-11-09,13.883912845579943
2025-11-10,87.46865092715363
2025-11-11,74.97312936613169
2025-11-12,99.96417248817558
2025-11-13,108.29452019552355
2025-11-14,95.7989986345016
2025-11-15,15.272304130137936
2025-11-16,16.66069541469593
2025-11-17,94.4106073499436
2025-11-18,105.51773762640757
2025-11-19,101.35256377273357
2025-11-20,95.7989986345016
2025-11-21,86.08025964259564
2025-11-22,13.883912845579943
2025-11-23,11.107130276463954
2025-11-24,54.14726009776177
2025-11-25,47.2053036749718
2025-11-26,18.049086699253923
2025-11-27,9.71873899190596
2025-11-28,8.330347707347965
2025-11-29,9.71873899190596
2025-11-30,12.495521561021947
2025-12-01,84.69186835803765
2025-12-02,90.24543349626963
2025-12-03,90.24543349626963
2025-12-04,93.0222160653856
2025-12-05,84.69186835803765
2025-12-06,13.883912845579943
2025-12-07,13.883912845579943
2025-12-08,87.46865092715363
2025-12-09,101.35256377273357
2025-12-10,86.08025964259564
2025-12-11,92.21877539583241
2025-12-12,81.75038949263103
2025-12-13,12.366687770236503
2025-12-14,12.366687770236503
2025-12-15,81.05619385035203
2025-12-16,83.46440629986427
2025-12-17,75.21994778637327
2025-12-18,65.261472465649
2025-12-19,34.69185086119726
2025-12-20,8.244458513491
2025-12-21,8.244458513491
2025-12-22,16.99882760945913
2025-12-23,9.958475320724254
2025-12-24,6.53044170625775
2025-12-25,5.836246063978752
2025-12-26,6.53044170625775
2025-12-27,6.53044170625775
2025-12-28,6.53044170625775
2025-12-29,8.244458513491
2025-12-30,8.75436909596813
2025-12-31,6.53044170625775
2026-01-01,5.836246063978752
2026-01-02,9.958475320724254
2026-01-03,7.040352288734877
2026-01-04,8.75436909596813
2026-01-05,55.30299714492476
2026-01-06,84.6685125246204
2026-01-07,94.62698784534464
2026-01-08,97.54511087733403
2026-01-09,99.95332332684627
2026-01-10,12.237853979451057
2026-01-11,14.277496309359567
2026-01-12,94.8433683407457
2026-01-13,98.92265300056272
2026-01-14,98.92265300056272
2026-01-15,97.90283183560845
2026-01-16,90.76408368092868
2026-01-17,13.257675144405312
2026-01-18,11.218032814496803
2026-01-19,18.356780969176587
2026-01-20,90.76408368092868
2026-01-21,101.98211649542547
2026-01-22,98.92265300056272
2026-01-23,78.52622970147762
2026-01-24,15.297317474313822
2026-01-25,14.277496309359567
2026-01-26,68.32801805193508
2026-01-27,74.4469450416606
2026-01-28,87.70462018606591
2026-01-29,87.70462018606591
2026-01-30,81.58569319634039
2026-01-31,14.277496309359567
2026-02-01,16.317138639268077
2026-02-02,81.58569319634039
2026-02-03,88.72444135102016
2026-02-04,87.70462018606591
2026-02-05,87.70462018606591
2026-02-06,81.58569319634039
2026-02-07,13.257675144405312
2026-02-08,12.237853979451057
2026-02-09,77.50640853652337
2026-02-10,90.76408368092868
2026-02-11,91.78390484588293
2026-02-12,90.76408368092868
2026-02-13,63.228912227163796
2026-02-14,11.218032814496803
2026-02-15,9.178390484588293
2026-02-16,26.515350288810623
2026-02-17,70.36766038184358
2026-02-18,80.56587203138614
2026-02-19,90.76408368092868
2026-02-20,78.52622970147762
2026-02-21,12.237853979451057
2026-02-22,12.237853979451057
2026-02-23,80.56587203138614
2026-02-24,89.74426251597443
2026-02-25,88.72444135102016
2026-02-26,89.74426251597443
2026-02-27,85.6649778561574
2026-02-28,13.257675144405312
2026-03-01,14.277496309359567
2026-03-02,87.70462018606591
2026-03-03,90.76408368092868
2026-03-04,92.80372601083718
2026-03-05,97.90283183560845
2026-03-06,79.54605086643187
2026-03-07,14.277496309359567
2026-03-08,12.237853979451057
2026-03-09,85.6649778561574
2026-03-10,85.6649778561574
2026-03-11,90.76408368092868
2026-03-12,82.60551436129464
2026-03-13,70.36766038184358
2026-03-14,13.257675144405312
2026-03-15,13.257675144405312
2026-03-16,68.32801805193508
2026-03-17,68.32801805193508
2026-03-18,75.46676620661485
2026-03-19,78.52622970147762
2026-03-20,58.129806402392525
2026-03-21,11.218032814496803
2026-03-22,13.257675144405312
2026-03-23,76.48658737156912
2026-03-24,84.64515669120314
2026-03-25,87.70462018606591
2026-03-26,86.68479902111166
2026-03-27,75.46676620661485
2026-03-28,13.257675144405312
2026-03-29,13.257675144405312
2026-03-30,80.56587203138614
2026-03-31,78.52622970147762
2026-04-01,73.42712387670635
2026-04-02,71.38748154679783
2026-04-03,27.535171453764878
2026-04-04,10.198211649542548
2026-04-05,9.178390484588293
2026-04-06,56.090164072484015
2026-04-07,79.54605086643187
2026-04-08,77.50640853652337
2026-04-09,79.54605086643187
2026-04-10,71.38748154679783
2026-04-11,12.237853979451057
2026-04-12,14.277496309359567
2026-04-13,93.82354717579145
2026-04-14,100.96229533047122
2026-04-15,94.8433683407457
2026-04-16,97.90283183560845
2026-04-17,84.64515669120314
2026-04-18,12.237853979451057
2026-04-19,14.277496309359567
2026-04-20,91.78390484588293
2026-04-21,94.8433683407457
2026-04-22,85.6649778561574
2026-04-23,87.70462018606591
2026-04-24,82.60551436129464
2026-04-25,11.218032814496803
2026-04-26,12.237853979451057
2026-04-27,86.68479902111166
2026-04-28,79.54605086643187
2026-04-29,81.58569319634039
2026-04-30,85.6649778561574
2026-05-01,75.46676620661485
2026-05-02,12.237853979451057
2026-05-03,13.257675144405312
2026-05-04,80.56587203138614
2026-05-05,78.52622970147762
2026-05-06,73.42712387670635
2026-05-07,79.54605086643187
2026-05-08,75.46676620661485
2026-05-09,10.198211649542548
2026-05-10,10.198211649542548
2026-05-11,77.50640853652337
2026-05-12,77.50640853652337
2026-05-13,67.30819688698081
2026-05-14,70.36766038184358
2026-05-15,61.189269897255286
2026-05-16,10.198211649542548
2026-05-17,11.218032814496803
2026-05-18,64.24873339211806
2026-05-19,59.149627567346776
2026-05-20,54.050521742575505
2026-05-21,49.971237082758485
2026-05-22,35.693740773398915
2026-05-23,9.178390484588293
2026-05-24,9.178390484588293
2026-05-25,10.198211649542548
2026-05-26,41.812667763124445
2026-05-27,34.67391960844466
2026-05-28,37.733383103307425
2026-05-29,29.574813783673388
2026-05-30,9.178390484588293
2026-05-31,8.158569319634038
