Time,wells_fargo_login
2022-10-31,62.391380060949054
2022-11-01,78.22202873313016
2022-11-02,69.84109708315192
2022-11-03,67.04745319982585
2022-11-04,67.97866782760121
2022-11-05,46.56073138876795
2022-11-06,37.248585111014364
2022-11-07,57.73530692207226
2022-11-08,59.59773617762298
2022-11-09,58.666521549847616
2022-11-10,60.52895080539834
2022-11-11,62.391380060949054
2022-11-12,47.49194601654331
2022-11-13,38.17979973878972
2022-11-14,63.322594688724415
2022-11-15,69.84109708315192
2022-11-16,64.25380931649977
2022-11-17,65.18502394427513
2022-11-18,66.11623857205049
2022-11-19,49.354375272094025
2022-11-20,35.38615585546364
2022-11-21,58.666521549847616
2022-11-22,59.59773617762298
2022-11-23,67.04745319982585
2022-11-24,35.38615585546364
2022-11-25,47.49194601654331
2022-11-26,43.76708750544187
2022-11-27,38.17979973878972
2022-11-28,57.73530692207226
2022-11-29,59.59773617762298
2022-11-30,67.04745319982585
2022-12-01,75.42838484980408
2022-12-02,74.49717022202873
2022-12-03,57.73530692207226
2022-12-04,43.76708750544187
2022-12-05,68.90988245537656
2022-12-06,69.84109708315192
2022-12-07,62.391380060949054
2022-12-08,67.97866782760121
2022-12-09,68.90988245537656
2022-12-10,52.1480191554201
2022-12-11,42.83587287766652
2022-12-12,65.18502394427513
2022-12-13,66.11623857205049
2022-12-14,67.04745319982585
2022-12-15,69.84109708315192
2022-12-16,68.90988245537656
2022-12-17,52.1480191554201
2022-12-18,37.248585111014364
2022-12-19,64.25380931649977
2022-12-20,68.90988245537656
2022-12-21,71.70352633870264
2022-12-22,72.634740966478
2022-12-23,63.322594688724415
2022-12-24,46.56073138876795
2022-12-25,27.93643883326077
2022-12-26,49.354375272094025
2022-12-27,67.97866782760121
2022-12-28,72.634740966478
2022-12-29,76.35959947757944
2022-12-30,74.49717022202873
2022-12-31,56.8040922942969
2023-01-01,42.83587287766652
2023-01-02,64.25380931649977
2023-01-03,72.634740966478
2023-01-04,75.42838484980408
2023-01-05,72.634740966478
2023-01-06,71.70352633870264
2023-01-07,55.87287766652154
2023-01-08,44.69830213321723
2023-01-09,63.322594688724415
2023-01-10,66.11623857205049
2023-01-11,67.04745319982585
2023-01-12,65.18502394427513
2023-01-13,67.97866782760121
2023-01-14,55.87287766652154
2023-01-15,40.04222899434044
2023-01-16,57.73530692207226
2023-01-17,67.04745319982585
2023-01-18,67.04745319982585
2023-01-19,63.322594688724415
2023-01-20,67.97866782760121
2023-01-21,54.010448410970824
2023-01-22,38.17979973878972
2023-01-23,58.666521549847616
2023-01-24,64.25380931649977
2023-01-25,58.666521549847616
2023-01-26,63.322594688724415
2023-01-27,66.11623857205049
2023-01-28,51.21680452764475
2023-01-29,42.83587287766652
2023-01-30,63.322594688724415
2023-01-31,76.35959947757944
2023-02-01,74.49717022202873
2023-02-02,74.49717022202873
2023-02-03,75.42838484980408
2023-02-04,59.59773617762298
2023-02-05,45.629516760992594
2023-02-06,65.18502394427513
2023-02-07,66.11623857205049
2023-02-08,61.46016543317369
2023-02-09,65.18502394427513
2023-02-10,65.18502394427513
2023-02-11,57.73530692207226
2023-02-12,41.904658249891156
2023-02-13,56.8040922942969
2023-02-14,64.25380931649977
2023-02-15,68.90988245537656
2023-02-16,67.97866782760121
2023-02-17,70.77231171092728
2023-02-18,54.010448410970824
2023-02-19,40.973443622115795
2023-02-20,56.8040922942969
2023-02-21,61.46016543317369
2023-02-22,67.04745319982585
2023-02-23,64.25380931649977
2023-02-24,63.322594688724415
2023-02-25,52.1480191554201
2023-02-26,46.56073138876795
2023-02-27,66.11623857205049
2023-02-28,72.634740966478
2023-03-01,81.94688724423159
2023-03-02,80.08445798868088
2023-03-03,69.84109708315192
2023-03-04,61.46016543317369
2023-03-05,42.83587287766652
2023-03-06,64.25380931649977
2023-03-07,66.11623857205049
2023-03-08,67.97866782760121
2023-03-09,67.04745319982585
2023-03-10,67.97866782760121
2023-03-11,55.87287766652154
2023-03-12,45.629516760992594
2023-03-13,65.18502394427513
2023-03-14,67.04745319982585
2023-03-15,67.97866782760121
2023-03-16,69.84109708315192
2023-03-17,65.18502394427513
2023-03-18,52.1480191554201
2023-03-19,42.83587287766652
2023-03-20,59.59773617762298
2023-03-21,66.11623857205049
2023-03-22,61.46016543317369
2023-03-23,63.322594688724415
2023-03-24,57.73530692207226
2023-03-25,51.21680452764475
2023-03-26,40.973443622115795
2023-03-27,61.46016543317369
2023-03-28,63.322594688724415
2023-03-29,65.18502394427513
2023-03-30,67.04745319982585
2023-03-31,76.35959947757944
2023-04-01,61.46016543317369
2023-04-02,49.354375272094025
2023-04-03,71.70352633870264
2023-04-04,67.04745319982585
2023-04-05,65.18502394427513
2023-04-06,67.04745319982585
2023-04-07,66.11623857205049
2023-04-08,49.354375272094025
2023-04-09,36.317370483239
2023-04-10,66.11623857205049
2023-04-11,66.11623857205049
2023-04-12,70.77231171092728
2023-04-13,66.11623857205049
2023-04-14,70.77231171092728
2023-04-15,56.8040922942969
2023-04-16,42.83587287766652
2023-04-17,65.18502394427513
2023-04-18,64.25380931649977
2023-04-19,66.11623857205049
2023-04-20,59.59773617762298
2023-04-21,60.52895080539834
2023-04-22,47.49194601654331
2023-04-23,37.248585111014364
2023-04-24,54.941663038746185
2023-04-25,56.8040922942969
2023-04-26,59.83961010691528
2023-04-27,62.07089710463676
2023-04-28,65.13664915841667
2023-04-29,50.17674663168785
2023-04-30,41.813955526406545
2023-05-01,70.85092073794729
2023-05-02,69.96808089603039
2023-05-03,66.01948900033358
2023-05-04,64.25380931649977
2023-05-05,65.13664915841667
2023-05-06,47.52822710593716
2023-05-07,37.39975631682205
2023-05-08,58.95677026499838
2023-05-09,59.422377578886056
2023-05-10,60.30521742080296
2023-05-11,60.72244994883218
2023-05-12,63.37096947458288
2023-05-13,51.05958647360475
2023-05-14,35.634076632988254
2023-05-15,62.488129632665974
2023-05-16,63.37096947458288
2023-05-17,66.90232884225048
2023-05-18,64.25380931649977
2023-05-19,61.605289790749076
2023-05-20,49.711139317800175
2023-05-21,40.04827584257275
2023-05-22,61.18805726271986
2023-05-23,64.25380931649977
2023-05-24,61.18805726271986
2023-05-25,61.18805726271986
2023-05-26,66.7572044846751
2023-05-27,50.90236841956476
2023-05-28,40.05432269080506
2023-05-29,45.895578083214126
2023-05-30,68.42613459679197
2023-05-31,76.77078515737635
2023-06-01,83.44650560584387
2023-06-02,76.77078515737635
2023-06-03,50.90236841956476
2023-06-04,44.22664797109725
2023-06-05,67.59166954073353
2023-06-06,70.09506470890885
2023-06-07,66.7572044846751
2023-06-08,68.42613459679197
2023-06-09,68.42613459679197
2023-06-10,52.571298531681634
2023-06-11,39.21985763474662
2023-06-12,65.92273942861665
2023-06-13,65.92273942861665
2023-06-14,65.08827437255822
2023-06-15,73.4329249331426
2023-06-16,70.92952976496728
2023-06-17,50.90236841956476
2023-06-18,38.385392578688176
2023-06-19,57.57808886803227
2023-06-20,65.92273942861665
2023-06-21,70.09506470890885
2023-06-22,62.5848792043829
2023-06-23,65.08827437255822
2023-06-24,50.06790336350632
2023-06-25,40.05432269080506
2023-06-26,59.24701898014914
2023-06-27,66.7572044846751
2023-06-28,68.42613459679197
2023-06-29,70.92952976496728
2023-06-30,75.10185504525948
2023-07-01,60.081484036207584
2023-07-02,49.233438307447884
2023-07-03,70.09506470890885
2023-07-04,50.06790336350632
2023-07-05,71.76399482102573
2023-07-06,75.93632010131792
2023-07-07,67.59166954073353
2023-07-08,50.90236841956476
2023-07-09,41.723252802921934
2023-07-10,61.75041414832446
2023-07-11,64.25380931649978
2023-07-12,64.25380931649978
2023-07-13,70.09506470890885
2023-07-14,71.76399482102573
2023-07-15,50.06790336350632
2023-07-16,39.21985763474662
2023-07-17,64.25380931649978
2023-07-18,64.25380931649978
2023-07-19,64.25380931649978
2023-07-20,60.081484036207584
2023-07-21,60.081484036207584
2023-07-22,45.895578083214126
2023-07-23,37.55092752262974
2023-07-24,60.081484036207584
2023-07-25,60.915949092266025
2023-07-26,59.24701898014914
2023-07-27,60.081484036207584
2023-07-28,65.92273942861665
2023-07-29,50.06790336350632
2023-07-30,40.05432269080506
2023-07-31,68.42613459679197
2023-08-01,80.10864538161012
2023-08-02,71.76399482102573
2023-08-03,65.92273942861665
2023-08-04,65.08827437255822
2023-08-05,49.233438307447884
2023-08-06,40.88878774686349
2023-08-07,61.75041414832446
2023-08-08,60.081484036207584
2023-08-09,58.41255392409071
2023-08-10,63.41934426044134
2023-08-11,60.915949092266025
2023-08-12,44.22664797109725
2023-08-13,37.55092752262974
2023-08-14,58.41255392409071
2023-08-15,61.75041414832446
2023-08-16,65.08827437255822
2023-08-17,60.915949092266025
2023-08-18,58.41255392409071
2023-08-19,44.22664797109725
2023-08-20,35.88199741051287
2023-08-21,55.07469369985695
2023-08-22,54.24022864379852
2023-08-23,55.90915875591539
2023-08-24,55.90915875591539
2023-08-25,57.57808886803227
2023-08-26,45.06111302715569
2023-08-27,35.047532354454425
2023-08-28,54.24022864379852
2023-08-29,59.24701898014914
2023-08-30,63.41934426044134
2023-08-31,64.25380931649978
2023-09-01,70.09506470890885
2023-09-02,52.571298531681634
2023-09-03,36.7164624665713
2023-09-04,44.22664797109725
2023-09-05,60.081484036207584
2023-09-06,60.915949092266025
2023-09-07,62.5848792043829
2023-09-08,55.90915875591539
2023-09-09,42.557717858980375
2023-09-10,31.70967213022067
2023-09-11,55.90915875591539
2023-09-12,55.90915875591539
2023-09-13,55.07469369985695
2023-09-14,56.74362381197383
2023-09-15,60.915949092266025
2023-09-16,41.723252802921934
2023-09-17,33.37860224233755
2023-09-18,52.571298531681634
2023-09-19,55.90915875591539
2023-09-20,55.90915875591539
2023-09-21,54.24022864379852
2023-09-22,57.57808886803227
2023-09-23,42.557717858980375
2023-09-24,35.047532354454425
2023-09-25,50.06790336350632
2023-09-26,53.405763587740076
2023-09-27,54.24022864379852
2023-09-28,61.75041414832446
2023-09-29,60.915949092266025
2023-09-30,47.56450819533101
2023-10-01,42.557717858980375
2023-10-02,64.25380931649978
2023-10-03,61.75041414832446
2023-10-04,57.57808886803227
2023-10-05,56.74362381197383
2023-10-06,56.74362381197383
2023-10-07,41.723252802921934
2023-10-08,32.54413718627911
2023-10-09,50.90236841956476
2023-10-10,55.90915875591539
2023-10-11,57.57808886803227
2023-10-12,60.081484036207584
2023-10-13,55.90915875591539
2023-10-14,43.39218291503881
2023-10-15,35.88199741051287
2023-10-16,54.24022864379852
2023-10-17,51.7368334756232
2023-10-18,51.7368334756232
2023-10-19,53.405763587740076
2023-10-20,55.90915875591539
2023-10-21,40.88878774686349
2023-10-22,32.54413718627911
2023-10-23,49.233438307447884
2023-10-24,53.405763587740076
2023-10-25,51.7368334756232
2023-10-26,50.90236841956476
2023-10-27,55.90915875591539
2023-10-28,40.88878774686349
2023-10-29,32.54413718627911
2023-10-30,54.24022864379852
2023-10-31,59.24701898014914
2023-11-01,69.26059965285042
2023-11-02,63.41934426044134
2023-11-03,57.57808886803227
2023-11-04,44.22664797109725
2023-11-05,34.213067298395984
2023-11-06,52.571298531681634
2023-11-07,56.74362381197383
2023-11-08,54.24022864379852
2023-11-09,53.405763587740076
2023-11-10,55.07469369985695
2023-11-11,41.723252802921934
2023-11-12,30.87520707416223
2023-11-13,51.7368334756232
2023-11-14,53.405763587740076
2023-11-15,57.57808886803227
2023-11-16,55.90915875591539
2023-11-17,55.90915875591539
2023-11-18,40.88878774686349
2023-11-19,31.70967213022067
2023-11-20,52.571298531681634
2023-11-21,49.233438307447884
2023-11-22,55.90915875591539
2023-11-23,29.206276962045354
2023-11-24,42.557717858980375
2023-11-25,40.05432269080506
2023-11-26,33.37860224233755
2023-11-27,54.24022864379852
2023-11-28,54.24022864379852
2023-11-29,58.41255392409071
2023-11-30,59.24701898014914
2023-12-01,67.59166954073353
2023-12-02,52.571298531681634
2023-12-03,35.047532354454425
2023-12-04,56.74362381197383
2023-12-05,60.915949092266025
2023-12-06,56.74362381197383
2023-12-07,58.41255392409071
2023-12-08,58.41255392409071
2023-12-09,45.895578083214126
2023-12-10,37.55092752262974
2023-12-11,53.405763587740076
2023-12-12,57.57808886803227
2023-12-13,56.74362381197383
2023-12-14,62.5848792043829
2023-12-15,62.5848792043829
2023-12-16,48.39897325138944
2023-12-17,35.047532354454425
2023-12-18,55.07469369985695
2023-12-19,60.915949092266025
2023-12-20,60.915949092266025
2023-12-21,58.41255392409071
2023-12-22,57.582480119471256
2023-12-23,40.91201683056249
2023-12-24,34.4519768332071
2023-12-25,26.880886580462125
2023-12-26,51.88658151382526
2023-12-27,64.04252011682665
2023-12-28,65.15357037221624
2023-12-29,65.91771176392564
2023-12-30,45.079632652789684
2023-12-31,37.50854240004471
2024-01-01,38.61959265543429
2024-01-02,65.15357037221624
2024-01-03,69.32118619444343
2024-01-04,63.27837872511725
2024-01-05,59.11076290289006
2024-01-06,46.95482429988867
2024-01-07,34.10506796952692
2024-01-08,54.94314708066287
2024-01-09,53.06795543356388
2024-01-10,57.582480119471256
2024-01-11,56.818338727761855
2024-01-12,59.11076290289006
2024-01-13,41.676158222271894
2024-01-14,33.34092657781752
2024-01-15,45.843774044499085
2024-01-16,52.650722905534664
2024-01-17,58.34662151118066
2024-01-18,51.88658151382526
2024-01-19,55.70728847237227
2024-01-20,46.607915436208486
2024-01-21,33.30325091329749
2024-01-22,52.03632955202733
2024-01-23,47.87342318786514
2024-01-24,52.03632955202733
2024-01-25,51.342511824666964
2024-01-26,50.6486940973066
2024-01-27,39.54761045954077
2024-01-28,27.752709094414577
2024-01-29,48.56724091522551
2024-01-30,56.893053643549884
2024-01-31,54.117782734108424
2024-02-01,62.443595462432796
2024-02-02,61.749777735072435
2024-02-03,42.32288136898223
2024-02-04,36.77233955009931
2024-02-05,49.954876369946234
2024-02-06,47.87342318786514
2024-02-07,47.87342318786514
2024-02-08,47.87342318786514
2024-02-09,49.26105864258587
2024-02-10,41.62906364162186
2024-02-11,27.058891367054212
2024-02-12,44.40433455106332
2024-02-13,52.730147279387694
2024-02-14,50.6486940973066
2024-02-15,52.03632955202733
2024-02-16,54.117782734108424
2024-02-17,43.71051682370296
2024-02-18,31.221797731216398
2024-02-19,42.32288136898223
2024-02-20,49.26105864258587
2024-02-21,51.342511824666964
2024-02-22,54.117782734108424
2024-02-23,49.954876369946234
2024-02-24,40.24142818690113
2024-02-25,30.527980003856033
2024-02-26,45.79197000578405
2024-02-27,47.17960546050478
2024-02-28,51.342511824666964
2024-02-29,56.199235916189515
2024-03-01,61.055960007712066
2024-03-02,44.40433455106332
2024-03-03,31.221797731216398
2024-03-04,49.954876369946234
2024-03-05,52.03632955202733
2024-03-06,47.87342318786514
2024-03-07,45.79197000578405
2024-03-08,47.17960546050478
2024-03-09,38.15997500482004
2024-03-10,28.446526821774942
2024-03-11,45.79197000578405
2024-03-12,49.954876369946234
2024-03-13,49.954876369946234
2024-03-14,47.87342318786514
2024-03-15,49.26105864258587
2024-03-16,38.85379273218041
2024-03-17,29.140344549135303
2024-03-18,47.87342318786514
2024-03-19,47.17960546050478
2024-03-20,48.56724091522551
2024-03-21,44.40433455106332
2024-03-22,47.87342318786514
2024-03-23,35.38470409537859
2024-03-24,29.140344549135303
2024-03-25,44.40433455106332
2024-03-26,47.87342318786514
2024-03-27,50.6486940973066
2024-03-28,49.954876369946234
2024-03-29,47.87342318786514
2024-03-30,37.46615727745968
2024-03-31,28.446526821774942
2024-04-01,61.055960007712066
2024-04-02,54.117782734108424
2024-04-03,52.730147279387694
2024-04-04,49.26105864258587
2024-04-05,48.56724091522551
2024-04-06,34.69088636801822
2024-04-07,28.446526821774942
2024-04-08,44.40433455106332
2024-04-09,49.26105864258587
2024-04-10,49.954876369946234
2024-04-11,48.56724091522551
2024-04-12,52.03632955202733
2024-04-13,38.85379273218041
2024-04-14,35.38470409537859
2024-04-15,54.811600461468785
2024-04-16,49.26105864258587
2024-04-17,43.71051682370296
2024-04-18,43.01669909634259
2024-04-19,43.01669909634259
2024-04-20,29.834162276495668
2024-04-21,27.752709094414577
2024-04-22,40.9352459142615
2024-04-23,43.71051682370296
2024-04-24,45.09815227842368
2024-04-25,45.09815227842368
2024-04-26,45.09815227842368
2024-04-27,33.30325091329749
2024-04-28,26.365073639693847
2024-04-29,45.79197000578405
2024-04-30,51.342511824666964
2024-05-01,57.586871370910245
2024-05-02,49.954876369946234
2024-05-03,47.87342318786514
2024-05-04,34.69088636801822
2024-05-05,27.752709094414577
2024-05-06,47.17960546050478
2024-05-07,46.48578773314441
2024-05-08,43.71051682370296
2024-05-09,43.71051682370296
2024-05-10,43.71051682370296
2024-05-11,29.140344549135303
2024-05-12,23.58980273025239
2024-05-13,41.62906364162186
2024-05-14,47.87342318786514
2024-05-15,46.48578773314441
2024-05-16,43.71051682370296
2024-05-17,44.40433455106332
2024-05-18,34.69088636801822
2024-05-19,23.58980273025239
2024-05-20,44.40433455106332
2024-05-21,45.79197000578405
2024-05-22,43.71051682370296
2024-05-23,40.9352459142615
2024-05-24,39.54761045954077
2024-05-25,28.446526821774942
2024-05-26,22.20216727553166
2024-05-27,27.058891367054212
2024-05-28,47.17960546050478
2024-05-29,47.87342318786514
2024-05-30,50.6486940973066
2024-05-31,49.954876369946234
2024-06-01,43.71051682370296
2024-06-02,31.221797731216398
2024-06-03,50.6486940973066
2024-06-04,53.423965006748055
2024-06-05,46.48578773314441
2024-06-06,47.87342318786514
2024-06-07,43.01669909634259
2024-06-08,35.38470409537859
2024-06-09,27.058891367054212
2024-06-10,48.56724091522551
2024-06-11,45.79197000578405
2024-06-12,46.48578773314441
2024-06-13,46.48578773314441
2024-06-14,47.17960546050478
2024-06-15,33.99706864065786
2024-06-16,24.977438184973117
2024-06-17,47.87342318786514
2024-06-18,46.48578773314441
2024-06-19,43.01669909634259
2024-06-20,45.79197000578405
2024-06-21,43.71051682370296
2024-06-22,30.527980003856033
2024-06-23,24.977438184973117
2024-06-24,45.09815227842368
2024-06-25,42.32288136898223
2024-06-26,45.09815227842368
2024-06-27,45.79197000578405
2024-06-28,49.954876369946234
2024-06-29,36.07852182273895
2024-06-30,29.834162276495668
2024-07-01,59.668324552991336
2024-07-02,49.954876369946234
2024-07-03,47.87342318786514
2024-07-04,31.221797731216398
2024-07-05,43.71051682370296
2024-07-06,31.221797731216398
2024-07-07,27.058891367054212
2024-07-08,46.48578773314441
2024-07-09,46.48578773314441
2024-07-10,48.56724091522551
2024-07-11,46.48578773314441
2024-07-12,48.56724091522551
2024-07-13,33.99706864065786
2024-07-14,24.977438184973117
2024-07-15,48.56724091522551
2024-07-16,48.56724091522551
2024-07-17,45.79197000578405
2024-07-18,45.79197000578405
2024-07-19,40.9352459142615
2024-07-20,30.527980003856033
2024-07-21,25.671255912333482
2024-07-22,39.54761045954077
2024-07-23,40.24142818690113
2024-07-24,43.71051682370296
2024-07-25,44.40433455106332
2024-07-26,44.40433455106332
2024-07-27,33.99706864065786
2024-07-28,25.671255912333482
2024-07-29,45.79197000578405
2024-07-30,47.87342318786514
2024-07-31,50.6486940973066
2024-08-01,55.505418188829154
2024-08-02,54.117782734108424
2024-08-03,36.77233955009931
2024-08-04,28.446526821774942
2024-08-05,47.87342318786514
2024-08-06,44.40433455106332
2024-08-07,45.09815227842368
2024-08-08,44.40433455106332
2024-08-09,44.40433455106332
2024-08-10,30.527980003856033
2024-08-11,24.977438184973117
2024-08-12,45.79197000578405
2024-08-13,45.79197000578405
2024-08-14,48.56724091522551
2024-08-15,49.26105864258587
2024-08-16,45.79197000578405
2024-08-17,34.69088636801822
2024-08-18,24.50267326950451
2024-08-19,43.00550266242892
2024-08-20,47.236671155935774
2024-08-21,46.621047878327374
2024-08-22,46.35233346439915
2024-08-23,42.121164970892295
2024-08-24,30.311997181908353
2024-08-25,25.733919824721312
2024-08-26,44.505463631573946
2024-08-27,44.23674921764572
2024-08-28,42.121164970892295
2024-08-29,47.58358001961595
2024-08-30,49.9678786802976
2024-08-31,33.65882798387858
2024-09-01,30.311997181908353
2024-09-02,37.27437319977704
2024-09-03,46.621047878327374
2024-09-04,49.08354098876098
2024-09-05,45.121086909182345
2024-09-06,45.121086909182345
2024-09-07,32.0806725649816
2024-09-08,25.733919824721312
2024-09-09,42.121164970892295
2024-09-10,44.23674921764572
2024-09-11,42.38987938482052
2024-09-12,47.852294433544174
2024-09-13,45.121086909182345
2024-09-14,32.696295842590004
2024-09-15,25.733919824721312
2024-09-16,44.23674921764572
2024-09-17,45.681450367797446
2024-09-18,44.60659271208456
2024-09-19,43.53173505637168
2024-09-20,43.53173505637168
2024-09-21,30.63344318781711
2024-09-22,23.646868425683383
