Time,davante_adams
2022-09-07,2.25
2022-09-08,2.75
2022-09-09,2.0
2022-09-10,1.0
2022-09-11,13.25
2022-09-12,5.0
2022-09-13,2.0
2022-09-14,1.25
2022-09-15,2.0
2022-09-16,1.25
2022-09-17,1.0
2022-09-18,6.0
2022-09-19,5.25
2022-09-20,1.75
2022-09-21,1.0
2022-09-22,1.0
2022-09-23,0.75
2022-09-24,1.0
2022-09-25,5.0
2022-09-26,3.0
2022-09-27,2.0
2022-09-28,1.5
2022-09-29,1.5
2022-09-30,1.0
2022-10-01,1.0
2022-10-02,4.0
2022-10-03,2.5
2022-10-04,1.5
2022-10-05,1.0
2022-10-06,1.0
2022-10-07,1.0
2022-10-08,0.5
2022-10-09,2.0
2022-10-10,5.0
2022-10-11,50.0
2022-10-12,37.5
2022-10-13,19.0
2022-10-14,10.0
2022-10-15,6.0
2022-10-16,6.5
2022-10-17,4.0
2022-10-18,2.5
2022-10-19,2.0
2022-10-20,1.5
2022-10-21,1.5
2022-10-22,1.0
2022-10-23,3.5
2022-10-24,2.0
2022-10-25,1.5
2022-10-26,1.5
2022-10-27,2.0
2022-10-28,1.5
2022-10-29,1.0
2022-10-30,8.0
2022-10-31,4.5
2022-11-01,1.5
2022-11-02,1.0
2022-11-03,1.0
2022-11-04,1.0
2022-11-05,0.5
2022-11-06,4.0
2022-11-07,2.5
2022-11-08,1.5
2022-11-09,0.5
2022-11-10,1.0
2022-11-11,1.0
2022-11-12,1.0
2022-11-13,3.5
2022-11-14,3.5
2022-11-15,1.5
2022-11-16,1.0
2022-11-17,1.5
2022-11-18,2.0
2022-11-19,2.0
2022-11-20,5.5
2022-11-21,4.0
2022-11-22,1.5
2022-11-23,1.0
2022-11-24,1.0
2022-11-25,1.5
2022-11-26,1.0
2022-11-27,3.5
2022-11-28,2.5
2022-11-29,1.5
2022-11-30,1.0
2022-12-01,0.5
2022-12-02,1.0
2022-12-03,1.0
2022-12-04,2.5
2022-12-05,4.0
2022-12-06,1.5
2022-12-07,1.5
2022-12-08,3.5
2022-12-09,8.0
2022-12-10,1.0
2022-12-11,1.0
2022-12-12,1.0
2022-12-13,0.5
2022-12-14,0.5
2022-12-15,0.5
2022-12-16,1.0
2022-12-17,0.5
2022-12-18,2.5
2022-12-19,1.5
2022-12-20,1.0
2022-12-21,0.5
2022-12-22,0.5
2022-12-23,1.0
2022-12-24,2.0
2022-12-25,6.0
2022-12-26,1.0
2022-12-27,1.0
2022-12-28,3.0
2022-12-29,8.0
2022-12-30,3.5
2022-12-31,3.0
2023-01-01,5.5
2023-01-02,6.0
2023-01-03,1.5
2023-01-04,1.0
2023-01-05,3.0
2023-01-06,2.0
2023-01-07,5.5
2023-01-08,4.0
2023-01-09,2.5
2023-01-10,1.0
2023-01-11,1.5
2023-01-12,1.5
2023-01-13,1.5
2023-01-14,1.5
2023-01-15,1.0
2023-01-16,1.0
2023-01-17,1.0
2023-01-18,0.5
2023-01-19,1.0
2023-01-20,1.0
2023-01-21,0.5
2023-01-22,1.0
2023-01-23,1.0
2023-01-24,0.5
2023-01-25,0.5
2023-01-26,0.5
2023-01-27,0.5
2023-01-28,0.5
2023-01-29,1.0
2023-01-30,1.0
2023-01-31,0.5
2023-02-01,1.0
2023-02-02,1.5
2023-02-03,1.0
2023-02-04,1.0
2023-02-05,1.5
2023-02-06,1.0
2023-02-07,0.5
2023-02-08,0.5
2023-02-09,0.5
2023-02-10,0.5
2023-02-11,0.5
2023-02-12,1.0
2023-02-13,2.0
2023-02-14,0.5
2023-02-15,0.5
2023-02-16,0.5
2023-02-17,0.5
2023-02-18,0.5
2023-02-19,0.5
2023-02-20,0.5
2023-02-21,0.0
2023-02-22,0.5
2023-02-23,0.5
2023-02-24,0.5
2023-02-25,0.5
2023-02-26,0.5
2023-02-27,0.5
2023-02-28,0.5
2023-03-01,0.5
2023-03-02,0.5
2023-03-03,0.5
2023-03-04,0.5
2023-03-05,0.5
2023-03-06,0.5
2023-03-07,1.0
2023-03-08,0.5
2023-03-09,0.5
2023-03-10,0.5
2023-03-11,0.5
2023-03-12,1.0
2023-03-13,2.0
2023-03-14,3.0
2023-03-15,1.5
2023-03-16,1.5
2023-03-17,1.5
2023-03-18,1.0
2023-03-19,0.5
2023-03-20,1.0
2023-03-21,0.5
2023-03-22,0.5
2023-03-23,0.5
2023-03-24,0.5
2023-03-25,0.5
2023-03-26,0.5
2023-03-27,0.5
2023-03-28,0.5
2023-03-29,0.5
2023-03-30,0.5
2023-03-31,0.5
2023-04-01,0.0
2023-04-02,0.5
2023-04-03,0.5
2023-04-04,0.5
2023-04-05,0.0
2023-04-06,0.5
2023-04-07,0.5
2023-04-08,0.5
2023-04-09,0.5
2023-04-10,0.5
2023-04-11,0.5
2023-04-12,0.0
2023-04-13,0.5
2023-04-14,0.5
2023-04-15,0.5
2023-04-16,0.5
2023-04-17,0.5
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.5
2023-04-22,0.5
2023-04-23,0.5
2023-04-24,0.5
2023-04-25,0.5
2023-04-26,0.5
2023-04-27,0.5
2023-04-28,0.625
2023-04-29,0.625
2023-04-30,0.0
2023-05-01,0.375
2023-05-02,0.375
2023-05-03,0.5
2023-05-04,0.375
2023-05-05,0.375
2023-05-06,0.5
2023-05-07,0.125
2023-05-08,0.375
2023-05-09,0.5
2023-05-10,0.375
2023-05-11,0.375
2023-05-12,0.375
2023-05-13,0.125
2023-05-14,0.375
2023-05-15,0.375
2023-05-16,1.625
2023-05-17,3.0
2023-05-18,2.625
2023-05-19,0.625
2023-05-20,0.625
2023-05-21,0.875
2023-05-22,0.875
2023-05-23,0.625
2023-05-24,0.625
2023-05-25,0.625
2023-05-26,1.25
2023-05-27,1.0
2023-05-28,0.75
2023-05-29,0.75
2023-05-30,0.5
2023-05-31,0.5
2023-06-01,0.5
2023-06-02,0.5
2023-06-03,0.25
2023-06-04,0.25
2023-06-05,0.5
2023-06-06,0.75
2023-06-07,0.5
2023-06-08,0.25
2023-06-09,0.25
2023-06-10,0.25
2023-06-11,0.25
2023-06-12,0.25
2023-06-13,0.25
2023-06-14,0.25
2023-06-15,0.5
2023-06-16,0.25
2023-06-17,0.5
2023-06-18,0.25
2023-06-19,0.25
2023-06-20,0.25
2023-06-21,0.25
2023-06-22,0.25
2023-06-23,0.25
2023-06-24,0.75
2023-06-25,0.5
2023-06-26,0.5
2023-06-27,0.5
2023-06-28,0.25
2023-06-29,0.25
2023-06-30,0.25
2023-07-01,0.5
2023-07-02,0.25
2023-07-03,0.25
2023-07-04,0.25
2023-07-05,0.25
2023-07-06,0.5
2023-07-07,0.25
2023-07-08,0.5
2023-07-09,0.5
2023-07-10,0.5
2023-07-11,0.5
2023-07-12,0.5
2023-07-13,0.5
2023-07-14,0.5
2023-07-15,0.25
2023-07-16,0.5
2023-07-17,0.75
2023-07-18,0.5
2023-07-19,0.5
2023-07-20,0.5
2023-07-21,0.5
2023-07-22,0.5
2023-07-23,0.5
2023-07-24,0.75
2023-07-25,0.75
2023-07-26,0.5
2023-07-27,0.75
2023-07-28,2.25
2023-07-29,3.75
2023-07-30,1.0
2023-07-31,1.0
2023-08-01,0.75
2023-08-02,1.0
2023-08-03,0.75
2023-08-04,1.0
2023-08-05,0.75
2023-08-06,0.75
2023-08-07,0.75
2023-08-08,0.75
2023-08-09,0.75
2023-08-10,0.75
2023-08-11,3.75
2023-08-12,5.75
2023-08-13,3.0
2023-08-14,1.75
2023-08-15,1.25
2023-08-16,1.25
2023-08-17,1.0
2023-08-18,1.0
2023-08-19,1.0
2023-08-20,1.25
2023-08-21,1.0
2023-08-22,0.75
2023-08-23,1.0
2023-08-24,1.0
2023-08-25,1.25
2023-08-26,1.5
2023-08-27,2.0
2023-08-28,1.25
2023-08-29,1.5
2023-08-30,1.25
2023-08-31,1.25
2023-09-01,1.25
2023-09-02,1.25
2023-09-03,1.75
2023-09-04,1.75
2023-09-05,2.0
2023-09-06,2.0
2023-09-07,1.75
2023-09-08,2.0
2023-09-09,0.75
2023-09-10,3.0
2023-09-11,1.75
2023-09-12,1.75
2023-09-13,1.5
2023-09-14,2.0
2023-09-15,1.25
2023-09-16,1.0
2023-09-17,4.0
2023-09-18,2.75
2023-09-19,1.25
2023-09-20,1.25
2023-09-21,1.5
2023-09-22,1.25
2023-09-23,6.0
2023-09-24,5.0
2023-09-25,11.5
2023-09-26,4.5
2023-09-27,3.75
2023-09-28,3.25
2023-09-29,2.75
2023-09-30,1.75
2023-10-01,16.0
2023-10-02,2.75
2023-10-03,1.5
2023-10-04,1.5
2023-10-05,2.0
2023-10-06,2.0
2023-10-07,2.75
2023-10-08,8.0
2023-10-09,19.5
2023-10-10,13.0
2023-10-11,1.25
2023-10-12,1.5
2023-10-13,1.25
2023-10-14,1.0
2023-10-15,6.5
2023-10-16,2.25
2023-10-17,1.5
2023-10-18,1.25
2023-10-19,3.75
2023-10-20,4.0
2023-10-21,3.0
2023-10-22,6.0
2023-10-23,2.0
2023-10-24,1.5
2023-10-25,1.5
2023-10-26,1.0
2023-10-27,1.25
2023-10-28,1.25
2023-10-29,1.75
2023-10-30,6.0
2023-10-31,25.0
2023-11-01,9.5
2023-11-02,3.5
2023-11-03,3.0
2023-11-04,2.0
2023-11-05,6.0
2023-11-06,2.75
2023-11-07,1.75
2023-11-08,1.25
2023-11-09,1.0
2023-11-10,1.0
2023-11-11,1.0
2023-11-12,3.25
2023-11-13,6.25
2023-11-14,1.25
2023-11-15,0.75
2023-11-16,1.0
2023-11-17,0.75
2023-11-18,0.75
2023-11-19,3.75
2023-11-20,1.25
2023-11-21,1.5
2023-11-22,0.75
2023-11-23,1.0
2023-11-24,1.0
2023-11-25,1.0
2023-11-26,3.75
2023-11-27,1.25
2023-11-28,0.75
2023-11-29,0.75
2023-11-30,0.5
2023-12-01,0.5
2023-12-02,0.75
2023-12-03,0.75
2023-12-04,0.75
2023-12-05,0.75
2023-12-06,0.75
2023-12-07,0.5
2023-12-08,0.75
2023-12-09,0.5
2023-12-10,2.5
2023-12-11,1.25
2023-12-12,1.0
2023-12-13,1.25
2023-12-14,8.25
2023-12-15,9.5
2023-12-16,1.25
2023-12-17,1.0
2023-12-18,0.5
2023-12-19,0.5
2023-12-20,0.75
2023-12-21,0.75
2023-12-22,0.7462871287128713
2023-12-23,0.7462871287128713
2023-12-24,1.4925742574257426
2023-12-25,8.556930693069306
2023-12-26,1.4925742574257426
2023-12-27,0.8205445544554455
2023-12-28,0.5470297029702971
2023-12-29,0.7462871287128713
2023-12-30,1.2190594059405941
2023-12-31,3.0594059405940595
2024-01-01,2.2388613861386135
2024-01-02,2.3131188118811883
2024-01-03,0.7462871287128713
2024-01-04,0.6720297029702971
2024-01-05,0.5470297029702971
2024-01-06,1.0198019801980198
2024-01-07,2.512376237623762
2024-01-08,1.5668316831683167
2024-01-09,2.3131188118811883
2024-01-10,0.9455445544554455
2024-01-11,0.5470297029702971
2024-01-12,0.5470297029702971
2024-01-13,0.5470297029702971
2024-01-14,0.8205445544554455
2024-01-15,0.7462871287128713
2024-01-16,0.7462871287128713
2024-01-17,0.47277227722772275
2024-01-18,0.47277227722772275
2024-01-19,0.5470297029702971
2024-01-20,0.9455445544554455
2024-01-21,1.0396039603960396
2024-01-22,0.594059405940594
2024-01-23,0.7425742574257426
2024-01-24,0.4455445544554455
2024-01-25,0.594059405940594
2024-01-26,0.4455445544554455
2024-01-27,0.297029702970297
2024-01-28,0.594059405940594
2024-01-29,0.4455445544554455
2024-01-30,0.4455445544554455
2024-01-31,0.4455445544554455
2024-02-01,0.4455445544554455
2024-02-02,0.594059405940594
2024-02-03,0.4455445544554455
2024-02-04,0.4455445544554455
2024-02-05,0.297029702970297
2024-02-06,0.4455445544554455
2024-02-07,0.4455445544554455
2024-02-08,0.4455445544554455
2024-02-09,0.4455445544554455
2024-02-10,0.4455445544554455
2024-02-11,0.4455445544554455
2024-02-12,0.594059405940594
2024-02-13,0.594059405940594
2024-02-14,0.594059405940594
2024-02-15,0.891089108910891
2024-02-16,0.297029702970297
2024-02-17,0.4455445544554455
2024-02-18,0.297029702970297
2024-02-19,0.891089108910891
2024-02-20,0.4455445544554455
2024-02-21,0.4455445544554455
2024-02-22,0.4455445544554455
2024-02-23,0.4455445544554455
2024-02-24,0.4455445544554455
2024-02-25,0.297029702970297
2024-02-26,0.4455445544554455
2024-02-27,0.594059405940594
2024-02-28,0.594059405940594
2024-02-29,0.4455445544554455
2024-03-01,0.297029702970297
2024-03-02,0.4455445544554455
2024-03-03,0.4455445544554455
2024-03-04,0.4455445544554455
2024-03-05,0.4455445544554455
2024-03-06,0.297029702970297
2024-03-07,0.297029702970297
2024-03-08,0.297029702970297
2024-03-09,0.297029702970297
2024-03-10,0.297029702970297
2024-03-11,0.7425742574257426
2024-03-12,0.7425742574257426
2024-03-13,0.594059405940594
2024-03-14,0.594059405940594
2024-03-15,0.7425742574257426
2024-03-16,0.7425742574257426
2024-03-17,0.7425742574257426
2024-03-18,0.891089108910891
2024-03-19,0.891089108910891
2024-03-20,0.891089108910891
2024-03-21,0.4455445544554455
2024-03-22,0.594059405940594
2024-03-23,0.297029702970297
2024-03-24,0.4455445544554455
2024-03-25,0.297029702970297
2024-03-26,0.4455445544554455
2024-03-27,0.297029702970297
2024-03-28,0.297029702970297
2024-03-29,0.4455445544554455
2024-03-30,0.4455445544554455
2024-03-31,0.297029702970297
2024-04-01,0.7425742574257426
2024-04-02,0.594059405940594
2024-04-03,0.7425742574257426
2024-04-04,0.594059405940594
2024-04-05,0.4455445544554455
2024-04-06,0.4455445544554455
2024-04-07,0.297029702970297
2024-04-08,0.1485148514851485
2024-04-09,0.297029702970297
2024-04-10,0.297029702970297
2024-04-11,0.297029702970297
2024-04-12,0.4455445544554455
2024-04-13,0.297029702970297
2024-04-14,0.4455445544554455
2024-04-15,0.297029702970297
2024-04-16,0.4455445544554455
2024-04-17,0.297029702970297
2024-04-18,0.297029702970297
2024-04-19,0.297029702970297
2024-04-20,0.297029702970297
2024-04-21,0.297029702970297
2024-04-22,0.4455445544554455
2024-04-23,0.297029702970297
2024-04-24,0.297029702970297
2024-04-25,0.297029702970297
2024-04-26,0.7425742574257426
2024-04-27,0.4455445544554455
2024-04-28,0.4455445544554455
2024-04-29,0.4455445544554455
2024-04-30,0.594059405940594
2024-05-01,0.7425742574257426
2024-05-02,1.6336633663366336
2024-05-03,0.594059405940594
2024-05-04,0.297029702970297
2024-05-05,0.297029702970297
2024-05-06,0.4455445544554455
2024-05-07,0.297029702970297
2024-05-08,0.297029702970297
2024-05-09,0.297029702970297
2024-05-10,0.297029702970297
2024-05-11,0.4455445544554455
2024-05-12,0.4455445544554455
2024-05-13,0.297029702970297
2024-05-14,0.297029702970297
2024-05-15,0.297029702970297
2024-05-16,0.297029702970297
2024-05-17,0.1485148514851485
2024-05-18,0.1485148514851485
2024-05-19,0.297029702970297
2024-05-20,0.297029702970297
2024-05-21,0.297029702970297
2024-05-22,0.297029702970297
2024-05-23,0.297029702970297
2024-05-24,0.297029702970297
2024-05-25,0.297029702970297
2024-05-26,0.297029702970297
2024-05-27,0.297029702970297
2024-05-28,0.1485148514851485
2024-05-29,0.297029702970297
2024-05-30,0.4455445544554455
2024-05-31,0.4455445544554455
2024-06-01,0.4455445544554455
2024-06-02,0.297029702970297
2024-06-03,0.4455445544554455
2024-06-04,0.297029702970297
2024-06-05,0.297029702970297
2024-06-06,0.4455445544554455
2024-06-07,0.297029702970297
2024-06-08,0.297029702970297
2024-06-09,0.4455445544554455
2024-06-10,0.1485148514851485
2024-06-11,0.297029702970297
2024-06-12,0.4455445544554455
2024-06-13,0.4455445544554455
2024-06-14,0.297029702970297
2024-06-15,0.297029702970297
2024-06-16,0.4455445544554455
2024-06-17,0.7425742574257426
2024-06-18,0.7425742574257426
2024-06-19,0.297029702970297
2024-06-20,0.297029702970297
2024-06-21,0.4455445544554455
2024-06-22,0.297029702970297
2024-06-23,0.4455445544554455
2024-06-24,0.297029702970297
2024-06-25,0.1485148514851485
2024-06-26,0.1485148514851485
2024-06-27,0.1485148514851485
2024-06-28,0.297029702970297
2024-06-29,0.297029702970297
2024-06-30,0.297029702970297
2024-07-01,0.297029702970297
2024-07-02,0.297029702970297
2024-07-03,0.297029702970297
2024-07-04,0.1485148514851485
2024-07-05,0.297029702970297
2024-07-06,0.297029702970297
2024-07-07,0.1485148514851485
2024-07-08,0.1485148514851485
2024-07-09,1.0396039603960396
2024-07-10,2.2277227722772275
2024-07-11,5.792079207920792
2024-07-12,7.7227722772277225
2024-07-13,14.85148514851485
2024-07-14,10.99009900990099
2024-07-15,13.81188118811881
2024-07-16,7.425742574257425
2024-07-17,8.316831683168317
2024-07-18,8.168316831683168
2024-07-19,10.544554455445544
2024-07-20,4.455445544554455
2024-07-21,4.603960396039604
2024-07-22,3.267326732673267
2024-07-23,2.5247524752475248
2024-07-24,2.376237623762376
2024-07-25,2.376237623762376
2024-07-26,2.0792079207920793
2024-07-27,1.782178217821782
2024-07-28,1.9306930693069306
2024-07-29,1.782178217821782
2024-07-30,1.9306930693069306
2024-07-31,1.3366336633663365
2024-08-01,1.4851485148514851
2024-08-02,1.188118811881188
2024-08-03,1.188118811881188
2024-08-04,1.3366336633663365
2024-08-05,1.188118811881188
2024-08-06,1.3366336633663365
2024-08-07,1.3366336633663365
2024-08-08,1.4851485148514851
2024-08-09,1.188118811881188
2024-08-10,1.9306930693069306
2024-08-11,1.6336633663366336
2024-08-12,1.4851485148514851
2024-08-13,1.4851485148514851
2024-08-14,1.782178217821782
2024-08-15,1.0396039603960396
2024-08-16,1.188118811881188
2024-08-17,1.4851485148514851
2024-08-18,2.4504950495049505
2024-08-19,2.0792079207920793
2024-08-20,1.3366336633663365
2024-08-21,1.188118811881188
2024-08-22,1.2623762376237622
2024-08-23,2.0792079207920793
2024-08-24,3.4158415841584153
2024-08-25,3.267326732673267
2024-08-26,2.5247524752475243
2024-08-27,2.376237623762376
2024-08-28,2.227722772277228
2024-08-29,2.4504950495049505
2024-08-30,2.376237623762376
2024-08-31,2.599009900990099
2024-09-01,3.4158415841584153
2024-09-02,4.455445544554456
2024-09-03,3.6386138613861383
2024-09-04,3.7128712871287126
2024-09-05,3.3415841584158414
2024-09-06,1.4108910891089108
2024-09-07,2.227722772277228
2024-09-08,5.717821782178218
2024-09-09,2.376237623762376
2024-09-10,1.3366336633663365
2024-09-11,1.3366336633663365
2024-09-12,2.376237623762376
2024-09-13,1.3366336633663365
2024-09-14,1.2623762376237622
2024-09-15,4.529702970297029
2024-09-16,2.0792079207920793
2024-09-17,1.188118811881188
2024-09-18,1.188118811881188
2024-09-19,1.188118811881188
2024-09-20,2.376237623762376
2024-09-21,1.188118811881188
2024-09-22,4.752475247524752
2024-09-23,4.752475247524752
2024-09-24,3.564356435643564
2024-09-25,3.564356435643564
2024-09-26,2.376237623762376
2024-09-27,4.752475247524752
2024-09-28,4.752475247524752
2024-09-29,5.9405940594059405
2024-09-30,3.564356435643564
2024-10-01,30.89108910891089
2024-10-02,52.277227722772274
2024-10-03,33.26732673267327
2024-10-04,33.26732673267327
2024-10-05,22.574257425742573
2024-10-06,19.00990099009901
2024-10-07,14.257425742574256
2024-10-08,22.574257425742573
2024-10-09,20.198019801980198
2024-10-10,16.633663366336634
2024-10-11,11.881188118811881
2024-10-12,8.316831683168317
2024-10-13,9.504950495049505
2024-10-14,7.128712871287128
2024-10-15,118.8118811881188
2024-10-16,32.07920792079208
2024-10-17,13.069306930693068
2024-10-18,8.316831683168317
2024-10-19,5.9405940594059405
2024-10-20,16.633663366336634
2024-10-21,28.51485148514851
2024-10-22,5.9405940594059405
2024-10-23,4.752475247524752
2024-10-24,3.564356435643564
2024-10-25,2.376237623762376
2024-10-26,1.188118811881188
2024-10-27,7.128712871287128
2024-10-28,2.376237623762376
2024-10-29,2.376237623762376
2024-10-30,2.376237623762376
2024-10-31,8.316831683168317
2024-11-01,16.633663366336634
2024-11-02,2.376237623762376
2024-11-03,2.376237623762376
2024-11-04,1.188118811881188
2024-11-05,1.188118811881188
2024-11-06,1.188118811881188
2024-11-07,1.188118811881188
2024-11-08,1.188118811881188
2024-11-09,1.188118811881188
2024-11-10,5.9405940594059405
2024-11-11,1.188118811881188
2024-11-12,1.188118811881188
2024-11-13,1.188118811881188
2024-11-14,1.188118811881188
2024-11-15,1.188118811881188
2024-11-16,1.188118811881188
2024-11-17,5.9405940594059405
2024-11-18,1.188118811881188
2024-11-19,1.188118811881188
2024-11-20,1.188118811881188
2024-11-21,1.188118811881188
2024-11-22,1.188118811881188
2024-11-23,1.188118811881188
2024-11-24,1.188118811881188
2024-11-25,1.188118811881188
2024-11-26,1.188118811881188
2024-11-27,1.188118811881188
2024-11-28,2.376237623762376
2024-11-29,2.376237623762376
2024-11-30,1.188118811881188
2024-12-01,3.564356435643564
2024-12-02,1.188118811881188
2024-12-03,1.188118811881188
2024-12-04,1.188118811881188
2024-12-05,1.188118811881188
2024-12-06,1.188118811881188
2024-12-07,1.188118811881188
2024-12-08,3.564356435643564
2024-12-09,1.188118811881188
2024-12-10,1.188118811881188
2024-12-11,1.188118811881188
2024-12-12,1.188118811881188
2024-12-13,1.188118811881188
2024-12-14,1.188118811881188
2024-12-15,7.128712871287128
2024-12-16,2.376237623762376
2024-12-17,1.188118811881188
2024-12-18,1.188118811881188
2024-12-19,1.188118811881188
2024-12-20,1.188118811881188
2024-12-21,1.188118811881188
2024-12-22,3.564356435643564
2024-12-23,1.188118811881188
2024-12-24,1.188118811881188
2024-12-25,1.188118811881188
2024-12-26,2.376237623762376
2024-12-27,2.376237623762376
2024-12-28,3.564356435643564
2024-12-29,11.881188118811881
2024-12-30,1.188118811881188
2024-12-31,1.188118811881188
2025-01-01,1.188118811881188
2025-01-02,1.188118811881188
2025-01-03,1.188118811881188
2025-01-04,1.188118811881188
2025-01-05,4.752475247524752
2025-01-06,4.752475247524752
2025-01-07,1.188118811881188
2025-01-08,1.188118811881188
2025-01-09,1.188118811881188
2025-01-10,1.188118811881188
2025-01-11,2.376237623762376
2025-01-12,2.376237623762376
2025-01-13,1.188118811881188
2025-01-14,2.376237623762376
2025-01-15,1.188118811881188
2025-01-16,1.188118811881188
2025-01-17,1.188118811881188
2025-01-18,2.376237623762376
