Time,michaels
2022-09-02,55.30039292730845
2022-09-03,65.85500982318271
2022-09-04,83.20058939096268
2022-09-05,75.90962671905697
2022-09-06,48.009430255402755
2022-09-07,45.74577603143419
2022-09-08,45.24577603143419
2022-09-09,61.95952848722987
2022-09-10,66.98683693516699
2022-09-11,70.88231827111986
2022-09-12,66.98683693516699
2022-09-13,53.036738703339886
2022-09-14,45.24577603143419
2022-09-15,46.37760314341847
2022-09-16,69.75049115913556
2022-09-17,70.38231827111986
2022-09-18,73.14597249508842
2022-09-19,50.77308447937132
2022-09-20,49.64125736738704
2022-09-21,51.4049115913556
2022-09-22,50.27308447937132
2022-09-23,64.22318271119843
2022-09-24,73.64597249508842
2022-09-25,75.90962671905697
2022-09-26,51.9049115913556
2022-09-27,53.036738703339886
2022-09-28,46.75520628683694
2022-09-29,46.75520628683694
2022-09-30,63.1827111984283
2022-10-01,70.7646365422397
2022-10-02,80.87387033398822
2022-10-03,53.07347740667977
2022-10-04,51.809823182711206
2022-10-05,53.07347740667977
2022-10-06,51.809823182711206
2022-10-07,60.65540275049116
2022-10-08,70.7646365422397
2022-10-09,74.55559921414539
2022-10-10,56.86444007858547
2022-10-11,49.282514734774075
2022-10-12,49.282514734774075
2022-10-13,50.54616895874264
2022-10-14,60.65540275049116
2022-10-15,69.50098231827113
2022-10-16,75.81925343811396
2022-10-17,53.07347740667977
2022-10-18,51.809823182711206
2022-10-19,53.07347740667977
2022-10-20,54.33713163064834
2022-10-21,60.65540275049116
2022-10-22,73.29194499017683
2022-10-23,82.1375245579568
2022-10-24,56.86444007858547
2022-10-25,61.919056974459735
2022-10-26,63.1827111984283
2022-10-27,65.71001964636542
2022-10-28,72.02829076620826
2022-10-29,78.34656188605109
2022-10-30,87.19214145383106
2022-10-31,56.86444007858547
2022-11-01,50.54616895874264
2022-11-02,50.54616895874264
2022-11-03,56.86444007858547
2022-11-04,66.973673870334
2022-11-05,74.55559921414539
2022-11-06,83.40117878192535
2022-11-07,59.3917485265226
2022-11-08,56.86444007858547
2022-11-09,53.07347740667977
2022-11-10,56.86444007858547
2022-11-11,70.7646365422397
2022-11-12,92.24675834970532
2022-11-13,93.51041257367388
2022-11-14,68.23732809430257
2022-11-15,60.65540275049116
2022-11-16,60.65540275049116
2022-11-17,63.1827111984283
2022-11-18,69.50098231827113
2022-11-19,88.45579567779961
2022-11-20,101.09233791748528
2022-11-21,72.02829076620826
2022-11-22,69.50098231827113
2022-11-23,77.08290766208252
2022-11-24,58.12809430255403
2022-11-25,126.3654223968566
2022-11-26,111.2015717092338
2022-11-27,125.10176817288803
2022-11-28,88.45579567779961
2022-11-29,75.81925343811396
2022-11-30,74.55559921414539
2022-12-01,70.7646365422397
2022-12-02,78.34656188605109
2022-12-03,94.77406679764245
2022-12-04,107.4106090373281
2022-12-05,73.29194499017683
2022-12-06,72.02829076620826
2022-12-07,69.50098231827113
2022-12-08,72.02829076620826
2022-12-09,72.02829076620826
2022-12-10,93.51041257367388
2022-12-11,106.14695481335954
2022-12-12,73.29194499017683
2022-12-13,66.973673870334
2022-12-14,65.71001964636542
2022-12-15,64.44636542239687
2022-12-16,74.55559921414539
2022-12-17,89.71944990176819
2022-12-18,96.03772102161102
2022-12-19,77.08290766208252
2022-12-20,83.40117878192535
2022-12-21,80.87387033398822
2022-12-22,75.81925343811396
2022-12-23,85.92848722986248
2022-12-24,79.61021611001965
2022-12-25,35.38231827111985
2022-12-26,82.1375245579568
2022-12-27,63.1827111984283
2022-12-28,59.3917485265226
2022-12-29,56.86444007858547
2022-12-30,61.919056974459735
2022-12-31,61.919056974459735
2023-01-01,63.1827111984283
2023-01-02,63.1827111984283
2023-01-03,44.22789783889981
2023-01-04,42.96424361493124
2023-01-05,42.96424361493124
2023-01-06,50.54616895874264
2023-01-07,61.919056974459735
2023-01-08,68.23732809430257
2023-01-09,41.700589390962676
2023-01-10,37.90962671905698
2023-01-11,40.43693516699411
2023-01-12,41.700589390962676
2023-01-13,41.700589390962676
2023-01-14,51.809823182711206
2023-01-15,82.1375245579568
2023-01-16,61.919056974459735
2023-01-17,41.700589390962676
2023-01-18,41.700589390962676
2023-01-19,39.173280943025546
2023-01-20,42.96424361493124
2023-01-21,63.1827111984283
2023-01-22,65.71001964636542
2023-01-23,39.173280943025546
2023-01-24,40.43693516699411
2023-01-25,41.700589390962676
2023-01-26,37.90962671905698
2023-01-27,42.96424361493124
2023-01-28,59.3917485265226
2023-01-29,65.71001964636542
2023-01-30,39.173280943025546
2023-01-31,41.700589390962676
2023-02-01,40.43693516699411
2023-02-02,41.700589390962676
2023-02-03,44.22789783889981
2023-02-04,59.3917485265226
2023-02-05,69.50098231827113
2023-02-06,41.700589390962676
2023-02-07,49.282514734774075
2023-02-08,42.96424361493124
2023-02-09,42.96424361493124
2023-02-10,51.809823182711206
2023-02-11,68.23732809430257
2023-02-12,68.23732809430257
2023-02-13,46.75520628683694
2023-02-14,41.700589390962676
2023-02-15,34.118664047151285
2023-02-16,37.90962671905698
2023-02-17,41.700589390962676
2023-02-18,55.6007858546169
2023-02-19,61.919056974459735
2023-02-20,45.49155206286837
2023-02-21,36.645972495088415
2023-02-22,37.90962671905698
2023-02-23,34.118664047151285
2023-02-24,41.700589390962676
2023-02-25,56.86444007858547
2023-02-26,64.44636542239687
2023-02-27,40.43693516699411
2023-02-28,34.118664047151285
2023-03-01,37.90962671905698
2023-03-02,36.645972495088415
2023-03-03,36.645972495088415
2023-03-04,51.809823182711206
2023-03-05,61.919056974459735
2023-03-06,36.645972495088415
2023-03-07,40.43693516699411
2023-03-08,42.96424361493124
2023-03-09,40.43693516699411
2023-03-10,42.96424361493124
2023-03-11,58.12809430255403
2023-03-12,61.919056974459735
2023-03-13,39.173280943025546
2023-03-14,39.173280943025546
2023-03-15,42.96424361493124
2023-03-16,44.22789783889981
2023-03-17,46.75520628683694
2023-03-18,55.6007858546169
2023-03-19,64.44636542239687
2023-03-20,42.96424361493124
2023-03-21,40.43693516699411
2023-03-22,40.43693516699411
2023-03-23,41.700589390962676
2023-03-24,45.49155206286837
2023-03-25,54.33713163064834
2023-03-26,63.1827111984283
2023-03-27,39.173280943025546
2023-03-28,37.90962671905698
2023-03-29,39.173280943025546
2023-03-30,39.173280943025546
2023-03-31,37.90962671905698
2023-04-01,53.07347740667977
2023-04-02,59.3917485265226
2023-04-03,39.173280943025546
2023-04-04,37.90962671905698
2023-04-05,37.90962671905698
2023-04-06,39.173280943025546
2023-04-07,50.54616895874264
2023-04-08,54.33713163064834
2023-04-09,46.75520628683694
2023-04-10,44.22789783889981
2023-04-11,37.90962671905698
2023-04-12,35.38231827111985
2023-04-13,36.645972495088415
2023-04-14,39.173280943025546
2023-04-15,44.22789783889981
2023-04-16,50.54616895874264
2023-04-17,35.38231827111985
2023-04-18,35.38231827111985
2023-04-19,39.173280943025546
2023-04-20,37.90962671905698
2023-04-21,39.173280943025546
2023-04-22,51.809823182711206
2023-04-23,56.86444007858547
2023-04-24,34.118664047151285
2023-04-25,35.38231827111985
2023-04-26,37.277799607072694
2023-04-27,36.014145383104136
2023-04-28,39.805108055009825
2023-04-29,53.70530451866405
2023-04-30,56.86444007858547
2023-05-01,39.173280943025546
2023-05-02,38.54145383104127
2023-05-03,39.173280943025546
2023-05-04,40.43693516699411
2023-05-05,41.700589390962676
2023-05-06,50.54616895874264
2023-05-07,56.23261296660118
2023-05-08,40.43693516699411
2023-05-09,42.96424361493124
2023-05-10,41.0687622789784
2023-05-11,42.332416502946955
2023-05-12,48.01886051080551
2023-05-13,56.23261296660118
2023-05-14,54.33713163064834
2023-05-15,36.014145383104136
2023-05-16,38.54145383104127
2023-05-17,37.90962671905698
2023-05-18,41.0687622789784
2023-05-19,41.700589390962676
2023-05-20,53.07347740667977
2023-05-21,54.96895874263262
2023-05-22,37.90962671905698
2023-05-23,37.90962671905698
2023-05-24,39.173280943025546
2023-05-25,40.43693516699411
2023-05-26,44.22789783889981
2023-05-27,46.75520628683694
2023-05-28,53.07347740667977
2023-05-29,50.54616895874264
2023-05-30,37.90962671905698
2023-05-31,40.43693516699411
2023-06-01,40.43693516699411
2023-06-02,39.173280943025546
2023-06-03,50.54616895874264
2023-06-04,56.86444007858547
2023-06-05,37.90962671905698
2023-06-06,39.173280943025546
2023-06-07,42.96424361493124
2023-06-08,41.700589390962676
2023-06-09,45.49155206286837
2023-06-10,49.282514734774075
2023-06-11,53.07347740667977
2023-06-12,44.22789783889981
2023-06-13,40.43693516699411
2023-06-14,45.49155206286837
2023-06-15,46.75520628683694
2023-06-16,48.01886051080551
2023-06-17,55.6007858546169
2023-06-18,54.33713163064834
2023-06-19,46.75520628683694
2023-06-20,37.90962671905698
2023-06-21,37.90962671905698
2023-06-22,36.645972495088415
2023-06-23,44.22789783889981
2023-06-24,51.809823182711206
2023-06-25,49.282514734774075
2023-06-26,37.90962671905698
2023-06-27,37.90962671905698
2023-06-28,39.173280943025546
2023-06-29,41.700589390962676
2023-06-30,41.700589390962676
2023-07-01,45.49155206286837
2023-07-02,55.6007858546169
2023-07-03,44.22789783889981
2023-07-04,49.282514734774075
2023-07-05,36.645972495088415
2023-07-06,40.43693516699411
2023-07-07,44.22789783889981
2023-07-08,51.809823182711206
2023-07-09,55.6007858546169
2023-07-10,42.96424361493124
2023-07-11,40.43693516699411
2023-07-12,40.43693516699411
2023-07-13,42.96424361493124
2023-07-14,48.01886051080551
2023-07-15,53.07347740667977
2023-07-16,60.65540275049116
2023-07-17,44.22789783889981
2023-07-18,44.22789783889981
2023-07-19,44.22789783889981
2023-07-20,42.96424361493124
2023-07-21,45.49155206286837
2023-07-22,46.75520628683694
2023-07-23,55.6007858546169
2023-07-24,45.49155206286837
2023-07-25,41.700589390962676
2023-07-26,46.75520628683694
2023-07-27,49.282514734774075
2023-07-28,50.54616895874264
2023-07-29,65.71001964636542
2023-07-30,58.12809430255403
2023-07-31,39.173280943025546
2023-08-01,42.96424361493124
2023-08-02,41.700589390962676
2023-08-03,40.43693516699411
2023-08-04,45.49155206286837
2023-08-05,54.33713163064834
2023-08-06,58.12809430255403
2023-08-07,46.75520628683694
2023-08-08,40.43693516699411
2023-08-09,41.700589390962676
2023-08-10,41.700589390962676
2023-08-11,40.43693516699411
2023-08-12,53.07347740667977
2023-08-13,63.1827111984283
2023-08-14,41.700589390962676
2023-08-15,42.96424361493124
2023-08-16,42.96424361493124
2023-08-17,42.96424361493124
2023-08-18,48.01886051080551
2023-08-19,55.6007858546169
2023-08-20,61.919056974459735
2023-08-21,49.282514734774075
2023-08-22,44.22789783889981
2023-08-23,41.700589390962676
2023-08-24,41.700589390962676
2023-08-25,45.49155206286837
2023-08-26,55.6007858546169
2023-08-27,60.65540275049116
2023-08-28,40.43693516699411
2023-08-29,37.90962671905698
2023-08-30,39.173280943025546
2023-08-31,39.173280943025546
2023-09-01,46.75520628683694
2023-09-02,56.86444007858547
2023-09-03,66.973673870334
2023-09-04,72.02829076620826
2023-09-05,41.700589390962676
2023-09-06,41.700589390962676
2023-09-07,41.700589390962676
2023-09-08,44.22789783889981
2023-09-09,58.12809430255403
2023-09-10,63.1827111984283
2023-09-11,41.700589390962676
2023-09-12,37.90962671905698
2023-09-13,40.43693516699411
2023-09-14,37.90962671905698
2023-09-15,55.6007858546169
2023-09-16,63.1827111984283
2023-09-17,66.973673870334
2023-09-18,41.700589390962676
2023-09-19,41.700589390962676
2023-09-20,40.43693516699411
2023-09-21,44.22789783889981
2023-09-22,58.12809430255403
2023-09-23,68.23732809430257
2023-09-24,72.02829076620826
2023-09-25,48.01886051080551
2023-09-26,40.43693516699411
2023-09-27,44.22789783889981
2023-09-28,41.700589390962676
2023-09-29,50.54616895874264
2023-09-30,63.1827111984283
2023-10-01,64.44636542239687
2023-10-02,42.96424361493124
2023-10-03,41.700589390962676
2023-10-04,40.43693516699411
2023-10-05,42.96424361493124
2023-10-06,55.6007858546169
2023-10-07,64.44636542239687
2023-10-08,68.23732809430257
2023-10-09,49.282514734774075
2023-10-10,44.22789783889981
2023-10-11,46.75520628683694
2023-10-12,48.01886051080551
2023-10-13,54.33713163064834
2023-10-14,64.44636542239687
2023-10-15,70.7646365422397
2023-10-16,44.22789783889981
2023-10-17,46.75520628683694
2023-10-18,42.96424361493124
2023-10-19,46.75520628683694
2023-10-20,56.86444007858547
2023-10-21,69.50098231827113
2023-10-22,75.81925343811396
2023-10-23,55.6007858546169
2023-10-24,51.809823182711206
2023-10-25,53.07347740667977
2023-10-26,54.33713163064834
2023-10-27,63.1827111984283
2023-10-28,75.81925343811396
2023-10-29,73.29194499017683
2023-10-30,55.6007858546169
2023-10-31,49.282514734774075
2023-11-01,42.96424361493124
2023-11-02,49.282514734774075
2023-11-03,56.86444007858547
2023-11-04,68.23732809430257
2023-11-05,78.34656188605109
2023-11-06,51.809823182711206
2023-11-07,53.07347740667977
2023-11-08,53.07347740667977
2023-11-09,55.6007858546169
2023-11-10,70.7646365422397
2023-11-11,80.87387033398822
2023-11-12,90.98310412573674
2023-11-13,60.65540275049116
2023-11-14,56.86444007858547
2023-11-15,55.6007858546169
2023-11-16,56.86444007858547
2023-11-17,61.919056974459735
2023-11-18,85.92848722986248
2023-11-19,97.30137524557958
2023-11-20,73.29194499017683
2023-11-21,65.71001964636542
2023-11-22,75.81925343811396
2023-11-23,56.86444007858547
2023-11-24,117.51984282907664
2023-11-25,113.72888015717093
2023-11-26,126.3654223968566
2023-11-27,82.1375245579568
2023-11-28,77.08290766208252
2023-11-29,72.02829076620826
2023-11-30,69.50098231827113
2023-12-01,77.08290766208252
2023-12-02,102.35599214145384
2023-12-03,108.67426326129667
2023-12-04,72.02829076620826
2023-12-05,68.23732809430257
2023-12-06,66.973673870334
2023-12-07,73.29194499017683
2023-12-08,73.29194499017683
2023-12-09,97.30137524557958
2023-12-10,102.35599214145384
2023-12-11,69.50098231827113
2023-12-12,73.29194499017683
2023-12-13,73.29194499017683
2023-12-14,73.29194499017683
2023-12-15,78.34656188605109
2023-12-16,97.30137524557958
2023-12-17,106.14695481335954
2023-12-18,77.08290766208252
2023-12-19,74.55559921414539
2023-12-20,75.81925343811396
2023-12-21,83.40117878192535
2023-12-22,85.97286668499095
2023-12-23,96.34315609514226
2023-12-24,92.03145997997258
2023-12-25,34.456078433936874
2023-12-26,65.23228786468835
2023-12-27,55.82848436622377
2023-12-28,54.23017134255275
2023-12-29,58.058624501879066
2023-12-30,61.887077661205396
2023-12-31,67.94567095618702
2024-01-01,56.460311478208055
2024-01-02,45.45819495607246
2024-01-03,41.629741796746146
2024-01-04,42.74481186457379
2024-01-05,42.74481186457379
2024-01-06,53.115101274725106
2024-01-07,60.77200759337774
2024-01-08,37.80128863741983
2024-01-09,33.97283547809351
2024-01-10,38.916358705247475
2024-01-11,36.68621856959217
2024-01-12,40.51467172891849
2024-01-13,53.115101274725106
2024-01-14,55.82848436622377
2024-01-15,48.17157804757113
2024-01-16,31.742695342438203
2024-01-17,39.39960166109084
2024-01-18,36.68621856959217
2024-01-19,40.51467172891849
2024-01-20,55.3452414103804
2024-01-21,61.85509834795105
2024-01-22,37.69295055578267
2024-01-23,38.659436467469405
2024-01-24,36.726464644095934
2024-01-25,39.625922379156144
2024-01-26,44.45835193758982
2024-01-27,59.92212652457758
2024-01-28,56.056182877830636
2024-01-29,37.69295055578267
2024-01-30,38.659436467469405
2024-01-31,37.69295055578267
2024-02-01,35.7599787324092
2024-02-02,37.69295055578267
2024-02-03,53.15672514277043
2024-02-04,58.955640612890846
2024-02-05,36.726464644095934
2024-02-06,37.69295055578267
2024-02-07,39.625922379156144
2024-02-08,38.659436467469405
2024-02-09,42.52538011421635
2024-02-10,56.056182877830636
2024-02-11,57.98915470120411
2024-02-12,37.69295055578267
2024-02-13,50.25726740771023
2024-02-14,43.49186602590308
2024-02-15,37.69295055578267
2024-02-16,40.592408290842876
2024-02-17,54.123211054457165
2024-02-18,55.089696966143904
2024-02-19,43.49186602590308
2024-02-20,34.79349282072246
2024-02-21,34.79349282072246
2024-02-22,36.726464644095934
2024-02-23,39.625922379156144
2024-02-24,53.15672514277043
2024-02-25,52.190239231083694
2024-02-26,36.726464644095934
2024-02-27,35.7599787324092
2024-02-28,34.79349282072246
2024-02-29,35.7599787324092
2024-03-01,42.52538011421635
2024-03-02,53.15672514277043
2024-03-03,56.056182877830636
2024-03-04,35.7599787324092
2024-03-05,39.625922379156144
2024-03-06,34.79349282072246
2024-03-07,38.659436467469405
2024-03-08,38.659436467469405
2024-03-09,51.22375331939696
2024-03-10,60.88861243626432
2024-03-11,39.625922379156144
2024-03-12,37.69295055578267
2024-03-13,39.625922379156144
2024-03-14,35.7599787324092
2024-03-15,40.592408290842876
2024-03-16,56.056182877830636
2024-03-17,57.022668789517375
2024-03-18,36.726464644095934
2024-03-19,39.625922379156144
2024-03-20,37.69295055578267
2024-03-21,37.69295055578267
2024-03-22,41.55889420252961
2024-03-23,52.190239231083694
2024-03-24,61.85509834795105
2024-03-25,36.726464644095934
2024-03-26,35.7599787324092
2024-03-27,41.55889420252961
2024-03-28,43.49186602590308
2024-03-29,46.39132376096329
2024-03-30,54.123211054457165
2024-03-31,44.45835193758982
2024-04-01,37.69295055578267
2024-04-02,35.7599787324092
2024-04-03,36.726464644095934
2024-04-04,37.69295055578267
2024-04-05,41.55889420252961
2024-04-06,46.39132376096329
2024-04-07,53.15672514277043
2024-04-08,32.86052099734899
2024-04-09,34.79349282072246
2024-04-10,34.79349282072246
2024-04-11,34.79349282072246
2024-04-12,41.55889420252961
2024-04-13,45.42483784927655
2024-04-14,52.190239231083694
2024-04-15,32.86052099734899
2024-04-16,34.79349282072246
2024-04-17,35.7599787324092
2024-04-18,36.726464644095934
2024-04-19,40.592408290842876
2024-04-20,60.88861243626432
2024-04-21,64.75455608301125
2024-04-22,39.625922379156144
2024-04-23,41.55889420252961
2024-04-24,37.69295055578267
2024-04-25,41.55889420252961
2024-04-26,40.592408290842876
2024-04-27,49.29078149602349
2024-04-28,56.056182877830636
2024-04-29,37.69295055578267
2024-04-30,35.7599787324092
2024-05-01,36.726464644095934
2024-05-02,39.625922379156144
2024-05-03,43.49186602590308
2024-05-04,51.22375331939696
2024-05-05,57.98915470120411
2024-05-06,40.592408290842876
2024-05-07,38.659436467469405
2024-05-08,42.52538011421635
2024-05-09,45.42483784927655
2024-05-10,50.25726740771023
2024-05-11,60.88861243626432
2024-05-12,54.123211054457165
2024-05-13,38.659436467469405
2024-05-14,37.69295055578267
2024-05-15,41.55889420252961
2024-05-16,39.625922379156144
2024-05-17,39.625922379156144
2024-05-18,49.29078149602349
2024-05-19,56.056182877830636
2024-05-20,39.625922379156144
2024-05-21,42.52538011421635
2024-05-22,36.726464644095934
2024-05-23,37.69295055578267
2024-05-24,41.55889420252961
2024-05-25,51.22375331939696
2024-05-26,53.15672514277043
2024-05-27,55.089696966143904
2024-05-28,36.726464644095934
2024-05-29,42.52538011421635
2024-05-30,43.49186602590308
2024-05-31,45.42483784927655
2024-06-01,52.190239231083694
2024-06-02,54.123211054457165
2024-06-03,36.726464644095934
2024-06-04,41.55889420252961
2024-06-05,40.592408290842876
2024-06-06,43.49186602590308
2024-06-07,42.52538011421635
2024-06-08,52.190239231083694
2024-06-09,54.123211054457165
2024-06-10,44.45835193758982
2024-06-11,40.592408290842876
2024-06-12,42.52538011421635
2024-06-13,45.42483784927655
2024-06-14,51.22375331939696
2024-06-15,57.98915470120411
2024-06-16,55.089696966143904
2024-06-17,44.45835193758982
2024-06-18,41.55889420252961
2024-06-19,39.625922379156144
2024-06-20,38.659436467469405
2024-06-21,44.45835193758982
2024-06-22,50.25726740771023
2024-06-23,52.190239231083694
2024-06-24,39.625922379156144
2024-06-25,40.592408290842876
2024-06-26,38.659436467469405
2024-06-27,42.52538011421635
2024-06-28,44.45835193758982
2024-06-29,49.29078149602349
2024-06-30,54.123211054457165
2024-07-01,39.625922379156144
2024-07-02,41.55889420252961
2024-07-03,43.49186602590308
2024-07-04,49.29078149602349
2024-07-05,44.45835193758982
2024-07-06,46.39132376096329
2024-07-07,51.22375331939696
2024-07-08,44.45835193758982
2024-07-09,36.726464644095934
2024-07-10,37.69295055578267
2024-07-11,39.625922379156144
2024-07-12,42.52538011421635
2024-07-13,47.35780967265002
2024-07-14,47.35780967265002
2024-07-15,38.659436467469405
2024-07-16,38.659436467469405
2024-07-17,42.52538011421635
2024-07-18,41.55889420252961
2024-07-19,45.42483784927655
2024-07-20,50.25726740771023
2024-07-21,54.123211054457165
2024-07-22,39.625922379156144
2024-07-23,41.55889420252961
2024-07-24,40.592408290842876
2024-07-25,40.592408290842876
2024-07-26,44.45835193758982
2024-07-27,48.32429558433676
2024-07-28,55.089696966143904
2024-07-29,40.592408290842876
2024-07-30,39.625922379156144
2024-07-31,42.52538011421635
2024-08-01,45.42483784927655
2024-08-02,44.45835193758982
2024-08-03,53.15672514277043
2024-08-04,60.88861243626432
2024-08-05,39.625922379156144
2024-08-06,38.659436467469405
2024-08-07,38.659436467469405
2024-08-08,41.55889420252961
2024-08-09,46.39132376096329
2024-08-10,50.25726740771023
2024-08-11,59.92212652457758
2024-08-12,46.39132376096329
2024-08-13,38.659436467469405
2024-08-14,41.55889420252961
2024-08-15,44.45835193758982
2024-08-16,46.39132376096329
2024-08-17,57.98915470120411
2024-08-18,59.96005244866706
2024-08-19,40.63450189889822
2024-08-20,39.64280149921794
2024-08-21,38.651101099537655
2024-08-22,41.62620229857851
2024-08-23,45.08454645346274
2024-08-24,63.41839660355129
2024-08-25,61.94345324802762
2024-08-26,42.6179026982588
2024-08-27,40.63450189889822
2024-08-28,45.08454645346274
2024-08-29,47.576404696660234
2024-08-30,44.60130349761938
2024-08-31,58.968352048986766
2024-09-01,70.3602994013133
2024-09-02,68.37689860195272
2024-09-03,39.64280149921794
2024-09-04,40.63450189889822
2024-09-05,37.659400699857365
2024-09-06,40.63450189889822
2024-09-07,55.9932508499459
2024-09-08,61.434995804190706
2024-09-09,38.651101099537655
2024-09-10,38.651101099537655
2024-09-11,35.67599990049679
2024-09-12,37.659400699857365
2024-09-13,55.00155045026561
2024-09-14,59.96005244866706
2024-09-15,60.44329540451042
2024-09-16,44.60130349761938
2024-09-17,40.676595506953575
2024-09-18,40.676595506953575
2024-09-19,42.71042528230126
2024-09-20,52.87957415903965
2024-09-21,57.964148597408844
2024-09-22,69.15021236182108
