Time,falcons
2023-03-27,6.0
2023-03-28,5.0
2023-03-29,6.0
2023-03-30,5.0
2023-03-31,5.0
2023-04-01,5.0
2023-04-02,5.0
2023-04-03,3.0
2023-04-04,4.0
2023-04-05,4.0
2023-04-06,4.0
2023-04-07,4.0
2023-04-08,4.0
2023-04-09,4.0
2023-04-10,3.0
2023-04-11,7.0
2023-04-12,4.0
2023-04-13,4.0
2023-04-14,5.0
2023-04-15,4.0
2023-04-16,4.0
2023-04-17,4.0
2023-04-18,4.0
2023-04-19,4.0
2023-04-20,4.0
2023-04-21,4.0
2023-04-22,4.0
2023-04-23,4.0
2023-04-24,4.0
2023-04-25,4.0
2023-04-26,4.47191011235955
2023-04-27,6.089887640449438
2023-04-28,25.47752808988764
2023-04-29,17.151685393258425
2023-04-30,9.4438202247191
2023-05-01,6.089887640449438
2023-05-02,4.97191011235955
2023-05-03,3.853932584269663
2023-05-04,4.47191011235955
2023-05-05,3.853932584269663
2023-05-06,3.853932584269663
2023-05-07,3.853932584269663
2023-05-08,3.853932584269663
2023-05-09,3.853932584269663
2023-05-10,4.97191011235955
2023-05-11,4.97191011235955
2023-05-12,11.061797752808989
2023-05-13,6.089887640449438
2023-05-14,4.97191011235955
2023-05-15,4.97191011235955
2023-05-16,3.853932584269663
2023-05-17,3.853932584269663
2023-05-18,3.853932584269663
2023-05-19,3.353932584269663
2023-05-20,3.353932584269663
2023-05-21,3.353932584269663
2023-05-22,3.353932584269663
2023-05-23,3.353932584269663
2023-05-24,3.353932584269663
2023-05-25,3.353932584269663
2023-05-26,3.7078651685393256
2023-05-27,3.7078651685393256
2023-05-28,3.7078651685393256
2023-05-29,3.7078651685393256
2023-05-30,3.7078651685393256
2023-05-31,3.7078651685393256
2023-06-01,3.7078651685393256
2023-06-02,3.7078651685393256
2023-06-03,3.7078651685393256
2023-06-04,3.7078651685393256
2023-06-05,2.4719101123595504
2023-06-06,2.4719101123595504
2023-06-07,3.7078651685393256
2023-06-08,3.7078651685393256
2023-06-09,2.4719101123595504
2023-06-10,2.4719101123595504
2023-06-11,3.7078651685393256
2023-06-12,2.4719101123595504
2023-06-13,3.7078651685393256
2023-06-14,2.4719101123595504
2023-06-15,2.4719101123595504
2023-06-16,3.7078651685393256
2023-06-17,3.7078651685393256
2023-06-18,2.4719101123595504
2023-06-19,3.7078651685393256
2023-06-20,2.4719101123595504
2023-06-21,2.4719101123595504
2023-06-22,2.4719101123595504
2023-06-23,2.4719101123595504
2023-06-24,2.4719101123595504
2023-06-25,2.4719101123595504
2023-06-26,2.4719101123595504
2023-06-27,2.4719101123595504
2023-06-28,2.4719101123595504
2023-06-29,2.4719101123595504
2023-06-30,2.4719101123595504
2023-07-01,2.4719101123595504
2023-07-02,2.4719101123595504
2023-07-03,2.4719101123595504
2023-07-04,3.7078651685393256
2023-07-05,3.7078651685393256
2023-07-06,3.7078651685393256
2023-07-07,2.4719101123595504
2023-07-08,2.4719101123595504
2023-07-09,3.7078651685393256
2023-07-10,2.4719101123595504
2023-07-11,3.7078651685393256
2023-07-12,3.7078651685393256
2023-07-13,4.943820224719101
2023-07-14,4.943820224719101
2023-07-15,6.179775280898876
2023-07-16,6.179775280898876
2023-07-17,4.943820224719101
2023-07-18,4.943820224719101
2023-07-19,3.7078651685393256
2023-07-20,6.179775280898876
2023-07-21,4.943820224719101
2023-07-22,4.943820224719101
2023-07-23,6.179775280898876
2023-07-24,3.7078651685393256
2023-07-25,4.943820224719101
2023-07-26,6.179775280898876
2023-07-27,4.943820224719101
2023-07-28,4.943820224719101
2023-07-29,6.179775280898876
2023-07-30,6.179775280898876
2023-07-31,6.179775280898876
2023-08-01,4.943820224719101
2023-08-02,7.415730337078651
2023-08-03,6.179775280898876
2023-08-04,6.179775280898876
2023-08-05,6.179775280898876
2023-08-06,6.179775280898876
2023-08-07,4.943820224719101
2023-08-08,6.179775280898876
2023-08-09,6.179775280898876
2023-08-10,6.179775280898876
2023-08-11,13.595505617977526
2023-08-12,18.539325842696627
2023-08-13,8.651685393258425
2023-08-14,7.415730337078651
2023-08-15,6.179775280898876
2023-08-16,6.179775280898876
2023-08-17,6.179775280898876
2023-08-18,13.595505617977526
2023-08-19,23.483146067415728
2023-08-20,9.887640449438202
2023-08-21,7.415730337078651
2023-08-22,7.415730337078651
2023-08-23,6.179775280898876
2023-08-24,13.595505617977526
2023-08-25,17.30337078651685
2023-08-26,8.651685393258425
2023-08-27,9.887640449438202
2023-08-28,8.651685393258425
2023-08-29,8.651685393258425
2023-08-30,7.415730337078651
2023-08-31,7.415730337078651
2023-09-01,7.415730337078651
2023-09-02,8.651685393258425
2023-09-03,9.887640449438202
2023-09-04,8.651685393258425
2023-09-05,8.651685393258425
2023-09-06,9.887640449438202
2023-09-07,11.123595505617978
2023-09-08,8.651685393258425
2023-09-09,9.887640449438202
2023-09-10,75.39325842696628
2023-09-11,17.30337078651685
2023-09-12,11.123595505617978
2023-09-13,9.887640449438202
2023-09-14,9.887640449438202
2023-09-15,11.123595505617978
2023-09-16,11.123595505617978
2023-09-17,86.51685393258427
2023-09-18,18.539325842696627
2023-09-19,13.595505617977526
2023-09-20,11.123595505617978
2023-09-21,9.887640449438202
2023-09-22,9.887640449438202
2023-09-23,9.887640449438202
2023-09-24,69.2134831460674
2023-09-25,14.831460674157302
2023-09-26,9.887640449438202
2023-09-27,8.651685393258425
2023-09-28,8.651685393258425
2023-09-29,11.123595505617978
2023-09-30,13.595505617977526
2023-10-01,123.59550561797752
2023-10-02,12.359550561797752
2023-10-03,8.651685393258425
2023-10-04,7.415730337078651
2023-10-05,7.415730337078651
2023-10-06,7.415730337078651
2023-10-07,8.651685393258425
2023-10-08,59.32584269662921
2023-10-09,13.595505617977526
2023-10-10,9.887640449438202
2023-10-11,8.651685393258425
2023-10-12,8.651685393258425
2023-10-13,8.651685393258425
2023-10-14,12.359550561797752
2023-10-15,60.561797752808985
2023-10-16,12.359550561797752
2023-10-17,7.415730337078651
2023-10-18,6.179775280898876
2023-10-19,7.415730337078651
2023-10-20,7.415730337078651
2023-10-21,7.415730337078651
2023-10-22,58.08988764044943
2023-10-23,13.595505617977526
2023-10-24,8.651685393258425
2023-10-25,6.179775280898876
2023-10-26,6.179775280898876
2023-10-27,6.179775280898876
2023-10-28,7.415730337078651
2023-10-29,50.674157303370784
2023-10-30,13.595505617977526
2023-10-31,9.887640449438202
2023-11-01,9.887640449438202
2023-11-02,7.415730337078651
2023-11-03,7.415730337078651
2023-11-04,7.415730337078651
2023-11-05,72.92134831460673
2023-11-06,14.831460674157302
2023-11-07,7.415730337078651
2023-11-08,6.179775280898876
2023-11-09,6.179775280898876
2023-11-10,6.179775280898876
2023-11-11,6.179775280898876
2023-11-12,40.78651685393258
2023-11-13,21.01123595505618
2023-11-14,6.179775280898876
2023-11-15,4.943820224719101
2023-11-16,4.943820224719101
2023-11-17,4.943820224719101
2023-11-18,6.179775280898876
2023-11-19,17.30337078651685
2023-11-20,7.415730337078651
2023-11-21,6.179775280898876
2023-11-22,6.179775280898876
2023-11-23,7.415730337078651
2023-11-24,7.415730337078651
2023-11-25,8.651685393258425
2023-11-26,59.32584269662921
2023-11-27,16.06741573033708
2023-11-28,8.651685393258425
2023-11-29,7.415730337078651
2023-11-30,6.179775280898876
2023-12-01,6.179775280898876
2023-12-02,7.415730337078651
2023-12-03,46.966292134831455
2023-12-04,13.595505617977526
2023-12-05,7.415730337078651
2023-12-06,6.179775280898876
2023-12-07,6.179775280898876
2023-12-08,6.179775280898876
2023-12-09,6.179775280898876
2023-12-10,50.674157303370784
2023-12-11,12.359550561797752
2023-12-12,6.179775280898876
2023-12-13,4.943820224719101
2023-12-14,6.179775280898876
2023-12-15,7.415730337078651
2023-12-16,7.415730337078651
2023-12-17,50.674157303370784
2023-12-18,16.06741573033708
2023-12-19,8.651685393258425
2023-12-20,7.415730337078651
2023-12-21,6.179775280898876
2023-12-22,7.335991301196085
2023-12-23,7.335991301196085
2023-12-24,44.741573033707866
2023-12-25,16.01558535701341
2023-12-26,9.297571583907212
2023-12-27,5.992388546574846
2023-12-28,5.992388546574846
2023-12-29,5.992388546574846
2023-12-30,7.335991301196085
2023-12-31,48.772381297571584
2024-01-01,13.328379847770929
2024-01-02,6.718013773106197
2024-01-03,5.992388546574846
2024-01-04,5.374411018484958
2024-01-05,5.374411018484958
2024-01-06,7.335991301196085
2024-01-07,59.41355563610003
2024-01-08,28.72598767669445
2024-01-09,12.710402319681043
2024-01-10,9.297571583907212
2024-01-11,10.023196810438563
2024-01-12,11.366799565059804
2024-01-13,10.023196810438563
2024-01-14,10.023196810438563
2024-01-15,8.679594055817324
2024-01-16,10.023196810438563
2024-01-17,8.679594055817324
2024-01-18,10.023196810438563
2024-01-19,10.641174338528451
2024-01-20,13.328379847770929
2024-01-21,10.158753171438926
2024-01-22,8.707502718376222
2024-01-23,8.707502718376222
2024-01-24,8.707502718376222
2024-01-25,17.415005436752445
2024-01-26,18.86625588981515
2024-01-27,13.061254077564334
2024-01-28,14.512504530627037
2024-01-29,11.61000362450163
2024-01-30,7.256252265313519
2024-01-31,5.805001812250815
2024-02-01,7.256252265313519
2024-02-02,5.805001812250815
2024-02-03,4.353751359188111
2024-02-04,4.353751359188111
2024-02-05,5.805001812250815
2024-02-06,5.805001812250815
2024-02-07,4.353751359188111
2024-02-08,4.353751359188111
2024-02-09,4.353751359188111
2024-02-10,4.353751359188111
2024-02-11,5.805001812250815
2024-02-12,10.158753171438926
2024-02-13,5.805001812250815
2024-02-14,4.353751359188111
2024-02-15,4.353751359188111
2024-02-16,4.353751359188111
2024-02-17,4.353751359188111
2024-02-18,2.9025009061254075
2024-02-19,4.353751359188111
2024-02-20,4.353751359188111
2024-02-21,4.353751359188111
2024-02-22,5.805001812250815
2024-02-23,4.353751359188111
2024-02-24,7.256252265313519
2024-02-25,4.353751359188111
2024-02-26,4.353751359188111
2024-02-27,4.353751359188111
2024-02-28,5.805001812250815
2024-02-29,7.256252265313519
2024-03-01,7.256252265313519
2024-03-02,7.256252265313519
2024-03-03,5.805001812250815
2024-03-04,5.805001812250815
2024-03-05,5.805001812250815
2024-03-06,5.805001812250815
2024-03-07,4.353751359188111
2024-03-08,4.353751359188111
2024-03-09,4.353751359188111
2024-03-10,4.353751359188111
2024-03-11,21.768756795940554
2024-03-12,15.963754983689741
2024-03-13,11.61000362450163
2024-03-14,13.061254077564334
2024-03-15,8.707502718376222
2024-03-16,7.256252265313519
2024-03-17,7.256252265313519
2024-03-18,5.805001812250815
2024-03-19,5.805001812250815
2024-03-20,5.805001812250815
2024-03-21,4.353751359188111
2024-03-22,4.353751359188111
2024-03-23,4.353751359188111
2024-03-24,4.353751359188111
2024-03-25,4.353751359188111
2024-03-26,4.353751359188111
2024-03-27,4.353751359188111
2024-03-28,4.353751359188111
2024-03-29,2.9025009061254075
2024-03-30,4.353751359188111
2024-03-31,4.353751359188111
2024-04-01,2.9025009061254075
2024-04-02,2.9025009061254075
2024-04-03,4.353751359188111
2024-04-04,2.9025009061254075
2024-04-05,4.353751359188111
2024-04-06,2.9025009061254075
2024-04-07,2.9025009061254075
2024-04-08,2.9025009061254075
2024-04-09,2.9025009061254075
2024-04-10,2.9025009061254075
2024-04-11,2.9025009061254075
2024-04-12,2.9025009061254075
2024-04-13,2.9025009061254075
2024-04-14,4.353751359188111
2024-04-15,2.9025009061254075
2024-04-16,2.9025009061254075
2024-04-17,2.9025009061254075
2024-04-18,4.353751359188111
2024-04-19,2.9025009061254075
2024-04-20,2.9025009061254075
2024-04-21,2.9025009061254075
2024-04-22,5.805001812250815
2024-04-23,7.256252265313519
2024-04-24,5.805001812250815
2024-04-25,5.805001812250815
2024-04-26,49.34251540413193
2024-04-27,21.768756795940554
2024-04-28,11.61000362450163
2024-04-29,7.256252265313519
2024-04-30,5.805001812250815
2024-05-01,4.353751359188111
2024-05-02,4.353751359188111
2024-05-03,4.353751359188111
2024-05-04,4.353751359188111
2024-05-05,2.9025009061254075
2024-05-06,4.353751359188111
2024-05-07,4.353751359188111
2024-05-08,2.9025009061254075
2024-05-09,2.9025009061254075
2024-05-10,4.353751359188111
2024-05-11,4.353751359188111
2024-05-12,2.9025009061254075
2024-05-13,4.353751359188111
2024-05-14,4.353751359188111
2024-05-15,7.256252265313519
2024-05-16,11.61000362450163
2024-05-17,4.353751359188111
2024-05-18,4.353751359188111
2024-05-19,4.353751359188111
2024-05-20,4.353751359188111
2024-05-21,4.353751359188111
2024-05-22,2.9025009061254075
2024-05-23,2.9025009061254075
2024-05-24,2.9025009061254075
2024-05-25,2.9025009061254075
2024-05-26,2.9025009061254075
2024-05-27,2.9025009061254075
2024-05-28,2.9025009061254075
2024-05-29,2.9025009061254075
2024-05-30,2.9025009061254075
2024-05-31,2.9025009061254075
2024-06-01,2.9025009061254075
2024-06-02,2.9025009061254075
2024-06-03,2.9025009061254075
2024-06-04,2.9025009061254075
2024-06-05,2.9025009061254075
2024-06-06,2.9025009061254075
2024-06-07,2.9025009061254075
2024-06-08,2.9025009061254075
2024-06-09,2.9025009061254075
2024-06-10,2.9025009061254075
2024-06-11,2.9025009061254075
2024-06-12,2.9025009061254075
2024-06-13,4.353751359188111
2024-06-14,2.9025009061254075
2024-06-15,2.9025009061254075
2024-06-16,2.9025009061254075
2024-06-17,4.353751359188111
2024-06-18,2.9025009061254075
2024-06-19,2.9025009061254075
2024-06-20,2.9025009061254075
2024-06-21,2.9025009061254075
2024-06-22,2.9025009061254075
2024-06-23,2.9025009061254075
2024-06-24,2.9025009061254075
2024-06-25,2.9025009061254075
2024-06-26,2.9025009061254075
2024-06-27,2.9025009061254075
2024-06-28,2.9025009061254075
2024-06-29,2.9025009061254075
2024-06-30,2.9025009061254075
2024-07-01,2.9025009061254075
2024-07-02,2.9025009061254075
2024-07-03,2.9025009061254075
2024-07-04,2.9025009061254075
2024-07-05,2.9025009061254075
2024-07-06,2.9025009061254075
2024-07-07,2.9025009061254075
2024-07-08,2.9025009061254075
2024-07-09,2.9025009061254075
2024-07-10,2.9025009061254075
2024-07-11,2.9025009061254075
2024-07-12,2.9025009061254075
2024-07-13,2.9025009061254075
2024-07-14,2.9025009061254075
2024-07-15,2.9025009061254075
2024-07-16,2.9025009061254075
2024-07-17,2.9025009061254075
2024-07-18,2.9025009061254075
2024-07-19,2.9025009061254075
2024-07-20,2.9025009061254075
2024-07-21,2.9025009061254075
2024-07-22,2.9025009061254075
2024-07-23,2.9025009061254075
2024-07-24,2.9025009061254075
2024-07-25,4.353751359188111
2024-07-26,4.353751359188111
2024-07-27,4.353751359188111
2024-07-28,4.353751359188111
2024-07-29,4.353751359188111
2024-07-30,4.353751359188111
2024-07-31,4.353751359188111
2024-08-01,4.353751359188111
2024-08-02,4.353751359188111
2024-08-03,4.353751359188111
2024-08-04,4.353751359188111
2024-08-05,4.353751359188111
2024-08-06,4.353751359188111
2024-08-07,5.805001812250815
2024-08-08,5.805001812250815
2024-08-09,14.512504530627037
2024-08-10,21.768756795940554
2024-08-11,8.707502718376222
2024-08-12,5.805001812250815
2024-08-13,5.805001812250815
2024-08-14,8.707502718376222
2024-08-15,14.512504530627037
2024-08-16,10.158753171438926
2024-08-17,21.768756795940554
2024-08-18,10.955918913262101
2024-08-19,8.216939184946575
2024-08-20,7.491313958415224
2024-08-21,7.491313958415224
2024-08-22,7.491313958415224
2024-08-23,13.694898641577627
2024-08-24,20.4605873734615
2024-08-25,10.955918913262101
2024-08-26,9.504668460199397
2024-08-27,8.216939184946575
2024-08-28,8.216939184946575
2024-08-29,8.216939184946575
2024-08-30,7.491313958415224
2024-08-31,9.504668460199397
2024-09-01,10.955918913262101
2024-09-02,8.216939184946575
2024-09-03,9.504668460199397
2024-09-04,10.23029368673075
2024-09-05,10.23029368673075
2024-09-06,12.243648188514923
2024-09-07,15.7082531433618
2024-09-08,144.67536206729318
2024-09-09,29.965255833660898
2024-09-10,12.969273415046274
2024-09-11,8.216939184946575
2024-09-12,10.23029368673075
2024-09-13,8.216939184946575
2024-09-14,9.504668460199397
2024-09-15,23.925192328308377
2024-09-16,59.36840761860032
2024-09-17,218.91397679297967
2024-09-18,15.452751303033859
2024-09-19,12.877292752528216
2024-09-20,12.877292752528216
2024-09-21,12.877292752528216
2024-09-22,61.811005212135434
2024-09-23,203.4612254899458
2024-09-24,15.452751303033859
2024-09-25,10.301834202022572
2024-09-26,10.301834202022572
2024-09-27,10.301834202022572
2024-09-28,12.877292752528216
2024-09-29,128.77292752528214
2024-09-30,20.603668404045145
2024-10-01,12.877292752528216
2024-10-02,15.452751303033859
2024-10-03,56.660088111124146
2024-10-04,257.5458550505643
2024-10-05,20.603668404045145
2024-10-06,20.603668404045145
2024-10-07,15.452751303033859
2024-10-08,10.301834202022572
2024-10-09,7.726375651516929
2024-10-10,7.726375651516929
2024-10-11,10.301834202022572
2024-10-12,10.301834202022572
2024-10-13,103.01834202022573
2024-10-14,30.905502606067717
2024-10-15,12.877292752528216
2024-10-16,10.301834202022572
2024-10-17,10.301834202022572
2024-10-18,10.301834202022572
2024-10-19,10.301834202022572
2024-10-20,79.83921506567494
2024-10-21,12.877292752528216
2024-10-22,10.301834202022572
2024-10-23,7.726375651516929
2024-10-24,7.726375651516929
2024-10-25,7.726375651516929
2024-10-26,7.726375651516929
2024-10-27,64.38646376264107
2024-10-28,15.452751303033859
2024-10-29,10.301834202022572
2024-10-30,7.726375651516929
2024-10-31,7.726375651516929
2024-11-01,10.301834202022572
2024-11-02,10.301834202022572
2024-11-03,128.77292752528214
2024-11-04,23.17912695455079
2024-11-05,12.877292752528216
2024-11-06,5.150917101011286
2024-11-07,7.726375651516929
2024-11-08,7.726375651516929
2024-11-09,7.726375651516929
2024-11-10,74.68829796466365
2024-11-11,15.452751303033859
2024-11-12,7.726375651516929
2024-11-13,7.726375651516929
2024-11-14,7.726375651516929
2024-11-15,7.726375651516929
2024-11-16,7.726375651516929
