Time,twisters
2023-01-20,55.177968303455444
2023-01-21,71.32761756300339
2023-01-22,55.177968303455444
2023-01-23,60.561184723304756
2023-01-24,68.63600935307872
2023-01-25,67.2902052481164
2023-01-26,68.63600935307872
2023-01-27,72.67342166796571
2023-01-28,75.36502987789036
2023-01-29,65.94440114315407
2023-01-30,65.94440114315407
2023-01-31,64.59859703819174
2023-02-01,69.98181345804105
2023-02-02,68.63600935307872
2023-02-03,74.01922577292804
2023-02-04,68.63600935307872
2023-02-05,65.94440114315407
2023-02-06,68.63600935307872
2023-02-07,78.05663808781502
2023-02-08,76.71083398285269
2023-02-09,71.32761756300339
2023-02-10,90.16887503247597
2023-02-11,90.16887503247597
2023-02-12,83.43985450766434
2023-02-13,68.63600935307872
2023-02-14,65.94440114315407
2023-02-15,76.71083398285269
2023-02-16,74.01922577292804
2023-02-17,72.67342166796571
2023-02-18,78.05663808781502
2023-02-19,68.63600935307872
2023-02-20,68.63600935307872
2023-02-21,76.71083398285269
2023-02-22,90.16887503247597
2023-02-23,65.94440114315407
2023-02-24,74.01922577292804
2023-02-25,75.36502987789036
2023-02-26,79.40244219277734
2023-02-27,75.36502987789036
2023-02-28,72.67342166796571
2023-03-01,72.67342166796571
2023-03-02,78.05663808781502
2023-03-03,75.36502987789036
2023-03-04,65.94440114315407
2023-03-05,88.82307092751364
2023-03-06,72.67342166796571
2023-03-07,69.98181345804105
2023-03-08,87.47726682255131
2023-03-09,78.05663808781502
2023-03-10,72.67342166796571
2023-03-11,82.09405040270201
2023-03-12,86.13146271758899
2023-03-13,78.05663808781502
2023-03-14,69.98181345804105
2023-03-15,79.40244219277734
2023-03-16,82.09405040270201
2023-03-17,88.82307092751364
2023-03-18,92.86048324240063
2023-03-19,74.01922577292804
2023-03-20,92.86048324240063
2023-03-21,91.51467913743829
2023-03-22,78.05663808781502
2023-03-23,80.74824629773968
2023-03-24,83.43985450766434
2023-03-25,82.09405040270201
2023-03-26,86.13146271758899
2023-03-27,88.82307092751364
2023-03-28,80.74824629773968
2023-03-29,80.74824629773968
2023-03-30,87.47726682255131
2023-03-31,86.13146271758899
2023-04-01,94.20628734736296
2023-04-02,95.55209145232529
2023-04-03,86.13146271758899
2023-04-04,69.98181345804105
2023-04-05,87.47726682255131
2023-04-06,87.47726682255131
2023-04-07,88.82307092751364
2023-04-08,90.16887503247597
2023-04-09,69.98181345804105
2023-04-10,83.43985450766434
2023-04-11,83.43985450766434
2023-04-12,91.51467913743829
2023-04-13,80.74824629773968
2023-04-14,91.51467913743829
2023-04-15,87.47726682255131
2023-04-16,125.1597817614965
2023-04-17,133.23460639127046
2023-04-18,133.23460639127046
2023-04-19,134.5804104962328
2023-04-20,125.1597817614965
2023-04-21,117.08495713172253
2023-04-22,117.08495713172253
2023-04-23,100.93530787217459
2023-04-24,104.97272018706158
2023-04-25,114.39334892179788
2023-04-26,87.39011563161324
2023-04-27,88.73591973657557
2023-04-28,69.75948899136226
2023-04-29,88.0630176840944
2023-04-30,96.85580212492977
2023-05-01,81.9618414531837
2023-05-02,81.28893940070253
2023-05-03,100.93827219839699
2023-05-04,114.48642876518073
2023-05-05,89.40882178905673
2023-05-06,109.05815458675119
2023-05-07,90.0817238415379
2023-05-08,96.85580212492977
2023-05-09,96.85580212492977
2023-05-10,101.61117425087815
2023-05-11,110.40395869171351
2023-05-12,109.05815458675119
2023-05-13,108.38525253427002
2023-05-14,130.05329148940797
2023-05-15,103.62988040832164
2023-05-16,94.83709596748628
2023-05-17,89.40882178905673
2023-05-18,79.94313529574019
2023-05-19,94.83709596748628
2023-05-20,94.83709596748628
2023-05-21,74.51486111731064
2023-05-22,80.61603734822135
2023-05-23,89.40882178905673
2023-05-24,95.50999801996744
2023-05-25,88.73591973657557
2023-05-26,88.64876854563748
2023-05-27,109.10617667155383
2023-05-28,95.4679045876096
2023-05-29,68.19136041972114
2023-05-30,68.19136041972114
2023-05-31,68.19136041972114
2023-06-01,81.82963250366537
2023-06-02,81.82963250366537
2023-06-03,88.64876854563748
2023-06-04,95.4679045876096
2023-06-05,81.82963250366537
2023-06-06,68.19136041972114
2023-06-07,75.01049646169325
2023-06-08,81.82963250366537
2023-06-09,68.19136041972114
2023-06-10,75.01049646169325
2023-06-11,88.64876854563748
2023-06-12,68.19136041972114
2023-06-13,75.01049646169325
2023-06-14,75.01049646169325
2023-06-15,68.19136041972114
2023-06-16,95.4679045876096
2023-06-17,115.92531271352594
2023-06-18,129.56358479747016
2023-06-19,115.92531271352594
2023-06-20,102.28704062958171
2023-06-21,75.01049646169325
2023-06-22,102.28704062958171
2023-06-23,68.19136041972114
2023-06-24,81.82963250366537
2023-06-25,95.4679045876096
2023-06-26,81.82963250366537
2023-06-27,75.01049646169325
2023-06-28,75.01049646169325
2023-06-29,75.01049646169325
2023-06-30,81.82963250366537
2023-07-01,68.19136041972114
2023-07-02,68.19136041972114
2023-07-03,68.19136041972114
2023-07-04,75.01049646169325
2023-07-05,75.01049646169325
2023-07-06,61.37222437774903
2023-07-07,81.82963250366537
2023-07-08,88.64876854563748
2023-07-09,88.64876854563748
2023-07-10,81.82963250366537
2023-07-11,68.19136041972114
2023-07-12,68.19136041972114
2023-07-13,68.19136041972114
2023-07-14,68.19136041972114
2023-07-15,81.82963250366537
2023-07-16,109.10617667155383
2023-07-17,88.64876854563748
2023-07-18,75.01049646169325
2023-07-19,68.19136041972114
2023-07-20,68.19136041972114
2023-07-21,61.37222437774903
2023-07-22,68.19136041972114
2023-07-23,68.19136041972114
2023-07-24,75.01049646169325
2023-07-25,81.82963250366537
2023-07-26,68.19136041972114
2023-07-27,68.19136041972114
2023-07-28,81.82963250366537
2023-07-29,68.19136041972114
2023-07-30,68.19136041972114
2023-07-31,68.19136041972114
2023-08-01,68.19136041972114
2023-08-02,68.19136041972114
2023-08-03,68.19136041972114
2023-08-04,61.37222437774903
2023-08-05,75.01049646169325
2023-08-06,109.10617667155383
2023-08-07,75.01049646169325
2023-08-08,75.01049646169325
2023-08-09,68.19136041972114
2023-08-10,75.01049646169325
2023-08-11,68.19136041972114
2023-08-12,81.82963250366537
2023-08-13,81.82963250366537
2023-08-14,68.19136041972114
2023-08-15,75.01049646169325
2023-08-16,88.64876854563748
2023-08-17,102.28704062958171
2023-08-18,75.01049646169325
2023-08-19,81.82963250366537
2023-08-20,95.4679045876096
2023-08-21,61.37222437774903
2023-08-22,68.19136041972114
2023-08-23,61.37222437774903
2023-08-24,61.37222437774903
2023-08-25,75.01049646169325
2023-08-26,75.01049646169325
2023-08-27,109.10617667155383
2023-08-28,163.65926500733073
2023-08-29,136.38272083944227
2023-08-30,136.38272083944227
2023-08-31,95.4679045876096
2023-09-01,81.82963250366537
2023-09-02,61.37222437774903
2023-09-03,102.28704062958171
2023-09-04,75.01049646169325
2023-09-05,75.01049646169325
2023-09-06,75.01049646169325
2023-09-07,81.82963250366537
2023-09-08,75.01049646169325
2023-09-09,88.64876854563748
2023-09-10,75.01049646169325
2023-09-11,75.01049646169325
2023-09-12,81.82963250366537
2023-09-13,75.01049646169325
2023-09-14,75.01049646169325
2023-09-15,47.7339522938048
2023-09-16,68.19136041972114
2023-09-17,68.19136041972114
2023-09-18,68.19136041972114
2023-09-19,61.37222437774903
2023-09-20,68.19136041972114
2023-09-21,75.01049646169325
2023-09-22,81.82963250366537
2023-09-23,68.19136041972114
2023-09-24,61.37222437774903
2023-09-25,75.01049646169325
2023-09-26,68.19136041972114
2023-09-27,75.01049646169325
2023-09-28,75.01049646169325
2023-09-29,68.19136041972114
2023-09-30,81.82963250366537
2023-10-01,68.19136041972114
2023-10-02,81.82963250366537
2023-10-03,68.19136041972114
2023-10-04,88.64876854563748
2023-10-05,81.82963250366537
2023-10-06,88.64876854563748
2023-10-07,75.01049646169325
2023-10-08,88.64876854563748
2023-10-09,75.01049646169325
2023-10-10,95.4679045876096
2023-10-11,81.82963250366537
2023-10-12,68.19136041972114
2023-10-13,81.82963250366537
2023-10-14,81.82963250366537
2023-10-15,81.82963250366537
2023-10-16,68.19136041972114
2023-10-17,75.01049646169325
2023-10-18,75.01049646169325
2023-10-19,81.82963250366537
2023-10-20,68.19136041972114
2023-10-21,81.82963250366537
2023-10-22,81.82963250366537
2023-10-23,75.01049646169325
2023-10-24,81.82963250366537
2023-10-25,75.01049646169325
2023-10-26,75.01049646169325
2023-10-27,61.37222437774903
2023-10-28,68.19136041972114
2023-10-29,61.37222437774903
2023-10-30,75.01049646169325
2023-10-31,61.37222437774903
2023-11-01,68.19136041972114
2023-11-02,75.01049646169325
2023-11-03,61.37222437774903
2023-11-04,47.7339522938048
2023-11-05,68.19136041972114
2023-11-06,75.01049646169325
2023-11-07,81.82963250366537
2023-11-08,88.64876854563748
2023-11-09,75.01049646169325
2023-11-10,68.19136041972114
2023-11-11,75.01049646169325
2023-11-12,68.19136041972114
2023-11-13,68.19136041972114
2023-11-14,61.37222437774903
2023-11-15,81.82963250366537
2023-11-16,68.19136041972114
2023-11-17,75.01049646169325
2023-11-18,75.01049646169325
2023-11-19,68.19136041972114
2023-11-20,75.01049646169325
2023-11-21,61.37222437774903
2023-11-22,61.37222437774903
2023-11-23,81.82963250366537
2023-11-24,68.19136041972114
2023-11-25,61.37222437774903
2023-11-26,61.37222437774903
2023-11-27,47.7339522938048
2023-11-28,81.82963250366537
2023-11-29,75.01049646169325
2023-11-30,81.82963250366537
2023-12-01,68.19136041972114
2023-12-02,75.01049646169325
2023-12-03,61.37222437774903
2023-12-04,81.82963250366537
2023-12-05,88.64876854563748
2023-12-06,109.10617667155383
2023-12-07,115.92531271352594
2023-12-08,129.56358479747016
2023-12-09,88.64876854563748
2023-12-10,88.64876854563748
2023-12-11,68.19136041972114
2023-12-12,68.19136041972114
2023-12-13,75.01049646169325
2023-12-14,75.01049646169325
2023-12-15,75.01049646169325
2023-12-16,75.01049646169325
2023-12-17,75.01049646169325
2023-12-18,61.37222437774903
2023-12-19,68.19136041972114
2023-12-20,75.01049646169325
2023-12-21,68.19136041972114
2023-12-22,30.686112188874514
2023-12-23,75.01049646169325
2023-12-24,30.686112188874514
2023-12-25,23.8669761469024
2023-12-26,75.01049646169325
2023-12-27,30.686112188874514
2023-12-28,81.82963250366537
2023-12-29,78.42006448267931
2023-12-30,88.64876854563748
2023-12-31,85.23920052465142
2024-01-01,78.42006448267931
2024-01-02,92.05833656662354
2024-01-03,81.82963250366537
2024-01-04,81.82963250366537
2024-01-05,81.82963250366537
2024-01-06,85.23920052465142
2024-01-07,71.6009284407072
2024-01-08,78.42006448267931
2024-01-09,75.01049646169325
2024-01-10,81.82963250366537
2024-01-11,85.23920052465142
2024-01-12,81.82963250366537
2024-01-13,85.23920052465142
2024-01-14,81.82963250366537
2024-01-15,78.42006448267931
2024-01-16,78.42006448267931
2024-01-17,85.23920052465142
2024-01-18,81.82963250366537
2024-01-19,545.5308833577691
2024-01-20,184.11667313324708
2024-01-21,81.82963250366537
2024-01-22,81.82963250366537
2024-01-23,81.82963250366537
2024-01-24,81.82963250366537
2024-01-25,81.82963250366537
2024-01-26,81.82963250366537
2024-01-27,81.82963250366537
2024-01-28,81.82963250366537
2024-01-29,81.82963250366537
2024-01-30,81.82963250366537
2024-01-31,81.82963250366537
2024-02-01,81.82963250366537
2024-02-02,81.82963250366537
2024-02-03,81.82963250366537
2024-02-04,81.82963250366537
2024-02-05,81.82963250366537
2024-02-06,81.82963250366537
2024-02-07,81.82963250366537
2024-02-08,81.82963250366537
2024-02-09,81.82963250366537
2024-02-10,81.82963250366537
2024-02-11,163.65926500733073
2024-02-12,1882.0815475843035
2024-02-13,409.14816251832684
2024-02-14,327.31853001466146
2024-02-15,163.65926500733073
2024-02-16,163.65926500733073
2024-02-17,163.65926500733073
2024-02-18,163.65926500733073
2024-02-19,81.82963250366537
2024-02-20,81.82963250366537
2024-02-21,81.82963250366537
2024-02-22,81.82963250366537
2024-02-23,81.82963250366537
2024-02-24,81.82963250366537
2024-02-25,81.82963250366537
2024-02-26,81.82963250366537
2024-02-27,81.82963250366537
2024-02-28,81.82963250366537
2024-02-29,81.82963250366537
2024-03-01,81.82963250366537
2024-03-02,81.82963250366537
2024-03-03,81.82963250366537
2024-03-04,81.82963250366537
2024-03-05,81.82963250366537
2024-03-06,81.82963250366537
2024-03-07,81.82963250366537
2024-03-08,81.82963250366537
2024-03-09,81.82963250366537
2024-03-10,81.82963250366537
2024-03-11,81.82963250366537
2024-03-12,81.82963250366537
2024-03-13,81.82963250366537
2024-03-14,81.82963250366537
2024-03-15,81.82963250366537
2024-03-16,81.82963250366537
2024-03-17,81.82963250366537
2024-03-18,81.82963250366537
2024-03-19,81.82963250366537
2024-03-20,81.82963250366537
2024-03-21,81.82963250366537
2024-03-22,81.82963250366537
2024-03-23,81.82963250366537
2024-03-24,81.82963250366537
2024-03-25,81.82963250366537
2024-03-26,81.82963250366537
2024-03-27,81.82963250366537
2024-03-28,81.82963250366537
2024-03-29,81.82963250366537
2024-03-30,81.82963250366537
2024-03-31,81.82963250366537
2024-04-01,81.82963250366537
2024-04-02,81.82963250366537
2024-04-03,81.82963250366537
2024-04-04,81.82963250366537
2024-04-05,81.82963250366537
2024-04-06,81.82963250366537
2024-04-07,81.82963250366537
2024-04-08,81.82963250366537
2024-04-09,81.82963250366537
2024-04-10,81.82963250366537
2024-04-11,81.82963250366537
2024-04-12,81.82963250366537
2024-04-13,81.82963250366537
2024-04-14,81.82963250366537
2024-04-15,81.82963250366537
2024-04-16,81.82963250366537
2024-04-17,81.82963250366537
2024-04-18,81.82963250366537
2024-04-19,81.82963250366537
2024-04-20,81.82963250366537
2024-04-21,81.82963250366537
2024-04-22,81.82963250366537
2024-04-23,81.82963250366537
2024-04-24,81.82963250366537
2024-04-25,81.82963250366537
2024-04-26,81.82963250366537
2024-04-27,81.82963250366537
2024-04-28,163.65926500733073
2024-04-29,81.82963250366537
2024-04-30,81.82963250366537
2024-05-01,81.82963250366537
2024-05-02,81.82963250366537
2024-05-03,81.82963250366537
2024-05-04,81.82963250366537
2024-05-05,163.65926500733073
2024-05-06,81.82963250366537
2024-05-07,81.82963250366537
2024-05-08,245.48889751099608
2024-05-09,654.6370600293229
2024-05-10,327.31853001466146
2024-05-11,327.31853001466146
2024-05-12,490.97779502199216
2024-05-13,245.48889751099608
2024-05-14,163.65926500733073
2024-05-15,245.48889751099608
2024-05-16,327.31853001466146
2024-05-17,245.48889751099608
2024-05-18,245.48889751099608
2024-05-19,327.31853001466146
2024-05-20,245.48889751099608
2024-05-21,163.65926500733073
2024-05-22,245.48889751099608
2024-05-23,245.48889751099608
2024-05-24,245.48889751099608
2024-05-25,245.48889751099608
2024-05-26,245.48889751099608
2024-05-27,327.31853001466146
2024-05-28,163.65926500733073
2024-05-29,163.65926500733073
2024-05-30,163.65926500733073
2024-05-31,245.48889751099608
2024-06-01,245.48889751099608
2024-06-02,245.48889751099608
2024-06-03,163.65926500733073
2024-06-04,163.65926500733073
2024-06-05,163.65926500733073
2024-06-06,245.48889751099608
2024-06-07,409.14816251832684
2024-06-08,327.31853001466146
2024-06-09,327.31853001466146
2024-06-10,327.31853001466146
2024-06-11,245.48889751099608
2024-06-12,163.65926500733073
2024-06-13,245.48889751099608
2024-06-14,245.48889751099608
2024-06-15,327.31853001466146
2024-06-16,327.31853001466146
2024-06-17,245.48889751099608
2024-06-18,245.48889751099608
2024-06-19,245.48889751099608
2024-06-20,245.48889751099608
2024-06-21,327.31853001466146
2024-06-22,327.31853001466146
2024-06-23,409.14816251832684
2024-06-24,409.14816251832684
2024-06-25,409.14816251832684
2024-06-26,327.31853001466146
2024-06-27,409.14816251832684
2024-06-28,409.14816251832684
2024-06-29,490.97779502199216
2024-06-30,572.8074275256575
2024-07-01,409.14816251832684
2024-07-02,409.14816251832684
2024-07-03,490.97779502199216
2024-07-04,654.6370600293229
2024-07-05,572.8074275256575
2024-07-06,654.6370600293229
2024-07-07,736.4666925329883
2024-07-08,572.8074275256575
2024-07-09,736.4666925329883
2024-07-10,818.2963250366537
2024-07-11,900.1259575403191
2024-07-12,981.9555900439843
2024-07-13,1309.2741200586458
2024-07-14,1391.1037525623112
2024-07-15,1227.4444875549805
2024-07-16,1554.763017569642
2024-07-17,2127.5704450952994
2024-07-18,3191.3556676429494
2024-07-19,5073.437215227253
2024-07-20,7691.985455344545
2024-07-21,8182.963250366536
2024-07-22,5646.24464275291
2024-07-23,4746.118685212591
2024-07-24,4418.80015519793
2024-07-25,3764.163095168607
2024-07-26,3764.163095168607
2024-07-27,4991.607582723587
2024-07-28,4746.118685212591
2024-07-29,2945.866770131953
2024-07-30,2454.888975109961
2024-07-31,2127.5704450952994
2024-08-01,2045.740812591634
2024-08-02,2209.400077598965
2024-08-03,3273.1853001466147
2024-08-04,3191.3556676429494
2024-08-05,1718.4222825769727
2024-08-06,1472.9333850659766
2024-08-07,1227.4444875549805
2024-08-08,1227.4444875549805
2024-08-09,1472.9333850659766
2024-08-10,2291.22971010263
2024-08-11,2618.5482401172917
2024-08-12,1636.5926500733074
2024-08-13,1963.9111800879687
2024-08-14,1963.9111800879687
2024-08-15,1718.4222825769727
2024-08-16,2045.740812591634
2024-08-17,3518.674197657611
2024-08-18,3873.098210274684
2024-08-19,1816.6738253664364
2024-08-20,1237.7548346378253
2024-08-21,1077.9211282766182
2024-08-22,918.0874219154109
2024-08-23,1157.8379814572218
2024-08-24,1957.006513263258
2024-08-25,2235.75910973384
2024-08-26,1138.3369629928363
2024-08-27,838.1705687348073
2024-08-28,738.7526970898182
2024-08-29,738.7526970898182
2024-08-30,898.5864034510255
2024-08-31,1317.671687818429
2024-09-01,1557.42224736024
2024-09-02,1576.9232658246256
2024-09-03,799.1685318060363
2024-09-04,559.4179722642255
2024-09-05,479.5011190836218
2024-09-06,559.4179722642255
2024-09-07,978.503256631629
2024-09-08,959.0022381672436
2024-09-09,479.5011190836218
2024-09-10,399.58426590301815
2024-09-11,339.16843118680003
2024-09-12,399.58426590301815
2024-09-13,479.5011190836218
2024-09-14,799.1685318060363
2024-09-15,738.7526970898182
2024-09-16,399.58426590301815
2024-09-17,351.01833235893855
2024-09-18,351.01833235893855
2024-09-19,312.0162954301676
2024-09-20,390.0203692877095
