Time,twitter
2025-12-11,57
2025-12-12,55
2025-12-13,54
2025-12-14,63
2025-12-15,57
2025-12-16,53
2025-12-17,55
2025-12-18,56
2025-12-19,56
2025-12-20,59
2025-12-21,59
2025-12-22,57
2025-12-23,54
2025-12-24,55
2025-12-25,55
2025-12-26,61
2025-12-27,56
2025-12-28,62
2025-12-29,57
2025-12-30,58
2025-12-31,56
2026-01-01,57
2026-01-02,57
2026-01-03,60
2026-01-04,61
2026-01-05,61
2026-01-06,55
2026-01-07,57
2026-01-08,58
2026-01-09,57
2026-01-10,57
2026-01-11,64
2026-01-12,56
2026-01-13,60
2026-01-14,55
2026-01-15,54
2026-01-16,65
2026-01-17,59
2026-01-18,62
2026-01-19,58
2026-01-20,56
2026-01-21,59
2026-01-22,59
2026-01-23,56
2026-01-24,64
2026-01-25,64
2026-01-26,60
2026-01-27,59
2026-01-28,54
2026-01-29,55
2026-01-30,56
2026-01-31,58
2026-02-01,60
2026-02-02,53
2026-02-03,58
2026-02-04,55
2026-02-05,58
2026-02-06,55
2026-02-07,53
2026-02-08,55
2026-02-09,64
2026-02-10,52
2026-02-11,50
2026-02-12,50
2026-02-13,52
2026-02-14,53
2026-02-15,55
2026-02-16,70
2026-02-17,52
2026-02-18,52
2026-02-19,52
2026-02-20,51
2026-02-21,56
2026-02-22,56
2026-02-23,57
2026-02-24,55
2026-02-25,55
2026-02-26,53
2026-02-27,53
2026-02-28,59
2026-03-01,62
2026-03-02,67
2026-03-03,66
2026-03-04,63
2026-03-05,66
2026-03-06,68
2026-03-07,66
2026-03-08,63
2026-03-09,63
2026-03-10,63
2026-03-11,69
2026-03-12,61
2026-03-13,60
2026-03-14,61
2026-03-15,61
2026-03-16,62
2026-03-17,60
2026-03-18,69
2026-03-19,63
2026-03-20,59
2026-03-21,60
2026-03-22,60
2026-03-23,59
2026-03-24,56
2026-03-25,70
2026-03-26,67
2026-03-27,74
2026-03-28,75
2026-03-29,85
2026-03-30,75
2026-03-31,65
2026-04-01,59
2026-04-02,61
2026-04-03,59
2026-04-04,61
2026-04-05,66
2026-04-06,67
2026-04-07,70
2026-04-08,61
2026-04-09,60
2026-04-10,62
2026-04-11,61
2026-04-12,62
2026-04-13,66
2026-04-14,73
2026-04-15,62
2026-04-16,65
2026-04-17,100
2026-04-18,71
2026-04-19,61
2026-04-20,56
2026-04-21,58
2026-04-22,59
2026-04-23,57
2026-04-24,59
2026-04-25,62
2026-04-26,63
2026-04-27,54
2026-04-28,56
2026-04-29,55
2026-04-30,55
2026-05-01,54
2026-05-02,57
2026-05-03,58
2026-05-04,53
2026-05-05,56
2026-05-06,53
2026-05-07,55
2026-05-08,55
2026-05-09,59
2026-05-10,59
2026-05-11,55
2026-05-12,56
2026-05-13,52
2026-05-14,55
2026-05-15,54
2026-05-16,58
2026-05-17,55
2026-05-18,54
2026-05-19,56
2026-05-20,58
2026-05-21,55
2026-05-22,66
2026-05-23,78
2026-05-24,59
2026-05-25,59
2026-05-26,57
2026-05-27,57
2026-05-28,58
2026-05-29,62
2026-05-30,58
2026-05-31,72
