Time,twitter
2022-08-29,39
2022-08-30,41
2022-08-31,40
2022-09-01,40
2022-09-02,42
2022-09-03,44
2022-09-04,41
2022-09-05,40
2022-09-06,39
2022-09-07,39
2022-09-08,43
2022-09-09,43
2022-09-10,42
2022-09-11,43
2022-09-12,42
2022-09-13,46
2022-09-14,42
2022-09-15,38
2022-09-16,37
2022-09-17,41
2022-09-18,44
2022-09-19,40
2022-09-20,40
2022-09-21,40
2022-09-22,39
2022-09-23,38
2022-09-24,41
2022-09-25,40
2022-09-26,40
2022-09-27,39
2022-09-28,42
2022-09-29,42
2022-09-30,41
2022-10-01,40
2022-10-02,43
2022-10-03,47
2022-10-04,55
2022-10-05,48
2022-10-06,44
2022-10-07,44
2022-10-08,43
2022-10-09,44
2022-10-10,46
2022-10-11,42
2022-10-12,40
2022-10-13,41
2022-10-14,42
2022-10-15,41
2022-10-16,43
2022-10-17,44
2022-10-18,41
2022-10-19,41
2022-10-20,40
2022-10-21,43
2022-10-22,43
2022-10-23,49
2022-10-24,45
2022-10-25,46
2022-10-26,46
2022-10-27,50
2022-10-28,81
2022-10-29,63
2022-10-30,56
2022-10-31,57
2022-11-01,67
2022-11-02,56
2022-11-03,53
2022-11-04,66
2022-11-05,60
2022-11-06,52
2022-11-07,55
2022-11-08,52
2022-11-09,52
2022-11-10,52
2022-11-11,57
2022-11-12,56
2022-11-13,52
2022-11-14,48
2022-11-15,56
2022-11-16,50
2022-11-17,46
2022-11-18,100
2022-11-19,66
2022-11-20,72
2022-11-21,54
2022-11-22,50
2022-11-23,45
2022-11-24,44
2022-11-25,45
2022-11-26,42
2022-11-27,43
2022-11-28,44
2022-11-29,43
2022-11-30,42
2022-12-01,41
2022-12-02,48
2022-12-03,57
2022-12-04,51
2022-12-05,46
2022-12-06,44
2022-12-07,46
2022-12-08,43
2022-12-09,47
2022-12-10,46
2022-12-11,46
2022-12-12,45
2022-12-13,49
2022-12-14,47
2022-12-15,44
2022-12-16,47
2022-12-17,43
2022-12-18,47
2022-12-19,57
2022-12-20,46
2022-12-21,46
2022-12-22,44
2022-12-23,43
2022-12-24,40
2022-12-25,39
2022-12-26,42
2022-12-27,42
2022-12-28,42
2022-12-29,45
2022-12-30,44
2022-12-31,39
2023-01-01,41
2023-01-02,41
2023-01-03,65
2023-01-04,44
2023-01-05,44
2023-01-06,42
2023-01-07,41
2023-01-08,42
2023-01-09,41
2023-01-10,40
2023-01-11,40
2023-01-12,37
2023-01-13,39
2023-01-14,41
2023-01-15,40
2023-01-16,39
2023-01-17,42
2023-01-18,39
2023-01-19,37
2023-01-20,36
2023-01-21,40
2023-01-22,41
2023-01-23,42
2023-01-24,39
2023-01-25,40
2023-01-26,38
2023-01-27,37
2023-01-28,39
2023-01-29,41
2023-01-30,40
2023-01-31,40
2023-02-01,40
2023-02-02,39
2023-02-03,40
2023-02-04,40
2023-02-05,40
2023-02-06,39
2023-02-07,39
2023-02-08,43
2023-02-09,44
2023-02-10,37
2023-02-11,38
2023-02-12,39
2023-02-13,46
2023-02-14,40
2023-02-15,39
2023-02-16,38
2023-02-17,37
2023-02-18,38
2023-02-19,38
2023-02-20,36
2023-02-21,36
2023-02-22,34
2023-02-23,36
2023-02-24,35
2023-02-25,38
2023-02-26,39
2023-02-27,38
2023-02-28,37
2023-03-01,37
2023-03-02,35
2023-03-03,36
2023-03-04,37
2023-03-05,39
2023-03-06,38
2023-03-07,37
2023-03-08,38
2023-03-09,37
2023-03-10,39
2023-03-11,36
2023-03-12,38
2023-03-13,40
2023-03-14,40
2023-03-15,39
2023-03-16,39
2023-03-17,39
2023-03-18,38
2023-03-19,39
2023-03-20,36
2023-03-21,37
2023-03-22,38
2023-03-23,38
2023-03-24,38
2023-03-25,38
2023-03-26,39
2023-03-27,38
2023-03-28,39
2023-03-29,42
2023-03-30,38
2023-03-31,40
2023-04-01,43
2023-04-02,41
2023-04-03,42
2023-04-04,46
2023-04-05,41
2023-04-06,39
2023-04-07,39
2023-04-08,38
2023-04-09,40
2023-04-10,39
2023-04-11,39
2023-04-12,40
2023-04-13,38
2023-04-14,36
2023-04-15,37
2023-04-16,40
2023-04-17,45
2023-04-18,37
2023-04-19,37
2023-04-20,38
2023-04-21,41
2023-04-22,40
2023-04-23,42
2023-04-24,42
2023-04-25,43
2023-04-26,38
2023-04-27,40
2023-04-28,45
2023-04-29,43
2023-04-30,39
2023-05-01,41
2023-05-02,39
2023-05-03,38
2023-05-04,38
2023-05-05,36
2023-05-06,39
2023-05-07,46
2023-05-08,39
2023-05-09,38
2023-05-10,40
2023-05-11,40
2023-05-12,42
2023-05-13,41
2023-05-14,40
2023-05-15,36
2023-05-16,37
2023-05-17,37
2023-05-18,36
2023-05-19,36
2023-05-20,38
2023-05-21,39
2023-05-22,36
2023-05-23,38
2023-05-24,41
2023-05-25,40
