Time,twitter
2023-12-22,66
2023-12-23,66
2023-12-24,66
2023-12-25,68
2023-12-26,65
2023-12-27,64
2023-12-28,63
2023-12-29,63
2023-12-30,62
2023-12-31,70
2024-01-01,66
2024-01-02,70
2024-01-03,64
2024-01-04,72
2024-01-05,64
2024-01-06,65
2024-01-07,69
2024-01-08,68
2024-01-09,67
2024-01-10,66
2024-01-11,66
2024-01-12,66
2024-01-13,65
2024-01-14,73
2024-01-15,82
2024-01-16,70
2024-01-17,67
2024-01-18,64
2024-01-19,62
2024-01-20,68
2024-01-21,68
2024-01-22,65
2024-01-23,63
2024-01-24,67
2024-01-25,63
2024-01-26,64
2024-01-27,67
2024-01-28,72
2024-01-29,65
2024-01-30,60
2024-01-31,58
2024-02-01,59
2024-02-02,57
2024-02-03,61
2024-02-04,60
2024-02-05,58
2024-02-06,80
2024-02-07,100
2024-02-08,87
2024-02-09,75
2024-02-10,71
2024-02-11,65
2024-02-12,76
2024-02-13,60
2024-02-14,62
2024-02-15,61
2024-02-16,63
2024-02-17,65
2024-02-18,63
2024-02-19,59
2024-02-20,61
2024-02-21,56
2024-02-22,62
2024-02-23,59
2024-02-24,59
2024-02-25,61
2024-02-26,57
2024-02-27,57
2024-02-28,59
2024-02-29,56
2024-03-01,55
2024-03-02,59
2024-03-03,63
2024-03-04,58
2024-03-05,59
2024-03-06,61
2024-03-07,57
2024-03-08,71
2024-03-09,68
2024-03-10,63
2024-03-11,63
2024-03-12,62
2024-03-13,60
2024-03-14,60
2024-03-15,60
2024-03-16,60
2024-03-17,63
2024-03-18,59
2024-03-19,61
2024-03-20,61
2024-03-21,56
2024-03-22,60
2024-03-23,61
2024-03-24,64
2024-03-25,59
2024-03-26,61
2024-03-27,61
2024-03-28,59
2024-03-29,58
2024-03-30,57
2024-03-31,61
2024-04-01,59
2024-04-02,64
2024-04-03,61
2024-04-04,57
2024-04-05,63
2024-04-06,60
2024-04-07,61
2024-04-08,56
2024-04-09,61
2024-04-10,61
2024-04-11,60
2024-04-12,58
2024-04-13,60
2024-04-14,67
2024-04-15,58
2024-04-16,59
2024-04-17,60
2024-04-18,59
2024-04-19,57
2024-04-20,60
2024-04-21,63
2024-04-22,57
2024-04-23,60
2024-04-24,58
2024-04-25,61
2024-04-26,60
2024-04-27,61
2024-04-28,66
2024-04-29,57
2024-04-30,59
2024-05-01,58
2024-05-02,56
2024-05-03,58
2024-05-04,61
2024-05-05,68
2024-05-06,60
2024-05-07,60
2024-05-08,57
2024-05-09,59
2024-05-10,57
2024-05-11,61
2024-05-12,60
2024-05-13,59
2024-05-14,61
2024-05-15,59
2024-05-16,58
2024-05-17,65
2024-05-18,61
2024-05-19,64
2024-05-20,62
2024-05-21,62
2024-05-22,59
2024-05-23,60
2024-05-24,57
2024-05-25,64
2024-05-26,62
2024-05-27,65
2024-05-28,61
2024-05-29,64
2024-05-30,63
2024-05-31,65
2024-06-01,62
2024-06-02,63
2024-06-03,60
2024-06-04,61
2024-06-05,63
2024-06-06,61
2024-06-07,62
2024-06-08,61
2024-06-09,64
2024-06-10,65
2024-06-11,68
2024-06-12,67
2024-06-13,66
2024-06-14,63
2024-06-15,68
2024-06-16,63
2024-06-17,63
2024-06-18,63
2024-06-19,61
2024-06-20,65
2024-06-21,62
2024-06-22,59
2024-06-23,61
2024-06-24,65
2024-06-25,68
2024-06-26,62
2024-06-27,65
2024-06-28,83
2024-06-29,63
2024-06-30,65
2024-07-01,68
2024-07-02,65
2024-07-03,64
2024-07-04,63
2024-07-05,64
2024-07-06,65
2024-07-07,64
2024-07-08,68
2024-07-09,70
2024-07-10,63
2024-07-11,65
2024-07-12,65
2024-07-13,73
2024-07-14,96
2024-07-15,76
2024-07-16,70
2024-07-17,67
2024-07-18,65
2024-07-19,64
2024-07-20,63
2024-07-21,77
2024-07-22,81
2024-07-23,75
2024-07-24,67
2024-07-25,68
2024-07-26,66
2024-07-27,62
2024-07-28,65
2024-07-29,68
2024-07-30,68
2024-07-31,64
2024-08-01,64
2024-08-02,66
2024-08-03,62
2024-08-04,62
2024-08-05,65
2024-08-06,64
2024-08-07,66
2024-08-08,66
2024-08-09,66
2024-08-10,66
2024-08-11,65
2024-08-12,64
2024-08-13,70
2024-08-14,63
2024-08-15,63
2024-08-16,61
2024-08-17,61
2024-08-18,63
2024-08-19,59
2024-08-20,63
2024-08-21,60
2024-08-22,59
2024-08-23,60
2024-08-24,60
2024-08-25,62
2024-08-26,57
2024-08-27,55
2024-08-28,57
2024-08-29,57
2024-08-30,57
2024-08-31,63
2024-09-01,61
2024-09-02,58
2024-09-03,55
2024-09-04,57
2024-09-05,55
2024-09-06,53
2024-09-07,62
2024-09-08,59
2024-09-09,54
2024-09-10,54
2024-09-11,72
2024-09-12,61
2024-09-13,57
2024-09-14,64
2024-09-15,65
2024-09-16,57
