Time,spider_man_no_way_home
2024-08-21,1.8661214459875812
2024-08-22,1.7688855631680416
2024-08-23,2.179513031700068
2024-08-24,3.123415723320792
2024-08-25,3.5953670691311537
2024-08-26,1.9057613860120504
2024-08-27,1.5923698002995637
2024-08-28,1.5706858630456972
2024-08-29,1.4338100402016882
2024-08-30,1.6896056831191038
2024-08-31,1.985041266060988
2024-09-01,2.474948614641952
2024-09-02,3.3395714262137384
2024-09-03,1.7868415659386436
2024-09-04,1.1780143972842727
2024-09-05,1.3365741573821484
2024-09-06,1.041138574440264
2024-09-07,1.531045923021228
2024-09-08,1.9057613860120504
2024-09-09,1.2969342173576792
2024-09-10,1.3365741573821484
2024-09-11,1.2176543373087416
2024-09-12,1.041138574440264
2024-09-13,1.2572942773332105
2024-09-14,1.7292456231435724
2024-09-15,1.6499657430946348
2024-09-16,0.983542631645193
2024-09-17,0.9696241496125206
2024-09-18,1.3287442050245653
2024-09-19,1.0414481606949295
2024-09-20,1.2569201939421564
2024-09-21,1.4723922271893832
2024-09-22,1.6878642604366099
2024-09-23,1.2928321994833607
2024-09-24,0.9337121440713161
2024-09-25,1.077360166236134
2024-09-26,1.0055361551537252
2024-09-27,1.1850961828597475
2024-09-28,2.370192365719495
2024-09-29,2.154720332472268
2024-09-30,1.149184177318543
2024-10-01,0.9337121440713161
2024-10-02,1.0055361551537252
2024-10-03,1.0055361551537252
2024-10-04,1.2569201939421564
2024-10-05,1.5801282438129967
2024-10-06,1.3287442050245653
2024-10-07,1.1132721717773384
2024-10-08,0.8259761274477028
2024-10-09,1.0414481606949295
2024-10-10,1.077360166236134
2024-10-11,1.2569201939421564
2024-10-12,1.2569201939421564
2024-10-13,1.7956002770602233
2024-10-14,1.2928321994833607
2024-10-15,1.5083042327305876
2024-10-16,0.8618881329889072
2024-10-17,1.0414481606949295
2024-10-18,0.9696241496125206
2024-10-19,1.2928321994833607
2024-10-20,1.149184177318543
2024-10-21,0.9696241496125206
2024-10-22,1.0414481606949295
2024-10-23,1.8674242881426322
2024-10-24,1.2569201939421564
2024-10-25,1.1132721717773384
2024-10-26,1.3646562105657698
2024-10-27,1.616040249354201
2024-10-28,1.0055361551537252
2024-10-29,1.077360166236134
2024-10-30,1.0055361551537252
2024-10-31,1.0055361551537252
2024-11-01,1.2569201939421564
2024-11-02,1.2569201939421564
2024-11-03,1.6878642604366099
2024-11-04,0.8978001385301116
2024-11-05,1.1132721717773384
2024-11-06,0.6105040942004759
2024-11-07,1.0414481606949295
2024-11-08,0.8259761274477028
2024-11-09,1.4723922271893832
2024-11-10,1.6519522548954055
2024-11-11,1.149184177318543
2024-11-12,1.149184177318543
2024-11-13,1.0055361551537252
2024-11-14,1.077360166236134
2024-11-15,1.2210081884009518
2024-11-16,1.5801282438129967
2024-11-17,1.5083042327305876
2024-11-18,1.0055361551537252
2024-11-19,2.0469843158486545
2024-11-20,1.6878642604366099
2024-11-21,1.5083042327305876
2024-11-22,1.544216238271792
2024-11-23,1.5801282438129967
2024-11-24,1.759688271519019
2024-11-25,1.3287442050245653
2024-11-26,1.077360166236134
2024-11-27,1.4005682161069741
2024-11-28,1.8315122826014278
2024-11-29,1.759688271519019
2024-11-30,1.8674242881426322
2024-12-01,1.7237762659778144
2024-12-02,1.0414481606949295
2024-12-03,0.8978001385301116
2024-12-04,1.3646562105657698
2024-12-05,1.2210081884009518
2024-12-06,1.3646562105657698
2024-12-07,1.7237762659778144
2024-12-08,1.616040249354201
2024-12-09,0.9337121440713161
2024-12-10,1.2569201939421564
2024-12-11,1.3287442050245653
2024-12-12,1.1850961828597475
2024-12-13,1.1850961828597475
2024-12-14,2.226544343554677
2024-12-15,2.154720332472268
2024-12-16,1.4723922271893832
2024-12-17,1.5083042327305876
2024-12-18,1.616040249354201
2024-12-19,1.4723922271893832
2024-12-20,1.544216238271792
2024-12-21,1.6519522548954055
2024-12-22,1.6878642604366099
2024-12-23,1.7956002770602233
2024-12-24,1.759688271519019
2024-12-25,2.1906323380134727
2024-12-26,1.8315122826014278
2024-12-27,1.2928321994833607
2024-12-28,1.8315122826014278
2024-12-29,2.5856643989667214
2024-12-30,2.0110723103074504
2024-12-31,2.477928382343108
2025-01-01,1.8674242881426322
2025-01-02,2.5138403878843127
2025-01-03,3.0525204710023797
2025-01-04,2.837048437755153
2025-01-05,2.154720332472268
2025-01-06,2.0469843158486545
2025-01-07,1.7956002770602233
2025-01-08,1.6878642604366099
2025-01-09,1.8315122826014278
2025-01-10,1.8674242881426322
2025-01-11,3.4834645374968334
2025-01-12,2.5138403878843127
2025-01-13,1.4364802216481787
2025-01-14,1.4364802216481787
2025-01-15,2.226544343554677
2025-01-16,1.544216238271792
2025-01-17,1.544216238271792
2025-01-18,2.406104371260699
2025-01-19,2.1906323380134727
2025-01-20,2.5138403878843127
2025-01-21,1.7237762659778144
2025-01-22,1.5801282438129967
2025-01-23,1.3287442050245653
2025-01-24,1.3646562105657698
2025-01-25,2.2624563490958813
2025-01-26,2.1188083269310636
2025-01-27,1.4364802216481787
2025-01-28,1.0414481606949295
2025-01-29,1.2928321994833607
2025-01-30,1.3646562105657698
2025-01-31,1.5083042327305876
2025-02-01,2.0469843158486545
2025-02-02,2.693400415590335
2025-02-03,1.4364802216481787
2025-02-04,1.5083042327305876
2025-02-05,1.3646562105657698
2025-02-06,1.4005682161069741
2025-02-07,1.5083042327305876
2025-02-08,2.1188083269310636
2025-02-09,1.9392482992250413
2025-02-10,1.149184177318543
2025-02-11,1.3287442050245653
2025-02-12,1.4005682161069741
2025-02-13,1.4005682161069741
2025-02-14,1.7956002770602233
2025-02-15,2.370192365719495
2025-02-16,2.2624563490958813
2025-02-17,1.8674242881426322
2025-02-18,1.6519522548954055
2025-02-19,1.5801282438129967
2025-02-20,1.6878642604366099
2025-02-21,1.3646562105657698
2025-02-22,2.0110723103074504
2025-02-23,2.1906323380134727
2025-02-24,1.7237762659778144
2025-02-25,1.5083042327305876
2025-02-26,1.544216238271792
2025-02-27,1.1850961828597475
2025-02-28,1.2210081884009518
2025-03-01,1.9392482992250413
2025-03-02,2.5138403878843127
2025-03-03,1.5083042327305876
2025-03-04,1.1850961828597475
2025-03-05,1.4723922271893832
2025-03-06,1.4723922271893832
2025-03-07,1.3287442050245653
2025-03-08,1.8315122826014278
2025-03-09,2.0110723103074504
2025-03-10,1.4364802216481787
2025-03-11,1.2569201939421564
2025-03-12,1.4364802216481787
2025-03-13,1.4723922271893832
2025-03-14,1.616040249354201
2025-03-15,1.8674242881426322
2025-03-16,1.8674242881426322
2025-03-17,1.2210081884009518
2025-03-18,1.3646562105657698
2025-03-19,1.2210081884009518
2025-03-20,1.0055361551537252
2025-03-21,0.8978001385301116
2025-03-22,1.2928321994833607
2025-03-23,1.9392482992250413
2025-03-24,1.1132721717773384
2025-03-25,1.0414481606949295
2025-03-26,1.5083042327305876
2025-03-27,1.4723922271893832
2025-03-28,1.2928321994833607
2025-03-29,1.6519522548954055
2025-03-30,1.9033362936838367
2025-03-31,1.5801282438129967
2025-04-01,2.298368354637086
2025-04-02,1.3646562105657698
2025-04-03,1.2928321994833607
2025-04-04,1.149184177318543
2025-04-05,1.9033362936838367
2025-04-06,1.2928321994833607
2025-04-07,1.2928321994833607
2025-04-08,1.3646562105657698
2025-04-09,1.149184177318543
2025-04-10,0.8978001385301116
2025-04-11,1.1850961828597475
2025-04-12,1.5083042327305876
2025-04-13,1.7237762659778144
2025-04-14,1.2928321994833607
2025-04-15,1.0342657595866886
2025-04-16,0.9337121440713161
2025-04-17,1.2174169878468315
2025-04-18,1.0163097568160864
2025-04-19,1.317970603362204
2025-04-20,1.2407597914486144
2025-04-21,1.2407597914486144
2025-04-22,0.8924133376989309
2025-04-23,0.8924133376989309
2025-04-24,0.9337121440713161
2025-04-25,0.7326049130405712
2025-04-26,1.2587157942192166
2025-04-27,1.1994609850762292
2025-04-28,0.9337121440713161
2025-04-29,0.9157561413007138
2025-04-30,0.8511145313265458
2025-05-01,0.8331585285559436
2025-05-02,1.2407597914486144
2025-05-03,1.5011218316223467
2025-05-04,1.7668706726272598
2025-05-05,1.0163097568160864
2025-05-06,1.2174169878468315
2025-05-07,1.0755645659590738
2025-05-08,1.158162178703844
2025-05-09,1.0576085631884715
2025-05-10,1.4005682161069741
2025-05-11,1.5424206379947318
2025-05-12,1.317970603362204
2025-05-13,1.116863372331459
2025-05-14,0.9337121440713161
2025-05-15,1.0270833584784478
2025-05-16,0.9803977512748819
2025-05-17,1.44725382331054
2025-05-18,1.7740530737355007
2025-05-19,1.0270833584784478
2025-05-20,1.0737689656820135
2025-05-21,0.9803977512748819
2025-05-22,0.9803977512748819
2025-05-23,1.0737689656820135
2025-05-24,1.5406250377176716
2025-05-25,1.680681859328369
2025-05-26,1.7740530737355007
2025-05-27,1.1204545728855795
2025-05-28,1.1204545728855795
2025-05-29,1.1671401800891452
2025-05-30,1.0737689656820135
2025-05-31,1.44725382331054
2025-06-01,1.5406250377176716
2025-06-02,0.9337121440713161
2025-06-03,1.0737689656820135
2025-06-04,1.0270833584784478
2025-06-05,1.1204545728855795
2025-06-06,1.0737689656820135
2025-06-07,1.1671401800891452
2025-06-08,1.4939394305141058
2025-06-09,1.0737689656820135
2025-06-10,0.9803977512748819
2025-06-11,1.0270833584784478
2025-06-12,0.7469697152570529
2025-06-13,1.0737689656820135
2025-06-14,1.2605113944962767
2025-06-15,1.44725382331054
2025-06-16,1.0270833584784478
2025-06-17,1.1204545728855795
2025-06-18,0.8403409296641845
2025-06-19,1.1671401800891452
2025-06-20,1.0270833584784478
2025-06-21,1.3538826089034084
2025-06-22,1.5406250377176716
2025-06-23,1.0737689656820135
2025-06-24,0.9803977512748819
2025-06-25,0.9803977512748819
2025-06-26,1.2605113944962767
2025-06-27,1.3538826089034084
2025-06-28,1.3071970016998427
2025-06-29,1.5406250377176716
2025-06-30,0.9803977512748819
2025-07-01,1.0270833584784478
2025-07-02,0.8870265368677503
2025-07-03,1.0737689656820135
2025-07-04,1.3538826089034084
2025-07-05,1.6339962521248033
2025-07-06,1.6339962521248033
2025-07-07,1.213825787292711
2025-07-08,1.3071970016998427
2025-07-09,0.7002841080534871
2025-07-10,1.0270833584784478
2025-07-11,0.8870265368677503
2025-07-12,1.3071970016998427
2025-07-13,1.727367466531935
2025-07-14,1.3071970016998427
2025-07-15,1.3071970016998427
2025-07-16,1.1204545728855795
2025-07-17,1.3071970016998427
2025-07-18,1.3071970016998427
2025-07-19,1.5873106449212375
2025-07-20,1.5873106449212375
2025-07-21,1.4005682161069741
2025-07-22,1.3071970016998427
2025-07-23,1.4939394305141058
2025-07-24,1.4005682161069741
2025-07-25,1.680681859328369
2025-07-26,2.2875947529747247
2025-07-27,2.240909145771159
2025-07-28,1.8207386809390664
2025-07-29,1.727367466531935
2025-07-30,1.8674242881426322
2025-07-31,1.9141098953461981
2025-08-01,2.1008523241604613
2025-08-02,4.201704648320923
2025-08-03,4.668560720356581
2025-08-04,3.3146781114531723
2025-08-05,3.594791754674567
2025-08-06,2.6143940033996853
2025-08-07,2.661079610603251
2025-08-08,2.707765217806817
2025-08-09,2.8011364322139483
2025-08-10,3.3146781114531723
2025-08-11,2.661079610603251
2025-08-12,2.380965967381856
2025-08-13,2.4743371817889876
2025-08-14,2.1008523241604613
2025-08-15,1.727367466531935
2025-08-16,2.7544508250103825
2025-08-17,2.661079610603251
2025-08-18,1.7740530737355007
2025-08-19,1.4939394305141058
2025-08-20,1.7740530737355007
2025-08-21,1.3538826089034084
2025-08-22,1.44725382331054
2025-08-23,1.8674242881426322
2025-08-24,2.194223538567593
2025-08-25,2.00748110975333
2025-08-26,1.5873106449212375
2025-08-27,1.213825787292711
2025-08-28,1.3538826089034084
2025-08-29,1.1204545728855795
2025-08-30,2.0541667169568956
2025-08-31,2.1008523241604613
2025-09-01,1.9607955025497639
2025-09-02,1.44725382331054
2025-09-03,0.9803977512748819
2025-09-04,1.0737689656820135
2025-09-05,1.0737689656820135
2025-09-06,1.4005682161069741
2025-09-07,2.0541667169568956
2025-09-08,1.3071970016998427
2025-09-09,1.1204545728855795
2025-09-10,1.1204545728855795
2025-09-11,1.1671401800891452
2025-09-12,1.0737689656820135
2025-09-13,1.4005682161069741
2025-09-14,1.5873106449212375
2025-09-15,1.213825787292711
2025-09-16,1.0270833584784478
2025-09-17,1.213825787292711
2025-09-18,0.9803977512748819
2025-09-19,1.1204545728855795
2025-09-20,1.2605113944962767
2025-09-21,1.727367466531935
2025-09-22,1.1204545728855795
2025-09-23,0.8403409296641845
2025-09-24,1.1204545728855795
2025-09-25,1.1204545728855795
2025-09-26,0.9803977512748819
2025-09-27,1.44725382331054
2025-09-28,1.727367466531935
2025-09-29,1.3538826089034084
2025-09-30,1.1204545728855795
2025-10-01,1.0270833584784478
2025-10-02,1.1671401800891452
2025-10-03,0.9337121440713161
2025-10-04,1.1671401800891452
2025-10-05,1.5873106449212375
2025-10-06,1.1204545728855795
2025-10-07,0.8403409296641845
2025-10-08,0.9803977512748819
2025-10-09,0.9803977512748819
2025-10-10,1.1204545728855795
2025-10-11,1.213825787292711
2025-10-12,1.4005682161069741
2025-10-13,0.9803977512748819
2025-10-14,0.9803977512748819
2025-10-15,0.7936553224606188
2025-10-16,0.7936553224606188
2025-10-17,0.9803977512748819
2025-10-18,1.3538826089034084
2025-10-19,1.2605113944962767
2025-10-20,0.9803977512748819
2025-10-21,0.9337121440713161
2025-10-22,0.8870265368677503
2025-10-23,0.8403409296641845
2025-10-24,1.0270833584784478
2025-10-25,1.0737689656820135
2025-10-26,1.3071970016998427
2025-10-27,0.9337121440713161
2025-10-28,0.7002841080534871
2025-10-29,0.8403409296641845
2025-10-30,0.8870265368677503
2025-10-31,0.9337121440713161
2025-11-01,0.8870265368677503
2025-11-02,1.1671401800891452
2025-11-03,0.9337121440713161
2025-11-04,0.9803977512748819
2025-11-05,0.7469697152570529
2025-11-06,0.9337121440713161
2025-11-07,0.7469697152570529
2025-11-08,1.4939394305141058
2025-11-09,1.44725382331054
2025-11-10,1.0737689656820135
2025-11-11,1.213825787292711
2025-11-12,1.1204545728855795
2025-11-13,0.9803977512748819
2025-11-14,0.8870265368677503
2025-11-15,1.1671401800891452
2025-11-16,1.3071970016998427
2025-11-17,1.0270833584784478
2025-11-18,1.1204545728855795
2025-11-19,1.213825787292711
2025-11-20,1.3071970016998427
2025-11-21,0.8403409296641845
2025-11-22,1.2605113944962767
2025-11-23,1.6339962521248033
2025-11-24,1.3071970016998427
2025-11-25,1.2605113944962767
2025-11-26,1.2605113944962767
2025-11-27,1.2605113944962767
2025-11-28,1.0270833584784478
2025-11-29,1.213825787292711
2025-11-30,1.6339962521248033
2025-12-01,0.8870265368677503
2025-12-02,0.9337121440713161
2025-12-03,0.7936553224606188
2025-12-04,0.8403409296641845
2025-12-05,0.8870265368677503
2025-12-06,1.0737689656820135
2025-12-07,1.213825787292711
2025-12-08,0.9337121440713161
2025-12-09,0.8870265368677503
2025-12-10,0.8403409296641845
2025-12-11,0.9726912754446282
2025-12-12,0.8723954015958193
2025-12-13,1.3972175744416464
2025-12-14,1.597809322139264
2025-12-15,1.173283023142246
2025-12-16,1.2969217005928377
2025-12-17,1.09632995289522
2025-12-18,1.173283023142246
2025-12-19,1.2735788969910546
2025-12-20,1.520856251892238
2025-12-21,1.3738747708398635
2025-12-22,1.2969217005928377
2025-12-23,1.3738747708398635
2025-12-24,1.597809322139264
2025-12-25,1.4741706446886722
2025-12-26,1.2735788969910546
2025-12-27,1.8450866770404475
2025-12-28,1.4741706446886722
2025-12-29,1.520856251892238
2025-12-30,1.3738747708398635
2025-12-31,1.4205603780434295
2026-01-01,1.7214479995898557
2026-01-02,1.497513448290455
2026-01-03,1.7214479995898557
2026-01-04,1.8217438734386646
2026-01-05,1.520856251892238
2026-01-06,1.3738747708398635
2026-01-07,1.173283023142246
2026-01-08,1.1966258267440288
2026-01-09,1.3972175744416464
2026-01-10,1.7155285326477767
2026-01-11,2.037190132519235
2026-01-12,1.3938669327763187
2026-01-13,1.1794258661953465
2026-01-14,1.1794258661953465
2026-01-15,1.3938669327763187
2026-01-16,1.1794258661953465
2026-01-17,1.8227490659382628
2026-01-18,1.9299695992287489
2026-01-19,1.7155285326477767
2026-01-20,1.2866463994858326
2026-01-21,1.2866463994858326
2026-01-22,1.2866463994858326
2026-01-23,1.2866463994858326
2026-01-24,1.9299695992287489
2026-01-25,2.251631199100207
2026-01-26,1.6083079993572906
2026-01-27,1.6083079993572906
2026-01-28,1.3938669327763187
2026-01-29,1.5010874660668045
2026-01-30,1.3938669327763187
2026-01-31,1.9299695992287489
2026-02-01,2.358851732390693
2026-02-02,1.3938669327763187
2026-02-03,1.3938669327763187
2026-02-04,1.5010874660668045
2026-02-05,1.1794258661953465
2026-02-06,1.3938669327763187
2026-02-07,1.6083079993572906
2026-02-08,1.5010874660668045
2026-02-09,1.0722053329048604
2026-02-10,0.9649847996143744
2026-02-11,1.0722053329048604
2026-02-12,1.0722053329048604
2026-02-13,1.1794258661953465
2026-02-14,1.3938669327763187
2026-02-15,2.144410665809721
2026-02-16,1.7155285326477767
2026-02-17,1.2866463994858326
2026-02-18,1.0722053329048604
2026-02-19,1.3938669327763187
2026-02-20,1.2866463994858326
2026-02-21,1.8227490659382628
2026-02-22,1.9299695992287489
2026-02-23,1.6083079993572906
2026-02-24,1.2866463994858326
2026-02-25,1.2866463994858326
2026-02-26,0.9649847996143744
2026-02-27,1.0722053329048604
2026-02-28,1.5010874660668045
2026-03-01,2.037190132519235
2026-03-02,1.1794258661953465
2026-03-03,1.0722053329048604
2026-03-04,1.1794258661953465
2026-03-05,1.2866463994858326
2026-03-06,1.2866463994858326
2026-03-07,1.6083079993572906
2026-03-08,2.144410665809721
2026-03-09,1.0722053329048604
2026-03-10,0.9649847996143744
2026-03-11,1.2866463994858326
2026-03-12,0.9649847996143744
2026-03-13,1.1794258661953465
2026-03-14,1.8227490659382628
2026-03-15,1.8227490659382628
2026-03-16,1.5010874660668045
2026-03-17,1.7155285326477767
2026-03-18,7.290996263753051
2026-03-19,9.864289062724716
2026-03-20,9.435406929562772
2026-03-21,10.400391729177146
2026-03-22,10.722053329048604
2026-03-23,7.183775730462565
2026-03-24,5.897129330976733
2026-03-25,5.253806131233816
2026-03-26,3.9671597317479836
2026-03-27,4.288821331619442
2026-03-28,4.932144531362358
2026-03-29,5.7899087976862464
2026-03-30,3.6454981318765256
2026-03-31,2.7877338655526374
2026-04-01,3.002174932133609
2026-04-02,2.7877338655526374
2026-04-03,2.7877338655526374
2026-04-04,3.7527186651670115
2026-04-05,3.7527186651670115
2026-04-06,3.2166159987145813
2026-04-07,2.037190132519235
2026-04-08,1.9299695992287489
2026-04-09,1.9299695992287489
2026-04-10,1.9299695992287489
2026-04-11,2.8949543988431232
2026-04-12,3.1093954654240954
2026-04-13,2.358851732390693
2026-04-14,2.037190132519235
2026-04-15,2.144410665809721
2026-04-16,1.8227490659382628
2026-04-17,1.7155285326477767
2026-04-18,3.1093954654240954
2026-04-19,2.8949543988431232
2026-04-20,1.8227490659382628
2026-04-21,1.6083079993572906
2026-04-22,1.2866463994858326
2026-04-23,1.1794258661953465
2026-04-24,1.1794258661953465
2026-04-25,2.251631199100207
2026-04-26,1.7155285326477767
2026-04-27,1.1794258661953465
2026-04-28,1.2866463994858326
2026-04-29,0.9649847996143744
2026-04-30,1.0722053329048604
2026-05-01,0.8577642663238884
2026-05-02,1.3938669327763187
2026-05-03,1.5010874660668045
2026-05-04,0.8577642663238884
2026-05-05,0.7505437330334023
2026-05-06,0.8577642663238884
2026-05-07,0.6433231997429163
2026-05-08,0.8577642663238884
2026-05-09,0.9649847996143744
2026-05-10,1.0722053329048604
2026-05-11,1.0722053329048604
2026-05-12,0.6433231997429163
2026-05-13,0.9649847996143744
2026-05-14,0.8577642663238884
2026-05-15,0.8577642663238884
2026-05-16,1.3938669327763187
2026-05-17,1.1794258661953465
2026-05-18,0.9649847996143744
2026-05-19,0.8577642663238884
2026-05-20,0.8577642663238884
2026-05-21,0.7505437330334023
2026-05-22,0.8577642663238884
2026-05-23,0.7505437330334023
2026-05-24,1.1794258661953465
2026-05-25,1.0722053329048604
2026-05-26,0.8577642663238884
2026-05-27,0.8577642663238884
2026-05-28,0.8577642663238884
2026-05-29,0.8577642663238884
2026-05-30,1.2866463994858326
2026-05-31,1.1794258661953465
