Time,jamie_lee_curtis
2025-01-28,17.770928402832418
2025-01-29,19.74547600314713
2025-01-30,19.74547600314713
2025-01-31,15.796380802517703
2025-02-01,21.72002360346184
2025-02-02,25.66911880409127
2025-02-03,17.770928402832418
2025-02-04,21.72002360346184
2025-02-05,17.770928402832418
2025-02-06,13.82183320220299
2025-02-07,17.770928402832418
2025-02-08,19.74547600314713
2025-02-09,17.770928402832418
2025-02-10,11.847285601888277
2025-02-11,15.796380802517703
2025-02-12,13.82183320220299
2025-02-13,15.796380802517703
2025-02-14,11.847285601888277
2025-02-15,23.694571203776555
2025-02-16,17.770928402832418
2025-02-17,15.796380802517703
2025-02-18,13.82183320220299
2025-02-19,15.796380802517703
2025-02-20,17.770928402832418
2025-02-21,25.66911880409127
2025-02-22,27.64366640440598
2025-02-23,17.770928402832418
2025-02-24,45.414594807238394
2025-02-25,25.66911880409127
2025-02-26,19.74547600314713
2025-02-27,15.796380802517703
2025-02-28,19.74547600314713
2025-03-01,29.61821400472069
2025-03-02,25.66911880409127
2025-03-03,21.72002360346184
2025-03-04,15.796380802517703
2025-03-05,13.82183320220299
2025-03-06,13.82183320220299
2025-03-07,13.82183320220299
2025-03-08,21.72002360346184
2025-03-09,21.72002360346184
2025-03-10,15.796380802517703
2025-03-11,13.82183320220299
2025-03-12,13.82183320220299
2025-03-13,15.796380802517703
2025-03-14,23.694571203776555
2025-03-15,35.541856805664835
2025-03-16,21.72002360346184
2025-03-17,15.796380802517703
2025-03-18,11.847285601888277
2025-03-19,15.796380802517703
2025-03-20,11.847285601888277
2025-03-21,13.82183320220299
2025-03-22,17.770928402832418
2025-03-23,21.72002360346184
2025-03-24,11.847285601888277
2025-03-25,11.847285601888277
2025-03-26,15.796380802517703
2025-03-27,11.847285601888277
2025-03-28,11.847285601888277
2025-03-29,17.770928402832418
2025-03-30,19.74547600314713
2025-03-31,11.847285601888277
2025-04-01,13.82183320220299
2025-04-02,15.796380802517703
2025-04-03,13.82183320220299
2025-04-04,13.82183320220299
2025-04-05,17.770928402832418
2025-04-06,15.796380802517703
2025-04-07,9.872738001573564
2025-04-08,11.847285601888277
2025-04-09,11.847285601888277
2025-04-10,9.872738001573564
2025-04-11,11.847285601888277
2025-04-12,15.796380802517703
2025-04-13,19.74547600314713
2025-04-14,9.872738001573564
2025-04-15,10.613193351691582
2025-04-16,11.600467151848939
2025-04-17,15.467289535798585
2025-04-18,11.600467151848939
2025-04-19,18.346838119590874
2025-04-20,22.213660503540517
2025-04-21,15.467289535798585
2025-04-22,14.480015735641228
2025-04-23,14.480015735641228
2025-04-24,11.600467151848939
2025-04-25,10.613193351691582
2025-04-26,18.346838119590874
2025-04-27,21.226386703383163
2025-04-28,11.600467151848939
2025-04-29,11.600467151848939
2025-04-30,10.613193351691582
2025-05-01,15.467289535798585
2025-05-02,11.600467151848939
2025-05-03,14.480015735641228
2025-05-04,15.467289535798585
2025-05-05,11.600467151848939
2025-05-06,14.480015735641228
2025-05-07,11.600467151848939
2025-05-08,11.600467151848939
2025-05-09,14.480015735641228
2025-05-10,18.346838119590874
2025-05-11,134.26923682140048
2025-05-12,100.45510916601103
2025-05-13,45.414594807238394
2025-05-14,45.414594807238394
2025-05-15,30.27639653815893
2025-05-16,18.92274783634933
2025-05-17,22.707297403619197
2025-05-18,22.707297403619197
2025-05-19,15.138198269079465
2025-05-20,22.707297403619197
2025-05-21,15.138198269079465
2025-05-22,15.138198269079465
2025-05-23,15.138198269079465
2025-05-24,22.707297403619197
2025-05-25,26.491846970889064
2025-05-26,26.491846970889064
2025-05-27,15.138198269079465
2025-05-28,15.138198269079465
2025-05-29,15.138198269079465
2025-05-30,18.92274783634933
2025-05-31,26.491846970889064
2025-06-01,22.707297403619197
2025-06-02,18.92274783634933
2025-06-03,18.92274783634933
2025-06-04,15.138198269079465
2025-06-05,15.138198269079465
2025-06-06,18.92274783634933
2025-06-07,26.491846970889064
2025-06-08,22.707297403619197
2025-06-09,18.92274783634933
2025-06-10,15.138198269079465
2025-06-11,18.92274783634933
2025-06-12,18.92274783634933
2025-06-13,18.92274783634933
2025-06-14,30.27639653815893
2025-06-15,18.92274783634933
2025-06-16,18.92274783634933
2025-06-17,18.92274783634933
2025-06-18,22.707297403619197
2025-06-19,18.92274783634933
2025-06-20,18.92274783634933
2025-06-21,18.92274783634933
2025-06-22,22.707297403619197
2025-06-23,15.138198269079465
2025-06-24,18.92274783634933
2025-06-25,15.138198269079465
2025-06-26,34.0609461054288
2025-06-27,34.0609461054288
2025-06-28,45.414594807238394
2025-06-29,49.199144374508265
2025-06-30,71.90644177812746
2025-07-01,56.768243509048
2025-07-02,30.27639653815893
2025-07-03,34.0609461054288
2025-07-04,37.84549567269866
2025-07-05,34.0609461054288
2025-07-06,37.84549567269866
2025-07-07,26.491846970889064
2025-07-08,26.491846970889064
2025-07-09,26.491846970889064
2025-07-10,30.27639653815893
2025-07-11,26.491846970889064
2025-07-12,41.63004523996853
2025-07-13,52.98369394177813
2025-07-14,41.63004523996853
2025-07-15,45.414594807238394
2025-07-16,34.0609461054288
2025-07-17,34.0609461054288
2025-07-18,41.63004523996853
2025-07-19,49.199144374508265
2025-07-20,49.199144374508265
2025-07-21,41.63004523996853
2025-07-22,45.414594807238394
2025-07-23,56.768243509048
2025-07-24,60.55279307631786
2025-07-25,64.33734264358773
2025-07-26,71.90644177812746
2025-07-27,90.82918961447679
2025-07-28,102.1828383162864
2025-07-29,109.75193745082612
2025-07-30,170.304730527144
2025-07-31,87.04464004720693
2025-08-01,60.55279307631786
2025-08-02,60.55279307631786
2025-08-03,71.90644177812746
2025-08-04,71.90644177812746
2025-08-05,60.55279307631786
2025-08-06,64.33734264358773
2025-08-07,60.55279307631786
2025-08-08,68.1218922108576
2025-08-09,94.61373918174665
2025-08-10,185.44292879622344
2025-08-11,132.45923485444533
2025-08-12,71.90644177812746
2025-08-13,79.4755409126672
2025-08-14,64.33734264358773
2025-08-15,64.33734264358773
2025-08-16,124.89013571990559
2025-08-17,287.62576711250983
2025-08-18,378.4549567269866
2025-08-19,329.25581235247836
2025-08-20,208.15022619984265
2025-08-21,147.59743312352478
2025-08-22,136.2437844217152
2025-08-23,128.67468528717546
2025-08-24,117.32103658536586
2025-08-25,83.26009047993706
2025-08-26,68.1218922108576
2025-08-27,68.1218922108576
2025-08-28,52.98369394177813
2025-08-29,64.33734264358773
2025-08-30,68.1218922108576
2025-08-31,71.90644177812746
2025-09-01,52.98369394177813
2025-09-02,49.199144374508265
2025-09-03,37.84549567269866
2025-09-04,75.69099134539732
2025-09-05,68.1218922108576
2025-09-06,56.768243509048
2025-09-07,52.98369394177813
2025-09-08,37.84549567269866
2025-09-09,34.0609461054288
2025-09-10,34.0609461054288
2025-09-11,34.0609461054288
2025-09-12,30.27639653815893
2025-09-13,45.414594807238394
2025-09-14,41.63004523996853
2025-09-15,49.199144374508265
2025-09-16,102.1828383162864
2025-09-17,87.04464004720693
2025-09-18,56.768243509048
2025-09-19,49.199144374508265
2025-09-20,41.63004523996853
2025-09-21,37.84549567269866
2025-09-22,37.84549567269866
2025-09-23,34.0609461054288
2025-09-24,30.27639653815893
2025-09-25,34.0609461054288
2025-09-26,34.0609461054288
2025-09-27,37.84549567269866
2025-09-28,37.84549567269866
2025-09-29,30.27639653815893
2025-09-30,26.491846970889064
2025-10-01,30.27639653815893
2025-10-02,34.0609461054288
2025-10-03,30.27639653815893
2025-10-04,52.98369394177813
2025-10-05,49.199144374508265
2025-10-06,41.63004523996853
2025-10-07,30.27639653815893
2025-10-08,34.0609461054288
2025-10-09,34.0609461054288
2025-10-10,37.84549567269866
2025-10-11,49.199144374508265
2025-10-12,64.33734264358773
2025-10-13,37.84549567269866
2025-10-14,37.84549567269866
2025-10-15,26.491846970889064
2025-10-16,26.491846970889064
2025-10-17,30.27639653815893
2025-10-18,41.63004523996853
2025-10-19,52.98369394177813
2025-10-20,34.0609461054288
2025-10-21,26.491846970889064
2025-10-22,30.27639653815893
2025-10-23,30.27639653815893
2025-10-24,26.491846970889064
2025-10-25,41.63004523996853
2025-10-26,56.768243509048
2025-10-27,34.0609461054288
2025-10-28,37.84549567269866
2025-10-29,52.98369394177813
2025-10-30,79.4755409126672
2025-10-31,90.82918961447679
2025-11-01,124.89013571990559
2025-11-02,52.98369394177813
2025-11-03,37.84549567269866
2025-11-04,22.707297403619197
2025-11-05,18.92274783634933
2025-11-06,22.707297403619197
2025-11-07,26.491846970889064
2025-11-08,34.0609461054288
2025-11-09,37.84549567269866
2025-11-10,26.491846970889064
2025-11-11,26.491846970889064
2025-11-12,22.707297403619197
2025-11-13,34.0609461054288
2025-11-14,34.0609461054288
2025-11-15,45.414594807238394
2025-11-16,45.414594807238394
2025-11-17,30.27639653815893
2025-11-18,22.707297403619197
2025-11-19,26.491846970889064
2025-11-20,26.491846970889064
2025-11-21,26.491846970889064
2025-11-22,52.98369394177813
2025-11-23,60.55279307631786
2025-11-24,41.63004523996853
2025-11-25,37.84549567269866
2025-11-26,60.55279307631786
2025-11-27,45.414594807238394
2025-11-28,52.98369394177813
2025-11-29,49.199144374508265
2025-11-30,52.98369394177813
2025-12-01,34.0609461054288
2025-12-02,60.55279307631786
2025-12-03,30.27639653815893
2025-12-04,30.27639653815893
2025-12-05,26.491846970889064
2025-12-06,37.84549567269866
2025-12-07,83.26009047993706
2025-12-08,34.0609461054288
2025-12-09,26.491846970889064
2025-12-10,26.491846970889064
2025-12-11,37.84549567269866
2025-12-12,71.84119092351935
2025-12-13,64.14159007976343
2025-12-14,48.742388392251556
2025-12-15,37.19298712661765
2025-12-16,34.64820379690171
2025-12-17,29.493386282861714
2025-12-18,41.69529609457663
2025-12-19,41.04278754849562
2025-12-20,50.047405484413574
2025-12-21,41.69529609457663
2025-12-22,34.64820379690171
2025-12-23,26.948602953145773
2025-12-24,44.89258797037358
2025-12-25,48.742388392251556
2025-12-26,45.54509651645459
2025-12-27,41.69529609457663
2025-12-28,37.84549567269866
2025-12-29,33.34318670473968
2025-12-30,41.04278754849562
2025-12-31,30.14589482894273
2026-01-01,33.34318670473968
2026-01-02,26.948602953145773
2026-01-03,33.34318670473968
2026-01-04,26.948602953145773
2026-01-05,22.44629398518679
2026-01-06,16.051710233592882
2026-01-07,19.249002109389835
2026-01-08,19.901510655470847
2026-01-09,18.596493563308826
2026-01-10,24.795324751078432
2026-01-11,26.100341843240457
2026-01-12,18.270239290268318
2026-01-13,15.660205105944273
2026-01-14,16.965222198106297
2026-01-15,18.270239290268318
2026-01-16,16.965222198106297
2026-01-17,19.575256382430343
2026-01-18,23.49030765891641
2026-01-19,20.880273474592364
2026-01-20,16.965222198106297
2026-01-21,18.270239290268318
2026-01-22,16.965222198106297
2026-01-23,20.880273474592364
2026-01-24,24.795324751078432
2026-01-25,24.795324751078432
2026-01-26,109.62143574160991
2026-01-27,19.575256382430343
2026-01-28,16.965222198106297
2026-01-29,18.270239290268318
2026-01-30,20.880273474592364
2026-01-31,24.795324751078432
2026-02-01,30.015393119726525
2026-02-02,28.7103760275645
2026-02-03,41.76054694918473
2026-02-04,35.23546148837462
2026-02-05,30.015393119726525
2026-02-06,27.40535893540248
2026-02-07,30.015393119726525
2026-02-08,28.7103760275645
2026-02-09,14.35518801378225
2026-02-10,18.270239290268318
2026-02-11,15.660205105944273
2026-02-12,16.965222198106297
2026-02-13,19.575256382430343
2026-02-14,23.49030765891641
2026-02-15,27.40535893540248
2026-02-16,20.880273474592364
2026-02-17,19.575256382430343
2026-02-18,16.965222198106297
2026-02-19,15.660205105944273
2026-02-20,14.35518801378225
2026-02-21,30.015393119726525
2026-02-22,24.795324751078432
2026-02-23,16.965222198106297
2026-02-24,27.40535893540248
2026-02-25,33.93044439621259
2026-02-26,18.270239290268318
2026-02-27,23.49030765891641
2026-02-28,24.795324751078432
2026-03-01,26.100341843240457
2026-03-02,36.540478580536636
2026-03-03,58.725769147291025
2026-03-04,32.62542730405057
2026-03-05,37.84549567269866
2026-03-06,28.7103760275645
2026-03-07,35.23546148837462
2026-03-08,52.200683686480915
2026-03-09,30.015393119726525
2026-03-10,23.49030765891641
2026-03-11,60.03078623945305
2026-03-12,73.08095716107327
2026-03-13,73.08095716107327
2026-03-14,86.13112808269351
2026-03-15,95.26624772782766
2026-03-16,60.03078623945305
2026-03-17,52.200683686480915
2026-03-18,39.150512764860686
2026-03-19,54.81071787080496
2026-03-20,43.065564041346754
2026-03-21,53.50570077864293
2026-03-22,62.64082042377709
2026-03-23,43.065564041346754
2026-03-24,33.93044439621259
2026-03-25,28.7103760275645
2026-03-26,24.795324751078432
2026-03-27,30.015393119726525
2026-03-28,33.93044439621259
2026-03-29,36.540478580536636
2026-03-30,31.320410211888547
2026-03-31,26.100341843240457
2026-04-01,24.795324751078432
2026-04-02,35.23546148837462
2026-04-03,37.84549567269866
2026-04-04,36.540478580536636
2026-04-05,40.455529857022704
2026-04-06,36.540478580536636
2026-04-07,20.880273474592364
2026-04-08,23.49030765891641
2026-04-09,26.100341843240457
2026-04-10,22.185290566754386
2026-04-11,26.100341843240457
2026-04-12,26.100341843240457
2026-04-13,20.880273474592364
2026-04-14,20.880273474592364
2026-04-15,22.185290566754386
2026-04-16,16.965222198106297
2026-04-17,28.7103760275645
2026-04-18,26.100341843240457
2026-04-19,23.49030765891641
2026-04-20,23.49030765891641
2026-04-21,20.880273474592364
2026-04-22,20.880273474592364
2026-04-23,16.965222198106297
2026-04-24,15.660205105944273
2026-04-25,22.185290566754386
2026-04-26,20.880273474592364
2026-04-27,15.660205105944273
2026-04-28,18.270239290268318
2026-04-29,16.965222198106297
2026-04-30,14.35518801378225
2026-05-01,16.965222198106297
2026-05-02,15.660205105944273
2026-05-03,23.49030765891641
2026-05-04,20.880273474592364
2026-05-05,14.35518801378225
2026-05-06,16.965222198106297
2026-05-07,15.660205105944273
2026-05-08,13.050170921620229
2026-05-09,19.575256382430343
2026-05-10,24.795324751078432
2026-05-11,15.660205105944273
2026-05-12,20.880273474592364
2026-05-13,11.745153829458205
2026-05-14,15.660205105944273
2026-05-15,14.35518801378225
2026-05-16,16.965222198106297
2026-05-17,14.35518801378225
2026-05-18,10.440136737296182
2026-05-19,11.745153829458205
2026-05-20,13.050170921620229
2026-05-21,11.745153829458205
2026-05-22,11.745153829458205
2026-05-23,20.880273474592364
2026-05-24,16.965222198106297
2026-05-25,15.660205105944273
2026-05-26,14.35518801378225
2026-05-27,11.745153829458205
2026-05-28,11.745153829458205
2026-05-29,11.745153829458205
2026-05-30,82.21607680620744
2026-05-31,130.50170921620227
