Time,wordle
2025-12-11,73
2025-12-12,69
2025-12-13,55
2025-12-14,48
2025-12-15,73
2025-12-16,81
2025-12-17,76
2025-12-18,75
2025-12-19,100
2025-12-20,72
2025-12-21,62
2025-12-22,64
2025-12-23,58
2025-12-24,56
2025-12-25,57
2025-12-26,54
2025-12-27,62
2025-12-28,65
2025-12-29,60
2025-12-30,60
2025-12-31,53
2026-01-01,57
2026-01-02,55
2026-01-03,59
2026-01-04,57
2026-01-05,65
2026-01-06,89
2026-01-07,78
2026-01-08,72
2026-01-09,80
2026-01-10,53
2026-01-11,62
2026-01-12,73
2026-01-13,82
2026-01-14,79
2026-01-15,77
2026-01-16,74
2026-01-17,57
2026-01-18,64
2026-01-19,62
2026-01-20,75
2026-01-21,80
2026-01-22,74
2026-01-23,69
2026-01-24,58
2026-01-25,52
2026-01-26,62
2026-01-27,69
2026-01-28,69
2026-01-29,69
2026-01-30,75
2026-01-31,58
2026-02-01,52
2026-02-02,73
2026-02-03,79
2026-02-04,77
2026-02-05,69
2026-02-06,74
2026-02-07,53
2026-02-08,57
2026-02-09,69
2026-02-10,73
2026-02-11,81
2026-02-12,77
2026-02-13,69
2026-02-14,48
2026-02-15,50
2026-02-16,53
2026-02-17,72
2026-02-18,82
2026-02-19,75
2026-02-20,70
2026-02-21,56
2026-02-22,61
2026-02-23,73
2026-02-24,82
2026-02-25,76
2026-02-26,80
2026-02-27,83
2026-02-28,63
2026-03-01,56
2026-03-02,69
2026-03-03,75
2026-03-04,83
2026-03-05,82
2026-03-06,84
2026-03-07,58
2026-03-08,56
2026-03-09,75
2026-03-10,78
2026-03-11,78
2026-03-12,75
2026-03-13,82
2026-03-14,64
2026-03-15,51
2026-03-16,72
2026-03-17,69
2026-03-18,75
2026-03-19,78
2026-03-20,74
2026-03-21,53
2026-03-22,53
2026-03-23,78
2026-03-24,79
2026-03-25,79
2026-03-26,86
2026-03-27,85
2026-03-28,58
2026-03-29,54
2026-03-30,71
2026-03-31,70
2026-04-01,75
2026-04-02,72
2026-04-03,59
2026-04-04,51
2026-04-05,60
2026-04-06,65
2026-04-07,72
2026-04-08,75
2026-04-09,69
2026-04-10,79
2026-04-11,49
2026-04-12,55
2026-04-13,83
2026-04-14,86
2026-04-15,82
2026-04-16,86
2026-04-17,83
2026-04-18,55
2026-04-19,51
2026-04-20,81
2026-04-21,76
2026-04-22,76
2026-04-23,86
2026-04-24,76
2026-04-25,54
2026-04-26,53
2026-04-27,94
2026-04-28,89
2026-04-29,85
2026-04-30,77
2026-05-01,76
2026-05-02,46
2026-05-03,52
2026-05-04,77
2026-05-05,78
2026-05-06,83
2026-05-07,79
2026-05-08,93
2026-05-09,53
2026-05-10,59
2026-05-11,91
2026-05-12,86
2026-05-13,87
2026-05-14,92
2026-05-15,79
2026-05-16,55
2026-05-17,63
2026-05-18,79
2026-05-19,74
2026-05-20,73
2026-05-21,81
2026-05-22,71
2026-05-23,55
2026-05-24,56
2026-05-25,60
2026-05-26,68
2026-05-27,66
2026-05-28,70
2026-05-29,66
2026-05-30,52
2026-05-31,61
