Time,detroit_lions
2024-12-16,110.0
2024-12-17,30.0
2024-12-18,20.0
2024-12-19,20.0
2024-12-20,20.0
2024-12-21,25.0
2024-12-22,135.0
2024-12-23,40.0
2024-12-24,30.0
2024-12-25,30.0
2024-12-26,30.0
2024-12-27,30.0
2024-12-28,25.0
2024-12-29,50.0
2024-12-30,75.0
2024-12-31,220.0
2025-01-01,30.0
2025-01-02,25.0
2025-01-03,25.0
2025-01-04,30.0
2025-01-05,70.0
2025-01-06,255.0
2025-01-07,35.0
2025-01-08,25.0
2025-01-09,20.0
2025-01-10,20.0
2025-01-11,25.0
2025-01-12,35.0
2025-01-13,50.0
2025-01-14,35.0
2025-01-15,25.0
2025-01-16,25.0
2025-01-17,35.0
2025-01-18,85.0
2025-01-19,500.0
2025-01-20,35.0
2025-01-21,20.0
2025-01-22,15.0
2025-01-23,15.0
2025-01-24,15.0
2025-01-25,15.0
2025-01-26,15.0
2025-01-27,15.0
2025-01-28,10.0
2025-01-29,10.0
2025-01-30,10.0
2025-01-31,10.0
2025-02-01,10.0
2025-02-02,10.0
2025-02-03,10.0
2025-02-04,10.0
2025-02-05,5.0
2025-02-06,5.0
2025-02-07,10.0
2025-02-08,5.0
2025-02-09,10.0
2025-02-10,10.0
2025-02-11,5.0
2025-02-12,5.0
2025-02-13,5.0
2025-02-14,5.0
2025-02-15,5.0
2025-02-16,5.0
2025-02-17,5.0
2025-02-18,5.0
2025-02-19,5.0
2025-02-20,5.0
2025-02-21,5.0
2025-02-22,5.0
2025-02-23,5.0
2025-02-24,5.0
2025-02-25,5.0
2025-02-26,5.0
2025-02-27,5.0
2025-02-28,5.0
2025-03-01,5.0
2025-03-02,5.0
2025-03-03,5.0
2025-03-04,5.0
2025-03-05,10.0
2025-03-06,10.0
2025-03-07,10.0
2025-03-08,10.0
2025-03-09,10.0
2025-03-10,20.0
2025-03-11,15.0
2025-03-12,15.0
2025-03-13,15.0
2025-03-14,10.0
2025-03-15,10.0
2025-03-16,10.0
2025-03-17,10.0
2025-03-18,10.0
2025-03-19,10.0
2025-03-20,10.0
2025-03-21,5.0
2025-03-22,5.0
2025-03-23,5.0
2025-03-24,5.0
2025-03-25,5.0
2025-03-26,5.0
2025-03-27,5.0
2025-03-28,5.0
2025-03-29,5.0
2025-03-30,5.0
2025-03-31,5.0
2025-04-01,5.0
2025-04-02,5.0
2025-04-03,5.0
2025-04-04,5.0
2025-04-05,5.0
2025-04-06,5.0
2025-04-07,5.0
2025-04-08,5.0
2025-04-09,5.0
2025-04-10,5.0
2025-04-11,5.0
2025-04-12,5.0
2025-04-13,5.0
2025-04-14,5.0
2025-04-15,4.166666666666667
2025-04-16,5.0
2025-04-17,5.0
2025-04-18,5.0
2025-04-19,4.166666666666667
2025-04-20,5.0
2025-04-21,5.0
2025-04-22,5.0
2025-04-23,5.0
2025-04-24,9.166666666666668
2025-04-25,22.5
2025-04-26,35.0
2025-04-27,17.5
2025-04-28,9.166666666666668
2025-04-29,8.333333333333334
2025-04-30,5.0
2025-05-01,5.0
2025-05-02,5.0
2025-05-03,5.0
2025-05-04,5.0
2025-05-05,5.0
2025-05-06,5.0
2025-05-07,4.166666666666667
2025-05-08,5.0
2025-05-09,5.0
2025-05-10,5.0
2025-05-11,5.0
2025-05-12,5.0
2025-05-13,8.333333333333334
2025-05-14,12.5
2025-05-15,15.0
2025-05-16,6.666666666666667
2025-05-17,5.0
2025-05-18,5.0
2025-05-19,5.0
2025-05-20,5.0
2025-05-21,5.0
2025-05-22,5.0
2025-05-23,3.3333333333333335
2025-05-24,5.0
2025-05-25,5.0
2025-05-26,5.0
2025-05-27,5.0
2025-05-28,5.0
2025-05-29,3.3333333333333335
2025-05-30,5.0
2025-05-31,3.3333333333333335
2025-06-01,5.0
2025-06-02,6.666666666666667
2025-06-03,5.0
2025-06-04,5.0
2025-06-05,5.0
2025-06-06,5.0
2025-06-07,3.3333333333333335
2025-06-08,5.0
2025-06-09,5.0
2025-06-10,5.0
2025-06-11,5.0
2025-06-12,5.0
2025-06-13,3.3333333333333335
2025-06-14,5.0
2025-06-15,5.0
2025-06-16,3.3333333333333335
2025-06-17,3.3333333333333335
2025-06-18,3.3333333333333335
2025-06-19,3.3333333333333335
2025-06-20,3.3333333333333335
2025-06-21,3.3333333333333335
2025-06-22,3.3333333333333335
2025-06-23,3.3333333333333335
2025-06-24,3.3333333333333335
2025-06-25,3.3333333333333335
2025-06-26,5.0
2025-06-27,3.3333333333333335
2025-06-28,3.3333333333333335
2025-06-29,5.0
2025-06-30,3.3333333333333335
2025-07-01,5.0
2025-07-02,5.0
2025-07-03,3.3333333333333335
2025-07-04,3.3333333333333335
2025-07-05,3.3333333333333335
2025-07-06,3.3333333333333335
2025-07-07,5.0
2025-07-08,5.0
2025-07-09,5.0
2025-07-10,5.0
2025-07-11,5.0
2025-07-12,5.0
2025-07-13,5.0
2025-07-14,5.0
2025-07-15,5.0
2025-07-16,5.0
2025-07-17,6.666666666666667
2025-07-18,5.0
2025-07-19,5.0
2025-07-20,6.666666666666667
2025-07-21,6.666666666666667
2025-07-22,6.666666666666667
2025-07-23,6.666666666666667
2025-07-24,6.666666666666667
2025-07-25,6.666666666666667
2025-07-26,8.333333333333334
2025-07-27,6.666666666666667
2025-07-28,8.333333333333334
2025-07-29,8.333333333333334
2025-07-30,8.333333333333334
2025-07-31,21.666666666666668
2025-08-01,40.0
2025-08-02,10.0
2025-08-03,10.0
2025-08-04,8.333333333333334
2025-08-05,8.333333333333334
2025-08-06,8.333333333333334
2025-08-07,8.333333333333334
2025-08-08,18.333333333333336
2025-08-09,63.333333333333336
2025-08-10,18.333333333333336
2025-08-11,10.0
2025-08-12,8.333333333333334
2025-08-13,8.333333333333334
2025-08-14,10.0
2025-08-15,10.0
2025-08-16,28.333333333333336
2025-08-17,13.333333333333334
2025-08-18,10.0
2025-08-19,10.0
2025-08-20,8.333333333333334
2025-08-21,10.0
2025-08-22,10.0
2025-08-23,25.0
2025-08-24,16.666666666666668
2025-08-25,15.0
2025-08-26,16.666666666666668
2025-08-27,16.666666666666668
2025-08-28,15.0
2025-08-29,13.333333333333334
2025-08-30,13.333333333333334
2025-08-31,16.666666666666668
2025-09-01,13.333333333333334
2025-09-02,11.666666666666668
2025-09-03,11.666666666666668
2025-09-04,11.666666666666668
2025-09-05,15.0
2025-09-06,15.0
2025-09-07,93.33333333333334
2025-09-08,26.666666666666668
2025-09-09,13.333333333333334
2025-09-10,10.0
2025-09-11,8.333333333333334
2025-09-12,11.666666666666668
2025-09-13,11.666666666666668
2025-09-14,98.33333333333334
2025-09-15,23.333333333333336
2025-09-16,13.333333333333334
2025-09-17,10.0
2025-09-18,10.0
2025-09-19,10.0
2025-09-20,11.666666666666668
2025-09-21,28.333333333333336
2025-09-22,40.0
2025-09-23,125.0
2025-09-24,16.666666666666668
2025-09-25,11.666666666666668
2025-09-26,13.333333333333334
2025-09-27,15.0
2025-09-28,90.0
2025-09-29,25.0
2025-09-30,13.333333333333334
2025-10-01,11.666666666666668
2025-10-02,10.0
2025-10-03,11.666666666666668
2025-10-04,15.0
2025-10-05,101.66666666666667
2025-10-06,26.666666666666668
2025-10-07,15.0
2025-10-08,13.333333333333334
2025-10-09,11.666666666666668
2025-10-10,13.333333333333334
2025-10-11,16.666666666666668
2025-10-12,51.66666666666667
2025-10-13,116.66666666666667
2025-10-14,15.0
2025-10-15,11.666666666666668
2025-10-16,10.0
2025-10-17,10.0
2025-10-18,13.333333333333334
2025-10-19,28.333333333333336
2025-10-20,51.66666666666667
2025-10-21,88.33333333333334
2025-10-22,13.333333333333334
2025-10-23,10.0
2025-10-24,10.0
2025-10-25,10.0
2025-10-26,28.333333333333336
2025-10-27,15.0
2025-10-28,11.666666666666668
2025-10-29,10.0
2025-10-30,11.666666666666668
2025-10-31,10.0
2025-11-01,15.0
2025-11-02,91.66666666666667
2025-11-03,20.0
2025-11-04,18.333333333333336
2025-11-05,11.666666666666668
2025-11-06,10.0
2025-11-07,10.0
2025-11-08,13.333333333333334
2025-11-09,68.33333333333334
2025-11-10,35.0
2025-11-11,15.0
2025-11-12,10.0
2025-11-13,10.0
2025-11-14,11.666666666666668
2025-11-15,13.333333333333334
2025-11-16,40.0
2025-11-17,95.0
2025-11-18,11.666666666666668
2025-11-19,10.0
2025-11-20,10.0
2025-11-21,11.666666666666668
2025-11-22,13.333333333333334
2025-11-23,101.66666666666667
2025-11-24,26.666666666666668
2025-11-25,15.0
2025-11-26,18.333333333333336
2025-11-27,166.66666666666669
2025-11-28,28.333333333333336
2025-11-29,15.0
2025-11-30,16.666666666666668
2025-12-01,13.333333333333334
2025-12-02,11.666666666666668
2025-12-03,11.666666666666668
2025-12-04,31.666666666666668
2025-12-05,135.0
2025-12-06,16.666666666666668
2025-12-07,23.333333333333336
2025-12-08,18.333333333333336
2025-12-09,11.666666666666668
2025-12-10,11.666666666666668
2025-12-11,10.083732057416269
2025-12-12,10.083732057416269
2025-12-13,12.880116959064328
2025-12-14,61.33572567783095
2025-12-15,41.73312068048911
2025-12-16,11.481924508240299
2025-12-17,10.083732057416269
2025-12-18,10.083732057416269
2025-12-19,11.481924508240299
2025-12-20,13.444976076555026
2025-12-21,81.50318979266348
2025-12-22,68.05821371610847
2025-12-23,13.444976076555026
2025-12-24,13.444976076555026
2025-12-25,113.15257841573631
2025-12-26,71.41945773524722
2025-12-27,16.241360978203083
2025-12-28,15.408027644869751
2025-12-29,11.481924508240299
2025-12-30,8.120680489101542
2025-12-31,6.722488038277513
2026-01-01,6.722488038277513
2026-01-02,6.722488038277513
2026-01-03,8.120680489101542
2026-01-04,45.09436469962786
2026-01-05,26.889952153110052
2026-01-06,8.120680489101542
2026-01-07,8.68553960659224
2026-01-08,8.120680489101542
2026-01-09,8.120680489101542
2026-01-10,7.908027644869751
2026-01-11,10.167464114832537
2026-01-12,6.778309409888358
2026-01-13,7.908027644869751
2026-01-14,6.778309409888358
2026-01-15,5.648591174906965
2026-01-16,5.648591174906965
2026-01-17,5.648591174906965
2026-01-18,7.908027644869751
2026-01-19,10.167464114832537
2026-01-20,6.778309409888358
2026-01-21,4.518872939925572
2026-01-22,4.518872939925572
2026-01-23,4.518872939925572
2026-01-24,4.518872939925572
2026-01-25,4.518872939925572
2026-01-26,4.518872939925572
2026-01-27,4.518872939925572
2026-01-28,4.518872939925572
2026-01-29,4.518872939925572
2026-01-30,4.518872939925572
2026-01-31,3.389154704944179
2026-02-01,4.518872939925572
2026-02-02,3.389154704944179
2026-02-03,3.389154704944179
2026-02-04,3.389154704944179
2026-02-05,4.518872939925572
2026-02-06,4.518872939925572
2026-02-07,4.518872939925572
2026-02-08,4.518872939925572
2026-02-09,5.648591174906965
2026-02-10,4.518872939925572
2026-02-11,3.389154704944179
2026-02-12,3.389154704944179
2026-02-13,3.389154704944179
2026-02-14,3.389154704944179
2026-02-15,3.389154704944179
2026-02-16,3.389154704944179
2026-02-17,3.389154704944179
2026-02-18,3.389154704944179
2026-02-19,3.389154704944179
2026-02-20,3.389154704944179
2026-02-21,3.389154704944179
2026-02-22,3.389154704944179
2026-02-23,3.389154704944179
2026-02-24,4.518872939925572
2026-02-25,3.389154704944179
2026-02-26,3.389154704944179
2026-02-27,4.518872939925572
2026-02-28,3.389154704944179
2026-03-01,4.518872939925572
2026-03-02,10.167464114832537
2026-03-03,7.908027644869751
2026-03-04,5.648591174906965
2026-03-05,5.648591174906965
2026-03-06,6.778309409888358
2026-03-07,7.908027644869751
2026-03-08,5.648591174906965
2026-03-09,15.816055289739502
2026-03-10,15.816055289739502
2026-03-11,13.556618819776716
2026-03-12,11.29718234981393
2026-03-13,10.167464114832537
2026-03-14,9.037745879851144
2026-03-15,6.778309409888358
2026-03-16,6.778309409888358
2026-03-17,6.778309409888358
2026-03-18,6.778309409888358
2026-03-19,5.648591174906965
2026-03-20,5.648591174906965
2026-03-21,5.648591174906965
2026-03-22,5.648591174906965
2026-03-23,4.518872939925572
2026-03-24,4.518872939925572
2026-03-25,4.518872939925572
2026-03-26,5.648591174906965
2026-03-27,4.518872939925572
2026-03-28,4.518872939925572
2026-03-29,4.518872939925572
2026-03-30,4.518872939925572
2026-03-31,4.518872939925572
2026-04-01,4.518872939925572
2026-04-02,4.518872939925572
2026-04-03,4.518872939925572
2026-04-04,4.518872939925572
2026-04-05,3.389154704944179
2026-04-06,3.389154704944179
2026-04-07,4.518872939925572
2026-04-08,4.518872939925572
2026-04-09,3.389154704944179
2026-04-10,3.389154704944179
2026-04-11,3.389154704944179
2026-04-12,3.389154704944179
2026-04-13,3.389154704944179
2026-04-14,3.389154704944179
2026-04-15,4.518872939925572
2026-04-16,4.518872939925572
2026-04-17,3.389154704944179
2026-04-18,4.518872939925572
2026-04-19,4.518872939925572
2026-04-20,4.518872939925572
2026-04-21,4.518872939925572
2026-04-22,3.389154704944179
2026-04-23,5.648591174906965
2026-04-24,18.075491759702288
2026-04-25,28.242955874534825
2026-04-26,12.426900584795323
2026-04-27,6.778309409888358
2026-04-28,5.648591174906965
2026-04-29,5.648591174906965
2026-04-30,4.518872939925572
2026-05-01,4.518872939925572
2026-05-02,4.518872939925572
2026-05-03,4.518872939925572
2026-05-04,4.518872939925572
2026-05-05,4.518872939925572
2026-05-06,3.389154704944179
2026-05-07,4.518872939925572
2026-05-08,4.518872939925572
2026-05-09,4.518872939925572
2026-05-10,3.389154704944179
2026-05-11,4.518872939925572
2026-05-12,5.648591174906965
2026-05-13,5.648591174906965
2026-05-14,6.778309409888358
2026-05-15,11.29718234981393
2026-05-16,5.648591174906965
2026-05-17,5.648591174906965
2026-05-18,4.518872939925572
2026-05-19,3.389154704944179
2026-05-20,3.389154704944179
2026-05-21,4.518872939925572
2026-05-22,3.389154704944179
2026-05-23,3.389154704944179
2026-05-24,4.518872939925572
2026-05-25,3.389154704944179
2026-05-26,4.518872939925572
2026-05-27,4.518872939925572
2026-05-28,3.389154704944179
2026-05-29,4.518872939925572
2026-05-30,3.389154704944179
2026-05-31,4.518872939925572
