Time,detroit_lions
2022-07-13,4.0
2022-07-14,4.0
2022-07-15,5.0
2022-07-16,4.0
2022-07-17,4.0
2022-07-18,4.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,5.0
2022-07-22,5.0
2022-07-23,5.0
2022-07-24,6.0
2022-07-25,6.0
2022-07-26,6.0
2022-07-27,6.0
2022-07-28,7.0
2022-07-29,7.0
2022-07-30,7.0
2022-07-31,7.0
2022-08-01,7.0
2022-08-02,9.0
2022-08-03,8.0
2022-08-04,8.0
2022-08-05,9.0
2022-08-06,8.0
2022-08-07,10.0
2022-08-08,9.0
2022-08-09,10.0
2022-08-10,18.0
2022-08-11,16.0
2022-08-12,28.0
2022-08-13,32.0
2022-08-14,15.0
2022-08-15,11.0
2022-08-16,11.0
2022-08-17,15.0
2022-08-18,14.0
2022-08-19,12.0
2022-08-20,31.0
2022-08-21,20.0
2022-08-22,14.0
2022-08-23,12.0
2022-08-24,15.0
2022-08-25,13.0
2022-08-26,12.0
2022-08-27,16.0
2022-08-28,44.0
2022-08-29,23.81818181818182
2022-08-30,23.81818181818182
2022-08-31,29.045454545454547
2022-09-01,18.09090909090909
2022-09-02,12.863636363636363
2022-09-03,14.272727272727273
2022-09-04,20.5
2022-09-05,14.272727272727273
2022-09-06,12.863636363636363
2022-09-07,20.0
2022-09-08,16.18181818181818
2022-09-09,14.772727272727273
2022-09-10,12.863636363636363
2022-09-11,100.0
2022-09-12,26.636363636363637
2022-09-13,14.272727272727273
2022-09-14,12.863636363636363
2022-09-15,12.363636363636363
2022-09-16,10.954545454545453
2022-09-17,11.454545454545453
2022-09-18,89.04545454545455
2022-09-19,30.954545454545453
2022-09-20,20.0
2022-09-21,14.272727272727273
2022-09-22,12.863636363636363
2022-09-23,12.863636363636363
2022-09-24,12.363636363636363
2022-09-25,86.63636363636363
2022-09-26,21.409090909090907
2022-09-27,12.363636363636363
2022-09-28,10.909090909090908
2022-09-29,10.909090909090908
2022-09-30,10.909090909090908
2022-10-01,10.909090909090908
2022-10-02,85.45454545454545
2022-10-03,21.818181818181817
2022-10-04,12.727272727272727
2022-10-05,10.909090909090908
2022-10-06,10.909090909090908
2022-10-07,9.09090909090909
2022-10-08,10.909090909090908
2022-10-09,85.45454545454545
2022-10-10,21.818181818181817
2022-10-11,9.09090909090909
2022-10-12,7.2727272727272725
2022-10-13,7.2727272727272725
2022-10-14,7.2727272727272725
2022-10-15,7.2727272727272725
2022-10-16,34.54545454545455
2022-10-17,14.545454545454545
2022-10-18,9.09090909090909
2022-10-19,9.09090909090909
2022-10-20,9.09090909090909
2022-10-21,9.09090909090909
2022-10-22,10.909090909090908
2022-10-23,72.72727272727272
2022-10-24,16.363636363636363
2022-10-25,9.09090909090909
2022-10-26,9.09090909090909
2022-10-27,9.09090909090909
2022-10-28,7.2727272727272725
2022-10-29,9.09090909090909
2022-10-30,69.0909090909091
2022-10-31,16.363636363636363
2022-11-01,20.0
2022-11-02,10.909090909090908
2022-11-03,9.09090909090909
2022-11-04,9.09090909090909
2022-11-05,9.09090909090909
2022-11-06,65.45454545454545
2022-11-07,20.0
2022-11-08,9.09090909090909
2022-11-09,9.09090909090909
2022-11-10,7.2727272727272725
2022-11-11,7.2727272727272725
2022-11-12,7.2727272727272725
2022-11-13,56.36363636363636
2022-11-14,21.818181818181817
2022-11-15,10.909090909090908
2022-11-16,9.09090909090909
2022-11-17,12.727272727272727
2022-11-18,16.363636363636363
2022-11-19,12.727272727272727
2022-11-20,76.36363636363636
2022-11-21,30.909090909090907
2022-11-22,16.363636363636363
2022-11-23,18.18181818181818
2022-11-24,167.27272727272728
2022-11-25,27.272727272727273
2022-11-26,10.909090909090908
2022-11-27,14.545454545454545
2022-11-28,10.909090909090908
2022-11-29,9.09090909090909
2022-11-30,7.2727272727272725
2022-12-01,9.09090909090909
2022-12-02,9.09090909090909
2022-12-03,10.909090909090908
2022-12-04,65.45454545454545
2022-12-05,25.454545454545453
2022-12-06,14.545454545454545
2022-12-07,12.727272727272727
2022-12-08,12.727272727272727
2022-12-09,12.727272727272727
2022-12-10,14.545454545454545
2022-12-11,94.54545454545455
2022-12-12,38.18181818181818
2022-12-13,18.18181818181818
2022-12-14,14.545454545454545
2022-12-15,14.545454545454545
2022-12-16,16.363636363636363
2022-12-17,20.0
2022-12-18,96.36363636363636
2022-12-19,38.18181818181818
2022-12-20,23.636363636363637
2022-12-21,16.363636363636363
2022-12-22,16.363636363636363
2022-12-23,18.18181818181818
2022-12-24,81.81818181818181
2022-12-25,32.72727272727273
2022-12-26,16.363636363636363
2022-12-27,10.909090909090908
2022-12-28,10.909090909090908
2022-12-29,9.09090909090909
2022-12-30,10.909090909090908
2022-12-31,10.909090909090908
2023-01-01,76.36363636363636
2023-01-02,36.36363636363636
2023-01-03,23.636363636363637
2023-01-04,14.545454545454545
2023-01-05,12.727272727272727
2023-01-06,16.363636363636363
2023-01-07,16.363636363636363
2023-01-08,50.90909090909091
2023-01-09,181.8181818181818
2023-01-10,23.636363636363637
2023-01-11,14.545454545454545
2023-01-12,12.727272727272727
2023-01-13,9.09090909090909
2023-01-14,10.909090909090908
2023-01-15,14.545454545454545
2023-01-16,12.727272727272727
2023-01-17,9.09090909090909
2023-01-18,10.909090909090908
2023-01-19,9.09090909090909
2023-01-20,7.2727272727272725
2023-01-21,7.2727272727272725
2023-01-22,9.09090909090909
2023-01-23,7.2727272727272725
2023-01-24,7.2727272727272725
2023-01-25,5.454545454545454
2023-01-26,9.09090909090909
2023-01-27,7.2727272727272725
2023-01-28,7.2727272727272725
2023-01-29,7.2727272727272725
2023-01-30,7.2727272727272725
2023-01-31,7.2727272727272725
2023-02-01,7.2727272727272725
2023-02-02,7.2727272727272725
2023-02-03,7.2727272727272725
2023-02-04,7.2727272727272725
2023-02-05,7.2727272727272725
2023-02-06,5.454545454545454
2023-02-07,5.454545454545454
2023-02-08,5.454545454545454
2023-02-09,5.454545454545454
2023-02-10,5.454545454545454
2023-02-11,5.454545454545454
2023-02-12,7.2727272727272725
2023-02-13,7.2727272727272725
2023-02-14,5.454545454545454
2023-02-15,5.454545454545454
2023-02-16,5.454545454545454
2023-02-17,5.454545454545454
2023-02-18,5.454545454545454
2023-02-19,5.454545454545454
2023-02-20,5.454545454545454
2023-02-21,5.454545454545454
2023-02-22,5.454545454545454
2023-02-23,5.454545454545454
2023-02-24,7.2727272727272725
2023-02-25,7.2727272727272725
2023-02-26,7.2727272727272725
2023-02-27,5.454545454545454
2023-02-28,7.2727272727272725
2023-03-01,7.2727272727272725
2023-03-02,7.2727272727272725
2023-03-03,7.2727272727272725
2023-03-04,7.2727272727272725
2023-03-05,7.2727272727272725
2023-03-06,7.2727272727272725
2023-03-07,7.2727272727272725
2023-03-08,7.2727272727272725
2023-03-09,9.09090909090909
2023-03-10,9.09090909090909
2023-03-11,9.09090909090909
2023-03-12,9.09090909090909
2023-03-13,18.18181818181818
2023-03-14,21.818181818181817
2023-03-15,27.272727272727273
2023-03-16,18.18181818181818
2023-03-17,14.545454545454545
2023-03-18,14.545454545454545
2023-03-19,12.727272727272727
2023-03-20,21.818181818181817
2023-03-21,16.363636363636363
2023-03-22,12.727272727272727
2023-03-23,12.727272727272727
2023-03-24,12.727272727272727
2023-03-25,12.727272727272727
2023-03-26,10.909090909090908
2023-03-27,10.909090909090908
2023-03-28,10.909090909090908
2023-03-29,12.727272727272727
2023-03-30,10.909090909090908
2023-03-31,9.09090909090909
2023-04-01,12.727272727272727
2023-04-02,16.363636363636363
2023-04-03,10.909090909090908
2023-04-04,9.09090909090909
2023-04-05,9.09090909090909
2023-04-06,9.09090909090909
2023-04-07,7.2727272727272725
2023-04-08,9.09090909090909
2023-04-09,9.09090909090909
2023-04-10,9.09090909090909
2023-04-11,12.727272727272727
2023-04-12,10.909090909090908
2023-04-13,9.09090909090909
2023-04-14,9.09090909090909
2023-04-15,9.09090909090909
2023-04-16,9.09090909090909
2023-04-17,9.09090909090909
2023-04-18,9.09090909090909
2023-04-19,9.09090909090909
2023-04-20,9.09090909090909
2023-04-21,16.363636363636363
2023-04-22,10.909090909090908
2023-04-23,9.09090909090909
2023-04-24,9.09090909090909
2023-04-25,10.909090909090908
2023-04-26,10.909090909090908
2023-04-27,14.545454545454545
2023-04-28,57.27272727272727
2023-04-29,69.0909090909091
2023-04-30,23.636363636363633
2023-05-01,14.545454545454545
2023-05-02,10.909090909090908
2023-05-03,8.181818181818182
2023-05-04,8.181818181818182
2023-05-05,7.2727272727272725
2023-05-06,7.2727272727272725
2023-05-07,8.181818181818182
2023-05-08,8.181818181818182
2023-05-09,7.2727272727272725
2023-05-10,8.181818181818182
2023-05-11,16.363636363636363
2023-05-12,20.0
2023-05-13,10.909090909090908
2023-05-14,9.09090909090909
2023-05-15,8.181818181818182
2023-05-16,8.181818181818182
2023-05-17,7.2727272727272725
2023-05-18,7.2727272727272725
2023-05-19,7.2727272727272725
2023-05-20,7.2727272727272725
2023-05-21,7.2727272727272725
2023-05-22,7.2727272727272725
2023-05-23,7.2727272727272725
2023-05-24,8.181818181818182
2023-05-25,7.2727272727272725
2023-05-26,7.2727272727272725
2023-05-27,7.2727272727272725
2023-05-28,7.2727272727272725
2023-05-29,7.2727272727272725
2023-05-30,7.2727272727272725
2023-05-31,7.2727272727272725
2023-06-01,7.2727272727272725
2023-06-02,7.2727272727272725
2023-06-03,7.2727272727272725
2023-06-04,7.2727272727272725
2023-06-05,7.2727272727272725
2023-06-06,7.2727272727272725
2023-06-07,7.2727272727272725
2023-06-08,7.2727272727272725
2023-06-09,7.2727272727272725
2023-06-10,7.2727272727272725
2023-06-11,7.2727272727272725
2023-06-12,7.2727272727272725
2023-06-13,7.2727272727272725
2023-06-14,7.2727272727272725
2023-06-15,7.2727272727272725
2023-06-16,3.6363636363636362
2023-06-17,7.2727272727272725
2023-06-18,7.2727272727272725
2023-06-19,3.6363636363636362
2023-06-20,7.2727272727272725
2023-06-21,10.909090909090908
2023-06-22,7.2727272727272725
2023-06-23,7.2727272727272725
2023-06-24,7.2727272727272725
2023-06-25,7.2727272727272725
2023-06-26,7.2727272727272725
2023-06-27,7.2727272727272725
2023-06-28,3.6363636363636362
2023-06-29,3.6363636363636362
2023-06-30,3.6363636363636362
2023-07-01,3.6363636363636362
2023-07-02,3.6363636363636362
2023-07-03,3.6363636363636362
2023-07-04,3.6363636363636362
2023-07-05,7.2727272727272725
2023-07-06,7.2727272727272725
2023-07-07,7.2727272727272725
2023-07-08,7.2727272727272725
2023-07-09,7.2727272727272725
2023-07-10,7.2727272727272725
2023-07-11,3.6363636363636362
2023-07-12,7.2727272727272725
2023-07-13,3.6363636363636362
2023-07-14,7.2727272727272725
2023-07-15,7.2727272727272725
2023-07-16,7.2727272727272725
2023-07-17,7.2727272727272725
2023-07-18,7.2727272727272725
2023-07-19,7.2727272727272725
2023-07-20,10.909090909090908
2023-07-21,7.2727272727272725
2023-07-22,7.2727272727272725
2023-07-23,7.2727272727272725
2023-07-24,10.909090909090908
2023-07-25,10.909090909090908
2023-07-26,7.2727272727272725
2023-07-27,7.2727272727272725
2023-07-28,7.2727272727272725
2023-07-29,7.2727272727272725
2023-07-30,7.2727272727272725
2023-07-31,10.909090909090908
2023-08-01,7.2727272727272725
2023-08-02,7.2727272727272725
2023-08-03,10.909090909090908
2023-08-04,10.909090909090908
2023-08-05,10.909090909090908
2023-08-06,10.909090909090908
2023-08-07,10.909090909090908
2023-08-08,14.545454545454545
2023-08-09,10.909090909090908
2023-08-10,14.545454545454545
2023-08-11,29.09090909090909
2023-08-12,40.0
2023-08-13,14.545454545454545
2023-08-14,10.909090909090908
2023-08-15,14.545454545454545
2023-08-16,10.909090909090908
2023-08-17,10.909090909090908
2023-08-18,10.909090909090908
2023-08-19,32.72727272727273
2023-08-20,18.18181818181818
2023-08-21,14.545454545454545
2023-08-22,10.909090909090908
2023-08-23,10.909090909090908
2023-08-24,10.909090909090908
2023-08-25,14.545454545454545
2023-08-26,36.36363636363636
2023-08-27,18.18181818181818
2023-08-28,14.545454545454545
2023-08-29,21.818181818181817
2023-08-30,18.18181818181818
2023-08-31,14.545454545454545
2023-09-01,14.545454545454545
2023-09-02,14.545454545454545
2023-09-03,18.18181818181818
2023-09-04,18.18181818181818
2023-09-05,18.18181818181818
2023-09-06,21.818181818181817
2023-09-07,58.18181818181818
2023-09-08,196.36363636363635
2023-09-09,25.454545454545453
2023-09-10,25.454545454545453
2023-09-11,21.818181818181817
2023-09-12,18.18181818181818
2023-09-13,14.545454545454545
2023-09-14,14.545454545454545
2023-09-15,14.545454545454545
2023-09-16,18.18181818181818
2023-09-17,130.9090909090909
2023-09-18,25.454545454545453
2023-09-19,18.18181818181818
2023-09-20,14.545454545454545
2023-09-21,10.909090909090908
2023-09-22,14.545454545454545
2023-09-23,14.545454545454545
2023-09-24,101.81818181818181
2023-09-25,29.09090909090909
2023-09-26,18.18181818181818
2023-09-27,18.18181818181818
2023-09-28,50.90909090909091
2023-09-29,149.0909090909091
2023-09-30,21.818181818181817
2023-10-01,29.09090909090909
2023-10-02,18.18181818181818
2023-10-03,18.18181818181818
2023-10-04,14.545454545454545
2023-10-05,14.545454545454545
2023-10-06,18.18181818181818
2023-10-07,18.18181818181818
2023-10-08,123.63636363636363
2023-10-09,36.36363636363636
2023-10-10,21.818181818181817
2023-10-11,18.18181818181818
2023-10-12,14.545454545454545
2023-10-13,18.18181818181818
2023-10-14,18.18181818181818
2023-10-15,123.63636363636363
2023-10-16,50.90909090909091
2023-10-17,25.454545454545453
2023-10-18,21.818181818181817
2023-10-19,18.18181818181818
2023-10-20,21.818181818181817
2023-10-21,21.818181818181817
2023-10-22,138.1818181818182
2023-10-23,25.454545454545453
2023-10-24,14.545454545454545
2023-10-25,14.545454545454545
2023-10-26,14.545454545454545
2023-10-27,14.545454545454545
2023-10-28,14.545454545454545
2023-10-29,36.36363636363636
2023-10-30,47.27272727272727
2023-10-31,145.45454545454544
2023-11-01,21.818181818181817
2023-11-02,14.545454545454545
2023-11-03,14.545454545454545
2023-11-04,14.545454545454545
2023-11-05,40.0
2023-11-06,21.818181818181817
2023-11-07,14.545454545454545
2023-11-08,10.909090909090908
2023-11-09,10.909090909090908
2023-11-10,14.545454545454545
2023-11-11,14.545454545454545
2023-11-12,101.81818181818181
2023-11-13,61.81818181818181
2023-11-14,21.818181818181817
2023-11-15,18.18181818181818
2023-11-16,14.545454545454545
2023-11-17,18.18181818181818
2023-11-18,18.18181818181818
2023-11-19,127.27272727272727
2023-11-20,43.63636363636363
2023-11-21,29.09090909090909
2023-11-22,25.454545454545453
2023-11-23,178.1818181818182
2023-11-24,32.72727272727273
2023-11-25,14.545454545454545
2023-11-26,18.18181818181818
2023-11-27,14.545454545454545
2023-11-28,14.545454545454545
2023-11-29,10.909090909090908
2023-11-30,10.909090909090908
2023-12-01,14.545454545454545
2023-12-02,14.545454545454545
2023-12-03,101.81818181818181
2023-12-04,29.09090909090909
2023-12-05,14.545454545454545
2023-12-06,10.909090909090908
2023-12-07,10.909090909090908
2023-12-08,14.545454545454545
2023-12-09,25.454545454545453
2023-12-10,105.45454545454545
2023-12-11,25.454545454545453
2023-12-12,14.545454545454545
2023-12-13,10.909090909090908
2023-12-14,14.545454545454545
2023-12-15,14.545454545454545
2023-12-16,40.0
2023-12-17,156.36363636363635
2023-12-18,29.09090909090909
2023-12-19,21.818181818181817
2023-12-20,14.545454545454545
2023-12-21,14.545454545454545
2023-12-22,19.09090909090909
2023-12-23,20.909090909090907
2023-12-24,111.36363636363636
2023-12-25,54.77272727272727
2023-12-26,29.545454545454547
2023-12-27,20.909090909090907
2023-12-28,19.09090909090909
2023-12-29,25.227272727272727
2023-12-30,44.31818181818181
2023-12-31,206.13636363636363
2024-01-01,33.86363636363636
2024-01-02,20.909090909090907
2024-01-03,16.59090909090909
2024-01-04,14.772727272727273
2024-01-05,14.772727272727273
2024-01-06,20.909090909090907
2024-01-07,111.36363636363636
2024-01-08,40.0
2024-01-09,20.909090909090907
2024-01-10,19.09090909090909
2024-01-11,19.09090909090909
2024-01-12,20.909090909090907
2024-01-13,29.545454545454547
2024-01-14,80.0
2024-01-15,361.8181818181818
2024-01-16,54.77272727272727
2024-01-17,29.545454545454547
2024-01-18,25.227272727272727
2024-01-19,27.045454545454547
2024-01-20,40.0
2024-01-21,390.0
2024-01-22,140.0
2024-01-23,40.0
2024-01-24,35.0
2024-01-25,30.0
2024-01-26,40.0
2024-01-27,55.0
2024-01-28,235.0
2024-01-29,500.0
2024-01-30,30.0
2024-01-31,20.0
2024-02-01,15.0
2024-02-02,10.0
2024-02-03,10.0
2024-02-04,10.0
2024-02-05,10.0
2024-02-06,10.0
2024-02-07,10.0
2024-02-08,10.0
2024-02-09,10.0
2024-02-10,5.0
2024-02-11,10.0
2024-02-12,10.0
2024-02-13,5.0
2024-02-14,5.0
2024-02-15,5.0
2024-02-16,5.0
2024-02-17,5.0
2024-02-18,5.0
2024-02-19,5.0
2024-02-20,5.0
2024-02-21,10.0
2024-02-22,5.0
2024-02-23,5.0
2024-02-24,5.0
2024-02-25,5.0
2024-02-26,5.0
2024-02-27,5.0
2024-02-28,5.0
2024-02-29,5.0
2024-03-01,5.0
2024-03-02,5.0
2024-03-03,5.0
2024-03-04,5.0
2024-03-05,5.0
2024-03-06,5.0
2024-03-07,5.0
2024-03-08,5.0
2024-03-09,5.0
2024-03-10,10.0
2024-03-11,20.0
2024-03-12,30.0
2024-03-13,20.0
2024-03-14,20.0
2024-03-15,15.0
2024-03-16,10.0
2024-03-17,10.0
2024-03-18,10.0
2024-03-19,10.0
2024-03-20,10.0
2024-03-21,10.0
2024-03-22,10.0
2024-03-23,10.0
2024-03-24,10.0
2024-03-25,10.0
2024-03-26,10.0
2024-03-27,10.0
2024-03-28,10.0
2024-03-29,5.0
2024-03-30,10.0
2024-03-31,5.0
2024-04-01,10.0
2024-04-02,10.0
2024-04-03,10.0
2024-04-04,10.0
2024-04-05,5.0
2024-04-06,5.0
2024-04-07,5.0
2024-04-08,5.0
2024-04-09,5.0
2024-04-10,5.0
2024-04-11,5.0
2024-04-12,5.0
2024-04-13,5.0
2024-04-14,5.0
2024-04-15,5.0
2024-04-16,5.0
2024-04-17,5.0
2024-04-18,15.0
2024-04-19,15.0
2024-04-20,10.0
2024-04-21,10.0
2024-04-22,5.0
2024-04-23,10.0
2024-04-24,10.0
2024-04-25,15.0
2024-04-26,35.0
2024-04-27,45.0
2024-04-28,25.0
2024-04-29,10.0
2024-04-30,10.0
2024-05-01,5.0
2024-05-02,5.0
2024-05-03,5.0
2024-05-04,5.0
2024-05-05,5.0
2024-05-06,5.0
2024-05-07,5.0
2024-05-08,5.0
2024-05-09,5.0
2024-05-10,5.0
2024-05-11,5.0
2024-05-12,5.0
2024-05-13,10.0
2024-05-14,10.0
2024-05-15,10.0
2024-05-16,20.0
2024-05-17,5.0
2024-05-18,5.0
2024-05-19,5.0
2024-05-20,5.0
2024-05-21,5.0
2024-05-22,5.0
2024-05-23,5.0
2024-05-24,5.0
2024-05-25,5.0
2024-05-26,5.0
2024-05-27,5.0
2024-05-28,5.0
2024-05-29,5.0
2024-05-30,5.0
2024-05-31,5.0
2024-06-01,5.0
2024-06-02,5.0
2024-06-03,5.0
2024-06-04,5.0
2024-06-05,5.0
2024-06-06,5.0
2024-06-07,5.0
2024-06-08,5.0
2024-06-09,5.0
2024-06-10,5.0
2024-06-11,5.0
2024-06-12,5.0
2024-06-13,5.0
2024-06-14,5.0
2024-06-15,5.0
2024-06-16,5.0
2024-06-17,5.0
2024-06-18,5.0
2024-06-19,5.0
2024-06-20,5.0
2024-06-21,5.0
2024-06-22,5.0
2024-06-23,5.0
2024-06-24,5.0
2024-06-25,5.0
2024-06-26,5.0
2024-06-27,5.0
2024-06-28,5.0
2024-06-29,5.0
2024-06-30,5.0
2024-07-01,5.0
2024-07-02,5.0
2024-07-03,5.0
2024-07-04,5.0
2024-07-05,5.0
2024-07-06,5.0
2024-07-07,5.0
2024-07-08,5.0
2024-07-09,5.0
2024-07-10,5.0
2024-07-11,5.0
2024-07-12,5.0
2024-07-13,5.0
2024-07-14,5.0
2024-07-15,5.0
2024-07-16,5.0
2024-07-17,5.0
2024-07-18,10.0
2024-07-19,5.0
2024-07-20,5.0
2024-07-21,5.0
2024-07-22,5.0
2024-07-23,5.0
2024-07-24,5.0
2024-07-25,5.0
2024-07-26,10.0
2024-07-27,10.0
2024-07-28,10.0
2024-07-29,10.0
2024-07-30,10.0
2024-07-31,10.0
2024-08-01,10.0
2024-08-02,10.0
2024-08-03,10.0
2024-08-04,10.0
2024-08-05,10.0
2024-08-06,10.0
2024-08-07,10.0
2024-08-08,25.0
2024-08-09,35.0
2024-08-10,10.0
2024-08-11,10.0
2024-08-12,10.0
2024-08-13,10.0
2024-08-14,10.0
2024-08-15,10.0
2024-08-16,10.0
2024-08-17,35.0
2024-08-18,27.5
2024-08-19,15.0
2024-08-20,10.0
2024-08-21,10.0
2024-08-22,10.0
2024-08-23,15.0
2024-08-24,42.5
2024-08-25,25.0
2024-08-26,20.0
2024-08-27,22.5
2024-08-28,17.5
2024-08-29,15.0
2024-08-30,15.0
2024-08-31,12.5
2024-09-01,20.0
2024-09-02,15.0
2024-09-03,15.0
2024-09-04,15.0
2024-09-05,15.0
2024-09-06,20.0
2024-09-07,20.0
2024-09-08,62.5
2024-09-09,187.5
2024-09-10,25.0
2024-09-11,15.0
2024-09-12,17.5
2024-09-13,20.0
2024-09-14,20.0
2024-09-15,132.5
2024-09-16,27.5
2024-09-17,15.0
2024-09-18,15.0
2024-09-19,15.0
2024-09-20,15.0
2024-09-21,15.0
2024-09-22,130.0
2024-09-23,40.0
2024-09-24,20.0
2024-09-25,15.0
2024-09-26,15.0
2024-09-27,15.0
2024-09-28,15.0
2024-09-29,40.0
2024-09-30,45.0
2024-10-01,175.0
2024-10-02,20.0
2024-10-03,15.0
2024-10-04,15.0
2024-10-05,20.0
2024-10-06,45.0
2024-10-07,25.0
2024-10-08,15.0
2024-10-09,15.0
2024-10-10,15.0
2024-10-11,15.0
2024-10-12,20.0
2024-10-13,190.0
2024-10-14,80.0
2024-10-15,30.0
2024-10-16,25.0
2024-10-17,20.0
2024-10-18,20.0
2024-10-19,25.0
2024-10-20,150.0
2024-10-21,40.0
2024-10-22,25.0
2024-10-23,25.0
2024-10-24,20.0
2024-10-25,25.0
2024-10-26,25.0
2024-10-27,130.0
2024-10-28,40.0
2024-10-29,30.0
2024-10-30,25.0
2024-10-31,25.0
2024-11-01,25.0
2024-11-02,25.0
2024-11-03,115.0
2024-11-04,85.0
2024-11-05,45.0
2024-11-06,15.0
2024-11-07,20.0
2024-11-08,20.0
2024-11-09,25.0
2024-11-10,60.0
2024-11-11,195.0
2024-11-12,30.0
2024-11-13,20.0
2024-11-14,20.0
2024-11-15,20.0
2024-11-16,25.0
2024-11-17,135.0
2024-11-18,55.0
2024-11-19,25.0
2024-11-20,25.0
2024-11-21,20.0
2024-11-22,20.0
2024-11-23,25.0
2024-11-24,135.0
2024-11-25,50.0
2024-11-26,30.0
2024-11-27,30.0
2024-11-28,245.0
2024-11-29,60.0
2024-11-30,30.0
2024-12-01,40.0
2024-12-02,30.0
2024-12-03,25.0
2024-12-04,25.0
2024-12-05,45.0
2024-12-06,215.0
2024-12-07,35.0
2024-12-08,40.0
2024-12-09,30.0
2024-12-10,25.0
2024-12-11,20.0
2024-12-12,25.0
2024-12-13,25.0
2024-12-14,30.0
2024-12-15,150.0
