Time,sp500
2022-08-29,63
2022-08-30,63
2022-08-31,56
2022-09-01,61
2022-09-02,53
2022-09-03,18
2022-09-04,13
2022-09-05,17
2022-09-06,56
2022-09-07,59
2022-09-08,49
2022-09-09,45
2022-09-10,19
2022-09-11,16
2022-09-12,50
2022-09-13,91
2022-09-14,85
2022-09-15,65
2022-09-16,68
2022-09-17,20
2022-09-18,15
2022-09-19,58
2022-09-20,65
2022-09-21,87
2022-09-22,83
2022-09-23,100
2022-09-24,30
2022-09-25,16
2022-09-26,85
2022-09-27,84
2022-09-28,72
2022-09-29,83
2022-09-30,76
2022-10-01,26
2022-10-02,20
2022-10-03,78
2022-10-04,72
2022-10-05,67
2022-10-06,57
2022-10-07,73
2022-10-08,24
2022-10-09,17
2022-10-10,68
2022-10-11,67
2022-10-12,67
2022-10-13,90
2022-10-14,68
2022-10-15,22
2022-10-16,16
2022-10-17,65
2022-10-18,66
2022-10-19,62
2022-10-20,61
2022-10-21,58
2022-10-22,17
2022-10-23,14
2022-10-24,54
2022-10-25,61
2022-10-26,68
2022-10-27,65
2022-10-28,60
2022-10-29,19
2022-10-30,12
2022-10-31,56
2022-11-01,59
2022-11-02,67
2022-11-03,63
2022-11-04,58
2022-11-05,15
2022-11-06,11
2022-11-07,55
2022-11-08,59
2022-11-09,53
2022-11-10,86
2022-11-11,73
2022-11-12,22
2022-11-13,14
2022-11-14,63
2022-11-15,65
2022-11-16,61
2022-11-17,58
2022-11-18,51
2022-11-19,18
2022-11-20,13
2022-11-21,52
2022-11-22,53
2022-11-23,56
2022-11-24,18
2022-11-25,29
2022-11-26,16
2022-11-27,11
2022-11-28,46
2022-11-29,44
2022-11-30,53
2022-12-01,58
2022-12-02,55
2022-12-03,17
2022-12-04,12
2022-12-05,49
2022-12-06,58
2022-12-07,50
2022-12-08,46
2022-12-09,46
2022-12-10,18
2022-12-11,12
2022-12-12,48
2022-12-13,67
2022-12-14,65
2022-12-15,65
2022-12-16,56
2022-12-17,18
2022-12-18,14
2022-12-19,56
2022-12-20,59
2022-12-21,56
2022-12-22,62
2022-12-23,54
2022-12-24,17
2022-12-25,13
2022-12-26,20
2022-12-27,53
2022-12-28,52
2022-12-29,57
2022-12-30,48
2022-12-31,24
2023-01-01,15
2023-01-02,25
2023-01-03,52
2023-01-04,51
2023-01-05,48
2023-01-06,55
2023-01-07,21
2023-01-08,14
2023-01-09,58
2023-01-10,54
2023-01-11,53
2023-01-12,62
2023-01-13,50
2023-01-14,18
2023-01-15,13
2023-01-16,24
2023-01-17,52
2023-01-18,60
2023-01-19,60
2023-01-20,54
2023-01-21,18
2023-01-22,13
2023-01-23,56
2023-01-24,62
2023-01-25,55
2023-01-26,56
2023-01-27,57
2023-01-28,22
2023-01-29,15
2023-01-30,53
2023-01-31,60
2023-02-01,68
2023-02-02,82
2023-02-03,73
2023-02-04,20
2023-02-05,14
2023-02-06,53
2023-02-07,60
2023-02-08,58
2023-02-09,58
2023-02-10,52
2023-02-11,15
2023-02-12,11
2023-02-13,47
2023-02-14,58
2023-02-15,54
2023-02-16,53
2023-02-17,50
2023-02-18,15
2023-02-19,13
2023-02-20,23
2023-02-21,65
2023-02-22,59
2023-02-23,52
2023-02-24,57
2023-02-25,23
2023-02-26,14
2023-02-27,55
2023-02-28,49
2023-03-01,51
2023-03-02,52
2023-03-03,50
2023-03-04,16
2023-03-05,14
2023-03-06,52
2023-03-07,59
2023-03-08,60
2023-03-09,56
2023-03-10,76
2023-03-11,29
2023-03-12,19
2023-03-13,97
2023-03-14,73
2023-03-15,81
2023-03-16,66
2023-03-17,66
2023-03-18,18
2023-03-19,17
2023-03-20,64
2023-03-21,57
2023-03-22,73
2023-03-23,67
2023-03-24,56
2023-03-25,19
2023-03-26,13
2023-03-27,54
2023-03-28,54
2023-03-29,57
2023-03-30,53
2023-03-31,59
2023-04-01,19
2023-04-02,15
2023-04-03,57
2023-04-04,53
2023-04-05,49
2023-04-06,50
2023-04-07,34
2023-04-08,12
2023-04-09,12
2023-04-10,51
2023-04-11,54
2023-04-12,55
2023-04-13,56
2023-04-14,52
2023-04-15,17
2023-04-16,12
2023-04-17,48
2023-04-18,50
2023-04-19,51
2023-04-20,47
2023-04-21,47
2023-04-22,18
2023-04-23,12
2023-04-24,46
2023-04-25,53
2023-04-26,57
2023-04-27,53
2023-04-28,48
2023-04-29,20
2023-04-30,14
2023-05-01,50
2023-05-02,59
2023-05-03,62
2023-05-04,52
2023-05-05,53
2023-05-06,16
2023-05-07,12
2023-05-08,49
2023-05-09,44
2023-05-10,51
2023-05-11,48
2023-05-12,46
2023-05-13,16
2023-05-14,13
2023-05-15,49
2023-05-16,45
2023-05-17,48
2023-05-18,52
2023-05-19,51
2023-05-20,17
2023-05-21,10
2023-05-22,53
2023-05-23,52
2023-05-24,52
2023-05-25,50
