Time,fidelity_login
2024-09-23,54.15376191427446
2024-09-24,61.37426350284439
2024-09-25,57.76401270855943
2024-09-26,56.86145000998819
2024-09-27,60.47170080427315
2024-09-28,37.005070641420886
2024-09-29,23.46663016285227
2024-09-30,55.05632461284571
2024-10-01,61.37426350284439
2024-10-02,53.251199215703224
2024-10-03,52.34863651713198
2024-10-04,61.37426350284439
2024-10-05,36.10250794284964
2024-10-06,22.564067464281027
2024-10-07,48.73838572284701
2024-10-08,55.05632461284571
2024-10-09,55.05632461284571
2024-10-10,54.15376191427446
2024-10-11,56.86145000998819
2024-10-12,36.10250794284964
2024-10-13,22.564067464281027
2024-10-14,55.05632461284571
2024-10-15,64.08195159855812
2024-10-16,58.666575407130665
2024-10-17,55.05632461284571
2024-10-18,55.958887311416944
2024-10-19,37.005070641420886
2024-10-20,19.856379368567303
2024-10-21,52.34863651713198
2024-10-22,54.15376191427446
2024-10-23,46.93326032570454
2024-10-24,49.64094842141826
2024-10-25,49.64094842141826
2024-10-26,27.07688095713723
2024-10-27,20.758942067138545
2024-10-28,51.44607381856074
2024-10-29,55.958887311416944
2024-10-30,50.543511119989496
2024-10-31,46.93326032570454
2024-11-01,60.47170080427315
2024-11-02,30.687131751422196
2024-11-03,22.564067464281027
2024-11-04,46.93326032570454
2024-11-05,47.835823024275776
2024-11-06,72.20501588569928
2024-11-07,90.25626985712411
2024-11-08,77.62039207712672
2024-11-09,46.93326032570454
2024-11-10,27.07688095713723
2024-11-11,65.8870769957006
2024-11-12,69.49732778998556
2024-11-13,61.37426350284439
2024-11-14,55.958887311416944
2024-11-15,55.05632461284571
2024-11-16,28.882006354279714
2024-11-17,22.564067464281027
2024-11-18,48.73838572284701
2024-11-19,56.86145000998819
2024-11-20,53.251199215703224
2024-11-21,60.47170080427315
2024-11-22,60.47170080427315
2024-11-23,38.81019603856336
2024-11-24,21.661504765709786
2024-11-25,58.666575407130665
2024-11-26,61.37426350284439
2024-11-27,58.666575407130665
2024-11-28,27.979443655708472
2024-11-29,39.71275873713461
2024-11-30,35.1999452442784
2024-12-01,28.882006354279714
2024-12-02,60.47170080427315
2024-12-03,64.08195159855812
2024-12-04,63.179388899986876
2024-12-05,62.27682620141563
2024-12-06,61.37426350284439
2024-12-07,38.81019603856336
2024-12-08,23.46663016285227
2024-12-09,51.44607381856074
2024-12-10,59.56913810570191
2024-12-11,60.47170080427315
2024-12-12,58.666575407130665
2024-12-13,53.251199215703224
2024-12-14,33.39481984713592
2024-12-15,23.46663016285227
2024-12-16,60.47170080427315
2024-12-17,64.08195159855812
2024-12-18,59.56913810570191
2024-12-19,61.37426350284439
2024-12-20,58.666575407130665
2024-12-21,31.589694449993438
2024-12-22,21.661504765709786
2024-12-23,51.44607381856074
2024-12-24,47.835823024275776
2024-12-25,26.17431825856599
2024-12-26,53.251199215703224
2024-12-27,59.56913810570191
2024-12-28,32.492257148564676
2024-12-29,25.271755559994748
2024-12-30,55.05632461284571
2024-12-31,62.27682620141563
2025-01-01,48.73838572284701
2025-01-02,71.30245318712804
2025-01-03,75.81526667998425
2025-01-04,46.93326032570454
2025-01-05,28.882006354279714
2025-01-06,65.8870769957006
2025-01-07,68.59476509141432
2025-01-08,54.15376191427446
2025-01-09,46.93326032570454
2025-01-10,51.44607381856074
2025-01-11,34.29738254570716
2025-01-12,24.369192861423507
2025-01-13,52.34863651713198
2025-01-14,64.08195159855812
2025-01-15,64.98451429712935
2025-01-16,61.37426350284439
2025-01-17,64.08195159855812
2025-01-18,37.907633339992124
2025-01-19,24.369192861423507
2025-01-20,36.10250794284964
2025-01-21,66.78963969427184
2025-01-22,78.52295477569797
2025-01-23,68.59476509141432
2025-01-24,67.69220239284307
2025-01-25,37.005070641420886
2025-01-26,27.07688095713723
2025-01-27,64.08195159855812
2025-01-28,76.71782937855549
2025-01-29,69.49732778998556
2025-01-30,60.47170080427315
2025-01-31,68.59476509141432
2025-02-01,45.128134928562055
2025-02-02,32.492257148564676
2025-02-03,63.179388899986876
2025-02-04,66.78963969427184
2025-02-05,66.78963969427184
2025-02-06,64.98451429712935
2025-02-07,63.179388899986876
2025-02-08,40.615321435705845
2025-02-09,27.979443655708472
2025-02-10,57.76401270855943
2025-02-11,61.37426350284439
2025-02-12,56.86145000998819
2025-02-13,59.56913810570191
2025-02-14,65.8870769957006
2025-02-15,42.42044683284833
2025-02-16,31.589694449993438
2025-02-17,39.71275873713461
2025-02-18,62.27682620141563
2025-02-19,70.3998904885568
2025-02-20,63.179388899986876
2025-02-21,59.56913810570191
2025-02-22,38.81019603856336
2025-02-23,27.979443655708472
2025-02-24,58.666575407130665
2025-02-25,58.666575407130665
2025-02-26,58.666575407130665
2025-02-27,54.15376191427446
2025-02-28,61.37426350284439
2025-03-01,49.64094842141826
2025-03-02,36.10250794284964
2025-03-03,63.179388899986876
2025-03-04,68.59476509141432
2025-03-05,61.37426350284439
2025-03-06,57.76401270855943
2025-03-07,58.666575407130665
2025-03-08,39.71275873713461
2025-03-09,30.687131751422196
2025-03-10,61.37426350284439
2025-03-11,74.912703981413
2025-03-12,61.37426350284439
2025-03-13,56.86145000998819
2025-03-14,58.666575407130665
2025-03-15,39.71275873713461
2025-03-16,30.687131751422196
2025-03-17,58.666575407130665
2025-03-18,55.05632461284571
2025-03-19,53.251199215703224
2025-03-20,50.543511119989496
2025-03-21,48.73838572284701
2025-03-22,31.589694449993438
2025-03-23,27.07688095713723
2025-03-24,53.251199215703224
2025-03-25,57.76401270855943
2025-03-26,47.835823024275776
2025-03-27,50.543511119989496
2025-03-28,48.73838572284701
2025-03-29,31.589694449993438
2025-03-30,29.784569052850955
2025-03-31,55.05632461284571
2025-04-01,55.958887311416944
2025-04-02,53.251199215703224
2025-04-03,73.10757858427053
2025-04-04,83.03576826855418
2025-04-05,55.05632461284571
2025-04-06,40.615321435705845
2025-04-07,84.84089366569665
2025-04-08,72.20501588569928
2025-04-09,87.54858176141038
2025-04-10,75.81526667998425
2025-04-11,65.8870769957006
2025-04-12,41.51788413427709
2025-04-13,30.687131751422196
2025-04-14,67.69220239284307
2025-04-15,67.24092104355745
2025-04-16,54.15376191427446
2025-04-17,42.42044683284833
2025-04-18,31.589694449993438
2025-04-19,18.953816669996062
2025-04-20,14.892284526425478
2025-04-21,45.128134928562055
2025-04-22,47.835823024275776
2025-04-23,50.543511119989496
2025-04-24,46.93326032570454
2025-04-25,45.128134928562055
2025-04-26,23.46663016285227
2025-04-27,18.05125397142482
2025-04-28,40.615321435705845
2025-04-29,46.93326032570454
2025-04-30,45.57941627784767
2025-05-01,53.251199215703224
2025-05-02,55.958887311416944
2025-05-03,31.589694449993438
2025-05-04,21.661504765709786
2025-05-05,44.22557222999081
2025-05-06,45.128134928562055
2025-05-07,43.32300953141957
2025-05-08,47.38454167499016
2025-05-09,45.128134928562055
2025-05-10,26.17431825856599
2025-05-11,16.69740992356796
2025-05-12,70.3998904885568
2025-05-13,65.8870769957006
2025-05-14,58.21529405784504
2025-05-15,52.34863651713198
2025-05-16,54.15376191427446
2025-05-17,30.687131751422196
2025-05-18,18.953816669996062
2025-05-19,46.93326032570454
2025-05-20,51.44607381856074
2025-05-21,46.03069762713329
2025-05-22,40.615321435705845
2025-05-23,41.51788413427709
2025-05-24,23.46663016285227
2025-05-25,18.05125397142482
2025-05-26,18.953816669996062
2025-05-27,52.34863651713198
2025-05-28,54.15376191427446
2025-05-29,55.05632461284571
2025-05-30,51.44607381856074
2025-05-31,28.882006354279714
2025-06-01,24.369192861423507
2025-06-02,51.44607381856074
2025-06-03,62.27682620141563
2025-06-04,55.05632461284571
2025-06-05,53.251199215703224
2025-06-06,55.05632461284571
2025-06-07,32.492257148564676
2025-06-08,20.758942067138545
2025-06-09,51.44607381856074
2025-06-10,60.47170080427315
2025-06-11,56.86145000998819
2025-06-12,52.34863651713198
2025-06-13,48.73838572284701
2025-06-14,26.17431825856599
2025-06-15,18.05125397142482
2025-06-16,50.543511119989496
2025-06-17,50.543511119989496
2025-06-18,49.64094842141826
2025-06-19,34.29738254570716
2025-06-20,39.71275873713461
2025-06-21,25.271755559994748
2025-06-22,18.953816669996062
2025-06-23,48.73838572284701
2025-06-24,61.37426350284439
2025-06-25,52.34863651713198
2025-06-26,60.47170080427315
2025-06-27,71.30245318712804
2025-06-28,39.71275873713461
2025-06-29,27.07688095713723
2025-06-30,68.59476509141432
2025-07-01,78.52295477569797
2025-07-02,69.49732778998556
2025-07-03,72.20501588569928
2025-07-04,40.615321435705845
2025-07-05,27.07688095713723
2025-07-06,26.17431825856599
2025-07-07,55.05632461284571
2025-07-08,58.666575407130665
2025-07-09,62.27682620141563
2025-07-10,59.56913810570191
2025-07-11,63.179388899986876
2025-07-12,28.882006354279714
2025-07-13,22.564067464281027
2025-07-14,56.86145000998819
2025-07-15,64.98451429712935
2025-07-16,63.179388899986876
2025-07-17,63.179388899986876
2025-07-18,57.76401270855943
2025-07-19,29.784569052850955
2025-07-20,22.564067464281027
2025-07-21,54.15376191427446
2025-07-22,57.76401270855943
2025-07-23,65.8870769957006
2025-07-24,61.37426350284439
2025-07-25,63.179388899986876
2025-07-26,34.29738254570716
2025-07-27,23.46663016285227
2025-07-28,54.15376191427446
2025-07-29,52.34863651713198
2025-07-30,55.05632461284571
2025-07-31,53.251199215703224
2025-08-01,56.86145000998819
2025-08-02,29.784569052850955
2025-08-03,24.369192861423507
2025-08-04,57.76401270855943
2025-08-05,57.76401270855943
2025-08-06,56.86145000998819
2025-08-07,54.15376191427446
2025-08-08,63.179388899986876
2025-08-09,32.492257148564676
2025-08-10,24.369192861423507
2025-08-11,54.15376191427446
2025-08-12,63.179388899986876
2025-08-13,69.49732778998556
2025-08-14,63.179388899986876
2025-08-15,56.86145000998819
2025-08-16,30.687131751422196
2025-08-17,23.46663016285227
2025-08-18,52.34863651713198
2025-08-19,53.251199215703224
2025-08-20,52.34863651713198
2025-08-21,47.835823024275776
2025-08-22,61.37426350284439
2025-08-23,42.42044683284833
2025-08-24,27.07688095713723
2025-08-25,52.34863651713198
2025-08-26,53.251199215703224
2025-08-27,58.666575407130665
2025-08-28,55.05632461284571
2025-08-29,52.34863651713198
2025-08-30,28.882006354279714
2025-08-31,18.953816669996062
2025-09-01,27.979443655708472
2025-09-02,50.543511119989496
2025-09-03,56.86145000998819
2025-09-04,58.666575407130665
2025-09-05,54.15376191427446
2025-09-06,27.979443655708472
2025-09-07,22.564067464281027
2025-09-08,51.44607381856074
2025-09-09,57.76401270855943
2025-09-10,56.86145000998819
2025-09-11,62.27682620141563
2025-09-12,59.56913810570191
2025-09-13,29.784569052850955
2025-09-14,19.856379368567303
2025-09-15,59.56913810570191
2025-09-16,64.08195159855812
2025-09-17,55.958887311416944
2025-09-18,62.27682620141563
2025-09-19,62.27682620141563
2025-09-20,36.10250794284964
2025-09-21,21.661504765709786
2025-09-22,60.47170080427315
2025-09-23,60.47170080427315
2025-09-24,52.34863651713198
2025-09-25,51.44607381856074
2025-09-26,54.15376191427446
2025-09-27,31.589694449993438
2025-09-28,19.856379368567303
2025-09-29,56.86145000998819
2025-09-30,61.37426350284439
2025-10-01,70.3998904885568
2025-10-02,65.8870769957006
2025-10-03,65.8870769957006
2025-10-04,37.907633339992124
2025-10-05,25.271755559994748
2025-10-06,61.37426350284439
2025-10-07,62.27682620141563
2025-10-08,65.8870769957006
2025-10-09,60.47170080427315
2025-10-10,55.05632461284571
2025-10-11,29.784569052850955
2025-10-12,22.564067464281027
2025-10-13,63.179388899986876
2025-10-14,64.98451429712935
2025-10-15,64.08195159855812
2025-10-16,61.37426350284439
2025-10-17,59.56913810570191
2025-10-18,32.492257148564676
2025-10-19,22.564067464281027
2025-10-20,62.27682620141563
2025-10-21,65.8870769957006
2025-10-22,57.76401270855943
2025-10-23,58.666575407130665
2025-10-24,66.78963969427184
2025-10-25,40.615321435705845
2025-10-26,25.271755559994748
2025-10-27,65.8870769957006
2025-10-28,75.81526667998425
2025-10-29,72.20501588569928
2025-10-30,62.27682620141563
2025-10-31,64.98451429712935
2025-11-01,39.71275873713461
2025-11-02,26.17431825856599
2025-11-03,62.27682620141563
2025-11-04,61.37426350284439
2025-11-05,59.56913810570191
2025-11-06,57.76401270855943
2025-11-07,53.251199215703224
2025-11-08,31.589694449993438
2025-11-09,22.564067464281027
2025-11-10,53.251199215703224
2025-11-11,65.8870769957006
2025-11-12,60.47170080427315
2025-11-13,59.56913810570191
2025-11-14,55.958887311416944
2025-11-15,30.687131751422196
2025-11-16,22.564067464281027
2025-11-17,46.03069762713329
2025-11-18,50.543511119989496
2025-11-19,54.15376191427446
2025-11-20,55.05632461284571
2025-11-21,52.34863651713198
2025-11-22,30.687131751422196
2025-11-23,21.661504765709786
2025-11-24,52.34863651713198
2025-11-25,61.37426350284439
2025-11-26,58.666575407130665
2025-11-27,29.784569052850955
2025-11-28,39.71275873713461
2025-11-29,33.39481984713592
2025-11-30,28.882006354279714
2025-12-01,54.15376191427446
2025-12-02,62.27682620141563
2025-12-03,61.37426350284439
2025-12-04,61.37426350284439
2025-12-05,55.958887311416944
2025-12-06,37.907633339992124
2025-12-07,19.856379368567303
2025-12-08,48.73838572284701
2025-12-09,52.34863651713198
2025-12-10,60.47170080427315
2025-12-11,61.37426350284439
2025-12-12,57.76401270855943
2025-12-13,32.492257148564676
2025-12-14,20.758942067138545
2025-12-15,49.64094842141826
2025-12-16,53.251199215703224
2025-12-17,50.543511119989496
2025-12-18,51.44607381856074
2025-12-19,58.666575407130665
2025-12-20,37.907633339992124
2025-12-21,23.46663016285227
2025-12-22,54.15376191427446
2025-12-23,60.47170080427315
2025-12-24,55.05632461284571
2025-12-25,28.882006354279714
2025-12-26,45.128134928562055
2025-12-27,35.1999452442784
2025-12-28,26.17431825856599
2025-12-29,56.86145000998819
2025-12-30,65.8870769957006
2025-12-31,59.56913810570191
2026-01-01,47.835823024275776
2026-01-02,72.20501588569928
2026-01-03,45.128134928562055
2026-01-04,29.784569052850955
2026-01-05,80.32808017284046
2026-01-06,90.25626985712411
2026-01-07,73.10757858427053
2026-01-08,64.98451429712935
2026-01-09,67.69220239284307
2026-01-10,42.42044683284833
2026-01-11,28.882006354279714
2026-01-12,60.47170080427315
2026-01-13,69.49732778998556
2026-01-14,59.56913810570191
2026-01-15,67.69220239284307
2026-01-16,72.20501588569928
2026-01-17,42.42044683284833
2026-01-18,27.979443655708472
2026-01-19,36.10250794284964
2026-01-20,61.37426350284439
2026-01-21,68.59476509141432
2026-01-22,65.8870769957006
2026-01-23,63.179388899986876
2026-01-24,41.51788413427709
2026-01-25,27.07688095713723
2026-01-26,66.78963969427184
2026-01-27,79.42551747426921
2026-01-28,71.30245318712804
2026-01-29,67.69220239284307
2026-01-30,67.69220239284307
2026-01-31,48.73838572284701
2026-02-01,35.1999452442784
2026-02-02,68.59476509141432
2026-02-03,69.49732778998556
2026-02-04,63.179388899986876
2026-02-05,58.666575407130665
2026-02-06,72.20501588569928
2026-02-07,55.958887311416944
2026-02-08,33.39481984713592
2026-02-09,57.76401270855943
2026-02-10,62.27682620141563
2026-02-11,69.49732778998556
2026-02-12,59.56913810570191
2026-02-13,59.56913810570191
2026-02-14,37.907633339992124
2026-02-15,28.882006354279714
2026-02-16,38.81019603856336
2026-02-17,57.76401270855943
2026-02-18,62.27682620141563
2026-02-19,58.666575407130665
2026-02-20,60.47170080427315
2026-02-21,42.42044683284833
2026-02-22,29.784569052850955
2026-02-23,62.27682620141563
2026-02-24,66.78963969427184
2026-02-25,66.78963969427184
2026-02-26,63.179388899986876
2026-02-27,61.37426350284439
2026-02-28,46.93326032570454
2026-03-01,37.907633339992124
2026-03-02,69.49732778998556
2026-03-03,67.69220239284307
2026-03-04,64.08195159855812
2026-03-05,63.179388899986876
2026-03-06,61.37426350284439
2026-03-07,41.51788413427709
2026-03-08,32.492257148564676
2026-03-09,62.27682620141563
2026-03-10,65.8870769957006
2026-03-11,63.179388899986876
2026-03-12,59.56913810570191
2026-03-13,60.47170080427315
2026-03-14,38.81019603856336
2026-03-15,30.687131751422196
2026-03-16,64.08195159855812
2026-03-17,64.98451429712935
2026-03-18,56.86145000998819
2026-03-19,54.15376191427446
2026-03-20,55.05632461284571
2026-03-21,36.10250794284964
2026-03-22,30.687131751422196
2026-03-23,63.179388899986876
2026-03-24,64.98451429712935
2026-03-25,58.666575407130665
2026-03-26,57.76401270855943
2026-03-27,58.666575407130665
2026-03-28,36.10250794284964
2026-03-29,31.589694449993438
2026-03-30,59.56913810570191
2026-03-31,72.20501588569928
2026-04-01,75.81526667998425
2026-04-02,63.179388899986876
2026-04-03,51.44607381856074
2026-04-04,32.492257148564676
2026-04-05,28.882006354279714
2026-04-06,65.8870769957006
2026-04-07,63.179388899986876
2026-04-08,74.912703981413
2026-04-09,76.71782937855549
2026-04-10,67.69220239284307
2026-04-11,37.907633339992124
2026-04-12,37.907633339992124
2026-04-13,66.78963969427184
2026-04-14,82.13320556998293
2026-04-15,83.03576826855418
2026-04-16,70.3998904885568
2026-04-17,74.912703981413
2026-04-18,44.22557222999081
2026-04-19,27.979443655708472
2026-04-20,53.251199215703224
2026-04-21,55.05632461284571
2026-04-22,63.179388899986876
2026-04-23,59.56913810570191
2026-04-24,58.666575407130665
2026-04-25,37.005070641420886
2026-04-26,24.369192861423507
2026-04-27,56.86145000998819
2026-04-28,57.76401270855943
2026-04-29,55.05632461284571
2026-04-30,63.179388899986876
2026-05-01,69.49732778998556
2026-05-02,37.907633339992124
2026-05-03,26.17431825856599
2026-05-04,53.251199215703224
2026-05-05,62.27682620141563
2026-05-06,70.3998904885568
2026-05-07,65.8870769957006
2026-05-08,61.37426350284439
2026-05-09,41.51788413427709
2026-05-10,23.46663016285227
2026-05-11,61.37426350284439
2026-05-12,64.08195159855812
2026-05-13,63.179388899986876
2026-05-14,66.78963969427184
2026-05-15,63.179388899986876
2026-05-16,32.492257148564676
2026-05-17,22.564067464281027
2026-05-18,53.251199215703224
2026-05-19,57.76401270855943
2026-05-20,61.37426350284439
2026-05-21,61.37426350284439
2026-05-22,64.08195159855812
2026-05-23,37.005070641420886
2026-05-24,24.369192861423507
2026-05-25,25.271755559994748
2026-05-26,67.69220239284307
2026-05-27,74.01014128284177
2026-05-28,76.71782937855549
2026-05-29,79.42551747426921
2026-05-30,44.22557222999081
2026-05-31,29.784569052850955
