Time,mlb_scores
2024-11-17,2.8249786142001714
2024-11-18,1.4124893071000857
2024-11-19,1.4124893071000857
2024-11-20,1.4124893071000857
2024-11-21,1.4124893071000857
2024-11-22,1.4124893071000857
2024-11-23,1.4124893071000857
2024-11-24,1.4124893071000857
2024-11-25,1.4124893071000857
2024-11-26,1.4124893071000857
2024-11-27,1.4124893071000857
2024-11-28,1.4124893071000857
2024-11-29,1.4124893071000857
2024-11-30,1.4124893071000857
2024-12-01,1.4124893071000857
2024-12-02,1.4124893071000857
2024-12-03,1.4124893071000857
2024-12-04,1.4124893071000857
2024-12-05,0.0
2024-12-06,1.4124893071000857
2024-12-07,1.4124893071000857
2024-12-08,1.4124893071000857
2024-12-09,1.4124893071000857
2024-12-10,1.4124893071000857
2024-12-11,1.4124893071000857
2024-12-12,1.4124893071000857
2024-12-13,1.4124893071000857
2024-12-14,1.4124893071000857
2024-12-15,1.4124893071000857
2024-12-16,1.4124893071000857
2024-12-17,1.4124893071000857
2024-12-18,1.4124893071000857
2024-12-19,1.4124893071000857
2024-12-20,1.4124893071000857
2024-12-21,1.4124893071000857
2024-12-22,1.4124893071000857
2024-12-23,1.4124893071000857
2024-12-24,1.4124893071000857
2024-12-25,1.4124893071000857
2024-12-26,1.4124893071000857
2024-12-27,1.4124893071000857
2024-12-28,1.4124893071000857
2024-12-29,1.4124893071000857
2024-12-30,1.4124893071000857
2024-12-31,1.4124893071000857
2025-01-01,1.4124893071000857
2025-01-02,1.4124893071000857
2025-01-03,0.0
2025-01-04,1.4124893071000857
2025-01-05,1.4124893071000857
2025-01-06,1.4124893071000857
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,1.4124893071000857
2025-01-12,1.4124893071000857
2025-01-13,1.4124893071000857
2025-01-14,1.4124893071000857
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,1.4124893071000857
2025-01-18,1.4124893071000857
2025-01-19,1.4124893071000857
2025-01-20,1.4124893071000857
2025-01-21,1.4124893071000857
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,1.4124893071000857
2025-01-27,1.4124893071000857
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,1.4124893071000857
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,1.4124893071000857
2025-02-09,1.4124893071000857
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,1.4124893071000857
2025-02-21,2.8249786142001714
2025-02-22,5.649957228400343
2025-02-23,5.649957228400343
2025-02-24,4.237467921300257
2025-02-25,4.237467921300257
2025-02-26,5.649957228400343
2025-02-27,4.237467921300257
2025-02-28,4.237467921300257
2025-03-01,5.649957228400343
2025-03-02,5.649957228400343
2025-03-03,4.237467921300257
2025-03-04,4.237467921300257
2025-03-05,4.237467921300257
2025-03-06,4.237467921300257
2025-03-07,4.237467921300257
2025-03-08,5.649957228400343
2025-03-09,7.0624465355004284
2025-03-10,4.237467921300257
2025-03-11,4.237467921300257
2025-03-12,4.237467921300257
2025-03-13,4.237467921300257
2025-03-14,4.237467921300257
2025-03-15,5.649957228400343
2025-03-16,7.0624465355004284
2025-03-17,4.237467921300257
2025-03-18,8.474935842600514
2025-03-19,8.474935842600514
2025-03-20,5.649957228400343
2025-03-21,5.649957228400343
2025-03-22,5.649957228400343
2025-03-23,7.0624465355004284
2025-03-24,5.649957228400343
2025-03-25,5.649957228400343
2025-03-26,4.237467921300257
2025-03-27,43.787168520102654
2025-03-28,45.19965782720274
2025-03-29,76.27442258340463
2025-03-30,69.2119760479042
2025-03-31,32.48725406330197
2025-04-01,35.312232677502145
2025-04-02,52.26210436270317
2025-04-03,43.787168520102654
2025-04-04,46.61214713430283
2025-04-05,60.737040205303686
2025-04-06,67.79948674080411
2025-04-07,31.074764756201887
2025-04-08,43.787168520102654
2025-04-09,45.19965782720274
2025-04-10,36.724721984602226
2025-04-11,32.48725406330197
2025-04-12,67.79948674080411
2025-04-13,60.737040205303686
2025-04-14,28.249786142001714
2025-04-15,40.62767962001521
2025-04-16,49.514359387561
2025-04-17,46.55213279837907
2025-04-18,42.883661555647095
2025-04-19,70.18132152434362
2025-04-20,62.7757550513888
2025-04-21,32.51586849351034
2025-04-22,36.184339736242315
2025-04-23,50.995472682151956
2025-04-24,39.92143496646517
2025-04-25,33.99698178810131
2025-04-26,59.10728380865683
2025-04-27,63.550623692429724
2025-04-28,29.553641904328416
2025-04-29,37.66545303083328
2025-04-30,46.55213279837907
2025-05-01,48.03324609297003
2025-05-02,35.47809508269228
2025-05-03,60.58839710324779
2025-05-04,67.99396357620262
2025-05-05,28.072528609737446
2025-05-06,40.62767962001521
2025-05-07,48.03324609297003
2025-05-08,42.10879291460617
2025-05-09,35.47809508269228
2025-05-10,65.03173698702068
2025-05-11,76.10577470270749
2025-05-12,27.366283956187406
2025-05-13,42.10879291460617
2025-05-14,52.476585976742925
2025-05-15,44.94238118037347
2025-05-16,35.6439574878824
2025-05-17,72.83765225784664
2025-05-18,72.83765225784664
2025-05-19,30.99474564163687
2025-05-20,41.842906616209774
2025-05-21,52.69106759078268
2025-05-22,44.94238118037347
2025-05-23,35.6439574878824
2025-05-24,75.93712682201034
2025-05-25,71.2879149757648
2025-05-26,51.14133030870084
2025-05-27,37.193694769964246
2025-05-28,58.89001671911006
2025-05-29,40.29316933412793
2025-05-30,38.74343205204609
2025-05-31,69.73817769368296
2025-06-01,74.38738953992849
2025-06-02,30.99474564163687
2025-06-03,41.842906616209774
2025-06-04,52.69106759078268
2025-06-05,54.24080487286452
2025-06-06,40.29316933412793
2025-06-07,72.83765225784664
2025-06-08,68.18844041160112
2025-06-09,32.54448292371872
2025-06-10,41.842906616209774
2025-06-11,55.790542154946365
2025-06-12,46.49211846245531
2025-06-13,37.193694769964246
2025-06-14,68.18844041160112
2025-06-15,72.83765225784664
2025-06-16,27.895271077473183
2025-06-17,38.74343205204609
2025-06-18,49.591593026618995
2025-06-19,55.790542154946365
2025-06-20,44.94238118037347
2025-06-21,74.38738953992849
2025-06-22,66.63870312951927
2025-06-23,27.895271077473183
2025-06-24,40.29316933412793
2025-06-25,49.591593026618995
2025-06-26,51.14133030870084
2025-06-27,32.54448292371872
2025-06-28,71.2879149757648
2025-06-29,65.08896584743744
2025-06-30,26.34553379539134
2025-07-01,40.29316933412793
2025-07-02,52.69106759078268
2025-07-03,54.24080487286452
2025-07-04,75.93712682201034
2025-07-05,71.2879149757648
2025-07-06,77.48686410409218
2025-07-07,32.54448292371872
2025-07-08,38.74343205204609
2025-07-09,55.790542154946365
2025-07-10,52.69106759078268
2025-07-11,43.392643898291624
2025-07-12,79.03660138617403
2025-07-13,75.93712682201034
2025-07-14,18.596847384982123
2025-07-15,9.298423692491061
2025-07-16,23.246059231227655
2025-07-17,7.748686410409218
2025-07-18,23.246059231227655
2025-07-19,60.4397540011919
2025-07-20,82.13607595033771
2025-07-21,29.44500835955503
2025-07-22,44.94238118037347
2025-07-23,63.539228565355586
2025-07-24,37.193694769964246
2025-07-25,38.74343205204609
2025-07-26,66.63870312951927
2025-07-27,82.13607595033771
2025-07-28,29.44500835955503
2025-07-29,49.591593026618995
2025-07-30,61.98949128327374
2025-07-31,44.94238118037347
2025-08-01,40.29316933412793
2025-08-02,88.33502507866508
2025-08-03,75.93712682201034
2025-08-04,30.99474564163687
2025-08-05,51.14133030870084
2025-08-06,71.2879149757648
2025-08-07,40.29316933412793
2025-08-08,32.54448292371872
2025-08-09,79.03660138617403
2025-08-10,91.43449964282877
2025-08-11,34.09422020580056
2025-08-12,44.94238118037347
2025-08-13,63.539228565355586
2025-08-14,54.24080487286452
2025-08-15,43.392643898291624
2025-08-16,80.58633866825586
2025-08-17,89.88476236074693
2025-08-18,41.842906616209774
2025-08-19,49.591593026618995
2025-08-20,65.08896584743744
2025-08-21,51.14133030870084
2025-08-22,40.29316933412793
2025-08-23,77.48686410409218
2025-08-24,83.68581323241955
2025-08-25,34.09422020580056
2025-08-26,44.94238118037347
2025-08-27,61.98949128327374
2025-08-28,54.24080487286452
2025-08-29,41.842906616209774
2025-08-30,75.93712682201034
2025-08-31,83.68581323241955
2025-09-01,52.69106759078268
2025-09-02,34.09422020580056
2025-09-03,54.24080487286452
2025-09-04,48.04185574453715
2025-09-05,44.94238118037347
2025-09-06,72.83765225784664
2025-09-07,75.93712682201034
2025-09-08,26.34553379539134
2025-09-09,41.842906616209774
2025-09-10,52.69106759078268
2025-09-11,48.04185574453715
2025-09-12,43.392643898291624
2025-09-13,85.2355505145014
2025-09-14,85.2355505145014
2025-09-15,32.54448292371872
2025-09-16,49.591593026618995
2025-09-17,63.539228565355586
2025-09-18,58.89001671911006
2025-09-19,43.392643898291624
2025-09-20,85.2355505145014
2025-09-21,96.0837114890743
2025-09-22,32.54448292371872
2025-09-23,37.193694769964246
2025-09-24,75.93712682201034
2025-09-25,86.78528779658325
2025-09-26,71.2879149757648
2025-09-27,127.07845713071117
2025-09-28,130.17793169487487
2025-09-29,24.795796513309497
2025-09-30,61.98949128327374
2025-10-01,137.9266181052841
2025-10-02,154.97372820818435
2025-10-03,92.98423692491062
2025-10-04,83.68581323241955
2025-10-05,148.77477907985698
2025-10-06,82.13607595033771
2025-10-07,106.93187246364721
2025-10-08,154.97372820818435
2025-10-09,139.4763553873659
2025-10-10,113.13082159197458
2025-10-11,114.68055887405643
2025-10-12,82.13607595033771
2025-10-13,75.93712682201034
2025-10-14,79.03660138617403
2025-10-15,69.73817769368296
2025-10-16,75.93712682201034
2025-10-17,103.83239789948352
2025-10-18,106.93187246364721
2025-10-19,44.94238118037347
2025-10-20,63.539228565355586
2025-10-21,77.48686410409218
2025-10-22,9.298423692491061
2025-10-23,7.748686410409218
2025-10-24,13.947635538736591
2025-10-25,83.68581323241955
2025-10-26,74.38738953992849
2025-10-27,18.596847384982123
2025-10-28,120.8795080023838
2025-10-29,83.68581323241955
2025-10-30,80.58633866825586
2025-10-31,24.795796513309497
2025-11-01,114.68055887405643
2025-11-02,142.5758299515296
2025-11-03,4.649211846245531
2025-11-04,3.099474564163687
2025-11-05,1.5497372820818436
2025-11-06,1.5497372820818436
2025-11-07,1.5497372820818436
2025-11-08,1.5497372820818436
2025-11-09,3.099474564163687
2025-11-10,1.5497372820818436
2025-11-11,1.5497372820818436
2025-11-12,1.5497372820818436
2025-11-13,1.5497372820818436
2025-11-14,1.5497372820818436
2025-11-15,1.5497372820818436
2025-11-16,1.5497372820818436
2025-11-17,1.5497372820818436
2025-11-18,1.5497372820818436
2025-11-19,0.0
2025-11-20,1.5497372820818436
2025-11-21,1.5497372820818436
2025-11-22,1.5497372820818436
2025-11-23,1.5497372820818436
2025-11-24,1.5497372820818436
2025-11-25,1.5497372820818436
2025-11-26,0.0
2025-11-27,1.5497372820818436
2025-11-28,1.5497372820818436
2025-11-29,1.5497372820818436
2025-11-30,1.5497372820818436
2025-12-01,0.0
2025-12-02,1.5497372820818436
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,1.5497372820818436
2025-12-06,0.0
2025-12-07,1.5497372820818436
2025-12-08,1.5497372820818436
2025-12-09,1.5497372820818436
2025-12-10,1.5497372820818436
2025-12-11,1.5497372820818436
2025-12-12,1.5497372820818436
2025-12-13,1.5497372820818436
2025-12-14,1.5497372820818436
2025-12-15,1.5497372820818436
2025-12-16,1.5497372820818436
2025-12-17,0.7748686410409218
2025-12-18,0.7748686410409218
2025-12-19,1.5497372820818436
2025-12-20,1.5497372820818436
2025-12-21,1.5497372820818436
2025-12-22,1.5497372820818436
2025-12-23,0.7748686410409218
2025-12-24,0.7748686410409218
2025-12-25,1.5497372820818436
2025-12-26,1.5497372820818436
2025-12-27,1.5497372820818436
2025-12-28,1.5497372820818436
2025-12-29,1.5497372820818436
2025-12-30,1.5497372820818436
2025-12-31,0.7748686410409218
2026-01-01,1.5497372820818436
2026-01-02,0.7748686410409218
2026-01-03,1.5497372820818436
2026-01-04,1.5497372820818436
2026-01-05,1.5497372820818436
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.7748686410409218
2026-01-09,1.5497372820818436
2026-01-10,1.5497372820818436
2026-01-11,1.5497372820818436
2026-01-12,1.5497372820818436
2026-01-13,1.5497372820818436
2026-01-14,0.0
2026-01-15,1.5497372820818436
2026-01-16,1.5497372820818436
2026-01-17,1.5497372820818436
2026-01-18,1.5497372820818436
2026-01-19,1.5497372820818436
2026-01-20,1.5497372820818436
2026-01-21,1.5497372820818436
2026-01-22,1.5497372820818436
2026-01-23,0.0
2026-01-24,1.5497372820818436
2026-01-25,1.5497372820818436
2026-01-26,1.5497372820818436
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,1.5497372820818436
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,1.5497372820818436
2026-02-07,0.0
2026-02-08,1.5497372820818436
2026-02-09,1.5497372820818436
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,1.5497372820818436
2026-02-13,1.5497372820818436
2026-02-14,1.5497372820818436
2026-02-15,0.0
2026-02-16,1.5497372820818436
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,1.5497372820818436
2026-02-20,4.649211846245531
2026-02-21,6.198949128327374
2026-02-22,7.748686410409218
2026-02-23,6.198949128327374
2026-02-24,6.198949128327374
2026-02-25,6.198949128327374
2026-02-26,6.198949128327374
2026-02-27,6.198949128327374
2026-02-28,9.298423692491061
2026-03-01,7.748686410409218
2026-03-02,6.198949128327374
2026-03-03,6.198949128327374
2026-03-04,6.198949128327374
2026-03-05,6.198949128327374
2026-03-06,6.198949128327374
2026-03-07,9.298423692491061
2026-03-08,9.298423692491061
2026-03-09,6.198949128327374
2026-03-10,7.748686410409218
2026-03-11,6.198949128327374
2026-03-12,6.198949128327374
2026-03-13,6.198949128327374
2026-03-14,9.298423692491061
2026-03-15,7.748686410409218
2026-03-16,6.198949128327374
2026-03-17,6.198949128327374
2026-03-18,7.748686410409218
2026-03-19,6.198949128327374
2026-03-20,6.198949128327374
2026-03-21,9.298423692491061
2026-03-22,9.298423692491061
2026-03-23,7.748686410409218
2026-03-24,9.298423692491061
2026-03-25,46.49211846245531
2026-03-26,106.93187246364721
2026-03-27,116.23029615613827
2026-03-28,151.87425364402068
2026-03-29,154.97372820818435
2026-03-30,97.63344877115614
2026-03-31,68.18844041160112
2026-04-01,74.38738953992849
2026-04-02,41.842906616209774
2026-04-03,60.4397540011919
2026-04-04,74.38738953992849
2026-04-05,102.28266061740167
2026-04-06,43.392643898291624
2026-04-07,63.539228565355586
2026-04-08,69.73817769368296
2026-04-09,48.04185574453715
2026-04-10,43.392643898291624
2026-04-11,79.03660138617403
2026-04-12,83.68581323241955
2026-04-13,37.193694769964246
2026-04-14,52.69106759078268
2026-04-15,65.08896584743744
2026-04-16,69.73817769368296
2026-04-17,46.49211846245531
2026-04-18,92.98423692491062
2026-04-19,96.0837114890743
2026-04-20,46.49211846245531
2026-04-21,51.14133030870084
2026-04-22,69.73817769368296
2026-04-23,74.38738953992849
2026-04-24,46.49211846245531
2026-04-25,94.53397420699245
2026-04-26,103.83239789948352
2026-04-27,35.6439574878824
2026-04-28,55.790542154946365
2026-04-29,72.83765225784664
2026-04-30,57.340279437028215
2026-05-01,46.49211846245531
2026-05-02,91.43449964282877
2026-05-03,97.63344877115614
2026-05-04,37.193694769964246
2026-05-05,55.790542154946365
2026-05-06,66.63870312951927
2026-05-07,65.08896584743744
2026-05-08,44.94238118037347
2026-05-09,82.13607595033771
2026-05-10,100.73292333531984
2026-05-11,34.09422020580056
2026-05-12,48.04185574453715
2026-05-13,58.89001671911006
2026-05-14,63.539228565355586
2026-05-15,51.14133030870084
2026-05-16,100.73292333531984
2026-05-17,102.28266061740167
2026-05-18,35.6439574878824
2026-05-19,58.89001671911006
2026-05-20,72.83765225784664
2026-05-21,63.539228565355586
2026-05-22,55.790542154946365
2026-05-23,86.78528779658325
2026-05-24,83.68581323241955
2026-05-25,61.98949128327374
2026-05-26,46.49211846245531
2026-05-27,71.2879149757648
2026-05-28,58.89001671911006
2026-05-29,44.94238118037347
2026-05-30,89.88476236074693
2026-05-31,99.18318605323799
