Time,nhl_standings
2024-11-25,21.557187479394045
2024-11-26,32.33578121909107
2024-11-27,22.635046853363747
2024-11-28,45.270093706727494
2024-11-29,25.86862497527285
2024-11-30,33.41364059306077
2024-12-01,44.19223433275779
2024-12-02,24.79076560130315
2024-12-03,23.71290622733345
2024-12-04,36.647218714969874
2024-12-05,26.946484349242557
2024-12-06,26.946484349242557
2024-12-07,36.647218714969874
2024-12-08,35.56935934100017
2024-12-09,23.71290622733345
2024-12-10,23.71290622733345
2024-12-11,31.257921845121363
2024-12-12,21.557187479394045
2024-12-13,32.33578121909107
2024-12-14,29.10220309718196
2024-12-15,37.725078088939576
2024-12-16,24.79076560130315
2024-12-17,24.79076560130315
2024-12-18,36.647218714969874
2024-12-19,30.18006247115166
2024-12-20,33.41364059306077
2024-12-21,29.10220309718196
2024-12-22,35.56935934100017
2024-12-23,30.18006247115166
2024-12-24,38.80293746290928
2024-12-25,18.323609357484937
2024-12-26,18.323609357484937
2024-12-27,18.323609357484937
2024-12-28,38.80293746290928
2024-12-29,40.95865621084869
2024-12-30,32.33578121909107
2024-12-31,30.18006247115166
2025-01-01,34.49149996703047
2025-01-02,22.635046853363747
2025-01-03,39.88079683687898
2025-01-04,34.49149996703047
2025-01-05,47.4258124546669
2025-01-06,24.79076560130315
2025-01-07,25.86862497527285
2025-01-08,35.56935934100017
2025-01-09,25.86862497527285
2025-01-10,37.725078088939576
2025-01-11,38.80293746290928
2025-01-12,47.4258124546669
2025-01-13,29.10220309718196
2025-01-14,24.79076560130315
2025-01-15,39.88079683687898
2025-01-16,26.946484349242557
2025-01-17,47.4258124546669
2025-01-18,32.33578121909107
2025-01-19,44.19223433275779
2025-01-20,26.946484349242557
2025-01-21,31.257921845121363
2025-01-22,37.725078088939576
2025-01-23,29.10220309718196
2025-01-24,40.95865621084869
2025-01-25,40.95865621084869
2025-01-26,46.347953080697195
2025-01-27,25.86862497527285
2025-01-28,31.257921845121363
2025-01-29,35.56935934100017
2025-01-30,28.024343723212258
2025-01-31,39.88079683687898
2025-02-01,42.03651558481839
2025-02-02,54.970828072454815
2025-02-03,40.95865621084869
2025-02-04,22.635046853363747
2025-02-05,46.347953080697195
2025-02-06,33.41364059306077
2025-02-07,33.41364059306077
2025-02-08,48.5036718286366
2025-02-09,42.03651558481839
2025-02-10,18.323609357484937
2025-02-11,12.934312487636426
2025-02-12,11.856453113666724
2025-02-13,11.856453113666724
2025-02-14,12.934312487636426
2025-02-15,12.934312487636426
2025-02-16,18.323609357484937
2025-02-17,11.856453113666724
2025-02-18,12.934312487636426
2025-02-19,9.70073436572732
2025-02-20,10.778593739697023
2025-02-21,29.10220309718196
2025-02-22,31.257921845121363
2025-02-23,51.7372499505457
2025-02-24,38.80293746290928
2025-02-25,22.635046853363747
2025-02-26,49.5815312026063
2025-02-27,29.10220309718196
2025-02-28,40.95865621084869
2025-03-01,43.11437495878809
2025-03-02,61.437984316273024
2025-03-03,34.49149996703047
2025-03-04,38.80293746290928
2025-03-05,38.80293746290928
2025-03-06,38.80293746290928
2025-03-07,49.5815312026063
2025-03-08,60.36012494230332
2025-03-09,53.89296869848511
2025-03-10,30.18006247115166
2025-03-11,29.10220309718196
2025-03-12,44.19223433275779
2025-03-13,37.725078088939576
2025-03-14,40.95865621084869
2025-03-15,43.11437495878809
2025-03-16,66.82728118612154
2025-03-17,40.95865621084869
2025-03-18,39.88079683687898
2025-03-19,44.19223433275779
2025-03-20,32.33578121909107
2025-03-21,47.4258124546669
2025-03-22,47.4258124546669
2025-03-23,59.28226556833362
2025-03-24,42.03651558481839
2025-03-25,40.95865621084869
2025-03-26,48.5036718286366
2025-03-27,37.725078088939576
2025-03-28,54.970828072454815
2025-03-29,58.20440619436392
2025-03-30,87.30660929154588
2025-03-31,48.5036718286366
2025-04-01,43.11437495878809
2025-04-02,66.82728118612154
2025-04-03,60.36012494230332
2025-04-04,62.515843690242725
2025-04-05,81.91731242169737
2025-04-06,107.78593739697023
2025-04-07,66.82728118612154
2025-04-08,52.81510932451541
2025-04-09,68.98299993406094
2025-04-10,66.82728118612154
2025-04-11,61.437984316273024
2025-04-12,80.83945304772767
2025-04-13,90.54018741345499
2025-04-14,63.593703064212434
2025-04-15,64.8625527379266
2025-04-16,84.27907599889052
2025-04-17,50.675231536731275
2025-04-18,43.10089329057083
2025-04-19,28.913572089375503
2025-04-20,30.297352984641797
2025-04-21,19.416523260963906
2025-04-22,21.339233843215055
2025-04-23,19.416523260963906
2025-04-24,16.110031783446473
2025-04-25,16.110031783446473
2025-04-26,18.032742365697615
2025-04-27,21.761659447355775
2025-04-28,17.493812678712764
2025-04-29,16.110031783446473
2025-04-30,18.455167969838335
2025-05-01,19.416523260963906
2025-05-02,20.377878552089484
2025-05-03,17.493812678712764
2025-05-04,24.10679563374764
2025-05-05,21.761659447355775
2025-05-06,12.264610618944182
2025-05-07,11.84218501480346
2025-05-08,11.84218501480346
2025-05-09,10.880829723677888
2025-05-10,13.764895597054604
2025-05-11,16.110031783446473
2025-05-12,11.84218501480346
2025-05-13,12.803540305929033
2025-05-14,11.84218501480346
2025-05-15,13.517619332503081
2025-05-16,14.362470540784523
2025-05-17,13.517619332503081
2025-05-18,20.27642899875462
2025-05-19,18.586726582191737
2025-05-20,8.448512082814425
2025-05-21,10.13821449937731
2025-05-22,8.448512082814425
2025-05-23,9.293363291095869
2025-05-24,8.448512082814425
2025-05-25,11.827916915940197
2025-05-26,9.293363291095869
2025-05-27,10.13821449937731
2025-05-28,8.448512082814425
2025-05-29,11.827916915940197
2025-05-30,10.13821449937731
2025-05-31,5.913958457970098
2025-06-01,5.069107249688655
2025-06-02,4.224256041407212
2025-06-03,5.069107249688655
2025-06-04,5.069107249688655
2025-06-05,7.603660874532983
2025-06-06,4.224256041407212
2025-06-07,8.448512082814425
2025-06-08,5.913958457970098
2025-06-09,5.913958457970098
2025-06-10,5.913958457970098
2025-06-11,5.069107249688655
2025-06-12,5.069107249688655
2025-06-13,7.603660874532983
2025-06-14,5.069107249688655
2025-06-15,9.293363291095869
2025-06-16,5.069107249688655
2025-06-17,4.224256041407212
2025-06-18,9.293363291095869
2025-06-19,3.3794048331257702
2025-06-20,1.6897024165628851
2025-06-21,1.6897024165628851
2025-06-22,1.6897024165628851
2025-06-23,2.5345536248443277
2025-06-24,1.6897024165628851
2025-06-25,1.6897024165628851
2025-06-26,1.6897024165628851
2025-06-27,1.6897024165628851
2025-06-28,3.3794048331257702
2025-06-29,1.6897024165628851
2025-06-30,1.6897024165628851
2025-07-01,1.6897024165628851
2025-07-02,1.6897024165628851
2025-07-03,0.8448512082814426
2025-07-04,0.8448512082814426
2025-07-05,0.0
2025-07-06,1.6897024165628851
2025-07-07,0.8448512082814426
2025-07-08,0.8448512082814426
2025-07-09,0.8448512082814426
2025-07-10,0.0
2025-07-11,0.8448512082814426
2025-07-12,0.0
2025-07-13,0.8448512082814426
2025-07-14,1.6897024165628851
2025-07-15,0.8448512082814426
2025-07-16,0.8448512082814426
2025-07-17,2.5345536248443277
2025-07-18,0.0
2025-07-19,1.6897024165628851
2025-07-20,0.8448512082814426
2025-07-21,0.8448512082814426
2025-07-22,0.8448512082814426
2025-07-23,1.6897024165628851
2025-07-24,1.6897024165628851
2025-07-25,1.6897024165628851
2025-07-26,0.8448512082814426
2025-07-27,0.8448512082814426
2025-07-28,1.6897024165628851
2025-07-29,2.5345536248443277
2025-07-30,4.224256041407212
2025-07-31,5.069107249688655
2025-08-01,1.6897024165628851
2025-08-02,1.6897024165628851
2025-08-03,0.8448512082814426
2025-08-04,0.8448512082814426
2025-08-05,0.8448512082814426
2025-08-06,1.6897024165628851
2025-08-07,0.8448512082814426
2025-08-08,0.0
2025-08-09,0.8448512082814426
2025-08-10,0.8448512082814426
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,0.8448512082814426
2025-08-14,0.8448512082814426
2025-08-15,0.8448512082814426
2025-08-16,0.0
2025-08-17,0.8448512082814426
2025-08-18,0.8448512082814426
2025-08-19,0.8448512082814426
2025-08-20,0.8448512082814426
2025-08-21,0.8448512082814426
2025-08-22,0.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,0.8448512082814426
2025-08-28,0.0
2025-08-29,0.8448512082814426
2025-08-30,0.0
2025-08-31,0.8448512082814426
2025-09-01,0.8448512082814426
2025-09-02,0.8448512082814426
2025-09-03,0.0
2025-09-04,1.6897024165628851
2025-09-05,0.8448512082814426
2025-09-06,0.8448512082814426
2025-09-07,1.6897024165628851
2025-09-08,1.6897024165628851
2025-09-09,0.8448512082814426
2025-09-10,0.8448512082814426
2025-09-11,0.8448512082814426
2025-09-12,0.8448512082814426
2025-09-13,1.6897024165628851
2025-09-14,1.6897024165628851
2025-09-15,1.6897024165628851
2025-09-16,0.8448512082814426
2025-09-17,0.8448512082814426
2025-09-18,1.6897024165628851
2025-09-19,1.6897024165628851
2025-09-20,1.6897024165628851
2025-09-21,1.6897024165628851
2025-09-22,2.5345536248443277
2025-09-23,1.6897024165628851
2025-09-24,3.3794048331257702
2025-09-25,2.5345536248443277
2025-09-26,2.5345536248443277
2025-09-27,3.3794048331257702
2025-09-28,4.224256041407212
2025-09-29,2.5345536248443277
2025-09-30,3.3794048331257702
2025-10-01,3.3794048331257702
2025-10-02,3.3794048331257702
2025-10-03,4.224256041407212
2025-10-04,3.3794048331257702
2025-10-05,4.224256041407212
2025-10-06,4.224256041407212
2025-10-07,6.7588096662515404
2025-10-08,11.827916915940197
2025-10-09,10.983065707658753
2025-10-10,17.741875373910293
2025-10-11,11.827916915940197
2025-10-12,25.345536248443278
2025-10-13,21.121280207036065
2025-10-14,22.81098262359895
2025-10-15,27.035238665006162
2025-10-16,24.500685040161834
2025-10-17,25.345536248443278
2025-10-18,28.724941081569046
2025-10-19,37.173453164383474
2025-10-20,26.190387456724718
2025-10-21,26.190387456724718
2025-10-22,35.48375074782059
2025-10-23,27.880089873287606
2025-10-24,38.018304372664915
2025-10-25,33.7940483312577
2025-10-26,37.173453164383474
2025-10-27,29.56979228985049
2025-10-28,28.724941081569046
2025-10-29,43.08741162235357
2025-10-30,26.190387456724718
2025-10-31,44.77711403891646
2025-11-01,32.10434591469482
2025-11-02,41.39770920579068
2025-11-03,32.94919712297626
2025-11-04,26.190387456724718
2025-11-05,40.55285799750924
2025-11-06,30.41464349813193
2025-11-07,39.7080067892278
2025-11-08,39.7080067892278
2025-11-09,54.070477330012324
2025-11-10,35.48375074782059
2025-11-11,32.10434591469482
2025-11-12,43.93226283063501
2025-11-13,32.94919712297626
2025-11-14,37.173453164383474
2025-11-15,31.259494706413374
2025-11-16,54.915328538293764
2025-11-17,34.638899539539146
2025-11-18,32.94919712297626
2025-11-19,45.6219652471979
2025-11-20,34.638899539539146
2025-11-21,49.00137008032367
2025-11-22,41.39770920579068
2025-11-23,54.070477330012324
2025-11-24,43.93226283063501
2025-11-25,32.10434591469482
2025-11-26,31.259494706413374
2025-11-27,56.60503095485665
2025-11-28,35.48375074782059
2025-11-29,54.070477330012324
2025-11-30,53.22562612173088
2025-12-01,26.190387456724718
2025-12-02,32.10434591469482
2025-12-03,43.08741162235357
2025-12-04,39.7080067892278
2025-12-05,44.77711403891646
2025-12-06,37.173453164383474
2025-12-07,47.31166766376079
2025-12-08,38.863155580946355
2025-12-09,31.259494706413374
2025-12-10,46.46681645547934
2025-12-11,38.72423840681949
2025-12-12,54.642776955816686
2025-12-13,44.312034992579036
2025-12-14,59.385722333294794
2025-12-15,38.72423840681949
2025-12-16,33.55886742520066
2025-12-17,55.94214167888224
2025-12-18,36.58002247547249
2025-12-19,42.590244665372765
2025-12-20,51.199196301404136
2025-12-21,57.663932006088515
2025-12-22,47.333190042850866
2025-12-23,36.58002247547249
2025-12-24,70.13888990067316
2025-12-25,22.805699857822297
2025-12-26,22.383274253681574
2025-12-27,24.52749018502857
2025-12-28,69.71646429653245
2025-12-29,40.44602873402577
2025-12-30,58.086357610229236
2025-12-31,47.755615646991586
2026-01-01,57.663932006088515
2026-01-02,47.755615646991586
2026-01-03,61.529938264641785
2026-01-04,59.80814793743551
2026-01-05,35.28065775240694
2026-01-06,40.023603129885046
2026-01-07,59.385722333294794
2026-01-08,43.46718378429759
2026-01-09,62.82930298770734
2026-01-10,50.86246889764028
2026-01-11,66.64737303828726
2026-01-12,40.33919947054229
2026-01-13,49.10859065979061
2026-01-14,43.846955946241614
2026-01-15,43.846955946241614
2026-01-16,61.38573832473826
2026-01-17,54.37022537333961
2026-01-18,50.86246889764028
2026-01-19,36.83144299484296
2026-01-20,45.60083418409128
2026-01-21,40.33919947054229
2026-01-22,43.846955946241614
2026-01-23,54.37022537333961
2026-01-24,57.87798184903893
2026-01-25,56.12410361118927
2026-01-26,40.33919947054229
2026-01-27,38.58532123269262
2026-01-28,59.6318600868886
2026-01-29,43.846955946241614
2026-01-30,75.41676422753558
2026-01-31,54.37022537333961
2026-02-01,63.13961656258793
2026-02-02,47.354712421940945
2026-02-03,57.87798184903893
2026-02-04,56.12410361118927
2026-02-05,52.61634713548994
2026-02-06,42.09307770839195
2026-02-07,19.29266061634631
2026-02-08,14.031025902797317
2026-02-09,12.277147664947652
2026-02-10,12.277147664947652
2026-02-11,12.277147664947652
2026-02-12,12.277147664947652
2026-02-13,8.769391189248324
2026-02-14,12.277147664947652
2026-02-15,14.031025902797317
2026-02-16,10.523269427097988
2026-02-17,7.015512951398659
2026-02-18,8.769391189248324
2026-02-19,10.523269427097988
2026-02-20,10.523269427097988
2026-02-21,10.523269427097988
2026-02-22,29.8159300434443
2026-02-23,17.53878237849665
2026-02-24,14.031025902797317
2026-02-25,17.53878237849665
2026-02-26,42.09307770839195
2026-02-27,61.38573832473826
2026-02-28,59.6318600868886
2026-03-01,71.90900775183626
2026-03-02,52.61634713548994
2026-03-03,50.86246889764028
2026-03-04,64.8934948004376
2026-03-05,52.61634713548994
2026-03-06,71.90900775183626
2026-03-07,77.17064246538524
2026-03-08,82.43227717893424
2026-03-09,77.17064246538524
2026-03-10,49.10859065979061
2026-03-11,80.67839894108458
2026-03-12,45.60083418409128
2026-03-13,64.8934948004376
2026-03-14,57.87798184903893
2026-03-15,87.69391189248323
2026-03-16,50.86246889764028
2026-03-17,63.13961656258793
2026-03-18,63.13961656258793
2026-03-19,61.38573832473826
2026-03-20,77.17064246538524
2026-03-21,77.17064246538524
2026-03-22,94.70942484388189
2026-03-23,68.40125127613692
2026-03-24,43.846955946241614
2026-03-25,80.67839894108458
2026-03-26,61.38573832473826
2026-03-27,84.1861554167839
2026-03-28,75.41676422753558
2026-03-29,129.7869896008752
2026-03-30,78.9245207032349
2026-03-31,75.41676422753558
2026-04-01,87.69391189248323
2026-04-02,71.90900775183626
2026-04-03,103.47881603313022
2026-04-04,114.0020854602282
2026-04-05,175.38782378496646
2026-04-06,101.72493779528055
2026-04-07,91.20166836818257
2026-04-08,122.77147664947653
2026-04-09,87.69391189248323
2026-04-10,128.0331113630255
2026-04-11,114.0020854602282
2026-04-12,159.60291964431948
2026-04-13,110.49432898452888
2026-04-14,135.0486243144242
2026-04-15,87.69391189248323
2026-04-16,61.38573832473826
2026-04-17,63.13961656258793
2026-04-18,42.09307770839195
2026-04-19,45.60083418409128
2026-04-20,31.569808281293966
2026-04-21,24.554295329895304
2026-04-22,22.80041709204564
2026-04-23,24.554295329895304
2026-04-24,22.80041709204564
2026-04-25,26.30817356774497
2026-04-26,31.569808281293966
2026-04-27,22.80041709204564
2026-04-28,19.29266061634631
2026-04-29,19.29266061634631
2026-04-30,24.554295329895304
2026-05-01,26.30817356774497
2026-05-02,26.30817356774497
2026-05-03,24.554295329895304
2026-05-04,19.29266061634631
2026-05-05,17.53878237849665
2026-05-06,19.29266061634631
2026-05-07,15.784904140646983
2026-05-08,15.784904140646983
2026-05-09,19.29266061634631
2026-05-10,22.80041709204564
2026-05-11,15.784904140646983
2026-05-12,14.031025902797317
2026-05-13,15.784904140646983
2026-05-14,15.784904140646983
2026-05-15,15.784904140646983
2026-05-16,12.277147664947652
2026-05-17,15.784904140646983
2026-05-18,8.769391189248324
2026-05-19,15.784904140646983
2026-05-20,8.769391189248324
2026-05-21,12.277147664947652
2026-05-22,12.277147664947652
2026-05-23,14.031025902797317
2026-05-24,14.031025902797317
2026-05-25,15.784904140646983
2026-05-26,12.277147664947652
2026-05-27,17.53878237849665
2026-05-28,14.031025902797317
2026-05-29,8.769391189248324
2026-05-30,15.784904140646983
2026-05-31,10.523269427097988
