Time,nhl_standings
2023-02-16,31.0
2023-02-17,36.0
2023-02-18,41.0
2023-02-19,47.0
2023-02-20,29.0
2023-02-21,28.0
2023-02-22,30.0
2023-02-23,25.0
2023-02-24,46.0
2023-02-25,50.0
2023-02-26,58.0
2023-02-27,37.0
2023-02-28,36.0
2023-03-01,47.0
2023-03-02,41.0
2023-03-03,47.0
2023-03-04,48.0
2023-03-05,46.0
2023-03-06,31.0
2023-03-07,26.0
2023-03-08,35.0
2023-03-09,28.0
2023-03-10,39.0
2023-03-11,35.0
2023-03-12,63.0
2023-03-13,34.0
2023-03-14,27.0
2023-03-15,36.0
2023-03-16,33.0
2023-03-17,37.0
2023-03-18,36.0
2023-03-19,57.0
2023-03-20,34.0
2023-03-21,35.0
2023-03-22,43.0
2023-03-23,33.0
2023-03-24,44.0
2023-03-25,52.0
2023-03-26,69.0
2023-03-27,38.0
2023-03-28,49.0
2023-03-29,48.0
2023-03-30,44.0
2023-03-31,52.0
2023-04-01,54.0
2023-04-02,80.0
2023-04-03,51.0
2023-04-04,45.0
2023-04-05,61.0
2023-04-06,48.0
2023-04-07,73.0
2023-04-08,68.0
2023-04-09,100.0
2023-04-10,66.0
2023-04-11,80.0
2023-04-12,78.0
2023-04-13,65.0
2023-04-14,81.0
2023-04-15,37.0
2023-04-16,18.0
2023-04-17,18.0
2023-04-18,23.0
2023-04-19,22.0
2023-04-20,16.0
2023-04-21,17.0
2023-04-22,20.0
2023-04-23,25.0
2023-04-24,15.0
2023-04-25,16.0
2023-04-26,13.992529348986125
2023-04-27,14.881003201707577
2023-04-28,15.075240128068302
2023-04-29,22.959978655282818
2023-04-30,26.013874066168622
2023-05-01,34.78708644610459
2023-05-02,15.075240128068302
2023-05-03,12.021344717182497
2023-05-04,10.050160085378868
2023-05-05,10.244397011739593
2023-05-06,11.132870864461045
2023-05-07,12.021344717182497
2023-05-08,12.715581643543223
2023-05-09,12.021344717182497
2023-05-10,9.855923159018143
2023-05-11,8.967449306296691
2023-05-12,11.132870864461045
2023-05-13,16.852187833511206
2023-05-14,13.7982924226254
2023-05-15,12.021344717182497
2023-05-16,11.132870864461045
2023-05-17,6.107790821771611
2023-05-18,5.913553895410885
2023-05-19,9.855923159018143
2023-05-20,9.161686232657416
2023-05-21,11.82710779082177
2023-05-22,6.107790821771611
2023-05-23,7.884738527214514
2023-05-24,8.773212379935966
2023-05-25,11.82710779082177
2023-05-26,7.769477054429029
2023-05-27,5.827107790821771
2023-05-28,8.934898612593383
2023-05-29,5.827107790821771
2023-05-30,8.157950907150479
2023-05-31,2.7193169690501597
2023-06-01,3.4962646744930628
2023-06-02,3.8847385272145143
2023-06-03,4.273212379935965
2023-06-04,8.157950907150479
2023-06-05,3.8847385272145143
2023-06-06,5.4386339381003195
2023-06-07,3.4962646744930628
2023-06-08,3.1077908217716113
2023-06-09,5.827107790821771
2023-06-10,4.273212379935965
2023-06-11,7.381003201707577
2023-06-12,4.661686232657416
2023-06-13,4.273212379935965
2023-06-14,6.9925293489861255
2023-06-15,1.9423692636072571
2023-06-16,1.165421558164354
2023-06-17,1.5538954108858056
2023-06-18,1.165421558164354
2023-06-19,1.165421558164354
2023-06-20,0.7769477054429028
2023-06-21,0.7769477054429028
2023-06-22,1.165421558164354
2023-06-23,0.7769477054429028
2023-06-24,0.7769477054429028
2023-06-25,1.165421558164354
2023-06-26,0.7769477054429028
2023-06-27,0.7769477054429028
2023-06-28,1.165421558164354
2023-06-29,2.330843116328708
2023-06-30,0.7769477054429028
2023-07-01,0.7769477054429028
2023-07-02,1.165421558164354
2023-07-03,1.5538954108858056
2023-07-04,0.3884738527214514
2023-07-05,0.7769477054429028
2023-07-06,1.165421558164354
2023-07-07,0.7769477054429028
2023-07-08,0.7769477054429028
2023-07-09,0.7769477054429028
2023-07-10,0.7769477054429028
2023-07-11,0.7769477054429028
2023-07-12,0.7769477054429028
2023-07-13,0.0
2023-07-14,0.7769477054429028
2023-07-15,0.3884738527214514
2023-07-16,0.7769477054429028
2023-07-17,0.3884738527214514
2023-07-18,0.3884738527214514
2023-07-19,1.165421558164354
2023-07-20,0.7769477054429028
2023-07-21,0.0
2023-07-22,0.0
2023-07-23,0.7769477054429028
2023-07-24,0.3884738527214514
2023-07-25,0.3884738527214514
2023-07-26,0.3884738527214514
2023-07-27,0.0
2023-07-28,0.7769477054429028
2023-07-29,0.7769477054429028
2023-07-30,0.7769477054429028
2023-07-31,0.7769477054429028
2023-08-01,0.3884738527214514
2023-08-02,0.0
2023-08-03,0.7769477054429028
2023-08-04,0.7769477054429028
2023-08-05,0.7769477054429028
2023-08-06,0.7769477054429028
2023-08-07,0.7769477054429028
2023-08-08,0.3884738527214514
2023-08-09,0.3884738527214514
2023-08-10,0.3884738527214514
2023-08-11,0.7769477054429028
2023-08-12,0.7769477054429028
2023-08-13,0.7769477054429028
2023-08-14,0.0
2023-08-15,0.3884738527214514
2023-08-16,0.7769477054429028
2023-08-17,0.7769477054429028
2023-08-18,0.0
2023-08-19,0.0
2023-08-20,0.7769477054429028
2023-08-21,0.3884738527214514
2023-08-22,0.3884738527214514
2023-08-23,0.7769477054429028
2023-08-24,0.3884738527214514
2023-08-25,0.7769477054429028
2023-08-26,0.7769477054429028
2023-08-27,0.0
2023-08-28,0.0
2023-08-29,0.0
2023-08-30,0.7769477054429028
2023-08-31,0.7769477054429028
2023-09-01,0.7769477054429028
2023-09-02,0.3884738527214514
2023-09-03,0.7769477054429028
2023-09-04,1.165421558164354
2023-09-05,0.7769477054429028
2023-09-06,0.7769477054429028
2023-09-07,0.3884738527214514
2023-09-08,0.7769477054429028
2023-09-09,0.3884738527214514
2023-09-10,0.7769477054429028
2023-09-11,0.7769477054429028
2023-09-12,0.7769477054429028
2023-09-13,0.7769477054429028
2023-09-14,0.7769477054429028
2023-09-15,0.3884738527214514
2023-09-16,1.165421558164354
2023-09-17,0.0
2023-09-18,0.7769477054429028
2023-09-19,0.7769477054429028
2023-09-20,0.7769477054429028
2023-09-21,0.7769477054429028
2023-09-22,0.7769477054429028
2023-09-23,1.5538954108858056
2023-09-24,1.5538954108858056
2023-09-25,1.9423692636072571
2023-09-26,2.330843116328708
2023-09-27,2.330843116328708
2023-09-28,1.5538954108858056
2023-09-29,1.9423692636072571
2023-09-30,1.5538954108858056
2023-10-01,1.9423692636072571
2023-10-02,2.7193169690501597
2023-10-03,2.330843116328708
2023-10-04,2.330843116328708
2023-10-05,3.1077908217716113
2023-10-06,3.1077908217716113
2023-10-07,2.330843116328708
2023-10-08,3.1077908217716113
2023-10-09,2.7193169690501597
2023-10-10,5.4386339381003195
2023-10-11,6.604055496264674
2023-10-12,8.157950907150479
2023-10-13,8.934898612593383
2023-10-14,8.54642475987193
2023-10-15,15.150480256136605
2023-10-16,10.488794023479189
2023-10-17,14.373532550693701
2023-10-18,16.70437566702241
2023-10-19,14.373532550693701
2023-10-20,16.70437566702241
2023-10-21,14.762006403415153
2023-10-22,28.358591248665952
2023-10-23,18.258271077908216
2023-10-24,17.09284951974386
2023-10-25,30.30096051227321
2023-10-26,15.927427961579507
2023-10-27,23.308431163287086
2023-10-28,20.200640341515474
2023-10-29,21.754535752401278
2023-10-30,17.09284951974386
2023-10-31,23.696905016008536
2023-11-01,16.70437566702241
2023-11-02,19.812166488794023
2023-11-03,28.747065101387403
2023-11-04,18.646744930629666
2023-11-05,33.40875133404482
2023-11-06,19.03521878335112
2023-11-07,21.366061899679828
2023-11-08,26.804695837780148
2023-11-09,18.646744930629666
2023-11-10,29.135538954108856
2023-11-11,26.416221985058694
2023-11-12,31.077908217716114
2023-11-13,22.531483457844182
2023-11-14,16.315901814300958
2023-11-15,27.58164354322305
2023-11-16,21.754535752401278
2023-11-17,19.812166488794023
2023-11-18,19.03521878335112
2023-11-19,30.68943436499466
2023-11-20,24.47385272145144
2023-11-21,20.977588046958378
2023-11-22,14.373532550693701
2023-11-23,34.57417289220918
2023-11-24,21.754535752401278
2023-11-25,33.79722518676627
2023-11-26,31.466382070437565
2023-11-27,22.14300960512273
2023-11-28,24.47385272145144
2023-11-29,23.308431163287086
2023-11-30,18.646744930629666
2023-12-01,27.1931696905016
2023-12-02,19.42369263607257
2023-12-03,30.68943436499466
2023-12-04,22.531483457844182
2023-12-05,21.366061899679828
2023-12-06,26.027748132337244
2023-12-07,19.03521878335112
2023-12-08,24.085378868729986
2023-12-09,22.531483457844182
2023-12-10,31.466382070437565
2023-12-11,22.531483457844182
2023-12-12,21.754535752401278
2023-12-13,28.358591248665952
2023-12-14,23.696905016008536
2023-12-15,21.366061899679828
2023-12-16,26.804695837780148
2023-12-17,33.79722518676627
2023-12-18,17.869797225186765
2023-12-19,17.48132337246531
2023-12-20,33.40875133404482
2023-12-21,19.812166488794023
2023-12-22,29.118871025645408
2023-12-23,25.75394962744432
2023-12-24,37.89775782782091
2023-12-25,16.43613313828397
2023-12-26,13.804378353428465
2023-12-27,14.192852206149915
2023-12-28,37.70352090146018
2023-12-29,22.389028229243237
2023-12-30,30.240511491712436
2023-12-31,32.483792423846495
2024-01-01,32.09531857112504
2024-01-02,16.97506282526882
2024-01-03,29.118871025645408
2024-01-04,19.412580683763604
2024-01-05,36.1934065826717
2024-01-06,25.948186553805048
2024-01-07,33.21695903719207
2024-01-08,18.485177144057303
2024-01-09,23.510668695310265
2024-01-10,23.89914254803172
2024-01-11,19.412580683763604
2024-01-12,34.144362576898374
2024-01-13,25.75394962744432
2024-01-14,38.82516136752721
2024-01-15,24.632309161377293
2024-01-16,23.89914254803172
2024-01-17,24.632309161377293
2024-01-18,23.510668695310265
2024-01-19,29.852037638990986
2024-01-20,27.06982701987208
2024-01-21,29.10220309718196
2024-01-22,23.71290622733345
2024-01-23,23.71290622733345
2024-01-24,26.946484349242557
2024-01-25,24.79076560130315
2024-01-26,24.79076560130315
2024-01-27,29.10220309718196
2024-01-28,34.49149996703047
2024-01-29,16.167890609545534
2024-01-30,12.934312487636426
2024-01-31,11.856453113666724
2024-02-01,14.012171861606129
2024-02-02,8.622874991757618
2024-02-03,11.856453113666724
2024-02-04,9.70073436572732
2024-02-05,7.545015617787915
2024-02-06,15.09003123557583
2024-02-07,23.71290622733345
2024-02-08,18.323609357484937
2024-02-09,20.479328105424344
2024-02-10,25.86862497527285
2024-02-11,28.024343723212258
2024-02-12,12.934312487636426
2024-02-13,21.557187479394045
2024-02-14,23.71290622733345
2024-02-15,18.323609357484937
2024-02-16,29.10220309718196
2024-02-17,24.79076560130315
2024-02-18,45.270093706727494
2024-02-19,34.49149996703047
2024-02-20,24.79076560130315
2024-02-21,28.024343723212258
2024-02-22,24.79076560130315
2024-02-23,38.80293746290928
2024-02-24,39.88079683687898
2024-02-25,46.347953080697195
2024-02-26,36.647218714969874
2024-02-27,23.71290622733345
2024-02-28,35.56935934100017
2024-02-29,24.79076560130315
2024-03-01,32.33578121909107
2024-03-02,29.10220309718196
2024-03-03,43.11437495878809
2024-03-04,23.71290622733345
2024-03-05,24.79076560130315
2024-03-06,29.10220309718196
2024-03-07,21.557187479394045
2024-03-08,35.56935934100017
2024-03-09,33.41364059306077
2024-03-10,48.5036718286366
2024-03-11,26.946484349242557
2024-03-12,25.86862497527285
2024-03-13,36.647218714969874
2024-03-14,29.10220309718196
2024-03-15,39.88079683687898
2024-03-16,33.41364059306077
2024-03-17,50.659390576576
2024-03-18,30.18006247115166
2024-03-19,31.257921845121363
2024-03-20,45.270093706727494
2024-03-21,25.86862497527285
2024-03-22,37.725078088939576
2024-03-23,43.11437495878809
2024-03-24,54.970828072454815
2024-03-25,35.56935934100017
2024-03-26,26.946484349242557
2024-03-27,57.12654682039422
2024-03-28,30.18006247115166
2024-03-29,49.5815312026063
2024-03-30,37.725078088939576
2024-03-31,58.20440619436392
2024-04-01,28.024343723212258
2024-04-02,49.5815312026063
2024-04-03,49.5815312026063
2024-04-04,49.5815312026063
2024-04-05,57.12654682039422
2024-04-06,81.91731242169737
2024-04-07,75.45015617787915
2024-04-08,51.7372499505457
2024-04-09,52.81510932451541
2024-04-10,65.74942181215184
2024-04-11,43.11437495878809
2024-04-12,80.83945304772767
2024-04-13,78.68373429978826
2024-04-14,107.78593739697023
2024-04-15,59.28226556833362
2024-04-16,107.78593739697023
2024-04-17,77.60587492581855
2024-04-18,35.56935934100017
2024-04-19,29.10220309718196
2024-04-20,21.557187479394045
2024-04-21,28.024343723212258
2024-04-22,17.245749983515235
2024-04-23,14.012171861606129
2024-04-24,15.09003123557583
2024-04-25,14.012171861606129
2024-04-26,11.856453113666724
2024-04-27,16.167890609545534
2024-04-28,19.40146873145464
2024-04-29,15.09003123557583
2024-04-30,12.934312487636426
2024-05-01,12.934312487636426
2024-05-02,11.856453113666724
2024-05-03,11.856453113666724
2024-05-04,11.856453113666724
2024-05-05,22.635046853363747
2024-05-06,12.934312487636426
2024-05-07,10.778593739697023
2024-05-08,11.856453113666724
2024-05-09,8.622874991757618
2024-05-10,8.622874991757618
2024-05-11,10.778593739697023
2024-05-12,11.856453113666724
2024-05-13,9.70073436572732
2024-05-14,8.622874991757618
2024-05-15,8.622874991757618
2024-05-16,7.545015617787915
2024-05-17,11.856453113666724
2024-05-18,16.167890609545534
2024-05-19,10.778593739697023
2024-05-20,6.467156243818213
2024-05-21,8.622874991757618
2024-05-22,5.389296869848511
2024-05-23,6.467156243818213
2024-05-24,6.467156243818213
2024-05-25,8.622874991757618
2024-05-26,9.70073436572732
2024-05-27,6.467156243818213
2024-05-28,7.545015617787915
2024-05-29,6.467156243818213
2024-05-30,6.467156243818213
2024-05-31,7.545015617787915
2024-06-01,7.545015617787915
2024-06-02,12.934312487636426
2024-06-03,8.622874991757618
2024-06-04,4.311437495878809
2024-06-05,3.2335781219091064
2024-06-06,3.2335781219091064
2024-06-07,3.2335781219091064
2024-06-08,4.311437495878809
2024-06-09,6.467156243818213
2024-06-10,4.311437495878809
2024-06-11,4.311437495878809
2024-06-12,3.2335781219091064
2024-06-13,3.2335781219091064
2024-06-14,6.467156243818213
2024-06-15,4.311437495878809
2024-06-16,5.389296869848511
2024-06-17,3.2335781219091064
2024-06-18,4.311437495878809
2024-06-19,6.467156243818213
2024-06-20,3.2335781219091064
2024-06-21,4.311437495878809
2024-06-22,8.622874991757618
2024-06-23,4.311437495878809
2024-06-24,4.311437495878809
2024-06-25,8.622874991757618
2024-06-26,2.1557187479394044
2024-06-27,1.0778593739697022
2024-06-28,2.1557187479394044
2024-06-29,2.1557187479394044
2024-06-30,1.0778593739697022
2024-07-01,2.1557187479394044
2024-07-02,1.0778593739697022
2024-07-03,1.0778593739697022
2024-07-04,1.0778593739697022
2024-07-05,1.0778593739697022
2024-07-06,1.0778593739697022
2024-07-07,1.0778593739697022
2024-07-08,1.0778593739697022
2024-07-09,1.0778593739697022
2024-07-10,1.0778593739697022
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,1.0778593739697022
2024-07-14,1.0778593739697022
2024-07-15,1.0778593739697022
2024-07-16,0.0
2024-07-17,1.0778593739697022
2024-07-18,1.0778593739697022
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,1.0778593739697022
2024-07-24,1.0778593739697022
2024-07-25,1.0778593739697022
2024-07-26,0.0
2024-07-27,1.0778593739697022
2024-07-28,1.0778593739697022
2024-07-29,1.0778593739697022
2024-07-30,0.0
2024-07-31,1.0778593739697022
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,1.0778593739697022
2024-08-05,1.0778593739697022
2024-08-06,0.0
2024-08-07,1.0778593739697022
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,1.0778593739697022
2024-08-14,0.0
2024-08-15,1.0778593739697022
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.5389296869848511
2024-08-23,1.0778593739697022
2024-08-24,0.0
2024-08-25,1.0778593739697022
2024-08-26,1.0778593739697022
2024-08-27,0.0
2024-08-28,1.0778593739697022
2024-08-29,1.0778593739697022
2024-08-30,1.0778593739697022
2024-08-31,1.6167890609545532
2024-09-01,1.0778593739697022
2024-09-02,1.0778593739697022
2024-09-03,1.0778593739697022
2024-09-04,1.6167890609545532
2024-09-05,1.0778593739697022
2024-09-06,0.5389296869848511
2024-09-07,1.0778593739697022
2024-09-08,1.0778593739697022
2024-09-09,0.5389296869848511
2024-09-10,1.6167890609545532
2024-09-11,0.0
2024-09-12,1.6167890609545532
2024-09-13,1.0778593739697022
2024-09-14,1.0778593739697022
2024-09-15,1.0778593739697022
2024-09-16,1.6167890609545532
2024-09-17,1.0778593739697022
2024-09-18,1.0778593739697022
2024-09-19,2.1557187479394044
2024-09-20,1.0778593739697022
2024-09-21,1.0778593739697022
2024-09-22,3.2335781219091064
2024-09-23,4.311437495878809
2024-09-24,3.2335781219091064
2024-09-25,3.2335781219091064
2024-09-26,3.2335781219091064
2024-09-27,2.1557187479394044
2024-09-28,3.2335781219091064
2024-09-29,4.311437495878809
2024-09-30,3.2335781219091064
2024-10-01,3.2335781219091064
2024-10-02,4.311437495878809
2024-10-03,3.2335781219091064
2024-10-04,6.467156243818213
2024-10-05,8.622874991757618
2024-10-06,6.467156243818213
2024-10-07,5.389296869848511
2024-10-08,9.70073436572732
2024-10-09,14.012171861606129
2024-10-10,12.934312487636426
2024-10-11,19.40146873145464
2024-10-12,19.40146873145464
2024-10-13,29.10220309718196
2024-10-14,25.86862497527285
2024-10-15,24.79076560130315
2024-10-16,25.86862497527285
2024-10-17,25.86862497527285
2024-10-18,28.024343723212258
2024-10-19,24.79076560130315
2024-10-20,32.33578121909107
2024-10-21,20.479328105424344
2024-10-22,22.635046853363747
2024-10-23,36.647218714969874
2024-10-24,20.479328105424344
2024-10-25,28.024343723212258
2024-10-26,24.79076560130315
2024-10-27,32.33578121909107
2024-10-28,23.71290622733345
2024-10-29,26.946484349242557
2024-10-30,26.946484349242557
2024-10-31,22.635046853363747
2024-11-01,32.33578121909107
2024-11-02,30.18006247115166
2024-11-03,31.257921845121363
2024-11-04,26.946484349242557
2024-11-05,21.557187479394045
2024-11-06,19.40146873145464
2024-11-07,23.71290622733345
2024-11-08,32.33578121909107
2024-11-09,28.024343723212258
2024-11-10,35.56935934100017
2024-11-11,25.86862497527285
2024-11-12,22.635046853363747
2024-11-13,25.86862497527285
2024-11-14,26.946484349242557
2024-11-15,31.257921845121363
2024-11-16,25.86862497527285
2024-11-17,30.18006247115166
2024-11-18,24.79076560130315
2024-11-19,29.10220309718196
2024-11-20,30.18006247115166
2024-11-21,26.946484349242557
2024-11-22,26.946484349242557
2024-11-23,28.024343723212258
2024-11-24,43.11437495878809
