Time,shirk
2025-04-15,89
2025-04-16,68
2025-04-17,73
2025-04-18,60
2025-04-19,79
2025-04-20,66
2025-04-21,68
2025-04-22,58
2025-04-23,81
2025-04-24,64
2025-04-25,63
2025-04-26,62
2025-04-27,55
2025-04-28,63
2025-04-29,62
2025-04-30,59
2025-05-01,51
2025-05-02,60
2025-05-03,73
2025-05-04,54
2025-05-05,62
2025-05-06,56
2025-05-07,68
2025-05-08,58
2025-05-09,89
2025-05-10,81
2025-05-11,56
2025-05-12,56
2025-05-13,59
2025-05-14,51
2025-05-15,62
2025-05-16,63
2025-05-17,51
2025-05-18,54
2025-05-19,66
2025-05-20,64
2025-05-21,53
2025-05-22,64
2025-05-23,67
2025-05-24,55
2025-05-25,44
2025-05-26,46
2025-05-27,62
2025-05-28,65
2025-05-29,66
2025-05-30,78
2025-05-31,59
2025-06-01,69
2025-06-02,51
2025-06-03,44
2025-06-04,59
2025-06-05,50
2025-06-06,54
2025-06-07,61
2025-06-08,68
2025-06-09,52
2025-06-10,74
2025-06-11,60
2025-06-12,49
2025-06-13,59
2025-06-14,56
2025-06-15,56
2025-06-16,70
2025-06-17,63
2025-06-18,59
2025-06-19,64
2025-06-20,62
2025-06-21,59
2025-06-22,51
2025-06-23,59
2025-06-24,52
2025-06-25,64
2025-06-26,57
2025-06-27,52
2025-06-28,61
2025-06-29,67
2025-06-30,44
2025-07-01,51
2025-07-02,53
2025-07-03,47
2025-07-04,45
2025-07-05,54
2025-07-06,81
2025-07-07,53
2025-07-08,60
2025-07-09,56
2025-07-10,61
2025-07-11,73
2025-07-12,70
2025-07-13,61
2025-07-14,48
2025-07-15,45
2025-07-16,65
2025-07-17,52
2025-07-18,65
2025-07-19,77
2025-07-20,84
2025-07-21,75
2025-07-22,47
2025-07-23,38
2025-07-24,62
2025-07-25,67
2025-07-26,53
2025-07-27,54
2025-07-28,72
2025-07-29,63
2025-07-30,56
2025-07-31,68
2025-08-01,76
2025-08-02,52
2025-08-03,66
2025-08-04,63
2025-08-05,54
2025-08-06,48
2025-08-07,56
2025-08-08,72
2025-08-09,41
2025-08-10,57
2025-08-11,60
2025-08-12,30
2025-08-13,68
2025-08-14,55
2025-08-15,64
2025-08-16,44
2025-08-17,45
2025-08-18,57
2025-08-19,47
2025-08-20,50
2025-08-21,67
2025-08-22,40
2025-08-23,38
2025-08-24,41
2025-08-25,54
2025-08-26,52
2025-08-27,60
2025-08-28,50
2025-08-29,39
2025-08-30,30
2025-08-31,48
2025-09-01,37
2025-09-02,59
2025-09-03,51
2025-09-04,46
2025-09-05,35
2025-09-06,53
2025-09-07,51
2025-09-08,61
2025-09-09,72
2025-09-10,62
2025-09-11,76
2025-09-12,58
2025-09-13,42
2025-09-14,52
2025-09-15,74
2025-09-16,59
2025-09-17,51
2025-09-18,40
2025-09-19,47
2025-09-20,75
2025-09-21,50
2025-09-22,58
2025-09-23,48
2025-09-24,56
2025-09-25,42
2025-09-26,49
2025-09-27,47
2025-09-28,45
2025-09-29,60
2025-09-30,68
2025-10-01,58
2025-10-02,63
2025-10-03,64
2025-10-04,46
2025-10-05,37
2025-10-06,39
2025-10-07,68
2025-10-08,55
2025-10-09,45
2025-10-10,53
2025-10-11,29
2025-10-12,57
2025-10-13,51
2025-10-14,58
2025-10-15,49
2025-10-16,76
2025-10-17,73
2025-10-18,42
2025-10-19,48
2025-10-20,62
2025-10-21,58
2025-10-22,50
2025-10-23,50
2025-10-24,53
2025-10-25,39
2025-10-26,57
2025-10-27,69
2025-10-28,62
2025-10-29,48
2025-10-30,43
2025-10-31,66
2025-11-01,59
2025-11-02,49
2025-11-03,72
2025-11-04,51
2025-11-05,73
2025-11-06,74
2025-11-07,86
2025-11-08,50
2025-11-09,54
2025-11-10,67
2025-11-11,56
2025-11-12,42
2025-11-13,64
2025-11-14,63
2025-11-15,46
2025-11-16,34
2025-11-17,57
2025-11-18,100
2025-11-19,58
2025-11-20,56
2025-11-21,54
2025-11-22,59
2025-11-23,68
2025-11-24,45
2025-11-25,48
2025-11-26,35
2025-11-27,54
2025-11-28,43
2025-11-29,37
2025-11-30,41
2025-12-01,52
2025-12-02,57
2025-12-03,55
2025-12-04,32
2025-12-05,46
2025-12-06,43
2025-12-07,52
2025-12-08,56
2025-12-09,39
2025-12-10,58
2025-12-11,53
2025-12-12,53
2025-12-13,52
2025-12-14,77
2025-12-15,50
2025-12-16,43
2025-12-17,33
2025-12-18,60
2025-12-19,64
2025-12-20,48
2025-12-21,40
2025-12-22,37
2025-12-23,42
2025-12-24,46
2025-12-25,49
2025-12-26,56
2025-12-27,67
2025-12-28,57
2025-12-29,46
2025-12-30,64
2025-12-31,61
2026-01-01,52
2026-01-02,51
2026-01-03,53
2026-01-04,51
2026-01-05,57
2026-01-06,51
2026-01-07,63
2026-01-08,53
2026-01-09,66
