Time,iu_basketball
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,1.0
2022-08-23,2.0
2022-08-24,1.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,1.0
2022-08-28,2.0
2022-08-29,1.5
2022-08-30,2.0
2022-08-31,1.5
2022-09-01,2.0
2022-09-02,2.0
2022-09-03,3.5
2022-09-04,2.0
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,2.0
2022-09-08,3.0
2022-09-09,2.0
2022-09-10,2.0
2022-09-11,3.0
2022-09-12,1.5
2022-09-13,1.5
2022-09-14,1.5
2022-09-15,1.5
2022-09-16,2.0
2022-09-17,2.0
2022-09-18,2.0
2022-09-19,1.5
2022-09-20,1.5
2022-09-21,2.0
2022-09-22,2.0
2022-09-23,1.5
2022-09-24,3.0
2022-09-25,1.5
2022-09-26,2.0
2022-09-27,2.0
2022-09-28,2.0
2022-09-29,2.0
2022-09-30,2.0
2022-10-01,2.0
2022-10-02,2.0
2022-10-03,2.0
2022-10-04,2.0
2022-10-05,2.0
2022-10-06,2.0
2022-10-07,4.0
2022-10-08,6.0
2022-10-09,4.0
2022-10-10,4.0
2022-10-11,2.0
2022-10-12,4.0
2022-10-13,2.0
2022-10-14,4.0
2022-10-15,4.0
2022-10-16,4.0
2022-10-17,4.0
2022-10-18,4.0
2022-10-19,4.0
2022-10-20,2.0
2022-10-21,4.0
2022-10-22,4.0
2022-10-23,4.0
2022-10-24,4.0
2022-10-25,4.0
2022-10-26,6.0
2022-10-27,6.0
2022-10-28,6.0
2022-10-29,24.0
2022-10-30,10.0
2022-10-31,6.0
2022-11-01,6.0
2022-11-02,6.0
2022-11-03,16.0
2022-11-04,16.0
2022-11-05,10.0
2022-11-06,10.0
2022-11-07,20.0
2022-11-08,40.0
2022-11-09,12.0
2022-11-10,16.0
2022-11-11,34.0
2022-11-12,18.0
2022-11-13,8.0
2022-11-14,12.0
2022-11-15,14.0
2022-11-16,14.0
2022-11-17,12.0
2022-11-18,26.0
2022-11-19,48.0
2022-11-20,38.0
2022-11-21,24.0
2022-11-22,14.0
2022-11-23,24.0
2022-11-24,34.0
2022-11-25,40.0
2022-11-26,24.0
2022-11-27,20.0
2022-11-28,16.0
2022-11-29,14.0
2022-11-30,22.0
2022-12-01,82.0
2022-12-02,22.0
2022-12-03,60.0
2022-12-04,28.0
2022-12-05,14.0
2022-12-06,14.0
2022-12-07,22.0
2022-12-08,46.0
2022-12-09,20.0
2022-12-10,38.0
2022-12-11,64.0
2022-12-12,14.0
2022-12-13,12.0
2022-12-14,10.0
2022-12-15,10.0
2022-12-16,12.0
2022-12-17,58.0
2022-12-18,16.0
2022-12-19,10.0
2022-12-20,18.0
2022-12-21,30.0
2022-12-22,12.0
2022-12-23,20.0
2022-12-24,30.0
2022-12-25,8.0
2022-12-26,8.0
2022-12-27,8.0
2022-12-28,10.0
2022-12-29,16.0
2022-12-30,10.0
2022-12-31,8.0
2023-01-01,14.0
2023-01-02,10.0
2023-01-03,10.0
2023-01-04,12.0
2023-01-05,16.0
2023-01-06,46.0
2023-01-07,20.0
2023-01-08,58.0
2023-01-09,12.0
2023-01-10,10.0
2023-01-11,20.0
2023-01-12,36.0
2023-01-13,14.0
2023-01-14,50.0
2023-01-15,22.0
2023-01-16,14.0
2023-01-17,12.0
2023-01-18,16.0
2023-01-19,24.0
2023-01-20,48.0
2023-01-21,24.0
2023-01-22,64.0
2023-01-23,20.0
2023-01-24,20.0
2023-01-25,22.0
2023-01-26,50.0
2023-01-27,32.0
2023-01-28,38.0
2023-01-29,78.0
2023-01-30,20.0
2023-01-31,24.0
2023-02-01,56.0
2023-02-02,20.0
2023-02-03,18.0
2023-02-04,112.0
2023-02-05,62.0
2023-02-06,24.0
2023-02-07,34.0
2023-02-08,58.0
2023-02-09,24.0
2023-02-10,34.0
2023-02-11,56.0
2023-02-12,68.0
2023-02-13,20.0
2023-02-14,28.0
2023-02-15,26.0
2023-02-16,68.0
2023-02-17,32.0
2023-02-18,78.0
2023-02-19,50.0
2023-02-20,22.0
2023-02-21,26.0
2023-02-22,66.0
2023-02-23,14.0
2023-02-24,20.0
2023-02-25,48.0
2023-02-26,120.0
2023-02-27,24.0
2023-02-28,30.0
2023-03-01,56.0
2023-03-02,16.0
2023-03-03,26.0
2023-03-04,52.0
2023-03-05,82.0
2023-03-06,36.0
2023-03-07,12.0
2023-03-08,14.0
2023-03-09,16.0
2023-03-10,32.0
2023-03-11,200.0
2023-03-12,38.0
2023-03-13,24.0
2023-03-14,14.0
2023-03-15,12.0
2023-03-16,20.0
2023-03-17,32.0
2023-03-18,168.0
2023-03-19,68.0
2023-03-20,110.0
2023-03-21,44.0
2023-03-22,6.0
2023-03-23,8.0
2023-03-24,8.0
2023-03-25,6.0
2023-03-26,8.0
2023-03-27,6.0
2023-03-28,4.0
2023-03-29,6.0
2023-03-30,6.0
2023-03-31,6.0
2023-04-01,6.0
2023-04-02,8.0
2023-04-03,6.0
2023-04-04,6.0
2023-04-05,4.0
2023-04-06,4.0
2023-04-07,6.0
2023-04-08,6.0
2023-04-09,6.0
2023-04-10,6.0
2023-04-11,8.0
2023-04-12,8.0
2023-04-13,6.0
2023-04-14,4.0
2023-04-15,4.0
2023-04-16,4.0
2023-04-17,4.0
2023-04-18,4.0
2023-04-19,4.0
2023-04-20,4.0
2023-04-21,4.0
2023-04-22,4.0
2023-04-23,4.0
2023-04-24,4.0
2023-04-25,4.0
2023-04-26,3.89873417721519
2023-04-27,3.89873417721519
2023-04-28,4.2784810126582276
2023-04-29,6.037974683544304
2023-04-30,4.2784810126582276
2023-05-01,4.2784810126582276
2023-05-02,3.89873417721519
2023-05-03,3.89873417721519
2023-05-04,2.518987341772152
2023-05-05,3.518987341772152
2023-05-06,3.89873417721519
2023-05-07,4.2784810126582276
2023-05-08,3.89873417721519
2023-05-09,4.2784810126582276
2023-05-10,3.89873417721519
2023-05-11,3.89873417721519
2023-05-12,9.936708860759495
2023-05-13,8.556962025316455
2023-05-14,6.037974683544304
2023-05-15,4.2784810126582276
2023-05-16,4.2784810126582276
2023-05-17,4.2784810126582276
2023-05-18,4.2784810126582276
2023-05-19,4.2784810126582276
2023-05-20,4.2784810126582276
2023-05-21,3.518987341772152
2023-05-22,3.89873417721519
2023-05-23,3.89873417721519
2023-05-24,3.89873417721519
2023-05-25,3.89873417721519
2023-05-26,3.037974683544304
2023-05-27,3.79746835443038
2023-05-28,3.79746835443038
2023-05-29,3.79746835443038
2023-05-30,3.037974683544304
2023-05-31,3.79746835443038
2023-06-01,4.556962025316456
2023-06-02,3.037974683544304
2023-06-03,3.79746835443038
2023-06-04,3.037974683544304
2023-06-05,3.037974683544304
2023-06-06,3.037974683544304
2023-06-07,4.556962025316456
2023-06-08,3.79746835443038
2023-06-09,3.037974683544304
2023-06-10,3.037974683544304
2023-06-11,4.556962025316456
2023-06-12,3.79746835443038
2023-06-13,3.037974683544304
2023-06-14,3.037974683544304
2023-06-15,3.79746835443038
2023-06-16,3.037974683544304
2023-06-17,3.037974683544304
2023-06-18,3.037974683544304
2023-06-19,3.037974683544304
2023-06-20,2.278481012658228
2023-06-21,3.037974683544304
2023-06-22,3.037974683544304
2023-06-23,6.835443037974684
2023-06-24,3.79746835443038
2023-06-25,3.79746835443038
2023-06-26,3.037974683544304
2023-06-27,3.037974683544304
2023-06-28,3.037974683544304
2023-06-29,3.037974683544304
2023-06-30,2.278481012658228
2023-07-01,3.037974683544304
2023-07-02,3.037974683544304
2023-07-03,3.037974683544304
2023-07-04,2.278481012658228
2023-07-05,2.278481012658228
2023-07-06,2.278481012658228
2023-07-07,3.037974683544304
2023-07-08,2.278481012658228
2023-07-09,1.518987341772152
2023-07-10,3.037974683544304
2023-07-11,2.278481012658228
2023-07-12,2.278481012658228
2023-07-13,2.278481012658228
2023-07-14,1.518987341772152
2023-07-15,3.037974683544304
2023-07-16,2.278481012658228
2023-07-17,2.278481012658228
2023-07-18,2.278481012658228
2023-07-19,2.278481012658228
2023-07-20,3.037974683544304
2023-07-21,3.037974683544304
2023-07-22,2.278481012658228
2023-07-23,3.037974683544304
2023-07-24,3.037974683544304
2023-07-25,2.278481012658228
2023-07-26,2.278481012658228
2023-07-27,3.037974683544304
2023-07-28,2.278481012658228
2023-07-29,2.278481012658228
2023-07-30,2.278481012658228
2023-07-31,2.278481012658228
2023-08-01,2.278481012658228
2023-08-02,2.278481012658228
2023-08-03,3.037974683544304
2023-08-04,3.037974683544304
2023-08-05,3.037974683544304
2023-08-06,2.278481012658228
2023-08-07,1.518987341772152
2023-08-08,2.278481012658228
2023-08-09,2.278481012658228
2023-08-10,2.278481012658228
2023-08-11,2.278481012658228
2023-08-12,2.278481012658228
2023-08-13,2.278481012658228
2023-08-14,3.79746835443038
2023-08-15,3.037974683544304
2023-08-16,2.278481012658228
2023-08-17,2.278481012658228
2023-08-18,2.278481012658228
2023-08-19,3.037974683544304
2023-08-20,3.79746835443038
2023-08-21,3.037974683544304
2023-08-22,2.278481012658228
2023-08-23,3.037974683544304
2023-08-24,2.278481012658228
2023-08-25,2.278481012658228
2023-08-26,2.278481012658228
2023-08-27,2.278481012658228
2023-08-28,3.037974683544304
2023-08-29,2.278481012658228
2023-08-30,2.278481012658228
2023-08-31,2.278481012658228
2023-09-01,3.037974683544304
2023-09-02,3.79746835443038
2023-09-03,3.79746835443038
2023-09-04,3.037974683544304
2023-09-05,3.037974683544304
2023-09-06,2.278481012658228
2023-09-07,2.278481012658228
2023-09-08,2.278481012658228
2023-09-09,2.278481012658228
2023-09-10,3.037974683544304
2023-09-11,3.037974683544304
2023-09-12,2.278481012658228
2023-09-13,2.278481012658228
2023-09-14,2.278481012658228
2023-09-15,1.518987341772152
2023-09-16,3.79746835443038
2023-09-17,3.037974683544304
2023-09-18,3.037974683544304
2023-09-19,3.79746835443038
2023-09-20,3.79746835443038
2023-09-21,3.79746835443038
2023-09-22,3.037974683544304
2023-09-23,3.79746835443038
2023-09-24,4.556962025316456
2023-09-25,2.278481012658228
2023-09-26,3.79746835443038
2023-09-27,3.037974683544304
2023-09-28,3.79746835443038
2023-09-29,3.037974683544304
2023-09-30,3.79746835443038
2023-10-01,1.518987341772152
2023-10-02,3.037974683544304
2023-10-03,3.037974683544304
2023-10-04,3.79746835443038
2023-10-05,3.79746835443038
2023-10-06,3.037974683544304
2023-10-07,3.79746835443038
2023-10-08,3.79746835443038
2023-10-09,3.79746835443038
2023-10-10,3.79746835443038
2023-10-11,3.79746835443038
2023-10-12,4.556962025316456
2023-10-13,3.79746835443038
2023-10-14,5.3164556962025316
2023-10-15,9.113924050632912
2023-10-16,6.075949367088608
2023-10-17,5.3164556962025316
2023-10-18,5.3164556962025316
2023-10-19,5.3164556962025316
2023-10-20,8.354430379746836
2023-10-21,7.59493670886076
2023-10-22,8.354430379746836
2023-10-23,11.39240506329114
2023-10-24,6.835443037974684
2023-10-25,6.075949367088608
2023-10-26,6.075949367088608
2023-10-27,6.075949367088608
2023-10-28,10.632911392405063
2023-10-29,26.58227848101266
2023-10-30,9.873417721518988
2023-10-31,7.59493670886076
2023-11-01,10.632911392405063
2023-11-02,14.430379746835444
2023-11-03,19.746835443037977
2023-11-04,19.746835443037977
2023-11-05,9.113924050632912
2023-11-06,12.151898734177216
2023-11-07,25.822784810126585
2023-11-08,40.25316455696203
2023-11-09,13.670886075949369
2023-11-10,15.949367088607596
2023-11-11,16.70886075949367
2023-11-12,25.06329113924051
2023-11-13,37.9746835443038
2023-11-14,14.430379746835444
2023-11-15,15.18987341772152
2023-11-16,17.468354430379748
2023-11-17,35.696202531645575
2023-11-18,19.746835443037977
2023-11-19,53.16455696202532
2023-11-20,34.17721518987342
2023-11-21,22.78481012658228
2023-11-22,15.18987341772152
2023-11-23,15.18987341772152
2023-11-24,18.9873417721519
2023-11-25,21.265822784810126
2023-11-26,41.01265822784811
2023-11-27,17.468354430379748
2023-11-28,12.151898734177216
2023-11-29,12.911392405063292
2023-11-30,12.151898734177216
2023-12-01,23.544303797468356
2023-12-02,44.810126582278485
2023-12-03,18.9873417721519
2023-12-04,13.670886075949369
2023-12-05,22.025316455696203
2023-12-06,64.55696202531647
2023-12-07,15.18987341772152
2023-12-08,15.18987341772152
2023-12-09,59.24050632911393
2023-12-10,19.746835443037977
2023-12-11,10.632911392405063
2023-12-12,10.632911392405063
2023-12-13,11.39240506329114
2023-12-14,10.632911392405063
2023-12-15,9.873417721518988
2023-12-16,70.63291139240506
2023-12-17,14.430379746835444
2023-12-18,11.39240506329114
2023-12-19,22.025316455696203
2023-12-20,33.41772151898734
2023-12-21,19.746835443037977
2023-12-22,40.139295154438436
2023-12-23,18.099223709226038
2023-12-24,10.625950949007562
2023-12-25,7.473272760218478
2023-12-26,11.414120496204834
2023-12-27,9.837781401810291
2023-12-28,12.202290043402105
2023-12-29,40.927464701635714
2023-12-30,48.80916017360842
2023-12-31,16.93130732658573
2024-01-01,12.990459590599375
2024-01-02,14.566798684993918
2024-01-03,21.251901898015124
2024-01-04,39.7595483189954
2024-01-05,16.522884614831497
2024-01-06,30.301513752628146
2024-01-07,65.33204478843992
2024-01-08,15.35496823219119
2024-01-09,21.251901898015124
2024-01-10,49.97707655624873
2024-01-11,19.675562803620583
2024-01-12,25.19274963400148
2024-01-13,43.70039605498175
2024-01-14,29.513344205430876
2024-01-15,14.566798684993918
2024-01-16,38.18320922460086
2024-01-17,75.95799573744748
2024-01-18,16.93130732658573
2024-01-19,18.099223709226038
2024-01-20,53.917924292235085
2024-01-21,22.05482643472859
2024-01-22,13.06952677613546
2024-01-23,12.252681352626993
2024-01-24,12.252681352626993
2024-01-25,10.61899050561006
2024-01-26,10.61899050561006
2024-01-27,53.09495252805031
2024-01-28,22.871671858237054
2024-01-29,12.252681352626993
2024-01-30,20.421135587711657
2024-01-31,41.659116598931774
2024-02-01,17.970599317186256
2024-02-02,13.886372199643926
2024-02-03,56.36233422208417
2024-02-04,23.688517281745522
2024-02-05,9.802145082101594
2024-02-06,17.970599317186256
2024-02-07,50.64441625752491
2024-02-08,13.886372199643926
2024-02-09,17.970599317186256
2024-02-10,34.30750778735558
2024-02-11,81.68454235084663
2024-02-12,9.802145082101594
2024-02-13,12.252681352626993
2024-02-14,12.252681352626993
2024-02-15,13.886372199643926
2024-02-16,12.252681352626993
2024-02-17,22.05482643472859
2024-02-18,56.36233422208417
2024-02-19,19.60429016420319
2024-02-20,11.435835929118527
2024-02-21,17.970599317186256
2024-02-22,44.92649829296564
2024-02-23,39.20858032840638
2024-02-24,44.10965286945718
2024-02-25,14.703217623152392
2024-02-26,8.985299658593128
2024-02-27,17.970599317186256
2024-02-28,53.91179795155877
2024-02-29,10.61899050561006
2024-03-01,11.435835929118527
2024-03-02,22.871671858237054
2024-03-03,56.36233422208417
2024-03-04,13.886372199643926
2024-03-05,13.886372199643926
2024-03-06,16.336908470169323
2024-03-07,36.75804405788098
2024-03-08,20.421135587711657
2024-03-09,33.490662363847115
2024-03-10,64.53078845716884
2024-03-11,19.60429016420319
2024-03-12,10.61899050561006
2024-03-13,12.252681352626993
2024-03-14,20.421135587711657
2024-03-15,62.8970976101519
2024-03-16,75.96662438628736
2024-03-17,13.06952677613546
2024-03-18,17.15375389367779
2024-03-19,10.61899050561006
2024-03-20,9.802145082101594
2024-03-21,9.802145082101594
2024-03-22,13.886372199643926
2024-03-23,28.589589822796317
2024-03-24,17.15375389367779
2024-03-25,18.787444740694724
2024-03-26,22.871671858237054
2024-03-27,9.802145082101594
2024-03-28,10.61899050561006
2024-03-29,30.22328066981325
2024-03-30,18.787444740694724
2024-03-31,10.61899050561006
2024-04-01,6.53476338806773
2024-04-02,6.53476338806773
2024-04-03,6.53476338806773
2024-04-04,5.7179179645592635
2024-04-05,5.7179179645592635
2024-04-06,6.53476338806773
2024-04-07,6.53476338806773
2024-04-08,5.7179179645592635
2024-04-09,8.985299658593128
2024-04-10,6.53476338806773
2024-04-11,4.901072541050797
2024-04-12,5.7179179645592635
2024-04-13,8.168454235084662
2024-04-14,9.802145082101594
2024-04-15,8.168454235084662
2024-04-16,10.61899050561006
2024-04-17,8.985299658593128
2024-04-18,8.168454235084662
2024-04-19,6.53476338806773
2024-04-20,8.168454235084662
2024-04-21,8.985299658593128
2024-04-22,8.985299658593128
2024-04-23,6.53476338806773
2024-04-24,7.351608811576196
2024-04-25,6.53476338806773
2024-04-26,7.351608811576196
2024-04-27,6.53476338806773
2024-04-28,5.7179179645592635
2024-04-29,5.7179179645592635
2024-04-30,4.901072541050797
2024-05-01,4.901072541050797
2024-05-02,4.901072541050797
2024-05-03,4.901072541050797
2024-05-04,4.901072541050797
2024-05-05,4.084227117542331
2024-05-06,4.901072541050797
2024-05-07,4.084227117542331
2024-05-08,3.267381694033865
2024-05-09,4.084227117542331
2024-05-10,4.084227117542331
2024-05-11,3.267381694033865
2024-05-12,3.267381694033865
2024-05-13,4.084227117542331
2024-05-14,4.084227117542331
2024-05-15,4.084227117542331
2024-05-16,4.084227117542331
2024-05-17,3.267381694033865
2024-05-18,3.267381694033865
2024-05-19,3.267381694033865
2024-05-20,2.4505362705253986
2024-05-21,3.267381694033865
2024-05-22,2.4505362705253986
2024-05-23,2.4505362705253986
2024-05-24,2.4505362705253986
2024-05-25,2.4505362705253986
2024-05-26,2.4505362705253986
2024-05-27,2.4505362705253986
2024-05-28,2.4505362705253986
2024-05-29,2.4505362705253986
2024-05-30,3.267381694033865
2024-05-31,2.4505362705253986
2024-06-01,2.4505362705253986
2024-06-02,2.4505362705253986
2024-06-03,2.4505362705253986
2024-06-04,2.4505362705253986
2024-06-05,2.4505362705253986
2024-06-06,3.267381694033865
2024-06-07,2.4505362705253986
2024-06-08,2.4505362705253986
2024-06-09,2.4505362705253986
2024-06-10,3.267381694033865
2024-06-11,2.4505362705253986
2024-06-12,1.6336908470169325
2024-06-13,2.4505362705253986
2024-06-14,2.4505362705253986
2024-06-15,2.4505362705253986
2024-06-16,1.6336908470169325
2024-06-17,2.4505362705253986
2024-06-18,2.4505362705253986
2024-06-19,2.4505362705253986
2024-06-20,1.6336908470169325
2024-06-21,2.4505362705253986
2024-06-22,2.4505362705253986
2024-06-23,3.267381694033865
2024-06-24,1.6336908470169325
2024-06-25,2.4505362705253986
2024-06-26,2.4505362705253986
2024-06-27,3.267381694033865
2024-06-28,2.4505362705253986
2024-06-29,2.4505362705253986
2024-06-30,1.6336908470169325
2024-07-01,1.6336908470169325
2024-07-02,2.4505362705253986
2024-07-03,1.6336908470169325
2024-07-04,1.6336908470169325
2024-07-05,2.4505362705253986
2024-07-06,1.6336908470169325
2024-07-07,2.4505362705253986
2024-07-08,2.4505362705253986
2024-07-09,2.4505362705253986
2024-07-10,2.4505362705253986
2024-07-11,2.4505362705253986
2024-07-12,2.4505362705253986
2024-07-13,2.4505362705253986
2024-07-14,2.4505362705253986
2024-07-15,1.6336908470169325
2024-07-16,1.6336908470169325
2024-07-17,1.6336908470169325
2024-07-18,1.6336908470169325
2024-07-19,2.4505362705253986
2024-07-20,2.4505362705253986
2024-07-21,2.4505362705253986
2024-07-22,2.4505362705253986
2024-07-23,2.4505362705253986
2024-07-24,1.6336908470169325
2024-07-25,1.6336908470169325
2024-07-26,2.4505362705253986
2024-07-27,2.4505362705253986
2024-07-28,2.4505362705253986
2024-07-29,2.4505362705253986
2024-07-30,1.6336908470169325
2024-07-31,0.8168454235084662
2024-08-01,2.4505362705253986
2024-08-02,3.267381694033865
2024-08-03,1.6336908470169325
2024-08-04,1.6336908470169325
2024-08-05,2.4505362705253986
2024-08-06,2.4505362705253986
2024-08-07,2.4505362705253986
2024-08-08,2.4505362705253986
2024-08-09,1.6336908470169325
2024-08-10,1.6336908470169325
2024-08-11,1.6336908470169325
2024-08-12,1.6336908470169325
2024-08-13,1.6336908470169325
2024-08-14,1.6336908470169325
2024-08-15,1.6336908470169325
2024-08-16,2.4505362705253986
2024-08-17,1.6336908470169325
2024-08-18,2.4505362705253986
2024-08-19,2.4505362705253986
2024-08-20,3.267381694033865
2024-08-21,2.4505362705253986
2024-08-22,3.267381694033865
2024-08-23,2.4505362705253986
2024-08-24,2.4505362705253986
2024-08-25,1.6336908470169325
2024-08-26,1.6336908470169325
2024-08-27,2.4505362705253986
2024-08-28,1.6336908470169325
2024-08-29,2.4505362705253986
2024-08-30,2.4505362705253986
2024-08-31,2.4505362705253986
2024-09-01,2.4505362705253986
2024-09-02,2.4505362705253986
2024-09-03,2.4505362705253986
2024-09-04,2.8589589822796317
2024-09-05,3.267381694033865
2024-09-06,2.4505362705253986
2024-09-07,3.267381694033865
2024-09-08,1.6336908470169325
2024-09-09,2.4505362705253986
2024-09-10,1.6336908470169325
2024-09-11,1.6336908470169325
2024-09-12,2.4505362705253986
2024-09-13,1.6336908470169325
2024-09-14,2.4505362705253986
2024-09-15,3.267381694033865
2024-09-16,2.4505362705253986
2024-09-17,2.4505362705253986
2024-09-18,2.4505362705253986
2024-09-19,3.267381694033865
2024-09-20,3.267381694033865
2024-09-21,4.084227117542331
2024-09-22,4.084227117542331
2024-09-23,4.084227117542331
2024-09-24,4.084227117542331
2024-09-25,4.901072541050797
2024-09-26,3.267381694033865
2024-09-27,3.267381694033865
2024-09-28,4.084227117542331
2024-09-29,2.4505362705253986
2024-09-30,3.267381694033865
2024-10-01,3.267381694033865
2024-10-02,3.267381694033865
2024-10-03,3.267381694033865
2024-10-04,3.267381694033865
2024-10-05,4.084227117542331
2024-10-06,3.267381694033865
2024-10-07,2.4505362705253986
2024-10-08,3.267381694033865
2024-10-09,3.267381694033865
2024-10-10,3.267381694033865
2024-10-11,2.4505362705253986
2024-10-12,3.267381694033865
2024-10-13,3.267381694033865
2024-10-14,4.084227117542331
2024-10-15,4.901072541050797
2024-10-16,4.901072541050797
2024-10-17,4.901072541050797
2024-10-18,4.901072541050797
2024-10-19,8.168454235084662
2024-10-20,4.084227117542331
2024-10-21,4.084227117542331
2024-10-22,4.901072541050797
2024-10-23,4.901072541050797
2024-10-24,4.084227117542331
2024-10-25,4.901072541050797
2024-10-26,8.168454235084662
2024-10-27,27.772744399287852
2024-10-28,11.435835929118527
2024-10-29,6.53476338806773
2024-10-30,7.351608811576196
2024-10-31,8.168454235084662
2024-11-01,13.886372199643926
2024-11-02,18.787444740694724
2024-11-03,8.985299658593128
2024-11-04,14.703217623152392
2024-11-05,13.886372199643926
2024-11-06,10.61899050561006
2024-11-07,31.856971516830182
2024-11-08,14.703217623152392
2024-11-09,17.15375389367779
2024-11-10,38.391734904897916
2024-11-11,10.61899050561006
2024-11-12,11.435835929118527
2024-11-13,12.252681352626993
2024-11-14,14.703217623152392
2024-11-15,11.435835929118527
2024-11-16,52.27810710454184
