Time,silicon valley bank
2025-12-11,44
2025-12-12,35
2025-12-13,34
2025-12-14,0
2025-12-15,28
2025-12-16,41
2025-12-17,0
2025-12-18,34
2025-12-19,31
2025-12-20,43
2025-12-21,0
2025-12-22,33
2025-12-23,31
2025-12-24,0
2025-12-25,0
2025-12-26,0
2025-12-27,38
2025-12-28,39
2025-12-29,0
2025-12-30,0
2025-12-31,0
2026-01-01,38
2026-01-02,38
2026-01-03,38
2026-01-04,0
2026-01-05,48
2026-01-06,0
2026-01-07,45
2026-01-08,0
2026-01-09,34
2026-01-10,0
2026-01-11,0
2026-01-12,0
2026-01-13,44
2026-01-14,29
2026-01-15,53
2026-01-16,53
2026-01-17,31
2026-01-18,0
2026-01-19,49
2026-01-20,46
2026-01-21,55
2026-01-22,55
2026-01-23,34
2026-01-24,38
2026-01-25,36
2026-01-26,57
2026-01-27,52
2026-01-28,37
2026-01-29,40
2026-01-30,68
2026-01-31,56
2026-02-01,0
2026-02-02,39
2026-02-03,55
2026-02-04,47
2026-02-05,49
2026-02-06,51
2026-02-07,42
2026-02-08,36
2026-02-09,43
2026-02-10,45
2026-02-11,56
2026-02-12,56
2026-02-13,64
2026-02-14,33
2026-02-15,39
2026-02-16,35
2026-02-17,80
2026-02-18,38
2026-02-19,58
2026-02-20,46
2026-02-21,0
2026-02-22,44
2026-02-23,46
2026-02-24,42
2026-02-25,65
2026-02-26,37
2026-02-27,60
2026-02-28,0
2026-03-01,0
2026-03-02,55
2026-03-03,70
2026-03-04,59
2026-03-05,47
2026-03-06,45
2026-03-07,36
2026-03-08,32
2026-03-09,44
2026-03-10,69
2026-03-11,63
2026-03-12,49
2026-03-13,45
2026-03-14,0
2026-03-15,41
2026-03-16,47
2026-03-17,64
2026-03-18,57
2026-03-19,92
2026-03-20,59
2026-03-21,65
2026-03-22,55
2026-03-23,69
2026-03-24,68
2026-03-25,66
2026-03-26,47
2026-03-27,55
2026-03-28,57
2026-03-29,34
2026-03-30,43
2026-03-31,49
2026-04-01,55
2026-04-02,65
2026-04-03,38
2026-04-04,0
2026-04-05,41
2026-04-06,0
2026-04-07,39
2026-04-08,42
2026-04-09,60
2026-04-10,64
2026-04-11,57
2026-04-12,0
2026-04-13,48
2026-04-14,57
2026-04-15,53
2026-04-16,31
2026-04-17,70
2026-04-18,0
2026-04-19,37
2026-04-20,54
2026-04-21,48
2026-04-22,52
2026-04-23,59
2026-04-24,35
2026-04-25,49
2026-04-26,38
2026-04-27,78
2026-04-28,35
2026-04-29,60
2026-04-30,91
2026-05-01,48
2026-05-02,82
2026-05-03,75
2026-05-04,64
2026-05-05,89
2026-05-06,68
2026-05-07,56
2026-05-08,100
2026-05-09,45
2026-05-10,53
2026-05-11,32
2026-05-12,66
2026-05-13,50
2026-05-14,44
2026-05-15,51
2026-05-16,79
2026-05-17,90
2026-05-18,49
2026-05-19,75
2026-05-20,46
2026-05-21,76
2026-05-22,55
2026-05-23,68
2026-05-24,39
2026-05-25,58
2026-05-26,92
2026-05-27,74
2026-05-28,63
2026-05-29,77
2026-05-30,52
2026-05-31,80
