Time,electoral map
2022-08-29,7
2022-08-30,6
2022-08-31,6
2022-09-01,7
2022-09-02,0
2022-09-03,6
2022-09-04,7
2022-09-05,4
2022-09-06,6
2022-09-07,7
2022-09-08,6
2022-09-09,6
2022-09-10,0
2022-09-11,0
2022-09-12,7
2022-09-13,7
2022-09-14,9
2022-09-15,9
2022-09-16,9
2022-09-17,0
2022-09-18,4
2022-09-19,6
2022-09-20,8
2022-09-21,8
2022-09-22,8
2022-09-23,6
2022-09-24,4
2022-09-25,6
2022-09-26,7
2022-09-27,11
2022-09-28,9
2022-09-29,6
2022-09-30,7
2022-10-01,0
2022-10-02,4
2022-10-03,9
2022-10-04,9
2022-10-05,8
2022-10-06,10
2022-10-07,8
2022-10-08,0
2022-10-09,5
2022-10-10,9
2022-10-11,9
2022-10-12,6
2022-10-13,8
2022-10-14,11
2022-10-15,5
2022-10-16,5
2022-10-17,8
2022-10-18,9
2022-10-19,12
2022-10-20,9
2022-10-21,9
2022-10-22,7
2022-10-23,0
2022-10-24,10
2022-10-25,11
2022-10-26,11
2022-10-27,11
2022-10-28,13
2022-10-29,7
2022-10-30,8
2022-10-31,12
2022-11-01,13
2022-11-02,21
2022-11-03,11
2022-11-04,13
2022-11-05,10
2022-11-06,7
2022-11-07,16
2022-11-08,28
2022-11-09,100
2022-11-10,46
2022-11-11,28
2022-11-12,23
2022-11-13,25
2022-11-14,18
2022-11-15,26
2022-11-16,22
2022-11-17,17
2022-11-18,10
2022-11-19,9
2022-11-20,8
2022-11-21,8
2022-11-22,9
2022-11-23,4
2022-11-24,6
2022-11-25,0
2022-11-26,5
2022-11-27,7
2022-11-28,9
2022-11-29,9
2022-11-30,6
2022-12-01,8
2022-12-02,8
2022-12-03,5
2022-12-04,0
2022-12-05,10
2022-12-06,9
2022-12-07,14
2022-12-08,12
2022-12-09,6
2022-12-10,4
2022-12-11,0
2022-12-12,7
2022-12-13,8
2022-12-14,8
2022-12-15,8
2022-12-16,4
2022-12-17,4
2022-12-18,0
2022-12-19,5
2022-12-20,0
2022-12-21,0
2022-12-22,0
2022-12-23,0
2022-12-24,0
2022-12-25,6
2022-12-26,0
2022-12-27,0
2022-12-28,0
2022-12-29,4
2022-12-30,0
2022-12-31,4
2023-01-01,0
2023-01-02,5
2023-01-03,5
2023-01-04,7
2023-01-05,4
2023-01-06,5
2023-01-07,4
2023-01-08,0
2023-01-09,6
2023-01-10,7
2023-01-11,5
2023-01-12,8
2023-01-13,5
2023-01-14,5
2023-01-15,0
2023-01-16,4
2023-01-17,7
2023-01-18,7
2023-01-19,8
2023-01-20,6
2023-01-21,5
2023-01-22,0
2023-01-23,5
2023-01-24,9
2023-01-25,5
2023-01-26,7
2023-01-27,6
2023-01-28,0
2023-01-29,0
2023-01-30,6
2023-01-31,6
2023-02-01,6
2023-02-02,6
2023-02-03,6
2023-02-04,4
2023-02-05,5
2023-02-06,8
2023-02-07,10
2023-02-08,6
2023-02-09,9
2023-02-10,6
2023-02-11,4
2023-02-12,4
2023-02-13,6
2023-02-14,7
2023-02-15,9
2023-02-16,7
2023-02-17,10
2023-02-18,4
2023-02-19,6
2023-02-20,7
2023-02-21,8
2023-02-22,8
2023-02-23,9
2023-02-24,8
2023-02-25,5
2023-02-26,5
2023-02-27,7
2023-02-28,5
2023-03-01,7
2023-03-02,7
2023-03-03,7
2023-03-04,0
2023-03-05,4
2023-03-06,8
2023-03-07,9
2023-03-08,6
2023-03-09,9
2023-03-10,5
2023-03-11,0
2023-03-12,6
2023-03-13,9
2023-03-14,7
2023-03-15,11
2023-03-16,5
2023-03-17,5
2023-03-18,0
2023-03-19,0
2023-03-20,7
2023-03-21,8
2023-03-22,7
2023-03-23,7
2023-03-24,6
2023-03-25,4
2023-03-26,0
2023-03-27,8
2023-03-28,11
2023-03-29,6
2023-03-30,9
2023-03-31,7
2023-04-01,9
2023-04-02,7
2023-04-03,6
2023-04-04,9
2023-04-05,12
2023-04-06,7
2023-04-07,6
2023-04-08,0
2023-04-09,7
2023-04-10,6
2023-04-11,6
2023-04-12,8
2023-04-13,10
2023-04-14,4
2023-04-15,5
2023-04-16,4
2023-04-17,11
2023-04-18,9
2023-04-19,10
2023-04-20,10
2023-04-21,9
2023-04-22,5
2023-04-23,5
2023-04-24,7
2023-04-25,11
2023-04-26,8
2023-04-27,6
2023-04-28,7
2023-04-29,0
2023-04-30,7
2023-05-01,9
2023-05-02,11
2023-05-03,9
2023-05-04,10
2023-05-05,7
2023-05-06,0
2023-05-07,4
2023-05-08,5
2023-05-09,7
2023-05-10,5
2023-05-11,6
2023-05-12,7
2023-05-13,6
2023-05-14,4
2023-05-15,7
2023-05-16,4
2023-05-17,6
2023-05-18,7
2023-05-19,6
2023-05-20,0
2023-05-21,5
2023-05-22,3
2023-05-23,8
2023-05-24,6
2023-05-25,9
