Time,amazon_prime
2024-09-25,19.92556200717639
2024-09-26,21.488351184209833
2024-09-27,25.004626832535077
2024-09-28,23.051140361243274
2024-09-29,23.441837655501637
2024-09-30,20.70695659569311
2024-10-01,20.31625930143475
2024-10-02,19.92556200717639
2024-10-03,22.26974577272655
2024-10-04,25.7860214210518
2024-10-05,24.613929538276718
2024-10-06,24.613929538276718
2024-10-07,25.395324126793437
2024-10-08,36.725545660285896
2024-10-09,37.506940248802614
2024-10-10,28.130205186601962
2024-10-11,26.567416009568518
2024-10-12,23.051140361243274
2024-10-13,23.832534949759996
2024-10-14,22.660443066984914
2024-10-15,21.09765388995147
2024-10-16,22.26974577272655
2024-10-17,21.488351184209833
2024-10-18,23.832534949759996
2024-10-19,23.051140361243274
2024-10-20,23.051140361243274
2024-10-21,21.488351184209833
2024-10-22,20.70695659569311
2024-10-23,20.70695659569311
2024-10-24,21.879048478468192
2024-10-25,24.613929538276718
2024-10-26,22.26974577272655
2024-10-27,23.832534949759996
2024-10-28,21.09765388995147
2024-10-29,20.70695659569311
2024-10-30,21.09765388995147
2024-10-31,21.09765388995147
2024-11-01,24.223232244018355
2024-11-02,23.832534949759996
2024-11-03,24.223232244018355
2024-11-04,21.09765388995147
2024-11-05,19.14416741865967
2024-11-06,14.846497181817702
2024-11-07,19.92556200717639
2024-11-08,25.004626832535077
2024-11-09,24.223232244018355
2024-11-10,24.613929538276718
2024-11-11,23.441837655501637
2024-11-12,21.879048478468192
2024-11-13,23.832534949759996
2024-11-14,22.26974577272655
2024-11-15,25.7860214210518
2024-11-16,23.441837655501637
2024-11-17,26.567416009568518
2024-11-18,24.613929538276718
2024-11-19,22.660443066984914
2024-11-20,23.832534949759996
2024-11-21,24.223232244018355
2024-11-22,28.130205186601962
2024-11-23,27.34881059808524
2024-11-24,28.52090248086032
2024-11-25,26.17671871531016
2024-11-26,25.7860214210518
2024-11-27,25.7860214210518
2024-11-28,25.395324126793437
2024-11-29,39.06972942583606
2024-11-30,35.16275648325245
2024-12-01,31.255783540668848
2024-12-02,33.59996730621901
2024-12-03,28.52090248086032
2024-12-04,25.395324126793437
2024-12-05,27.34881059808524
2024-12-06,31.646480834927207
2024-12-07,28.52090248086032
2024-12-08,29.692994363635403
2024-12-09,26.95811330382688
2024-12-10,28.130205186601962
2024-12-11,27.739507892343603
2024-12-12,29.692994363635403
2024-12-13,31.255783540668848
2024-12-14,31.255783540668848
2024-12-15,32.03717812918557
2024-12-16,28.911599775118685
2024-12-17,28.52090248086032
2024-12-18,28.911599775118685
2024-12-19,30.865086246410485
2024-12-20,34.38136189473573
2024-12-21,28.130205186601962
2024-12-22,27.34881059808524
2024-12-23,24.223232244018355
2024-12-24,22.660443066984914
2024-12-25,24.613929538276718
2024-12-26,28.130205186601962
2024-12-27,29.302297069377044
2024-12-28,26.17671871531016
2024-12-29,26.567416009568518
2024-12-30,24.223232244018355
2024-12-31,25.004626832535077
2025-01-01,24.223232244018355
2025-01-02,23.441837655501637
2025-01-03,24.223232244018355
2025-01-04,26.17671871531016
2025-01-05,25.395324126793437
2025-01-06,22.26974577272655
2025-01-07,21.879048478468192
2025-01-08,21.09765388995147
2025-01-09,19.92556200717639
2025-01-10,20.31625930143475
2025-01-11,24.613929538276718
2025-01-12,32.03717812918557
2025-01-13,21.488351184209833
2025-01-14,20.70695659569311
2025-01-15,19.92556200717639
2025-01-16,20.70695659569311
2025-01-17,20.70695659569311
2025-01-18,22.660443066984914
2025-01-19,22.26974577272655
2025-01-20,21.09765388995147
2025-01-21,20.31625930143475
2025-01-22,19.92556200717639
2025-01-23,22.26974577272655
2025-01-24,19.92556200717639
2025-01-25,22.660443066984914
2025-01-26,22.660443066984914
2025-01-27,20.31625930143475
2025-01-28,19.14416741865967
2025-01-29,18.753470124401307
2025-01-30,18.753470124401307
2025-01-31,19.53486471291803
2025-02-01,22.26974577272655
2025-02-02,23.051140361243274
2025-02-03,19.53486471291803
2025-02-04,19.14416741865967
2025-02-05,17.97207553588459
2025-02-06,19.14416741865967
2025-02-07,19.92556200717639
2025-02-08,23.051140361243274
2025-02-09,23.441837655501637
2025-02-10,18.362772830142948
2025-02-11,19.53486471291803
2025-02-12,19.53486471291803
2025-02-13,19.53486471291803
2025-02-14,21.09765388995147
2025-02-15,23.832534949759996
2025-02-16,22.660443066984914
2025-02-17,21.488351184209833
2025-02-18,20.31625930143475
2025-02-19,19.53486471291803
2025-02-20,19.92556200717639
2025-02-21,20.31625930143475
2025-02-22,22.26974577272655
2025-02-23,23.832534949759996
2025-02-24,19.92556200717639
2025-02-25,19.14416741865967
2025-02-26,18.753470124401307
2025-02-27,19.53486471291803
2025-02-28,19.53486471291803
2025-03-01,22.660443066984914
2025-03-02,22.660443066984914
2025-03-03,19.92556200717639
2025-03-04,19.14416741865967
2025-03-05,19.14416741865967
2025-03-06,19.92556200717639
2025-03-07,20.31625930143475
2025-03-08,21.879048478468192
2025-03-09,22.26974577272655
2025-03-10,20.31625930143475
2025-03-11,19.53486471291803
2025-03-12,19.14416741865967
2025-03-13,20.70695659569311
2025-03-14,19.53486471291803
2025-03-15,21.488351184209833
2025-03-16,23.441837655501637
2025-03-17,19.14416741865967
2025-03-18,19.53486471291803
2025-03-19,19.53486471291803
2025-03-20,19.14416741865967
2025-03-21,18.753470124401307
2025-03-22,20.70695659569311
2025-03-23,23.051140361243274
2025-03-24,19.14416741865967
2025-03-25,19.92556200717639
2025-03-26,21.488351184209833
2025-03-27,20.31625930143475
2025-03-28,19.14416741865967
2025-03-29,21.879048478468192
2025-03-30,25.395324126793437
2025-03-31,21.09765388995147
2025-04-01,19.14416741865967
2025-04-02,19.14416741865967
2025-04-03,19.14416741865967
2025-04-04,19.14416741865967
2025-04-05,20.70695659569311
2025-04-06,22.26974577272655
2025-04-07,19.53486471291803
2025-04-08,19.14416741865967
2025-04-09,19.14416741865967
2025-04-10,19.14416741865967
2025-04-11,19.14416741865967
2025-04-12,20.31625930143475
2025-04-13,21.09765388995147
2025-04-14,19.53486471291803
2025-04-15,22.020248972386586
2025-04-16,19.962459421311173
2025-04-17,19.496849195324614
2025-04-18,19.496849195324614
2025-04-19,20.623418294426912
2025-04-20,19.962459421311173
2025-04-21,19.496849195324614
2025-04-22,18.835890322208876
2025-04-23,19.301500548195435
2025-04-24,18.370280096222317
2025-04-25,19.496849195324614
2025-04-26,19.962459421311173
2025-04-27,21.554638746400027
2025-04-28,19.496849195324614
2025-04-29,20.623418294426912
2025-04-30,19.031238969338055
2025-05-01,19.496849195324614
2025-05-02,19.962459421311173
2025-05-03,20.623418294426912
2025-05-04,22.681207845502325
2025-05-05,19.301500548195435
2025-05-06,18.835890322208876
2025-05-07,19.031238969338055
2025-05-08,18.370280096222317
2025-05-09,19.962459421311173
2025-05-10,21.089028520413468
2025-05-11,20.623418294426912
2025-05-12,19.962459421311173
2025-05-13,20.157808068440353
2025-05-14,19.962459421311173
2025-05-15,18.918310520016444
2025-05-16,19.4588336777312
2025-05-17,20.53987999316071
2025-05-18,24.323542097164
2025-05-19,20.53987999316071
2025-05-20,21.080403150875465
2025-05-21,20.53987999316071
2025-05-22,22.701972624019735
2025-05-23,20.53987999316071
2025-05-24,19.999356835445955
2025-05-25,24.323542097164
2025-05-26,23.783018939449246
2025-05-27,22.16144946630498
2025-05-28,21.62092630859022
2025-05-29,21.080403150875465
2025-05-30,21.080403150875465
2025-05-31,22.701972624019735
2025-06-01,22.16144946630498
2025-06-02,21.62092630859022
2025-06-03,22.16144946630498
2025-06-04,22.16144946630498
2025-06-05,20.53987999316071
2025-06-06,21.080403150875465
2025-06-07,22.16144946630498
2025-06-08,24.323542097164
2025-06-09,21.62092630859022
2025-06-10,21.080403150875465
2025-06-11,21.080403150875465
2025-06-12,21.080403150875465
2025-06-13,20.53987999316071
2025-06-14,21.62092630859022
2025-06-15,22.701972624019735
2025-06-16,20.53987999316071
2025-06-17,19.4588336777312
2025-06-18,21.080403150875465
2025-06-19,21.080403150875465
2025-06-20,22.701972624019735
2025-06-21,22.701972624019735
2025-06-22,22.701972624019735
2025-06-23,21.62092630859022
2025-06-24,21.62092630859022
2025-06-25,21.62092630859022
2025-06-26,22.701972624019735
2025-06-27,21.62092630859022
2025-06-28,22.701972624019735
2025-06-29,23.783018939449246
2025-06-30,22.16144946630498
2025-07-01,23.783018939449246
2025-07-02,23.24249578173449
2025-07-03,23.24249578173449
2025-07-04,23.24249578173449
2025-07-05,24.323542097164
2025-07-06,27.566681043452533
2025-07-07,31.89086630517058
2025-07-08,54.052315771475556
2025-07-09,46.48499156346898
2025-07-10,40.53923682860667
2025-07-11,38.9176673554624
2025-07-12,31.89086630517058
2025-07-13,24.323542097164
2025-07-14,22.701972624019735
2025-07-15,21.080403150875465
2025-07-16,21.080403150875465
2025-07-17,22.701972624019735
2025-07-18,20.53987999316071
2025-07-19,25.40458841259351
2025-07-20,25.40458841259351
2025-07-21,21.62092630859022
2025-07-22,19.999356835445955
2025-07-23,21.62092630859022
2025-07-24,21.080403150875465
2025-07-25,20.53987999316071
2025-07-26,22.16144946630498
2025-07-27,24.323542097164
2025-07-28,22.16144946630498
2025-07-29,22.16144946630498
2025-07-30,22.16144946630498
2025-07-31,22.16144946630498
2025-08-01,21.080403150875465
2025-08-02,20.53987999316071
2025-08-03,20.53987999316071
2025-08-04,19.999356835445955
2025-08-05,20.53987999316071
2025-08-06,20.53987999316071
2025-08-07,20.53987999316071
2025-08-08,19.4588336777312
2025-08-09,21.62092630859022
2025-08-10,22.16144946630498
2025-08-11,20.53987999316071
2025-08-12,20.53987999316071
2025-08-13,22.16144946630498
2025-08-14,21.080403150875465
2025-08-15,22.16144946630498
2025-08-16,22.701972624019735
2025-08-17,23.783018939449246
2025-08-18,21.080403150875465
2025-08-19,21.080403150875465
2025-08-20,19.999356835445955
2025-08-21,21.080403150875465
2025-08-22,19.4588336777312
2025-08-23,21.080403150875465
2025-08-24,21.62092630859022
2025-08-25,19.4588336777312
2025-08-26,18.37778736230169
2025-08-27,21.080403150875465
2025-08-28,19.4588336777312
2025-08-29,18.37778736230169
2025-08-30,19.999356835445955
2025-08-31,19.999356835445955
2025-09-01,21.080403150875465
2025-09-02,20.53987999316071
2025-09-03,26.485634728023022
2025-09-04,23.24249578173449
2025-09-05,19.999356835445955
2025-09-06,20.53987999316071
2025-09-07,21.080403150875465
2025-09-08,18.918310520016444
2025-09-09,17.837264204586933
2025-09-10,17.837264204586933
2025-09-11,19.999356835445955
2025-09-12,22.701972624019735
2025-09-13,19.4588336777312
2025-09-14,19.4588336777312
2025-09-15,17.837264204586933
2025-09-16,17.296741046872178
2025-09-17,20.53987999316071
2025-09-18,20.53987999316071
2025-09-19,23.783018939449246
2025-09-20,21.62092630859022
2025-09-21,22.701972624019735
2025-09-22,18.37778736230169
2025-09-23,17.837264204586933
2025-09-24,18.37778736230169
2025-09-25,22.16144946630498
2025-09-26,27.566681043452533
2025-09-27,24.864065254878756
2025-09-28,22.701972624019735
2025-09-29,21.080403150875465
2025-09-30,20.53987999316071
2025-10-01,21.080403150875465
2025-10-02,22.701972624019735
2025-10-03,24.864065254878756
2025-10-04,23.24249578173449
2025-10-05,24.864065254878756
2025-10-06,25.40458841259351
2025-10-07,38.37714419774765
2025-10-08,39.99871367089191
2025-10-09,28.647727358882044
2025-10-10,24.864065254878756
2025-10-11,22.701972624019735
2025-10-12,22.16144946630498
2025-10-13,21.62092630859022
2025-10-14,19.999356835445955
2025-10-15,21.62092630859022
2025-10-16,20.53987999316071
2025-10-17,22.16144946630498
2025-10-18,21.080403150875465
2025-10-19,23.24249578173449
2025-10-20,27.026157885737778
2025-10-21,20.53987999316071
2025-10-22,21.080403150875465
2025-10-23,21.62092630859022
2025-10-24,23.24249578173449
2025-10-25,23.24249578173449
2025-10-26,22.701972624019735
2025-10-27,20.53987999316071
2025-10-28,19.4588336777312
2025-10-29,20.53987999316071
2025-10-30,21.62092630859022
2025-10-31,23.24249578173449
2025-11-01,23.24249578173449
2025-11-02,22.16144946630498
2025-11-03,19.999356835445955
2025-11-04,19.999356835445955
2025-11-05,19.4588336777312
2025-11-06,19.999356835445955
2025-11-07,23.24249578173449
2025-11-08,23.783018939449246
2025-11-09,23.24249578173449
2025-11-10,21.080403150875465
2025-11-11,22.701972624019735
2025-11-12,21.62092630859022
2025-11-13,21.080403150875465
2025-11-14,24.323542097164
2025-11-15,23.783018939449246
2025-11-16,25.40458841259351
2025-11-17,21.080403150875465
2025-11-18,22.16144946630498
2025-11-19,21.62092630859022
2025-11-20,25.40458841259351
2025-11-21,29.728773674311554
2025-11-22,27.566681043452533
2025-11-23,26.485634728023022
2025-11-24,23.24249578173449
2025-11-25,22.701972624019735
2025-11-26,23.24249578173449
2025-11-27,23.24249578173449
2025-11-28,33.512435778314845
2025-11-29,31.350343147455824
2025-11-30,29.728773674311554
2025-12-01,29.728773674311554
2025-12-02,27.026157885737778
2025-12-03,24.323542097164
2025-12-04,25.945111570308267
2025-12-05,28.10720420116729
2025-12-06,29.1882505165968
2025-12-07,26.485634728023022
2025-12-08,24.864065254878756
2025-12-09,26.485634728023022
2025-12-10,25.40458841259351
2025-12-11,26.419357800186802
2025-12-12,29.83772824190043
2025-12-13,28.128543021043615
2025-12-14,28.128543021043615
2025-12-15,25.849629393234533
2025-12-16,24.85990599337744
2025-12-17,28.278276435091062
2025-12-18,27.13881962118652
2025-12-19,29.83772824190043
2025-12-20,26.56909121423425
2025-12-21,28.548538013948438
2025-12-22,23.87018259352034
2025-12-23,23.87018259352034
2025-12-24,21.591268965711258
2025-12-25,20.031817158901895
2025-12-26,23.30045418656807
2025-12-27,23.150720772520625
2025-12-28,23.720449179472894
2025-12-29,22.011263958616084
2025-12-30,20.451812151806717
2025-12-31,20.451812151806717
2026-01-01,19.882083744854448
2026-01-02,21.171273972806432
2026-01-03,23.30045418656807
2026-01-04,21.741002379758704
2026-01-05,18.32263193804508
2026-01-06,18.89236034499735
2026-01-07,19.462088751949622
2026-01-08,19.042093759044796
2026-01-09,19.312355337902176
2026-01-10,25.155213559971013
2026-01-11,28.748815497109728
2026-01-12,18.267476513788473
2026-01-13,19.165876998073152
2026-01-14,17.96800968569358
2026-01-15,18.86641016997826
2026-01-16,18.86641016997826
2026-01-17,21.861078450927188
2026-01-18,21.861078450927188
2026-01-19,20.663211138547616
2026-01-20,18.86641016997826
2026-01-21,18.566943341883366
2026-01-22,18.267476513788473
2026-01-23,19.165876998073152
2026-01-24,21.262144794737402
2026-01-25,20.96267796664251
2026-01-26,19.165876998073152
2026-01-27,19.465343826168045
2026-01-28,18.267476513788473
2026-01-29,18.566943341883366
2026-01-30,18.86641016997826
2026-01-31,22.16054527902208
2026-02-01,21.861078450927188
2026-02-02,18.86641016997826
2026-02-03,17.668542857598688
2026-02-04,18.267476513788473
2026-02-05,18.267476513788473
2026-02-06,18.267476513788473
2026-02-07,20.06427748235783
2026-02-08,21.262144794737402
2026-02-09,15.572275060934436
2026-02-10,17.668542857598688
2026-02-11,17.96800968569358
2026-02-12,17.069609201408902
2026-02-13,17.069609201408902
2026-02-14,17.668542857598688
2026-02-15,20.96267796664251
2026-02-16,19.764810654262938
2026-02-17,17.668542857598688
2026-02-18,16.470675545219116
2026-02-19,16.77014237331401
2026-02-20,17.069609201408902
2026-02-21,19.764810654262938
2026-02-22,19.465343826168045
2026-02-23,17.668542857598688
2026-02-24,17.369076029503795
2026-02-25,17.369076029503795
2026-02-26,17.668542857598688
2026-02-27,17.069609201408902
2026-02-28,20.06427748235783
2026-03-01,20.96267796664251
2026-03-02,18.566943341883366
2026-03-03,18.566943341883366
2026-03-04,17.369076029503795
2026-03-05,21.262144794737402
2026-03-06,18.86641016997826
2026-03-07,21.262144794737402
2026-03-08,20.96267796664251
2026-03-09,18.566943341883366
2026-03-10,17.369076029503795
2026-03-11,18.566943341883366
2026-03-12,17.069609201408902
2026-03-13,18.86641016997826
2026-03-14,23.05894576330676
2026-03-15,21.262144794737402
2026-03-16,17.96800968569358
2026-03-17,17.96800968569358
2026-03-18,20.663211138547616
2026-03-19,18.566943341883366
2026-03-20,18.86641016997826
2026-03-21,20.96267796664251
2026-03-22,21.861078450927188
2026-03-23,18.86641016997826
2026-03-24,19.465343826168045
2026-03-25,19.764810654262938
2026-03-26,19.165876998073152
2026-03-27,18.566943341883366
2026-03-28,21.861078450927188
2026-03-29,21.262144794737402
2026-03-30,18.566943341883366
2026-03-31,19.465343826168045
2026-04-01,18.566943341883366
2026-04-02,19.165876998073152
2026-04-03,18.86641016997826
2026-04-04,20.06427748235783
2026-04-05,18.86641016997826
2026-04-06,19.165876998073152
2026-04-07,17.96800968569358
2026-04-08,19.764810654262938
2026-04-09,20.06427748235783
2026-04-10,19.764810654262938
2026-04-11,20.96267796664251
2026-04-12,20.663211138547616
2026-04-13,17.96800968569358
2026-04-14,18.566943341883366
2026-04-15,20.06427748235783
2026-04-16,19.465343826168045
2026-04-17,18.566943341883366
2026-04-18,23.05894576330676
2026-04-19,22.759478935211867
2026-04-20,18.566943341883366
2026-04-21,18.86641016997826
2026-04-22,19.165876998073152
2026-04-23,18.86641016997826
2026-04-24,19.165876998073152
2026-04-25,21.561611622832295
2026-04-26,20.363744310452724
2026-04-27,18.86641016997826
2026-04-28,18.566943341883366
2026-04-29,18.267476513788473
2026-04-30,19.165876998073152
2026-05-01,19.165876998073152
2026-05-02,21.262144794737402
2026-05-03,21.262144794737402
2026-05-04,18.267476513788473
2026-05-05,18.86641016997826
2026-05-06,20.06427748235783
2026-05-07,18.86641016997826
2026-05-08,20.06427748235783
2026-05-09,21.861078450927188
2026-05-10,19.764810654262938
2026-05-11,18.86641016997826
2026-05-12,19.165876998073152
2026-05-13,20.663211138547616
2026-05-14,20.363744310452724
2026-05-15,20.363744310452724
2026-05-16,23.657879419496545
2026-05-17,22.460012107116974
2026-05-18,21.262144794737402
2026-05-19,19.764810654262938
2026-05-20,20.363744310452724
2026-05-21,20.663211138547616
2026-05-22,20.363744310452724
2026-05-23,22.759478935211867
2026-05-24,23.657879419496545
2026-05-25,22.759478935211867
2026-05-26,20.06427748235783
2026-05-27,20.363744310452724
2026-05-28,20.06427748235783
2026-05-29,21.262144794737402
2026-05-30,22.16054527902208
2026-05-31,22.16054527902208
