Time,zoom
2022-10-07,62.41095890410959
2022-10-08,30.73972602739726
2022-10-09,30.73972602739726
2022-10-10,57.753424657534254
2022-10-11,68.0
2022-10-12,69.86301369863014
2022-10-13,69.86301369863014
2022-10-14,56.82191780821918
2022-10-15,31.67123287671233
2022-10-16,30.73972602739726
2022-10-17,65.2054794520548
2022-10-18,67.06849315068493
2022-10-19,73.58904109589042
2022-10-20,71.72602739726028
2022-10-21,55.89041095890411
2022-10-22,28.876712328767127
2022-10-23,31.67123287671233
2022-10-24,63.34246575342466
2022-10-25,69.86301369863014
2022-10-26,70.79452054794521
2022-10-27,70.79452054794521
2022-10-28,56.82191780821918
2022-10-29,26.08219178082192
2022-10-30,28.876712328767127
2022-10-31,59.61643835616439
2022-11-01,64.27397260273973
2022-11-02,68.93150684931507
2022-11-03,77.31506849315069
2022-11-04,55.89041095890411
2022-11-05,31.67123287671233
2022-11-06,28.876712328767127
2022-11-07,65.2054794520548
2022-11-08,68.0
2022-11-09,68.93150684931507
2022-11-10,68.0
2022-11-11,51.23287671232877
2022-11-12,29.808219178082194
2022-11-13,32.6027397260274
2022-11-14,65.2054794520548
2022-11-15,71.72602739726028
2022-11-16,71.72602739726028
2022-11-17,73.58904109589042
2022-11-18,61.47945205479452
2022-11-19,30.73972602739726
2022-11-20,29.808219178082194
2022-11-21,56.82191780821918
2022-11-22,58.68493150684932
2022-11-23,44.71232876712329
2022-11-24,23.287671232876715
2022-11-25,27.01369863013699
2022-11-26,25.150684931506852
2022-11-27,29.808219178082194
2022-11-28,57.753424657534254
2022-11-29,66.13698630136987
2022-11-30,64.27397260273973
2022-12-01,65.2054794520548
2022-12-02,58.68493150684932
2022-12-03,33.534246575342465
2022-12-04,31.67123287671233
2022-12-05,60.54794520547946
2022-12-06,68.0
2022-12-07,65.2054794520548
2022-12-08,68.0
2022-12-09,55.89041095890411
2022-12-10,31.67123287671233
2022-12-11,30.73972602739726
2022-12-12,59.61643835616439
2022-12-13,64.27397260273973
2022-12-14,65.2054794520548
2022-12-15,64.27397260273973
2022-12-16,54.95890410958904
2022-12-17,27.01369863013699
2022-12-18,29.808219178082194
2022-12-19,51.23287671232877
2022-12-20,55.89041095890411
2022-12-21,45.64383561643836
2022-12-22,45.64383561643836
2022-12-23,29.808219178082194
2022-12-24,23.287671232876715
2022-12-25,26.08219178082192
2022-12-26,24.21917808219178
2022-12-27,35.397260273972606
2022-12-28,39.12328767123288
2022-12-29,38.19178082191781
2022-12-30,32.6027397260274
2022-12-31,22.356164383561644
2023-01-01,22.356164383561644
2023-01-02,29.808219178082194
2023-01-03,50.301369863013704
2023-01-04,61.47945205479452
2023-01-05,58.68493150684932
2023-01-06,54.95890410958904
2023-01-07,31.67123287671233
2023-01-08,32.6027397260274
2023-01-09,63.34246575342466
2023-01-10,68.0
2023-01-11,72.65753424657535
2023-01-12,70.79452054794521
2023-01-13,59.61643835616439
2023-01-14,33.534246575342465
2023-01-15,29.808219178082194
2023-01-16,41.917808219178085
2023-01-17,69.86301369863014
2023-01-18,71.72602739726028
2023-01-19,76.38356164383562
2023-01-20,62.41095890410959
2023-01-21,37.26027397260274
2023-01-22,34.465753424657535
2023-01-23,68.0
2023-01-24,74.52054794520548
2023-01-25,78.24657534246576
2023-01-26,73.58904109589042
2023-01-27,60.54794520547946
2023-01-28,35.397260273972606
2023-01-29,33.534246575342465
2023-01-30,62.41095890410959
2023-01-31,73.58904109589042
2023-02-01,70.79452054794521
2023-02-02,71.72602739726028
2023-02-03,65.2054794520548
2023-02-04,37.26027397260274
2023-02-05,34.465753424657535
2023-02-06,69.86301369863014
2023-02-07,78.24657534246576
2023-02-08,75.45205479452055
2023-02-09,72.65753424657535
2023-02-10,63.34246575342466
2023-02-11,36.328767123287676
2023-02-12,31.67123287671233
2023-02-13,60.54794520547946
2023-02-14,66.13698630136987
2023-02-15,72.65753424657535
2023-02-16,69.86301369863014
2023-02-17,58.68493150684932
2023-02-18,33.534246575342465
2023-02-19,34.465753424657535
2023-02-20,50.301369863013704
2023-02-21,67.06849315068493
2023-02-22,72.65753424657535
2023-02-23,67.06849315068493
2023-02-24,61.47945205479452
2023-02-25,37.26027397260274
2023-02-26,35.397260273972606
2023-02-27,65.2054794520548
2023-02-28,70.79452054794521
2023-03-01,67.06849315068493
2023-03-02,69.86301369863014
2023-03-03,58.68493150684932
2023-03-04,35.397260273972606
2023-03-05,31.67123287671233
2023-03-06,60.54794520547946
2023-03-07,68.0
2023-03-08,66.13698630136987
2023-03-09,68.93150684931507
2023-03-10,59.61643835616439
2023-03-11,31.67123287671233
2023-03-12,31.67123287671233
2023-03-13,58.68493150684932
2023-03-14,66.13698630136987
2023-03-15,62.41095890410959
2023-03-16,63.34246575342466
2023-03-17,52.16438356164384
2023-03-18,31.67123287671233
2023-03-19,33.534246575342465
2023-03-20,62.41095890410959
2023-03-21,68.0
2023-03-22,64.27397260273973
2023-03-23,69.86301369863014
2023-03-24,53.09589041095891
2023-03-25,31.67123287671233
2023-03-26,34.465753424657535
2023-03-27,60.54794520547946
2023-03-28,62.41095890410959
2023-03-29,65.2054794520548
2023-03-30,62.41095890410959
2023-03-31,48.43835616438356
2023-04-01,27.945205479452056
2023-04-02,30.73972602739726
2023-04-03,59.61643835616439
2023-04-04,59.61643835616439
2023-04-05,62.41095890410959
2023-04-06,58.68493150684932
2023-04-07,47.50684931506849
2023-04-08,26.08219178082192
2023-04-09,25.150684931506852
2023-04-10,56.82191780821918
2023-04-11,60.54794520547946
2023-04-12,64.27397260273973
2023-04-13,58.68493150684932
2023-04-14,52.16438356164384
2023-04-15,29.808219178082194
2023-04-16,31.67123287671233
2023-04-17,56.82191780821918
2023-04-18,62.41095890410959
2023-04-19,65.2054794520548
2023-04-20,59.61643835616439
2023-04-21,50.301369863013704
2023-04-22,27.945205479452056
2023-04-23,30.73972602739726
2023-04-24,57.753424657534254
2023-04-25,61.47945205479452
2023-04-26,62.211858203492625
2023-04-27,57.00573041932448
2023-04-28,51.455087315695906
2023-04-29,28.097730837603265
2023-04-30,30.873052389417545
2023-05-01,55.04067761162815
2023-05-02,59.436536651678345
2023-05-03,58.97078322702081
2023-05-04,58.62626790756039
2023-05-05,47.52498170030325
2023-05-06,26.94294677402489
2023-05-07,26.94294677402489
2023-05-08,58.62626790756039
2023-05-09,59.781051971138766
2023-05-10,59.436536651678345
2023-05-11,58.62626790756039
2023-05-12,48.679765763881626
2023-05-13,26.132678029906934
2023-05-14,25.788162710446514
2023-05-15,55.8509463557461
2023-05-16,57.471483843982014
2023-05-17,56.661215099864066
2023-05-18,57.00573041932448
2023-05-19,47.52498170030325
2023-05-20,24.97789396632856
2023-05-21,24.97789396632856
2023-05-22,53.07562480393182
2023-05-23,57.81599916344244
2023-05-24,55.04067761162815
2023-05-25,57.81599916344244
2023-05-26,42.030868974171284
2023-05-27,22.738011084387743
2023-05-28,24.116072362229424
2023-05-29,26.872194917912786
2023-05-30,56.50051239150894
2023-05-31,63.390818780717346
2023-06-01,57.18954303042978
2023-06-02,49.61020600230053
2023-06-03,26.872194917912786
2023-06-04,27.561225556833627
2023-06-05,53.74438983582557
2023-06-06,59.945665586113144
2023-06-07,55.12245111366725
2023-06-08,59.2566349471923
2023-06-09,48.23214472445885
2023-06-10,26.183164278991946
2023-06-11,27.561225556833627
2023-06-12,54.43342047474641
2023-06-13,56.50051239150894
2023-06-14,57.18954303042978
2023-06-15,55.12245111366725
2023-06-16,40.6528076963296
2023-06-17,24.116072362229424
2023-06-18,23.427041723308584
2023-06-19,39.96377705740876
2023-06-20,56.50051239150894
2023-06-21,54.43342047474641
2023-06-22,53.74438983582557
2023-06-23,46.16505280769633
2023-06-24,24.116072362229424
2023-06-25,26.183164278991946
2023-06-26,52.36632855798389
2023-06-27,57.87857366935062
2023-06-28,54.43342047474641
2023-06-29,53.74438983582557
2023-06-30,44.786991529854646
2023-07-01,22.048980445466903
2023-07-02,23.427041723308584
2023-07-03,36.51862386280456
2023-07-04,23.427041723308584
2023-07-05,48.92117536337969
2023-07-06,51.67729791906305
2023-07-07,44.097960890933805
2023-07-08,24.805103001150265
2023-07-09,25.494133640071105
2023-07-10,56.50051239150894
2023-07-11,61.323726863954825
2023-07-12,57.18954303042978
2023-07-13,57.18954303042978
2023-07-14,43.408930252012965
2023-07-15,24.116072362229424
2023-07-16,25.494133640071105
2023-07-17,57.18954303042978
2023-07-18,54.43342047474641
2023-07-19,57.18954303042978
2023-07-20,53.74438983582557
2023-07-21,42.719899613092124
2023-07-22,24.116072362229424
2023-07-23,24.116072362229424
2023-07-24,49.61020600230053
2023-07-25,52.36632855798389
2023-07-26,52.36632855798389
2023-07-27,51.67729791906305
2023-07-28,42.030868974171284
2023-07-29,24.805103001150265
2023-07-30,26.872194917912786
2023-07-31,46.85408344661717
2023-08-01,51.67729791906305
2023-08-02,51.67729791906305
2023-08-03,52.36632855798389
2023-08-04,43.408930252012965
2023-08-05,22.048980445466903
2023-08-06,26.872194917912786
2023-08-07,59.2566349471923
2023-08-08,59.945665586113144
2023-08-09,57.18954303042978
2023-08-10,56.50051239150894
2023-08-11,46.85408344661717
2023-08-12,26.872194917912786
2023-08-13,26.183164278991946
2023-08-14,51.67729791906305
2023-08-15,55.12245111366725
2023-08-16,57.87857366935062
2023-08-17,53.74438983582557
2023-08-18,48.23214472445885
2023-08-19,29.62831747359615
2023-08-20,37.89668514064624
2023-08-21,59.2566349471923
2023-08-22,58.56760430827146
2023-08-23,59.945665586113144
2023-08-24,56.50051239150894
2023-08-25,46.16505280769633
2023-08-26,27.561225556833627
2023-08-27,29.62831747359615
2023-08-28,53.74438983582557
2023-08-29,60.634696225033984
2023-08-30,59.945665586113144
2023-08-31,56.50051239150894
2023-09-01,45.476022168775486
2023-09-02,24.805103001150265
2023-09-03,24.805103001150265
2023-09-04,27.561225556833627
2023-09-05,58.56760430827146
2023-09-06,59.2566349471923
2023-09-07,59.945665586113144
2023-09-08,50.98826728014221
2023-09-09,27.561225556833627
2023-09-10,25.494133640071105
2023-09-11,58.56760430827146
2023-09-12,61.323726863954825
2023-09-13,60.634696225033984
2023-09-14,60.634696225033984
2023-09-15,48.92117536337969
2023-09-16,25.494133640071105
2023-09-17,28.25025619575447
2023-09-18,56.50051239150894
2023-09-19,61.323726863954825
2023-09-20,65.45791069747986
2023-09-21,60.634696225033984
2023-09-22,48.23214472445885
2023-09-23,28.93928683467531
2023-09-24,26.872194917912786
2023-09-25,55.8114817525881
2023-09-26,59.2566349471923
2023-09-27,57.87857366935062
2023-09-28,59.945665586113144
2023-09-29,48.92117536337969
2023-09-30,28.25025619575447
2023-10-01,24.116072362229424
2023-10-02,52.36632855798389
2023-10-03,57.87857366935062
2023-10-04,59.945665586113144
2023-10-05,57.18954303042978
2023-10-06,48.92117536337969
2023-10-07,26.183164278991946
2023-10-08,24.805103001150265
2023-10-09,50.98826728014221
2023-10-10,57.18954303042978
2023-10-11,60.634696225033984
2023-10-12,55.8114817525881
2023-10-13,45.476022168775486
2023-10-14,24.116072362229424
2023-10-15,26.872194917912786
2023-10-16,52.36632855798389
2023-10-17,58.56760430827146
2023-10-18,59.2566349471923
2023-10-19,59.2566349471923
2023-10-20,48.92117536337969
2023-10-21,24.116072362229424
2023-10-22,25.494133640071105
2023-10-23,53.05535919690473
2023-10-24,57.87857366935062
2023-10-25,58.56760430827146
2023-10-26,59.2566349471923
2023-10-27,49.61020600230053
2023-10-28,24.805103001150265
2023-10-29,24.805103001150265
2023-10-30,53.74438983582557
2023-10-31,55.8114817525881
2023-11-01,54.43342047474641
2023-11-02,57.87857366935062
2023-11-03,47.54311408553801
2023-11-04,25.494133640071105
2023-11-05,26.183164278991946
2023-11-06,57.18954303042978
2023-11-07,62.012757502875665
2023-11-08,58.56760430827146
2023-11-09,61.323726863954825
2023-11-10,48.23214472445885
2023-11-11,27.561225556833627
2023-11-12,28.25025619575447
2023-11-13,54.43342047474641
2023-11-14,59.945665586113144
2023-11-15,62.701788141796506
2023-11-16,62.701788141796506
2023-11-17,49.61020600230053
2023-11-18,26.872194917912786
2023-11-19,26.183164278991946
2023-11-20,50.98826728014221
2023-11-21,50.98826728014221
2023-11-22,38.58571577956708
2023-11-23,22.048980445466903
2023-11-24,25.494133640071105
2023-11-25,22.048980445466903
2023-11-26,26.872194917912786
2023-11-27,48.92117536337969
2023-11-28,58.56760430827146
2023-11-29,57.18954303042978
2023-11-30,53.74438983582557
2023-12-01,48.23214472445885
2023-12-02,25.494133640071105
2023-12-03,26.872194917912786
2023-12-04,53.74438983582557
2023-12-05,57.18954303042978
2023-12-06,60.634696225033984
2023-12-07,55.8114817525881
2023-12-08,48.23214472445885
2023-12-09,26.183164278991946
2023-12-10,26.183164278991946
2023-12-11,50.98826728014221
2023-12-12,52.36632855798389
2023-12-13,54.43342047474641
2023-12-14,50.29923664122137
2023-12-15,46.16505280769633
2023-12-16,27.561225556833627
2023-12-17,23.427041723308584
2023-12-18,43.408930252012965
2023-12-19,48.92117536337969
2023-12-20,48.23214472445885
2023-12-21,42.030868974171284
2023-12-22,28.966485412527447
2023-12-23,24.07980759175991
2023-12-24,20.942904946146605
2023-12-25,24.07980759175991
2023-12-26,25.476001254836348
2023-12-27,29.311000731987868
2023-12-28,29.66458224406567
2023-12-29,27.57029174945101
2023-12-30,24.07980759175991
2023-12-31,21.287420265607025
2024-01-01,20.942904946146605
2024-01-02,40.480550036599396
2024-01-03,49.55580884659626
2024-01-04,53.74438983582557
2024-01-05,46.76342152044337
2024-01-06,27.57029174945101
2024-01-07,26.174098086374567
2024-01-08,54.442486667363795
2024-01-09,63.862260796821076
2024-01-10,60.02726131966956
2024-01-11,59.32916448813134
2024-01-12,54.442486667363795
2024-01-13,28.966485412527447
2024-01-14,26.872194917912786
2024-01-15,39.08435637352295
2024-01-16,68.74893861758864
2024-01-17,66.31013280351354
2024-01-18,63.862260796821076
2024-01-19,59.32916448813134
2024-01-20,30.362679075603893
2024-01-21,28.993683990379587
2024-01-22,56.57304193244798
2024-01-23,61.52318310153718
2024-01-24,63.64467217400397
2024-01-25,62.230346125692776
2024-01-26,53.74438983582558
2024-01-27,28.993683990379587
2024-01-28,29.70084701453519
2024-01-29,54.45155285998118
2024-01-30,60.81602007738158
2024-01-31,61.52318310153718
2024-02-01,60.108857053225975
2024-02-02,52.330063787514376
2024-02-03,28.993683990379587
2024-02-04,29.70084701453519
2024-02-05,56.57304193244798
2024-02-06,62.937509149848374
2024-02-07,62.937509149848374
2024-02-08,60.81602007738158
2024-02-09,53.74438983582558
2024-02-10,29.70084701453519
2024-02-11,25.45786886960159
2024-02-12,51.62290076335878
2024-02-13,70.71630241555997
2024-02-14,58.69453100491478
2024-02-15,60.108857053225975
2024-02-16,54.45155285998118
2024-02-17,28.28652096622399
2024-02-18,28.28652096622399
2024-02-19,48.08708564258078
2024-02-20,59.40169402907038
2024-02-21,57.987367980759174
2024-02-22,60.108857053225975
2024-02-23,53.03722681166998
2024-02-24,28.28652096622399
2024-02-25,28.993683990379587
2024-02-26,56.57304193244798
2024-02-27,60.81602007738158
2024-02-28,59.40169402907038
2024-02-29,57.280204956603576
2024-03-01,51.62290076335878
2024-03-02,28.993683990379587
2024-03-03,30.40801003869079
2024-03-04,54.45155285998118
2024-03-05,54.45155285998118
2024-03-06,59.40169402907038
2024-03-07,59.40169402907038
2024-03-08,50.91573773920318
2024-03-09,27.57935794206839
2024-03-10,27.57935794206839
2024-03-11,51.62290076335878
2024-03-12,57.280204956603576
2024-03-13,59.40169402907038
2024-03-14,55.86587890829238
2024-03-15,45.96559657011398
2024-03-16,26.87219491791279
2024-03-17,29.70084701453519
2024-03-18,54.45155285998118
2024-03-19,57.280204956603576
2024-03-20,60.81602007738158
2024-03-21,56.57304193244798
2024-03-22,48.08708564258078
2024-03-23,26.165031893757188
2024-03-24,29.70084701453519
2024-03-25,51.62290076335878
2024-03-26,55.15871588413678
2024-03-27,55.15871588413678
2024-03-28,53.03722681166998
2024-03-29,40.30829237686918
2024-03-30,24.04354282129039
2024-03-31,22.62921677297919
2024-04-01,49.501411690891985
2024-04-02,53.74438983582558
2024-04-03,55.86587890829238
2024-04-04,53.74438983582558
2024-04-05,45.25843354595838
2024-04-06,26.165031893757188
2024-04-07,26.87219491791279
2024-04-08,50.20857471504758
2024-04-09,60.81602007738158
2024-04-10,57.987367980759174
2024-04-11,54.45155285998118
2024-04-12,47.379922618425184
2024-04-13,26.87219491791279
2024-04-14,30.40801003869079
2024-04-15,52.330063787514376
2024-04-16,57.987367980759174
2024-04-17,57.280204956603576
2024-04-18,57.987367980759174
2024-04-19,47.379922618425184
2024-04-20,26.87219491791279
2024-04-21,27.57935794206839
2024-04-22,55.86587890829238
2024-04-23,55.86587890829238
2024-04-24,57.280204956603576
2024-04-25,52.330063787514376
2024-04-26,49.501411690891985
2024-04-27,25.45786886960159
2024-04-28,26.87219491791279
2024-04-29,50.91573773920318
2024-04-30,53.74438983582558
2024-05-01,53.03722681166998
2024-05-02,52.330063787514376
2024-05-03,46.67275959426958
2024-05-04,24.04354282129039
2024-05-05,26.165031893757188
2024-05-06,53.74438983582558
2024-05-07,52.330063787514376
2024-05-08,53.03722681166998
2024-05-09,52.330063787514376
2024-05-10,43.13694447349158
2024-05-11,24.750705845445992
2024-05-12,26.165031893757188
2024-05-13,50.20857471504758
2024-05-14,57.280204956603576
2024-05-15,53.74438983582558
2024-05-16,51.62290076335878
2024-05-17,43.84410749764719
2024-05-18,26.165031893757188
2024-05-19,28.28652096622399
2024-05-20,50.91573773920318
2024-05-21,50.91573773920318
2024-05-22,53.74438983582558
2024-05-23,53.03722681166998
2024-05-24,40.30829237686918
2024-05-25,22.62921677297919
2024-05-26,23.33637979713479
2024-05-27,26.165031893757188
2024-05-28,49.501411690891985
2024-05-29,51.62290076335878
2024-05-30,55.15871588413678
2024-05-31,43.84410749764719
2024-06-01,25.45786886960159
2024-06-02,25.45786886960159
2024-06-03,50.20857471504758
2024-06-04,53.03722681166998
2024-06-05,53.74438983582558
2024-06-06,55.15871588413678
2024-06-07,45.96559657011398
2024-06-08,24.750705845445992
2024-06-09,25.45786886960159
2024-06-10,50.91573773920318
2024-06-11,54.45155285998118
2024-06-12,52.330063787514376
2024-06-13,51.62290076335878
2024-06-14,41.01545540102478
2024-06-15,23.33637979713479
2024-06-16,22.62921677297919
2024-06-17,50.20857471504758
2024-06-18,54.45155285998118
2024-06-19,41.722618425180386
2024-06-20,48.08708564258078
2024-06-21,42.429781449335984
2024-06-22,22.62921677297919
2024-06-23,25.45786886960159
2024-06-24,49.501411690891985
2024-06-25,53.74438983582558
2024-06-26,54.45155285998118
2024-06-27,50.91573773920318
2024-06-28,42.429781449335984
2024-06-29,24.04354282129039
2024-06-30,25.45786886960159
2024-07-01,45.96559657011398
2024-07-02,48.08708564258078
2024-07-03,45.25843354595838
2024-07-04,23.33637979713479
2024-07-05,26.87219491791279
2024-07-06,22.62921677297919
2024-07-07,23.33637979713479
2024-07-08,47.379922618425184
2024-07-09,50.20857471504758
2024-07-10,53.03722681166998
2024-07-11,50.20857471504758
2024-07-12,42.429781449335984
2024-07-13,22.62921677297919
2024-07-14,24.750705845445992
2024-07-15,44.551270521802785
2024-07-16,50.91573773920318
2024-07-17,52.330063787514376
2024-07-18,49.501411690891985
2024-07-19,41.01545540102478
2024-07-20,23.33637979713479
2024-07-21,24.04354282129039
2024-07-22,55.15871588413678
2024-07-23,53.03722681166998
2024-07-24,51.62290076335878
2024-07-25,52.330063787514376
2024-07-26,45.25843354595838
2024-07-27,24.750705845445992
2024-07-28,25.45786886960159
2024-07-29,49.501411690891985
2024-07-30,54.45155285998118
2024-07-31,50.91573773920318
2024-08-01,46.67275959426958
2024-08-02,41.01545540102478
2024-08-03,25.45786886960159
2024-08-04,26.165031893757188
2024-08-05,49.501411690891985
2024-08-06,53.03722681166998
2024-08-07,53.03722681166998
2024-08-08,48.79424866673638
2024-08-09,42.429781449335984
2024-08-10,23.33637979713479
2024-08-11,26.165031893757188
2024-08-12,50.20857471504758
2024-08-13,51.62290076335878
2024-08-14,55.86587890829238
2024-08-15,52.330063787514376
2024-08-16,45.96559657011398
2024-08-17,25.45786886960159
2024-08-18,27.035014184165515
2024-08-19,51.64939215957672
2024-08-20,55.45713722874709
2024-08-21,54.42360988040883
2024-08-22,54.77719139248663
2024-08-23,45.06742936957424
2024-08-24,25.64790532374946
2024-08-25,28.42212304458157
2024-08-26,56.164300252902684
2024-08-27,56.84424608916314
2024-08-28,56.84424608916314
2024-08-29,55.45713722874709
2024-08-30,43.32673899708038
2024-08-31,24.614377975411205
2024-09-01,24.260796463333406
2024-09-02,24.614377975411205
2024-09-03,55.81071874082488
2024-09-04,58.584936461656994
2024-09-05,57.197827601240945
2024-09-06,46.45453822999029
2024-09-07,27.035014184165515
2024-09-08,27.388595696243314
2024-09-09,55.45713722874709
2024-09-10,55.81071874082488
2024-09-11,56.84424608916314
2024-09-12,58.2313549495792
2024-09-13,48.52159292666681
2024-09-14,26.001486835827258
2024-09-15,26.001486835827258
2024-09-16,50.61586481123847
2024-09-17,58.47534191839922
2024-09-18,59.835233590920126
2024-09-19,54.39566690083648
2024-09-20,47.59620853823192
2024-09-21,24.47805010537642
2024-09-22,27.19783345041824
2024-09-23,55.75555857335739
2024-09-24,57.11545024587831
2024-09-25,58.47534191839922
