Time,kohl_s
2023-01-11,52.5
2023-01-12,55.0
2023-01-13,60.0
2023-01-14,80.0
2023-01-15,72.5
2023-01-16,67.5
2023-01-17,52.5
2023-01-18,47.5
2023-01-19,55.0
2023-01-20,55.0
2023-01-21,72.5
2023-01-22,82.5
2023-01-23,47.5
2023-01-24,42.5
2023-01-25,42.5
2023-01-26,47.5
2023-01-27,50.0
2023-01-28,65.0
2023-01-29,62.5
2023-01-30,62.5
2023-01-31,82.5
2023-02-01,82.5
2023-02-02,75.0
2023-02-03,77.5
2023-02-04,92.5
2023-02-05,95.0
2023-02-06,52.5
2023-02-07,52.5
2023-02-08,47.5
2023-02-09,50.0
2023-02-10,55.0
2023-02-11,72.5
2023-02-12,70.0
2023-02-13,42.5
2023-02-14,50.0
2023-02-15,47.5
2023-02-16,47.5
2023-02-17,57.5
2023-02-18,70.0
2023-02-19,67.5
2023-02-20,57.5
2023-02-21,50.0
2023-02-22,47.5
2023-02-23,52.5
2023-02-24,52.5
2023-02-25,70.0
2023-02-26,72.5
2023-02-27,47.5
2023-02-28,47.5
2023-03-01,50.0
2023-03-02,52.5
2023-03-03,57.5
2023-03-04,80.0
2023-03-05,75.0
2023-03-06,55.0
2023-03-07,47.5
2023-03-08,50.0
2023-03-09,52.5
2023-03-10,55.0
2023-03-11,72.5
2023-03-12,87.5
2023-03-13,57.5
2023-03-14,60.0
2023-03-15,60.0
2023-03-16,60.0
2023-03-17,57.5
2023-03-18,80.0
2023-03-19,90.0
2023-03-20,55.0
2023-03-21,50.0
2023-03-22,47.5
2023-03-23,50.0
2023-03-24,52.5
2023-03-25,65.0
2023-03-26,72.5
2023-03-27,47.5
2023-03-28,45.0
2023-03-29,50.0
2023-03-30,55.0
2023-03-31,60.0
2023-04-01,82.5
2023-04-02,87.5
2023-04-03,55.0
2023-04-04,55.0
2023-04-05,52.5
2023-04-06,57.5
2023-04-07,75.0
2023-04-08,107.5
2023-04-09,95.0
2023-04-10,57.5
2023-04-11,52.5
2023-04-12,57.5
2023-04-13,60.0
2023-04-14,70.0
2023-04-15,80.0
2023-04-16,95.0
2023-04-17,55.0
2023-04-18,45.0
2023-04-19,50.0
2023-04-20,52.5
2023-04-21,52.5
2023-04-22,72.5
2023-04-23,75.0
2023-04-24,55.0
2023-04-25,42.5
2023-04-26,47.5
2023-04-27,47.5
2023-04-28,50.0
2023-04-29,62.5
2023-04-30,72.5
2023-05-01,52.5
2023-05-02,50.0
2023-05-03,47.5
2023-05-04,52.5
2023-05-05,55.0
2023-05-06,70.0
2023-05-07,70.0
2023-05-08,52.5
2023-05-09,52.5
2023-05-10,46.25
2023-05-11,55.0
2023-05-12,57.5
2023-05-13,90.0
2023-05-14,82.5
2023-05-15,56.25
2023-05-16,52.5
2023-05-17,52.5
2023-05-18,55.0
2023-05-19,62.5
2023-05-20,72.5
2023-05-21,87.5
2023-05-22,57.5
2023-05-23,50.0
2023-05-24,52.5
2023-05-25,52.5
2023-05-26,55.0
2023-05-27,65.0
2023-05-28,80.0
2023-05-29,100.0
2023-05-30,55.0
2023-05-31,52.5
2023-06-01,57.5
2023-06-02,65.0
2023-06-03,70.0
2023-06-04,75.0
2023-06-05,55.0
2023-06-06,47.5
2023-06-07,47.5
2023-06-08,50.0
2023-06-09,55.0
2023-06-10,67.5
2023-06-11,70.0
2023-06-12,52.5
2023-06-13,50.0
2023-06-14,55.0
2023-06-15,55.0
2023-06-16,57.5
2023-06-17,85.0
2023-06-18,85.0
2023-06-19,57.5
2023-06-20,47.5
2023-06-21,50.0
2023-06-22,47.5
2023-06-23,52.5
2023-06-24,57.5
2023-06-25,60.0
2023-06-26,52.5
2023-06-27,50.0
2023-06-28,45.0
2023-06-29,52.5
2023-06-30,60.0
2023-07-01,75.0
2023-07-02,75.0
2023-07-03,67.5
2023-07-04,87.5
2023-07-05,50.0
2023-07-06,52.5
2023-07-07,55.0
2023-07-08,57.5
2023-07-09,62.5
2023-07-10,50.0
2023-07-11,50.0
2023-07-12,52.5
2023-07-13,52.5
2023-07-14,60.0
2023-07-15,70.0
2023-07-16,70.0
2023-07-17,52.5
2023-07-18,52.5
2023-07-19,55.0
2023-07-20,55.0
2023-07-21,65.0
2023-07-22,77.5
2023-07-23,110.0
2023-07-24,57.5
2023-07-25,55.0
2023-07-26,50.0
2023-07-27,55.0
2023-07-28,60.0
2023-07-29,75.0
2023-07-30,80.0
2023-07-31,55.0
2023-08-01,55.0
2023-08-02,52.5
2023-08-03,55.0
2023-08-04,62.5
2023-08-05,75.0
2023-08-06,82.5
2023-08-07,60.0
2023-08-08,55.0
2023-08-09,55.0
2023-08-10,57.5
2023-08-11,60.0
2023-08-12,67.5
2023-08-13,92.5
2023-08-14,65.0
2023-08-15,60.0
2023-08-16,60.0
2023-08-17,57.5
2023-08-18,57.5
2023-08-19,67.5
2023-08-20,80.0
2023-08-21,52.5
2023-08-22,50.0
2023-08-23,55.0
2023-08-24,62.5
2023-08-25,52.5
2023-08-26,60.0
2023-08-27,77.5
2023-08-28,50.0
2023-08-29,42.5
2023-08-30,45.0
2023-08-31,50.0
2023-09-01,57.5
2023-09-02,65.0
2023-09-03,70.0
2023-09-04,85.0
2023-09-05,47.5
2023-09-06,50.0
2023-09-07,45.0
2023-09-08,55.0
2023-09-09,62.5
2023-09-10,62.5
2023-09-11,45.0
2023-09-12,42.5
2023-09-13,47.5
2023-09-14,45.0
2023-09-15,57.5
2023-09-16,62.5
2023-09-17,67.5
2023-09-18,45.0
2023-09-19,47.5
2023-09-20,50.0
2023-09-21,47.5
2023-09-22,50.0
2023-09-23,67.5
2023-09-24,82.5
2023-09-25,47.5
2023-09-26,42.5
2023-09-27,47.5
2023-09-28,45.0
2023-09-29,50.0
2023-09-30,60.0
2023-10-01,77.5
2023-10-02,47.5
2023-10-03,42.5
2023-10-04,50.0
2023-10-05,50.0
2023-10-06,55.0
2023-10-07,72.5
2023-10-08,67.5
2023-10-09,55.0
2023-10-10,55.0
2023-10-11,57.5
2023-10-12,52.5
2023-10-13,57.5
2023-10-14,87.5
2023-10-15,100.0
2023-10-16,60.0
2023-10-17,55.0
2023-10-18,52.5
2023-10-19,52.5
2023-10-20,60.0
2023-10-21,67.5
2023-10-22,82.5
2023-10-23,50.0
2023-10-24,50.0
2023-10-25,47.5
2023-10-26,47.5
2023-10-27,52.5
2023-10-28,62.5
2023-10-29,62.5
2023-10-30,55.0
2023-10-31,50.0
2023-11-01,52.5
2023-11-02,55.0
2023-11-03,77.5
2023-11-04,100.0
2023-11-05,97.5
2023-11-06,65.0
2023-11-07,60.0
2023-11-08,60.0
2023-11-09,70.0
2023-11-10,92.5
2023-11-11,115.0
2023-11-12,117.5
2023-11-13,82.5
2023-11-14,70.0
2023-11-15,70.0
2023-11-16,72.5
2023-11-17,82.5
2023-11-18,110.0
2023-11-19,122.5
2023-11-20,100.0
2023-11-21,97.5
2023-11-22,110.0
2023-11-23,145.0
2023-11-24,250.0
2023-11-25,195.0
2023-11-26,152.5
2023-11-27,142.5
2023-11-28,127.5
2023-11-29,112.5
2023-11-30,105.0
2023-12-01,112.5
2023-12-02,137.5
2023-12-03,135.0
2023-12-04,112.5
2023-12-05,97.5
2023-12-06,100.0
2023-12-07,100.0
2023-12-08,107.5
2023-12-09,145.0
2023-12-10,160.0
2023-12-11,107.5
2023-12-12,97.5
2023-12-13,102.5
2023-12-14,105.0
2023-12-15,100.0
2023-12-16,125.0
2023-12-17,132.5
2023-12-18,102.5
2023-12-19,105.0
2023-12-20,105.0
2023-12-21,102.5
2023-12-22,130.0
2023-12-23,142.67857142857144
2023-12-24,142.67857142857144
2023-12-25,67.32142857142857
2023-12-26,94.64285714285714
2023-12-27,87.32142857142857
2023-12-28,82.67857142857143
2023-12-29,88.03571428571428
2023-12-30,92.67857142857143
2023-12-31,115.35714285714286
2024-01-01,102.67857142857143
2024-01-02,57.32142857142857
2024-01-03,54.64285714285714
2024-01-04,50.0
2024-01-05,52.67857142857143
2024-01-06,64.64285714285714
2024-01-07,60.0
2024-01-08,47.32142857142857
2024-01-09,45.35714285714286
2024-01-10,44.64285714285714
2024-01-11,47.32142857142857
2024-01-12,47.32142857142857
2024-01-13,52.67857142857143
2024-01-14,54.64285714285714
2024-01-15,51.964285714285715
2024-01-16,42.67857142857143
2024-01-17,40.714285714285715
2024-01-18,40.714285714285715
2024-01-19,44.64285714285714
2024-01-20,55.35714285714286
2024-01-21,62.85714285714286
2024-01-22,44.285714285714285
2024-01-23,41.42857142857143
2024-01-24,38.57142857142857
2024-01-25,40.0
2024-01-26,40.0
2024-01-27,48.57142857142857
2024-01-28,51.42857142857143
2024-01-29,38.57142857142857
2024-01-30,38.57142857142857
2024-01-31,38.57142857142857
2024-02-01,40.0
2024-02-02,42.85714285714286
2024-02-03,50.0
2024-02-04,50.0
2024-02-05,34.285714285714285
2024-02-06,34.285714285714285
2024-02-07,34.285714285714285
2024-02-08,35.714285714285715
2024-02-09,40.0
2024-02-10,50.0
2024-02-11,45.714285714285715
2024-02-12,32.85714285714286
2024-02-13,38.57142857142857
2024-02-14,38.57142857142857
2024-02-15,37.142857142857146
2024-02-16,41.42857142857143
2024-02-17,51.42857142857143
2024-02-18,58.57142857142857
2024-02-19,51.42857142857143
2024-02-20,40.0
2024-02-21,37.142857142857146
2024-02-22,38.57142857142857
2024-02-23,41.42857142857143
2024-02-24,55.714285714285715
2024-02-25,57.142857142857146
2024-02-26,40.0
2024-02-27,38.57142857142857
2024-02-28,37.142857142857146
2024-02-29,44.285714285714285
2024-03-01,45.714285714285715
2024-03-02,58.57142857142857
2024-03-03,57.142857142857146
2024-03-04,41.42857142857143
2024-03-05,37.142857142857146
2024-03-06,37.142857142857146
2024-03-07,38.57142857142857
2024-03-08,44.285714285714285
2024-03-09,54.285714285714285
2024-03-10,61.42857142857143
2024-03-11,40.0
2024-03-12,40.0
2024-03-13,40.0
2024-03-14,41.42857142857143
2024-03-15,42.85714285714286
2024-03-16,55.714285714285715
2024-03-17,60.0
2024-03-18,41.42857142857143
2024-03-19,41.42857142857143
2024-03-20,45.714285714285715
2024-03-21,42.85714285714286
2024-03-22,42.85714285714286
2024-03-23,52.85714285714286
2024-03-24,58.57142857142857
2024-03-25,40.0
2024-03-26,38.57142857142857
2024-03-27,44.285714285714285
2024-03-28,47.142857142857146
2024-03-29,51.42857142857143
2024-03-30,71.42857142857143
2024-03-31,68.57142857142857
2024-04-01,42.85714285714286
2024-04-02,41.42857142857143
2024-04-03,38.57142857142857
2024-04-04,40.0
2024-04-05,42.85714285714286
2024-04-06,51.42857142857143
2024-04-07,54.285714285714285
2024-04-08,34.285714285714285
2024-04-09,40.0
2024-04-10,40.0
2024-04-11,40.0
2024-04-12,44.285714285714285
2024-04-13,57.142857142857146
2024-04-14,67.14285714285714
2024-04-15,42.85714285714286
2024-04-16,41.42857142857143
2024-04-17,41.42857142857143
2024-04-18,42.85714285714286
2024-04-19,48.57142857142857
2024-04-20,60.0
2024-04-21,71.42857142857143
2024-04-22,50.0
2024-04-23,41.42857142857143
2024-04-24,40.0
2024-04-25,40.0
2024-04-26,44.285714285714285
2024-04-27,58.57142857142857
2024-04-28,64.28571428571429
2024-04-29,45.714285714285715
2024-04-30,44.285714285714285
2024-05-01,51.42857142857143
2024-05-02,50.0
2024-05-03,47.142857142857146
2024-05-04,58.57142857142857
2024-05-05,64.28571428571429
2024-05-06,40.0
2024-05-07,42.85714285714286
2024-05-08,44.285714285714285
2024-05-09,44.285714285714285
2024-05-10,48.57142857142857
2024-05-11,68.57142857142857
2024-05-12,60.0
2024-05-13,44.285714285714285
2024-05-14,45.714285714285715
2024-05-15,45.714285714285715
2024-05-16,42.85714285714286
2024-05-17,47.142857142857146
2024-05-18,60.0
2024-05-19,67.14285714285714
2024-05-20,45.714285714285715
2024-05-21,44.285714285714285
2024-05-22,42.85714285714286
2024-05-23,42.85714285714286
2024-05-24,48.57142857142857
2024-05-25,67.14285714285714
2024-05-26,60.0
2024-05-27,70.0
2024-05-28,45.714285714285715
2024-05-29,44.285714285714285
2024-05-30,45.714285714285715
2024-05-31,48.57142857142857
2024-06-01,62.85714285714286
2024-06-02,60.0
2024-06-03,42.85714285714286
2024-06-04,44.285714285714285
2024-06-05,44.285714285714285
2024-06-06,51.42857142857143
2024-06-07,51.42857142857143
2024-06-08,74.28571428571429
2024-06-09,61.42857142857143
2024-06-10,48.57142857142857
2024-06-11,47.142857142857146
2024-06-12,45.714285714285715
2024-06-13,48.57142857142857
2024-06-14,51.42857142857143
2024-06-15,68.57142857142857
2024-06-16,70.0
2024-06-17,52.85714285714286
2024-06-18,42.85714285714286
2024-06-19,51.42857142857143
2024-06-20,45.714285714285715
2024-06-21,52.85714285714286
2024-06-22,58.57142857142857
2024-06-23,61.42857142857143
2024-06-24,47.142857142857146
2024-06-25,45.714285714285715
2024-06-26,42.85714285714286
2024-06-27,42.85714285714286
2024-06-28,47.142857142857146
2024-06-29,51.42857142857143
2024-06-30,54.285714285714285
2024-07-01,48.57142857142857
2024-07-02,48.57142857142857
2024-07-03,50.0
2024-07-04,68.57142857142857
2024-07-05,50.0
2024-07-06,52.85714285714286
2024-07-07,54.285714285714285
2024-07-08,44.285714285714285
2024-07-09,45.714285714285715
2024-07-10,45.714285714285715
2024-07-11,47.142857142857146
2024-07-12,50.0
2024-07-13,52.85714285714286
2024-07-14,54.285714285714285
2024-07-15,44.285714285714285
2024-07-16,44.285714285714285
2024-07-17,44.285714285714285
2024-07-18,54.285714285714285
2024-07-19,45.714285714285715
2024-07-20,60.0
2024-07-21,68.57142857142857
2024-07-22,47.142857142857146
2024-07-23,41.42857142857143
2024-07-24,44.285714285714285
2024-07-25,48.57142857142857
2024-07-26,47.142857142857146
2024-07-27,52.85714285714286
2024-07-28,64.28571428571429
2024-07-29,47.142857142857146
2024-07-30,44.285714285714285
2024-07-31,44.285714285714285
2024-08-01,47.142857142857146
2024-08-02,52.85714285714286
2024-08-03,62.85714285714286
2024-08-04,64.28571428571429
2024-08-05,45.714285714285715
2024-08-06,42.85714285714286
2024-08-07,45.714285714285715
2024-08-08,47.142857142857146
2024-08-09,50.0
2024-08-10,61.42857142857143
2024-08-11,65.71428571428572
2024-08-12,52.85714285714286
2024-08-13,48.57142857142857
2024-08-14,45.714285714285715
2024-08-15,47.142857142857146
2024-08-16,50.0
2024-08-17,54.285714285714285
2024-08-18,61.388469784801075
2024-08-19,45.24100690860001
2024-08-20,39.89676804573969
2024-08-21,42.98340347812277
2024-08-22,39.18248233145398
2024-08-23,41.44008576193123
2024-08-24,49.870960057174614
2024-08-25,62.93178750099261
2024-08-26,41.44008576193123
2024-08-27,37.639164615262445
2024-08-28,36.81013261335663
2024-08-29,39.89676804573969
2024-08-30,46.78432462479155
2024-08-31,56.04423092194076
2024-09-01,62.93178750099261
2024-09-02,69.10505836575875
2024-09-03,39.89676804573969
2024-09-04,39.89676804573969
2024-09-05,38.35345032954816
2024-09-06,41.44008576193123
2024-09-07,63.64607321527833
2024-09-08,59.84515206860954
2024-09-09,48.32764234098308
2024-09-10,37.639164615262445
2024-09-11,38.35345032954816
2024-09-12,42.98340347812277
2024-09-13,41.44008576193123
2024-09-14,51.41427777336615
2024-09-15,52.95759548955769
2024-09-16,41.44008576193123
2024-09-17,41.45160009529103
2024-09-18,39.79353609147939
2024-09-19,41.45160009529103
2024-09-20,43.10966409910267
2024-09-21,56.3741761295958
2024-09-22,61.348368141030726
2024-09-23,39.79353609147939
2024-09-24,39.79353609147939
2024-09-25,38.13547208766775
2024-09-26,38.13547208766775
2024-09-27,43.10966409910267
2024-09-28,49.741920114349234
2024-09-29,58.03224013340744
2024-09-30,36.477408083856105
2024-10-01,38.13547208766775
2024-10-02,39.79353609147939
2024-10-03,39.79353609147939
2024-10-04,44.76772810291431
2024-10-05,51.39998411816088
2024-10-06,56.3741761295958
2024-10-07,44.76772810291431
2024-10-08,41.45160009529103
2024-10-09,43.10966409910267
2024-10-10,43.10966409910267
2024-10-11,49.741920114349234
2024-10-12,56.3741761295958
2024-10-13,56.3741761295958
2024-10-14,44.76772810291431
2024-10-15,41.45160009529103
2024-10-16,43.10966409910267
2024-10-17,44.76772810291431
2024-10-18,43.10966409910267
2024-10-19,56.3741761295958
2024-10-20,56.3741761295958
2024-10-21,43.10966409910267
2024-10-22,38.13547208766775
2024-10-23,36.477408083856105
2024-10-24,38.13547208766775
2024-10-25,39.79353609147939
2024-10-26,48.083856110537596
2024-10-27,49.741920114349234
2024-10-28,38.13547208766775
2024-10-29,33.16128007623283
2024-10-30,39.79353609147939
2024-10-31,34.819344080044466
2024-11-01,43.10966409910267
2024-11-02,48.083856110537596
2024-11-03,53.05804812197252
2024-11-04,39.79353609147939
2024-11-05,34.819344080044466
2024-11-06,26.52902406098626
2024-11-07,39.79353609147939
2024-11-08,53.05804812197252
2024-11-09,59.69030413721909
2024-11-10,59.69030413721909
2024-11-11,56.3741761295958
2024-11-12,46.42579210672595
2024-11-13,46.42579210672595
2024-11-14,44.76772810291431
2024-11-15,46.42579210672595
2024-11-16,59.69030413721909
2024-11-17,66.32256015246566
2024-11-18,48.083856110537596
2024-11-19,43.10966409910267
2024-11-20,44.76772810291431
2024-11-21,49.741920114349234
2024-11-22,56.3741761295958
2024-11-23,71.29675216390058
2024-11-24,82.90320019058206
2024-11-25,61.348368141030726
2024-11-26,63.006432144842364
2024-11-27,72.95481616771221
2024-11-28,109.43222425156831
2024-11-29,165.8064003811641
2024-11-30,119.38060827443817
2024-12-01,109.43222425156831
2024-12-02,101.14190423251011
2024-12-03,82.90320019058206
2024-12-04,66.32256015246566
2024-12-05,63.006432144842364
2024-12-06,66.32256015246566
2024-12-07,86.21932819820535
2024-12-08,94.50964821726355
2024-12-09,64.66449614865401
2024-12-10,63.006432144842364
2024-12-11,64.66449614865401
2024-12-12,71.29675216390058
2024-12-13,74.61288017152386
2024-12-14,99.48384022869847
2024-12-15,104.45803224013339
2024-12-16,74.61288017152386
2024-12-17,67.98062415627729
2024-12-18,74.61288017152386
2024-12-19,69.63868816008893
2024-12-20,74.61288017152386
2024-12-21,92.8515842134519
2024-12-22,97.82577622488684
2024-12-23,92.8515842134519
2024-12-24,119.38060827443817
2024-12-25,48.083856110537596
2024-12-26,61.348368141030726
2024-12-27,58.03224013340744
2024-12-28,58.03224013340744
2024-12-29,54.71611212578416
2024-12-30,51.39998411816088
2024-12-31,58.03224013340744
2025-01-01,64.66449614865401
2025-01-02,49.741920114349234
2025-01-03,44.76772810291431
2025-01-04,53.05804812197252
2025-01-05,49.741920114349234
2025-01-06,34.819344080044466
2025-01-07,34.819344080044466
2025-01-08,33.16128007623283
2025-01-09,31.503216072421182
2025-01-10,41.45160009529103
2025-01-11,48.083856110537596
2025-01-12,46.42579210672595
2025-01-13,38.13547208766775
2025-01-14,34.819344080044466
2025-01-15,34.819344080044466
2025-01-16,34.819344080044466
2025-01-17,36.477408083856105
2025-01-18,43.10966409910267
2025-01-19,39.79353609147939
2025-01-20,33.16128007623283
2025-01-21,26.52902406098626
2025-01-22,28.1870880647979
2025-01-23,28.1870880647979
2025-01-24,29.845152068609544
2025-01-25,38.13547208766775
2025-01-26,39.79353609147939
2025-01-27,26.52902406098626
2025-01-28,26.52902406098626
2025-01-29,26.52902406098626
2025-01-30,26.52902406098626
2025-01-31,29.845152068609544
2025-02-01,38.13547208766775
2025-02-02,36.477408083856105
2025-02-03,24.870960057174617
2025-02-04,26.52902406098626
2025-02-05,24.870960057174617
2025-02-06,26.52902406098626
2025-02-07,29.845152068609544
