Time,amazon.com
2022-08-12,67.0
2022-08-13,69.0
2022-08-14,70.0
2022-08-15,68.0
2022-08-16,68.0
2022-08-17,64.0
2022-08-18,64.0
2022-08-19,64.0
2022-08-20,69.0
2022-08-21,73.0
2022-08-22,65.0
2022-08-23,68.0
2022-08-24,63.0
2022-08-25,63.0
2022-08-26,64.0
2022-08-27,72.0
2022-08-28,75.0
2022-08-29,63.33856502242153
2022-08-30,64.79340166559898
2022-08-31,65.74823830877642
2022-09-01,65.74823830877642
2022-09-02,67.65791159513132
2022-09-03,74.29660474055093
2022-09-04,74.79660474055093
2022-09-05,75.25144138372838
2022-09-06,64.79340166559898
2022-09-07,63.83856502242153
2022-09-08,60.974055092889174
2022-09-09,61.928891736066625
2022-09-10,68.11274823830877
2022-09-11,70.02242152466368
2022-09-12,66.20307495195388
2022-09-13,64.79340166559898
2022-09-14,65.74823830877642
2022-09-15,73.34176809737349
2022-09-16,89.07399103139014
2022-09-17,70.02242152466368
2022-09-18,70.97725816784113
2022-09-19,65.24823830877642
2022-09-20,66.20307495195388
2022-09-21,66.20307495195388
2022-09-22,79.07078795643818
2022-09-23,75.75144138372838
2022-09-24,70.97725816784113
2022-09-25,69.06758488148623
2022-09-26,64.29340166559898
2022-09-27,63.83856502242153
2022-09-28,60.94811018577835
2022-09-29,64.58680333119796
2022-09-30,75.50288276745677
2022-10-01,71.86418962203716
2022-10-02,70.04484304932735
2022-10-03,63.677130044843054
2022-10-04,68.22549647661755
2022-10-05,66.40614990390776
2022-10-06,70.04484304932735
2022-10-07,71.86418962203716
2022-10-08,71.86418962203716
2022-10-09,74.59320948110187
2022-10-10,69.13516976297245
2022-10-11,79.14157591287636
2022-10-12,72.77386290839206
2022-10-13,72.77386290839206
2022-10-14,70.95451633568226
2022-10-15,72.77386290839206
2022-10-16,75.50288276745677
2022-10-17,72.77386290839206
2022-10-18,68.22549647661755
2022-10-19,68.22549647661755
2022-10-20,68.22549647661755
2022-10-21,71.86418962203716
2022-10-22,70.95451633568226
2022-10-23,72.77386290839206
2022-10-24,65.49647661755286
2022-10-25,68.22549647661755
2022-10-26,64.58680333119796
2022-10-27,72.77386290839206
2022-10-28,68.22549647661755
2022-10-29,70.95451633568226
2022-10-30,72.77386290839206
2022-10-31,64.58680333119796
2022-11-01,63.677130044843054
2022-11-02,63.677130044843054
2022-11-03,66.40614990390776
2022-11-04,69.13516976297245
2022-11-05,70.95451633568226
2022-11-06,71.86418962203716
2022-11-07,67.31582319026265
2022-11-08,63.677130044843054
2022-11-09,57.309417040358746
2022-11-10,62.76745675848815
2022-11-11,66.40614990390776
2022-11-12,66.40614990390776
2022-11-13,72.77386290839206
2022-11-14,66.40614990390776
2022-11-15,62.76745675848815
2022-11-16,65.49647661755286
2022-11-17,66.40614990390776
2022-11-18,70.95451633568226
2022-11-19,75.50288276745677
2022-11-20,76.41255605381166
2022-11-21,66.40614990390776
2022-11-22,68.22549647661755
2022-11-23,68.22549647661755
2022-11-24,65.49647661755286
2022-11-25,90.96732863549008
2022-11-26,87.32863549007047
2022-11-27,83.68994234465087
2022-11-28,82.78026905829597
2022-11-29,74.59320948110187
2022-11-30,67.31582319026265
2022-12-01,73.68353619474696
2022-12-02,80.96092248558617
2022-12-03,79.14157591287636
2022-12-04,83.68994234465087
2022-12-05,71.86418962203716
2022-12-06,73.68353619474696
2022-12-07,75.50288276745677
2022-12-08,81.87059577194107
2022-12-09,77.32222934016656
2022-12-10,80.96092248558617
2022-12-11,82.78026905829597
2022-12-12,73.68353619474696
2022-12-13,74.59320948110187
2022-12-14,82.78026905829597
2022-12-15,73.68353619474696
2022-12-16,80.96092248558617
2022-12-17,82.78026905829597
2022-12-18,73.68353619474696
2022-12-19,78.23190262652146
2022-12-20,73.68353619474696
2022-12-21,70.95451633568226
2022-12-22,67.31582319026265
2022-12-23,69.13516976297245
2022-12-24,59.12876361306855
2022-12-25,70.04484304932735
2022-12-26,80.05124919923126
2022-12-27,74.59320948110187
2022-12-28,71.86418962203716
2022-12-29,70.04484304932735
2022-12-30,70.95451633568226
2022-12-31,62.76745675848815
2023-01-01,60.03843689942345
2023-01-02,67.31582319026265
2023-01-03,59.12876361306855
2023-01-04,62.76745675848815
2023-01-05,60.94811018577835
2023-01-06,60.03843689942345
2023-01-07,63.677130044843054
2023-01-08,68.22549647661755
2023-01-09,60.94811018577835
2023-01-10,59.12876361306855
2023-01-11,58.21909032671365
2023-01-12,55.49007046764895
2023-01-13,54.580397181294046
2023-01-14,64.58680333119796
2023-01-15,61.85778347213325
2023-01-16,62.76745675848815
2023-01-17,52.76105060858424
2023-01-18,53.670723894939144
2023-01-19,53.670723894939144
2023-01-20,54.580397181294046
2023-01-21,62.76745675848815
2023-01-22,60.03843689942345
2023-01-23,58.21909032671365
2023-01-24,53.670723894939144
2023-01-25,53.670723894939144
2023-01-26,52.76105060858424
2023-01-27,54.580397181294046
2023-01-28,59.12876361306855
2023-01-29,58.21909032671365
2023-01-30,50.941704035874444
2023-01-31,53.670723894939144
2023-02-01,52.76105060858424
2023-02-02,50.941704035874444
2023-02-03,53.670723894939144
2023-02-04,59.12876361306855
2023-02-05,59.12876361306855
2023-02-06,53.670723894939144
2023-02-07,54.580397181294046
2023-02-08,51.85137732222934
2023-02-09,50.941704035874444
2023-02-10,52.76105060858424
2023-02-11,61.85778347213325
2023-02-12,58.21909032671365
2023-02-13,48.21268417680974
2023-02-14,49.12235746316464
2023-02-15,56.39974375400384
2023-02-16,55.49007046764895
2023-02-17,55.49007046764895
2023-02-18,61.85778347213325
2023-02-19,62.76745675848815
2023-02-20,59.12876361306855
2023-02-21,56.39974375400384
2023-02-22,54.580397181294046
2023-02-23,56.39974375400384
2023-02-24,60.03843689942345
2023-02-25,64.58680333119796
2023-02-26,63.677130044843054
2023-02-27,58.21909032671365
2023-02-28,55.49007046764895
2023-03-01,55.49007046764895
2023-03-02,59.12876361306855
2023-03-03,53.670723894939144
2023-03-04,64.58680333119796
2023-03-05,63.677130044843054
2023-03-06,59.12876361306855
2023-03-07,58.21909032671365
2023-03-08,59.12876361306855
2023-03-09,55.49007046764895
2023-03-10,55.49007046764895
2023-03-11,61.85778347213325
2023-03-12,60.94811018577835
2023-03-13,55.49007046764895
2023-03-14,54.580397181294046
2023-03-15,54.580397181294046
2023-03-16,57.309417040358746
2023-03-17,53.670723894939144
2023-03-18,63.677130044843054
2023-03-19,63.677130044843054
2023-03-20,55.49007046764895
2023-03-21,57.309417040358746
2023-03-22,55.49007046764895
2023-03-23,52.76105060858424
2023-03-24,59.12876361306855
2023-03-25,61.85778347213325
2023-03-26,60.03843689942345
2023-03-27,59.12876361306855
2023-03-28,60.03843689942345
2023-03-29,55.49007046764895
2023-03-30,56.39974375400384
2023-03-31,53.670723894939144
2023-04-01,60.94811018577835
2023-04-02,61.85778347213325
2023-04-03,57.309417040358746
2023-04-04,54.580397181294046
2023-04-05,56.39974375400384
2023-04-06,55.49007046764895
2023-04-07,59.12876361306855
2023-04-08,54.580397181294046
2023-04-09,56.39974375400384
2023-04-10,55.49007046764895
2023-04-11,52.76105060858424
2023-04-12,53.670723894939144
2023-04-13,51.85137732222934
2023-04-14,54.580397181294046
2023-04-15,59.12876361306855
2023-04-16,63.677130044843054
2023-04-17,55.49007046764895
2023-04-18,53.670723894939144
2023-04-19,55.49007046764895
2023-04-20,52.76105060858424
2023-04-21,55.49007046764895
2023-04-22,62.76745675848815
2023-04-23,61.85778347213325
2023-04-24,54.580397181294046
2023-04-25,54.580397181294046
2023-04-26,56.39974375400384
2023-04-27,53.670723894939144
2023-04-28,52.76105060858424
2023-04-29,60.94811018577835
2023-04-30,61.85778347213325
2023-05-01,56.39974375400384
2023-05-02,57.309417040358746
2023-05-03,56.39974375400384
2023-05-04,54.125560538116595
2023-05-05,55.49007046764895
2023-05-06,59.12876361306855
2023-05-07,59.12876361306855
2023-05-08,56.39974375400384
2023-05-09,53.670723894939144
2023-05-10,57.309417040358746
2023-05-11,56.39974375400384
2023-05-12,56.39974375400384
2023-05-13,59.12876361306855
2023-05-14,60.03843689942345
2023-05-15,56.39974375400384
2023-05-16,59.12876361306855
2023-05-17,55.94490711082639
2023-05-18,56.39974375400384
2023-05-19,54.580397181294046
2023-05-20,62.3126201153107
2023-05-21,60.94811018577835
2023-05-22,52.76105060858424
2023-05-23,54.580397181294046
2023-05-24,57.309417040358746
2023-05-25,56.39974375400384
2023-05-26,50.941704035874444
2023-05-27,60.03843689942345
2023-05-28,59.12876361306855
2023-05-29,60.03843689942345
2023-05-30,55.49007046764895
2023-05-31,55.49007046764895
2023-06-01,59.12876361306855
2023-06-02,60.03843689942345
2023-06-03,62.76745675848815
2023-06-04,66.40614990390776
2023-06-05,63.677130044843054
2023-06-06,59.12876361306855
2023-06-07,56.39974375400384
2023-06-08,59.12876361306855
2023-06-09,55.49007046764895
2023-06-10,62.76745675848815
2023-06-11,60.94811018577835
2023-06-12,65.49647661755286
2023-06-13,61.85778347213325
2023-06-14,61.85778347213325
2023-06-15,61.85778347213325
2023-06-16,60.03843689942345
2023-06-17,60.03843689942345
2023-06-18,59.12876361306855
2023-06-19,63.677130044843054
2023-06-20,60.03843689942345
2023-06-21,57.309417040358746
2023-06-22,58.21909032671365
2023-06-23,60.94811018577835
2023-06-24,62.76745675848815
2023-06-25,64.58680333119796
2023-06-26,62.76745675848815
2023-06-27,65.49647661755286
2023-06-28,59.12876361306855
2023-06-29,59.12876361306855
2023-06-30,61.85778347213325
2023-07-01,65.49647661755286
2023-07-02,64.58680333119796
2023-07-03,62.76745675848815
2023-07-04,62.76745675848815
2023-07-05,62.76745675848815
2023-07-06,63.677130044843054
2023-07-07,66.40614990390776
2023-07-08,68.22549647661755
2023-07-09,66.40614990390776
2023-07-10,64.58680333119796
2023-07-11,90.96732863549008
2023-07-12,85.50928891736066
2023-07-13,68.22549647661755
2023-07-14,62.76745675848815
2023-07-15,67.31582319026265
2023-07-16,66.40614990390776
2023-07-17,66.40614990390776
2023-07-18,61.85778347213325
2023-07-19,63.677130044843054
2023-07-20,61.85778347213325
2023-07-21,61.85778347213325
2023-07-22,64.58680333119796
2023-07-23,65.49647661755286
2023-07-24,63.677130044843054
2023-07-25,63.677130044843054
2023-07-26,60.03843689942345
2023-07-27,60.94811018577835
2023-07-28,62.76745675848815
2023-07-29,62.76745675848815
2023-07-30,60.94811018577835
2023-07-31,60.03843689942345
2023-08-01,60.94811018577835
2023-08-02,60.94811018577835
2023-08-03,63.677130044843054
2023-08-04,61.85778347213325
2023-08-05,61.85778347213325
2023-08-06,62.76745675848815
2023-08-07,63.677130044843054
2023-08-08,63.677130044843054
2023-08-09,60.03843689942345
2023-08-10,60.03843689942345
2023-08-11,62.76745675848815
2023-08-12,62.76745675848815
2023-08-13,65.49647661755286
2023-08-14,60.94811018577835
2023-08-15,59.12876361306855
2023-08-16,59.12876361306855
2023-08-17,58.21909032671365
2023-08-18,59.12876361306855
2023-08-19,60.03843689942345
2023-08-20,61.85778347213325
2023-08-21,61.85778347213325
2023-08-22,61.85778347213325
2023-08-23,59.12876361306855
2023-08-24,56.39974375400384
2023-08-25,59.12876361306855
2023-08-26,60.94811018577835
2023-08-27,62.76745675848815
2023-08-28,59.12876361306855
2023-08-29,58.21909032671365
2023-08-30,60.03843689942345
2023-08-31,57.309417040358746
2023-09-01,58.21909032671365
2023-09-02,58.21909032671365
2023-09-03,60.94811018577835
2023-09-04,64.58680333119796
2023-09-05,57.309417040358746
2023-09-06,54.580397181294046
2023-09-07,54.580397181294046
2023-09-08,53.670723894939144
2023-09-09,59.12876361306855
2023-09-10,60.03843689942345
2023-09-11,56.39974375400384
2023-09-12,56.39974375400384
2023-09-13,55.49007046764895
2023-09-14,57.309417040358746
2023-09-15,60.03843689942345
2023-09-16,60.94811018577835
2023-09-17,64.58680333119796
2023-09-18,56.39974375400384
2023-09-19,59.12876361306855
2023-09-20,61.85778347213325
2023-09-21,60.94811018577835
2023-09-22,61.85778347213325
2023-09-23,61.85778347213325
2023-09-24,64.58680333119796
2023-09-25,59.12876361306855
2023-09-26,58.21909032671365
2023-09-27,56.39974375400384
2023-09-28,60.03843689942345
2023-09-29,57.309417040358746
2023-09-30,61.85778347213325
2023-10-01,67.31582319026265
2023-10-02,57.309417040358746
2023-10-03,54.580397181294046
2023-10-04,54.580397181294046
2023-10-05,55.49007046764895
2023-10-06,57.309417040358746
2023-10-07,58.21909032671365
2023-10-08,55.49007046764895
2023-10-09,58.21909032671365
2023-10-10,71.86418962203716
2023-10-11,72.77386290839206
2023-10-12,61.85778347213325
2023-10-13,59.12876361306855
2023-10-14,58.21909032671365
2023-10-15,60.03843689942345
2023-10-16,55.49007046764895
2023-10-17,56.39974375400384
2023-10-18,55.49007046764895
2023-10-19,55.49007046764895
2023-10-20,53.670723894939144
2023-10-21,59.12876361306855
2023-10-22,60.03843689942345
2023-10-23,56.39974375400384
2023-10-24,57.309417040358746
2023-10-25,54.580397181294046
2023-10-26,53.670723894939144
2023-10-27,56.39974375400384
2023-10-28,53.670723894939144
2023-10-29,53.670723894939144
2023-10-30,55.49007046764895
2023-10-31,53.670723894939144
2023-11-01,56.39974375400384
2023-11-02,55.49007046764895
2023-11-03,56.39974375400384
2023-11-04,60.94811018577835
2023-11-05,61.85778347213325
2023-11-06,55.49007046764895
2023-11-07,56.39974375400384
2023-11-08,57.309417040358746
2023-11-09,56.39974375400384
2023-11-10,61.85778347213325
2023-11-11,62.76745675848815
2023-11-12,61.85778347213325
2023-11-13,61.85778347213325
2023-11-14,57.309417040358746
2023-11-15,58.21909032671365
2023-11-16,60.03843689942345
2023-11-17,63.677130044843054
2023-11-18,64.58680333119796
2023-11-19,66.40614990390776
2023-11-20,64.58680333119796
2023-11-21,62.76745675848815
2023-11-22,64.58680333119796
2023-11-23,60.94811018577835
2023-11-24,90.05765534913517
2023-11-25,77.32222934016656
2023-11-26,76.41255605381166
2023-11-27,80.96092248558617
2023-11-28,77.32222934016656
2023-11-29,68.22549647661755
2023-11-30,63.677130044843054
2023-12-01,70.95451633568226
2023-12-02,68.22549647661755
2023-12-03,71.86418962203716
2023-12-04,69.13516976297245
2023-12-05,67.31582319026265
2023-12-06,67.31582319026265
2023-12-07,67.31582319026265
2023-12-08,69.13516976297245
2023-12-09,72.77386290839206
2023-12-10,77.32222934016656
2023-12-11,65.49647661755286
2023-12-12,67.31582319026265
2023-12-13,67.31582319026265
2023-12-14,71.86418962203716
2023-12-15,70.95451633568226
2023-12-16,78.23190262652146
2023-12-17,71.86418962203716
2023-12-18,68.22549647661755
2023-12-19,70.04484304932735
2023-12-20,70.04484304932735
2023-12-21,66.40614990390776
2023-12-22,64.74141472203544
2023-12-23,63.90483674878226
2023-12-24,53.55725505277019
2023-12-25,56.448730302605426
2023-12-26,66.41457066854178
2023-12-27,66.41457066854178
2023-12-28,61.84993947220019
2023-12-29,68.08772661504813
2023-12-30,63.52309541870654
2023-12-31,57.2853082758586
2024-01-01,51.88409910626383
2024-01-02,57.2853082758586
2024-01-03,58.121886249111775
2024-01-04,56.83047163268115
2024-01-05,57.2853082758586
2024-01-06,58.95846422236495
2024-01-07,59.34020555244067
2024-01-08,55.23041099927653
2024-01-09,53.55725505277019
2024-01-10,54.39383302602336
2024-01-11,49.37436518650432
2024-01-12,52.72067707951701
2024-01-13,53.93899638284591
2024-01-14,55.612152329352256
2024-01-15,53.10241840959273
2024-01-16,48.15604588317542
2024-01-17,54.39383302602336
2024-01-18,52.26584043633956
2024-01-19,49.37436518650432
2024-01-20,55.612152329352256
2024-01-21,54.20726887075267
2024-01-22,47.335924929389655
2024-01-23,49.626372909843994
2024-01-24,53.443786210601225
2024-01-25,50.38985556999544
2024-01-26,46.57244226923821
2024-01-27,52.68030355044978
2024-01-28,52.68030355044978
2024-01-29,47.335924929389655
2024-01-30,51.153338230146886
2024-01-31,49.626372909843994
2024-02-01,48.86289024969255
2024-02-02,46.57244226923821
2024-02-03,52.68030355044978
2024-02-04,55.73423419105556
2024-02-05,48.0994075895411
2024-02-06,45.80895960908676
2024-02-07,49.626372909843994
2024-02-08,48.0994075895411
2024-02-09,45.80895960908676
2024-02-10,51.153338230146886
2024-02-11,49.626372909843994
2024-02-12,42.75502896848098
2024-02-13,47.335924929389655
2024-02-14,43.518511628632425
2024-02-15,45.80895960908676
2024-02-16,51.91682089029833
2024-02-17,52.68030355044978
2024-02-18,54.97075153090412
2024-02-19,52.68030355044978
2024-02-20,46.57244226923821
2024-02-21,48.86289024969255
2024-02-22,45.80895960908676
2024-02-23,48.0994075895411
2024-02-24,53.443786210601225
2024-02-25,54.97075153090412
2024-02-26,47.335924929389655
2024-02-27,48.0994075895411
2024-02-28,46.57244226923821
2024-02-29,48.86289024969255
2024-03-01,48.86289024969255
2024-03-02,54.20726887075267
2024-03-03,54.97075153090412
2024-03-04,48.0994075895411
2024-03-05,50.38985556999544
2024-03-06,48.0994075895411
2024-03-07,47.335924929389655
2024-03-08,44.28199428878387
2024-03-09,52.68030355044978
2024-03-10,53.443786210601225
2024-03-11,47.335924929389655
2024-03-12,49.626372909843994
2024-03-13,45.80895960908676
2024-03-14,46.57244226923821
2024-03-15,45.80895960908676
2024-03-16,51.91682089029833
2024-03-17,51.91682089029833
2024-03-18,51.153338230146886
2024-03-19,46.57244226923821
2024-03-20,48.86289024969255
2024-03-21,47.335924929389655
2024-03-22,48.86289024969255
2024-03-23,52.68030355044978
2024-03-24,54.20726887075267
2024-03-25,50.38985556999544
2024-03-26,48.0994075895411
2024-03-27,49.626372909843994
2024-03-28,46.57244226923821
2024-03-29,48.0994075895411
2024-03-30,48.86289024969255
2024-03-31,41.99154630832953
2024-04-01,48.0994075895411
2024-04-02,48.0994075895411
2024-04-03,45.80895960908676
2024-04-04,47.335924929389655
2024-04-05,47.335924929389655
2024-04-06,45.04547694893532
2024-04-07,50.38985556999544
2024-04-08,42.75502896848098
2024-04-09,46.57244226923821
2024-04-10,47.335924929389655
2024-04-11,46.57244226923821
2024-04-12,47.335924929389655
2024-04-13,50.38985556999544
2024-04-14,51.91682089029833
2024-04-15,45.04547694893532
2024-04-16,48.0994075895411
2024-04-17,45.80895960908676
2024-04-18,45.80895960908676
2024-04-19,45.04547694893532
2024-04-20,51.91682089029833
2024-04-21,51.153338230146886
2024-04-22,45.80895960908676
2024-04-23,48.86289024969255
2024-04-24,46.57244226923821
2024-04-25,48.0994075895411
2024-04-26,49.626372909843994
2024-04-27,50.38985556999544
2024-04-28,48.0994075895411
2024-04-29,69.4769220737816
2024-04-30,61.078612812115686
2024-05-01,49.626372909843994
2024-05-02,47.335924929389655
2024-05-03,47.335924929389655
2024-05-04,50.38985556999544
2024-05-05,51.153338230146886
2024-05-06,47.335924929389655
2024-05-07,48.0994075895411
2024-05-08,45.80895960908676
2024-05-09,46.57244226923821
2024-05-10,45.80895960908676
2024-05-11,45.80895960908676
2024-05-12,46.57244226923821
2024-05-13,46.57244226923821
2024-05-14,44.28199428878387
2024-05-15,48.86289024969255
2024-05-16,43.518511628632425
2024-05-17,45.80895960908676
2024-05-18,49.626372909843994
2024-05-19,46.57244226923821
2024-05-20,46.57244226923821
2024-05-21,46.57244226923821
2024-05-22,44.28199428878387
2024-05-23,42.75502896848098
2024-05-24,41.99154630832953
2024-05-25,46.57244226923821
2024-05-26,46.57244226923821
2024-05-27,45.80895960908676
2024-05-28,44.28199428878387
2024-05-29,45.80895960908676
2024-05-30,44.28199428878387
2024-05-31,44.28199428878387
2024-06-01,47.335924929389655
2024-06-02,51.153338230146886
2024-06-03,45.80895960908676
2024-06-04,45.04547694893532
2024-06-05,48.86289024969255
2024-06-06,47.335924929389655
2024-06-07,48.86289024969255
2024-06-08,51.153338230146886
2024-06-09,49.626372909843994
2024-06-10,52.68030355044978
2024-06-11,49.626372909843994
2024-06-12,49.626372909843994
2024-06-13,48.0994075895411
2024-06-14,48.0994075895411
2024-06-15,47.335924929389655
2024-06-16,46.57244226923821
2024-06-17,50.38985556999544
2024-06-18,48.86289024969255
2024-06-19,48.86289024969255
2024-06-20,46.57244226923821
2024-06-21,51.153338230146886
2024-06-22,48.0994075895411
2024-06-23,46.57244226923821
2024-06-24,49.626372909843994
2024-06-25,48.86289024969255
2024-06-26,48.86289024969255
2024-06-27,45.80895960908676
2024-06-28,46.57244226923821
2024-06-29,45.04547694893532
2024-06-30,48.86289024969255
2024-07-01,47.335924929389655
2024-07-02,47.335924929389655
2024-07-03,47.335924929389655
2024-07-04,44.28199428878387
2024-07-05,48.86289024969255
2024-07-06,48.86289024969255
2024-07-07,46.57244226923821
2024-07-08,48.86289024969255
2024-07-09,47.335924929389655
2024-07-10,47.335924929389655
2024-07-11,51.153338230146886
2024-07-12,50.38985556999544
2024-07-13,50.38985556999544
2024-07-14,44.28199428878387
2024-07-15,47.335924929389655
2024-07-16,76.3482660151446
2024-07-17,71.76737005423593
2024-07-18,60.31513015196424
2024-07-19,48.0994075895411
2024-07-20,47.335924929389655
2024-07-21,49.626372909843994
2024-07-22,48.0994075895411
2024-07-23,49.626372909843994
2024-07-24,49.626372909843994
2024-07-25,51.153338230146886
2024-07-26,45.80895960908676
2024-07-27,46.57244226923821
2024-07-28,45.04547694893532
2024-07-29,49.626372909843994
2024-07-30,49.626372909843994
2024-07-31,48.0994075895411
2024-08-01,46.57244226923821
2024-08-02,45.80895960908676
2024-08-03,49.626372909843994
2024-08-04,50.38985556999544
2024-08-05,47.335924929389655
2024-08-06,45.04547694893532
2024-08-07,48.86289024969255
2024-08-08,46.57244226923821
2024-08-09,47.335924929389655
2024-08-10,45.04547694893532
2024-08-11,49.626372909843994
2024-08-12,46.57244226923821
2024-08-13,47.335924929389655
2024-08-14,47.335924929389655
2024-08-15,46.57244226923821
2024-08-16,45.04547694893532
2024-08-17,50.38985556999544
2024-08-18,50.34881267661044
2024-08-19,47.32012288516649
2024-08-20,45.04860554158353
2024-08-21,47.70186421524221
2024-08-22,45.04860554158353
2024-08-23,45.43034687165925
2024-08-24,45.04860554158353
2024-08-25,52.62033002019341
2024-08-26,48.07729533302748
2024-08-27,47.32012288516649
2024-08-28,44.673174423798265
2024-08-29,45.04860554158353
2024-08-30,45.04860554158353
2024-08-31,47.32012288516649
2024-09-01,48.07729533302748
2024-09-02,49.591640228749455
2024-09-03,44.291433093722546
2024-09-04,42.77708819800057
2024-09-05,42.019915750139575
2024-09-06,39.74839840655662
2024-09-07,43.53426064586155
2024-09-08,44.291433093722546
2024-09-09,43.91600197593728
2024-09-10,44.291433093722546
2024-09-11,43.53426064586155
2024-09-12,44.291433093722546
2024-09-13,45.805777989444515
2024-09-14,45.805777989444515
2024-09-15,42.4016570802153
2024-09-16,45.04860554158353
2024-09-17,44.300871898661214
2024-09-18,46.553458605372796
2024-09-19,42.048285191949624
2024-09-20,45.05173413423174
2024-09-21,46.553458605372796
2024-09-22,50.307769783225446
