Time,subway
2023-04-26,58
2023-04-27,61
2023-04-28,59
2023-04-29,63
2023-04-30,61
2023-05-01,59
2023-05-02,58
2023-05-03,69
2023-05-04,84
2023-05-05,80
2023-05-06,73
2023-05-07,71
2023-05-08,70
2023-05-09,63
2023-05-10,63
2023-05-11,68
2023-05-12,75
2023-05-13,69
2023-05-14,62
2023-05-15,62
2023-05-16,63
2023-05-17,64
2023-05-18,67
2023-05-19,68
2023-05-20,64
2023-05-21,64
2023-05-22,62
2023-05-23,63
2023-05-24,64
2023-05-25,68
2023-05-26,68
2023-05-27,68
2023-05-28,67
2023-05-29,66
2023-05-30,60
2023-05-31,64
2023-06-01,67
2023-06-02,69
2023-06-03,69
2023-06-04,68
2023-06-05,63
2023-06-06,64
2023-06-07,68
2023-06-08,67
2023-06-09,63
2023-06-10,65
2023-06-11,65
2023-06-12,60
2023-06-13,65
2023-06-14,66
2023-06-15,70
2023-06-16,65
2023-06-17,66
2023-06-18,63
2023-06-19,62
2023-06-20,60
2023-06-21,66
2023-06-22,66
2023-06-23,66
2023-06-24,67
2023-06-25,68
2023-06-26,65
2023-06-27,63
2023-06-28,60
2023-06-29,67
2023-06-30,63
2023-07-01,69
2023-07-02,73
2023-07-03,73
2023-07-04,76
2023-07-05,65
2023-07-06,70
2023-07-07,69
2023-07-08,70
2023-07-09,64
2023-07-10,64
2023-07-11,100
2023-07-12,70
2023-07-13,78
2023-07-14,78
2023-07-15,62
2023-07-16,62
2023-07-17,60
2023-07-18,61
2023-07-19,60
2023-07-20,61
2023-07-21,60
2023-07-22,61
2023-07-23,64
2023-07-24,60
2023-07-25,61
2023-07-26,63
2023-07-27,63
2023-07-28,69
2023-07-29,96
2023-07-30,99
2023-07-31,62
2023-08-01,60
2023-08-02,57
2023-08-03,62
2023-08-04,63
2023-08-05,63
2023-08-06,63
2023-08-07,57
2023-08-08,56
2023-08-09,57
2023-08-10,58
2023-08-11,57
2023-08-12,61
2023-08-13,59
2023-08-14,55
2023-08-15,56
2023-08-16,54
2023-08-17,60
2023-08-18,60
2023-08-19,54
2023-08-20,55
2023-08-21,57
2023-08-22,57
2023-08-23,55
2023-08-24,66
2023-08-25,69
2023-08-26,65
2023-08-27,64
2023-08-28,59
2023-08-29,63
2023-08-30,62
2023-08-31,65
2023-09-01,66
2023-09-02,63
2023-09-03,63
2023-09-04,67
2023-09-05,58
2023-09-06,59
2023-09-07,64
2023-09-08,61
2023-09-09,58
2023-09-10,58
2023-09-11,59
2023-09-12,56
2023-09-13,58
2023-09-14,58
2023-09-15,60
2023-09-16,57
2023-09-17,56
2023-09-18,53
2023-09-19,54
2023-09-20,57
2023-09-21,59
2023-09-22,59
2023-09-23,54
2023-09-24,58
2023-09-25,54
2023-09-26,56
2023-09-27,57
2023-09-28,58
2023-09-29,88
2023-09-30,66
2023-10-01,57
2023-10-02,56
2023-10-03,56
2023-10-04,58
2023-10-05,58
2023-10-06,58
2023-10-07,54
2023-10-08,51
2023-10-09,50
2023-10-10,51
2023-10-11,50
2023-10-12,57
2023-10-13,56
2023-10-14,46
2023-10-15,52
2023-10-16,49
2023-10-17,54
2023-10-18,55
2023-10-19,59
2023-10-20,56
2023-10-21,54
2023-10-22,55
2023-10-23,51
2023-10-24,53
2023-10-25,57
2023-10-26,55
2023-10-27,58
2023-10-28,53
2023-10-29,52
2023-10-30,50
2023-10-31,54
2023-11-01,56
2023-11-02,56
2023-11-03,59
2023-11-04,60
2023-11-05,55
2023-11-06,53
2023-11-07,54
2023-11-08,54
2023-11-09,55
2023-11-10,55
2023-11-11,58
2023-11-12,50
2023-11-13,48
2023-11-14,53
2023-11-15,51
2023-11-16,54
2023-11-17,58
2023-11-18,55
2023-11-19,48
2023-11-20,47
2023-11-21,50
2023-11-22,50
2023-11-23,39
2023-11-24,35
2023-11-25,41
2023-11-26,43
2023-11-27,46
2023-11-28,50
2023-11-29,57
2023-11-30,65
2023-12-01,66
2023-12-02,63
2023-12-03,54
2023-12-04,63
2023-12-05,69
2023-12-06,61
2023-12-07,58
2023-12-08,58
2023-12-09,55
2023-12-10,49
2023-12-11,48
2023-12-12,53
2023-12-13,55
2023-12-14,55
2023-12-15,55
2023-12-16,54
2023-12-17,49
2023-12-18,56
2023-12-19,54
2023-12-20,55
2023-12-21,53
2023-12-22,50
2023-12-23,52
2023-12-24,55
2023-12-25,53
2023-12-26,52
2023-12-27,56
2023-12-28,58
2023-12-29,63
2023-12-30,58
2023-12-31,65
2024-01-01,64
2024-01-02,58
2024-01-03,59
2024-01-04,70
2024-01-05,72
2024-01-06,60
2024-01-07,53
2024-01-08,51
2024-01-09,53
2024-01-10,59
2024-01-11,58
2024-01-12,57
2024-01-13,55
2024-01-14,48
2024-01-15,50
2024-01-16,52
2024-01-17,57
2024-01-18,59
2024-01-19,59
2024-01-20,61
