Time,subway
2025-04-15,61
2025-04-16,62
2025-04-17,65
2025-04-18,60
2025-04-19,54
2025-04-20,56
2025-04-21,54
2025-04-22,56
2025-04-23,62
2025-04-24,62
2025-04-25,61
2025-04-26,59
2025-04-27,60
2025-04-28,63
2025-04-29,63
2025-04-30,62
2025-05-01,66
2025-05-02,70
2025-05-03,72
2025-05-04,58
2025-05-05,57
2025-05-06,58
2025-05-07,60
2025-05-08,63
2025-05-09,62
2025-05-10,55
2025-05-11,53
2025-05-12,57
2025-05-13,61
2025-05-14,61
2025-05-15,66
2025-05-16,68
2025-05-17,66
2025-05-18,63
2025-05-19,62
2025-05-20,61
2025-05-21,64
2025-05-22,64
2025-05-23,62
2025-05-24,60
2025-05-25,57
2025-05-26,59
2025-05-27,58
2025-05-28,60
2025-05-29,63
2025-05-30,63
2025-05-31,58
2025-06-01,62
2025-06-02,59
2025-06-03,63
2025-06-04,63
2025-06-05,66
2025-06-06,67
2025-06-07,58
2025-06-08,59
2025-06-09,55
2025-06-10,58
2025-06-11,60
2025-06-12,64
2025-06-13,61
2025-06-14,51
2025-06-15,49
2025-06-16,53
2025-06-17,59
2025-06-18,57
2025-06-19,62
2025-06-20,62
2025-06-21,58
2025-06-22,54
2025-06-23,59
2025-06-24,59
2025-06-25,63
2025-06-26,67
2025-06-27,63
2025-06-28,58
2025-06-29,58
2025-06-30,57
2025-07-01,58
2025-07-02,60
2025-07-03,62
2025-07-04,69
2025-07-05,60
2025-07-06,63
2025-07-07,54
2025-07-08,61
2025-07-09,62
2025-07-10,63
2025-07-11,68
2025-07-12,61
2025-07-13,64
2025-07-14,59
2025-07-15,77
2025-07-16,68
2025-07-17,64
2025-07-18,62
2025-07-19,63
2025-07-20,66
2025-07-21,64
2025-07-22,60
2025-07-23,66
2025-07-24,64
2025-07-25,69
2025-07-26,66
2025-07-27,62
2025-07-28,66
2025-07-29,68
2025-07-30,69
2025-07-31,85
2025-08-01,95
2025-08-02,80
2025-08-03,75
2025-08-04,70
2025-08-05,71
2025-08-06,74
2025-08-07,68
2025-08-08,69
2025-08-09,69
2025-08-10,61
2025-08-11,62
2025-08-12,64
2025-08-13,62
2025-08-14,70
2025-08-15,67
2025-08-16,66
2025-08-17,65
2025-08-18,63
2025-08-19,58
2025-08-20,61
2025-08-21,65
2025-08-22,64
2025-08-23,58
2025-08-24,58
2025-08-25,59
2025-08-26,60
2025-08-27,67
2025-08-28,64
2025-08-29,62
2025-08-30,58
2025-08-31,56
2025-09-01,57
2025-09-02,52
2025-09-03,55
2025-09-04,58
2025-09-05,56
2025-09-06,53
2025-09-07,52
2025-09-08,63
2025-09-09,72
2025-09-10,100
2025-09-11,92
2025-09-12,67
2025-09-13,59
2025-09-14,53
2025-09-15,54
2025-09-16,53
2025-09-17,58
2025-09-18,57
2025-09-19,61
2025-09-20,55
2025-09-21,49
2025-09-22,53
2025-09-23,55
2025-09-24,59
2025-09-25,58
2025-09-26,60
2025-09-27,55
2025-09-28,52
2025-09-29,52
2025-09-30,55
2025-10-01,60
2025-10-02,61
2025-10-03,62
2025-10-04,66
2025-10-05,67
2025-10-06,61
2025-10-07,63
2025-10-08,68
2025-10-09,65
2025-10-10,62
2025-10-11,58
2025-10-12,52
2025-10-13,62
2025-10-14,56
2025-10-15,60
2025-10-16,63
2025-10-17,56
2025-10-18,54
2025-10-19,54
2025-10-20,58
2025-10-21,54
2025-10-22,58
2025-10-23,62
2025-10-24,60
2025-10-25,50
2025-10-26,53
2025-10-27,57
2025-10-28,53
2025-10-29,66
2025-10-30,67
2025-10-31,79
2025-11-01,66
2025-11-02,62
2025-11-03,68
2025-11-04,60
2025-11-05,56
2025-11-06,65
2025-11-07,61
2025-11-08,55
2025-11-09,50
2025-11-10,50
2025-11-11,57
2025-11-12,53
2025-11-13,58
2025-11-14,56
2025-11-15,53
2025-11-16,49
2025-11-17,51
2025-11-18,53
2025-11-19,55
2025-11-20,56
2025-11-21,56
2025-11-22,52
2025-11-23,48
2025-11-24,53
2025-11-25,52
2025-11-26,52
2025-11-27,44
2025-11-28,40
2025-11-29,43
2025-11-30,46
2025-12-01,53
2025-12-02,54
2025-12-03,53
2025-12-04,56
2025-12-05,56
2025-12-06,59
2025-12-07,53
2025-12-08,54
2025-12-09,57
2025-12-10,56
2025-12-11,59
2025-12-12,62
2025-12-13,55
2025-12-14,48
2025-12-15,50
2025-12-16,57
2025-12-17,59
2025-12-18,59
2025-12-19,62
2025-12-20,55
2025-12-21,59
2025-12-22,56
2025-12-23,50
2025-12-24,57
2025-12-25,53
2025-12-26,52
2025-12-27,50
2025-12-28,54
2025-12-29,57
2025-12-30,58
2025-12-31,59
2026-01-01,66
2026-01-02,60
2026-01-03,58
2026-01-04,55
2026-01-05,56
2026-01-06,55
2026-01-07,57
2026-01-08,58
2026-01-09,60
