Time,ikea
2022-01-01,87
2022-01-02,100
2022-01-03,78
2022-01-04,77
2022-01-05,72
2022-01-06,57
2022-01-07,66
2022-01-08,96
2022-01-09,98
2022-01-10,69
2022-01-11,69
2022-01-12,64
2022-01-13,63
2022-01-14,57
2022-01-15,94
2022-01-16,86
2022-01-17,80
2022-01-18,64
2022-01-19,60
2022-01-20,57
2022-01-21,62
2022-01-22,89
2022-01-23,95
2022-01-24,81
2022-01-25,57
2022-01-26,52
2022-01-27,57
2022-01-28,61
2022-01-29,83
2022-01-30,93
2022-01-31,66
2022-02-01,56
2022-02-02,58
2022-02-03,58
2022-02-04,63
2022-02-05,83
2022-02-06,93
2022-02-07,66
2022-02-08,59
2022-02-09,55
2022-02-10,46
2022-02-11,57
2022-02-12,79
2022-02-13,75
2022-02-14,51
2022-02-15,53
2022-02-16,56
2022-02-17,57
2022-02-18,58
2022-02-19,86
2022-02-20,99
2022-02-21,80
2022-02-22,63
2022-02-23,57
2022-02-24,52
2022-02-25,53
2022-02-26,77
2022-02-27,92
2022-02-28,63
2022-03-01,60
2022-03-02,55
2022-03-03,55
2022-03-04,59
2022-03-05,77
2022-03-06,85
2022-03-07,65
2022-03-08,57
2022-03-09,55
2022-03-10,58
2022-03-11,59
2022-03-12,76
2022-03-13,85
2022-03-14,62
2022-03-15,54
2022-03-16,54
2022-03-17,53
2022-03-18,55
2022-03-19,77
2022-03-20,85
2022-03-21,61
2022-03-22,56
2022-03-23,57
2022-03-24,55
2022-03-25,52
2022-03-26,74
2022-03-27,84
2022-03-28,55
2022-03-29,53
2022-03-30,54
2022-03-31,53
2022-04-01,55
2022-04-02,73
2022-04-03,84
2022-04-04,57
2022-04-05,52
2022-04-06,50
2022-04-07,51
2022-04-08,51
2022-04-09,73
2022-04-10,73
2022-04-11,58
2022-04-12,50
2022-04-13,48
2022-04-14,47
2022-04-15,55
2022-04-16,68
2022-04-17,75
2022-04-18,56
2022-04-19,54
2022-04-20,49
2022-04-21,50
2022-04-22,52
2022-04-23,68
2022-04-24,75
2022-04-25,57
2022-04-26,52
2022-04-27,50
2022-04-28,50
2022-04-29,48
2022-04-30,68
2022-05-01,81
2022-05-02,56
2022-05-03,49
2022-05-04,48
2022-05-05,44
2022-05-06,50
2022-05-07,66
2022-05-08,67
2022-05-09,52
2022-05-10,49
2022-05-11,49
2022-05-12,47
2022-05-13,50
2022-05-14,69
2022-05-15,75
2022-05-16,51
2022-05-17,51
2022-05-18,50
2022-05-19,49
2022-05-20,51
2022-05-21,65
2022-05-22,73
2022-05-23,54
2022-05-24,52
2022-05-25,47
2022-05-26,50
2022-05-27,53
2022-05-28,71
2022-05-29,79
2022-05-30,82
2022-05-31,55
2022-06-01,51
2022-06-02,51
2022-06-03,53
2022-06-04,67
2022-06-05,75
2022-06-06,57
2022-06-07,53
2022-06-08,53
2022-06-09,51
2022-06-10,55
2022-06-11,70
2022-06-12,79
2022-06-13,58
2022-06-14,56
2022-06-15,54
2022-06-16,55
2022-06-17,54
2022-06-18,66
2022-06-19,72
2022-06-20,68
2022-06-21,59
2022-06-22,56
2022-06-23,55
2022-06-24,54
2022-06-25,69
2022-06-26,77
2022-06-27,63
2022-06-28,57
2022-06-29,60
2022-06-30,57
2022-07-01,61
2022-07-02,77
2022-07-03,83
2022-07-04,80
2022-07-05,61
2022-07-06,59
2022-07-07,60
2022-07-08,59
2022-07-09,76
2022-07-10,84
2022-07-11,64
2022-07-12,60
2022-07-13,60
2022-07-14,60
2022-07-15,61
2022-07-16,77
2022-07-17,86
2022-07-18,69
2022-07-19,63
2022-07-20,60
2022-07-21,59
2022-07-22,62
2022-07-23,76
2022-07-24,91
2022-07-25,68
2022-07-26,62
2022-07-27,59
2022-07-28,62
2022-07-29,63
2022-07-30,76
2022-07-31,86
2022-08-01,66
2022-08-02,65
2022-08-03,61
2022-08-04,62
2022-08-05,65
2022-08-06,81
2022-08-07,90
2022-08-08,64
2022-08-09,62
2022-08-10,64
2022-08-11,61
2022-08-12,63
2022-08-13,81
2022-08-14,90
2022-08-15,70
2022-08-16,66
2022-08-17,64
2022-08-18,61
2022-08-19,62
2022-08-20,83
2022-08-21,86
2022-08-22,68
2022-08-23,62
2022-08-24,57
2022-08-25,56
2022-08-26,62
2022-08-27,81
2022-08-28,87
2022-08-29,60
2022-08-30,58
2022-08-31,52
2022-09-01,53
2022-09-02,55
2022-09-03,77
2022-09-04,90
2022-09-05,98
2022-09-06,56
2022-09-07,49
2022-09-08,46
2022-09-09,47
2022-09-10,67
2022-09-11,74
2022-09-12,54
2022-09-13,48
2022-09-14,46
2022-09-15,48
2022-09-16,47
2022-09-17,66
2022-09-18,73
2022-09-19,51
2022-09-20,47
2022-09-21,45
2022-09-22,47
2022-09-23,46
2022-09-24,63
2022-09-25,72
2022-09-26,54
2022-09-27,47
