Time,electoral_college
2022-09-08,57.91428571428571
2022-09-09,58.41428571428571
2022-09-10,24.57142857142857
2022-09-11,27.32857142857143
2022-09-12,60.17142857142857
2022-09-13,57.41428571428571
2022-09-14,62.92857142857143
2022-09-15,70.7
2022-09-16,65.18571428571428
2022-09-17,22.814285714285713
2022-09-18,25.07142857142857
2022-09-19,65.18571428571428
2022-09-20,88.0
2022-09-21,88.0
2022-09-22,84.74285714285713
2022-09-23,72.45714285714286
2022-09-24,28.32857142857143
2022-09-25,35.1
2022-09-26,75.21428571428572
2022-09-27,82.9857142857143
2022-09-28,88.0
2022-09-29,85.48571428571428
2022-09-30,70.4
2022-10-01,22.628571428571426
2022-10-02,37.714285714285715
2022-10-03,88.0
2022-10-04,85.48571428571428
2022-10-05,82.97142857142858
2022-10-06,93.02857142857142
2022-10-07,72.91428571428571
2022-10-08,25.142857142857142
2022-10-09,32.68571428571428
2022-10-10,75.42857142857143
2022-10-11,88.0
2022-10-12,75.42857142857143
2022-10-13,110.62857142857143
2022-10-14,95.54285714285714
2022-10-15,32.68571428571428
2022-10-16,40.22857142857143
2022-10-17,110.62857142857143
2022-10-18,118.17142857142856
2022-10-19,115.65714285714286
2022-10-20,123.2
2022-10-21,90.5142857142857
2022-10-22,25.142857142857142
2022-10-23,37.714285714285715
2022-10-24,113.14285714285714
2022-10-25,115.65714285714286
2022-10-26,128.22857142857143
2022-10-27,123.2
2022-10-28,108.11428571428571
2022-10-29,32.68571428571428
2022-10-30,45.25714285714285
2022-10-31,120.68571428571428
2022-11-01,120.68571428571428
2022-11-02,138.28571428571428
2022-11-03,130.74285714285713
2022-11-04,138.28571428571428
2022-11-05,47.77142857142857
2022-11-06,55.31428571428572
2022-11-07,135.77142857142857
2022-11-08,153.37142857142857
2022-11-09,251.42857142857142
2022-11-10,165.94285714285715
2022-11-11,93.02857142857142
2022-11-12,65.37142857142857
2022-11-13,65.37142857142857
2022-11-14,150.85714285714286
2022-11-15,148.34285714285713
2022-11-16,145.82857142857142
2022-11-17,143.31428571428572
2022-11-18,123.2
2022-11-19,42.74285714285714
2022-11-20,32.68571428571428
2022-11-21,85.48571428571428
2022-11-22,72.91428571428571
2022-11-23,30.17142857142857
2022-11-24,25.142857142857142
2022-11-25,22.628571428571426
2022-11-26,17.6
2022-11-27,25.142857142857142
2022-11-28,90.5142857142857
2022-11-29,108.11428571428571
2022-11-30,108.11428571428571
2022-12-01,108.11428571428571
2022-12-02,108.11428571428571
2022-12-03,35.2
2022-12-04,32.68571428571428
2022-12-05,115.65714285714286
2022-12-06,115.65714285714286
2022-12-07,135.77142857142857
2022-12-08,133.25714285714287
2022-12-09,113.14285714285714
2022-12-10,25.142857142857142
2022-12-11,37.714285714285715
2022-12-12,118.17142857142856
2022-12-13,113.14285714285714
2022-12-14,118.17142857142856
2022-12-15,108.11428571428571
2022-12-16,88.0
2022-12-17,25.142857142857142
2022-12-18,25.142857142857142
2022-12-19,67.88571428571429
2022-12-20,65.37142857142857
2022-12-21,45.25714285714285
2022-12-22,27.65714285714286
2022-12-23,20.114285714285714
2022-12-24,17.6
2022-12-25,30.17142857142857
2022-12-26,30.17142857142857
2022-12-27,22.628571428571426
2022-12-28,15.085714285714285
2022-12-29,17.6
2022-12-30,10.057142857142857
2022-12-31,10.057142857142857
2023-01-01,12.571428571428571
2023-01-02,12.571428571428571
2023-01-03,40.22857142857143
2023-01-04,42.74285714285714
2023-01-05,65.37142857142857
2023-01-06,57.82857142857143
2023-01-07,12.571428571428571
2023-01-08,20.114285714285714
2023-01-09,60.34285714285714
2023-01-10,70.4
2023-01-11,62.857142857142854
2023-01-12,67.88571428571429
2023-01-13,62.857142857142854
2023-01-14,20.114285714285714
2023-01-15,15.085714285714285
2023-01-16,25.142857142857142
2023-01-17,72.91428571428571
2023-01-18,77.94285714285714
2023-01-19,75.42857142857143
2023-01-20,67.88571428571429
2023-01-21,20.114285714285714
2023-01-22,20.114285714285714
2023-01-23,60.34285714285714
2023-01-24,77.94285714285714
2023-01-25,70.4
2023-01-26,70.4
2023-01-27,55.31428571428572
2023-01-28,17.6
2023-01-29,25.142857142857142
2023-01-30,67.88571428571429
2023-01-31,67.88571428571429
2023-02-01,65.37142857142857
2023-02-02,65.37142857142857
2023-02-03,62.857142857142854
2023-02-04,17.6
2023-02-05,25.142857142857142
2023-02-06,67.88571428571429
2023-02-07,67.88571428571429
2023-02-08,70.4
2023-02-09,72.91428571428571
2023-02-10,62.857142857142854
2023-02-11,20.114285714285714
2023-02-12,20.114285714285714
2023-02-13,62.857142857142854
2023-02-14,75.42857142857143
2023-02-15,75.42857142857143
2023-02-16,75.42857142857143
2023-02-17,60.34285714285714
2023-02-18,27.65714285714286
2023-02-19,20.114285714285714
2023-02-20,32.68571428571428
2023-02-21,60.34285714285714
2023-02-22,62.857142857142854
2023-02-23,62.857142857142854
2023-02-24,57.82857142857143
2023-02-25,20.114285714285714
2023-02-26,20.114285714285714
2023-02-27,80.45714285714286
2023-02-28,80.45714285714286
2023-03-01,75.42857142857143
2023-03-02,77.94285714285714
2023-03-03,70.4
2023-03-04,17.6
2023-03-05,25.142857142857142
2023-03-06,77.94285714285714
2023-03-07,77.94285714285714
2023-03-08,80.45714285714286
2023-03-09,75.42857142857143
2023-03-10,57.82857142857143
2023-03-11,22.628571428571426
2023-03-12,27.65714285714286
2023-03-13,57.82857142857143
2023-03-14,60.34285714285714
2023-03-15,62.857142857142854
2023-03-16,55.31428571428572
2023-03-17,52.8
2023-03-18,22.628571428571426
2023-03-19,20.114285714285714
2023-03-20,72.91428571428571
2023-03-21,77.94285714285714
2023-03-22,80.45714285714286
2023-03-23,80.45714285714286
2023-03-24,62.857142857142854
2023-03-25,20.114285714285714
2023-03-26,17.6
2023-03-27,75.42857142857143
2023-03-28,75.42857142857143
2023-03-29,72.91428571428571
2023-03-30,72.91428571428571
2023-03-31,62.857142857142854
2023-04-01,22.628571428571426
2023-04-02,30.17142857142857
2023-04-03,70.4
2023-04-04,65.37142857142857
2023-04-05,65.37142857142857
2023-04-06,62.857142857142854
2023-04-07,27.65714285714286
2023-04-08,22.628571428571426
2023-04-09,25.142857142857142
2023-04-10,62.857142857142854
2023-04-11,70.4
2023-04-12,62.857142857142854
2023-04-13,75.42857142857143
2023-04-14,62.857142857142854
2023-04-15,22.628571428571426
2023-04-16,27.65714285714286
2023-04-17,75.42857142857143
2023-04-18,77.94285714285714
2023-04-19,77.94285714285714
2023-04-20,77.94285714285714
2023-04-21,72.91428571428571
2023-04-22,22.628571428571426
2023-04-23,27.65714285714286
2023-04-24,80.45714285714286
2023-04-25,80.45714285714286
2023-04-26,77.8829931972789
2023-04-27,75.12925170068027
2023-04-28,62.857142857142854
2023-04-29,25.29251700680272
2023-04-30,34.8108843537415
2023-05-01,70.37006802721089
2023-05-02,70.37006802721089
2023-05-03,65.61088435374148
2023-05-04,68.36462585034013
2023-05-05,52.59047619047619
2023-05-06,25.29251700680272
2023-05-07,19.78503401360544
2023-05-08,75.12925170068027
2023-05-09,68.36462585034013
2023-05-10,62.857142857142854
2023-05-11,53.33877551020408
2023-05-12,53.33877551020408
2023-05-13,19.78503401360544
2023-05-14,25.29251700680272
2023-05-15,57.349659863945575
2023-05-16,62.857142857142854
2023-05-17,53.33877551020408
2023-05-18,49.836734693877546
2023-05-19,43.07210884353741
2023-05-20,15.774149659863944
2023-05-21,17.779591836734696
2023-05-22,35.55918367346939
2023-05-23,45.07755102040816
2023-05-24,39.57006802721088
2023-05-25,37.564625850340136
2023-05-26,32.92517006802721
2023-05-27,16.462585034013603
2023-05-28,17.959183673469386
2023-05-29,13.46938775510204
2023-05-30,35.91836734693877
2023-05-31,38.91156462585034
2023-06-01,29.931972789115644
2023-06-02,29.931972789115644
2023-06-03,14.965986394557822
2023-06-04,10.476190476190474
2023-06-05,34.42176870748299
2023-06-06,26.93877551020408
2023-06-07,31.428571428571427
2023-06-08,25.4421768707483
2023-06-09,23.945578231292515
2023-06-10,13.46938775510204
2023-06-11,19.45578231292517
2023-06-12,28.43537414965986
2023-06-13,25.4421768707483
2023-06-14,26.93877551020408
2023-06-15,20.95238095238095
2023-06-16,16.462585034013603
2023-06-17,19.45578231292517
2023-06-18,11.972789115646258
2023-06-19,16.462585034013603
2023-06-20,16.462585034013603
2023-06-21,17.959183673469386
2023-06-22,16.462585034013603
2023-06-23,14.965986394557822
2023-06-24,14.965986394557822
2023-06-25,14.965986394557822
2023-06-26,19.45578231292517
2023-06-27,22.448979591836732
2023-06-28,16.462585034013603
2023-06-29,17.959183673469386
2023-06-30,20.95238095238095
2023-07-01,17.959183673469386
2023-07-02,14.965986394557822
2023-07-03,17.959183673469386
2023-07-04,19.45578231292517
2023-07-05,19.45578231292517
2023-07-06,13.46938775510204
2023-07-07,23.945578231292515
2023-07-08,14.965986394557822
2023-07-09,19.45578231292517
2023-07-10,20.95238095238095
2023-07-11,16.462585034013603
2023-07-12,17.959183673469386
2023-07-13,17.959183673469386
2023-07-14,19.45578231292517
2023-07-15,17.959183673469386
2023-07-16,13.46938775510204
2023-07-17,19.45578231292517
2023-07-18,20.95238095238095
2023-07-19,26.93877551020408
2023-07-20,25.4421768707483
2023-07-21,16.462585034013603
2023-07-22,16.462585034013603
2023-07-23,19.45578231292517
2023-07-24,19.45578231292517
2023-07-25,16.462585034013603
2023-07-26,22.448979591836732
2023-07-27,16.462585034013603
2023-07-28,17.959183673469386
2023-07-29,16.462585034013603
2023-07-30,14.965986394557822
2023-07-31,19.45578231292517
2023-08-01,16.462585034013603
2023-08-02,26.93877551020408
2023-08-03,28.43537414965986
2023-08-04,26.93877551020408
2023-08-05,23.945578231292515
2023-08-06,25.4421768707483
2023-08-07,16.462585034013603
2023-08-08,23.945578231292515
2023-08-09,22.448979591836732
2023-08-10,25.4421768707483
2023-08-11,25.4421768707483
2023-08-12,13.46938775510204
2023-08-13,16.462585034013603
2023-08-14,23.945578231292515
2023-08-15,29.931972789115644
2023-08-16,31.428571428571427
2023-08-17,32.92517006802721
2023-08-18,37.414965986394556
2023-08-19,19.45578231292517
2023-08-20,20.95238095238095
2023-08-21,35.91836734693877
2023-08-22,40.40816326530612
2023-08-23,41.9047619047619
2023-08-24,55.37414965986394
2023-08-25,41.9047619047619
2023-08-26,25.4421768707483
2023-08-27,25.4421768707483
2023-08-28,40.40816326530612
2023-08-29,49.38775510204081
2023-08-30,46.39455782312925
2023-08-31,47.89115646258503
2023-09-01,44.897959183673464
2023-09-02,19.45578231292517
2023-09-03,17.959183673469386
2023-09-04,34.42176870748299
2023-09-05,59.86394557823129
2023-09-06,58.367346938775505
2023-09-07,64.35374149659863
2023-09-08,58.367346938775505
2023-09-09,22.448979591836732
2023-09-10,23.945578231292515
2023-09-11,61.36054421768707
2023-09-12,70.34013605442176
2023-09-13,71.83673469387755
2023-09-14,71.83673469387755
2023-09-15,70.34013605442176
2023-09-16,25.4421768707483
2023-09-17,34.42176870748299
2023-09-18,86.80272108843536
2023-09-19,82.31292517006803
2023-09-20,85.30612244897958
2023-09-21,95.78231292517006
2023-09-22,76.3265306122449
2023-09-23,20.95238095238095
2023-09-24,32.92517006802721
2023-09-25,79.31972789115646
2023-09-26,85.30612244897958
2023-09-27,101.7687074829932
2023-09-28,103.26530612244898
2023-09-29,79.31972789115646
2023-09-30,25.4421768707483
2023-10-01,37.414965986394556
2023-10-02,103.26530612244898
2023-10-03,100.27210884353741
2023-10-04,95.78231292517006
2023-10-05,89.79591836734693
2023-10-06,67.3469387755102
2023-10-07,26.93877551020408
2023-10-08,31.428571428571427
2023-10-09,76.3265306122449
2023-10-10,92.7891156462585
2023-10-11,95.78231292517006
2023-10-12,95.78231292517006
2023-10-13,83.8095238095238
2023-10-14,23.945578231292515
2023-10-15,32.92517006802721
2023-10-16,107.75510204081633
2023-10-17,109.2517006802721
2023-10-18,116.73469387755101
2023-10-19,109.2517006802721
2023-10-20,110.74829931972788
2023-10-21,23.945578231292515
2023-10-22,40.40816326530612
2023-10-23,124.21768707482993
2023-10-24,124.21768707482993
2023-10-25,122.72108843537414
2023-10-26,118.23129251700679
2023-10-27,100.27210884353741
2023-10-28,28.43537414965986
2023-10-29,41.9047619047619
2023-10-30,119.72789115646258
2023-10-31,119.72789115646258
2023-11-01,116.73469387755101
2023-11-02,134.6938775510204
2023-11-03,112.24489795918366
2023-11-04,29.931972789115644
2023-11-05,40.40816326530612
2023-11-06,130.20408163265304
2023-11-07,131.70068027210883
2023-11-08,134.6938775510204
2023-11-09,127.21088435374149
2023-11-10,85.30612244897958
2023-11-11,37.414965986394556
2023-11-12,43.40136054421768
2023-11-13,133.1972789115646
2023-11-14,130.20408163265304
2023-11-15,134.6938775510204
2023-11-16,127.21088435374149
2023-11-17,107.75510204081633
2023-11-18,28.43537414965986
2023-11-19,34.42176870748299
2023-11-20,71.83673469387755
2023-11-21,77.82312925170068
2023-11-22,29.931972789115644
2023-11-23,22.448979591836732
2023-11-24,19.45578231292517
2023-11-25,17.959183673469386
2023-11-26,23.945578231292515
2023-11-27,101.7687074829932
2023-11-28,113.74149659863944
2023-11-29,121.22448979591836
2023-11-30,119.72789115646258
2023-12-01,104.76190476190476
2023-12-02,29.931972789115644
2023-12-03,38.91156462585034
2023-12-04,115.23809523809523
2023-12-05,121.22448979591836
2023-12-06,124.21768707482993
2023-12-07,122.72108843537414
2023-12-08,124.21768707482993
2023-12-09,31.428571428571427
2023-12-10,41.9047619047619
2023-12-11,113.74149659863944
2023-12-12,121.22448979591836
2023-12-13,110.74829931972788
2023-12-14,122.72108843537414
2023-12-15,100.27210884353741
2023-12-16,23.945578231292515
2023-12-17,32.92517006802721
2023-12-18,92.7891156462585
2023-12-19,109.2517006802721
2023-12-20,149.65986394557822
2023-12-21,71.83673469387755
2023-12-22,41.9047619047619
2023-12-23,26.93877551020408
2023-12-24,12.72108843537415
2023-12-25,17.959183673469386
2023-12-26,11.972789115646258
2023-12-27,26.19047619047619
2023-12-28,20.204081632653057
2023-12-29,71.83673469387755
2023-12-30,32.92517006802721
2023-12-31,20.95238095238095
2024-01-01,26.93877551020408
2024-01-02,41.9047619047619
2024-01-03,53.87755102040816
2024-01-04,62.857142857142854
2024-01-05,66.5986394557823
2024-01-06,30.680272108843536
2024-01-07,36.666666666666664
2024-01-08,68.84353741496598
2024-01-09,62.10884353741496
2024-01-10,75.578231292517
2024-01-11,84.55782312925169
2024-01-12,68.84353741496598
2024-01-13,26.93877551020408
2024-01-14,32.92517006802721
2024-01-15,36.666666666666664
2024-01-16,104.76190476190476
2024-01-17,80.06802721088435
2024-01-18,83.8095238095238
2024-01-19,81.56462585034014
2024-01-20,33.6734693877551
2024-01-21,41.9047619047619
2024-01-22,92.7891156462585
2024-01-23,95.78231292517006
2024-01-24,131.70068027210883
2024-01-25,101.7687074829932
2024-01-26,89.79591836734693
2024-01-27,35.91836734693877
2024-01-28,38.91156462585034
2024-01-29,86.80272108843536
2024-01-30,89.79591836734693
2024-01-31,92.7891156462585
2024-02-01,92.7891156462585
2024-02-02,80.81632653061224
2024-02-03,32.92517006802721
2024-02-04,44.897959183673464
2024-02-05,86.80272108843536
2024-02-06,83.8095238095238
2024-02-07,80.81632653061224
2024-02-08,95.78231292517006
2024-02-09,83.8095238095238
2024-02-10,41.9047619047619
2024-02-11,35.91836734693877
2024-02-12,80.81632653061224
2024-02-13,83.8095238095238
2024-02-14,86.80272108843536
2024-02-15,83.8095238095238
2024-02-16,68.84353741496598
2024-02-17,26.93877551020408
2024-02-18,38.91156462585034
2024-02-19,50.8843537414966
2024-02-20,77.82312925170068
2024-02-21,83.8095238095238
2024-02-22,92.7891156462585
2024-02-23,83.8095238095238
2024-02-24,35.91836734693877
2024-02-25,47.89115646258503
2024-02-26,101.7687074829932
2024-02-27,107.75510204081633
2024-02-28,104.76190476190476
2024-02-29,110.74829931972788
2024-03-01,89.79591836734693
2024-03-02,38.91156462585034
2024-03-03,50.8843537414966
2024-03-04,119.72789115646258
2024-03-05,113.74149659863944
2024-03-06,152.6530612244898
2024-03-07,119.72789115646258
2024-03-08,101.7687074829932
2024-03-09,44.897959183673464
2024-03-10,47.89115646258503
2024-03-11,98.77551020408163
2024-03-12,86.80272108843536
2024-03-13,89.79591836734693
2024-03-14,95.78231292517006
2024-03-15,77.82312925170068
2024-03-16,38.91156462585034
2024-03-17,38.91156462585034
2024-03-18,107.75510204081633
2024-03-19,107.75510204081633
2024-03-20,98.77551020408163
2024-03-21,92.7891156462585
2024-03-22,80.81632653061224
2024-03-23,47.89115646258503
2024-03-24,35.91836734693877
2024-03-25,80.81632653061224
2024-03-26,92.7891156462585
2024-03-27,89.79591836734693
2024-03-28,77.82312925170068
2024-03-29,47.89115646258503
2024-03-30,38.91156462585034
2024-03-31,35.91836734693877
2024-04-01,50.8843537414966
2024-04-02,74.82993197278911
2024-04-03,89.79591836734693
2024-04-04,92.7891156462585
2024-04-05,77.82312925170068
2024-04-06,38.91156462585034
2024-04-07,47.89115646258503
2024-04-08,80.81632653061224
2024-04-09,92.7891156462585
2024-04-10,86.80272108843536
2024-04-11,101.7687074829932
2024-04-12,86.80272108843536
2024-04-13,38.91156462585034
2024-04-14,32.92517006802721
2024-04-15,92.7891156462585
2024-04-16,104.76190476190476
2024-04-17,95.78231292517006
2024-04-18,98.77551020408163
2024-04-19,92.7891156462585
2024-04-20,41.9047619047619
2024-04-21,35.91836734693877
2024-04-22,74.82993197278911
2024-04-23,89.79591836734693
2024-04-24,95.78231292517006
2024-04-25,101.7687074829932
2024-04-26,71.83673469387755
2024-04-27,29.931972789115644
2024-04-28,44.897959183673464
2024-04-29,86.80272108843536
2024-04-30,89.79591836734693
2024-05-01,83.8095238095238
2024-05-02,83.8095238095238
2024-05-03,77.82312925170068
2024-05-04,41.9047619047619
2024-05-05,56.87074829931972
2024-05-06,92.7891156462585
2024-05-07,71.83673469387755
2024-05-08,89.79591836734693
2024-05-09,74.82993197278911
2024-05-10,74.82993197278911
2024-05-11,29.931972789115644
2024-05-12,23.945578231292515
2024-05-13,74.82993197278911
2024-05-14,80.81632653061224
2024-05-15,68.84353741496598
2024-05-16,65.85034013605441
2024-05-17,50.8843537414966
2024-05-18,26.93877551020408
2024-05-19,26.93877551020408
2024-05-20,59.86394557823129
2024-05-21,62.857142857142854
2024-05-22,53.87755102040816
2024-05-23,56.87074829931972
2024-05-24,47.89115646258503
2024-05-25,26.93877551020408
2024-05-26,26.93877551020408
2024-05-27,26.93877551020408
2024-05-28,38.91156462585034
2024-05-29,44.897959183673464
2024-05-30,59.86394557823129
2024-05-31,62.857142857142854
2024-06-01,38.91156462585034
2024-06-02,44.897959183673464
2024-06-03,53.87755102040816
2024-06-04,47.89115646258503
2024-06-05,44.897959183673464
2024-06-06,35.91836734693877
2024-06-07,47.89115646258503
2024-06-08,41.9047619047619
2024-06-09,32.92517006802721
2024-06-10,44.897959183673464
2024-06-11,41.9047619047619
2024-06-12,35.91836734693877
2024-06-13,41.9047619047619
2024-06-14,26.93877551020408
2024-06-15,32.92517006802721
2024-06-16,38.91156462585034
2024-06-17,41.9047619047619
2024-06-18,38.91156462585034
2024-06-19,32.92517006802721
2024-06-20,38.91156462585034
2024-06-21,35.91836734693877
2024-06-22,23.945578231292515
2024-06-23,44.897959183673464
2024-06-24,38.91156462585034
2024-06-25,35.91836734693877
2024-06-26,35.91836734693877
2024-06-27,47.89115646258503
2024-06-28,116.73469387755101
2024-06-29,56.87074829931972
2024-06-30,50.8843537414966
2024-07-01,59.86394557823129
2024-07-02,68.84353741496598
2024-07-03,65.85034013605441
2024-07-04,71.83673469387755
2024-07-05,56.87074829931972
2024-07-06,56.87074829931972
2024-07-07,47.89115646258503
2024-07-08,56.87074829931972
2024-07-09,59.86394557823129
2024-07-10,53.87755102040816
2024-07-11,59.86394557823129
2024-07-12,68.84353741496598
2024-07-13,62.857142857142854
2024-07-14,95.78231292517006
2024-07-15,128.70748299319726
2024-07-16,122.72108843537414
2024-07-17,107.75510204081633
2024-07-18,110.74829931972788
2024-07-19,107.75510204081633
2024-07-20,77.82312925170068
2024-07-21,197.55102040816325
2024-07-22,251.42857142857142
2024-07-23,209.52380952380952
2024-07-24,191.56462585034012
2024-07-25,179.59183673469386
2024-07-26,161.6326530612245
2024-07-27,149.65986394557822
2024-07-28,134.6938775510204
2024-07-29,131.70068027210883
2024-07-30,122.72108843537414
2024-07-31,149.65986394557822
2024-08-01,125.71428571428571
2024-08-02,122.72108843537414
2024-08-03,116.73469387755101
2024-08-04,104.76190476190476
2024-08-05,113.74149659863944
2024-08-06,182.58503401360542
2024-08-07,149.65986394557822
2024-08-08,125.71428571428571
2024-08-09,110.74829931972788
2024-08-10,128.70748299319726
2024-08-11,116.73469387755101
2024-08-12,113.74149659863944
2024-08-13,113.74149659863944
2024-08-14,113.74149659863944
2024-08-15,110.74829931972788
2024-08-16,101.7687074829932
2024-08-17,101.7687074829932
2024-08-18,134.6938775510204
2024-08-19,143.6734693877551
2024-08-20,151.156462585034
2024-08-21,169.11564625850338
2024-08-22,157.14285714285714
2024-08-23,166.1224489795918
2024-08-24,149.65986394557822
2024-08-25,143.6734693877551
2024-08-26,155.64625850340136
2024-08-27,151.156462585034
2024-08-28,154.14965986394557
2024-08-29,149.65986394557822
2024-08-30,137.68707482993196
2024-08-31,140.68027210884352
2024-09-01,133.1972789115646
2024-09-02,133.1972789115646
2024-09-03,155.64625850340136
2024-09-04,169.11564625850338
2024-09-05,164.62585034013603
2024-09-06,155.64625850340136
2024-09-07,130.20408163265307
2024-09-08,131.70068027210885
2024-09-09,176.5986394557823
2024-09-10,179.59183673469386
2024-09-11,227.48299319727892
2024-09-12,191.56462585034012
2024-09-13,187.07482993197277
2024-09-14,166.1224489795918
2024-09-15,155.64625850340136
2024-09-16,175.1020408163265
2024-09-17,155.64625850340136
2024-09-18,155.64625850340136
2024-09-19,155.64625850340136
2024-09-20,155.64625850340136
2024-09-21,155.64625850340136
2024-09-22,155.64625850340136
2024-09-23,155.64625850340136
2024-09-24,155.64625850340136
2024-09-25,155.64625850340136
2024-09-26,155.64625850340136
2024-09-27,155.64625850340136
2024-09-28,155.64625850340136
2024-09-29,155.64625850340136
2024-09-30,155.64625850340136
