Time,news
2022-08-29,53
2022-08-30,55
2022-08-31,54
2022-09-01,53
2022-09-02,49
2022-09-03,45
2022-09-04,47
2022-09-05,47
2022-09-06,52
2022-09-07,52
2022-09-08,73
2022-09-09,59
2022-09-10,46
2022-09-11,45
2022-09-12,54
2022-09-13,53
2022-09-14,57
2022-09-15,54
2022-09-16,50
2022-09-17,45
2022-09-18,43
2022-09-19,51
2022-09-20,52
2022-09-21,52
2022-09-22,52
2022-09-23,48
2022-09-24,46
2022-09-25,48
2022-09-26,57
2022-09-27,57
2022-09-28,70
2022-09-29,64
2022-09-30,55
2022-10-01,43
2022-10-02,42
2022-10-03,50
2022-10-04,52
2022-10-05,50
2022-10-06,51
2022-10-07,50
2022-10-08,45
2022-10-09,44
2022-10-10,48
2022-10-11,49
2022-10-12,50
2022-10-13,49
2022-10-14,50
2022-10-15,41
2022-10-16,42
2022-10-17,50
2022-10-18,50
2022-10-19,49
2022-10-20,49
2022-10-21,47
2022-10-22,43
2022-10-23,41
2022-10-24,54
2022-10-25,54
2022-10-26,54
2022-10-27,52
2022-10-28,50
2022-10-29,45
2022-10-30,44
2022-10-31,51
2022-11-01,53
2022-11-02,51
2022-11-03,47
2022-11-04,50
2022-11-05,44
2022-11-06,41
2022-11-07,50
2022-11-08,59
2022-11-09,100
2022-11-10,65
2022-11-11,56
2022-11-12,50
2022-11-13,52
2022-11-14,52
2022-11-15,58
2022-11-16,63
2022-11-17,56
2022-11-18,54
2022-11-19,47
2022-11-20,46
2022-11-21,47
2022-11-22,49
2022-11-23,49
2022-11-24,40
2022-11-25,43
2022-11-26,39
2022-11-27,42
2022-11-28,45
2022-11-29,46
2022-11-30,48
2022-12-01,49
2022-12-02,46
2022-12-03,42
2022-12-04,43
2022-12-05,49
2022-12-06,50
2022-12-07,55
2022-12-08,53
2022-12-09,48
2022-12-10,41
2022-12-11,42
2022-12-12,48
2022-12-13,51
2022-12-14,48
2022-12-15,54
2022-12-16,49
2022-12-17,42
2022-12-18,40
2022-12-19,50
2022-12-20,55
2022-12-21,51
2022-12-22,52
2022-12-23,54
2022-12-24,48
2022-12-25,45
2022-12-26,46
2022-12-27,50
2022-12-28,49
2022-12-29,48
2022-12-30,50
2022-12-31,44
2023-01-01,50
2023-01-02,48
2023-01-03,65
2023-01-04,57
2023-01-05,57
2023-01-06,55
2023-01-07,48
2023-01-08,46
2023-01-09,51
2023-01-10,52
2023-01-11,56
2023-01-12,53
2023-01-13,51
2023-01-14,45
2023-01-15,42
2023-01-16,46
2023-01-17,51
2023-01-18,51
2023-01-19,50
2023-01-20,49
2023-01-21,41
2023-01-22,45
2023-01-23,51
2023-01-24,54
2023-01-25,53
2023-01-26,51
2023-01-27,50
2023-01-28,49
2023-01-29,44
2023-01-30,51
2023-01-31,54
2023-02-01,51
2023-02-02,50
2023-02-03,48
2023-02-04,47
2023-02-05,46
2023-02-06,51
2023-02-07,52
2023-02-08,51
2023-02-09,56
2023-02-10,50
2023-02-11,45
2023-02-12,46
2023-02-13,51
2023-02-14,54
2023-02-15,54
2023-02-16,55
2023-02-17,52
2023-02-18,46
2023-02-19,45
2023-02-20,49
2023-02-21,52
2023-02-22,51
2023-02-23,54
2023-02-24,50
2023-02-25,44
2023-02-26,45
2023-02-27,54
2023-02-28,53
2023-03-01,52
2023-03-02,51
2023-03-03,51
2023-03-04,45
2023-03-05,42
2023-03-06,48
2023-03-07,50
2023-03-08,50
2023-03-09,55
2023-03-10,53
2023-03-11,46
2023-03-12,47
2023-03-13,58
2023-03-14,57
2023-03-15,56
2023-03-16,56
2023-03-17,52
2023-03-18,45
2023-03-19,47
2023-03-20,55
2023-03-21,60
2023-03-22,58
2023-03-23,56
2023-03-24,52
2023-03-25,48
2023-03-26,46
2023-03-27,59
2023-03-28,57
2023-03-29,53
2023-03-30,56
2023-03-31,57
2023-04-01,53
2023-04-02,46
2023-04-03,51
2023-04-04,60
2023-04-05,59
2023-04-06,53
2023-04-07,51
2023-04-08,46
2023-04-09,43
2023-04-10,53
2023-04-11,52
2023-04-12,53
2023-04-13,50
2023-04-14,48
2023-04-15,46
2023-04-16,46
2023-04-17,50
2023-04-18,54
2023-04-19,53
2023-04-20,54
2023-04-21,51
2023-04-22,45
2023-04-23,45
2023-04-24,62
2023-04-25,58
2023-04-26,54
2023-04-27,52
2023-04-28,48
2023-04-29,47
2023-04-30,45
2023-05-01,49
2023-05-02,49
2023-05-03,51
2023-05-04,50
2023-05-05,48
2023-05-06,45
2023-05-07,47
2023-05-08,49
2023-05-09,54
2023-05-10,53
2023-05-11,52
2023-05-12,50
2023-05-13,45
2023-05-14,44
2023-05-15,49
2023-05-16,50
2023-05-17,50
2023-05-18,49
2023-05-19,48
2023-05-20,43
2023-05-21,41
2023-05-22,46
2023-05-23,50
2023-05-24,50
2023-05-25,50
