Time,news
2025-12-11,75
2025-12-12,71
2025-12-13,68
2025-12-14,71
2025-12-15,77
2025-12-16,75
2025-12-17,74
2025-12-18,78
2025-12-19,74
2025-12-20,58
2025-12-21,54
2025-12-22,62
2025-12-23,65
2025-12-24,58
2025-12-25,52
2025-12-26,61
2025-12-27,57
2025-12-28,57
2025-12-29,64
2025-12-30,62
2025-12-31,63
2026-01-01,61
2026-01-02,60
2026-01-03,97
2026-01-04,71
2026-01-05,71
2026-01-06,71
2026-01-07,73
2026-01-08,76
2026-01-09,74
2026-01-10,70
2026-01-11,68
2026-01-12,72
2026-01-13,75
2026-01-14,73
2026-01-15,80
2026-01-16,68
2026-01-17,61
2026-01-18,60
2026-01-19,66
2026-01-20,71
2026-01-21,76
2026-01-22,73
2026-01-23,69
2026-01-24,73
2026-01-25,82
2026-01-26,81
2026-01-27,70
2026-01-28,67
2026-01-29,70
2026-01-30,67
2026-01-31,62
2026-02-01,62
2026-02-02,64
2026-02-03,70
2026-02-04,70
2026-02-05,71
2026-02-06,66
2026-02-07,59
2026-02-08,60
2026-02-09,63
2026-02-10,67
2026-02-11,68
2026-02-12,64
2026-02-13,63
2026-02-14,57
2026-02-15,57
2026-02-16,62
2026-02-17,61
2026-02-18,61
2026-02-19,65
2026-02-20,62
2026-02-21,54
2026-02-22,59
2026-02-23,82
2026-02-24,66
2026-02-25,62
2026-02-26,65
2026-02-27,63
2026-02-28,100
2026-03-01,90
2026-03-02,89
2026-03-03,84
2026-03-04,74
2026-03-05,80
2026-03-06,79
2026-03-07,67
2026-03-08,66
2026-03-09,83
2026-03-10,78
2026-03-11,81
2026-03-12,75
2026-03-13,71
2026-03-14,66
2026-03-15,68
2026-03-16,73
2026-03-17,71
2026-03-18,70
2026-03-19,76
2026-03-20,74
2026-03-21,59
2026-03-22,56
2026-03-23,71
2026-03-24,65
2026-03-25,79
2026-03-26,72
2026-03-27,83
2026-03-28,80
2026-03-29,81
2026-03-30,91
2026-03-31,72
2026-04-01,65
2026-04-02,71
2026-04-03,61
2026-04-04,59
2026-04-05,58
2026-04-06,70
2026-04-07,88
2026-04-08,79
2026-04-09,69
2026-04-10,67
2026-04-11,56
2026-04-12,55
2026-04-13,63
2026-04-14,67
2026-04-15,62
2026-04-16,64
2026-04-17,67
2026-04-18,54
2026-04-19,53
2026-04-20,61
2026-04-21,61
2026-04-22,66
2026-04-23,62
2026-04-24,61
2026-04-25,53
2026-04-26,71
2026-04-27,62
2026-04-28,60
2026-04-29,57
2026-04-30,61
2026-05-01,57
2026-05-02,51
2026-05-03,51
2026-05-04,53
2026-05-05,59
2026-05-06,61
2026-05-07,60
2026-05-08,60
2026-05-09,52
2026-05-10,50
2026-05-11,58
2026-05-12,60
2026-05-13,56
2026-05-14,57
2026-05-15,54
2026-05-16,46
2026-05-17,48
2026-05-18,54
2026-05-19,53
2026-05-20,56
2026-05-21,57
2026-05-22,63
2026-05-23,61
2026-05-24,55
2026-05-25,50
2026-05-26,57
2026-05-27,56
2026-05-28,57
2026-05-29,56
2026-05-30,50
2026-05-31,49
