Time,pinterest
2022-08-04,85.0
2022-08-05,79.0
2022-08-06,71.0
2022-08-07,79.0
2022-08-08,84.0
2022-08-09,90.0
2022-08-10,87.0
2022-08-11,90.0
2022-08-12,77.0
2022-08-13,69.0
2022-08-14,78.0
2022-08-15,91.0
2022-08-16,90.0
2022-08-17,90.0
2022-08-18,87.0
2022-08-19,88.0
2022-08-20,76.0
2022-08-21,86.0
2022-08-22,94.0
2022-08-23,100.0
2022-08-24,91.0
2022-08-25,90.0
2022-08-26,83.0
2022-08-27,73.0
2022-08-28,82.0
2022-08-29,88.01098901098901
2022-08-30,90.97802197802199
2022-08-31,95.92307692307692
2022-09-01,92.95604395604396
2022-09-02,80.0989010989011
2022-09-03,75.15384615384616
2022-09-04,73.17582417582418
2022-09-05,88.01098901098901
2022-09-06,86.03296703296704
2022-09-07,86.03296703296704
2022-09-08,80.0989010989011
2022-09-09,86.03296703296704
2022-09-10,69.21978021978022
2022-09-11,78.12087912087912
2022-09-12,95.43406593406593
2022-09-13,89.0
2022-09-14,91.47802197802199
2022-09-15,97.90109890109889
2022-09-16,87.02197802197801
2022-09-17,76.64285714285714
2022-09-18,80.0989010989011
2022-09-19,90.97802197802199
2022-09-20,92.95604395604396
2022-09-21,89.0
2022-09-22,89.98901098901098
2022-09-23,84.05494505494505
2022-09-24,76.64285714285714
2022-09-25,79.6098901098901
2022-09-26,90.97802197802199
2022-09-27,91.47802197802199
2022-09-28,89.97802197802197
2022-09-29,87.04395604395604
2022-09-30,88.02197802197801
2022-10-01,72.37362637362637
2022-10-02,78.24175824175823
2022-10-03,88.02197802197801
2022-10-04,93.89010989010988
2022-10-05,89.97802197802197
2022-10-06,86.06593406593406
2022-10-07,86.06593406593406
2022-10-08,75.3076923076923
2022-10-09,77.26373626373626
2022-10-10,89.0
2022-10-11,89.97802197802197
2022-10-12,89.0
2022-10-13,89.97802197802197
2022-10-14,85.08791208791209
2022-10-15,72.37362637362637
2022-10-16,77.26373626373626
2022-10-17,92.91208791208791
2022-10-18,92.91208791208791
2022-10-19,90.95604395604396
2022-10-20,91.93406593406593
2022-10-21,81.17582417582418
2022-10-22,73.35164835164835
2022-10-23,80.19780219780219
2022-10-24,89.97802197802197
2022-10-25,93.89010989010988
2022-10-26,93.89010989010988
2022-10-27,91.93406593406593
2022-10-28,85.08791208791209
2022-10-29,74.32967032967032
2022-10-30,74.32967032967032
2022-10-31,85.08791208791209
2022-11-01,84.1098901098901
2022-11-02,80.19780219780219
2022-11-03,87.04395604395604
2022-11-04,85.08791208791209
2022-11-05,77.26373626373626
2022-11-06,77.26373626373626
2022-11-07,89.0
2022-11-08,85.08791208791209
2022-11-09,83.13186813186813
2022-11-10,89.97802197802197
2022-11-11,89.0
2022-11-12,81.17582417582418
2022-11-13,82.15384615384615
2022-11-14,89.97802197802197
2022-11-15,91.93406593406593
2022-11-16,91.93406593406593
2022-11-17,97.8021978021978
2022-11-18,88.02197802197801
2022-11-19,76.28571428571428
2022-11-20,82.15384615384615
2022-11-21,90.95604395604396
2022-11-22,89.97802197802197
2022-11-23,83.13186813186813
2022-11-24,65.52747252747253
2022-11-25,65.52747252747253
2022-11-26,71.3956043956044
2022-11-27,86.06593406593406
2022-11-28,83.13186813186813
2022-11-29,92.91208791208791
2022-11-30,89.97802197802197
2022-12-01,87.04395604395604
2022-12-02,83.13186813186813
2022-12-03,75.3076923076923
2022-12-04,74.32967032967032
2022-12-05,88.02197802197801
2022-12-06,88.02197802197801
2022-12-07,90.95604395604396
2022-12-08,86.06593406593406
2022-12-09,82.15384615384615
2022-12-10,73.35164835164835
2022-12-11,81.17582417582418
2022-12-12,84.1098901098901
2022-12-13,87.04395604395604
2022-12-14,88.02197802197801
2022-12-15,83.13186813186813
2022-12-16,85.08791208791209
2022-12-17,72.37362637362637
2022-12-18,69.43956043956044
2022-12-19,84.1098901098901
2022-12-20,89.0
2022-12-21,89.0
2022-12-22,84.1098901098901
2022-12-23,79.21978021978022
2022-12-24,69.43956043956044
2022-12-25,65.52747252747253
2022-12-26,71.3956043956044
2022-12-27,84.1098901098901
2022-12-28,85.08791208791209
2022-12-29,89.0
2022-12-30,82.15384615384615
2022-12-31,77.26373626373626
2023-01-01,72.37362637362637
2023-01-02,86.06593406593406
2023-01-03,83.13186813186813
2023-01-04,90.95604395604396
2023-01-05,86.06593406593406
2023-01-06,86.06593406593406
2023-01-07,82.15384615384615
2023-01-08,81.17582417582418
2023-01-09,89.0
2023-01-10,89.97802197802197
2023-01-11,89.97802197802197
2023-01-12,87.04395604395604
2023-01-13,84.1098901098901
2023-01-14,75.3076923076923
2023-01-15,80.19780219780219
2023-01-16,88.02197802197801
2023-01-17,92.91208791208791
2023-01-18,92.91208791208791
2023-01-19,88.02197802197801
2023-01-20,89.0
2023-01-21,79.21978021978022
2023-01-22,82.15384615384615
2023-01-23,89.0
2023-01-24,89.0
2023-01-25,89.97802197802197
2023-01-26,89.0
2023-01-27,87.04395604395604
2023-01-28,74.32967032967032
2023-01-29,78.24175824175823
2023-01-30,89.97802197802197
2023-01-31,95.84615384615384
2023-02-01,92.91208791208791
2023-02-02,90.95604395604396
2023-02-03,89.0
2023-02-04,82.15384615384615
2023-02-05,87.04395604395604
2023-02-06,90.95604395604396
2023-02-07,95.84615384615384
2023-02-08,86.06593406593406
2023-02-09,91.93406593406593
2023-02-10,89.0
2023-02-11,80.19780219780219
2023-02-12,81.17582417582418
2023-02-13,86.06593406593406
2023-02-14,88.02197802197801
2023-02-15,87.04395604395604
2023-02-16,91.93406593406593
2023-02-17,85.08791208791209
2023-02-18,73.35164835164835
2023-02-19,77.26373626373626
2023-02-20,90.95604395604396
2023-02-21,88.02197802197801
2023-02-22,86.06593406593406
2023-02-23,85.08791208791209
2023-02-24,85.08791208791209
2023-02-25,73.35164835164835
2023-02-26,93.89010989010988
2023-02-27,87.04395604395604
2023-02-28,82.15384615384615
2023-03-01,84.1098901098901
2023-03-02,83.13186813186813
2023-03-03,79.21978021978022
2023-03-04,76.28571428571428
2023-03-05,81.17582417582418
2023-03-06,82.15384615384615
2023-03-07,86.06593406593406
2023-03-08,86.06593406593406
2023-03-09,87.04395604395604
2023-03-10,87.04395604395604
2023-03-11,79.21978021978022
2023-03-12,83.13186813186813
2023-03-13,85.08791208791209
2023-03-14,89.97802197802197
2023-03-15,84.1098901098901
2023-03-16,84.1098901098901
2023-03-17,83.13186813186813
2023-03-18,72.37362637362637
2023-03-19,79.21978021978022
2023-03-20,88.02197802197801
2023-03-21,88.02197802197801
2023-03-22,88.02197802197801
2023-03-23,86.06593406593406
2023-03-24,89.0
2023-03-25,74.32967032967032
2023-03-26,81.17582417582418
2023-03-27,89.0
2023-03-28,87.04395604395604
2023-03-29,85.08791208791209
2023-03-30,84.1098901098901
2023-03-31,81.17582417582418
2023-04-01,71.3956043956044
2023-04-02,76.28571428571428
2023-04-03,84.1098901098901
2023-04-04,84.1098901098901
2023-04-05,83.13186813186813
2023-04-06,86.06593406593406
2023-04-07,80.19780219780219
2023-04-08,75.3076923076923
2023-04-09,67.48351648351648
2023-04-10,83.13186813186813
2023-04-11,84.1098901098901
2023-04-12,84.1098901098901
2023-04-13,82.15384615384615
2023-04-14,78.24175824175823
2023-04-15,64.54945054945054
2023-04-16,71.3956043956044
2023-04-17,83.13186813186813
2023-04-18,83.13186813186813
2023-04-19,85.08791208791209
2023-04-20,84.1098901098901
2023-04-21,79.21978021978022
2023-04-22,71.3956043956044
2023-04-23,74.32967032967032
2023-04-24,86.06593406593406
2023-04-25,82.15384615384615
2023-04-26,82.31540498180306
2023-04-27,81.3577748802366
2023-04-28,81.3577748802366
2023-04-29,76.10100525984893
2023-04-30,84.71967617394692
2023-05-01,93.80696620060036
2023-05-02,86.63493637707981
2023-05-03,84.23066518493593
2023-05-04,87.10355548963527
2023-05-05,78.01626546298182
2023-05-06,65.56707414261805
2023-05-07,71.31285475201672
2023-05-08,87.59256647864626
2023-05-09,83.27303508336949
2023-05-10,83.27303508336949
2023-05-11,78.97389556454826
2023-05-12,83.27303508336949
2023-05-13,69.39759454888383
2023-05-14,65.56707414261805
2023-05-15,83.27303508336949
2023-05-16,85.67730627551336
2023-05-17,80.88915576768116
2023-05-18,85.67730627551336
2023-05-19,78.01626546298182
2023-05-20,65.56707414261805
2023-05-21,65.56707414261805
2023-05-22,81.3577748802366
2023-05-23,82.31540498180306
2023-05-24,80.88915576768116
2023-05-25,83.76204607238049
2023-05-26,74.97905800887268
2023-05-27,68.41839043309632
2023-05-28,68.41839043309632
2023-05-29,69.35562865820722
2023-05-30,83.41420203487085
2023-05-31,80.60248735953813
2023-06-01,81.53972558464903
2023-06-02,74.97905800887268
2023-06-03,74.04181978376177
2023-06-04,74.97905800887268
2023-06-05,86.22591671020358
2023-06-06,86.22591671020358
2023-06-07,83.41420203487085
2023-06-08,75.91629623398359
2023-06-09,74.04181978376177
2023-06-10,72.16734333353995
2023-06-11,71.23010510842904
2023-06-12,82.47696380975995
2023-06-13,89.97486961064722
2023-06-14,84.35144025998176
2023-06-15,81.53972558464903
2023-06-16,74.04181978376177
2023-06-17,63.73219930754178
2023-06-18,71.23010510842904
2023-06-19,79.66524913442723
2023-06-20,81.53972558464903
2023-06-21,80.60248735953813
2023-06-22,77.79077268420541
2023-06-23,79.66524913442723
2023-06-24,65.6066757577636
2023-06-25,71.23010510842904
2023-06-26,81.53972558464903
2023-06-27,81.53972558464903
2023-06-28,78.72801090931631
2023-06-29,77.79077268420541
2023-06-30,70.29286688331814
2023-07-01,69.35562865820722
2023-07-02,68.41839043309632
2023-07-03,76.85353445909449
2023-07-04,70.29286688331814
2023-07-05,71.23010510842904
2023-07-06,80.60248735953813
2023-07-07,80.60248735953813
2023-07-08,73.10458155865086
2023-07-09,66.5439139828745
2023-07-10,73.10458155865086
2023-07-11,74.97905800887268
2023-07-12,74.04181978376177
2023-07-13,72.16734333353995
2023-07-14,74.04181978376177
2023-07-15,65.6066757577636
2023-07-16,67.48115220798542
2023-07-17,74.97905800887268
2023-07-18,71.23010510842904
2023-07-19,73.10458155865086
2023-07-20,73.10458155865086
2023-07-21,60.92048463220905
2023-07-22,60.92048463220905
2023-07-23,65.6066757577636
2023-07-24,68.41839043309632
2023-07-25,78.72801090931631
2023-07-26,70.29286688331814
2023-07-27,73.10458155865086
2023-07-28,60.92048463220905
2023-07-29,62.794961082430866
2023-07-30,61.85772285731996
2023-07-31,70.29286688331814
2023-08-01,72.16734333353995
2023-08-02,73.10458155865086
2023-08-03,72.16734333353995
2023-08-04,72.16734333353995
2023-08-05,66.5439139828745
2023-08-06,65.6066757577636
2023-08-07,73.10458155865086
2023-08-08,79.66524913442723
2023-08-09,78.72801090931631
2023-08-10,76.85353445909449
2023-08-11,75.91629623398359
2023-08-12,65.6066757577636
2023-08-13,67.48115220798542
2023-08-14,79.66524913442723
2023-08-15,74.04181978376177
2023-08-16,77.79077268420541
2023-08-17,80.60248735953813
2023-08-18,81.53972558464903
2023-08-19,65.6066757577636
2023-08-20,69.35562865820722
2023-08-21,80.60248735953813
2023-08-22,85.28867848509267
2023-08-23,81.53972558464903
2023-08-24,82.47696380975995
2023-08-25,80.60248735953813
2023-08-26,73.10458155865086
2023-08-27,74.97905800887268
2023-08-28,80.60248735953813
2023-08-29,78.72801090931631
2023-08-30,80.60248735953813
2023-08-31,79.66524913442723
2023-09-01,75.91629623398359
2023-09-02,63.73219930754178
2023-09-03,70.29286688331814
2023-09-04,77.79077268420541
2023-09-05,86.22591671020358
2023-09-06,85.28867848509267
2023-09-07,81.53972558464903
2023-09-08,83.41420203487085
2023-09-09,67.48115220798542
2023-09-10,76.85353445909449
2023-09-11,87.1631549353145
2023-09-12,87.1631549353145
2023-09-13,84.35144025998176
2023-09-14,83.41420203487085
2023-09-15,78.72801090931631
2023-09-16,70.29286688331814
2023-09-17,69.35562865820722
2023-09-18,85.28867848509267
2023-09-19,87.1631549353145
2023-09-20,82.47696380975995
2023-09-21,84.35144025998176
2023-09-22,80.60248735953813
2023-09-23,71.23010510842904
2023-09-24,74.97905800887268
2023-09-25,85.28867848509267
2023-09-26,85.28867848509267
2023-09-27,80.60248735953813
2023-09-28,84.35144025998176
2023-09-29,77.79077268420541
2023-09-30,63.73219930754178
2023-10-01,65.6066757577636
2023-10-02,84.35144025998176
2023-10-03,86.22591671020358
2023-10-04,85.28867848509267
2023-10-05,85.28867848509267
2023-10-06,82.47696380975995
2023-10-07,67.48115220798542
2023-10-08,69.35562865820722
2023-10-09,79.66524913442723
2023-10-10,81.53972558464903
2023-10-11,85.28867848509267
2023-10-12,83.41420203487085
2023-10-13,78.72801090931631
2023-10-14,68.41839043309632
2023-10-15,73.10458155865086
2023-10-16,80.60248735953813
2023-10-17,90.91210783575812
2023-10-18,85.28867848509267
2023-10-19,82.47696380975995
2023-10-20,78.72801090931631
2023-10-21,68.41839043309632
2023-10-22,74.04181978376177
2023-10-23,88.1003931604254
2023-10-24,91.84934606086904
2023-10-25,85.28867848509267
2023-10-26,81.53972558464903
2023-10-27,81.53972558464903
2023-10-28,69.35562865820722
2023-10-29,66.5439139828745
2023-10-30,81.53972558464903
2023-10-31,83.41420203487085
2023-11-01,77.79077268420541
2023-11-02,80.60248735953813
2023-11-03,77.79077268420541
2023-11-04,67.48115220798542
2023-11-05,71.23010510842904
2023-11-06,84.35144025998176
2023-11-07,85.28867848509267
2023-11-08,84.35144025998176
2023-11-09,77.79077268420541
2023-11-10,77.79077268420541
2023-11-11,68.41839043309632
2023-11-12,72.16734333353995
2023-11-13,86.22591671020358
2023-11-14,88.1003931604254
2023-11-15,86.22591671020358
2023-11-16,82.47696380975995
2023-11-17,80.60248735953813
2023-11-18,70.29286688331814
2023-11-19,72.16734333353995
2023-11-20,82.47696380975995
2023-11-21,83.41420203487085
2023-11-22,80.60248735953813
2023-11-23,67.48115220798542
2023-11-24,60.92048463220905
2023-11-25,64.66943753265268
2023-11-26,66.5439139828745
2023-11-27,80.60248735953813
2023-11-28,84.35144025998176
2023-11-29,80.60248735953813
2023-11-30,78.72801090931631
2023-12-01,78.72801090931631
2023-12-02,69.35562865820722
2023-12-03,68.41839043309632
2023-12-04,83.41420203487085
2023-12-05,85.28867848509267
2023-12-06,84.35144025998176
2023-12-07,83.41420203487085
2023-12-08,83.41420203487085
2023-12-09,78.72801090931631
2023-12-10,82.47696380975995
2023-12-11,85.28867848509267
2023-12-12,83.41420203487085
2023-12-13,89.0376313855363
2023-12-14,77.79077268420541
2023-12-15,77.79077268420541
2023-12-16,66.5439139828745
2023-12-17,65.6066757577636
2023-12-18,75.91629623398359
2023-12-19,82.47696380975995
2023-12-20,79.66524913442723
2023-12-21,75.91629623398359
2023-12-22,65.77605615989208
2023-12-23,65.77605615989208
2023-12-24,65.77605615989208
2023-12-25,64.85575597499401
2023-12-26,68.08527564224366
2023-12-27,78.19163963590947
2023-12-28,77.73995856356686
2023-12-29,73.13845763907656
2023-12-30,65.77605615989208
2023-12-31,72.2181574541785
2024-01-01,68.08527564224366
2024-01-02,83.26175967295524
2024-01-03,85.10236004275134
2024-01-04,80.50085911826105
2024-01-05,78.66025874846491
2024-01-06,73.60707675163201
2024-01-07,73.13845763907656
2024-01-08,80.50085911826105
2024-01-09,86.94296041254748
2024-01-10,86.94296041254748
2024-01-11,85.55404111509395
2024-01-12,81.4211593031591
2024-01-13,71.29785726928043
2024-01-14,71.29785726928043
2024-01-15,74.97905800887268
2024-01-16,80.95254019060366
2024-01-17,90.15554203958426
2024-01-18,79.580558933363
2024-01-19,81.4211593031591
2024-01-20,74.97905800887268
2024-01-21,72.26897157481704
2024-01-22,86.72276588978045
2024-01-23,81.30259302166917
2024-01-24,88.52949017915088
2024-01-25,84.91604160041003
2024-01-26,75.88242015355789
2024-01-27,64.13871227265012
2024-01-28,62.331987983279696
2024-01-29,78.59250658761353
2024-01-30,85.81940374509524
2024-01-31,83.1093173110396
2024-02-01,83.1093173110396
2024-02-02,81.30259302166917
2024-02-03,64.13871227265012
2024-02-04,71.36560943013183
2024-02-05,76.7857822982431
2024-02-06,84.91604160041003
2024-02-07,84.91604160041003
2024-02-08,82.20595516635439
2024-02-09,80.39923087698396
2024-02-10,65.04207441733534
2024-02-11,65.94543656202055
2024-02-12,74.97905800887268
2024-02-13,83.1093173110396
2024-02-14,78.59250658761353
2024-02-15,70.46224728544662
2024-02-16,71.36560943013183
2024-02-17,62.331987983279696
2024-02-18,70.46224728544662
2024-02-19,79.49586873229875
2024-02-20,80.39923087698396
2024-02-21,79.49586873229875
2024-02-22,73.17233371950226
2024-02-23,73.17233371950226
2024-02-24,61.428625838594485
2024-02-25,65.94543656202055
2024-02-26,72.26897157481704
2024-02-27,72.26897157481704
2024-02-28,75.88242015355789
2024-02-29,73.17233371950226
2024-03-01,71.36560943013183
2024-03-02,63.235350127964914
2024-03-03,64.13871227265012
2024-03-04,73.17233371950226
2024-03-05,77.68914444292832
2024-03-06,74.07569586418747
2024-03-07,72.26897157481704
2024-03-08,67.75216085139098
2024-03-09,60.525263693909274
2024-03-10,63.235350127964914
2024-03-11,69.5588851407614
2024-03-12,69.5588851407614
2024-03-13,69.5588851407614
2024-03-14,70.46224728544662
2024-03-15,69.5588851407614
2024-03-16,58.718539404538845
2024-03-17,60.525263693909274
2024-03-18,71.36560943013183
2024-03-19,75.88242015355789
2024-03-20,69.5588851407614
2024-03-21,71.36560943013183
2024-03-22,68.65552299607619
2024-03-23,54.20172868111278
2024-03-24,61.428625838594485
2024-03-25,67.75216085139098
2024-03-26,74.07569586418747
2024-03-27,72.26897157481704
2024-03-28,66.84879870670576
2024-03-29,64.13871227265012
2024-03-30,61.428625838594485
2024-03-31,56.91181511516842
2024-04-01,68.65552299607619
2024-04-02,69.5588851407614
2024-04-03,72.26897157481704
2024-04-04,63.235350127964914
2024-04-05,69.5588851407614
2024-04-06,58.718539404538845
2024-04-07,59.62190154922406
2024-04-08,63.235350127964914
2024-04-09,71.36560943013183
2024-04-10,74.07569586418747
2024-04-11,68.65552299607619
2024-04-12,70.46224728544662
2024-04-13,57.815177259853634
2024-04-14,59.62190154922406
2024-04-15,67.75216085139098
2024-04-16,75.88242015355789
2024-04-17,71.36560943013183
2024-04-18,70.46224728544662
2024-04-19,66.84879870670576
2024-04-20,63.235350127964914
2024-04-21,67.75216085139098
2024-04-22,73.17233371950226
2024-04-23,70.46224728544662
2024-04-24,71.36560943013183
2024-04-25,71.36560943013183
2024-04-26,73.17233371950226
2024-04-27,61.428625838594485
2024-04-28,63.235350127964914
2024-04-29,67.75216085139098
2024-04-30,73.17233371950226
2024-05-01,72.26897157481704
2024-05-02,70.46224728544662
2024-05-03,67.75216085139098
2024-05-04,54.20172868111278
2024-05-05,65.94543656202055
2024-05-06,76.7857822982431
2024-05-07,73.17233371950226
2024-05-08,71.36560943013183
2024-05-09,72.26897157481704
2024-05-10,66.84879870670576
2024-05-11,57.815177259853634
2024-05-12,59.62190154922406
2024-05-13,72.26897157481704
2024-05-14,76.7857822982431
2024-05-15,72.26897157481704
2024-05-16,64.13871227265012
2024-05-17,65.94543656202055
2024-05-18,60.525263693909274
2024-05-19,59.62190154922406
2024-05-20,65.94543656202055
2024-05-21,70.46224728544662
2024-05-22,66.84879870670576
2024-05-23,66.84879870670576
2024-05-24,65.04207441733534
2024-05-25,58.718539404538845
2024-05-26,56.91181511516842
2024-05-27,59.62190154922406
2024-05-28,65.04207441733534
2024-05-29,68.65552299607619
2024-05-30,66.84879870670576
2024-05-31,63.235350127964914
2024-06-01,59.62190154922406
2024-06-02,59.62190154922406
2024-06-03,68.65552299607619
2024-06-04,67.75216085139098
2024-06-05,71.36560943013183
2024-06-06,61.428625838594485
2024-06-07,56.008452970483205
2024-06-08,56.91181511516842
2024-06-09,58.718539404538845
2024-06-10,72.26897157481704
2024-06-11,76.7857822982431
2024-06-12,74.07569586418747
2024-06-13,65.94543656202055
2024-06-14,61.428625838594485
2024-06-15,58.718539404538845
2024-06-16,59.62190154922406
2024-06-17,65.94543656202055
2024-06-18,65.04207441733534
2024-06-19,61.428625838594485
2024-06-20,56.91181511516842
2024-06-21,59.62190154922406
2024-06-22,56.008452970483205
2024-06-23,54.20172868111278
2024-06-24,65.94543656202055
2024-06-25,63.235350127964914
2024-06-26,60.525263693909274
2024-06-27,62.331987983279696
2024-06-28,56.91181511516842
2024-06-29,55.105090825797994
2024-06-30,56.008452970483205
2024-07-01,61.428625838594485
2024-07-02,64.13871227265012
2024-07-03,60.525263693909274
2024-07-04,56.008452970483205
2024-07-05,57.815177259853634
2024-07-06,59.62190154922406
2024-07-07,58.718539404538845
2024-07-08,61.428625838594485
2024-07-09,60.525263693909274
2024-07-10,65.94543656202055
2024-07-11,65.94543656202055
2024-07-12,60.525263693909274
2024-07-13,55.105090825797994
2024-07-14,55.105090825797994
2024-07-15,61.428625838594485
2024-07-16,66.84879870670576
2024-07-17,61.428625838594485
2024-07-18,62.331987983279696
2024-07-19,59.62190154922406
2024-07-20,57.815177259853634
2024-07-21,56.91181511516842
2024-07-22,64.13871227265012
2024-07-23,67.75216085139098
2024-07-24,65.04207441733534
2024-07-25,66.84879870670576
2024-07-26,58.718539404538845
2024-07-27,56.008452970483205
2024-07-28,60.525263693909274
2024-07-29,62.331987983279696
2024-07-30,65.04207441733534
2024-07-31,63.235350127964914
2024-08-01,64.13871227265012
2024-08-02,62.331987983279696
2024-08-03,59.62190154922406
2024-08-04,58.718539404538845
2024-08-05,65.04207441733534
2024-08-06,69.5588851407614
2024-08-07,69.5588851407614
2024-08-08,66.84879870670576
2024-08-09,63.235350127964914
2024-08-10,61.428625838594485
2024-08-11,67.75216085139098
2024-08-12,71.36560943013183
2024-08-13,74.07569586418747
2024-08-14,72.26897157481704
2024-08-15,73.17233371950226
2024-08-16,70.46224728544662
2024-08-17,60.525263693909274
2024-08-18,65.9649800175556
2024-08-19,77.41299087122843
2024-08-20,77.87767061399666
2024-08-21,78.32935168633927
2024-08-22,72.37950572333156
2024-08-23,74.21222735355326
2024-08-24,62.2995367571122
2024-08-25,69.630423277999
2024-08-26,81.54311387444007
2024-08-27,83.82751657700437
2024-08-28,81.99479494678268
2024-08-29,78.32935168633927
2024-08-30,73.29586653844241
2024-08-31,55.88501105133625
2024-09-01,64.1322583873339
2024-09-02,70.08210435034161
2024-09-03,77.41299087122843
2024-09-04,81.99479494678268
2024-09-05,81.99479494678268
2024-09-06,74.21222735355326
2024-09-07,63.21589757222306
2024-09-08,65.04861920244475
2024-09-09,80.16207331656096
2024-09-10,80.62675305932922
2024-09-11,79.71039224421835
2024-09-12,79.71039224421835
2024-09-13,74.21222735355326
2024-09-14,62.2995367571122
2024-09-15,65.9649800175556
2024-09-16,82.45947468955092
2024-09-17,79.92491575613798
2024-09-18,82.71299421274745
2024-09-19,71.56068038630958
2024-09-20,71.56068038630958
2024-09-21,64.12580450201769
2024-09-22,65.98452347309066
2024-09-23,84.57171318382042
2024-09-24,82.71299421274745
2024-09-25,83.64235369828394
2024-09-26,80.85427524167447
2024-09-27,68.77260192970013
