Time,shein
2025-12-11,59
2025-12-12,54
2025-12-13,58
2025-12-14,57
2025-12-15,53
2025-12-16,53
2025-12-17,48
2025-12-18,49
2025-12-19,49
2025-12-20,51
2025-12-21,48
2025-12-22,48
2025-12-23,47
2025-12-24,45
2025-12-25,48
2025-12-26,59
2025-12-27,54
2025-12-28,55
2025-12-29,57
2025-12-30,53
2025-12-31,49
2026-01-01,46
2026-01-02,52
2026-01-03,60
2026-01-04,58
2026-01-05,56
2026-01-06,54
2026-01-07,54
2026-01-08,53
2026-01-09,53
2026-01-10,56
2026-01-11,64
2026-01-12,59
2026-01-13,58
2026-01-14,56
2026-01-15,56
2026-01-16,56
2026-01-17,59
2026-01-18,62
2026-01-19,69
2026-01-20,56
2026-01-21,58
2026-01-22,56
2026-01-23,53
2026-01-24,59
2026-01-25,68
2026-01-26,69
2026-01-27,66
2026-01-28,60
2026-01-29,63
2026-01-30,58
2026-01-31,57
2026-02-01,68
2026-02-02,69
2026-02-03,58
2026-02-04,59
2026-02-05,55
2026-02-06,53
2026-02-07,57
2026-02-08,58
2026-02-09,50
2026-02-10,57
2026-02-11,55
2026-02-12,53
2026-02-13,51
2026-02-14,53
2026-02-15,57
2026-02-16,68
2026-02-17,61
2026-02-18,55
2026-02-19,60
2026-02-20,59
2026-02-21,64
2026-02-22,76
2026-02-23,79
2026-02-24,73
2026-02-25,71
2026-02-26,71
2026-02-27,66
2026-02-28,69
2026-03-01,72
2026-03-02,76
2026-03-03,75
2026-03-04,72
2026-03-05,76
2026-03-06,70
2026-03-07,69
2026-03-08,79
2026-03-09,85
2026-03-10,79
2026-03-11,75
2026-03-12,74
2026-03-13,77
2026-03-14,73
2026-03-15,83
2026-03-16,84
2026-03-17,77
2026-03-18,71
2026-03-19,73
2026-03-20,67
2026-03-21,70
2026-03-22,83
2026-03-23,82
2026-03-24,75
2026-03-25,75
2026-03-26,67
2026-03-27,66
2026-03-28,69
2026-03-29,84
2026-03-30,81
2026-03-31,79
2026-04-01,74
2026-04-02,78
2026-04-03,78
2026-04-04,75
2026-04-05,83
2026-04-06,87
2026-04-07,84
2026-04-08,89
2026-04-09,90
2026-04-10,86
2026-04-11,84
2026-04-12,100
2026-04-13,91
2026-04-14,84
2026-04-15,78
2026-04-16,85
2026-04-17,81
2026-04-18,76
2026-04-19,91
2026-04-20,79
2026-04-21,82
2026-04-22,78
2026-04-23,82
2026-04-24,71
2026-04-25,72
2026-04-26,82
2026-04-27,81
2026-04-28,76
2026-04-29,73
2026-04-30,73
2026-05-01,64
2026-05-02,69
2026-05-03,72
2026-05-04,72
2026-05-05,64
2026-05-06,69
2026-05-07,68
2026-05-08,61
2026-05-09,65
2026-05-10,69
2026-05-11,72
2026-05-12,75
2026-05-13,80
2026-05-14,74
2026-05-15,72
2026-05-16,75
2026-05-17,97
2026-05-18,89
2026-05-19,86
2026-05-20,78
2026-05-21,74
2026-05-22,71
2026-05-23,70
2026-05-24,76
2026-05-25,83
2026-05-26,74
2026-05-27,70
2026-05-28,73
2026-05-29,67
2026-05-30,69
2026-05-31,77
