k,inertia,silhouette,davies_bouldin,is_elbow_k,selected_k
2,136.52869961194367,0.34907892462131923,1.049181865673999,False,True
3,106.37789750352961,0.29537515432503897,1.2178803869823562,False,False
4,78.73541896913872,0.339040550108456,0.9124218922403399,False,False
5,61.99723769706265,0.3376760447095368,0.9158869190445025,True,False
6,53.65019998057203,0.2881258967479256,1.0039078762493419,False,False
7,47.32803462952593,0.28160200111698336,1.0605383144820564,False,False
8,43.16459724123863,0.2590448690665475,1.0808130560298723,False,False
9,40.171632339151294,0.2607445210212205,1.1171154989019703,False,False
10,37.56245592806215,0.26268285788295515,1.1014657155093437,False,False
