,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12
election,1.6185897435897436,1.5480769230769231,1.4799679487179487,1.4054487179487178,1.3677884615384615,1.3798076923076923,1.3774038461538463,1.3774038461538463,1.391025641025641,1.4399038461538463,1.4639423076923077,1.5056089743589745
election_2024,1.0825320512820513,1.0689102564102564,1.108974358974359,1.142628205128205,1.2451923076923077,1.3782051282051282,1.4383012820512822,1.5536858974358974,1.78125,1.9190705128205128,1.9783653846153846,2.0560897435897436
election_map,1.3637820512820513,1.3661858974358974,1.345352564102564,1.2772435897435896,1.3205128205128205,1.3838141025641026,1.4054487179487178,1.4543269230769231,1.4663461538461537,1.482371794871795,1.4503205128205128,1.4110576923076923
election_polls,1.1081730769230769,1.1530448717948718,1.1514423076923077,1.172275641025641,1.1786858974358974,1.2243589743589745,1.2532051282051282,1.34375,1.3669871794871795,1.5280448717948718,1.577724358974359,1.6522435897435896
election_results,1.4559294871794872,1.4190705128205128,1.388621794871795,1.3485576923076923,1.296474358974359,1.2612179487179487,1.2435897435897436,1.2219551282051282,1.2740384615384615,1.3549679487179487,1.4503205128205128,1.513621794871795
election_results_2022,1.2804487179487178,1.2283653846153846,1.2259615384615385,1.205128205128205,1.2379807692307692,1.2940705128205128,1.3581730769230769,1.3950320512820513,1.4831730769230769,1.5985576923076923,1.7091346153846154,1.8325320512820513
election_results_2024,1.1354166666666667,1.1506410256410255,1.2067307692307692,1.2780448717948718,1.3028846153846154,1.3373397435897436,1.3309294871794872,1.3798076923076923,1.4911858974358974,1.5600961538461537,1.6033653846153846,1.6442307692307692
election_results_so_far,1.2219551282051282,1.2227564102564104,1.2283653846153846,1.2227564102564104,1.2283653846153846,1.2211538461538463,1.2251602564102564,1.220352564102564,1.2588141025641026,1.3181089743589745,1.2868589743589745,1.2860576923076923
elections,1.2860576923076923,1.2564102564102564,1.2604166666666667,1.251602564102564,1.2772435897435896,1.3068910256410255,1.2780448717948718,1.2996794871794872,1.3557692307692308,1.4254807692307692,1.4294871794871795,1.452724358974359
electoral_map,1.0272435897435896,1.0440705128205128,1.1065705128205128,1.172275641025641,1.2211538461538463,1.3677884615384615,1.4815705128205128,1.5512820512820513,1.6554487179487178,1.6618589743589745,1.6666666666666667,1.6907051282051282
electoral_votes,1.2211538461538463,1.2379807692307692,1.2532051282051282,1.2524038461538463,1.328525641025641,1.4334935897435896,1.4919871794871795,1.5544871794871795,1.6362179487179487,1.6290064102564104,1.6370192307692308,1.5905448717948718
electoral_votes_by_state,1.5088141025641026,1.4959935897435896,1.4879807692307692,1.4455128205128205,1.3942307692307692,1.4254807692307692,1.4663461538461537,1.483974358974359,1.5344551282051282,1.5737179487179487,1.59375,1.611378205128205
email,1.4487179487179487,1.4607371794871795,1.4743589743589745,1.482371794871795,1.4655448717948718,1.4887820512820513,1.4943910256410255,1.4951923076923077,1.5184294871794872,1.5528846153846154,1.5913461538461537,1.6690705128205128
english_to_spanish,1.6778846153846154,1.6033653846153846,1.5584935897435896,1.547275641025641,1.544871794871795,1.517628205128205,1.5216346153846154,1.5128205128205128,1.4711538461538463,1.3974358974358974,1.3084935897435896,1.2732371794871795
epic,1.467147435897436,1.4607371794871795,1.4591346153846154,1.4855769230769231,1.4815705128205128,1.4951923076923077,1.5440705128205128,1.6025641025641026,1.6145833333333333,1.623397435897436,1.623397435897436,1.6258012820512822
espn,1.576121794871795,1.5112179487179487,1.4591346153846154,1.4647435897435896,1.4807692307692308,1.516025641025641,1.5456730769230769,1.5705128205128205,1.5168269230769231,1.4415064102564104,1.4118589743589745,1.3661858974358974
evan_peters,1.8181089743589745,1.6818910256410255,1.5713141025641026,1.4975961538461537,1.467147435897436,1.4310897435897436,1.3830128205128205,1.3645833333333333,1.3365384615384615,1.2043269230769231,1.1209935897435896,1.1185897435897436
everything_everywhere_all_at_once,2.0713141025641026,1.9206730769230769,1.8445512820512822,1.6818910256410255,1.4919871794871795,1.375,1.2780448717948718,1.2251602564102564,1.2123397435897436,1.1530448717948718,1.0056089743589745,0.9527243589743589
excessive_heat_warning,1.4679487179487178,1.5008012820512822,1.5392628205128205,1.5560897435897436,1.5544871794871795,1.5384615384615385,1.498397435897436,1.4647435897435896,1.421474358974359,1.407852564102564,1.4070512820512822,1.3974358974358974
ezra_miller,1.7876602564102564,1.7764423076923077,1.7379807692307692,1.6370192307692308,1.5392628205128205,1.4519230769230769,1.375,1.2804487179487178,1.2387820512820513,1.2179487179487178,1.1674679487179487,1.1258012820512822
facebook,2.4743589743589745,2.3197115384615383,2.139423076923077,1.9567307692307692,1.8100961538461537,1.5881410256410255,1.3958333333333333,1.1754807692307692,0.9831730769230769,0.7339743589743589,0.6105769230769231,0.49599358974358976
facebook_login,2.5064102564102564,2.421474358974359,2.3565705128205128,2.203525641025641,1.9775641025641026,1.7099358974358974,1.4254807692307692,1.1642628205128205,0.8814102564102564,0.6618589743589743,0.4094551282051282,0.23076923076923078
father_s_day_2022,1.4439102564102564,1.4407051282051282,1.4399038461538463,1.40625,1.3798076923076923,1.294871794871795,1.2908653846153846,1.2868589743589745,1.2932692307692308,1.2868589743589745,1.3100961538461537,1.2924679487179487
fathers_day,1.1650641025641026,1.236378205128205,1.2467948717948718,1.266025641025641,1.2748397435897436,1.2403846153846154,1.2195512820512822,1.2788461538461537,1.3669871794871795,1.501602564102564,1.560897435897436,1.6466346153846154
fedex_tracking,1.7091346153846154,1.6746794871794872,1.6209935897435896,1.5673076923076923,1.5352564102564104,1.4631410256410255,1.407852564102564,1.345352564102564,1.3060897435897436,1.2844551282051282,1.266025641025641,1.2411858974358974
feliz_dia_de_la_madre,1.2139423076923077,1.2043269230769231,1.2099358974358974,1.2043269230769231,1.1730769230769231,1.15625,1.15625,1.1602564102564104,1.15625,1.1602564102564104,1.15625,1.1850961538461537
fidelity,1.3717948717948718,1.3790064102564104,1.3894230769230769,1.3870192307692308,1.3958333333333333,1.4383012820512822,1.4655448717948718,1.470352564102564,1.5208333333333333,1.5769230769230769,1.6394230769230769,1.6955128205128205
fidelity_login,1.5240384615384615,1.5024038461538463,1.4815705128205128,1.4599358974358974,1.4647435897435896,1.4807692307692308,1.4727564102564104,1.4623397435897436,1.4919871794871795,1.5288461538461537,1.5432692307692308,1.5841346153846154
flights,1.4487179487179487,1.4615384615384615,1.4342948717948718,1.4270833333333333,1.4086538461538463,1.388621794871795,1.3709935897435896,1.3982371794871795,1.4495192307692308,1.5512820512820513,1.640224358974359,1.7115384615384615
florida_basketball,1.6706730769230769,1.5961538461538463,1.513621794871795,1.467147435897436,1.4375,1.419871794871795,1.4366987179487178,1.46875,1.4759615384615385,1.5032051282051282,1.5456730769230769,1.5368589743589745
florida_hurricane,1.0600961538461537,1.109775641025641,1.2147435897435896,1.3004807692307692,1.3557692307692308,1.3990384615384615,1.4022435897435896,1.4086538461538463,1.455128205128205,1.4439102564102564,1.4855769230769231,1.4815705128205128
food_near_me,1.8357371794871795,1.8084935897435896,1.7628205128205128,1.6963141025641026,1.6009615384615385,1.5208333333333333,1.4270833333333333,1.3774038461538463,1.3116987179487178,1.2852564102564104,1.2700320512820513,1.2459935897435896
fox_news,1.9022435897435896,1.8517628205128205,1.7475961538461537,1.6730769230769231,1.6370192307692308,1.5384615384615385,1.4407051282051282,1.2956730769230769,1.2307692307692308,1.2003205128205128,1.1346153846153846,1.0504807692307692
fox_news_election_results,1.3413461538461537,1.310897435897436,1.3052884615384615,1.2692307692307692,1.2491987179487178,1.2491987179487178,1.2532051282051282,1.217147435897436,1.2299679487179487,1.2644230769230769,1.3149038461538463,1.2996794871794872
freeze_warning,1.4647435897435896,1.4118589743589745,1.3942307692307692,1.3942307692307692,1.3918269230769231,1.4519230769230769,1.4639423076923077,1.467147435897436,1.4639423076923077,1.4471153846153846,1.4455128205128205,1.4967948717948718
ftx,1.8958333333333333,1.765224358974359,1.607371794871795,1.5408653846153846,1.4631410256410255,1.4166666666666667,1.3389423076923077,1.3068910256410255,1.2451923076923077,1.2283653846153846,1.1538461538461537,1.078525641025641
full_moon_june_2022,1.1791907514450868,1.19364161849711,1.2003853564547207,1.1955684007707128,1.2109826589595376,1.1820809248554913,1.1502890173410405,1.1551059730250481,1.1242774566473988,1.0934489402697496,1.1030828516377649,1.1233140655105973
gabby_thomas,1.4711538461538463,1.4206730769230769,1.3966346153846154,1.3477564102564104,1.357371794871795,1.3389423076923077,1.3012820512820513,1.279647435897436,1.297275641025641,1.3525641025641026,1.3533653846153846,1.3838141025641026
games,1.3645833333333333,1.3629807692307692,1.3838141025641026,1.3950320512820513,1.4038461538461537,1.4326923076923077,1.5048076923076923,1.5841346153846154,1.6129807692307692,1.6081730769230769,1.5993589743589745,1.5841346153846154
gamestop,1.611378205128205,1.5625,1.5008012820512822,1.4383012820512822,1.4423076923076923,1.4278846153846154,1.4383012820512822,1.451121794871795,1.4246794871794872,1.4094551282051282,1.3806089743589745,1.3028846153846154
georgia_election_results,1.2716346153846154,1.2371794871794872,1.2283653846153846,1.233974358974359,1.2211538461538463,1.220352564102564,1.2163461538461537,1.2147435897435896,1.25,1.298878205128205,1.3173076923076923,1.3197115384615385
gimkit,1.3197115384615385,1.3405448717948718,1.3477564102564104,1.4006410256410255,1.4342948717948718,1.46875,1.532852564102564,1.5913461538461537,1.6322115384615385,1.6314102564102564,1.6354166666666667,1.6594551282051282
gmail,1.46875,1.4895833333333333,1.5096153846153846,1.5416666666666667,1.548878205128205,1.5576923076923077,1.5881410256410255,1.5833333333333333,1.5705128205128205,1.5432692307692308,1.5304487179487178,1.5184294871794872
gold_price_today,0.7251602564102564,0.8309294871794872,0.9150641025641025,0.9887820512820513,1.0849358974358974,1.2764423076923077,1.4415064102564104,1.608974358974359,1.8157051282051282,1.986378205128205,2.1979166666666665,2.342948717948718
golden_state_warriors,1.6506410256410255,1.6177884615384615,1.595352564102564,1.5713141025641026,1.5384615384615385,1.4895833333333333,1.4463141025641026,1.4567307692307692,1.4487179487179487,1.392628205128205,1.328525641025641,1.2924679487179487
google,1.6770833333333333,1.6041666666666667,1.5713141025641026,1.5432692307692308,1.5248397435897436,1.5272435897435896,1.5416666666666667,1.4975961538461537,1.4647435897435896,1.4342948717948718,1.4070512820512822,1.3725961538461537
google_calendar,1.5264423076923077,1.5072115384615385,1.516025641025641,1.5480769230769231,1.5512820512820513,1.547275641025641,1.5376602564102564,1.4911858974358974,1.4615384615384615,1.4350961538461537,1.4030448717948718,1.392628205128205
google_classroom,1.7596153846153846,1.673878205128205,1.608974358974359,1.6041666666666667,1.5865384615384615,1.5633012820512822,1.53125,1.4767628205128205,1.4182692307692308,1.3830128205128205,1.3269230769230769,1.2596153846153846
google_docs,1.6378205128205128,1.5705128205128205,1.5368589743589745,1.5168269230769231,1.486378205128205,1.4943910256410255,1.5008012820512822,1.513621794871795,1.5032051282051282,1.4583333333333333,1.4110576923076923,1.3629807692307692
google_drive,1.75,1.6522435897435896,1.6025641025641026,1.5592948717948718,1.4959935897435896,1.4959935897435896,1.5072115384615385,1.4791666666666667,1.4262820512820513,1.3846153846153846,1.3389423076923077,1.3068910256410255
google_finance,1.7580128205128205,1.7419871794871795,1.7091346153846154,1.6883012820512822,1.6362179487179487,1.5568910256410255,1.4615384615384615,1.3669871794871795,1.3020833333333333,1.2379807692307692,1.1826923076923077,1.1690705128205128
google_flights,1.5713141025641026,1.5689102564102564,1.560897435897436,1.517628205128205,1.4815705128205128,1.4294871794871795,1.4166666666666667,1.3998397435897436,1.4286858974358974,1.4951923076923077,1.5480769230769231,1.5689102564102564
google_maps,1.814102564102564,1.8068910256410255,1.8004807692307692,1.7772435897435896,1.6915064102564104,1.6049679487179487,1.5256410256410255,1.4366987179487178,1.3830128205128205,1.3373397435897436,1.3133012820512822,1.2956730769230769
google_sheets,1.5512820512820513,1.5528846153846154,1.5616987179487178,1.5536858974358974,1.5264423076923077,1.547275641025641,1.5424679487179487,1.5024038461538463,1.4751602564102564,1.467147435897436,1.4463141025641026,1.422275641025641
google_slides,1.6466346153846154,1.6017628205128205,1.564102564102564,1.5456730769230769,1.5,1.4935897435897436,1.5128205128205128,1.5032051282051282,1.4831730769230769,1.4695512820512822,1.4350961538461537,1.404647435897436
google_translate,1.8429487179487178,1.7139423076923077,1.6065705128205128,1.5240384615384615,1.4959935897435896,1.4647435897435896,1.4807692307692308,1.4775641025641026,1.4447115384615385,1.3645833333333333,1.2564102564102564,1.1626602564102564
green_bay_packers,1.4903846153846154,1.4479166666666667,1.4399038461538463,1.4455128205128205,1.467147435897436,1.484775641025641,1.5072115384615385,1.5424679487179487,1.5272435897435896,1.4871794871794872,1.4623397435897436,1.4447115384615385
groundhog_day,1.0689102564102564,1.0657051282051282,1.141025641025641,1.233974358974359,1.3213141025641026,1.404647435897436,1.5024038461538463,1.5665064102564104,1.6193910256410255,1.6786858974358974,1.6947115384615385,1.7075320512820513
groundhog_day_2023,1.3015414258188824,1.2109826589595376,1.2023121387283238,1.2177263969171483,1.2157996146435452,1.211946050096339,1.2215799614643545,1.2591522157996147,1.3121387283236994,1.329479768786127,1.3391136801541426,1.3458574181117533
gymnastics_rings_olympics,1.233160621761658,1.2150259067357514,1.2202072538860103,1.2538860103626943,1.3005181347150259,1.3005181347150259,1.3005181347150259,1.261658031088083,1.1036269430051813,1.0803108808290156,1.077720207253886,1.0803108808290156
happy_mothers_day,1.1947115384615385,1.1923076923076923,1.1963141025641026,1.1923076923076923,1.1570512820512822,1.1442307692307692,1.1442307692307692,1.1482371794871795,1.1442307692307692,1.1482371794871795,1.1442307692307692,1.1883012820512822
harbor_freight,1.640224358974359,1.6418269230769231,1.6378205128205128,1.608974358974359,1.5504807692307692,1.5040064102564104,1.453525641025641,1.4310897435897436,1.3934294871794872,1.3830128205128205,1.3990384615384615,1.391025641025641
herschel_walker,1.2940705128205128,1.3004807692307692,1.330128205128205,1.4286858974358974,1.5256410256410255,1.5673076923076923,1.5817307692307692,1.5689102564102564,1.5689102564102564,1.5376602564102564,1.483974358974359,1.4503205128205128
hillbilly_elegy,1.8068910256410255,1.7235576923076923,1.6570512820512822,1.6153846153846154,1.5200320512820513,1.419871794871795,1.2876602564102564,1.1899038461538463,1.1530448717948718,1.1185897435897436,1.060897435897436,0.9703525641025641
hobby_lobby,1.422275641025641,1.4182692307692308,1.4334935897435896,1.4431089743589745,1.4350961538461537,1.4743589743589745,1.501602564102564,1.5416666666666667,1.5216346153846154,1.4967948717948718,1.4270833333333333,1.3525641025641026
hogwarts_legacy,1.5552884615384615,1.5064102564102564,1.4318910256410255,1.3325320512820513,1.3293269230769231,1.3205128205128205,1.3501602564102564,1.423878205128205,1.4094551282051282,1.3645833333333333,1.3293269230769231,1.3052884615384615
home_depot,1.810897435897436,1.8189102564102564,1.7980769230769231,1.7564102564102564,1.657852564102564,1.5729166666666667,1.5048076923076923,1.4038461538461537,1.3165064102564104,1.2115384615384615,1.1666666666666667,1.1258012820512822
house_election_results,1.3100961538461537,1.28125,1.298878205128205,1.2740384615384615,1.2708333333333333,1.2524038461538463,1.265224358974359,1.2980769230769231,1.3501602564102564,1.4110576923076923,1.40625,1.4094551282051282
house_of_representatives,1.3918269230769231,1.3758012820512822,1.3125,1.2860576923076923,1.294871794871795,1.3501602564102564,1.3782051282051282,1.3846153846153846,1.40625,1.4383012820512822,1.3878205128205128,1.3181089743589745
house_of_the_dragon,1.4927884615384615,1.4086538461538463,1.3068910256410255,1.2467948717948718,1.2708333333333333,1.3149038461538463,1.4134615384615385,1.4647435897435896,1.4887820512820513,1.4967948717948718,1.5544871794871795,1.6145833333333333
houston_vs_florida,1.3333333333333333,1.3125,1.3269230769230769,1.314102564102564,1.342147435897436,1.359775641025641,1.391025641025641,1.4182692307692308,1.4318910256410255,1.513621794871795,1.5633012820512822,1.6282051282051282
hulu,1.8758012820512822,1.7884615384615385,1.7115384615384615,1.6674679487179487,1.6137820512820513,1.5745192307692308,1.5168269230769231,1.4431089743589745,1.3605769230769231,1.2612179487179487,1.1810897435897436,1.0793269230769231
hurricane,1.248397435897436,1.2179487179487178,1.2524038461538463,1.2980769230769231,1.3317307692307692,1.3709935897435896,1.3725961538461537,1.3790064102564104,1.3806089743589745,1.3485576923076923,1.3269230769230769,1.3092948717948718
hurricane_debby,1.4072681704260652,1.3771929824561404,1.406015037593985,1.3847117794486214,1.3433583959899749,1.3195488721804511,1.2756892230576442,1.2468671679197996,1.236842105263158,1.2243107769423558,1.2568922305764412,1.2894736842105263
hurricane_florida,1.060897435897436,1.108974358974359,1.2147435897435896,1.3004807692307692,1.3565705128205128,1.3998397435897436,1.4030448717948718,1.4094551282051282,1.452724358974359,1.4431089743589745,1.484775641025641,1.4807692307692308
hurricane_ian,1.2852564102564104,1.2451923076923077,1.2996794871794872,1.34375,1.3782051282051282,1.3846153846153846,1.3870192307692308,1.373397435897436,1.3717948717948718,1.3381410256410255,1.2932692307692308,1.2716346153846154
hurricane_ian_tracker,1.2177263969171483,1.216763005780347,1.1926782273603083,1.1897880539499037,1.199421965317919,1.2215799614643545,1.2215799614643545,1.2379576107899808,1.2504816955684008,1.199421965317919,1.197495183044316,1.2341040462427746
hurricane_nicole,1.34375,1.2892628205128205,1.3229166666666667,1.3044871794871795,1.3341346153846154,1.3701923076923077,1.3709935897435896,1.3990384615384615,1.4006410256410255,1.375,1.327724358974359,1.3245192307692308
hurricane_tracker,1.2459935897435896,1.251602564102564,1.2852564102564104,1.3116987179487178,1.3477564102564104,1.3621794871794872,1.3958333333333333,1.4102564102564104,1.3998397435897436,1.3637820512820513,1.3974358974358974,1.4711538461538463
ian,1.3501602564102564,1.328525641025641,1.3758012820512822,1.4094551282051282,1.4471153846153846,1.455128205128205,1.4639423076923077,1.455128205128205,1.4471153846153846,1.4126602564102564,1.3998397435897436,1.3782051282051282
ian_path,1.1955128205128205,1.1955128205128205,1.2179487179487178,1.2115384615384615,1.217147435897436,1.2123397435897436,1.2355769230769231,1.2419871794871795,1.2387820512820513,1.2147435897435896,1.2267628205128205,1.2443910256410255
ikea,1.6017628205128205,1.5584935897435896,1.5616987179487178,1.5544871794871795,1.5224358974358974,1.4927884615384615,1.4407051282051282,1.3950320512820513,1.3725961538461537,1.3525641025641026,1.388621794871795,1.4294871794871795
ime_udoka,1.3918269230769231,1.4030448717948718,1.3966346153846154,1.3878205128205128,1.3854166666666667,1.3725961538461537,1.3693910256410255,1.361378205128205,1.3637820512820513,1.3397435897435896,1.3894230769230769,1.501602564102564
indeed,1.9246794871794872,1.8373397435897436,1.7724358974358974,1.7147435897435896,1.685897435897436,1.6185897435897436,1.5208333333333333,1.388621794871795,1.2644230769230769,1.1498397435897436,1.0993589743589745,1.0320512820512822
indian_wells,1.2371794871794872,1.2403846153846154,1.2107371794871795,1.1802884615384615,1.1842948717948718,1.1810897435897436,1.1810897435897436,1.1842948717948718,1.1810897435897436,1.2251602564102564,1.2403846153846154,1.2475961538461537
ingrid_andress,1.5793269230769231,1.5881410256410255,1.5753205128205128,1.5769230769230769,1.5024038461538463,1.4487179487179487,1.4182692307692308,1.3950320512820513,1.361378205128205,1.3445512820512822,1.2548076923076923,1.2115384615384615
instagram,1.763621794871795,1.767628205128205,1.7475961538461537,1.6370192307692308,1.5272435897435896,1.4487179487179487,1.373397435897436,1.330128205128205,1.2980769230769231,1.2588141025641026,1.2764423076923077,1.2916666666666667
iran,1.5504807692307692,1.5600961538461537,1.5392628205128205,1.4567307692307692,1.4166666666666667,1.375,1.376602564102564,1.373397435897436,1.3485576923076923,1.375,1.3709935897435896,1.3245192307692308
irs,1.6049679487179487,1.5817307692307692,1.5480769230769231,1.4799679487179487,1.4487179487179487,1.4495192307692308,1.4495192307692308,1.4519230769230769,1.486378205128205,1.5360576923076923,1.5857371794871795,1.623397435897436
ixl,1.4102564102564104,1.3998397435897436,1.3918269230769231,1.4142628205128205,1.4318910256410255,1.4599358974358974,1.5200320512820513,1.5544871794871795,1.560897435897436,1.5616987179487178,1.5584935897435896,1.564102564102564
jamie_lee_curtis,1.3581730769230769,1.3846153846153846,1.4639423076923077,1.4631410256410255,1.4503205128205128,1.439102564102564,1.4487179487179487,1.4575320512820513,1.4399038461538463,1.4102564102564104,1.3397435897435896,1.3645833333333333
jd_vance,1.611378205128205,1.516025641025641,1.5168269230769231,1.4935897435897436,1.4447115384615385,1.498397435897436,1.4094551282051282,1.359775641025641,1.294871794871795,1.2131410256410255,1.1105769230769231,1.0673076923076923
jeffrey_dahmer,1.6298076923076923,1.5625,1.4927884615384615,1.4711538461538463,1.4623397435897436,1.4431089743589745,1.3942307692307692,1.3365384615384615,1.3068910256410255,1.2299679487179487,1.1490384615384615,1.0865384615384615
jenna_ortega,1.6530448717948718,1.5729166666666667,1.5665064102564104,1.5056089743589745,1.4727564102564104,1.4599358974358974,1.4503205128205128,1.4286858974358974,1.3998397435897436,1.391025641025641,1.3685897435897436,1.267628205128205
jesse_williams,1.3974358974358974,1.4206730769230769,1.4150641025641026,1.4350961538461537,1.4815705128205128,1.470352564102564,1.4663461538461537,1.4583333333333333,1.4663461538461537,1.4719551282051282,1.455128205128205,1.4431089743589745
johnny_depp,1.9759615384615385,1.858974358974359,1.7740384615384615,1.6594551282051282,1.5256410256410255,1.3942307692307692,1.3309294871794872,1.263621794871795,1.248397435897436,1.234775641025641,1.1802884615384615,1.1458333333333333
juneteenth,1.2820512820512822,1.2892628205128205,1.3165064102564104,1.345352564102564,1.3717948717948718,1.3782051282051282,1.3854166666666667,1.4431089743589745,1.470352564102564,1.548878205128205,1.6209935897435896,1.6209935897435896
juneteenth_holiday,1.4006410256410255,1.3934294871794872,1.3653846153846154,1.4094551282051282,1.4503205128205128,1.4350961538461537,1.4278846153846154,1.423878205128205,1.498397435897436,1.532852564102564,1.5200320512820513,1.5705128205128205
jurassic_park,1.451121794871795,1.4767628205128205,1.4895833333333333,1.4631410256410255,1.4655448717948718,1.4118589743589745,1.3501602564102564,1.345352564102564,1.3677884615384615,1.4326923076923077,1.4375,1.4463141025641026
jurassic_world,1.560897435897436,1.5649038461538463,1.5280448717948718,1.4631410256410255,1.4294871794871795,1.3653846153846154,1.2804487179487178,1.282852564102564,1.2932692307692308,1.3173076923076923,1.3790064102564104,1.4206730769230769
jurassic_world_dominion,1.8822115384615385,1.798878205128205,1.7283653846153846,1.5681089743589745,1.4831730769230769,1.3822115384615385,1.25,1.1971153846153846,1.1907051282051282,1.2355769230769231,1.248397435897436,1.1995192307692308
justin_bieber,1.4679487179487178,1.4519230769230769,1.4607371794871795,1.4831730769230769,1.4543269230769231,1.4142628205128205,1.3982371794871795,1.422275641025641,1.4375,1.3982371794871795,1.4158653846153846,1.455128205128205
kahoot,1.5480769230769231,1.517628205128205,1.4967948717948718,1.5128205128205128,1.515224358974359,1.5256410256410255,1.5673076923076923,1.577724358974359,1.5697115384615385,1.5432692307692308,1.5200320512820513,1.498397435897436
kamala_harris,1.4903846153846154,1.5192307692307692,1.5232371794871795,1.5552884615384615,1.5769230769230769,1.6209935897435896,1.5961538461538463,1.5384615384615385,1.4959935897435896,1.4030448717948718,1.3870192307692308,1.407852564102564
kansas_city_chiefs,1.5264423076923077,1.482371794871795,1.484775641025641,1.5104166666666667,1.5456730769230769,1.5745192307692308,1.6081730769230769,1.6145833333333333,1.5929487179487178,1.5625,1.5304487179487178,1.5
kari_lake,1.419871794871795,1.4054487179487178,1.3958333333333333,1.4022435897435896,1.4022435897435896,1.3982371794871795,1.3693910256410255,1.3493589743589745,1.3373397435897436,1.3814102564102564,1.3685897435897436,1.4030448717948718
kevin_conroy,1.390224358974359,1.391025641025641,1.404647435897436,1.4102564102564104,1.4030448717948718,1.3934294871794872,1.4318910256410255,1.4423076923076923,1.4647435897435896,1.4919871794871795,1.515224358974359,1.5857371794871795
kohl_s,1.4334935897435896,1.4415064102564104,1.4326923076923077,1.4711538461538463,1.4383012820512822,1.4070512820512822,1.4006410256410255,1.388621794871795,1.342147435897436,1.2772435897435896,1.1850961538461537,1.0825320512820513
kohls,1.5889423076923077,1.4959935897435896,1.451121794871795,1.3846153846153846,1.3381410256410255,1.310897435897436,1.3525641025641026,1.3485576923076923,1.3133012820512822,1.3068910256410255,1.2556089743589745,1.201121794871795
lakers,1.5929487179487178,1.5288461538461537,1.4927884615384615,1.4254807692307692,1.4230769230769231,1.470352564102564,1.4623397435897436,1.4943910256410255,1.5440705128205128,1.5945512820512822,1.611378205128205,1.65625
laura_loomer,1.3822115384615385,1.4038461538461537,1.3974358974358974,1.4070512820512822,1.4607371794871795,1.4567307692307692,1.4503205128205128,1.451121794871795,1.3974358974358974,1.4182692307692308,1.4302884615384615,1.419871794871795
lauren_boebert,1.6049679487179487,1.517628205128205,1.4695512820512822,1.422275641025641,1.3830128205128205,1.3517628205128205,1.3373397435897436,1.3092948717948718,1.2780448717948718,1.2996794871794872,1.2379807692307692,1.2043269230769231
lauren_boebert_election_results,1.2803468208092486,1.28131021194605,1.2658959537572254,1.2466281310211946,1.25626204238921,1.2447013487475915,1.241811175337187,1.260115606936416,1.247591522157996,1.2620423892100192,1.2138728323699421,1.1878612716763006
liga_mx,1.577724358974359,1.5520833333333333,1.5352564102564104,1.5256410256410255,1.5080128205128205,1.5200320512820513,1.5368589743589745,1.4927884615384615,1.4415064102564104,1.4447115384615385,1.4543269230769231,1.5048076923076923
linkedin,1.4094551282051282,1.4503205128205128,1.4647435897435896,1.4647435897435896,1.4831730769230769,1.5080128205128205,1.5096153846153846,1.498397435897436,1.547275641025641,1.5993589743589745,1.6362179487179487,1.6875
liquor_store_near_me,1.6105769230769231,1.592147435897436,1.5737179487179487,1.5673076923076923,1.5288461538461537,1.4887820512820513,1.4583333333333333,1.4375,1.3998397435897436,1.3605769230769231,1.3309294871794872,1.2868589743589745
little_caesars,1.7219551282051282,1.6674679487179487,1.625,1.5753205128205128,1.5392628205128205,1.467147435897436,1.3878205128205128,1.3790064102564104,1.3782051282051282,1.376602564102564,1.3469551282051282,1.3044871794871795
live_election_results,1.3717948717948718,1.3501602564102564,1.3269230769230769,1.3020833333333333,1.28125,1.2548076923076923,1.2596153846153846,1.2395833333333333,1.2716346153846154,1.2932692307692308,1.3044871794871795,1.34375
local_guide_program,1.4887820512820513,1.5360576923076923,1.5649038461538463,1.5769230769230769,1.5568910256410255,1.5633012820512822,1.5544871794871795,1.529647435897436,1.5168269230769231,1.5272435897435896,1.4783653846153846,1.4775641025641026
louie_anderson,1.3806089743589745,1.3701923076923077,1.3982371794871795,1.4262820512820513,1.470352564102564,1.5128205128205128,1.5416666666666667,1.5544871794871795,1.5552884615384615,1.5592948717948718,1.529647435897436,1.4943910256410255
lowes,1.810897435897436,1.8173076923076923,1.7908653846153846,1.7299679487179487,1.6290064102564104,1.5400641025641026,1.4719551282051282,1.3830128205128205,1.297275641025641,1.2387820512820513,1.2195512820512822,1.1682692307692308
macys,1.3637820512820513,1.3253205128205128,1.3189102564102564,1.3125,1.3084935897435896,1.3197115384615385,1.3645833333333333,1.3950320512820513,1.3870192307692308,1.3854166666666667,1.3629807692307692,1.3044871794871795
map,1.5440705128205128,1.5416666666666667,1.5064102564102564,1.5104166666666667,1.4743589743589745,1.4807692307692308,1.4591346153846154,1.3918269230769231,1.3709935897435896,1.3629807692307692,1.3862179487179487,1.4879807692307692
maps,1.7259615384615385,1.7379807692307692,1.7283653846153846,1.705128205128205,1.6730769230769231,1.6330128205128205,1.5745192307692308,1.5024038461538463,1.4615384615384615,1.4182692307692308,1.4150641025641026,1.4334935897435896
march_madness,1.1995192307692308,1.2235576923076923,1.2283653846153846,1.2235576923076923,1.2996794871794872,1.4519230769230769,1.5304487179487178,1.544871794871795,1.580128205128205,1.6217948717948718,1.6506410256410255,1.6538461538461537
