,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,pos_36
aaron_judge,1.294871794871795,1.5192307692307692,1.657852564102564,1.3501602564102564,1.5440705128205128,1.6730769230769231,1.375,1.5849358974358974,1.6778846153846154,1.3669871794871795,1.5817307692307692,1.6626602564102564,1.4102564102564104,1.6258012820512822,1.642628205128205,1.3870192307692308,1.6009615384615385,1.607371794871795,1.3846153846153846,1.5705128205128205,1.5897435897435896,1.3509615384615385,1.5280448717948718,1.5400641025641026,1.2844551282051282,1.4318910256410255,1.5064102564102564,1.2451923076923077,1.423878205128205,1.5104166666666667,1.2443910256410255,1.4294871794871795,1.5616987179487178,1.3165064102564104,1.4407051282051282,1.5520833333333333
aaron_rodgers,1.3830128205128205,1.6338141025641026,1.6618589743589745,1.3581730769230769,1.5977564102564104,1.6530448717948718,1.3653846153846154,1.5625,1.685897435897436,1.3461538461538463,1.5897435897435896,1.703525641025641,1.3501602564102564,1.6354166666666667,1.732371794871795,1.3870192307692308,1.6770833333333333,1.7419871794871795,1.4038461538461537,1.71875,1.7612179487179487,1.4350961538461537,1.7580128205128205,1.7900641025641026,1.4575320512820513,1.7564102564102564,1.734775641025641,1.4254807692307692,1.7139423076923077,1.765224358974359,1.4006410256410255,1.685897435897436,1.7227564102564104,1.4174679487179487,1.6995192307692308,1.7379807692307692
abcya,1.3677884615384615,1.2219551282051282,1.6482371794871795,1.3790064102564104,1.2131410256410255,1.6217948717948718,1.375,1.2107371794871795,1.6330128205128205,1.3317307692307692,1.2379807692307692,1.641025641025641,1.3685897435897436,1.2115384615384615,1.6418269230769231,1.3189102564102564,1.2267628205128205,1.65625,1.3365384615384615,1.217147435897436,1.6899038461538463,1.3950320512820513,1.2131410256410255,1.6490384615384615,1.3846153846153846,1.1947115384615385,1.5657051282051282,1.3830128205128205,1.1450320512820513,1.5592948717948718,1.345352564102564,1.1025641025641026,1.5128205128205128,1.3157051282051282,1.0544871794871795,1.4967948717948718
accuweather,1.6306089743589745,1.8717948717948718,1.4663461538461537,1.6017628205128205,1.8157051282051282,1.4695512820512822,1.6025641025641026,1.7724358974358974,1.4350961538461537,1.5625,1.767628205128205,1.3862179487179487,1.5352564102564104,1.7371794871794872,1.3357371794871795,1.4783653846153846,1.671474358974359,1.2956730769230769,1.4399038461538463,1.6482371794871795,1.232371794871795,1.3806089743589745,1.5793269230769231,1.2556089743589745,1.3189102564102564,1.5745192307692308,1.263621794871795,1.3197115384615385,1.5568910256410255,1.236378205128205,1.3116987179487178,1.5416666666666667,1.2235576923076923,1.3125,1.4959935897435896,1.2107371794871795
airbnb,1.6834935897435896,1.7435897435897436,1.638621794871795,1.6979166666666667,1.7395833333333333,1.642628205128205,1.717147435897436,1.6979166666666667,1.5897435897435896,1.6770833333333333,1.671474358974359,1.5256410256410255,1.6241987179487178,1.6105769230769231,1.4951923076923077,1.5576923076923077,1.5544871794871795,1.4286858974358974,1.4623397435897436,1.4711538461538463,1.3758012820512822,1.3854166666666667,1.4006410256410255,1.3870192307692308,1.3333333333333333,1.4118589743589745,1.3878205128205128,1.326121794871795,1.4270833333333333,1.4150641025641026,1.3461538461538463,1.4278846153846154,1.4479166666666667,1.3693910256410255,1.4487179487179487,1.4783653846153846
alabama_basketball,1.4326923076923077,1.5649038461538463,1.5304487179487178,1.4054487179487178,1.5120192307692308,1.4895833333333333,1.3621794871794872,1.4639423076923077,1.4719551282051282,1.3197115384615385,1.4487179487179487,1.4623397435897436,1.3245192307692308,1.4423076923076923,1.4759615384615385,1.3173076923076923,1.4623397435897436,1.5120192307692308,1.345352564102564,1.486378205128205,1.53125,1.375,1.515224358974359,1.5480769230769231,1.390224358974359,1.5392628205128205,1.5633012820512822,1.4375,1.5568910256410255,1.6065705128205128,1.4695512820512822,1.5817307692307692,1.5673076923076923,1.470352564102564,1.5568910256410255,1.5416666666666667
all_quiet_on_the_western_front,1.7091346153846154,1.6594551282051282,1.4879807692307692,1.6169871794871795,1.5657051282051282,1.4334935897435896,1.5224358974358974,1.5040064102564104,1.404647435897436,1.4639423076923077,1.4294871794871795,1.3758012820512822,1.4102564102564104,1.404647435897436,1.4030448717948718,1.3878205128205128,1.4006410256410255,1.4495192307692308,1.4070512820512822,1.423878205128205,1.4783653846153846,1.4118589743589745,1.4471153846153846,1.4583333333333333,1.452724358974359,1.4479166666666667,1.4455128205128205,1.4495192307692308,1.4519230769230769,1.4615384615384615,1.455128205128205,1.4110576923076923,1.3870192307692308,1.40625,1.3461538461538463,1.3309294871794872
amanda_aldridge,1.1654589371980677,1.0724637681159421,1.3297101449275361,1.1666666666666667,1.0724637681159421,1.3297101449275361,1.1690821256038648,1.0748792270531402,1.3381642512077294,1.1654589371980677,1.0724637681159421,1.3297101449275361,1.181159420289855,1.0748792270531402,1.3623188405797102,1.2004830917874396,1.0446859903381642,1.3804347826086956,1.1932367149758454,1.0060386473429952,1.3623188405797102,1.1980676328502415,1.0060386473429952,1.3719806763285025,1.172705314009662,1.0060386473429952,1.321256038647343,1.1630434782608696,1.0060386473429952,1.3019323671497585,1.1497584541062802,1.0048309178743962,1.2801932367149758,1.1545893719806763,1.0048309178743962,1.289855072463768
amazon,1.4591346153846154,1.5881410256410255,1.3982371794871795,1.404647435897436,1.5665064102564104,1.3878205128205128,1.4094551282051282,1.5825320512820513,1.3854166666666667,1.4294871794871795,1.59375,1.392628205128205,1.4318910256410255,1.5560897435897436,1.3918269230769231,1.388621794871795,1.4967948717948718,1.3581730769230769,1.3445512820512822,1.46875,1.3205128205128205,1.3405448717948718,1.4174679487179487,1.267628205128205,1.266025641025641,1.359775641025641,1.233974358974359,1.2299679487179487,1.3181089743589745,1.2123397435897436,1.1498397435897436,1.2548076923076923,1.1818910256410255,1.1225961538461537,1.1963141025641026,1.1001602564102564
amazon_prime,1.5064102564102564,1.7123397435897436,1.65625,1.4911858974358974,1.6955128205128205,1.6298076923076923,1.4911858974358974,1.6570512820512822,1.6161858974358974,1.4294871794871795,1.640224358974359,1.6274038461538463,1.4118589743589745,1.6450320512820513,1.5793269230769231,1.421474358974359,1.6306089743589745,1.5168269230769231,1.3541666666666667,1.609775641025641,1.4727564102564104,1.3076923076923077,1.5633012820512822,1.4318910256410255,1.2620192307692308,1.5032051282051282,1.3373397435897436,1.2227564102564104,1.4599358974358974,1.236378205128205,1.1682692307692308,1.4206730769230769,1.2163461538461537,1.1081730769230769,1.359775641025641,1.1963141025641026
amazon_stock,1.4927884615384615,1.3068910256410255,1.6730769230769231,1.4967948717948718,1.2459935897435896,1.6826923076923077,1.5144230769230769,1.2540064102564104,1.673878205128205,1.513621794871795,1.2059294871794872,1.669871794871795,1.4887820512820513,1.2003205128205128,1.65625,1.4623397435897436,1.1514423076923077,1.6466346153846154,1.4326923076923077,1.1442307692307692,1.6466346153846154,1.4150641025641026,1.1282051282051282,1.6209935897435896,1.3685897435897436,1.1298076923076923,1.6554487179487178,1.3982371794871795,1.1674679487179487,1.6322115384615385,1.4118589743589745,1.140224358974359,1.6314102564102564,1.4030448717948718,1.1538461538461537,1.6458333333333333
amber_heard,1.876602564102564,2.0096153846153846,1.8725961538461537,1.8325320512820513,1.9070512820512822,1.8181089743589745,1.7275641025641026,1.8205128205128205,1.6947115384615385,1.6145833333333333,1.7179487179487178,1.6017628205128205,1.5184294871794872,1.5841346153846154,1.5304487179487178,1.4054487179487178,1.4286858974358974,1.4655448717948718,1.2740384615384615,1.3854166666666667,1.4014423076923077,1.2291666666666667,1.3605769230769231,1.4142628205128205,1.1834935897435896,1.3509615384615385,1.407852564102564,1.1778846153846154,1.3133012820512822,1.3501602564102564,1.1506410256410255,1.2724358974358974,1.3092948717948718,1.0961538461538463,1.2251602564102564,1.314102564102564
amber_rose,1.3830128205128205,1.6530448717948718,1.6706730769230769,1.3653846153846154,1.6258012820512822,1.6466346153846154,1.391025641025641,1.5544871794871795,1.5689102564102564,1.3341346153846154,1.548878205128205,1.5625,1.3125,1.5248397435897436,1.6121794871794872,1.3004807692307692,1.513621794871795,1.5504807692307692,1.2900641025641026,1.5232371794871795,1.4767628205128205,1.233974358974359,1.4759615384615385,1.451121794871795,1.1586538461538463,1.4375,1.4807692307692308,1.189102564102564,1.3998397435897436,1.4575320512820513,1.1690705128205128,1.3814102564102564,1.4927884615384615,1.1754807692307692,1.4014423076923077,1.5560897435897436
amc,1.529647435897436,1.6322115384615385,1.5184294871794872,1.517628205128205,1.6610576923076923,1.5560897435897436,1.5520833333333333,1.65625,1.5368589743589745,1.5096153846153846,1.640224358974359,1.5536858974358974,1.5200320512820513,1.6290064102564104,1.5088141025641026,1.4871794871794872,1.5865384615384615,1.5008012820512822,1.4503205128205128,1.564102564102564,1.5040064102564104,1.4479166666666667,1.5649038461538463,1.5104166666666667,1.4150641025641026,1.544871794871795,1.5008012820512822,1.4158653846153846,1.5520833333333333,1.4767628205128205,1.4174679487179487,1.5456730769230769,1.4543269230769231,1.4086538461538463,1.5320512820512822,1.4679487179487178
american_airlines,1.5705128205128205,1.4975961538461537,1.5713141025641026,1.5689102564102564,1.4815705128205128,1.6049679487179487,1.5857371794871795,1.4895833333333333,1.5697115384615385,1.5841346153846154,1.4519230769230769,1.5657051282051282,1.5616987179487178,1.422275641025641,1.5216346153846154,1.5809294871794872,1.4270833333333333,1.4439102564102564,1.486378205128205,1.3846153846153846,1.4415064102564104,1.423878205128205,1.3485576923076923,1.4615384615384615,1.4086538461538463,1.3685897435897436,1.4559294871794872,1.3958333333333333,1.357371794871795,1.484775641025641,1.388621794871795,1.3758012820512822,1.498397435897436,1.3870192307692308,1.392628205128205,1.4639423076923077
apple,1.1730769230769231,1.359775641025641,1.282852564102564,1.1442307692307692,1.3549679487179487,1.3100961538461537,1.1658653846153846,1.3862179487179487,1.326121794871795,1.1682692307692308,1.4182692307692308,1.4038461538461537,1.2588141025641026,1.4647435897435896,1.4182692307692308,1.2820512820512822,1.5256410256410255,1.452724358974359,1.3429487179487178,1.6057692307692308,1.4302884615384615,1.3998397435897436,1.6506410256410255,1.4783653846153846,1.4342948717948718,1.6915064102564104,1.4503205128205128,1.435897435897436,1.6498397435897436,1.4951923076923077,1.4399038461538463,1.7147435897435896,1.5689102564102564,1.4943910256410255,1.7155448717948718,1.5985576923076923
apple_stock,1.3541666666666667,1.2059294871794872,1.8253205128205128,1.327724358974359,1.2019230769230769,1.8092948717948718,1.3173076923076923,1.232371794871795,1.7956730769230769,1.2876602564102564,1.2307692307692308,1.7940705128205128,1.3060897435897436,1.2139423076923077,1.779647435897436,1.2900641025641026,1.1915064102564104,1.7852564102564104,1.2700320512820513,1.1955128205128205,1.8197115384615385,1.267628205128205,1.2131410256410255,1.7980769230769231,1.2620192307692308,1.2195512820512822,1.782852564102564,1.2427884615384615,1.2419871794871795,1.814102564102564,1.2612179487179487,1.2355769230769231,1.828525641025641,1.2524038461538463,1.2620192307692308,1.861378205128205
arizona_election_results,1.0873397435897436,1.217147435897436,1.4206730769230769,1.0793269230769231,1.2155448717948718,1.439102564102564,1.0857371794871795,1.2219551282051282,1.4799679487179487,1.092147435897436,1.234775641025641,1.4751602564102564,1.1057692307692308,1.2435897435897436,1.5528846153846154,1.1049679487179487,1.2668269230769231,1.5825320512820513,1.1169871794871795,1.2692307692307692,1.6193910256410255,1.1145833333333333,1.2315705128205128,1.669871794871795,1.1498397435897436,1.2756410256410255,1.7059294871794872,1.185897435897436,1.2980769230769231,1.7684294871794872,1.2139423076923077,1.2892628205128205,1.7692307692307692,1.2435897435897436,1.2724358974358974,1.8221153846153846
arizona_governor_race,1.1819196428571428,1.2176339285714286,1.4642857142857142,1.1696428571428572,1.2198660714285714,1.4598214285714286,1.1729910714285714,1.2287946428571428,1.5189732142857142,1.1696428571428572,1.2287946428571428,1.5133928571428572,1.1707589285714286,1.2265625,1.5245535714285714,1.1685267857142858,1.2220982142857142,1.5100446428571428,1.1897321428571428,1.2154017857142858,1.5379464285714286,1.1696428571428572,1.1651785714285714,1.5089285714285714,1.1495535714285714,1.1395089285714286,1.4933035714285714,1.15625,1.1439732142857142,1.5200892857142858,1.2154017857142858,1.0993303571428572,1.5111607142857142,1.1662946428571428,1.0736607142857142,1.5133928571428572
arsenal_vs_real_madrid,1.1466346153846154,1.4118589743589745,2.198717948717949,1.142628205128205,1.4126602564102564,2.1498397435897436,1.140224358974359,1.4286858974358974,2.1314102564102564,1.1602564102564104,1.4118589743589745,2.090544871794872,1.1338141025641026,1.4270833333333333,2.051282051282051,1.1362179487179487,1.3982371794871795,1.9871794871794872,1.1314102564102564,1.3934294871794872,1.9695512820512822,1.1298076923076923,1.404647435897436,1.9583333333333333,1.1522435897435896,1.4110576923076923,1.9495192307692308,1.1442307692307692,1.4599358974358974,1.9543269230769231,1.1458333333333333,1.4727564102564104,1.9254807692307692,1.1834935897435896,1.517628205128205,1.935897435897436
artistic_swimming_olympics,1.1435452793834298,1.0992292870905587,1.3285163776493256,1.157996146435453,1.0934489402697496,1.3680154142581888,1.1840077071290944,1.0992292870905587,1.4248554913294798,1.1897880539499037,1.0973025048169558,1.4258188824662814,1.1907514450867052,1.1021194605009634,1.4267822736030829,1.1897880539499037,1.0973025048169558,1.4258188824662814,1.1782273603082851,1.0963391136801541,1.4258188824662814,1.176300578034682,1.1001926782273603,1.4267822736030829,1.1782273603082851,1.0963391136801541,1.4258188824662814,1.165703275529865,1.1001926782273603,1.405587668593449,1.1570327552986512,1.0953757225433527,1.3872832369942196,1.1608863198458574,1.0992292870905587,1.4065510597302504
atlanta_braves,1.3036858974358974,1.4967948717948718,1.4038461538461537,1.361378205128205,1.5536858974358974,1.435897435897436,1.3990384615384615,1.6025641025641026,1.439102564102564,1.4286858974358974,1.5873397435897436,1.4030448717948718,1.4054487179487178,1.5625,1.3357371794871795,1.3701923076923077,1.516025641025641,1.2572115384615385,1.3060897435897436,1.4375,1.2019230769230769,1.2283653846153846,1.3822115384615385,1.1065705128205128,1.1378205128205128,1.2892628205128205,1.0576923076923077,1.0544871794871795,1.2275641025641026,1.0512820512820513,1.0264423076923077,1.2379807692307692,1.1121794871794872,1.0945512820512822,1.3004807692307692,1.1554487179487178
auburn_basketball,1.4791666666666667,1.6177884615384615,1.5272435897435896,1.435897435897436,1.5592948717948718,1.4927884615384615,1.3870192307692308,1.5048076923076923,1.4871794871794872,1.361378205128205,1.4719551282051282,1.4623397435897436,1.3445512820512822,1.470352564102564,1.515224358974359,1.3581730769230769,1.5048076923076923,1.5360576923076923,1.4006410256410255,1.5368589743589745,1.5272435897435896,1.3982371794871795,1.5616987179487178,1.5753205128205128,1.4318910256410255,1.5873397435897436,1.5905448717948718,1.4463141025641026,1.6009615384615385,1.626602564102564,1.4719551282051282,1.6314102564102564,1.5705128205128205,1.4383012820512822,1.5697115384615385,1.5480769230769231
australian_open,1.154647435897436,1.2155448717948718,1.1161858974358974,1.1169871794871795,1.1786858974358974,1.109775641025641,1.1153846153846154,1.1794871794871795,1.1161858974358974,1.1121794871794872,1.1883012820512822,1.1241987179487178,1.1241987179487178,1.205128205128205,1.1610576923076923,1.142628205128205,1.2267628205128205,1.1762820512820513,1.1634615384615385,1.2556089743589745,1.1883012820512822,1.1682692307692308,1.2980769230769231,1.2443910256410255,1.2211538461538463,1.358974358974359,1.2491987179487178,1.2307692307692308,1.3709935897435896,1.2588141025641026,1.236378205128205,1.3878205128205128,1.3020833333333333,1.2716346153846154,1.4463141025641026,1.358974358974359
australian_open_2022,1.2916666666666667,1.1818910256410255,1.4871794871794872,1.2572115384615385,1.1354166666666667,1.4807692307692308,1.2572115384615385,1.1394230769230769,1.5064102564102564,1.2395833333333333,1.1346153846153846,1.4935897435897436,1.2235576923076923,1.138621794871795,1.5008012820512822,1.2163461538461537,1.1346153846153846,1.4919871794871795,1.2083333333333333,1.1354166666666667,1.5096153846153846,1.2091346153846154,1.1586538461538463,1.5657051282051282,1.233974358974359,1.1730769230769231,1.5552884615384615,1.233974358974359,1.1818910256410255,1.5849358974358974,1.2596153846153846,1.1931089743589745,1.5985576923076923,1.3012820512820513,1.1842948717948718,1.6121794871794872
baker_mayfield,1.421474358974359,1.6706730769230769,1.7403846153846154,1.4094551282051282,1.6514423076923077,1.7155448717948718,1.3894230769230769,1.6298076923076923,1.7123397435897436,1.357371794871795,1.6041666666666667,1.7155448717948718,1.3509615384615385,1.6137820512820513,1.7195512820512822,1.3782051282051282,1.6241987179487178,1.7355769230769231,1.4006410256410255,1.6418269230769231,1.7299679487179487,1.421474358974359,1.672275641025641,1.7243589743589745,1.4182692307692308,1.6530448717948718,1.7091346153846154,1.3966346153846154,1.6418269230769231,1.6810897435897436,1.3838141025641026,1.6346153846153846,1.657852564102564,1.3798076923076923,1.609775641025641,1.6241987179487178
bank_of_america,1.5360576923076923,1.4991987179487178,1.858974358974359,1.5304487179487178,1.4887820512820513,1.8365384615384615,1.4647435897435896,1.5248397435897436,1.8317307692307692,1.5144230769230769,1.4326923076923077,1.7924679487179487,1.4278846153846154,1.4399038461538463,1.7900641025641026,1.4094551282051282,1.390224358974359,1.763621794871795,1.388621794871795,1.3501602564102564,1.701121794871795,1.3181089743589745,1.3381410256410255,1.641025641025641,1.2924679487179487,1.263621794871795,1.6169871794871795,1.2227564102564104,1.265224358974359,1.6033653846153846,1.2411858974358974,1.2588141025641026,1.5897435897435896,1.2003205128205128,1.2724358974358974,1.5889423076923077
bath_and_body_works,1.2756410256410255,1.5192307692307692,1.4871794871794872,1.2732371794871795,1.5320512820512822,1.4951923076923077,1.2684294871794872,1.5304487179487178,1.532852564102564,1.282852564102564,1.5496794871794872,1.4871794871794872,1.2924679487179487,1.5360576923076923,1.53125,1.3245192307692308,1.5456730769230769,1.5352564102564104,1.3341346153846154,1.564102564102564,1.5625,1.3741987179487178,1.5793269230769231,1.5256410256410255,1.3357371794871795,1.5673076923076923,1.501602564102564,1.2980769230769231,1.5368589743589745,1.5008012820512822,1.265224358974359,1.5288461538461537,1.4439102564102564,1.2227564102564104,1.4759615384615385,1.451121794871795
batman,1.515224358974359,1.6554487179487178,1.4503205128205128,1.4719551282051282,1.6282051282051282,1.4294871794871795,1.470352564102564,1.5665064102564104,1.4182692307692308,1.4174679487179487,1.5344551282051282,1.404647435897436,1.4118589743589745,1.5144230769230769,1.4503205128205128,1.40625,1.5584935897435896,1.4350961538461537,1.3854166666666667,1.5504807692307692,1.421474358974359,1.4254807692307692,1.5657051282051282,1.4038461538461537,1.4006410256410255,1.5913461538461537,1.3629807692307692,1.392628205128205,1.5729166666666667,1.4022435897435896,1.3958333333333333,1.578525641025641,1.4006410256410255,1.3790064102564104,1.5416666666666667,1.4286858974358974
bengals,1.2620192307692308,1.5040064102564104,1.5969551282051282,1.2467948717948718,1.4695512820512822,1.5737179487179487,1.2403846153846154,1.4895833333333333,1.6258012820512822,1.251602564102564,1.5304487179487178,1.642628205128205,1.2668269230769231,1.5657051282051282,1.6658653846153846,1.3060897435897436,1.5969551282051282,1.701121794871795,1.3349358974358974,1.623397435897436,1.7059294871794872,1.3541666666666667,1.6490384615384615,1.702724358974359,1.3501602564102564,1.6418269230769231,1.6899038461538463,1.3357371794871795,1.6137820512820513,1.6498397435897436,1.3245192307692308,1.6185897435897436,1.6017628205128205,1.3237179487179487,1.623397435897436,1.5793269230769231
best_buy,1.451121794871795,1.6274038461538463,1.6017628205128205,1.392628205128205,1.5913461538461537,1.5825320512820513,1.3509615384615385,1.5584935897435896,1.5833333333333333,1.3229166666666667,1.5560897435897436,1.5905448717948718,1.2884615384615385,1.5144230769230769,1.5536858974358974,1.2732371794871795,1.4639423076923077,1.5560897435897436,1.3189102564102564,1.5144230769230769,1.548878205128205,1.3397435897435896,1.5424679487179487,1.513621794871795,1.3397435897435896,1.501602564102564,1.4935897435897436,1.3357371794871795,1.517628205128205,1.5008012820512822,1.3629807692307692,1.4951923076923077,1.4174679487179487,1.3020833333333333,1.4126602564102564,1.3966346153846154
biden,1.5793269230769231,1.845352564102564,1.7395833333333333,1.5280448717948718,1.8333333333333333,1.7059294871794872,1.4935897435897436,1.7467948717948718,1.6682692307692308,1.4326923076923077,1.6682692307692308,1.701121794871795,1.4294871794871795,1.6626602564102564,1.6490384615384615,1.3782051282051282,1.6346153846153846,1.5793269230769231,1.3333333333333333,1.5817307692307692,1.5897435897435896,1.297275641025641,1.544871794871795,1.5288461538461537,1.2732371794871795,1.5120192307692308,1.5520833333333333,1.3076923076923077,1.4967948717948718,1.5008012820512822,1.3060897435897436,1.4719551282051282,1.470352564102564,1.3325320512820513,1.4887820512820513,1.5400641025641026
