alphabet_size,k,silhouette,davies_bouldin,n_terms
6,2,0.3760971556384058,1.0393558100107776,492
3,4,0.34265146064217356,1.0431266422865964,492
3,3,0.32805106559404795,1.0901816314110298,492
4,5,0.31085169316090316,1.0129957405684897,492
3,2,0.3100742991677256,1.3066335334761157,492
3,6,0.30253659054113746,0.990306121143326,492
5,5,0.2895366651952168,1.0384816037799165,492
4,4,0.2871262034326606,1.0302198416991375,492
4,3,0.2816681433448817,1.0959101117852974,492
5,4,0.2798761820477237,1.1134456035159601,492
6,5,0.276866865518049,1.073326363792558,492
5,2,0.2724637645108805,1.3618716259555086,492
5,7,0.26855429017333393,1.1068074328017483,492
6,4,0.263130130271727,1.1199664729029428,492
4,2,0.2619502768864468,1.3923123023403399,492
4,6,0.26098012236994445,1.1430867458760667,492
3,5,0.2556735747979844,1.1729355793835679,492
3,7,0.2543917571163687,1.141785100791159,492
6,6,0.25377513767270843,1.1865229496551533,492
4,7,0.25261591493865837,1.1708063494326215,492
5,6,0.24479516266872756,1.0968328579532511,492
6,3,0.2331879522167995,1.2872758960782391,492
5,3,0.23172329991770674,1.373544624816858,492
6,7,0.2214707150063018,1.2092975735991591,492
