Time,staples
2023-04-26,79
2023-04-27,71
2023-04-28,71
2023-04-29,71
2023-04-30,66
2023-05-01,70
2023-05-02,76
2023-05-03,77
2023-05-04,73
2023-05-05,67
2023-05-06,63
2023-05-07,61
2023-05-08,73
2023-05-09,76
2023-05-10,73
2023-05-11,67
2023-05-12,65
2023-05-13,70
2023-05-14,54
2023-05-15,79
2023-05-16,74
2023-05-17,75
2023-05-18,77
2023-05-19,70
2023-05-20,67
2023-05-21,68
2023-05-22,68
2023-05-23,75
2023-05-24,75
2023-05-25,72
2023-05-26,63
2023-05-27,61
2023-05-28,57
2023-05-29,67
2023-05-30,71
2023-05-31,81
2023-06-01,84
2023-06-02,66
2023-06-03,64
2023-06-04,68
2023-06-05,88
2023-06-06,80
2023-06-07,86
2023-06-08,79
2023-06-09,72
2023-06-10,66
2023-06-11,61
2023-06-12,70
2023-06-13,72
2023-06-14,77
2023-06-15,76
2023-06-16,74
2023-06-17,66
2023-06-18,61
2023-06-19,74
2023-06-20,76
2023-06-21,75
2023-06-22,81
2023-06-23,74
2023-06-24,63
2023-06-25,62
2023-06-26,71
2023-06-27,73
2023-06-28,74
2023-06-29,69
2023-06-30,66
2023-07-01,62
2023-07-02,63
2023-07-03,67
2023-07-04,63
2023-07-05,70
2023-07-06,74
2023-07-07,76
2023-07-08,65
2023-07-09,65
2023-07-10,78
2023-07-11,76
2023-07-12,80
2023-07-13,71
2023-07-14,77
2023-07-15,67
2023-07-16,71
2023-07-17,81
2023-07-18,78
2023-07-19,78
2023-07-20,75
2023-07-21,75
2023-07-22,71
2023-07-23,70
2023-07-24,83
2023-07-25,80
2023-07-26,78
2023-07-27,77
2023-07-28,77
2023-07-29,69
2023-07-30,70
2023-07-31,90
2023-08-01,83
2023-08-02,90
2023-08-03,84
2023-08-04,76
2023-08-05,76
2023-08-06,77
2023-08-07,81
2023-08-08,85
2023-08-09,87
2023-08-10,86
2023-08-11,87
2023-08-12,77
2023-08-13,88
2023-08-14,85
2023-08-15,87
2023-08-16,87
2023-08-17,84
2023-08-18,82
2023-08-19,81
2023-08-20,88
2023-08-21,86
2023-08-22,86
2023-08-23,84
2023-08-24,84
2023-08-25,81
2023-08-26,82
2023-08-27,86
2023-08-28,85
2023-08-29,89
2023-08-30,82
2023-08-31,80
2023-09-01,74
2023-09-02,73
2023-09-03,86
2023-09-04,100
2023-09-05,85
2023-09-06,85
2023-09-07,78
2023-09-08,72
2023-09-09,75
2023-09-10,70
2023-09-11,77
2023-09-12,74
2023-09-13,72
2023-09-14,73
2023-09-15,68
2023-09-16,67
2023-09-17,67
2023-09-18,69
2023-09-19,72
2023-09-20,67
2023-09-21,68
2023-09-22,68
2023-09-23,60
2023-09-24,63
2023-09-25,66
2023-09-26,64
2023-09-27,67
2023-09-28,69
2023-09-29,67
2023-09-30,62
2023-10-01,64
2023-10-02,72
2023-10-03,69
2023-10-04,71
2023-10-05,72
2023-10-06,69
2023-10-07,59
2023-10-08,65
2023-10-09,71
2023-10-10,70
2023-10-11,71
2023-10-12,69
2023-10-13,66
2023-10-14,61
2023-10-15,64
2023-10-16,68
2023-10-17,74
2023-10-18,71
2023-10-19,73
2023-10-20,63
2023-10-21,63
2023-10-22,64
2023-10-23,66
2023-10-24,69
2023-10-25,66
2023-10-26,66
2023-10-27,66
2023-10-28,56
2023-10-29,57
2023-10-30,66
2023-10-31,67
2023-11-01,66
2023-11-02,67
2023-11-03,68
2023-11-04,66
2023-11-05,60
2023-11-06,68
2023-11-07,69
2023-11-08,69
2023-11-09,66
2023-11-10,68
2023-11-11,68
2023-11-12,64
2023-11-13,68
2023-11-14,70
2023-11-15,68
2023-11-16,67
2023-11-17,67
2023-11-18,67
2023-11-19,68
2023-11-20,72
2023-11-21,67
2023-11-22,72
2023-11-23,45
2023-11-24,73
2023-11-25,73
2023-11-26,73
2023-11-27,75
2023-11-28,79
2023-11-29,81
2023-11-30,80
2023-12-01,77
2023-12-02,76
2023-12-03,74
2023-12-04,88
2023-12-05,81
2023-12-06,78
2023-12-07,80
2023-12-08,75
2023-12-09,73
2023-12-10,77
2023-12-11,80
2023-12-12,88
2023-12-13,86
2023-12-14,71
2023-12-15,70
2023-12-16,68
2023-12-17,73
2023-12-18,74
2023-12-19,83
2023-12-20,80
2023-12-21,71
2023-12-22,84
2023-12-23,81
2023-12-24,70
2023-12-25,30
2023-12-26,67
2023-12-27,73
2023-12-28,74
2023-12-29,79
2023-12-30,65
2023-12-31,69
2024-01-01,72
2024-01-02,71
2024-01-03,79
2024-01-04,79
2024-01-05,71
2024-01-06,69
2024-01-07,68
2024-01-08,70
2024-01-09,70
2024-01-10,73
2024-01-11,76
2024-01-12,69
2024-01-13,61
2024-01-14,61
2024-01-15,64
2024-01-16,64
2024-01-17,71
2024-01-18,70
2024-01-19,65
2024-01-20,64
