Time,staples
2022-08-29,100
2022-08-30,99
2022-08-31,96
2022-09-01,89
2022-09-02,78
2022-09-03,67
2022-09-04,78
2022-09-05,99
2022-09-06,90
2022-09-07,88
2022-09-08,83
2022-09-09,69
2022-09-10,65
2022-09-11,72
2022-09-12,81
2022-09-13,83
2022-09-14,79
2022-09-15,77
2022-09-16,69
2022-09-17,68
2022-09-18,63
2022-09-19,73
2022-09-20,74
2022-09-21,81
2022-09-22,72
2022-09-23,63
2022-09-24,62
2022-09-25,60
2022-09-26,71
2022-09-27,73
2022-09-28,71
2022-09-29,69
2022-09-30,77
2022-10-01,67
2022-10-02,65
2022-10-03,66
2022-10-04,76
2022-10-05,72
2022-10-06,71
2022-10-07,71
2022-10-08,60
2022-10-09,57
2022-10-10,68
2022-10-11,74
2022-10-12,70
2022-10-13,74
2022-10-14,69
2022-10-15,63
2022-10-16,58
2022-10-17,71
2022-10-18,71
2022-10-19,74
2022-10-20,72
2022-10-21,71
2022-10-22,62
2022-10-23,55
2022-10-24,68
2022-10-25,71
2022-10-26,70
2022-10-27,68
2022-10-28,60
2022-10-29,62
2022-10-30,57
2022-10-31,61
2022-11-01,70
2022-11-02,76
2022-11-03,70
2022-11-04,72
2022-11-05,61
2022-11-06,60
2022-11-07,69
2022-11-08,64
2022-11-09,64
2022-11-10,69
2022-11-11,66
2022-11-12,67
2022-11-13,63
2022-11-14,66
2022-11-15,74
2022-11-16,70
2022-11-17,70
2022-11-18,73
2022-11-19,66
2022-11-20,62
2022-11-21,68
2022-11-22,70
2022-11-23,69
2022-11-24,41
2022-11-25,74
2022-11-26,64
2022-11-27,65
2022-11-28,79
2022-11-29,76
2022-11-30,82
2022-12-01,89
2022-12-02,66
2022-12-03,66
2022-12-04,67
2022-12-05,76
2022-12-06,76
2022-12-07,80
2022-12-08,79
2022-12-09,70
2022-12-10,67
2022-12-11,65
2022-12-12,77
2022-12-13,72
2022-12-14,79
2022-12-15,66
2022-12-16,76
2022-12-17,71
2022-12-18,64
2022-12-19,75
2022-12-20,76
2022-12-21,78
2022-12-22,70
2022-12-23,68
2022-12-24,62
2022-12-25,32
2022-12-26,64
2022-12-27,70
2022-12-28,71
2022-12-29,68
2022-12-30,67
2022-12-31,63
2023-01-01,60
2023-01-02,78
2023-01-03,76
2023-01-04,83
2023-01-05,81
2023-01-06,73
2023-01-07,70
2023-01-08,69
2023-01-09,76
2023-01-10,80
2023-01-11,80
2023-01-12,78
2023-01-13,71
2023-01-14,63
2023-01-15,63
2023-01-16,73
2023-01-17,74
2023-01-18,78
2023-01-19,72
2023-01-20,70
2023-01-21,72
2023-01-22,64
2023-01-23,72
2023-01-24,76
2023-01-25,77
2023-01-26,73
2023-01-27,77
2023-01-28,63
2023-01-29,59
2023-01-30,72
2023-01-31,83
2023-02-01,74
2023-02-02,71
2023-02-03,84
2023-02-04,65
2023-02-05,68
2023-02-06,73
2023-02-07,79
2023-02-08,74
2023-02-09,74
2023-02-10,78
2023-02-11,70
2023-02-12,61
2023-02-13,60
2023-02-14,66
2023-02-15,70
2023-02-16,73
2023-02-17,74
2023-02-18,63
2023-02-19,62
2023-02-20,70
2023-02-21,67
2023-02-22,67
2023-02-23,71
2023-02-24,69
2023-02-25,65
2023-02-26,65
2023-02-27,73
2023-02-28,71
2023-03-01,72
2023-03-02,74
2023-03-03,70
2023-03-04,62
2023-03-05,68
2023-03-06,71
2023-03-07,73
2023-03-08,73
2023-03-09,70
2023-03-10,62
2023-03-11,66
2023-03-12,63
2023-03-13,71
2023-03-14,68
2023-03-15,68
2023-03-16,68
2023-03-17,68
2023-03-18,65
2023-03-19,63
2023-03-20,71
2023-03-21,71
2023-03-22,69
2023-03-23,69
2023-03-24,74
2023-03-25,62
2023-03-26,62
2023-03-27,70
2023-03-28,69
2023-03-29,68
2023-03-30,69
2023-03-31,64
2023-04-01,59
2023-04-02,59
2023-04-03,66
2023-04-04,71
2023-04-05,65
2023-04-06,68
2023-04-07,62
2023-04-08,57
2023-04-09,56
2023-04-10,68
2023-04-11,68
2023-04-12,75
2023-04-13,69
2023-04-14,65
2023-04-15,59
2023-04-16,62
2023-04-17,69
2023-04-18,75
2023-04-19,69
2023-04-20,69
2023-04-21,64
2023-04-22,65
2023-04-23,60
2023-04-24,72
2023-04-25,70
2023-04-26,73
2023-04-27,66
2023-04-28,66
2023-04-29,66
2023-04-30,61
2023-05-01,65
2023-05-02,71
2023-05-03,71
2023-05-04,68
2023-05-05,62
2023-05-06,59
2023-05-07,57
2023-05-08,68
2023-05-09,71
2023-05-10,68
2023-05-11,62
2023-05-12,60
2023-05-13,65
2023-05-14,50
2023-05-15,73
2023-05-16,69
2023-05-17,70
2023-05-18,72
2023-05-19,65
2023-05-20,62
2023-05-21,63
2023-05-22,63
2023-05-23,70
2023-05-24,70
2023-05-25,67
