Time,popeyes
2025-04-15,55
2025-04-16,57
2025-04-17,62
2025-04-18,68
2025-04-19,73
2025-04-20,81
2025-04-21,58
2025-04-22,51
2025-04-23,50
2025-04-24,52
2025-04-25,55
2025-04-26,63
2025-04-27,68
2025-04-28,50
2025-04-29,54
2025-04-30,57
2025-05-01,58
2025-05-02,60
2025-05-03,68
2025-05-04,72
2025-05-05,50
2025-05-06,53
2025-05-07,62
2025-05-08,55
2025-05-09,56
2025-05-10,65
2025-05-11,67
2025-05-12,51
2025-05-13,52
2025-05-14,52
2025-05-15,53
2025-05-16,58
2025-05-17,65
2025-05-18,72
2025-05-19,52
2025-05-20,54
2025-05-21,52
2025-05-22,53
2025-05-23,58
2025-05-24,64
2025-05-25,68
2025-05-26,65
2025-05-27,49
2025-05-28,52
2025-05-29,55
2025-05-30,61
2025-05-31,66
2025-06-01,68
2025-06-02,70
2025-06-03,100
2025-06-04,91
2025-06-05,81
2025-06-06,77
2025-06-07,79
2025-06-08,73
2025-06-09,59
2025-06-10,59
2025-06-11,60
2025-06-12,61
2025-06-13,71
2025-06-14,76
2025-06-15,64
2025-06-16,53
2025-06-17,54
2025-06-18,57
2025-06-19,60
2025-06-20,68
2025-06-21,62
2025-06-22,65
2025-06-23,52
2025-06-24,52
2025-06-25,52
2025-06-26,55
2025-06-27,60
2025-06-28,63
2025-06-29,66
2025-06-30,54
2025-07-01,54
2025-07-02,61
2025-07-03,62
2025-07-04,74
2025-07-05,61
2025-07-06,67
2025-07-07,53
2025-07-08,59
2025-07-09,57
2025-07-10,57
2025-07-11,68
2025-07-12,75
2025-07-13,72
2025-07-14,64
2025-07-15,62
2025-07-16,61
2025-07-17,62
2025-07-18,66
2025-07-19,68
2025-07-20,68
2025-07-21,56
2025-07-22,54
2025-07-23,57
2025-07-24,56
2025-07-25,61
2025-07-26,63
2025-07-27,64
2025-07-28,53
2025-07-29,73
2025-07-30,62
2025-07-31,58
2025-08-01,63
2025-08-02,66
2025-08-03,71
2025-08-04,54
2025-08-05,55
2025-08-06,54
2025-08-07,55
2025-08-08,60
2025-08-09,64
2025-08-10,70
2025-08-11,52
2025-08-12,52
2025-08-13,57
2025-08-14,57
2025-08-15,62
2025-08-16,65
2025-08-17,66
2025-08-18,51
2025-08-19,52
2025-08-20,52
2025-08-21,52
2025-08-22,54
2025-08-23,62
2025-08-24,60
2025-08-25,48
2025-08-26,45
2025-08-27,50
2025-08-28,49
2025-08-29,53
2025-08-30,61
2025-08-31,62
2025-09-01,59
2025-09-02,44
2025-09-03,45
2025-09-04,47
2025-09-05,48
2025-09-06,55
2025-09-07,57
2025-09-08,42
2025-09-09,43
2025-09-10,42
2025-09-11,43
2025-09-12,47
2025-09-13,56
2025-09-14,55
2025-09-15,44
2025-09-16,47
2025-09-17,50
2025-09-18,48
2025-09-19,53
2025-09-20,62
2025-09-21,61
2025-09-22,46
2025-09-23,47
2025-09-24,48
2025-09-25,48
2025-09-26,55
2025-09-27,70
2025-09-28,62
2025-09-29,45
2025-09-30,45
2025-10-01,50
2025-10-02,49
2025-10-03,51
2025-10-04,57
2025-10-05,62
2025-10-06,44
2025-10-07,45
2025-10-08,46
2025-10-09,47
2025-10-10,50
2025-10-11,59
2025-10-12,59
2025-10-13,46
2025-10-14,47
2025-10-15,52
2025-10-16,52
2025-10-17,57
2025-10-18,68
2025-10-19,67
2025-10-20,52
2025-10-21,52
2025-10-22,53
2025-10-23,52
2025-10-24,65
2025-10-25,67
2025-10-26,65
2025-10-27,54
2025-10-28,51
2025-10-29,55
2025-10-30,57
2025-10-31,60
2025-11-01,78
2025-11-02,75
2025-11-03,54
2025-11-04,57
2025-11-05,54
2025-11-06,56
2025-11-07,59
2025-11-08,76
2025-11-09,73
2025-11-10,53
2025-11-11,62
2025-11-12,60
2025-11-13,59
2025-11-14,59
2025-11-15,74
2025-11-16,76
2025-11-17,69
2025-11-18,90
2025-11-19,86
2025-11-20,81
2025-11-21,77
2025-11-22,89
2025-11-23,88
2025-11-24,77
2025-11-25,84
2025-11-26,95
2025-11-27,98
2025-11-28,51
2025-11-29,59
2025-11-30,61
2025-12-01,50
2025-12-02,54
2025-12-03,57
2025-12-04,55
2025-12-05,62
2025-12-06,82
2025-12-07,72
2025-12-08,52
2025-12-09,50
2025-12-10,52
2025-12-11,51
2025-12-12,53
2025-12-13,63
2025-12-14,57
2025-12-15,46
2025-12-16,44
2025-12-17,49
2025-12-18,51
2025-12-19,54
2025-12-20,62
2025-12-21,61
2025-12-22,55
2025-12-23,61
2025-12-24,77
2025-12-25,77
2025-12-26,51
2025-12-27,52
2025-12-28,57
2025-12-29,55
2025-12-30,61
2025-12-31,70
2026-01-01,74
2026-01-02,64
2026-01-03,60
2026-01-04,64
2026-01-05,49
2026-01-06,51
2026-01-07,51
2026-01-08,53
2026-01-09,55
