Time,huntington_bank
2023-01-04,26.974999999999998
2023-01-05,25.349999999999998
2023-01-06,26.974999999999998
2023-01-07,22.099999999999998
2023-01-08,14.949999999999998
2023-01-09,24.374999999999996
2023-01-10,23.074999999999996
2023-01-11,25.349999999999998
2023-01-12,24.699999999999996
2023-01-13,25.999999999999996
2023-01-14,21.124999999999996
2023-01-15,13.974999999999998
2023-01-16,20.474999999999998
2023-01-17,27.299999999999997
2023-01-18,26.649999999999995
2023-01-19,24.699999999999996
2023-01-20,26.649999999999995
2023-01-21,21.124999999999996
2023-01-22,13.974999999999998
2023-01-23,23.074999999999996
2023-01-24,25.674999999999997
2023-01-25,22.099999999999998
2023-01-26,23.724999999999998
2023-01-27,25.674999999999997
2023-01-28,22.749999999999996
2023-01-29,13.974999999999998
2023-01-30,25.024999999999995
2023-01-31,26.649999999999995
2023-02-01,31.199999999999996
2023-02-02,28.924999999999997
2023-02-03,27.299999999999997
2023-02-04,23.4
2023-02-05,17.874999999999996
2023-02-06,24.374999999999996
2023-02-07,25.349999999999998
2023-02-08,24.699999999999996
2023-02-09,24.049999999999997
2023-02-10,26.324999999999996
2023-02-11,23.074999999999996
2023-02-12,14.949999999999998
2023-02-13,25.024999999999995
2023-02-14,24.049999999999997
2023-02-15,25.674999999999997
2023-02-16,25.674999999999997
2023-02-17,26.649999999999995
2023-02-18,23.074999999999996
2023-02-19,17.874999999999996
2023-02-20,24.374999999999996
2023-02-21,25.349999999999998
2023-02-22,25.674999999999997
2023-02-23,23.724999999999998
2023-02-24,27.624999999999996
2023-02-25,23.074999999999996
2023-02-26,14.949999999999998
2023-02-27,25.999999999999996
2023-02-28,25.674999999999997
2023-03-01,29.249999999999996
2023-03-02,25.999999999999996
2023-03-03,25.999999999999996
2023-03-04,22.424999999999997
2023-03-05,17.874999999999996
2023-03-06,24.699999999999996
2023-03-07,23.724999999999998
2023-03-08,24.049999999999997
2023-03-09,23.724999999999998
2023-03-10,25.674999999999997
2023-03-11,22.749999999999996
2023-03-12,15.274999999999999
2023-03-13,32.49999999999999
2023-03-14,30.549999999999997
2023-03-15,30.549999999999997
2023-03-16,29.574999999999996
2023-03-17,28.274999999999995
2023-03-18,24.699999999999996
2023-03-19,15.274999999999999
2023-03-20,26.324999999999996
2023-03-21,25.674999999999997
2023-03-22,25.024999999999995
2023-03-23,24.699999999999996
2023-03-24,25.999999999999996
2023-03-25,21.775
2023-03-26,15.599999999999998
2023-03-27,24.049999999999997
2023-03-28,24.699999999999996
2023-03-29,25.024999999999995
2023-03-30,25.349999999999998
2023-03-31,28.274999999999995
2023-04-01,25.674999999999997
2023-04-02,17.549999999999997
2023-04-03,28.924999999999997
2023-04-04,25.674999999999997
2023-04-05,25.349999999999998
2023-04-06,27.624999999999996
2023-04-07,30.874999999999996
2023-04-08,22.099999999999998
2023-04-09,12.674999999999999
2023-04-10,28.274999999999995
2023-04-11,24.049999999999997
2023-04-12,26.324999999999996
2023-04-13,25.349999999999998
2023-04-14,27.299999999999997
2023-04-15,23.724999999999998
2023-04-16,17.874999999999996
2023-04-17,28.924999999999997
2023-04-18,26.324999999999996
2023-04-19,25.024999999999995
2023-04-20,24.699999999999996
2023-04-21,25.999999999999996
2023-04-22,22.424999999999997
2023-04-23,13.324999999999998
2023-04-24,24.374999999999996
2023-04-25,24.699999999999996
2023-04-26,24.38596048319487
2023-04-27,23.416942306226655
2023-04-28,26.32399683713131
2023-04-29,22.610424129258437
2023-04-30,14.212266595533874
2023-05-01,31.169087721972403
2023-05-02,27.778521073088935
2023-05-03,26.000990778141905
2023-05-04,26.647002896120718
2023-05-05,26.163490778141906
2023-05-06,20.509887775322
2023-05-07,13.243248418565656
2023-05-08,25.031972601173685
2023-05-09,24.06295442420547
2023-05-10,24.38596048319487
2023-05-11,24.06295442420547
2023-05-12,25.194472601173686
2023-05-13,20.672387775322
2023-05-14,13.080748418565655
2023-05-15,26.970008955110124
2023-05-16,27.29301501409953
2023-05-17,24.38596048319487
2023-05-18,24.38596048319487
2023-05-19,25.8404847191525
2023-05-20,22.28741807026903
2023-05-21,12.597236300586843
2023-05-22,24.06295442420547
2023-05-23,24.06295442420547
2023-05-24,23.09393624723725
2023-05-25,25.677984719152498
2023-05-26,25.038945202347378
2023-05-27,20.223763432665187
2023-05-28,12.840484719152501
2023-05-29,14.445545309046564
2023-05-30,28.570078500114313
2023-05-31,29.854126972029565
2023-06-01,30.175139090008376
2023-06-02,32.10121179788125
2023-06-03,22.791860376495688
2023-06-04,14.445545309046564
2023-06-05,25.35995732032619
2023-06-06,26.64400579224144
2023-06-07,25.680969438305002
2023-06-08,26.001981556283813
2023-06-09,25.680969438305002
2023-06-10,21.82882402255925
2023-06-11,14.124533191067751
2023-06-12,27.607042146177875
2023-06-13,26.96501791022025
2023-06-14,25.680969438305002
2023-06-15,26.001981556283813
2023-06-16,28.249066382135503
2023-06-17,21.50781190458044
2023-06-18,13.161496837131313
2023-06-19,26.001981556283813
2023-06-20,27.286030028199065
2023-06-21,26.96501791022025
2023-06-22,26.001981556283813
2023-06-23,28.249066382135503
2023-06-24,21.186799786601625
2023-06-25,12.198460483194875
2023-06-26,25.35995732032619
2023-06-27,26.001981556283813
2023-06-28,27.607042146177875
2023-06-29,27.286030028199065
2023-06-30,29.212102736071937
2023-07-01,24.39692096638975
2023-07-02,14.124533191067751
2023-07-03,30.175139090008376
2023-07-04,15.087569545004188
2023-07-05,30.175139090008376
2023-07-06,27.286030028199065
2023-07-07,29.212102736071937
2023-07-08,23.1128724944745
2023-07-09,14.124533191067751
2023-07-10,27.92805426415669
2023-07-11,26.322993674262626
2023-07-12,29.212102736071937
2023-07-13,26.96501791022025
2023-07-14,27.286030028199065
2023-07-15,21.50781190458044
2023-07-16,14.766557427025376
2023-07-17,27.607042146177875
2023-07-18,25.35995732032619
2023-07-19,26.001981556283813
2023-07-20,31.780199679902438
2023-07-21,29.212102736071937
2023-07-22,21.186799786601625
2023-07-23,13.161496837131313
2023-07-24,26.001981556283813
2023-07-25,27.286030028199065
2023-07-26,24.717933084368564
2023-07-27,23.433884612453312
2023-07-28,28.570078500114313
2023-07-29,21.50781190458044
2023-07-30,13.161496837131313
2023-07-31,26.96501791022025
2023-08-01,28.891090618093127
2023-08-02,26.64400579224144
2023-08-03,27.607042146177875
2023-08-04,26.322993674262626
2023-08-05,19.902751314686377
2023-08-06,13.803521073088937
2023-08-07,25.35995732032619
2023-08-08,25.35995732032619
2023-08-09,25.038945202347378
2023-08-10,25.038945202347378
2023-08-11,26.96501791022025
2023-08-12,20.865787668622815
2023-08-13,14.124533191067751
2023-08-14,26.001981556283813
2023-08-15,26.64400579224144
2023-08-16,26.322993674262626
2023-08-17,25.680969438305002
2023-08-18,24.717933084368564
2023-08-19,19.902751314686377
2023-08-20,13.482508955110125
2023-08-21,24.39692096638975
2023-08-22,26.001981556283813
2023-08-23,26.001981556283813
2023-08-24,24.717933084368564
2023-08-25,24.39692096638975
2023-08-26,19.581739196707563
2023-08-27,13.161496837131313
2023-08-28,23.754896730432126
2023-08-29,23.1128724944745
2023-08-30,26.001981556283813
2023-08-31,29.53311485405075
2023-09-01,31.459187561923628
2023-09-02,21.50781190458044
2023-09-03,12.840484719152501
2023-09-04,14.124533191067751
2023-09-05,26.96501791022025
2023-09-06,26.322993674262626
2023-09-07,24.717933084368564
2023-09-08,24.07590884841094
2023-09-09,20.865787668622815
2023-09-10,13.482508955110125
2023-09-11,23.433884612453312
2023-09-12,24.717933084368564
2023-09-13,24.717933084368564
2023-09-14,23.1128724944745
2023-09-15,25.35995732032619
2023-09-16,21.186799786601625
2023-09-17,13.161496837131313
2023-09-18,23.1128724944745
2023-09-19,21.82882402255925
2023-09-20,21.50781190458044
2023-09-21,24.717933084368564
2023-09-22,25.038945202347378
2023-09-23,17.013642252877062
2023-09-24,13.161496837131313
2023-09-25,23.1128724944745
2023-09-26,21.50781190458044
2023-09-27,21.82882402255925
2023-09-28,25.35995732032619
2023-09-29,26.64400579224144
2023-09-30,24.07590884841094
2023-10-01,14.124533191067751
2023-10-02,25.680969438305002
2023-10-03,23.433884612453312
2023-10-04,23.754896730432126
2023-10-05,23.433884612453312
2023-10-06,25.35995732032619
2023-10-07,21.186799786601625
2023-10-08,13.803521073088937
2023-10-09,24.07590884841094
2023-10-10,23.433884612453312
2023-10-11,25.680969438305002
2023-10-12,23.1128724944745
2023-10-13,23.754896730432126
2023-10-14,19.581739196707563
2023-10-15,13.161496837131313
2023-10-16,22.149836140538063
2023-10-17,22.791860376495688
2023-10-18,21.82882402255925
2023-10-19,22.470848258516877
2023-10-20,24.39692096638975
2023-10-21,18.93971496074994
2023-10-22,12.519472601173689
2023-10-23,20.865787668622815
2023-10-24,22.470848258516877
2023-10-25,21.50781190458044
2023-10-26,20.865787668622815
2023-10-27,25.680969438305002
2023-10-28,19.581739196707563
2023-10-29,12.519472601173689
2023-10-30,24.07590884841094
2023-10-31,22.791860376495688
2023-11-01,27.286030028199065
2023-11-02,23.1128724944745
2023-11-03,28.249066382135503
2023-11-04,22.149836140538063
2023-11-05,13.161496837131313
2023-11-06,23.754896730432126
2023-11-07,23.754896730432126
2023-11-08,21.186799786601625
2023-11-09,22.791860376495688
2023-11-10,27.286030028199065
2023-11-11,18.93971496074994
2023-11-12,12.519472601173689
2023-11-13,20.865787668622815
2023-11-14,21.186799786601625
2023-11-15,22.791860376495688
2023-11-16,21.82882402255925
2023-11-17,23.1128724944745
2023-11-18,19.902751314686377
2023-11-19,11.55643624723725
2023-11-20,21.50781190458044
2023-11-21,21.82882402255925
2023-11-22,23.754896730432126
2023-11-23,11.877448365216063
2023-11-24,22.149836140538063
2023-11-25,17.9766786068135
2023-11-26,12.840484719152501
2023-11-27,20.865787668622815
2023-11-28,22.149836140538063
2023-11-29,24.07590884841094
2023-11-30,23.1128724944745
2023-12-01,26.64400579224144
2023-12-02,21.50781190458044
2023-12-03,12.840484719152501
2023-12-04,23.1128724944745
2023-12-05,23.754896730432126
2023-12-06,21.50781190458044
2023-12-07,23.1128724944745
2023-12-08,21.82882402255925
2023-12-09,19.260727078728753
2023-12-10,12.840484719152501
2023-12-11,20.223763432665187
2023-12-12,21.50781190458044
2023-12-13,21.186799786601625
2023-12-14,20.544775550644
2023-12-15,23.1128724944745
2023-12-16,20.865787668622815
2023-12-17,11.877448365216063
2023-12-18,22.791860376495688
2023-12-19,21.50781190458044
2023-12-20,21.50781190458044
2023-12-21,23.754896730432126
2023-12-22,26.30359221831328
2023-12-23,22.141945759685427
2023-12-24,12.484939375883567
2023-12-25,8.32329291725571
2023-12-26,24.809372692777725
2023-12-27,24.073347036445796
2023-12-28,25.407060502991946
2023-12-29,27.637305684859427
2023-12-30,20.94657013925698
2023-12-31,12.186095470776454
2024-01-01,15.01402846285816
2024-01-02,26.004748313206168
2024-01-03,26.740773969538097
2024-01-04,26.30359221831328
2024-01-05,25.56756656198135
2024-01-06,19.911700577817943
2024-01-07,12.186095470776454
2024-01-08,22.440789664792536
2024-01-09,21.24541404436409
2024-01-10,21.843101854578315
2024-01-11,23.774503131338683
2024-01-12,21.544257949471202
2024-01-13,16.945429739618532
2024-01-14,11.588407660562233
2024-01-15,20.509388388032164
2024-01-16,22.440789664792536
2024-01-17,24.37219094155291
2024-01-18,21.24541404436409
2024-01-19,20.94657013925698
2024-01-20,19.31401276760372
2024-01-21,12.450406150593443
2024-01-22,21.027352609891146
2024-01-23,21.857379686597376
2024-01-24,21.304028302126557
2024-01-25,21.58070399436197
2024-01-26,21.58070399436197
2024-01-27,17.15389291859541
2024-01-28,11.067027689416394
2024-01-29,21.027352609891146
2024-01-30,22.410731071068195
2024-01-31,23.517433840009836
2024-02-01,24.900812301186885
2024-02-02,24.624136608951474
2024-02-03,20.75067691765574
2024-02-04,12.450406150593443
2024-02-05,22.964082455539018
2024-02-06,19.92064984094951
2024-02-07,21.027352609891146
2024-02-08,19.92064984094951
2024-02-09,22.134055378832787
2024-02-10,17.98391999530164
2024-02-11,11.620379073887213
2024-02-12,20.197325533184916
2024-02-13,21.857379686597376
2024-02-14,21.027352609891146
2024-02-15,22.410731071068195
2024-02-16,24.624136608951474
2024-02-17,17.70724430306623
2024-02-18,13.557108919535082
2024-02-19,20.474001225420327
2024-02-20,22.410731071068195
2024-02-21,24.070785224480655
2024-02-22,22.964082455539018
2024-02-23,23.240758147774425
2024-02-24,20.75067691765574
2024-02-25,12.727081842828852
2024-02-26,21.857379686597376
2024-02-27,20.75067691765574
2024-02-28,21.304028302126557
2024-02-29,24.347460916716066
2024-03-01,23.517433840009836
2024-03-02,21.58070399436197
2024-03-03,12.173730458358033
2024-03-04,22.687406763303606
2024-03-05,21.027352609891146
2024-03-06,20.474001225420327
2024-03-07,21.027352609891146
2024-03-08,22.410731071068195
2024-03-09,19.090622764243278
2024-03-10,11.343703381651803
2024-03-11,22.687406763303606
2024-03-12,21.304028302126557
2024-03-13,20.75067691765574
2024-03-14,21.304028302126557
2024-03-15,21.58070399436197
2024-03-16,17.430568610830818
2024-03-17,12.727081842828852
2024-03-18,21.58070399436197
2024-03-19,19.36729845647869
2024-03-20,19.92064984094951
2024-03-21,20.474001225420327
2024-03-22,20.75067691765574
2024-03-23,16.87721722636
2024-03-24,11.897054766122622
2024-03-25,21.027352609891146
2024-03-26,18.813947072007867
2024-03-27,21.857379686597376
2024-03-28,25.454163685657704
2024-03-29,25.177487993422293
2024-03-30,17.15389291859541
2024-03-31,10.790351997180984
2024-04-01,26.560866454599342
2024-04-02,21.304028302126557
2024-04-03,21.58070399436197
2024-04-04,20.75067691765574
2024-04-05,22.964082455539018
2024-04-06,17.70724430306623
2024-04-07,11.343703381651803
2024-04-08,17.430568610830818
2024-04-09,23.240758147774425
2024-04-10,22.410731071068195
2024-04-11,21.857379686597376
2024-04-12,22.687406763303606
2024-04-13,20.474001225420327
2024-04-14,12.727081842828852
2024-04-15,22.964082455539018
2024-04-16,20.197325533184916
2024-04-17,19.92064984094951
2024-04-18,17.98391999530164
2024-04-19,20.474001225420327
2024-04-20,16.32386584188918
2024-04-21,11.897054766122622
2024-04-22,21.304028302126557
2024-04-23,19.92064984094951
2024-04-24,20.75067691765574
2024-04-25,19.090622764243278
2024-04-26,19.92064984094951
2024-04-27,16.32386584188918
2024-04-28,11.067027689416394
2024-04-29,21.027352609891146
2024-04-30,21.857379686597376
2024-05-01,22.687406763303606
2024-05-02,19.92064984094951
2024-05-03,21.304028302126557
2024-05-04,17.430568610830818
2024-05-05,10.790351997180984
2024-05-06,20.75067691765574
2024-05-07,19.36729845647869
2024-05-08,20.197325533184916
2024-05-09,18.260595687537048
2024-05-10,21.027352609891146
2024-05-11,17.70724430306623
2024-05-12,9.683649228239345
2024-05-13,19.92064984094951
2024-05-14,20.474001225420327
2024-05-15,19.92064984094951
2024-05-16,20.197325533184916
2024-05-17,21.027352609891146
2024-05-18,16.60054153412459
2024-05-19,10.513676304945573
2024-05-20,19.92064984094951
2024-05-21,19.643974148714097
2024-05-22,19.643974148714097
2024-05-23,20.75067691765574
2024-05-24,22.964082455539018
2024-05-25,16.87721722636
2024-05-26,14.663811688476722
2024-05-27,11.897054766122622
2024-05-28,22.410731071068195
2024-05-29,24.070785224480655
2024-05-30,22.964082455539018
2024-05-31,23.517433840009836
2024-06-01,21.304028302126557
2024-06-02,14.110460304005901
2024-06-03,22.687406763303606
2024-06-04,21.58070399436197
2024-06-05,21.857379686597376
2024-06-06,20.474001225420327
2024-06-07,21.857379686597376
2024-06-08,17.70724430306623
2024-06-09,11.067027689416394
2024-06-10,21.58070399436197
2024-06-11,21.58070399436197
2024-06-12,21.58070399436197
2024-06-13,21.857379686597376
2024-06-14,21.857379686597376
2024-06-15,16.60054153412459
2024-06-16,10.790351997180984
2024-06-17,21.857379686597376
2024-06-18,21.027352609891146
2024-06-19,21.857379686597376
2024-06-20,22.687406763303606
2024-06-21,22.964082455539018
2024-06-22,16.04719014965377
2024-06-23,11.897054766122622
2024-06-24,21.58070399436197
2024-06-25,21.304028302126557
2024-06-26,20.75067691765574
2024-06-27,21.027352609891146
2024-06-28,24.347460916716066
2024-06-29,20.197325533184916
2024-06-30,12.727081842828852
2024-07-01,25.454163685657704
2024-07-02,23.240758147774425
2024-07-03,24.624136608951474
2024-07-04,14.38713599624131
2024-07-05,22.687406763303606
2024-07-06,16.04719014965377
2024-07-07,11.897054766122622
2024-07-08,21.857379686597376
2024-07-09,20.75067691765574
2024-07-10,22.410731071068195
2024-07-11,21.58070399436197
2024-07-12,23.240758147774425
2024-07-13,17.98391999530164
2024-07-14,10.237000612710164
2024-07-15,21.027352609891146
2024-07-16,19.92064984094951
2024-07-17,22.410731071068195
2024-07-18,20.75067691765574
2024-07-19,24.070785224480655
2024-07-20,16.87721722636
2024-07-21,11.343703381651803
2024-07-22,21.58070399436197
2024-07-23,19.090622764243278
2024-07-24,21.027352609891146
2024-07-25,21.027352609891146
2024-07-26,20.75067691765574
2024-07-27,16.04719014965377
2024-07-28,11.343703381651803
2024-07-29,21.58070399436197
2024-07-30,21.857379686597376
2024-07-31,22.964082455539018
2024-08-01,24.624136608951474
2024-08-02,22.687406763303606
2024-08-03,17.430568610830818
2024-08-04,11.897054766122622
2024-08-05,21.304028302126557
2024-08-06,19.92064984094951
2024-08-07,21.58070399436197
2024-08-08,20.197325533184916
2024-08-09,20.75067691765574
2024-08-10,17.15389291859541
2024-08-11,10.513676304945573
2024-08-12,21.304028302126557
2024-08-13,19.92064984094951
2024-08-14,21.58070399436197
2024-08-15,21.027352609891146
2024-08-16,21.58070399436197
2024-08-17,16.60054153412459
2024-08-18,11.897054766122622
2024-08-19,20.474001225420327
2024-08-20,20.058987687067212
2024-08-21,18.813947072007867
2024-08-22,20.474001225420327
2024-08-23,21.304028302126557
2024-08-24,17.015555072477703
2024-08-25,10.928689843298688
2024-08-26,21.027352609891146
2024-08-27,20.197325533184916
2024-08-28,21.719041840479672
2024-08-29,22.27239322495049
2024-08-30,24.347460916716066
2024-08-31,18.122257841419344
2024-09-01,12.173730458358033
2024-09-02,12.865419688946556
2024-09-03,24.900812301186885
2024-09-04,23.794109532245244
2024-09-05,21.58070399436197
2024-09-06,21.995717532715084
2024-09-07,17.70724430306623
2024-09-08,14.110460304005901
2024-09-09,21.719041840479672
2024-09-10,20.335663379302623
2024-09-11,19.7823119948318
2024-09-12,21.304028302126557
2024-09-13,22.5490689171859
2024-09-14,17.98391999530164
2024-09-15,11.2053655355341
2024-09-16,20.889014763773442
2024-09-17,21.304028302126557
2024-09-18,19.643974148714097
2024-09-19,20.197325533184916
2024-09-20,21.58070399436197
2024-09-21,17.15389291859541
2024-09-22,10.790351997180984
2024-09-23,21.304028302126557
2024-09-24,18.260595687537048
2024-09-25,19.643974148714097
2024-09-26,18.53727137977246
2024-09-27,19.92064984094951
2024-09-28,17.430568610830818
2024-09-29,11.620379073887213
