Time,huntington_bank
2024-09-30,20.197325533184916
2024-10-01,21.027352609891146
2024-10-02,20.197325533184916
2024-10-03,19.643974148714097
2024-10-04,20.75067691765574
2024-10-05,16.60054153412459
2024-10-06,11.620379073887213
2024-10-07,18.813947072007867
2024-10-08,17.15389291859541
2024-10-09,17.15389291859541
2024-10-10,19.090622764243278
2024-10-11,21.027352609891146
2024-10-12,15.77051445741836
2024-10-13,10.790351997180984
2024-10-14,21.58070399436197
2024-10-15,20.75067691765574
2024-10-16,19.36729845647869
2024-10-17,20.75067691765574
2024-10-18,20.197325533184916
2024-10-19,15.21716307294754
2024-10-20,9.683649228239345
2024-10-21,18.260595687537048
2024-10-22,17.430568610830818
2024-10-23,17.15389291859541
2024-10-24,17.15389291859541
2024-10-25,15.77051445741836
2024-10-26,14.110460304005901
2024-10-27,9.406973536003933
2024-10-28,16.60054153412459
2024-10-29,14.663811688476722
2024-10-30,17.98391999530164
2024-10-31,16.60054153412459
2024-11-01,20.75067691765574
2024-11-02,17.15389291859541
2024-11-03,9.683649228239345
2024-11-04,18.53727137977246
2024-11-05,16.87721722636
2024-11-06,11.620379073887213
2024-11-07,16.32386584188918
2024-11-08,18.260595687537048
2024-11-09,14.663811688476722
2024-11-10,9.683649228239345
2024-11-11,16.32386584188918
2024-11-12,19.090622764243278
2024-11-13,18.53727137977246
2024-11-14,17.70724430306623
2024-11-15,18.813947072007867
2024-11-16,13.280433227299671
2024-11-17,9.683649228239345
2024-11-18,17.15389291859541
2024-11-19,17.70724430306623
2024-11-20,16.04719014965377
2024-11-21,18.260595687537048
2024-11-22,21.304028302126557
2024-11-23,16.60054153412459
2024-11-24,9.406973536003933
2024-11-25,18.260595687537048
2024-11-26,16.04719014965377
2024-11-27,20.197325533184916
2024-11-28,8.853622151533115
2024-11-29,17.430568610830818
2024-11-30,14.663811688476722
2024-12-01,11.343703381651803
2024-12-02,19.36729845647869
2024-12-03,19.36729845647869
2024-12-04,17.430568610830818
2024-12-05,17.15389291859541
2024-12-06,17.98391999530164
2024-12-07,15.77051445741836
2024-12-08,9.406973536003933
2024-12-09,17.430568610830818
2024-12-10,15.21716307294754
2024-12-11,17.98391999530164
2024-12-12,17.98391999530164
2024-12-13,18.53727137977246
2024-12-14,14.110460304005901
2024-12-15,11.067027689416394
2024-12-16,18.813947072007867
2024-12-17,17.430568610830818
2024-12-18,19.92064984094951
2024-12-19,17.15389291859541
2024-12-20,18.813947072007867
2024-12-21,16.04719014965377
2024-12-22,9.406973536003933
2024-12-23,21.857379686597376
2024-12-24,21.304028302126557
2024-12-25,7.470243690356066
2024-12-26,21.027352609891146
2024-12-27,22.134055378832787
2024-12-28,16.32386584188918
2024-12-29,11.620379073887213
2024-12-30,22.964082455539018
2024-12-31,25.454163685657704
2025-01-01,13.557108919535082
2025-01-02,22.134055378832787
2025-01-03,21.027352609891146
2025-01-04,16.04719014965377
2025-01-05,11.343703381651803
2025-01-06,17.70724430306623
2025-01-07,18.260595687537048
2025-01-08,19.090622764243278
2025-01-09,17.70724430306623
2025-01-10,17.15389291859541
2025-01-11,13.557108919535082
2025-01-12,10.513676304945573
2025-01-13,19.36729845647869
2025-01-14,18.813947072007867
2025-01-15,19.36729845647869
2025-01-16,17.70724430306623
2025-01-17,19.090622764243278
2025-01-18,13.833784611770492
2025-01-19,8.576946459297705
2025-01-20,13.280433227299671
2025-01-21,17.15389291859541
2025-01-22,18.260595687537048
2025-01-23,17.15389291859541
2025-01-24,21.027352609891146
2025-01-25,15.49383876518295
2025-01-26,10.790351997180984
2025-01-27,17.430568610830818
2025-01-28,19.36729845647869
2025-01-29,20.474001225420327
2025-01-30,22.410731071068195
2025-01-31,22.134055378832787
2025-02-01,17.430568610830818
2025-02-02,11.620379073887213
2025-02-03,18.813947072007867
2025-02-04,18.53727137977246
2025-02-05,19.36729845647869
2025-02-06,19.36729845647869
2025-02-07,17.70724430306623
2025-02-08,13.833784611770492
2025-02-09,11.343703381651803
2025-02-10,17.430568610830818
2025-02-11,17.98391999530164
2025-02-12,17.70724430306623
2025-02-13,17.15389291859541
2025-02-14,19.643974148714097
2025-02-15,14.38713599624131
2025-02-16,10.237000612710164
2025-02-17,15.77051445741836
2025-02-18,19.090622764243278
2025-02-19,19.92064984094951
2025-02-20,18.813947072007867
2025-02-21,19.92064984094951
2025-02-22,16.32386584188918
2025-02-23,10.790351997180984
2025-02-24,18.813947072007867
2025-02-25,18.813947072007867
2025-02-26,19.36729845647869
2025-02-27,18.260595687537048
2025-02-28,21.857379686597376
2025-03-01,18.53727137977246
2025-03-02,11.067027689416394
2025-03-03,20.474001225420327
2025-03-04,18.813947072007867
2025-03-05,18.260595687537048
2025-03-06,17.70724430306623
2025-03-07,18.53727137977246
2025-03-08,16.60054153412459
2025-03-09,10.790351997180984
2025-03-10,19.090622764243278
2025-03-11,18.260595687537048
2025-03-12,18.53727137977246
2025-03-13,18.813947072007867
2025-03-14,18.53727137977246
2025-03-15,14.940487380712131
2025-03-16,11.343703381651803
2025-03-17,18.53727137977246
2025-03-18,18.53727137977246
2025-03-19,17.70724430306623
2025-03-20,17.15389291859541
2025-03-21,18.260595687537048
2025-03-22,15.49383876518295
2025-03-23,10.237000612710164
2025-03-24,19.090622764243278
2025-03-25,15.21716307294754
2025-03-26,18.260595687537048
2025-03-27,16.87721722636
2025-03-28,19.090622764243278
2025-03-29,16.04719014965377
2025-03-30,9.960324920474754
2025-03-31,20.197325533184916
2025-04-01,19.92064984094951
2025-04-02,18.260595687537048
2025-04-03,19.36729845647869
2025-04-04,19.090622764243278
2025-04-05,16.04719014965377
2025-04-06,10.513676304945573
2025-04-07,19.92064984094951
2025-04-08,17.430568610830818
2025-04-09,17.430568610830818
2025-04-10,17.70724430306623
2025-04-11,19.643974148714097
2025-04-12,15.77051445741836
2025-04-13,10.790351997180984
2025-04-14,20.197325533184916
2025-04-15,20.197325533184916
2025-04-16,19.643974148714097
2025-04-17,19.090622764243278
2025-04-18,20.75067691765574
2025-04-19,16.60054153412459
2025-04-20,8.576946459297705
2025-04-21,17.70724430306623
2025-04-22,17.15389291859541
2025-04-23,16.04719014965377
2025-04-24,16.32386584188918
2025-04-25,17.15389291859541
2025-04-26,12.727081842828852
2025-04-27,10.513676304945573
2025-04-28,17.98391999530164
2025-04-29,19.36729845647869
2025-04-30,16.60054153412459
2025-05-01,19.92064984094951
2025-05-02,18.813947072007867
2025-05-03,15.77051445741836
2025-05-04,10.513676304945573
2025-05-05,17.430568610830818
2025-05-06,18.813947072007867
2025-05-07,27.667569223540983
2025-05-08,17.15389291859541
2025-05-09,15.77051445741836
2025-05-10,14.663811688476722
2025-05-11,9.130297843768524
2025-05-12,18.53727137977246
2025-05-13,19.090622764243278
2025-05-14,17.15389291859541
2025-05-15,17.430568610830818
2025-05-16,18.260595687537048
2025-05-17,14.940487380712131
2025-05-18,9.683649228239345
2025-05-19,19.92064984094951
2025-05-20,18.813947072007867
2025-05-21,17.15389291859541
2025-05-22,17.70724430306623
2025-05-23,18.53727137977246
2025-05-24,13.557108919535082
2025-05-25,9.130297843768524
2025-05-26,10.237000612710164
2025-05-27,20.474001225420327
2025-05-28,22.134055378832787
2025-05-29,20.474001225420327
2025-05-30,21.027352609891146
2025-05-31,16.60054153412459
2025-06-01,10.237000612710164
2025-06-02,21.304028302126557
2025-06-03,18.53727137977246
2025-06-04,19.92064984094951
2025-06-05,18.260595687537048
2025-06-06,19.92064984094951
2025-06-07,14.38713599624131
2025-06-08,10.237000612710164
2025-06-09,20.75067691765574
2025-06-10,19.090622764243278
2025-06-11,17.70724430306623
2025-06-12,18.260595687537048
2025-06-13,19.36729845647869
2025-06-14,14.38713599624131
2025-06-15,9.960324920474754
2025-06-16,19.92064984094951
2025-06-17,19.090622764243278
2025-06-18,19.643974148714097
2025-06-19,18.813947072007867
2025-06-20,20.75067691765574
2025-06-21,15.21716307294754
2025-06-22,9.683649228239345
2025-06-23,19.92064984094951
2025-06-24,19.090622764243278
2025-06-25,19.36729845647869
2025-06-26,19.090622764243278
2025-06-27,20.75067691765574
2025-06-28,16.60054153412459
2025-06-29,11.067027689416394
2025-06-30,21.027352609891146
2025-07-01,21.58070399436197
2025-07-02,21.58070399436197
2025-07-03,21.58070399436197
2025-07-04,11.343703381651803
2025-07-05,15.21716307294754
2025-07-06,11.343703381651803
2025-07-07,21.58070399436197
2025-07-08,19.92064984094951
2025-07-09,20.474001225420327
2025-07-10,19.36729845647869
2025-07-11,21.304028302126557
2025-07-12,15.77051445741836
2025-07-13,10.237000612710164
2025-07-14,22.687406763303606
2025-07-15,19.92064984094951
2025-07-16,20.474001225420327
2025-07-17,20.474001225420327
2025-07-18,18.813947072007867
2025-07-19,14.663811688476722
2025-07-20,10.790351997180984
2025-07-21,20.474001225420327
2025-07-22,18.813947072007867
2025-07-23,19.36729845647869
2025-07-24,19.36729845647869
2025-07-25,18.813947072007867
2025-07-26,14.38713599624131
2025-07-27,9.683649228239345
2025-07-28,20.474001225420327
2025-07-29,18.53727137977246
2025-07-30,18.53727137977246
2025-07-31,20.197325533184916
2025-08-01,21.027352609891146
2025-08-02,16.32386584188918
2025-08-03,11.620379073887213
2025-08-04,21.857379686597376
2025-08-05,19.92064984094951
2025-08-06,19.643974148714097
2025-08-07,19.36729845647869
2025-08-08,20.75067691765574
2025-08-09,15.21716307294754
2025-08-10,10.790351997180984
2025-08-11,19.090622764243278
2025-08-12,20.197325533184916
2025-08-13,20.474001225420327
2025-08-14,20.75067691765574
2025-08-15,23.794109532245244
2025-08-16,21.58070399436197
2025-08-17,11.343703381651803
2025-08-18,18.813947072007867
2025-08-19,19.090622764243278
2025-08-20,17.98391999530164
2025-08-21,18.813947072007867
2025-08-22,18.813947072007867
2025-08-23,14.940487380712131
2025-08-24,11.343703381651803
2025-08-25,19.92064984094951
2025-08-26,18.53727137977246
2025-08-27,19.36729845647869
2025-08-28,19.92064984094951
2025-08-29,20.75067691765574
2025-08-30,14.663811688476722
2025-08-31,10.237000612710164
2025-09-01,11.897054766122622
2025-09-02,21.027352609891146
2025-09-03,21.027352609891146
2025-09-04,20.197325533184916
2025-09-05,18.53727137977246
2025-09-06,15.49383876518295
2025-09-07,10.237000612710164
2025-09-08,18.813947072007867
2025-09-09,16.60054153412459
2025-09-10,17.430568610830818
2025-09-11,17.15389291859541
2025-09-12,17.70724430306623
2025-09-13,14.38713599624131
2025-09-14,9.960324920474754
2025-09-15,19.090622764243278
2025-09-16,17.98391999530164
2025-09-17,18.53727137977246
2025-09-18,17.98391999530164
2025-09-19,19.643974148714097
2025-09-20,17.70724430306623
2025-09-21,10.790351997180984
2025-09-22,18.260595687537048
2025-09-23,17.70724430306623
2025-09-24,15.77051445741836
2025-09-25,19.090622764243278
2025-09-26,18.813947072007867
2025-09-27,14.940487380712131
2025-09-28,9.406973536003933
2025-09-29,17.70724430306623
2025-09-30,18.53727137977246
2025-10-01,20.197325533184916
2025-10-02,18.260595687537048
2025-10-03,19.36729845647869
2025-10-04,14.38713599624131
2025-10-05,10.513676304945573
2025-10-06,19.643974148714097
2025-10-07,17.70724430306623
2025-10-08,19.643974148714097
2025-10-09,18.260595687537048
2025-10-10,18.260595687537048
2025-10-11,15.77051445741836
2025-10-12,10.237000612710164
2025-10-13,19.090622764243278
2025-10-14,18.53727137977246
2025-10-15,19.090622764243278
2025-10-16,18.260595687537048
2025-10-17,20.474001225420327
2025-10-18,15.21716307294754
2025-10-19,9.960324920474754
2025-10-20,18.813947072007867
2025-10-21,17.98391999530164
2025-10-22,17.430568610830818
2025-10-23,16.32386584188918
2025-10-24,18.260595687537048
2025-10-25,13.833784611770492
2025-10-26,16.87721722636
2025-10-27,22.687406763303606
2025-10-28,18.813947072007867
2025-10-29,17.98391999530164
2025-10-30,19.090622764243278
2025-10-31,18.813947072007867
2025-11-01,16.04719014965377
2025-11-02,10.513676304945573
2025-11-03,18.813947072007867
2025-11-04,17.15389291859541
2025-11-05,16.87721722636
2025-11-06,17.15389291859541
2025-11-07,18.53727137977246
2025-11-08,14.110460304005901
2025-11-09,9.130297843768524
2025-11-10,17.70724430306623
2025-11-11,17.70724430306623
2025-11-12,17.430568610830818
2025-11-13,17.70724430306623
2025-11-14,17.70724430306623
2025-11-15,13.833784611770492
2025-11-16,9.960324920474754
2025-11-17,18.53727137977246
2025-11-18,15.49383876518295
2025-11-19,14.940487380712131
2025-11-20,16.32386584188918
2025-11-21,16.04719014965377
2025-11-22,13.280433227299671
2025-11-23,8.023595074826884
2025-11-24,16.32386584188918
2025-11-25,18.260595687537048
2025-11-26,19.643974148714097
2025-11-27,9.406973536003933
2025-11-28,16.87721722636
2025-11-29,14.940487380712131
2025-11-30,11.897054766122622
2025-12-01,19.643974148714097
2025-12-02,17.70724430306623
2025-12-03,19.36729845647869
2025-12-04,18.260595687537048
2025-12-05,17.98391999530164
2025-12-06,13.833784611770492
2025-12-07,9.683649228239345
2025-12-08,17.430568610830818
2025-12-09,15.77051445741836
2025-12-10,17.70724430306623
2025-12-11,15.716622938707147
2025-12-12,18.475781862451406
2025-12-13,13.657456772603593
2025-12-14,7.7891425462947215
2025-12-15,14.98412160130006
2025-12-16,17.14911703375494
2025-12-17,18.231614749982377
2025-12-18,20.50243944878858
2025-12-19,16.31078642999653
2025-12-20,14.389958110010678
2025-12-21,9.9541379787496
2025-12-22,17.14911703375494
2025-12-23,20.25827233631955
2025-12-24,19.06994535374079
2025-12-25,7.439146167474369
2025-12-26,17.74328052504432
2025-12-27,14.739954488831032
2025-12-28,10.54830147003898
2025-12-29,19.06994535374079
2025-12-30,21.09660294007796
2025-12-31,20.746606561257607
2026-01-01,11.874966298735448
2026-01-02,20.746606561257607
2026-01-03,15.22828871376909
2026-01-04,9.604141599929246
2026-01-05,18.337444016333702
2026-01-06,19.175774620092113
2026-01-07,16.904949921285912
2026-01-08,16.660782808816883
2026-01-09,18.475781862451406
2026-01-10,14.392780223780047
2026-01-11,8.46634130810591
2026-01-12,16.72102408350917
2026-01-13,17.144341148914467
2026-01-14,14.816097289185343
2026-01-15,16.509365550806525
2026-01-16,18.414292345130356
2026-01-17,13.12282902756416
2026-01-18,9.101316906213853
2026-01-19,13.757804625672104
2026-01-20,16.93268261621182
2026-01-21,19.260926475940945
2026-01-22,17.567658214319763
2026-01-23,16.72102408350917
2026-01-24,12.064536364050921
2026-01-25,7.619707177295319
2026-01-26,15.874389952698582
2026-01-27,16.08604848540123
2026-01-28,17.77931674702241
2026-01-29,18.414292345130356
2026-01-30,19.472585008643595
2026-01-31,15.874389952698582
2026-02-01,11.21790223324033
2026-02-02,19.68424354134624
2026-02-03,18.414292345130356
2026-02-04,17.99097527972506
2026-02-05,16.29770701810388
2026-02-06,17.99097527972506
2026-02-07,13.969463158374753
2026-02-08,8.677999840808559
2026-02-09,14.604438756482695
2026-02-10,14.816097289185343
2026-02-11,17.567658214319763
2026-02-12,16.509365550806525
2026-02-13,18.414292345130356
2026-02-14,13.757804625672104
2026-02-15,9.947951037024444
2026-02-16,16.509365550806525
2026-02-17,18.414292345130356
2026-02-18,18.625950877833002
2026-02-19,18.202633812427706
2026-02-20,17.77931674702241
2026-02-21,15.239414354590638
2026-02-22,9.736292504321797
2026-02-23,18.625950877833002
2026-02-24,17.144341148914467
2026-02-25,17.567658214319763
2026-02-26,18.83760941053565
2026-02-27,19.895902074048887
2026-02-28,16.08604848540123
2026-03-01,11.852877831348275
2026-03-02,19.0492679432383
2026-03-03,18.625950877833002
2026-03-04,17.567658214319763
2026-03-05,17.99097527972506
2026-03-06,18.625950877833002
2026-03-07,14.816097289185343
2026-03-08,9.52463397161915
2026-03-09,18.83760941053565
2026-03-10,17.567658214319763
2026-03-11,18.83760941053565
2026-03-12,18.625950877833002
2026-03-13,18.202633812427706
2026-03-14,14.392780223780047
2026-03-15,9.52463397161915
2026-03-16,17.77931674702241
2026-03-17,15.662731419995934
2026-03-18,18.202633812427706
2026-03-19,17.144341148914467
2026-03-20,18.414292345130356
2026-03-21,14.181121691077399
2026-03-22,8.46634130810591
2026-03-23,17.99097527972506
2026-03-24,18.414292345130356
2026-03-25,17.99097527972506
2026-03-26,17.144341148914467
2026-03-27,19.0492679432383
2026-03-28,13.969463158374753
2026-03-29,11.641219298645627
2026-03-30,18.202633812427706
2026-03-31,18.202633812427706
2026-04-01,19.0492679432383
2026-04-02,18.414292345130356
2026-04-03,19.895902074048887
2026-04-04,15.027755821887991
2026-04-05,9.736292504321797
2026-04-06,19.260926475940945
2026-04-07,16.29770701810388
2026-04-08,17.355999681617117
2026-04-09,18.202633812427706
2026-04-10,18.202633812427706
2026-04-11,14.392780223780047
2026-04-12,10.582926635132388
2026-04-13,18.202633812427706
2026-04-14,19.472585008643595
2026-04-15,19.472585008643595
2026-04-16,17.144341148914467
2026-04-17,17.355999681617117
2026-04-18,15.451072887293286
2026-04-19,9.312975438916501
2026-04-20,16.509365550806525
2026-04-21,18.414292345130356
2026-04-22,16.509365550806525
2026-04-23,17.77931674702241
2026-04-24,15.451072887293286
2026-04-25,11.852877831348275
2026-04-26,9.52463397161915
2026-04-27,15.027755821887991
2026-04-28,16.72102408350917
2026-04-29,18.414292345130356
2026-04-30,18.625950877833002
2026-05-01,20.319219139454184
2026-05-02,15.662731419995934
2026-05-03,10.582926635132388
2026-05-04,16.93268261621182
2026-05-05,18.414292345130356
2026-05-06,17.567658214319763
2026-05-07,16.93268261621182
2026-05-08,18.414292345130356
2026-05-09,17.567658214319763
2026-05-10,10.582926635132388
2026-05-11,17.355999681617117
2026-05-12,15.662731419995934
2026-05-13,16.29770701810388
2026-05-14,16.93268261621182
2026-05-15,18.202633812427706
2026-05-16,13.969463158374753
2026-05-17,8.889658373511205
2026-05-18,17.99097527972506
2026-05-19,16.93268261621182
2026-05-20,17.355999681617117
2026-05-21,17.355999681617117
2026-05-22,16.93268261621182
2026-05-23,13.969463158374753
2026-05-24,9.101316906213853
2026-05-25,11.21790223324033
2026-05-26,18.202633812427706
2026-05-27,18.414292345130356
2026-05-28,18.83760941053565
2026-05-29,19.260926475940945
2026-05-30,15.874389952698582
2026-05-31,11.852877831348275
