Time,lamar_jackson
2024-09-22,78.85284540778171
2024-09-23,24.262413971625143
2024-09-24,21.229612225172
2024-09-25,15.164008732265714
2024-09-26,12.131206985812572
2024-09-27,15.164008732265714
2024-09-28,15.164008732265714
2024-09-29,54.59043143615657
2024-09-30,90.98405239359428
2024-10-01,18.19681047871886
2024-10-02,15.164008732265714
2024-10-03,15.164008732265714
2024-10-04,18.19681047871886
2024-10-05,15.164008732265714
2024-10-06,66.72163842196915
2024-10-07,36.39362095743772
2024-10-08,21.229612225172
2024-10-09,18.19681047871886
2024-10-10,15.164008732265714
2024-10-11,15.164008732265714
2024-10-12,18.19681047871886
2024-10-13,66.72163842196915
2024-10-14,27.295215718078286
2024-10-15,21.229612225172
2024-10-16,18.19681047871886
2024-10-17,12.131206985812572
2024-10-18,15.164008732265714
2024-10-19,15.164008732265714
2024-10-20,21.229612225172
2024-10-21,72.78724191487544
2024-10-22,139.50888033684458
2024-10-23,27.295215718078286
2024-10-24,21.229612225172
2024-10-25,18.19681047871886
2024-10-26,18.19681047871886
2024-10-27,57.62323318260972
2024-10-28,18.19681047871886
2024-10-29,15.164008732265714
2024-10-30,15.164008732265714
2024-10-31,24.262413971625143
2024-11-01,27.295215718078286
2024-11-02,18.19681047871886
2024-11-03,60.656034929062855
2024-11-04,33.36081921098457
2024-11-05,24.262413971625143
2024-11-06,15.164008732265714
2024-11-07,63.688836675516
2024-11-08,178.93530304073542
2024-11-09,27.295215718078286
2024-11-10,27.295215718078286
2024-11-11,27.295215718078286
2024-11-12,21.229612225172
2024-11-13,18.19681047871886
2024-11-14,21.229612225172
2024-11-15,24.262413971625143
2024-11-16,15.164008732265714
2024-11-17,69.75444016842229
2024-11-18,33.36081921098457
2024-11-19,18.19681047871886
2024-11-20,12.131206985812572
2024-11-21,12.131206985812572
2024-11-22,15.164008732265714
2024-11-23,12.131206985812572
2024-11-24,18.19681047871886
2024-11-25,57.62323318260972
2024-11-26,100.08245763295372
2024-11-27,21.229612225172
2024-11-28,24.262413971625143
2024-11-29,24.262413971625143
2024-11-30,18.19681047871886
2024-12-01,63.688836675516
2024-12-02,45.49202619679714
2024-12-03,21.229612225172
2024-12-04,15.164008732265714
2024-12-05,15.164008732265714
2024-12-06,12.131206985812572
2024-12-07,12.131206985812572
2024-12-08,15.164008732265714
2024-12-09,18.19681047871886
2024-12-10,18.19681047871886
2024-12-11,15.164008732265714
2024-12-12,18.19681047871886
2024-12-13,18.19681047871886
2024-12-14,18.19681047871886
2024-12-15,72.78724191487544
2024-12-16,57.62323318260972
2024-12-17,27.295215718078286
2024-12-18,24.262413971625143
2024-12-19,24.262413971625143
2024-12-20,24.262413971625143
2024-12-21,75.82004366132857
2024-12-22,75.82004366132857
2024-12-23,36.39362095743772
2024-12-24,33.36081921098457
2024-12-25,212.29612225172
2024-12-26,160.73849256201657
2024-12-27,48.52482794325029
2024-12-28,39.42642270389086
2024-12-29,63.688836675516
2024-12-30,54.59043143615657
2024-12-31,39.42642270389086
2025-01-01,27.295215718078286
2025-01-02,27.295215718078286
2025-01-03,24.262413971625143
2025-01-04,139.50888033684458
2025-01-05,130.41047509748515
2025-01-06,45.49202619679714
2025-01-07,42.459224450344
2025-01-08,33.36081921098457
2025-01-09,30.328017464531428
2025-01-10,36.39362095743772
2025-01-11,72.78724191487544
2025-01-12,303.2801746453143
2025-01-13,60.656034929062855
2025-01-14,36.39362095743772
2025-01-15,33.36081921098457
2025-01-16,36.39362095743772
2025-01-17,36.39362095743772
2025-01-18,42.459224450344
2025-01-19,145.57448382975087
2025-01-20,291.14896765950175
2025-01-21,42.459224450344
2025-01-22,30.328017464531428
2025-01-23,24.262413971625143
2025-01-24,24.262413971625143
2025-01-25,18.19681047871886
2025-01-26,24.262413971625143
2025-01-27,33.36081921098457
2025-01-28,18.19681047871886
2025-01-29,15.164008732265714
2025-01-30,12.131206985812572
2025-01-31,15.164008732265714
2025-02-01,12.131206985812572
2025-02-02,15.164008732265714
2025-02-03,15.164008732265714
2025-02-04,12.131206985812572
2025-02-05,12.131206985812572
2025-02-06,12.131206985812572
2025-02-07,81.88564715423486
2025-02-08,27.295215718078286
2025-02-09,24.262413971625143
2025-02-10,81.88564715423486
2025-02-11,24.262413971625143
2025-02-12,18.19681047871886
2025-02-13,15.164008732265714
2025-02-14,12.131206985812572
2025-02-15,12.131206985812572
2025-02-16,12.131206985812572
2025-02-17,12.131206985812572
2025-02-18,12.131206985812572
2025-02-19,12.131206985812572
2025-02-20,9.09840523935943
2025-02-21,9.09840523935943
2025-02-22,9.09840523935943
2025-02-23,9.09840523935943
2025-02-24,9.09840523935943
2025-02-25,9.09840523935943
2025-02-26,9.09840523935943
2025-02-27,9.09840523935943
2025-02-28,9.09840523935943
2025-03-01,9.09840523935943
2025-03-02,6.065603492906286
2025-03-03,6.065603492906286
2025-03-04,6.065603492906286
2025-03-05,6.065603492906286
2025-03-06,6.065603492906286
2025-03-07,6.065603492906286
2025-03-08,9.09840523935943
2025-03-09,6.065603492906286
2025-03-10,12.131206985812572
2025-03-11,9.09840523935943
2025-03-12,9.09840523935943
2025-03-13,9.09840523935943
2025-03-14,6.065603492906286
2025-03-15,6.065603492906286
2025-03-16,6.065603492906286
2025-03-17,9.09840523935943
2025-03-18,9.09840523935943
2025-03-19,9.09840523935943
2025-03-20,9.09840523935943
2025-03-21,9.09840523935943
2025-03-22,12.131206985812572
2025-03-23,9.09840523935943
2025-03-24,6.065603492906286
2025-03-25,6.065603492906286
2025-03-26,6.065603492906286
2025-03-27,6.065603492906286
2025-03-28,6.065603492906286
2025-03-29,6.065603492906286
2025-03-30,6.065603492906286
2025-03-31,9.09840523935943
2025-04-01,9.09840523935943
2025-04-02,6.065603492906286
2025-04-03,9.09840523935943
2025-04-04,21.229612225172
2025-04-05,21.229612225172
2025-04-06,15.164008732265714
2025-04-07,9.09840523935943
2025-04-08,9.09840523935943
2025-04-09,9.09840523935943
2025-04-10,9.09840523935943
2025-04-11,6.065603492906286
2025-04-12,9.09840523935943
2025-04-13,6.065603492906286
2025-04-14,9.09840523935943
2025-04-15,9.09840523935943
2025-04-16,6.065603492906286
2025-04-17,7.582004366132858
2025-04-18,6.065603492906286
2025-04-19,6.065603492906286
2025-04-20,6.065603492906286
2025-04-21,6.065603492906286
2025-04-22,6.065603492906286
2025-04-23,6.065603492906286
2025-04-24,9.09840523935943
2025-04-25,39.42642270389086
2025-04-26,43.97562532357057
2025-04-27,12.131206985812572
2025-04-28,9.09840523935943
2025-04-29,9.09840523935943
2025-04-30,9.09840523935943
2025-05-01,6.065603492906286
2025-05-02,6.065603492906286
2025-05-03,9.09840523935943
2025-05-04,6.065603492906286
2025-05-05,6.065603492906286
2025-05-06,6.065603492906286
2025-05-07,6.065603492906286
2025-05-08,6.065603492906286
2025-05-09,15.164008732265714
2025-05-10,21.229612225172
2025-05-11,15.164008732265714
2025-05-12,12.131206985812572
2025-05-13,9.09840523935943
2025-05-14,9.09840523935943
2025-05-15,9.09840523935943
2025-05-16,9.09840523935943
2025-05-17,9.09840523935943
2025-05-18,9.09840523935943
2025-05-19,9.09840523935943
2025-05-20,9.09840523935943
2025-05-21,9.09840523935943
2025-05-22,6.065603492906286
2025-05-23,6.065603492906286
2025-05-24,6.065603492906286
2025-05-25,9.09840523935943
2025-05-26,6.065603492906286
2025-05-27,9.09840523935943
2025-05-28,9.09840523935943
2025-05-29,9.09840523935943
2025-05-30,9.09840523935943
2025-05-31,6.065603492906286
2025-06-01,9.09840523935943
2025-06-02,9.09840523935943
2025-06-03,9.09840523935943
2025-06-04,6.065603492906286
2025-06-05,9.09840523935943
2025-06-06,9.09840523935943
2025-06-07,9.09840523935943
2025-06-08,9.09840523935943
2025-06-09,9.09840523935943
2025-06-10,6.065603492906286
2025-06-11,6.065603492906286
2025-06-12,6.065603492906286
2025-06-13,6.065603492906286
2025-06-14,6.065603492906286
2025-06-15,9.09840523935943
2025-06-16,6.065603492906286
2025-06-17,9.09840523935943
2025-06-18,18.19681047871886
2025-06-19,12.131206985812572
2025-06-20,12.131206985812572
2025-06-21,12.131206985812572
2025-06-22,9.09840523935943
2025-06-23,9.09840523935943
2025-06-24,9.09840523935943
2025-06-25,12.131206985812572
2025-06-26,9.09840523935943
2025-06-27,12.131206985812572
2025-06-28,9.09840523935943
2025-06-29,12.131206985812572
2025-06-30,9.09840523935943
2025-07-01,9.09840523935943
2025-07-02,9.09840523935943
2025-07-03,9.09840523935943
2025-07-04,9.09840523935943
2025-07-05,6.065603492906286
2025-07-06,9.09840523935943
2025-07-07,9.09840523935943
2025-07-08,9.09840523935943
2025-07-09,12.131206985812572
2025-07-10,9.09840523935943
2025-07-11,9.09840523935943
2025-07-12,9.09840523935943
2025-07-13,12.131206985812572
2025-07-14,9.09840523935943
2025-07-15,9.09840523935943
2025-07-16,9.09840523935943
2025-07-17,12.131206985812572
2025-07-18,12.131206985812572
2025-07-19,9.09840523935943
2025-07-20,9.09840523935943
2025-07-21,9.09840523935943
2025-07-22,9.09840523935943
2025-07-23,9.09840523935943
2025-07-24,12.131206985812572
2025-07-25,9.09840523935943
2025-07-26,9.09840523935943
2025-07-27,9.09840523935943
2025-07-28,9.09840523935943
2025-07-29,9.09840523935943
2025-07-30,9.09840523935943
2025-07-31,12.131206985812572
2025-08-01,12.131206985812572
2025-08-02,12.131206985812572
2025-08-03,9.09840523935943
2025-08-04,9.09840523935943
2025-08-05,12.131206985812572
2025-08-06,12.131206985812572
2025-08-07,15.164008732265714
2025-08-08,21.229612225172
2025-08-09,15.164008732265714
2025-08-10,15.164008732265714
2025-08-11,12.131206985812572
2025-08-12,12.131206985812572
2025-08-13,12.131206985812572
2025-08-14,15.164008732265714
2025-08-15,15.164008732265714
2025-08-16,18.19681047871886
2025-08-17,18.19681047871886
2025-08-18,18.19681047871886
2025-08-19,21.229612225172
2025-08-20,27.295215718078286
2025-08-21,21.229612225172
2025-08-22,21.229612225172
2025-08-23,24.262413971625143
2025-08-24,27.295215718078286
2025-08-25,24.262413971625143
2025-08-26,24.262413971625143
2025-08-27,21.229612225172
2025-08-28,24.262413971625143
2025-08-29,21.229612225172
2025-08-30,24.262413971625143
2025-08-31,30.328017464531428
2025-09-01,27.295215718078286
2025-09-02,27.295215718078286
2025-09-03,30.328017464531428
2025-09-04,30.328017464531428
2025-09-05,27.295215718078286
2025-09-06,24.262413971625143
2025-09-07,57.62323318260972
2025-09-08,227.46013098398572
2025-09-09,48.52482794325029
2025-09-10,24.262413971625143
2025-09-11,42.459224450344
2025-09-12,27.295215718078286
2025-09-13,24.262413971625143
2025-09-14,63.688836675516
2025-09-15,33.36081921098457
2025-09-16,24.262413971625143
2025-09-17,18.19681047871886
2025-09-18,18.19681047871886
2025-09-19,24.262413971625143
2025-09-20,18.19681047871886
2025-09-21,24.262413971625143
2025-09-22,81.88564715423486
2025-09-23,175.9025012942823
2025-09-24,24.262413971625143
2025-09-25,21.229612225172
2025-09-26,24.262413971625143
2025-09-27,21.229612225172
2025-09-28,245.65694146270457
2025-09-29,163.77129430846972
2025-09-30,121.31206985812571
2025-10-01,78.85284540778171
2025-10-02,63.688836675516
2025-10-03,42.459224450344
2025-10-04,33.36081921098457
2025-10-05,115.24646636521943
2025-10-06,51.55762968970343
2025-10-07,48.52482794325029
2025-10-08,51.55762968970343
2025-10-09,51.55762968970343
2025-10-10,36.39362095743772
2025-10-11,30.328017464531428
2025-10-12,87.95125064714115
2025-10-13,33.36081921098457
2025-10-14,27.295215718078286
2025-10-15,18.19681047871886
2025-10-16,18.19681047871886
2025-10-17,24.262413971625143
2025-10-18,18.19681047871886
2025-10-19,27.295215718078286
2025-10-20,36.39362095743772
2025-10-21,63.688836675516
2025-10-22,90.98405239359428
2025-10-23,87.95125064714115
2025-10-24,69.75444016842229
2025-10-25,90.98405239359428
2025-10-26,148.607285576204
2025-10-27,33.36081921098457
2025-10-28,36.39362095743772
2025-10-29,45.49202619679714
2025-10-30,136.47607859039144
2025-10-31,115.24646636521943
2025-11-01,21.229612225172
2025-11-02,21.229612225172
2025-11-03,18.19681047871886
2025-11-04,15.164008732265714
2025-11-05,12.131206985812572
2025-11-06,15.164008732265714
2025-11-07,12.131206985812572
2025-11-08,15.164008732265714
2025-11-09,48.52482794325029
2025-11-10,18.19681047871886
2025-11-11,15.164008732265714
2025-11-12,18.19681047871886
2025-11-13,24.262413971625143
2025-11-14,18.19681047871886
2025-11-15,15.164008732265714
2025-11-16,42.459224450344
2025-11-17,24.262413971625143
2025-11-18,15.164008732265714
2025-11-19,15.164008732265714
2025-11-20,21.229612225172
2025-11-21,18.19681047871886
2025-11-22,18.19681047871886
2025-11-23,42.459224450344
2025-11-24,24.262413971625143
2025-11-25,24.262413971625143
2025-11-26,21.229612225172
2025-11-27,51.55762968970343
2025-11-28,130.41047509748515
2025-11-29,30.328017464531428
2025-11-30,21.229612225172
2025-12-01,18.19681047871886
2025-12-02,15.164008732265714
2025-12-03,15.164008732265714
2025-12-04,21.229612225172
2025-12-05,24.262413971625143
2025-12-06,18.19681047871886
2025-12-07,63.688836675516
2025-12-08,21.229612225172
2025-12-09,18.19681047871886
2025-12-10,21.229612225172
2025-12-11,15.164008732265714
2025-12-12,15.164008732265714
2025-12-13,18.19681047871886
2025-12-14,42.459224450344
2025-12-15,21.229612225172
2025-12-16,18.19681047871886
2025-12-17,15.164008732265714
2025-12-18,18.19681047871886
2025-12-19,18.19681047871886
2025-12-20,18.19681047871886
2025-12-21,36.39362095743772
2025-12-22,303.2801746453143
2025-12-23,45.49202619679714
2025-12-24,45.49202619679714
2025-12-25,75.82004366132857
2025-12-26,63.688836675516
2025-12-27,124.34487160457886
2025-12-28,139.50888033684458
2025-12-29,51.55762968970343
2025-12-30,42.459224450344
2025-12-31,39.42642270389086
2026-01-01,33.36081921098457
2026-01-02,27.295215718078286
2026-01-03,24.262413971625143
2026-01-04,54.59043143615657
2026-01-05,133.4432768439383
2026-01-06,42.459224450344
2026-01-07,57.62323318260972
2026-01-08,36.39362095743772
2026-01-09,27.295215718078286
2026-01-10,30.328017464531428
2026-01-11,27.295215718078286
2026-01-12,24.262413971625143
2026-01-13,21.229612225172
2026-01-14,18.19681047871886
2026-01-15,18.19681047871886
2026-01-16,15.164008732265714
2026-01-17,18.19681047871886
2026-01-18,30.328017464531428
2026-01-19,24.262413971625143
2026-01-20,27.295215718078286
2026-01-21,21.229612225172
2026-01-22,18.19681047871886
2026-01-23,18.19681047871886
2026-01-24,18.19681047871886
2026-01-25,24.262413971625143
2026-01-26,27.295215718078286
2026-01-27,15.164008732265714
2026-01-28,15.164008732265714
2026-01-29,12.131206985812572
2026-01-30,15.164008732265714
2026-01-31,12.131206985812572
2026-02-01,12.131206985812572
2026-02-02,12.131206985812572
2026-02-03,12.131206985812572
2026-02-04,12.131206985812572
2026-02-05,9.09840523935943
2026-02-06,15.164008732265714
2026-02-07,12.131206985812572
2026-02-08,12.131206985812572
2026-02-09,21.229612225172
2026-02-10,9.09840523935943
2026-02-11,9.09840523935943
2026-02-12,9.09840523935943
2026-02-13,9.09840523935943
2026-02-14,6.065603492906286
2026-02-15,9.09840523935943
2026-02-16,12.131206985812572
2026-02-17,9.09840523935943
2026-02-18,9.09840523935943
2026-02-19,9.09840523935943
2026-02-20,9.09840523935943
2026-02-21,6.065603492906286
2026-02-22,6.065603492906286
2026-02-23,6.065603492906286
2026-02-24,9.09840523935943
2026-02-25,6.065603492906286
2026-02-26,9.09840523935943
2026-02-27,6.065603492906286
2026-02-28,6.065603492906286
2026-03-01,9.09840523935943
2026-03-02,9.09840523935943
2026-03-03,9.09840523935943
2026-03-04,9.09840523935943
2026-03-05,9.09840523935943
2026-03-06,12.131206985812572
2026-03-07,21.229612225172
2026-03-08,12.131206985812572
2026-03-09,15.164008732265714
2026-03-10,15.164008732265714
2026-03-11,21.229612225172
2026-03-12,12.131206985812572
2026-03-13,15.164008732265714
2026-03-14,9.09840523935943
2026-03-15,9.09840523935943
2026-03-16,9.09840523935943
2026-03-17,6.065603492906286
2026-03-18,6.065603492906286
2026-03-19,6.065603492906286
2026-03-20,6.065603492906286
2026-03-21,6.065603492906286
2026-03-22,6.065603492906286
2026-03-23,6.065603492906286
2026-03-24,6.065603492906286
2026-03-25,6.065603492906286
2026-03-26,6.065603492906286
2026-03-27,6.065603492906286
2026-03-28,6.065603492906286
2026-03-29,6.065603492906286
2026-03-30,6.065603492906286
2026-03-31,9.09840523935943
2026-04-01,9.09840523935943
2026-04-02,9.09840523935943
2026-04-03,6.065603492906286
2026-04-04,6.065603492906286
2026-04-05,9.09840523935943
2026-04-06,9.09840523935943
2026-04-07,9.09840523935943
2026-04-08,9.09840523935943
2026-04-09,9.09840523935943
2026-04-10,9.09840523935943
2026-04-11,12.131206985812572
2026-04-12,15.164008732265714
2026-04-13,12.131206985812572
2026-04-14,12.131206985812572
2026-04-15,9.09840523935943
2026-04-16,9.09840523935943
2026-04-17,9.09840523935943
2026-04-18,9.09840523935943
2026-04-19,9.09840523935943
2026-04-20,9.09840523935943
2026-04-21,6.065603492906286
2026-04-22,6.065603492906286
2026-04-23,9.09840523935943
2026-04-24,9.09840523935943
2026-04-25,9.09840523935943
2026-04-26,9.09840523935943
2026-04-27,12.131206985812572
2026-04-28,12.131206985812572
2026-04-29,9.09840523935943
2026-04-30,9.09840523935943
2026-05-01,9.09840523935943
2026-05-02,9.09840523935943
2026-05-03,9.09840523935943
2026-05-04,6.065603492906286
2026-05-05,9.09840523935943
2026-05-06,9.09840523935943
2026-05-07,9.09840523935943
2026-05-08,9.09840523935943
2026-05-09,9.09840523935943
2026-05-10,9.09840523935943
2026-05-11,6.065603492906286
2026-05-12,9.09840523935943
2026-05-13,9.09840523935943
2026-05-14,9.09840523935943
2026-05-15,9.09840523935943
2026-05-16,9.09840523935943
2026-05-17,9.09840523935943
2026-05-18,9.09840523935943
2026-05-19,9.09840523935943
2026-05-20,9.09840523935943
2026-05-21,6.065603492906286
2026-05-22,9.09840523935943
2026-05-23,6.065603492906286
2026-05-24,9.09840523935943
2026-05-25,6.065603492906286
2026-05-26,6.065603492906286
2026-05-27,6.065603492906286
2026-05-28,9.09840523935943
2026-05-29,9.09840523935943
2026-05-30,6.065603492906286
2026-05-31,6.065603492906286
