Time,ohio_state_football
2023-05-20,1.6666666666666667
2023-05-21,1.6666666666666667
2023-05-22,1.6666666666666667
2023-05-23,1.6666666666666667
2023-05-24,1.6666666666666667
2023-05-25,1.6666666666666667
2023-05-26,1.6666666666666667
2023-05-27,1.6666666666666667
2023-05-28,1.6666666666666667
2023-05-29,1.6666666666666667
2023-05-30,1.6666666666666667
2023-05-31,1.6666666666666667
2023-06-01,1.6666666666666667
2023-06-02,1.6666666666666667
2023-06-03,1.6666666666666667
2023-06-04,1.6666666666666667
2023-06-05,1.6666666666666667
2023-06-06,1.6666666666666667
2023-06-07,1.6666666666666667
2023-06-08,1.6666666666666667
2023-06-09,1.6666666666666667
2023-06-10,1.6666666666666667
2023-06-11,3.3333333333333335
2023-06-12,1.6666666666666667
2023-06-13,3.3333333333333335
2023-06-14,1.6666666666666667
2023-06-15,1.6666666666666667
2023-06-16,1.6666666666666667
2023-06-17,1.6666666666666667
2023-06-18,3.3333333333333335
2023-06-19,3.3333333333333335
2023-06-20,1.6666666666666667
2023-06-21,1.6666666666666667
2023-06-22,1.6666666666666667
2023-06-23,1.6666666666666667
2023-06-24,1.6666666666666667
2023-06-25,3.3333333333333335
2023-06-26,3.3333333333333335
2023-06-27,3.3333333333333335
2023-06-28,1.6666666666666667
2023-06-29,1.6666666666666667
2023-06-30,1.6666666666666667
2023-07-01,3.3333333333333335
2023-07-02,3.3333333333333335
2023-07-03,3.3333333333333335
2023-07-04,3.3333333333333335
2023-07-05,3.3333333333333335
2023-07-06,3.3333333333333335
2023-07-07,3.3333333333333335
2023-07-08,3.3333333333333335
2023-07-09,3.3333333333333335
2023-07-10,3.3333333333333335
2023-07-11,3.3333333333333335
2023-07-12,3.3333333333333335
2023-07-13,3.3333333333333335
2023-07-14,3.3333333333333335
2023-07-15,3.3333333333333335
2023-07-16,3.3333333333333335
2023-07-17,3.3333333333333335
2023-07-18,3.3333333333333335
2023-07-19,3.3333333333333335
2023-07-20,3.3333333333333335
2023-07-21,3.3333333333333335
2023-07-22,3.3333333333333335
2023-07-23,3.3333333333333335
2023-07-24,3.3333333333333335
2023-07-25,3.3333333333333335
2023-07-26,3.3333333333333335
2023-07-27,3.3333333333333335
2023-07-28,3.3333333333333335
2023-07-29,3.3333333333333335
2023-07-30,3.3333333333333335
2023-07-31,3.3333333333333335
2023-08-01,3.3333333333333335
2023-08-02,3.3333333333333335
2023-08-03,3.3333333333333335
2023-08-04,5.0
2023-08-05,5.0
2023-08-06,5.0
2023-08-07,3.3333333333333335
2023-08-08,3.3333333333333335
2023-08-09,3.3333333333333335
2023-08-10,3.3333333333333335
2023-08-11,5.0
2023-08-12,5.0
2023-08-13,5.0
2023-08-14,5.0
2023-08-15,5.0
2023-08-16,5.0
2023-08-17,5.0
2023-08-18,5.0
2023-08-19,6.666666666666667
2023-08-20,6.666666666666667
2023-08-21,6.666666666666667
2023-08-22,6.666666666666667
2023-08-23,6.666666666666667
2023-08-24,6.666666666666667
2023-08-25,6.666666666666667
2023-08-26,15.0
2023-08-27,11.666666666666668
2023-08-28,8.333333333333334
2023-08-29,10.0
2023-08-30,8.333333333333334
2023-08-31,10.0
2023-09-01,15.0
2023-09-02,100.0
2023-09-03,30.0
2023-09-04,11.666666666666668
2023-09-05,10.0
2023-09-06,8.333333333333334
2023-09-07,8.333333333333334
2023-09-08,11.666666666666668
2023-09-09,86.66666666666667
2023-09-10,21.666666666666668
2023-09-11,8.333333333333334
2023-09-12,6.666666666666667
2023-09-13,6.666666666666667
2023-09-14,6.666666666666667
2023-09-15,11.666666666666668
2023-09-16,91.66666666666667
2023-09-17,28.333333333333336
2023-09-18,8.333333333333334
2023-09-19,6.666666666666667
2023-09-20,6.666666666666667
2023-09-21,8.333333333333334
2023-09-22,11.666666666666668
2023-09-23,65.0
2023-09-24,130.0
2023-09-25,15.0
2023-09-26,10.0
2023-09-27,8.333333333333334
2023-09-28,8.333333333333334
2023-09-29,11.666666666666668
2023-09-30,58.333333333333336
2023-10-01,20.0
2023-10-02,8.333333333333334
2023-10-03,6.666666666666667
2023-10-04,6.666666666666667
2023-10-05,8.333333333333334
2023-10-06,11.666666666666668
2023-10-07,108.33333333333334
2023-10-08,21.666666666666668
2023-10-09,10.0
2023-10-10,8.333333333333334
2023-10-11,8.333333333333334
2023-10-12,8.333333333333334
2023-10-13,13.333333333333334
2023-10-14,115.0
2023-10-15,20.0
2023-10-16,10.0
2023-10-17,6.666666666666667
2023-10-18,6.666666666666667
2023-10-19,8.333333333333334
2023-10-20,13.333333333333334
2023-10-21,123.33333333333334
2023-10-22,23.333333333333336
2023-10-23,10.0
2023-10-24,6.666666666666667
2023-10-25,6.666666666666667
2023-10-26,6.666666666666667
2023-10-27,11.666666666666668
2023-10-28,61.66666666666667
2023-10-29,66.66666666666667
2023-10-30,8.333333333333334
2023-10-31,8.333333333333334
2023-11-01,13.333333333333334
2023-11-02,10.0
2023-11-03,13.333333333333334
2023-11-04,108.33333333333334
2023-11-05,25.0
2023-11-06,10.0
2023-11-07,8.333333333333334
2023-11-08,10.0
2023-11-09,8.333333333333334
2023-11-10,13.333333333333334
2023-11-11,70.0
2023-11-12,90.0
2023-11-13,11.666666666666668
2023-11-14,8.333333333333334
2023-11-15,10.0
2023-11-16,8.333333333333334
2023-11-17,13.333333333333334
2023-11-18,111.66666666666667
2023-11-19,40.0
2023-11-20,10.0
2023-11-21,10.0
2023-11-22,11.666666666666668
2023-11-23,13.333333333333334
2023-11-24,20.0
2023-11-25,166.66666666666669
2023-11-26,30.0
2023-11-27,11.666666666666668
2023-11-28,8.333333333333334
2023-11-29,6.666666666666667
2023-11-30,6.666666666666667
2023-12-01,6.666666666666667
2023-12-02,23.333333333333336
2023-12-03,28.333333333333336
2023-12-04,15.0
2023-12-05,8.333333333333334
2023-12-06,6.666666666666667
2023-12-07,6.666666666666667
2023-12-08,5.0
2023-12-09,8.333333333333334
2023-12-10,6.666666666666667
2023-12-11,5.0
2023-12-12,5.0
2023-12-13,5.0
2023-12-14,5.0
2023-12-15,5.0
2023-12-16,8.333333333333334
2023-12-17,6.666666666666667
2023-12-18,3.3333333333333335
2023-12-19,5.0
2023-12-20,6.666666666666667
2023-12-21,6.666666666666667
2023-12-22,5.080645161290322
2023-12-23,6.559139784946236
2023-12-24,5.080645161290322
2023-12-25,4.435483870967742
2023-12-26,6.559139784946236
2023-12-27,6.559139784946236
2023-12-28,8.037634408602152
2023-12-29,24.112903225806452
2023-12-30,132.84946236559142
2023-12-31,13.118279569892472
2024-01-01,10.99462365591398
2024-01-02,9.516129032258064
2024-01-03,5.080645161290322
2024-01-04,4.435483870967742
2024-01-05,5.080645161290322
2024-01-06,5.080645161290322
2024-01-07,4.435483870967742
2024-01-08,5.080645161290322
2024-01-09,9.516129032258064
2024-01-10,5.080645161290322
2024-01-11,5.913978494623656
2024-01-12,5.080645161290322
2024-01-13,4.435483870967742
2024-01-14,3.602150537634409
2024-01-15,3.602150537634409
2024-01-16,3.602150537634409
2024-01-17,3.602150537634409
2024-01-18,3.602150537634409
2024-01-19,5.080645161290322
2024-01-20,8.037634408602152
2024-01-21,5.161290322580645
2024-01-22,3.870967741935484
2024-01-23,3.870967741935484
2024-01-24,3.870967741935484
2024-01-25,3.870967741935484
2024-01-26,2.5806451612903225
2024-01-27,2.5806451612903225
2024-01-28,2.5806451612903225
2024-01-29,2.5806451612903225
2024-01-30,2.5806451612903225
2024-01-31,2.5806451612903225
2024-02-01,2.5806451612903225
2024-02-02,2.5806451612903225
2024-02-03,2.5806451612903225
2024-02-04,2.5806451612903225
2024-02-05,2.5806451612903225
2024-02-06,2.5806451612903225
2024-02-07,2.5806451612903225
2024-02-08,2.5806451612903225
2024-02-09,3.870967741935484
2024-02-10,3.870967741935484
2024-02-11,2.5806451612903225
2024-02-12,2.5806451612903225
2024-02-13,2.5806451612903225
2024-02-14,2.5806451612903225
2024-02-15,2.5806451612903225
2024-02-16,2.5806451612903225
2024-02-17,2.5806451612903225
2024-02-18,2.5806451612903225
2024-02-19,2.5806451612903225
2024-02-20,2.5806451612903225
2024-02-21,2.5806451612903225
2024-02-22,2.5806451612903225
2024-02-23,2.5806451612903225
2024-02-24,2.5806451612903225
2024-02-25,2.5806451612903225
2024-02-26,2.5806451612903225
2024-02-27,2.5806451612903225
2024-02-28,2.5806451612903225
2024-02-29,2.5806451612903225
2024-03-01,2.5806451612903225
2024-03-02,2.5806451612903225
2024-03-03,2.5806451612903225
2024-03-04,1.2903225806451613
2024-03-05,2.5806451612903225
2024-03-06,2.5806451612903225
2024-03-07,2.5806451612903225
2024-03-08,2.5806451612903225
2024-03-09,2.5806451612903225
2024-03-10,2.5806451612903225
2024-03-11,1.2903225806451613
2024-03-12,2.5806451612903225
2024-03-13,2.5806451612903225
2024-03-14,2.5806451612903225
2024-03-15,2.5806451612903225
2024-03-16,2.5806451612903225
2024-03-17,2.5806451612903225
2024-03-18,1.2903225806451613
2024-03-19,1.2903225806451613
2024-03-20,2.5806451612903225
2024-03-21,2.5806451612903225
2024-03-22,2.5806451612903225
2024-03-23,2.5806451612903225
2024-03-24,1.2903225806451613
2024-03-25,2.5806451612903225
2024-03-26,2.5806451612903225
2024-03-27,2.5806451612903225
2024-03-28,1.2903225806451613
2024-03-29,1.2903225806451613
2024-03-30,2.5806451612903225
2024-03-31,2.5806451612903225
2024-04-01,2.5806451612903225
2024-04-02,2.5806451612903225
2024-04-03,2.5806451612903225
2024-04-04,2.5806451612903225
2024-04-05,1.2903225806451613
2024-04-06,1.2903225806451613
2024-04-07,2.5806451612903225
2024-04-08,1.2903225806451613
2024-04-09,2.5806451612903225
2024-04-10,2.5806451612903225
2024-04-11,2.5806451612903225
2024-04-12,2.5806451612903225
2024-04-13,6.451612903225806
2024-04-14,2.5806451612903225
2024-04-15,2.5806451612903225
2024-04-16,2.5806451612903225
2024-04-17,2.5806451612903225
2024-04-18,2.5806451612903225
2024-04-19,2.5806451612903225
2024-04-20,2.5806451612903225
2024-04-21,2.5806451612903225
2024-04-22,2.5806451612903225
2024-04-23,2.5806451612903225
2024-04-24,2.5806451612903225
2024-04-25,2.5806451612903225
2024-04-26,2.5806451612903225
2024-04-27,2.5806451612903225
2024-04-28,2.5806451612903225
2024-04-29,2.5806451612903225
2024-04-30,1.2903225806451613
2024-05-01,1.2903225806451613
2024-05-02,1.2903225806451613
2024-05-03,1.2903225806451613
2024-05-04,1.2903225806451613
2024-05-05,2.5806451612903225
2024-05-06,2.5806451612903225
2024-05-07,1.2903225806451613
2024-05-08,1.2903225806451613
2024-05-09,1.2903225806451613
2024-05-10,1.2903225806451613
2024-05-11,2.5806451612903225
2024-05-12,1.2903225806451613
2024-05-13,1.2903225806451613
2024-05-14,2.5806451612903225
2024-05-15,2.5806451612903225
2024-05-16,2.5806451612903225
2024-05-17,2.5806451612903225
2024-05-18,2.5806451612903225
2024-05-19,1.2903225806451613
2024-05-20,1.2903225806451613
2024-05-21,2.5806451612903225
2024-05-22,1.2903225806451613
2024-05-23,2.5806451612903225
2024-05-24,2.5806451612903225
2024-05-25,1.2903225806451613
2024-05-26,2.5806451612903225
2024-05-27,1.2903225806451613
2024-05-28,1.2903225806451613
2024-05-29,2.5806451612903225
2024-05-30,2.5806451612903225
2024-05-31,2.5806451612903225
2024-06-01,1.2903225806451613
2024-06-02,2.5806451612903225
2024-06-03,2.5806451612903225
2024-06-04,2.5806451612903225
2024-06-05,2.5806451612903225
2024-06-06,2.5806451612903225
2024-06-07,2.5806451612903225
2024-06-08,2.5806451612903225
2024-06-09,2.5806451612903225
2024-06-10,2.5806451612903225
2024-06-11,2.5806451612903225
2024-06-12,2.5806451612903225
2024-06-13,2.5806451612903225
2024-06-14,1.2903225806451613
2024-06-15,2.5806451612903225
2024-06-16,2.5806451612903225
2024-06-17,3.870967741935484
2024-06-18,2.5806451612903225
2024-06-19,2.5806451612903225
2024-06-20,2.5806451612903225
2024-06-21,2.5806451612903225
2024-06-22,2.5806451612903225
2024-06-23,2.5806451612903225
2024-06-24,2.5806451612903225
2024-06-25,2.5806451612903225
2024-06-26,2.5806451612903225
2024-06-27,2.5806451612903225
2024-06-28,2.5806451612903225
2024-06-29,2.5806451612903225
2024-06-30,2.5806451612903225
2024-07-01,2.5806451612903225
2024-07-02,2.5806451612903225
2024-07-03,2.5806451612903225
2024-07-04,2.5806451612903225
2024-07-05,2.5806451612903225
2024-07-06,2.5806451612903225
2024-07-07,2.5806451612903225
2024-07-08,2.5806451612903225
2024-07-09,2.5806451612903225
2024-07-10,2.5806451612903225
2024-07-11,2.5806451612903225
2024-07-12,2.5806451612903225
2024-07-13,2.5806451612903225
2024-07-14,2.5806451612903225
2024-07-15,2.5806451612903225
2024-07-16,2.5806451612903225
2024-07-17,2.5806451612903225
2024-07-18,2.5806451612903225
2024-07-19,2.5806451612903225
2024-07-20,3.870967741935484
2024-07-21,3.870967741935484
2024-07-22,2.5806451612903225
2024-07-23,3.870967741935484
2024-07-24,2.5806451612903225
2024-07-25,3.870967741935484
2024-07-26,3.870967741935484
2024-07-27,3.870967741935484
2024-07-28,3.870967741935484
2024-07-29,3.870967741935484
2024-07-30,2.5806451612903225
2024-07-31,2.5806451612903225
2024-08-01,3.870967741935484
2024-08-02,3.870967741935484
2024-08-03,3.870967741935484
2024-08-04,3.870967741935484
2024-08-05,3.870967741935484
2024-08-06,3.870967741935484
2024-08-07,3.870967741935484
2024-08-08,3.870967741935484
2024-08-09,3.870967741935484
2024-08-10,3.870967741935484
2024-08-11,3.870967741935484
2024-08-12,3.870967741935484
2024-08-13,3.870967741935484
2024-08-14,3.870967741935484
2024-08-15,5.161290322580645
2024-08-16,5.161290322580645
2024-08-17,6.451612903225806
2024-08-18,5.9205132774906435
2024-08-19,5.2753519871680625
2024-08-20,5.2753519871680625
2024-08-21,5.2753519871680625
2024-08-22,5.2753519871680625
2024-08-23,6.818748886116556
2024-08-24,14.282659062555695
2024-08-25,9.007307075387631
2024-08-26,7.463910176439137
2024-08-27,7.463910176439137
2024-08-28,8.362145785065051
2024-08-29,9.007307075387631
2024-08-30,12.739262163607199
2024-08-31,91.61646765282481
2024-09-01,30.108715024059883
2024-09-02,12.739262163607199
2024-09-03,9.007307075387631
2024-09-04,7.463910176439137
2024-09-05,7.463910176439137
2024-09-06,10.550703974336125
2024-09-07,66.1379433256104
2024-09-08,63.94938513633933
2024-09-09,10.550703974336125
2024-09-10,7.463910176439137
2024-09-11,5.9205132774906435
2024-09-12,7.463910176439137
2024-09-13,10.550703974336125
2024-09-14,46.57993227588665
2024-09-15,18.014614150775262
2024-09-16,8.362145785065051
2024-09-17,5.38941365175548
2024-09-18,7.185884869007307
2024-09-19,7.185884869007307
2024-09-20,8.982356086259134
2024-09-21,75.45179112457672
2024-09-22,16.16824095526644
2024-09-23,8.982356086259134
